entry_date,signal_date,rank,symbol,confirm_0915_0930_pct,entry_time,entry_px,exit_time,exit_px,exit_reason,qty_1x,qty_5x,deployed_1x_rs,deployed_5x_capital_rs,net_pnl_1x_rs,net_pnl_5x_rs,stock_ret_pct,final_score,fired_pair_count
2025-01-01,2024-12-31,1,ITI,1.533662594229268,09:31,390.25,09:36,386.0,HARD_STOP,64,320,24976.0,24976.0,-298.31170768,-1450.8249384,-1.0890454836643193,2.3635436323828705,44
2025-01-03,2025-01-02,1,ITI,3.125410374261328,09:31,392.45,09:35,388.95,HARD_STOP,63,318,24724.35,24959.82,-246.57781657319998,-1203.8671228552,-0.8918333545674617,1.5863230309348444,35
2025-01-06,2025-01-03,1,ITI,5.991649269311061,09:31,507.75,09:36,510.8,TRAIL,49,246,24879.75,24981.3,122.97053757730056,658.8616988942028,0.6006893156080828,0.8303125669507248,72
2025-01-16,2025-01-15,1,CREDITACC,0.4408236147536382,09:31,899.6,10:04,904.85,TRAIL,27,138,24289.2,24828.96,115.90171724609999,633.3375462134,0.5835927078701619,2.454310327391866,16
2025-01-17,2025-01-16,2,RVNL,4.468864468864475,09:31,428.2,10:58,429.0,TRAIL,58,291,24835.6,24921.239999999998,20.033331822400662,141.6156621848033,0.18682858477347963,2.2770014321658216,15
2025-01-17,2025-01-16,3,BDL,1.1731056209583812,09:31,1220.35,10:58,1243.95,TRAIL,20,102,24407.0,24895.14,445.81536136400274,2315.439287356414,1.9338714303273719,2.2479044708067555,22
2025-01-20,2025-01-17,1,CREDITACC,3.763998907402355,09:31,949.7,15:29,993.95,EOD,26,131,24692.2,24882.140000000003,1123.5785271126,5704.0420193981,4.65936611561546,2.3773931503937558,17
2025-01-20,2025-01-17,2,JUBLPHARMA,3.6502592058147654,09:31,969.7,15:29,985.2,EOD,25,128,24242.5,24824.32,361.543904815,1892.4852214528,1.5984325048984172,2.312585126394456,18
2025-01-20,2025-01-17,3,BDL,2.8634617623093828,09:31,1324.95,15:29,1333.25,EOD,18,94,23849.100000000002,24909.06,124.01352444239919,688.8804463991958,0.6264387335371158,2.2972828541794215,22
2025-01-20,2025-01-17,5,RVNL,1.3749402199904281,09:31,423.75,15:29,431.0,EOD,58,294,24577.5,24916.5,394.167525937,2039.780557991,1.7109144542772903,2.233407808203486,24
2025-01-21,2025-01-20,1,ITI,0.3515625000000133,09:31,385.0,09:34,383.4,HARD_STOP,64,324,24640.0,24948.0,-128.46397813760146,-609.4164829216073,-0.4155844155844246,1.0591717812320716,20
2025-01-23,2025-01-22,1,POLICYBZR,0.5472590668769151,09:31,1626.0,15:29,1685.65,EOD,15,76,24390.0,24715.2,868.3127335065013,4441.347814699607,3.6685116851168598,2.4195644787036596,23
2025-01-23,2025-01-22,4,NUVAMA,0.8940545373267828,09:31,1128.5,15:29,1131.5,EOD,22,110,24827.0,24827.0,39.62990328000001,238.95391639999997,0.2658396101019145,2.334946748311025,19
2025-01-23,2025-01-22,5,NAVA,1.2719923918212084,09:31,425.95,15:29,444.95,EOD,58,293,24705.1,24960.67,1075.0958982428,5474.2193895438,4.460617443361903,2.2363337559456595,19
2025-01-24,2025-01-23,1,AEGISLOG,5.080139372822301,09:31,754.95,09:42,745.5,HARD_STOP,33,165,24913.350000000002,24913.350000000002,-338.0697573561015,-1649.9075022805075,-1.2517385257301838,2.3630639110671385,20
2025-01-28,2025-01-27,2,NUVAMA,1.4111922141119226,09:31,1042.0,09:33,1031.5,HARD_STOP,23,119,23966.0,24799.6,-266.760178053,-1340.045703709,-1.0076775431861806,2.376040502300631,25
2025-01-29,2025-01-28,1,GRAVITA,1.514913657770811,09:31,1943.65,15:29,2100.0,EOD,12,64,23323.800000000003,24878.72,1850.2650376211989,9912.493135046394,8.044143750160782,2.2354636165949575,29
2025-01-29,2025-01-28,2,PGEL,0.765267464767394,09:31,665.8,15:29,733.15,EOD,37,187,24634.6,24900.92,2464.230777980101,12499.763245675103,10.11565034544908,2.110613709524902,21
2025-01-29,2025-01-28,3,CAPLIPOINT,0.41880431368443993,09:31,1918.2,15:29,2000.0,EOD,13,65,24936.600000000002,24936.6,1036.2751163283995,5224.3333636419975,4.264414555312279,2.0429711630878886,22
2025-01-29,2025-01-28,4,DATAPATTNS,1.055408970976246,09:31,2068.2,15:29,2103.0,EOD,12,60,24818.399999999998,24818.399999999998,391.0139197056022,1996.465886528011,1.6826225703510334,1.8767817833787324,17
2025-01-29,2025-01-28,5,CGPOWER,1.3383208645054046,09:31,609.9,15:29,618.0,EOD,40,204,24396.0,24883.92,297.92177978400093,1560.8751032984046,1.3280865715691093,1.8641624838660773,15
2025-01-29,2025-01-28,6,NEWGEN,1.185302252074294,09:31,1025.95,15:29,1085.6,EOD,24,121,24622.800000000003,24827.99,1404.5721549527968,7124.630747253684,5.814123495297019,1.8038205307573878,15
2025-01-29,2025-01-28,8,AEGISLOG,2.2721912100007735,09:31,650.8,15:29,679.15,EOD,38,192,24730.399999999998,24990.719999999998,1050.384882389401,5350.4018684096045,4.356177012907203,1.42314308003962,31
