n,mean_pct,win,per_session,shuffle_pct,target,side
88,0.7093663385842167,0.7159090909090909,0.06292765906795472,0.09994860926053552,y_60,short
87,0.5273012349429049,0.5517241379310345,0.04624516879035558,0.33199409637493016,y_d3,long
88,0.45133601031150555,0.6136363636363636,0.040037871882472265,0.16492854085431038,y_30,short
87,0.3424727397272704,0.5747126436781609,0.03003541164946827,0.056913722655981956,y_d3,short
88,0.11512291723581199,0.6022727272727273,0.010212516851563967,0.34561858273773943,y_close,short
88,0.08424887430493276,0.48863636363636365,0.007473690462534359,-0.20662895707646295,y_60,long
88,-0.019928239957081376,0.5227272727272727,-0.0017678277381281862,-0.40190848006399754,y_d1,short
88,-0.1261447694936496,0.4659090909090909,-0.01119026180992053,-0.17494918363723339,y_30,long
88,-0.13468299910739553,0.4431818181818182,-0.011947685404688315,-0.012648019707138934,y_d1,long
88,-0.2869477380785576,0.38636363636363635,-0.025455041281162372,-0.40003191457049236,y_close,long
