n,mean_pct,win,per_session,shuffle_pct,target,side
176,0.5478574465710057,0.7215909090909091,0.09720051471421068,0.1344581578976708,y_60,short
175,0.4807431142632888,0.5485714285714286,0.08480851310088261,0.26000345087694715,y_d3,long
176,0.4654272266696003,0.7159090909090909,0.08257579828009037,0.158382271238683,y_30,short
176,0.1734428053621867,0.6022727272727273,0.030772110628775058,0.16991617428251468,y_close,short
175,0.01989066309022907,0.5314285714285715,0.00350893754111904,-0.05591028516314659,y_d3,short
176,-0.06661350395333102,0.4034090909090909,-0.011818524894945826,-0.1866568515107339,y_60,long
176,-0.16384666327384984,0.3693181818181818,-0.029069569290521746,-0.1889598317429822,y_30,long
176,-0.20171019543706123,0.5170454545454546,-0.035787292738833444,-0.028677383778771447,y_d1,short
176,-0.2418906794831874,0.3977272727272727,-0.04291608829540422,0.02921358423915418,y_d1,long
176,-0.2916088130448012,0.3806818181818182,-0.051737047475690544,-0.3926104357075473,y_close,long
