n,mean_pct,win,per_session,shuffle_pct,target,side
304,0.27939500001046375,0.6414473684210527,0.0856210483903034,0.12271160124092434,y_close,short
304,0.15306362319631386,0.6282894736842105,0.04690659420532199,0.13631224341274553,y_30,short
304,0.1417085827535018,0.5953947368421053,0.04342682374704088,0.3844575677970451,y_d1,short
304,0.06683997219892497,0.47039473684210525,0.02048321728676733,0.08814797345655913,y_d1,long
304,0.06375618834544147,0.5822368421052632,0.019538186751022386,0.0970405023180239,y_60,short
304,0.018830370484858198,0.3618421052631579,0.005770597406650093,-0.26157480364219193,y_close,long
303,-0.021103841410276183,0.5016501650165016,-0.0064460322049533095,0.09722246474564794,y_d3,long
303,-0.03223354901956237,0.5544554455445545,-0.009845529589644554,-0.6110216239884554,y_d3,short
304,-0.20226081090651474,0.28618421052631576,-0.061983151729415806,-0.18107317652734245,y_60,long
304,-0.2517824385777387,0.33881578947368424,-0.0771591344028554,-0.20343556018344555,y_30,long
