pattern_id,target,regime,mined_year,oos_fires,acct_trades,hit_pct,base_pct,real_lift_pp,mined_lift_pp,avg_ret,base_ret,edge_ret,strict26_fires,strict26_lift,bear_fires,bear_lift,roc5L,cagr5L,maxdd,english
6145,hit_10pc_20d,other,2022,14789,42,43.25451066156369,34.007461952287116,9.247048709276578,11.4809,1.4567890753253927,1.2342650179205523,0.22252405740484038,4349,9.872275350235633,14945,14.766987787516522,-12.574256937652848,-3.3037052199742956,45.99780903676527,volatility (20d ATR%) >= 2.3809 AND distance from 10-day high <= -10.5981 AND 60-day return <= -5.3808 AND close position in weekly range <= 0.7418
6150,hit_10pc_20d,breakout,2022,50099,42,53.7144128113879,34.007461952287116,19.706950859100786,18.6496,3.889291335158205,1.2342650179205523,2.6550263172376525,8809,18.207460758734474,17254,18.297550653348377,315.466305028034,42.769011277206516,18.592487936515717,volatility (20d ATR%) >= 2.3809 AND distance from year-high <= -5.3701 AND close position in weekly range >= 0.7418 AND weekly range % >= 4.478
6151,hit_10pc_20d,breakout,2022,16139,42,52.23380726698262,34.007461952287116,18.226345314695507,12.5659,3.876174523440569,1.2342650179205523,2.6419095055200166,2028,5.7512680640339875,1807,6.4604074711404005,247.5333832863421,36.536615126793535,35.7779188791504,volatility (20d ATR%) >= 2.3809 AND distance from year-high >= -5.3701 AND close position in weekly range >= 0.7418 AND weekly range % >= 4.478
6166,hit_15pc_20d,capitulation,2022,19426,42,29.876298345425127,18.31582194494749,11.560476400477636,12.6611,2.6047692594487613,1.4815243324222822,1.123244927026479,5135,12.504185684413763,19355,13.73333991307496,146.0997455340546,25.2500163296816,29.044031918459655,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245
6170,hit_15pc_20d,other,2022,11289,42,30.059363194819213,18.31582194494749,11.74354124987172,7.7482,2.667781789887166,1.4815243324222822,1.1862574574648839,575,11.62574738865321,1198,6.741036078517587,159.99889816314953,26.982208714648582,30.863568115976015,volatility (20d ATR%) >= 2.3998 AND close position in daily range <= 0.1892 AND distance from 200-DMA >= 26.4245
6174,hit_25pc_30d,other,2022,17389,28,19.163824532517935,10.722915258072424,8.44090927444551,9.6838,3.514211818416133,2.573314869840287,0.9408969485758463,3393,11.883826478969244,13659,9.58400075230652,-69.23168073779512,-25.522353692461554,79.02647580505831,distance from 10-day high <= -10.804 AND days with sub-3% range in last 7 <= 2.5 AND close position in weekly range <= 0.7438
6197,hit_10pc_20d,other,2022,11524,37,41.28774730996182,34.007461952287116,7.280285357674704,8.2201,1.4831171015251203,1.2342650179205523,0.248852083604568,2500,29.179412754815782,16031,12.829652559611592,-6.502963588198966,-1.6669610039690586,32.748222638914115,distance from 60-day high <= -17.3864 AND distance from 20-DMA <= -2.8747 AND distance from 200-DMA <= -1.4701 AND 60d relative strength vs market >= -13.4875
6199,hit_10pc_20d,breakout,2022,9516,40,43.89397286210161,34.007461952287116,9.886510909814493,6.692,3.4221740460535552,1.2342650179205523,2.187909028133003,2191,16.269275266273166,3778,10.413785063076709,131.074175532203,23.292839019824996,32.488545786398824,distance from 20-DMA >= -2.8747 AND distance from 200-DMA <= -1.4701 AND 60d relative strength vs market >= -13.4875 AND close position in weekly range >= 0.8145
6201,hit_10pc_20d,other,2022,19000,41,53.76315789473685,34.007461952287116,19.75569594244973,15.9075,3.281235152519369,1.2342650179205523,2.0469701345988165,1164,16.853089730760807,4682,12.946976504613389,221.7213809543241,33.927567545430115,25.134807076397852,volatility (20d ATR%) >= 3.7864 AND distance from 200-DMA >= -1.4701 AND 20d relative strength vs market <= 4.6032 AND close position in weekly range >= 0.4408
6205,hit_15pc_20d,breakout,2022,21939,41,35.824287967343906,18.31582194494749,17.50846602239642,15.8523,4.83225700950804,1.4815243324222822,3.350732677085758,4986,22.02286201868299,9782,17.01788538893322,813.3485782135583,73.84377307390919,19.510482808747536,distance from year-high <= -15.5928 AND days with sub-2.5% range in last 7 <= 2.5 AND close position in weekly range >= 0.7386
6222,hit_10pc_20d,breakout,2022,41362,42,44.09882200582771,34.007461952287116,10.091360053540594,6.9941,2.569183212853588,1.2342650179205523,1.3349181949330355,4159,10.246531398883585,6461,7.675668043985329,91.10387703562003,17.575646243183552,39.88601903832992,5-day return <= 0.0145 AND distance from 20-week SMA >= 8.4331
6223,hit_10pc_20d,other,2022,16235,41,39.944547134935306,34.007461952287116,5.937085182648189,5.379,1.0482979263081096,1.2342650179205523,-0.18596709161244274,2465,10.879575356441801,11125,8.40995448866899,-16.68079834334918,-4.4597716397653535,56.78475965277925,distance from year-high <= -6.0163 AND distance from 60-day high <= -19.43 AND 60d relative strength vs sector <= -14.1806 AND close position in weekly range <= 0.7031
