symbol,entry_date,signal_date,weekly_close_loc_wtd,weekly_range_pct_wtd,weekly_close_vs_sma20_wtd,weekly_breakout_20w_wtd
ADANIPOWER,2024-12-02,2024-11-29,0.7890499194847022,27.985579089680034,-13.426838070343127,0.0
GRSE,2024-12-03,2024-12-02,0.21706989247311922,4.475457170356116,-7.7267214511505085,0.0
CAMS,2024-12-02,2024-11-29,0.731072555205048,12.863954550065937,12.434269810309239,0.0
ZEEL,2024-12-03,2024-12-02,0.5025641025641002,1.5254635062192108,-0.6767624183184218,0.0
CHALET,2024-12-12,2024-12-11,0.44806392132759726,8.774673713730992,8.187270987467056,0.0
BLS,2024-12-12,2024-12-11,0.432043204320432,12.336220297579393,15.2185455033935,0.0
ZENTEC,2025-01-29,2025-01-28,0.2944850700792202,20.619463466733684,-19.195047225486782,0.0
PGEL,2025-01-29,2025-01-28,0.33661920408908363,21.293632900567527,-13.146815844646031,0.0
