pattern_id,agent_id,family,target,regime,status,winner_fires_dec,all_fires_dec,selected_n_dec,winner_n_dec,manual_precision_dec,winner_precision_dec,rank_quality_dec,weight,rule,parsed_conditions,fire_col
8748,FALCPAT_8748,fresh_breakout,hit_25pc_30d,other,PROMOTED,13,1036,24,13,0.023166023166023165,0.012548262548262547,0.5805555555555555,2.164810142506985,volatility (20d ATR%) >= 4.0285 AND distance from year-high >= -34.3354 AND distance from 50-DMA >= -6.3733 AND 60d relative strength vs market <= 38.1353,atr_20_pct>=4.0285 AND dist_high_252>=-34.3354 AND dist_sma_50>=-6.3733 AND rs_market_60d<=38.1353,pat_8748
6223,FALCPAT_6223,other,hit_10pc_20d,other,PROMOTED,13,890,16,13,0.017977528089887642,0.014606741573033709,0.6416666666666667,2.161393028124472,distance from year-high <= -6.0163 AND distance from 60-day high <= -19.43 AND 60d relative strength vs sector <= -14.1806 AND close position in weekly range <= 0.7031,dist_high_252<=-6.0163 AND dist_high_60<=-19.43 AND rs_sector_60d<=-14.1806 AND weekly_close_loc<=0.7031,pat_6223
7164,FALCPAT_7164,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,12,142,20,12,0.14084507042253522,0.08450704225352113,0.5866666666666667,87.05563377187208,volatility (20d ATR%) >= 2.2284 AND close position in weekly range >= 0.5467 AND weekly range % >= 13.298,atr_20_pct>=2.2284 AND weekly_close_loc>=0.5467 AND weekly_range_pct>=13.298,pat_7164
8646,FALCPAT_8646,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,12,168,24,12,0.14285714285714285,0.07142857142857142,0.6222222222222221,79.15718792280069,volatility (20d ATR%) >= 3.4331 AND 5-day return >= 7.1233 AND close position in weekly range >= 0.6079 AND weekly range % >= 11.7238,atr_20_pct>=3.4331 AND roc_5>=7.1233 AND weekly_close_loc>=0.6079 AND weekly_range_pct>=11.7238,pat_8646
8450,FALCPAT_8450,momentum,hit_10pc_20d,momentum,PROMOTED,12,147,18,12,0.12244897959183673,0.08163265306122448,0.6185185185185186,77.08017716097797,5-day return >= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,roc_5>=10.4381 AND weekly_close_loc>=0.1574 AND weekly_range_pct>=12.8017,pat_8450
8486,FALCPAT_8486,continuation,hit_40pc_40d,other,PROMOTED,12,199,19,12,0.09547738693467336,0.06030150753768844,0.5894736842105263,42.312046512710424,volatility (20d ATR%) >= 3.359 AND 20-day return >= -5.2391 AND 60d relative strength vs sector <= 10.8226 AND weekly range % >= 10.7197,atr_20_pct>=3.359 AND roc_20>=-5.2391 AND rs_sector_60d<=10.8226 AND weekly_range_pct>=10.7197,pat_8486
7739,FALCPAT_7739,other,hit_10pc_20d,other,PROMOTED,12,232,22,12,0.09482758620689655,0.05172413793103448,0.6545454545454545,40.025676770714625,close position in weekly range <= 0.7385 AND close position in weekly range >= 0.4445 AND weekly range % >= 9.4473,weekly_close_loc<=0.7385 AND weekly_close_loc>=0.4445 AND weekly_range_pct>=9.4473,pat_7739
7685,FALCPAT_7685,other,hit_40pc_40d,other,PROMOTED,12,260,20,12,0.07692307692307693,0.046153846153846156,0.5766666666666667,25.524680212148077,volatility (20d ATR%) >= 2.8119 AND distance from 200-DMA >= 49.4324 AND 60d relative strength vs market <= 130.31,atr_20_pct>=2.8119 AND dist_sma_200>=49.4324 AND rs_market_60d<=130.31,pat_7685
8967,FALCPAT_8967,compression,hit_10pc_20d,capitulation,PROMOTED,12,334,28,12,0.08383233532934131,0.03592814371257485,0.5214285714285715,19.579972780861297,volatility (20d ATR%) >= 3.5669 AND distance from 120-day high <= -15.7106 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range >= 0.6536,atr_20_pct>=3.5669 AND dist_high_120<=-15.7106 AND n_sub_3_range_7d<=3.5 AND weekly_close_loc>=0.6536,pat_8967
9500,FALCPAT_9500,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,12,283,17,12,0.06007067137809187,0.04240282685512368,0.49411764705882355,15.691287386062807,distance from 120-day high >= -37.6909 AND days with sub-2.5% range in last 7 <= 3.5 AND days with sub-75% volume in last 20 <= 6.5 AND close position in weekly range >= 0.7666,dist_high_120>=-37.6909 AND n_sub_2_5_range_7d<=3.5 AND n_sub_75v_20d<=6.5 AND weekly_close_loc>=0.7666,pat_9500
9170,FALCPAT_9170,pullback_reversal,hit_25pc_30d,capitulation,PROMOTED,12,398,19,12,0.04773869346733668,0.03015075376884422,0.6877192982456141,12.341013566207208,volatility (20d ATR%) >= 3.3868 AND distance from 120-day high <= -32.2658 AND distance from year-high <= -26.8517 AND 60d relative strength vs sector >= -32.2112,atr_20_pct>=3.3868 AND dist_high_120<=-32.2658 AND dist_high_252<=-26.8517 AND rs_sector_60d>=-32.2112,pat_9170
7413,FALCPAT_7413,other,hit_25pc_30d,other,PROMOTED,12,434,19,12,0.04377880184331797,0.027649769585253458,0.5894736842105263,8.89591706104316,volatility (20d ATR%) >= 3.6673 AND 20d relative strength vs sector >= 10.6274 AND close position in weekly range >= 0.319,atr_20_pct>=3.6673 AND rs_sector_20d>=10.6274 AND weekly_close_loc>=0.319,pat_7413
7909,FALCPAT_7909,other,hit_25pc_30d,other,PROMOTED,12,464,18,12,0.03879310344827586,0.02586206896551724,0.6555555555555554,8.199704616222787,volatility (20d ATR%) >= 4.3575 AND 20d relative strength vs market <= 7.2399 AND weekly range % <= 7.2122,atr_20_pct>=4.3575 AND rs_market_20d<=7.2399 AND weekly_range_pct<=7.2122,pat_7909
8667,FALCPAT_8667,dryup,hit_10pc_20d,other,PROMOTED,12,397,21,12,0.05289672544080604,0.030226700251889168,0.2920634920634921,5.8219398790748365,volatility (20d ATR%) <= 4.2698 AND volatility (20d ATR%) >= 3.5891 AND days with sub-75% volume in last 20 >= 11.5 AND close position in weekly range >= 0.1821,atr_20_pct<=4.2698 AND atr_20_pct>=3.5891 AND n_sub_75v_20d>=11.5 AND weekly_close_loc>=0.1821,pat_8667
9494,FALCPAT_9494,dryup,hit_15pc_20d,other,PROMOTED,12,609,18,12,0.029556650246305417,0.019704433497536946,0.6851851851851852,4.975056825452058,volatility (20d ATR%) >= 3.0551 AND days with sub-75% volume in last 20 >= 7.5 AND 60-day return <= -12.4053 AND 60d relative strength vs sector >= -20.1105,atr_20_pct>=3.0551 AND n_sub_75v_20d>=7.5 AND roc_60<=-12.4053 AND rs_sector_60d>=-20.1105,pat_9494
8579,FALCPAT_8579,other,hit_10pc_20d,other,PROMOTED,12,605,19,12,0.03140495867768595,0.019834710743801654,0.5824561403508771,4.523329670359401,volatility (20d ATR%) <= 4.2758 AND volatility (20d ATR%) >= 3.4313 AND close position in weekly range <= 0.6707 AND close position in weekly range >= 0.3832,atr_20_pct<=4.2758 AND atr_20_pct>=3.4313 AND weekly_close_loc<=0.6707 AND weekly_close_loc>=0.3832,pat_8579
9292,FALCPAT_9292,other,hit_15pc_20d,other,PROMOTED,12,602,21,12,0.03488372093023256,0.019933554817275746,0.4634920634920635,4.018100321817204,distance from 60-day high <= -4.2092 AND close position in weekly range >= 0.0559 AND weekly range % <= 10.6648 AND weekly range % >= 8.2161,dist_high_60<=-4.2092 AND weekly_close_loc>=0.0559 AND weekly_range_pct<=10.6648 AND weekly_range_pct>=8.2161,pat_9292
9546,FALCPAT_9546,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,12,560,18,12,0.03214285714285714,0.02142857142857143,0.3962962962962963,3.4030523200739773,volatility (20d ATR%) >= 3.3204 AND distance from year-high >= -19.8681 AND close position in weekly range >= 0.6786 AND weekly range % <= 8.9567,atr_20_pct>=3.3204 AND dist_high_252>=-19.8681 AND weekly_close_loc>=0.6786 AND weekly_range_pct<=8.9567,pat_9546
7884,FALCPAT_7884,other,hit_25pc_30d,other,PROMOTED,12,1020,26,12,0.025490196078431372,0.011764705882352941,0.6051282051282051,2.2624165129492524,volatility (20d ATR%) >= 4.0235 AND distance from 20-DMA <= 2.9741,atr_20_pct>=4.0235 AND dist_sma_20<=2.9741,pat_7884
6757,FALCPAT_6757,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,11,96,22,11,0.22916666666666666,0.11458333333333333,0.5878787878787879,186.45021520418632,volatility (20d ATR%) >= 3.3478 AND close position in daily range <= 0.3941 AND close position in weekly range >= 0.6374 AND weekly range % >= 8.5149,atr_20_pct>=3.3478 AND close_loc<=0.3941 AND weekly_close_loc>=0.6374 AND weekly_range_pct>=8.5149,pat_6757
8585,FALCPAT_8585,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,11,165,23,11,0.1393939393939394,0.06666666666666667,0.5797101449275363,65.06774145661986,volatility (20d ATR%) >= 3.4313 AND 5-day return >= 5.0998 AND close position in weekly range >= 0.6707 AND weekly range % >= 11.6077,atr_20_pct>=3.4313 AND roc_5>=5.0998 AND weekly_close_loc>=0.6707 AND weekly_range_pct>=11.6077,pat_8585
8749,FALCPAT_8749,fresh_breakout,hit_25pc_30d,other,PROMOTED,11,159,18,11,0.11320754716981132,0.06918238993710692,0.5407407407407407,51.15195445766492,volatility (20d ATR%) >= 4.0285 AND distance from year-high >= -34.3354 AND distance from 50-DMA >= -6.3733 AND 60d relative strength vs market >= 38.1353,atr_20_pct>=4.0285 AND dist_high_252>=-34.3354 AND dist_sma_50>=-6.3733 AND rs_market_60d>=38.1353,pat_8749
8199,FALCPAT_8199,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,11,361,23,11,0.06371191135734072,0.030470914127423823,0.6550724637681159,15.36022793799017,volatility (20d ATR%) >= 2.975 AND distance from 120-day high <= -26.1604 AND 60d relative strength vs market >= -22.1244 AND close position in weekly range >= 0.4434,atr_20_pct>=2.975 AND dist_high_120<=-26.1604 AND rs_market_60d>=-22.1244 AND weekly_close_loc>=0.4434,pat_8199
7553,FALCPAT_7553,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,11,350,19,11,0.054285714285714284,0.03142857142857143,0.5157894736842105,10.62881556693885,volatility (20d ATR%) >= 2.3477 AND 20-day return <= 3.5439 AND close position in weekly range >= 0.4998 AND weekly range % >= 6.9997,atr_20_pct>=2.3477 AND roc_20<=3.5439 AND weekly_close_loc>=0.4998 AND weekly_range_pct>=6.9997,pat_7553
9261,FALCPAT_9261,other,hit_10pc_20d,other,PROMOTED,11,530,21,11,0.03962264150943396,0.020754716981132074,0.6793650793650793,6.7478537181823715,volatility (20d ATR%) >= 4.4771 AND distance from 200-DMA <= 27.3836 AND close position in weekly range >= 0.1095,atr_20_pct>=4.4771 AND dist_sma_200<=27.3836 AND weekly_close_loc>=0.1095,pat_9261
9223,FALCPAT_9223,fresh_breakout,hit_25pc_30d,other,PROMOTED,11,573,18,11,0.031413612565445025,0.019197207678883072,0.5592592592592592,4.07353384006024,volatility (20d ATR%) >= 4.4887 AND distance from year-high >= -25.6329 AND 20d relative strength vs sector >= -11.6776,atr_20_pct>=4.4887 AND dist_high_252>=-25.6329 AND rs_sector_20d>=-11.6776,pat_9223
7621,FALCPAT_7621,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,10,135,16,10,0.11851851851851852,0.07407407407407407,0.44583333333333336,45.61916311783819,distance from 50-DMA >= 14.898 AND 5-day return >= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % >= 9.062,dist_sma_50>=14.898 AND roc_5>=3.643 AND weekly_close_loc>=0.5098 AND weekly_range_pct>=9.062,pat_7621
6439,FALCPAT_6439,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,10,150,13,10,0.08666666666666667,0.06666666666666667,0.41538461538461535,27.972647590293114,60-day return <= -5.8816 AND 20d relative strength vs sector >= -2.8018 AND close position in weekly range >= 0.7316 AND weekly range % >= 6.249,roc_60<=-5.8816 AND rs_sector_20d>=-2.8018 AND weekly_close_loc>=0.7316 AND weekly_range_pct>=6.249,pat_6439
7086,FALCPAT_7086,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,10,178,17,10,0.09550561797752809,0.056179775280898875,0.41960784313725497,26.240665566929714,volatility (20d ATR%) >= 2.3175 AND distance from 120-day high >= -4.8089 AND close position in weekly range >= 0.6441 AND weekly range % >= 7.9969,atr_20_pct>=2.3175 AND dist_high_120>=-4.8089 AND weekly_close_loc>=0.6441 AND weekly_range_pct>=7.9969,pat_7086
8762,FALCPAT_8762,other,hit_10pc_20d,other,PROMOTED,10,191,16,10,0.08376963350785341,0.05235602094240838,0.4666666666666667,23.855161515681143,volatility (20d ATR%) <= 3.6888 AND volatility (20d ATR%) >= 3.521 AND distance from 50-DMA >= -4.1929 AND weekly range % >= 6.6399,atr_20_pct<=3.6888 AND atr_20_pct>=3.521 AND dist_sma_50>=-4.1929 AND weekly_range_pct>=6.6399,pat_8762
7861,FALCPAT_7861,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,10,227,18,10,0.07929515418502203,0.04405286343612335,0.5740740740740741,23.3728169062051,distance from 10-day high <= -2.5243 AND distance from year-high >= -15.5986 AND close position in weekly range >= 0.4998 AND weekly range % >= 7.5026,dist_high_10<=-2.5243 AND dist_high_252>=-15.5986 AND weekly_close_loc>=0.4998 AND weekly_range_pct>=7.5026,pat_7861
8581,FALCPAT_8581,other,hit_10pc_20d,other,PROMOTED,10,429,18,10,0.04195804195804196,0.023310023310023312,0.6962962962962963,7.9373281964572895,volatility (20d ATR%) >= 4.2758 AND close position in weekly range <= 0.6707 AND close position in weekly range >= 0.3549,atr_20_pct>=4.2758 AND weekly_close_loc<=0.6707 AND weekly_close_loc>=0.3549,pat_8581
7447,FALCPAT_7447,dryup,hit_25pc_30d,other,PROMOTED,10,270,11,10,0.040740740740740744,0.037037037037037035,0.3212121212121212,5.649101974872486,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 >= 11.5 AND 60-day return >= 4.3863 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d>=11.5 AND roc_60>=4.3863 AND weekly_close_loc>=0.3227,pat_7447
9568,FALCPAT_9568,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,10,560,16,10,0.02857142857142857,0.017857142857142856,0.7541666666666667,4.484702038905766,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND 60-day return >= -25.4389 AND close position in weekly range <= 0.767,atr_20_pct>=3.5761 AND dist_high_252<=-27.4711 AND roc_60>=-25.4389 AND weekly_close_loc<=0.767,pat_9568
7445,FALCPAT_7445,dryup,hit_25pc_30d,other,PROMOTED,9,124,14,9,0.11290322580645161,0.07258064516129033,0.5190476190476191,47.60386198835662,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 <= 11.5 AND 60d relative strength vs market >= 39.7537 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d<=11.5 AND rs_market_60d>=39.7537 AND weekly_close_loc>=0.3227,pat_7445
7860,FALCPAT_7860,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,9,190,19,9,0.1,0.04736842105263158,0.6807017543859648,36.087233346462796,distance from 10-day high <= -2.5243 AND distance from year-high <= -15.5986 AND close position in weekly range >= 0.4998 AND weekly range % >= 7.5026,dist_high_10<=-2.5243 AND dist_high_252<=-15.5986 AND weekly_close_loc>=0.4998 AND weekly_range_pct>=7.5026,pat_7860
7694,FALCPAT_7694,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,9,171,12,9,0.07017543859649122,0.05263157894736842,0.7055555555555555,29.165576142298423,volatility (20d ATR%) >= 2.5871 AND close position in weekly range <= 0.6838 AND close position in weekly range >= 0.498 AND weekly range % >= 8.5178,atr_20_pct>=2.5871 AND weekly_close_loc<=0.6838 AND weekly_close_loc>=0.498 AND weekly_range_pct>=8.5178,pat_7694
9332,FALCPAT_9332,compression,hit_25pc_30d,other,PROMOTED,9,184,15,9,0.08152173913043478,0.04891304347826087,0.5244444444444445,23.404826233310487,volatility (20d ATR%) >= 4.3657 AND distance from 120-day high >= -46.4478 AND days with sub-3% range in last 7 <= 2.5 AND 60d relative strength vs sector >= 25.8669,atr_20_pct>=4.3657 AND dist_high_120>=-46.4478 AND n_sub_3_range_7d<=2.5 AND rs_sector_60d>=25.8669,pat_9332
9395,FALCPAT_9395,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,365,24,9,0.06575342465753424,0.024657534246575342,0.5722222222222222,10.3834231100516,volatility (20d ATR%) >= 3.3431 AND distance from year-high <= -25.0624 AND 20d relative strength vs sector <= 5.8353 AND close position in weekly range >= 0.4821,atr_20_pct>=3.3431 AND dist_high_252<=-25.0624 AND rs_sector_20d<=5.8353 AND weekly_close_loc>=0.4821,pat_9395
8421,FALCPAT_8421,continuation,hit_40pc_40d,other,PROMOTED,9,292,16,9,0.0547945205479452,0.030821917808219176,0.5416666666666666,10.238508831209861,volatility (20d ATR%) >= 4.4253 AND distance from 200-DMA >= 15.902 AND 60-day return >= 14.222 AND weekly range % <= 17.6813,atr_20_pct>=4.4253 AND dist_sma_200>=15.902 AND roc_60>=14.222 AND weekly_range_pct<=17.6813,pat_8421
7253,FALCPAT_7253,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,9,269,15,9,0.055762081784386616,0.03345724907063197,0.3866666666666667,8.073721275446099,volatility (20d ATR%) >= 2.1521 AND 60d relative strength vs sector >= 13.7136 AND close position in weekly range >= 0.8296,atr_20_pct>=2.1521 AND rs_sector_60d>=13.7136 AND weekly_close_loc>=0.8296,pat_7253
8369,FALCPAT_8369,other,hit_25pc_30d,other,PROMOTED,9,439,14,9,0.03189066059225513,0.02050113895216401,0.7,5.1220917562649895,volatility (20d ATR%) >= 3.9353 AND distance from 60-day high <= -9.5262 AND 20d relative strength vs market <= -5.6522 AND weekly range % <= 9.6165,atr_20_pct>=3.9353 AND dist_high_60<=-9.5262 AND rs_market_20d<=-5.6522 AND weekly_range_pct<=9.6165,pat_8369
6420,FALCPAT_6420,other,hit_10pc_20d,other,PROMOTED,9,455,17,9,0.03736263736263736,0.01978021978021978,0.5882352941176471,4.865500545182824,volatility (20d ATR%) >= 2.9747 AND distance from 60-day high <= -13.561 AND 60d relative strength vs market >= -3.8371 AND close position in weekly range <= 0.6594,atr_20_pct>=2.9747 AND dist_high_60<=-13.561 AND rs_market_60d>=-3.8371 AND weekly_close_loc<=0.6594,pat_6420
8163,FALCPAT_8163,dryup,hit_10pc_20d,other,PROMOTED,9,514,15,9,0.029182879377431907,0.017509727626459144,0.3866666666666667,2.21132244701871,volatility (20d ATR%) >= 3.08 AND days with sub-75% volume in last 20 >= 12.5 AND close position in weekly range >= 0.4086,atr_20_pct>=3.08 AND n_sub_75v_20d>=12.5 AND weekly_close_loc>=0.4086,pat_8163
8099,FALCPAT_8099,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,9,950,19,9,0.02,0.009473684210526316,0.5824561403508771,1.235150667116046,volatility (20d ATR%) >= 3.1155 AND distance from 200-DMA <= 10.5707 AND close position in weekly range >= 0.53 AND weekly range % <= 10.472,atr_20_pct>=3.1155 AND dist_sma_200<=10.5707 AND weekly_close_loc>=0.53 AND weekly_range_pct<=10.472,pat_8099
6392,FALCPAT_6392,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,1001,15,9,0.014985014985014986,0.008991008991008992,0.6577777777777778,0.9918651249133034,distance from 20-day high <= -3.3536 AND distance from year-high <= -24.2757 AND 60d relative strength vs sector >= -14.3816 AND weekly range % >= 3.5174,dist_high_20<=-3.3536 AND dist_high_252<=-24.2757 AND rs_sector_60d>=-14.3816 AND weekly_range_pct>=3.5174,pat_6392
6295,FALCPAT_6295,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,999,14,9,0.014014014014014014,0.009009009009009009,0.5761904761904761,0.8141669216386448,distance from 200-DMA <= -7.8665 AND 60-day return <= -15.5387 AND 60d relative strength vs market <= -12.8744,dist_sma_200<=-7.8665 AND roc_60<=-15.5387 AND rs_market_60d<=-12.8744,pat_6295
6263,FALCPAT_6263,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,1104,11,9,0.009963768115942028,0.008152173913043478,0.6909090909090909,0.6280956192555073,distance from 120-day high <= -15.8326 AND 5-day return <= -0.708 AND 20d relative strength vs market <= -6.9151,dist_high_120<=-15.8326 AND roc_5<=-0.708 AND rs_market_20d<=-6.9151,pat_6263
9412,FALCPAT_9412,pullback_reversal,hit_25pc_30d,capitulation,PROBATION,8,109,13,8,0.11926605504587157,0.07339449541284404,0.758974358974359,70.95353156087731,distance from year-high <= -37.7756 AND distance from 200-DMA >= -8.8104,dist_high_252<=-37.7756 AND dist_sma_200>=-8.8104,pat_9412
8430,FALCPAT_8430,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,8,138,14,8,0.10144927536231885,0.057971014492753624,0.5,31.404828288775153,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs sector >= 27.5345 AND close position in weekly range >= 0.4638,atr_20_pct>=4.3977 AND rs_sector_60d>=27.5345 AND weekly_close_loc>=0.4638,pat_8430
7941,FALCPAT_7941,pullback_reversal,hit_10pc_20d,other,PROMOTED,8,173,13,8,0.07514450867052024,0.046242774566473986,0.682051282051282,25.311899158446636,distance from 10-day high <= -3.8795 AND 60-day return <= 12.7797 AND close position in weekly range >= 0.4131 AND weekly range % >= 7.8994,dist_high_10<=-3.8795 AND roc_60<=12.7797 AND weekly_close_loc>=0.4131 AND weekly_range_pct>=7.8994,pat_7941
8573,FALCPAT_8573,other,hit_10pc_20d,other,PROMOTED,8,196,15,8,0.07653061224489796,0.04081632653061224,0.6133333333333333,20.461253716342863,volatility (20d ATR%) >= 4.0236 AND 5-day return <= 8.9765 AND close position in weekly range >= 0.4229 AND weekly range % >= 8.6663,atr_20_pct>=4.0236 AND roc_5<=8.9765 AND weekly_close_loc>=0.4229 AND weekly_range_pct>=8.6663,pat_8573
8632,FALCPAT_8632,other,hit_25pc_30d,other,PROMOTED,8,157,13,8,0.08280254777070063,0.050955414012738856,0.41025641025641024,18.486554653821447,volatility (20d ATR%) >= 3.712 AND distance from 200-DMA <= 81.1105 AND 60d relative strength vs sector >= 37.5146,atr_20_pct>=3.712 AND dist_sma_200<=81.1105 AND rs_sector_60d>=37.5146,pat_8632
7972,FALCPAT_7972,dryup,hit_15pc_20d,other,PROMOTED,8,215,14,8,0.06511627906976744,0.037209302325581395,0.6238095238095238,16.142086593220085,days with sub-75% volume in last 20 <= 10.5 AND close position in weekly range <= 0.7255 AND close position in weekly range >= 0.2793 AND weekly range % >= 9.1882,n_sub_75v_20d<=10.5 AND weekly_close_loc<=0.7255 AND weekly_close_loc>=0.2793 AND weekly_range_pct>=9.1882,pat_7972
8354,FALCPAT_8354,other,hit_25pc_30d,other,PROMOTED,8,175,12,8,0.06857142857142857,0.045714285714285714,0.47222222222222227,15.809135625009722,distance from 200-DMA <= 62.9021 AND distance from 200-DMA >= 43.4421 AND distance from 50-DMA >= 7.1184 AND close position in weekly range >= 0.3679,dist_sma_200<=62.9021 AND dist_sma_200>=43.4421 AND dist_sma_50>=7.1184 AND weekly_close_loc>=0.3679,pat_8354
6236,FALCPAT_6236,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,8,307,13,8,0.04234527687296417,0.026058631921824105,0.4307692307692308,5.07654022796154,volatility (20d ATR%) >= 2.4985 AND distance from year-high >= -9.0394 AND 60d relative strength vs sector >= -3.1676 AND close position in weekly range >= 0.8386,atr_20_pct>=2.4985 AND dist_high_252>=-9.0394 AND rs_sector_60d>=-3.1676 AND weekly_close_loc>=0.8386,pat_6236
7446,FALCPAT_7446,dryup,hit_25pc_30d,other,PROMOTED,8,446,16,8,0.03587443946188341,0.017937219730941704,0.4583333333333333,3.1498383377169845,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 >= 11.5 AND 60-day return <= 4.3863 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d>=11.5 AND roc_60<=4.3863 AND weekly_close_loc>=0.3227,pat_7446
9331,FALCPAT_9331,compression,hit_25pc_30d,other,PROMOTED,8,579,14,8,0.024179620034542316,0.013816925734024179,0.7904761904761906,2.8204360527165333,volatility (20d ATR%) >= 4.3657 AND distance from 120-day high >= -46.4478 AND days with sub-3% range in last 7 <= 2.5 AND 60d relative strength vs sector <= 25.8669,atr_20_pct>=4.3657 AND dist_high_120>=-46.4478 AND n_sub_3_range_7d<=2.5 AND rs_sector_60d<=25.8669,pat_9331
6320,FALCPAT_6320,pullback_reversal,hit_15pc_20d,other,PROMOTED,8,660,11,8,0.016666666666666666,0.012121212121212121,0.6969696969696969,1.5037487044058528,distance from 10-day high <= -9.452 AND distance from 20-DMA <= 4.6493 AND distance from 200-DMA >= -7.5282,dist_high_10<=-9.452 AND dist_sma_20<=4.6493 AND dist_sma_200>=-7.5282,pat_6320
9301,FALCPAT_9301,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,7,74,20,7,0.2702702702702703,0.0945945945945946,0.6066666666666667,156.76660961606106,volatility (20d ATR%) >= 2.7959 AND distance from year-high <= -23.5637 AND close position in weekly range >= 0.6562 AND weekly range % >= 9.9519,atr_20_pct>=2.7959 AND dist_high_252<=-23.5637 AND weekly_close_loc>=0.6562 AND weekly_range_pct>=9.9519,pat_9301
7470,FALCPAT_7470,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,7,48,9,7,0.1875,0.14583333333333334,0.5111111111111111,141.2577334300857,distance from 20-day high >= -3.9429 AND 60d relative strength vs sector <= -5.1916 AND close position in weekly range >= 0.5947 AND weekly range % >= 10.0582,dist_high_20>=-3.9429 AND rs_sector_60d<=-5.1916 AND weekly_close_loc>=0.5947 AND weekly_range_pct>=10.0582,pat_7470
7603,FALCPAT_7603,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,7,84,12,7,0.14285714285714285,0.08333333333333333,0.5722222222222222,68.85322232853628,5-day return >= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,roc_5>=11.7516 AND weekly_close_loc>=0.5365 AND weekly_range_pct>=14.9824,pat_7603
9128,FALCPAT_9128,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,7,107,11,7,0.102803738317757,0.06542056074766354,0.6363636363636365,43.258092120451415,volatility (20d ATR%) >= 3.4326 AND distance from year-high >= -21.3469 AND close position in weekly range >= 0.7406 AND weekly range % >= 10.6698,atr_20_pct>=3.4326 AND dist_high_252>=-21.3469 AND weekly_close_loc>=0.7406 AND weekly_range_pct>=10.6698,pat_9128
8582,FALCPAT_8582,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,7,101,13,7,0.12871287128712872,0.06930693069306931,0.4666666666666667,42.076950997821314,volatility (20d ATR%) >= 3.4313 AND close position in daily range <= 0.4382 AND close position in weekly range >= 0.6707 AND weekly range % <= 11.6077,atr_20_pct>=3.4313 AND close_loc<=0.4382 AND weekly_close_loc>=0.6707 AND weekly_range_pct<=11.6077,pat_8582
9005,FALCPAT_9005,other,hit_15pc_20d,other,PROMOTED,7,247,13,7,0.05263157894736842,0.02834008097165992,0.7538461538461537,11.364989679586085,volatility (20d ATR%) >= 4.1414 AND 60d relative strength vs sector <= 15.164 AND weekly range % >= 9.1665,atr_20_pct>=4.1414 AND rs_sector_60d<=15.164 AND weekly_range_pct>=9.1665,pat_9005
8274,FALCPAT_8274,compression,hit_15pc_20d,other,PROMOTED,7,210,12,7,0.05714285714285714,0.03333333333333333,0.48333333333333334,9.305212182652673,distance from 200-DMA <= 80.5179 AND days with sub-3% range in last 7 <= 3.5 AND 20d relative strength vs sector >= 18.0764 AND 60d relative strength vs sector >= 1.7032,dist_sma_200<=80.5179 AND n_sub_3_range_7d<=3.5 AND rs_sector_20d>=18.0764 AND rs_sector_60d>=1.7032,pat_8274
