tag,month,baskets,avg_positions,win_pct,avg_basket_pct,month_ret_pct,end_equity
short0915_top10_none0_mp1_equal_blnone,2024-05,3,10.0,0.0,-0.8185649551842836,-2.4370383992112776,975629.6160078872
short0915_top10_none0_mp1_equal_blnone,2024-06,14,10.0,50.0,0.06009547916606563,0.4686729555929414,980202.1281648714
short0915_top10_none0_mp1_equal_blnone,2024-07,9,10.0,33.33333333333333,-0.5209314624229253,-4.650221592252257,934620.5571532324
short0915_top10_none0_mp1_equal_blnone,2024-08,14,10.0,42.857142857142854,-0.18813104038000725,-2.6954418706790273,909428.4033237506
short0915_top10_none0_mp1_equal_blnone,2024-09,20,10.0,75.0,0.4032829870799638,8.308470449664984,984987.9934747645
short0915_top10_none0_mp1_equal_blnone,2024-10,18,10.0,50.0,0.6155622550296413,11.42085613020849,1097482.0551093447
short0915_top10_none0_mp1_equal_blnone,2024-11,14,10.0,50.0,-0.1237122139282011,-1.8533501430886945,1077141.8698706029
short0915_top10_none0_mp1_equal_blnone,2024-12,19,10.0,68.42105263157895,0.5811204754071482,11.484625226726397,1200847.5767853945
short0915_top10_none0_mp1_equal_blnone,2025-01,22,10.0,63.63636363636363,0.6017528860938028,13.757923267119576,1366059.264954594
short0915_top10_none0_mp1_equal_blnone,2025-02,20,10.0,75.0,1.098749800641726,24.19586873247408,1696589.171510808
short0915_top10_none0_mp1_equal_blnone,2025-03,19,10.0,57.89473684210527,0.6089764662828505,12.02435339946486,1900593.0492303204
short0915_top10_none0_mp1_equal_blnone,2025-04,17,10.0,47.05882352941176,0.04372573935914341,0.19511600403403495,1904301.4104409274
short0915_top10_none0_mp1_equal_blnone,2025-05,19,10.0,52.63157894736842,-0.27374041631641566,-5.4112541861834895,1801254.8206508914
short0915_top10_none0_mp1_equal_blnone,2025-06,11,10.0,63.63636363636363,0.5289098861758952,5.910321186437684,1907714.7659375512
short0915_top10_none0_mp1_equal_blnone,2025-07,1,10.0,100.0,2.106736624024157,2.1067366240241636,1947905.2915934743
short0915_top10_none0_mp1_equal_blstrict,2024-05,3,10.0,0.0,-0.8185649551842836,-2.4370383992112776,975629.6160078872
short0915_top10_none0_mp1_equal_blstrict,2024-06,14,10.0,50.0,0.06682464672970671,0.563901973922154,981131.2106707249
short0915_top10_none0_mp1_equal_blstrict,2024-07,9,10.0,33.33333333333333,-0.46085080196926753,-4.122161039972328,940687.4021534474
short0915_top10_none0_mp1_equal_blstrict,2024-08,14,10.0,50.0,-0.05743996362693352,-0.9067999937170446,932157.2488498229
short0915_top10_none0_mp1_equal_blstrict,2024-09,20,10.0,75.0,0.46373927049279295,9.607997674949642,1021718.8956461884
short0915_top10_none0_mp1_equal_blstrict,2024-10,18,10.0,55.55555555555556,0.6197973712693714,11.505016361109544,1139267.8217548302
short0915_top10_none0_mp1_equal_blstrict,2024-11,14,10.0,50.0,-0.1119190565399593,-1.7186526273640812,1119687.7654035273
short0915_top10_none0_mp1_equal_blstrict,2024-12,19,10.0,68.42105263157895,0.5842358452623955,11.551439923282958,1249027.8249524652
short0915_top10_none0_mp1_equal_blstrict,2025-01,22,10.0,63.63636363636363,0.6013570759187185,13.730931313460392,1420530.9776826967
short0915_top10_none0_mp1_equal_blstrict,2025-02,20,10.0,80.0,1.2047401037006038,26.82741235829804,1801622.6807429965
short0915_top10_none0_mp1_equal_blstrict,2025-03,19,10.0,57.89473684210527,0.6084815110818141,12.01588356512817,2018103.5643440157
short0915_top10_none0_mp1_equal_blstrict,2025-04,16,10.0,50.0,0.06680260173687946,0.383398189789097,2025840.93687778
short0915_top10_none0_mp1_equal_blstrict,2025-05,18,10.0,50.0,-0.2754303554346854,-5.18039422708404,1920894.389933858
short0915_top10_none0_mp1_equal_blstrict,2025-06,11,10.0,63.63636363636363,0.5581449812503352,6.247635171037569,2040904.8634378533
short0915_top10_none0_mp1_equal_blstrict,2025-07,1,10.0,100.0,2.106736624024157,2.1067366240241636,2083901.3536573888
short0915_top10_none0_mp1_equal_blmedium,2024-05,3,10.0,0.0,-0.8229332191155558,-2.449961838644965,975500.3816135504
short0915_top10_none0_mp1_equal_blmedium,2024-06,14,10.0,50.0,0.048644121805525395,0.31849772284961997,978607.3281153789
short0915_top10_none0_mp1_equal_blmedium,2024-07,8,10.0,25.0,-0.408510573490121,-3.261752184517519,946687.5822127269
short0915_top10_none0_mp1_equal_blmedium,2024-08,14,10.0,50.0,0.07491109685605217,0.9442650854895263,955626.8225202267
short0915_top10_none0_mp1_equal_blmedium,2024-09,20,10.0,80.0,0.5663129370200028,11.880860515856506,1069163.5123559665
short0915_top10_none0_mp1_equal_blmedium,2024-10,18,10.0,61.111111111111114,0.6390344252447477,11.895820098794463,1196349.2803477843
short0915_top10_none0_mp1_equal_blmedium,2024-11,13,10.0,53.84615384615385,0.02670865415127876,0.19305368453601535,1198658.8767134158
short0915_top10_none0_mp1_equal_blmedium,2024-12,19,10.0,68.42105263157895,0.6334054189048038,12.594703139306972,1349626.403888422
