entry_date,signal_date,n_positions,symbols,avg_clone_score,avg_rules_fired
2025-10-21,2025-10-20,15,"WHIRLPOOL,FORCEMOT,ACUTAAS,OLAELEC,ATHERENERG,ADANIPOWER,NAVINFLUOR,KARURVYSYA,NEULANDLAB,AUBANK,RBLBANK,CEATLTD,SHREECEM,MRF,JKTYRE",159.03919526646126,51.86666666666667
2025-10-23,2025-10-21,15,"ACUTAAS,ADANIPOWER,JAINREC,CEATLTD,ABDL,ATHERENERG,RBLBANK,WHIRLPOOL,JKTYRE,KARURVYSYA,ECLERX,AUBANK,NAM-INDIA,GODREJPROP,ZYDUSWELL",147.8537473813273,37.53333333333333
2025-10-24,2025-10-23,15,"ATHERENERG,JAINREC,VTL,CEATLTD,ACUTAAS,IDEA,ABDL,ZYDUSWELL,SCI,BBTC,FORCEMOT,TATAINVEST,BSOFT,IDFCFIRSTB,RBLBANK",153.6300410178455,48.46666666666667
2025-10-27,2025-10-24,15,"IDEA,SAMMAANCAP,SCI,ABDL,CEATLTD,VTL,JAINREC,ECLERX,ACUTAAS,SPLPETRO,BSOFT,CHOLAHLDNG,ATHERENERG,NATIONALUM,NEULANDLAB",157.0756401515399,50.46666666666667
2025-10-28,2025-10-27,15,"SCI,JAINREC,IDEA,SAMMAANCAP,BSOFT,CHOLAHLDNG,NEULANDLAB,ECLERX,BANKINDIA,VTL,PTCIL,CREDITACC,ABDL,INTELLECT,CEATLTD",156.80705689356094,49.53333333333333
2025-10-29,2025-10-28,15,"SCI,CHENNPETRO,IDEA,CARTRADE,INTELLECT,FSL,PTCIL,ECLERX,JAINREC,CANHLIFE,NETWEB,JKTYRE,INDUSTOWER,KIRLOSENG,NSLNISP",156.27230530530593,50.666666666666664
2025-10-30,2025-10-29,15,"CARTRADE,NEWGEN,FIVESTAR,KIRLOSENG,SAIL,CHENNPETRO,MRPL,ATHERENERG,ECLERX,CEATLTD,IDBI,BLUEDART,SWANCORP,NETWEB,NEULANDLAB",153.68726591955047,52.13333333333333
2025-10-31,2025-10-30,15,"BLUEDART,FIVESTAR,MRPL,SAGILITY,HEG,GRAPHITE,ABREL,BHEL,CHENNPETRO,RRKABEL,CARTRADE,NEWGEN,IDEA,ADANIGREEN,APARINDS",163.68942946381628,49.333333333333336
2025-11-03,2025-10-31,15,"SAGILITY,ABREL,CHENNPETRO,BLUEDART,MRPL,FIVESTAR,NAVINFLUOR,INTELLECT,FORCEMOT,WELCORP,TBOTEK,GRAPHITE,ABDL,RHIM,GPIL",160.50828807928147,47.53333333333333
2025-11-04,2025-11-03,15,"CHENNPETRO,INTELLECT,MRPL,BLUEDART,NAVINFLUOR,SAGILITY,IDEA,SCHAEFFLER,FORCEMOT,WELCORP,NEULANDLAB,FIVESTAR,CARTRADE,SHRIRAMFIN,PTCIL",163.85461894526136,52.666666666666664
2025-11-06,2025-11-04,15,"CUB,NEULANDLAB,GRAVITA,3MINDIA,MRPL,CHENNPETRO,NAVINFLUOR,WOCKPHARMA,FORCEMOT,INTELLECT,BLUEDART,IDEA,ABDL,POWERINDIA,RPOWER",163.71492974758237,50.666666666666664
2025-11-07,2025-11-06,15,"CCL,3MINDIA,NAVINFLUOR,REDINGTON,SUNDARMFIN,ASTRAL,INDUSTOWER,NEULANDLAB,BAJAJHLDNG,IGIL,CUB,CANHLIFE,SCI,INTELLECT,JAINREC",173.35661987854547,43.53333333333333
2025-11-10,2025-11-07,15,"3MINDIA,REDINGTON,BAJAJHLDNG,NEULANDLAB,SCI,POWERINDIA,LTF,CPPLUS,CCL,CHENNPETRO,CUB,BSE,IGIL,SUNDARMFIN,CANHLIFE",155.27108317930595,47.2
2025-11-11,2025-11-10,15,"NEULANDLAB,CPPLUS,HBLENGINE,3MINDIA,GALLANTT,BSE,POWERINDIA,REDINGTON,CCL,FORCEMOT,LTF,JAINREC,WHIRLPOOL,CHENNPETRO,BAJAJHLDNG",157.27248292237297,50.333333333333336
2025-11-12,2025-11-11,15,"3MINDIA,CCL,IDEA,JAINREC,GALLANTT,FORCEMOT,NATIONALUM,HBLENGINE,POWERINDIA,BHEL,LTF,JYOTICNC,TARIL,POLYMED,CRAFTSMAN",154.1986349410748,49.13333333333333
2025-11-13,2025-11-12,15,"GALLANTT,JAINREC,IDEA,SYRMA,POWERINDIA,CRAFTSMAN,KIRLOSENG,BLS,BAJAJHLDNG,3MINDIA,APARINDS,GRSE,CUB,CARTRADE,REDINGTON",147.47075729997894,49.2
2025-11-14,2025-11-13,15,"CPPLUS,IDEA,GALLANTT,SYRMA,KIRLOSENG,CARTRADE,JAINREC,BLUEDART,DATAPATTNS,AIAENG,HONASA,3MINDIA,JYOTICNC,BIOCON,BSOFT",152.4815295447613,48.733333333333334
2025-11-17,2025-11-14,15,"CPPLUS,3MINDIA,IDEA,DATAPATTNS,APARINDS,CARTRADE,JAINREC,KIRLOSENG,IPCALAB,CUB,MUTHOOTFIN,SPLPETRO,PGEL,AAVAS,GALLANTT",145.27145214836327,47.46666666666667
2025-11-18,2025-11-17,15,"IPCALAB,IDEA,DATAPATTNS,CUB,CPPLUS,JAINREC,PGEL,PIRAMALFIN,MRPL,NH,HONASA,3MINDIA,ANGELONE,TARIL,SPLPETRO",151.4567269477955,47.0
2025-11-19,2025-11-18,15,"NH,APARINDS,PIRAMALFIN,TARIL,KIRLOSENG,JAINREC,CPPLUS,IPCALAB,CHENNPETRO,GMRAIRPORT,CUB,SYRMA,CARTRADE,CCL,ATUL",155.16732173466747,47.2
2025-11-20,2025-11-19,15,"PIRAMALFIN,GROWW,CPPLUS,KIRLOSENG,JPPOWER,BLUEDART,ATUL,GALLANTT,CUB,JAINREC,NH,LINDEINDIA,ATHERENERG,JSWDULUX,INTELLECT",145.9093834043196,49.6
2025-11-21,2025-11-20,15,"JPPOWER,GABRIEL,ATHERENERG,IPCALAB,LINDEINDIA,GALLANTT,LTTS,POWERINDIA,KIRLOSENG,BBTC,SAMMAANCAP,ANURAS,3MINDIA,ERIS,CPPLUS",147.98681337562078,51.06666666666667
2025-11-24,2025-11-21,15,"JPPOWER,PIRAMALFIN,TRAVELFOOD,TBOTEK,NH,ANURAS,SPLPETRO,MEDANTA,LINDEINDIA,DCMSHRIRAM,M&MFIN,PTCIL,JYOTICNC,HEROMOTOCO,PGEL",176.4797274959036,47.0
2025-11-25,2025-11-24,15,"ANURAS,PTCIL,DCMSHRIRAM,JYOTICNC,TRAVELFOOD,ASAHIINDIA,SPLPETRO,M&MFIN,JPPOWER,GRAVITA,HONAUT,PIRAMALFIN,ACUTAAS,ATHERENERG,APARINDS",152.6755975373588,51.6
2025-11-26,2025-11-25,15,"ACUTAAS,JYOTICNC,SPLPETRO,PTCIL,LATENTVIEW,ERIS,HONAUT,ANURAS,ABBOTINDIA,ITI,TRAVELFOOD,GRAVITA,MEDANTA,CRAFTSMAN,LTTS",158.47699021767968,55.333333333333336
2025-11-27,2025-11-26,15,"GRAVITA,HONAUT,PTCIL,M&MFIN,HEG,JPPOWER,NEULANDLAB,ACUTAAS,SPLPETRO,TRAVELFOOD,TBOTEK,AIAENG,CARBORUNIV,MCX,CRAFTSMAN",146.8221289975825,55.0
2025-11-28,2025-11-27,15,"NATCOPHARM,CRAFTSMAN,GMDCLTD,3MINDIA,DCMSHRIRAM,HEG,JKCEMENT,GROWW,ASHOKLEY,GRAVITA,TMCV,POLYMED,ANURAS,ABBOTINDIA,SPLPETRO",153.41403450968014,55.6
2025-12-01,2025-11-28,15,"GMDCLTD,ESCORTS,SPLPETRO,ZFCVINDIA,TMCV,BELRISE,ASHOKLEY,LTTS,PTCIL,WELSPUNLIV,FORCEMOT,SAREGAMA,ATHERENERG,VBL,CEMPRO",153.28491901972708,50.2
2025-12-02,2025-12-01,15,"WELSPUNLIV,WOCKPHARMA,ZFCVINDIA,JMFINANCIL,CEMPRO,SPLPETRO,FORCEMOT,LTTS,3MINDIA,NEULANDLAB,AEGISVOPAK,LENSKART,TMCV,ASHOKLEY,PTCIL",148.69906151441003,52.266666666666666
2025-12-03,2025-12-02,15,"ZFCVINDIA,WOCKPHARMA,NATCOPHARM,EMMVEE,MAPMYINDIA,FORCEMOT,TEJASNET,BALKRISIND,POWERINDIA,ECLERX,BSOFT,CEMPRO,PTCIL,TMCV,GILLETTE",158.97091088400742,51.266666666666666
2025-12-04,2025-12-03,15,"ZFCVINDIA,WOCKPHARMA,EMMVEE,ASAHIINDIA,ECLERX,IDEA,PTCIL,BALKRISIND,BSOFT,LENSKART,BBTC,JSWDULUX,AIAENG,SPLPETRO,CHENNPETRO",154.74732267927726,53.0
2025-12-05,2025-12-04,15,"ZFCVINDIA,IDEA,NATCOPHARM,HINDCOPPER,BSOFT,HEXT,LTTS,EMMVEE,VIJAYA,JSWDULUX,PTCIL,WOCKPHARMA,ECLERX,SAPPHIRE,ANURAS",154.77181132148442,49.6
2025-12-08,2025-12-05,15,"HINDCOPPER,ZFCVINDIA,INDIACEM,IDEA,PTCIL,HSCL,HEXT,LTTS,NEULANDLAB,BSOFT,CAPLIPOINT,KAYNES,ECLERX,NATIONALUM,AIAENG",156.0827879486377,53.93333333333333
2025-12-09,2025-12-08,15,"PTCIL,PWL,LATENTVIEW,AJANTPHARM,WIPRO,HOMEFIRST,MRF,TECHM,HINDCOPPER,POLICYBZR,ZFCVINDIA,3MINDIA,HCLTECH,KAYNES,ITI",166.66063039236136,44.13333333333333
2025-12-10,2025-12-09,15,"PTCIL,PWL,JAINREC,TTML,ZFCVINDIA,ANURAS,NAVA,SPLPETRO,LATENTVIEW,CHOLAHLDNG,TMCV,HOMEFIRST,CRAFTSMAN,BBTC,IDEA",146.4717444122561,48.2
2025-12-11,2025-12-10,15,"SPLPETRO,ERIS,TTML,TMCV,LATENTVIEW,FLUOROCHEM,ZFCVINDIA,NAVA,ANURAS,KAYNES,PIRAMALFIN,LTTS,WELSPUNLIV,AAVAS,AIAENG",163.03392482281228,56.333333333333336
2025-12-12,2025-12-11,15,"SPLPETRO,DCMSHRIRAM,IDEA,PIRAMALFIN,ZFCVINDIA,TTML,FLUOROCHEM,GVT&D,NAVINFLUOR,LLOYDSME,PTCIL,HINDZINC,IPCALAB,BBTC,HOMEFIRST",153.14304444748777,51.46666666666667
2025-12-15,2025-12-12,15,"ZFCVINDIA,IDEA,SPLPETRO,HINDZINC,ANTHEM,HINDCOPPER,TARIL,OLAELEC,BBTC,ANANTRAJ,NAVINFLUOR,SWIGGY,ONESOURCE,3MINDIA,TTML",150.3388698617249,54.06666666666667
2025-12-16,2025-12-15,15,"IDEA,TARIL,KAYNES,HINDZINC,HINDCOPPER,GVT&D,USHAMART,SPLPETRO,ANTHEM,3MINDIA,ZFCVINDIA,GMDCLTD,LINDEINDIA,JSWCEMENT,GMRAIRPORT",144.6308510910209,48.333333333333336
2025-12-17,2025-12-16,15,"TARIL,ZFCVINDIA,FACT,KIRLOSENG,JAINREC,USHAMART,AIIL,VEDL,SPLPETRO,SARDAEN,IKS,ANANTRAJ,OLAELEC,GMDCLTD,HINDZINC",152.7775314680028,48.13333333333333
2025-12-18,2025-12-17,15,"KIRLOSENG,FACT,ZFCVINDIA,TARIL,AIIL,VEDL,INDIACEM,RPOWER,SWANCORP,KAYNES,ABSLAMC,AEGISVOPAK,ACMESOLAR,MEESHO,ABREL",151.9176641063785,47.2
2025-12-19,2025-12-18,15,"INDIACEM,KIRLOSENG,GABRIEL,HINDCOPPER,NAM-INDIA,ZFCVINDIA,TMCV,AIAENG,M&MFIN,RPOWER,HINDZINC,TARIL,OLAELEC,THELEELA,MEESHO",154.48135722964173,49.06666666666667
2025-12-22,2025-12-19,15,"GABRIEL,GROWW,ZFCVINDIA,TMCV,MEESHO,KIRLOSENG,SHRIRAMFIN,PIRAMALFIN,IDEA,LENSKART,ITI,RPOWER,WOCKPHARMA,DEEPAKNTR,AIIL",153.27678685824674,49.4
2025-12-23,2025-12-22,15,"LENSKART,IDEA,ZFCVINDIA,GROWW,HINDCOPPER,GABRIEL,JWL,AIIL,M&MFIN,SHRIRAMFIN,RPOWER,FORCEMOT,GVT&D,ATUL,MEESHO",162.64793706801802,57.733333333333334
2025-12-24,2025-12-23,15,"LENSKART,CANHLIFE,JWL,GROWW,IRCON,RAILTEL,ZFCVINDIA,JKTYRE,DEVYANI,RITES,BEML,HINDCOPPER,M&MFIN,IRFC,OLAELEC",156.25257457144698,49.4
2025-12-26,2025-12-24,15,"JWL,CANHLIFE,LENSKART,HINDCOPPER,JBMA,BELRISE,TITAGARH,IRCON,MANAPPURAM,SUNDARMFIN,M&MFIN,RVNL,NEULANDLAB,RAILTEL,GROWW",157.67188521697213,49.53333333333333
2025-12-29,2025-12-26,15,"JBMA,JWL,IRCON,PTCIL,RAILTEL,HINDCOPPER,GMDCLTD,BELRISE,CANHLIFE,MMTC,TIMKEN,RVNL,IRFC,TITAGARH,IFCI",171.08535741329408,53.2
2025-12-30,2025-12-29,15,"RVNL,IRFC,HINDCOPPER,NBCC,RAILTEL,GMDCLTD,PTCIL,HBLENGINE,IRCON,MMTC,BELRISE,GRAPHITE,CANHLIFE,ONESOURCE,TITAGARH",187.70285520922917,57.46666666666667
2025-12-31,2025-12-30,15,"MMTC,HONASA,RVNL,HINDCOPPER,TITAGARH,HBLENGINE,JWL,HEG,GMDCLTD,PTCIL,FORCEMOT,3MINDIA,ABSLAMC,NATIONALUM,SCI",166.91482053874384,51.4
2026-01-01,2025-12-31,15,"HINDCOPPER,HEG,MMTC,FORCEMOT,SAIL,NSLNISP,AIIL,MSUMI,HONASA,CRAFTSMAN,ATHERENERG,GRAPHITE,ZYDUSWELL,GMDCLTD,NATIONALUM",159.44879681615467,49.46666666666667
2026-01-02,2026-01-01,15,"CRAFTSMAN,AIIL,AJANTPHARM,HFCL,GRAPHITE,MMTC,HINDCOPPER,SAIL,FORCEMOT,VIJAYA,ZYDUSWELL,PTCIL,MAHABANK,TARIL,KARURVYSYA",148.9770291700282,48.13333333333333
2026-01-05,2026-01-02,15,"TARIL,OLAELEC,AJANTPHARM,CRAFTSMAN,DEVYANI,FORCEMOT,GRAPHITE,3MINDIA,HFCL,ZYDUSWELL,PTCIL,IDBI,SJVN,ATUL,BOSCHLTD",148.78314777303038,52.93333333333333
2026-01-06,2026-01-05,15,"IDBI,TARIL,OLAELEC,HINDCOPPER,SJVN,BOSCHLTD,MSUMI,CRAFTSMAN,PGEL,TENNIND,FORCEMOT,PIRAMALFIN,ANANTRAJ,IDEA,HONAUT",159.2384659728197,50.733333333333334
2026-01-07,2026-01-06,15,"SJVN,OLAELEC,NATIONALUM,BOSCHLTD,CRAFTSMAN,NAVA,PIRAMALFIN,IIFL,3MINDIA,GALLANTT,NETWEB,MSUMI,PGEL,EMMVEE,HONASA",151.88908574382867,49.4
2026-01-08,2026-01-07,15,"OLAELEC,HINDCOPPER,CRAFTSMAN,IEX,EMMVEE,CRISIL,NATIONALUM,SJVN,TATAELXSI,PIRAMALFIN,NETWEB,EMCURE,ATUL,BOSCHLTD,JKCEMENT",151.25004438754837,50.93333333333333
2026-01-09,2026-01-08,15,"INDIACEM,EMMVEE,SOLARINDS,GALLANTT,OLAELEC,NETWEB,NATIONALUM,PIRAMALFIN,NIVABUPA,TATAELXSI,CRISIL,IPCALAB,IEX,ATUL,JKCEMENT",167.18760201106477,44.666666666666664
2026-01-12,2026-01-09,15,"EMMVEE,GALLANTT,CRISIL,NATIONALUM,PIRAMALFIN,ENDURANCE,INDUSTOWER,IPCALAB,EMCURE,RAMCOCEM,PTCIL,LENSKART,ALKEM,LINDEINDIA,SOBHA",168.05724282032824,42.86666666666667
2026-01-13,2026-01-12,15,"IFCI,LINDEINDIA,PTCIL,EMMVEE,CRISIL,IPCALAB,EMCURE,CRAFTSMAN,ATUL,PIRAMALFIN,NATIONALUM,ZFCVINDIA,HONAUT,3MINDIA,GALLANTT",138.83825144390093,53.0
2026-01-14,2026-01-13,15,"AIIL,IFCI,EMMVEE,LINDEINDIA,CRISIL,PTCIL,LENSKART,OIL,NATIONALUM,CRAFTSMAN,ELECON,HINDCOPPER,IPCALAB,NEULANDLAB,IDEA",146.64839934014572,53.8
2026-01-16,2026-01-14,15,"MMTC,IFCI,AIIL,HINDCOPPER,NATIONALUM,MAHABANK,HINDZINC,GROWW,MCX,VEDL,3MINDIA,UNIONBANK,CHENNPETRO,OIL,LINDEINDIA",153.21701111388478,47.86666666666667
2026-01-19,2026-01-16,15,"MRPL,EMMVEE,IFCI,GROWW,JWL,MMTC,UNIONBANK,ANGELONE,CHENNPETRO,CRAFTSMAN,HINDCOPPER,INDIAMART,ICICIAMC,MCX,GALLANTT",163.34453137480028,51.53333333333333
2026-01-20,2026-01-19,15,"NETWEB,FORCEMOT,IFCI,ANGELONE,GROWW,TECHM,HINDCOPPER,BANKINDIA,FEDERALBNK,MMTC,ICICIAMC,INDIAMART,JINDALSAW,HFCL,ZENTEC",152.34785752641292,48.46666666666667
2026-01-21,2026-01-20,15,"JKCEMENT,HINDZINC,JINDALSAW,IFCI,FORCEMOT,MEESHO,DALBHARAT,PTCIL,NETWEB,MRF,DEEPAKNTR,TBOTEK,LINDEINDIA,CYIENT,PINELABS",167.8151032675606,48.333333333333336
2026-01-22,2026-01-21,15,"JINDALSAW,PTCIL,CREDITACC,MRPL,TIMKEN,FORCEMOT,HINDZINC,GILLETTE,MEESHO,HONAUT,ASAHIINDIA,HINDCOPPER,MAPMYINDIA,ANGELONE,BAYERCROP",143.58382333041106,50.733333333333334
2026-01-23,2026-01-22,15,"JINDALSAW,HINDZINC,IFCI,CREDITACC,INDIAMART,TIMKEN,MRPL,PINELABS,MEESHO,INDIANB,HONAUT,SIGNATURE,CANHLIFE,PTCIL,ASAHIINDIA",151.25073740377783,55.0
2026-01-27,2026-01-23,15,"BANDHANBNK,NATIONALUM,HOMEFIRST,GROWW,ASHOKLEY,MRPL,APLAPOLLO,ABBOTINDIA,AAVAS,HINDZINC,CREDITACC,CRAFTSMAN,GVT&D,ATUL,DRREDDY",166.70533362715258,41.46666666666667
2026-01-28,2026-01-27,15,"KARURVYSYA,KPRMILL,ASAHIINDIA,DCMSHRIRAM,CREDITACC,HINDZINC,HOMEFIRST,ONESOURCE,PWL,NATIONALUM,WAAREEENER,AEGISVOPAK,GROWW,BLUEDART,SONACOMS",137.2471419387202,44.666666666666664
2026-01-29,2026-01-28,15,"HOMEFIRST,HINDCOPPER,ATUL,MRPL,NATIONALUM,OIL,KARURVYSYA,ONGC,MCX,HINDZINC,ACUTAAS,ASAHIINDIA,TRAVELFOOD,KPRMILL,BEL",153.55439160982704,48.06666666666667
2026-01-30,2026-01-29,15,"HINDCOPPER,ACUTAAS,MRPL,GVT&D,ABB,APARINDS,NATIONALUM,TEJASNET,OIL,MCX,HOMEFIRST,3MINDIA,GRSE,SOLARINDS,DCMSHRIRAM",153.00765891613267,47.06666666666667
2026-02-01,2026-01-30,15,"HINDCOPPER,MCX,SYRMA,GRSE,GILLETTE,NATIONALUM,APARINDS,GVT&D,ZFCVINDIA,ACUTAAS,MRPL,SPLPETRO,HINDZINC,IDEA,POWERINDIA",156.88527596691242,51.06666666666667
2026-02-02,2026-02-01,15,"ZFCVINDIA,AEGISVOPAK,SPLPETRO,SYRMA,HINDCOPPER,DELHIVERY,MRPL,GVT&D,GILLETTE,GLAND,GRSE,HONAUT,ABB,VTL,DATAPATTNS",147.93209729330724,46.666666666666664
2026-02-03,2026-02-02,15,"SPLPETRO,GILLETTE,SYRMA,AEGISVOPAK,VTL,ZFCVINDIA,CRISIL,GLAND,NEULANDLAB,DELHIVERY,ANANTRAJ,LATENTVIEW,ABDL,MEDANTA,APARINDS",151.7151439429335,49.6
2026-02-04,2026-02-03,15,"SPLPETRO,VTL,AARTIIND,TRIDENT,LATENTVIEW,WAAREEENER,LTFOODS,MRPL,ELECON,APARINDS,ANANTRAJ,WELSPUNLIV,SYRMA,KPRMILL,IDEA",155.49416750261062,45.666666666666664
2026-02-05,2026-02-04,15,"WELSPUNLIV,APARINDS,SPLPETRO,WAAREEENER,VTL,ELECON,KPRMILL,AARTIIND,TRIDENT,LTFOODS,MRPL,ZFCVINDIA,BALKRISIND,TIINDIA,ELGIEQUIP",159.88725186068572,48.53333333333333
2026-02-06,2026-02-05,15,"APARINDS,SPLPETRO,SYRMA,BALKRISIND,GALLANTT,BLS,AARTIIND,ATHERENERG,ELECON,SAPPHIRE,PAGEIND,ADANIPOWER,DEVYANI,TRIDENT,ZFCVINDIA",148.49249965535748,48.733333333333334
2026-02-09,2026-02-06,15,"SAPPHIRE,POWERINDIA,MRF,DATAPATTNS,FORCEMOT,APARINDS,BLS,DEVYANI,AARTIIND,BALKRISIND,SYRMA,NYKAA,ZFCVINDIA,PWL,ENRIN",147.9949008481955,49.733333333333334
2026-02-10,2026-02-09,15,"CONCORDBIO,IFCI,ELECON,SPLPETRO,POWERINDIA,TARIL,ABREL,MRF,SCI,KALYANKJIL,FORCEMOT,APARINDS,ABFRL,POONAWALLA,TRAVELFOOD",154.42684218988634,51.0
2026-02-11,2026-02-10,15,"SCI,KALYANKJIL,FLUOROCHEM,SPLPETRO,FORCEMOT,TARIL,POWERINDIA,POONAWALLA,AMBER,APARINDS,ABREL,TIMKEN,PWL,ABFRL,IFCI",152.84113830444844,51.4
2026-02-12,2026-02-11,15,"PCBL,SPLPETRO,TARIL,FORCEMOT,IFCI,POONAWALLA,SCI,KAYNES,AMBER,LINDEINDIA,MRF,JKTYRE,KIRLOSENG,ZFCVINDIA,SIGNATURE",145.80412138805448,46.8
2026-02-13,2026-02-12,15,"FORCEMOT,KIRLOSENG,KIMS,SCI,SPLPETRO,MRF,TRAVELFOOD,PFIZER,LENSKART,AMBER,SJVN,PCBL,PWL,GLAXO,3MINDIA",144.4451896175773,50.733333333333334
2026-02-16,2026-02-13,15,"LTFOODS,ENGINERSIN,FORCEMOT,LENSKART,ZFCVINDIA,ZEEL,KIRLOSENG,LINDEINDIA,BHARATFORG,SIGNATURE,VTL,PCBL,ATUL,HONASA,3MINDIA",182.0268255564428,50.733333333333334
2026-02-17,2026-02-16,15,"ZFCVINDIA,ENGINERSIN,LINDEINDIA,FORCEMOT,LENSKART,PWL,SPLPETRO,ENRIN,PTCIL,SIGNATURE,LTFOODS,ZEEL,ATUL,NATCOPHARM,PFIZER",139.83785778708975,52.2
2026-02-18,2026-02-17,15,"ENGINERSIN,FORCEMOT,SIGNATURE,ZFCVINDIA,ONESOURCE,PCBL,KIRLOSENG,GODIGIT,NEULANDLAB,NEWGEN,RHIM,SPLPETRO,EMMVEE,BLUEDART,DCMSHRIRAM",140.12006429272262,51.333333333333336
2026-02-19,2026-02-18,15,"ONESOURCE,FORCEMOT,TARIL,ENGINERSIN,APARINDS,SPLPETRO,ZFCVINDIA,GODFRYPHLP,NETWEB,RHIM,POWERINDIA,ACUTAAS,ELGIEQUIP,NEULANDLAB,KIRLOSENG",145.9690459609993,48.666666666666664
2026-02-20,2026-02-19,15,"TARIL,NEWGEN,GODFRYPHLP,SPLPETRO,VTL,TATAINVEST,NETWEB,ENGINERSIN,DATAPATTNS,APARINDS,EMMVEE,ONESOURCE,ZFCVINDIA,RBLBANK,ELGIEQUIP",191.62974811041843,50.93333333333333
2026-02-23,2026-02-20,15,"NEWGEN,SPLPETRO,TARIL,NETWEB,GODFRYPHLP,DATAPATTNS,APARINDS,TATAINVEST,VTL,3MINDIA,NEULANDLAB,ONESOURCE,FORCEMOT,GODREJIND,TIINDIA",164.65695926201127,55.13333333333333
2026-02-24,2026-02-23,15,"APARINDS,SPLPETRO,TARIL,TATAINVEST,NETWEB,NEWGEN,GODFRYPHLP,DATAPATTNS,AEGISVOPAK,BLUEJET,ELGIEQUIP,GODREJIND,VTL,KPRMILL,INDIANB",152.9713095620572,50.333333333333336
2026-02-25,2026-02-24,15,"POWERINDIA,APARINDS,SUNDARMFIN,VTL,DATAPATTNS,BANDHANBNK,BLUEJET,NATCOPHARM,SCHAEFFLER,ENDURANCE,CARTRADE,MAHABANK,TEGA,SIEMENS,FLUOROCHEM",140.63498170703056,42.266666666666666
2026-02-26,2026-02-25,15,"SCHAEFFLER,NATCOPHARM,APARINDS,ONESOURCE,CONCORDBIO,MAHABANK,BLUEJET,AEGISVOPAK,POWERINDIA,J&KBANK,VEDL,GODREJIND,TEGA,ENDURANCE,SUNDARMFIN",138.0988365367603,44.53333333333333
2026-02-27,2026-02-26,15,"CONCORDBIO,DATAPATTNS,LLOYDSME,TEJASNET,TIMKEN,J&KBANK,MAHABANK,TIINDIA,NATCOPHARM,POWERINDIA,BANDHANBNK,SCHAEFFLER,FINCABLES,MANKIND,SUNDARMFIN",139.33061381586595,41.266666666666666
2026-03-02,2026-02-27,15,"SPLPETRO,TEJASNET,SCHAEFFLER,APARINDS,TIMKEN,FINCABLES,GALLANTT,DCMSHRIRAM,J&KBANK,NETWEB,CPPLUS,REDINGTON,LENSKART,3MINDIA,CONCORDBIO",156.02905682114357,51.0
2026-03-04,2026-03-02,15,"TEJASNET,SPLPETRO,TIINDIA,OIL,CPPLUS,REDINGTON,FINCABLES,ONGC,SUNTV,KEI,PTCIL,ABBOTINDIA,TIMKEN,POLYMED,ANANDRATHI",184.62193296131315,53.333333333333336
2026-03-05,2026-03-04,15,"TEJASNET,ABBOTINDIA,CHENNPETRO,POLYMED,SAILIFE,CPPLUS,CONCORDBIO,SOLARINDS,ZENTEC,NATIONALUM,OIL,FINCABLES,BALRAMCHIN,RAINBOW,JAINREC",184.52387764896926,44.4
2026-03-06,2026-03-05,15,"TEJASNET,ABBOTINDIA,POLYMED,ONESOURCE,CHENNPETRO,BALRAMCHIN,SAILIFE,NATIONALUM,SPLPETRO,ZENTEC,DATAPATTNS,SOLARINDS,JAINREC,3MINDIA,FSL",161.34760101491915,52.333333333333336
2026-03-09,2026-03-06,15,"TEJASNET,CHENNPETRO,DATAPATTNS,ONESOURCE,SAILIFE,SPLPETRO,MRPL,SOLARINDS,NATIONALUM,LTFOODS,MAZDOCK,UBL,FINCABLES,BELRISE,JWL",153.40172798805122,45.733333333333334
2026-03-10,2026-03-09,15,"JWL,SPLPETRO,ONESOURCE,DATAPATTNS,TBOTEK,EMCURE,JAINREC,AADHARHFC,BALRAMCHIN,INDIAMART,CHENNPETRO,MAZDOCK,TEJASNET,MCX,ZENTEC",175.32881029339714,48.8
2026-03-11,2026-03-10,15,"TBOTEK,JWL,UBL,MAZDOCK,ABSLAMC,REDINGTON,EMCURE,SPLPETRO,ONESOURCE,DATAPATTNS,SOLARINDS,DIXON,BALRAMCHIN,AADHARHFC,FINCABLES",145.15875916289318,49.0
2026-03-12,2026-03-11,15,"FACT,JINDALSAW,J&KBANK,AIIL,TEJASNET,JWL,ATGL,ABSLAMC,REDINGTON,EMMVEE,DIXON,SPLPETRO,ASAHIINDIA,FINCABLES,PREMIERENE",147.74653120963305,46.93333333333333
2026-03-13,2026-03-12,15,"ATGL,JINDALSAW,FACT,NTPCGREEN,LINDEINDIA,ABSLAMC,TEJASNET,HFCL,SAREGAMA,CEATLTD,TIMKEN,J&KBANK,SPLPETRO,GESHIP,NATIONALUM",150.25101040168076,46.86666666666667
2026-03-16,2026-03-13,15,"NTPCGREEN,FACT,LTTS,ZYDUSWELL,ACMESOLAR,ATUL,IFCI,ECLERX,FIRSTCRY,ATGL,ONESOURCE,LINDEINDIA,AIIL,ABBOTINDIA,IPCALAB",179.98029933950974,47.266666666666666
2026-03-17,2026-03-16,15,"NTPCGREEN,ACMESOLAR,LTTS,ATGL,AIIL,FACT,LINDEINDIA,IFCI,SAREGAMA,MRPL,GALLANTT,IDBI,ADANIPOWER,ZYDUSWELL,DCMSHRIRAM",165.55823207980959,54.93333333333333
