best_lane,winners,avg_prev_day_ret,avg_wtd_ret,avg_mtd_ret,avg_ret5,avg_ret20
continuation,133,-0.03207807229696304,4.328481819664311,5.270839016093662,5.63787673252226,4.70791741403309
pullback_reversal,72,-2.601171587515759,-3.1977689082304495,-10.45937955103614,-5.631993883573667,-11.37128853150931
dryup_compression,14,-0.5622496621833745,-0.8992117631107364,-3.51863014226268,-2.682586640168581,-6.464448259011059
recovery,12,-0.048195066707618084,-1.0397033674587672,-14.307110041873898,-5.025849838846999,-18.014696754235704
fresh_breakout,4,1.226138928193904,11.915550555147997,22.833014229827967,13.55832188573644,24.77362774125915
