symbol,date,month,signal_date,tier,rank,score,avg_lift,sret,twoday,rng,entry_context,regime,sector,p1,p2,avg,lastClose,vol,range_pct,L_mfe,L_mae,L_eod_g,L_eod_n,S_mfe,S_mae,S_eod_g,S_eod_n,SS_L_eod_g,SS_S_eod_g
ABCAPITAL,2026-07-03,2026-07,2026-07-02,ENTERPRISE-Dryup,215.0,36.397,9.0993,0.319325584365826,0.0,2.030910716566623,normal,risk_on,Financial Services,396.4,395.15,395.77401301244396,401.75,0.08106485866978093,2.8172643057414177,2.3311250067512534,-0.48613929899016417,1.5099493122526322,1.4648319255007833,0.48613929899016417,-2.3311250067512534,-1.5099493122526322,-1.5547345101557855,1.3496468213925386,-1.3496468213925386
ABCAPITAL,2026-07-06,2026-07,2026-07-03,STANDARD,120.0,148.479,10.6056,2.304558186911132,2.6312428151743505,2.839317545199892,normal,risk_on,Financial Services,402.3,404.95,403.62065035614745,410.7,0.07952714122172909,2.3041437527524575,1.753961210261628,-0.33958875863710486,1.753961210261628,1.7087739809602596,0.33958875863710486,-1.753961210261628,-1.753961210261628,-1.7987625680967387,2.087994034302753,-2.087994034302753
ABCAPITAL,2026-07-07,2026-07,2026-07-06,STANDARD,134.0,104.364,9.4876,2.227753578095837,4.583651642475162,2.314872433105168,breakout,risk_on,Financial Services,409.75,410.2,409.9748765168608,405.0,0.06883524088886916,1.4757001822649833,0.10369500852126454,-1.3110258273691322,-1.2134588731697993,-1.2577967496903675,1.3110258273691322,-0.10369500852126454,1.2134588731697993,1.1688540356971338,-1.1592434411226358,1.1592434411226358
ABCAPITAL,2026-07-08,2026-07,2026-07-07,GOLD,346.0,5.401,5.401,-1.3878743608473298,0.8089607965152457,1.4730947163379484,extended_move,risk_on,Financial Services,401.4,398.75,400.0706117602949,387.6,0.10814011411347135,4.87413957106241,0.8571957396760297,-4.016943831386381,-3.1171026798056225,-3.1608956839739926,4.016943831386381,-0.8571957396760297,3.1171026798056225,3.0726239130476953,-3.4379671150971487,3.4379671150971487
ABCAPITAL,2026-07-09,2026-07,2026-07-08,GOLD-baseline,203.0,14.072,7.0358,-4.296296296296287,-5.624543462381293,4.814814814814815,normal,risk_off,Financial Services,386.8,391.3,389.03698753373607,397.0,0.09016037554672891,3.7657087807697547,3.1649978950128,0.5045824765167622,2.046852284340549,2.0015812219986118,-0.5045824765167622,-3.1649978950128,-2.046852284340549,-2.091673039179932,2.637021716649428,-2.637021716649428
ABCAPITAL,2026-07-10,2026-07,2026-07-09,STANDARD,134.0,63.264,9.0376,2.42518059855521,-1.975308641975304,3.779669762641907,extended_move,neutral,Financial Services,400.0,402.8,401.3951170901844,408.2,0.06809678564508621,2.242179741807348,1.8946127110228324,0.22543445878847584,1.6953078450843988,1.6501374039011316,-0.22543445878847584,-1.8946127110228324,-1.6953078450843988,-1.7401053185417474,2.049999999999997,-2.049999999999997
ADANIENSOL,2026-07-01,2026-07,2026-06-30,GOLD-baseline,140.0,271.567,9.3644,0.6675657451112649,-0.8830168636303259,1.901550910316928,normal,risk_on,Power,1491.4,1483.4,1487.3892429743178,1516.0,0.12554065138069395,4.484367512744727,3.315255724659944,-1.1691117880847832,1.9235554620839923,1.878319690498302,1.1691117880847832,-3.315255724659944,-1.9235554620839923,-1.9683680514680242,1.649456886147238,-1.649456886147238
ADANIENSOL,2026-07-02,2026-07,2026-07-01,GOLD-baseline,135.0,326.857,9.3388,1.5473240002679356,2.2252191503708607,4.46781432111997,normal,risk_on,Power,1524.9,1528.5,1526.6978777755944,1556.8,0.13061725800583504,4.873262816635403,2.855975819389625,-2.0172869972457788,1.9717144212098123,1.926464865277887,2.0172869972457788,-2.855975819389625,-1.9717144212098123,-2.0165301999690715,2.0919404551118017,-2.0919404551118017
ADANIENSOL,2026-07-03,2026-07,2026-07-02,STANDARD,144.0,476.046,10.1286,2.691292875989437,4.280259896845062,4.907651715039569,normal,risk_on,Power,1562.0,1552.5,1557.2355113180283,1574.1,0.12952716716080223,4.174063558631839,1.3976362935334314,-2.776427265098407,1.0829761175750254,1.0379809416527963,2.776427265098407,-1.3976362935334314,-1.0829761175750254,-1.127733038751388,0.7746478873239379,-0.7746478873239379
ADANIENSOL,2026-07-06,2026-07,2026-07-03,GOLD-baseline,132.0,515.738,10.3148,1.1112538540596129,3.832453825857507,4.175231243576567,normal,risk_on,Power,1580.0,1595.5,1587.7121713116044,1627.6,0.13403907425808426,5.019801538345588,3.967207018156295,-1.0525945201892923,2.5122833602418195,2.466879079424751,1.0525945201892923,-3.967207018156295,-2.5122833602418195,-2.557134938719635,3.0126582278480956,-3.0126582278480956
ADANIENSOL,2026-07-07,2026-07,2026-07-06,STANDARD,78.0,249.944,10.4144,3.398767549710957,4.547790339157243,5.063210723588085,normal,risk_on,Power,1637.7,1651.8,1644.719781121751,1649.2,0.10131876507144036,2.9123502100358256,1.1661694045637039,-1.7461808054721215,0.2724001334253597,0.22763696542476988,1.7461808054721215,-1.1661694045637039,-0.2724001334253597,-0.3171033733965959,0.7022043109238566,-0.7022043109238566
ADANIENSOL,2026-07-08,2026-07,2026-07-07,GOLD-baseline,52.0,359.099,10.26,1.3271073973949443,4.770980242678369,2.942983534037853,normal,risk_on,Power,1639.7,1641.5,1640.599506278191,1664.5,0.1530984167607352,4.845789584586127,4.352097720898731,-0.14016256066099017,1.4568146357686544,1.411712457542717,0.14016256066099017,-4.352097720898731,-1.4568146357686544,-1.5015963147747229,1.5124717936207817,-1.5124717936207817
ADANIENSOL,2026-07-09,2026-07,2026-07-08,GOLD-baseline,26.0,386.499,9.9102,0.9277225321367988,2.2671418038830327,4.82051903953432,normal,risk_off,Power,1660.5,1681.4,1670.8846464586018,1625.8,0.12388079692320642,4.482655350191216,0.8447832452895759,-3.6378721049016396,-2.6982500889069505,-2.742162979577003,3.6378721049016396,-0.8447832452895759,2.6982500889069505,2.6537435832173384,-2.089732008431198,2.089732008431198
ADANIENSOL,2026-07-10,2026-07,2026-07-09,GOLD-baseline,148.0,186.841,8.8972,-2.325022529288079,-1.4188697550327478,4.499849804746176,normal,neutral,Power,1635.0,1633.4,1634.1996083710685,1649.8,0.09983380774733802,3.830621405080259,3.035148911727616,-0.7954724933526428,0.9546197140801882,0.9096612770979059,0.7954724933526428,-3.035148911727616,-0.9546197140801882,-0.9993681347253729,0.905198776758407,-0.905198776758407
ADANIENT,2026-07-01,2026-07,2026-06-30,STANDARD,151.0,145.324,9.0827,2.461279461279453,0.0920961747195914,2.882154882154879,normal,risk_on,Metals & Mining,3041.0,3021.8,3031.36959820545,3143.0,0.08915934620600835,4.519409315218542,3.906828183031857,-0.6125811321866844,3.6825071367290336,3.636767907441316,0.6125811321866844,-3.906828183031857,-3.6825071367290336,-3.7274362144466706,3.35415981585005,-3.35415981585005
ADANIENT,2026-07-02,2026-07,2026-07-01,STANDARD,48.0,313.851,10.8224,3.2828365811179427,5.824915824915822,4.501988104235812,normal,risk_on,Metals & Mining,3155.9,3192.0,3173.847351092487,3165.0,0.11772238314326207,2.6025196193373237,1.7566266660027658,-0.8458929533345575,-0.2787579273288448,-0.3233633395623372,0.8458929533345575,-1.7566266660027658,0.2787579273288448,0.23409118835134007,0.2883488069964165,-0.2883488069964165
ADANIENT,2026-07-03,2026-07,2026-07-02,GOLD-baseline,44.0,541.295,12.3022,0.6999681832643878,4.005783575958732,2.628062360801779,normal,risk_on,Metals & Mining,3192.0,3142.0,3166.8026523523836,3209.9,0.10670115915643909,3.741944573400401,1.8061544695602911,-1.9357901038401102,1.3609104317126512,1.3158357037634238,1.9357901038401102,-1.8061544695602911,-1.3609104317126512,-1.4056857593669019,0.5607769423558926,-0.5607769423558926
ADANIENT,2026-07-06,2026-07,2026-07-03,GOLD-baseline,67.0,606.245,12.1249,1.4186413902053774,2.128539611835833,3.744075829383886,normal,risk_on,Metals & Mining,3230.0,3233.4,3231.699105733824,3205.5,0.08195904496347121,1.7730611088865291,0.4115758872036334,-1.3614852216828957,-0.8106913693586296,-0.8551445284107436,1.3614852216828957,-0.4115758872036334,0.8106913693586296,0.7660598582052568,-0.7585139318885449,0.7585139318885449
ADANIENT,2026-07-07,2026-07,2026-07-06,GOLD-baseline,199.0,24.919,8.3064,-0.1370759213682681,1.2796208530805764,1.7851023396367545,normal,risk_on,Metals & Mining,3209.9,3214.7,3212.2982068922574,3109.9,0.0995031072339999,3.6951737464883845,0.07788172039491643,-3.604839882044655,-3.187693056409064,-3.2314658557763,3.604839882044655,-0.07788172039491643,3.187693056409064,3.1432189645694177,-3.1153618492787936,3.1153618492787936
ADANIENT,2026-07-08,2026-07,2026-07-07,GOLD-baseline,103.0,26.596,8.8652,-2.982374044610825,-3.115361849278797,3.703010450787703,normal,risk_on,Metals & Mining,3105.0,3107.1,3106.0496450475684,3056.0,0.1061058548894629,3.828013508720952,1.3151868006219851,-2.5128267080989666,-1.61136011226897,-1.6555840991094757,2.5128267080989666,-1.3151868006219851,1.61136011226897,1.566781626203765,-1.578099838969404,1.578099838969404
ADANIENT,2026-07-09,2026-07,2026-07-08,GOLD-baseline,76.0,51.201,8.5335,-1.73317470015113,-4.663858992356884,3.823274060259175,normal,risk_off,Metals & Mining,3060.0,3091.3,3075.5703672394457,3077.8,0.10580412540565634,2.5426178127145294,0.9568837401359682,-1.5857340725785614,0.07249493571352701,0.027788985778057475,1.5857340725785614,-0.9568837401359682,-0.07249493571352701,-0.11718493676313957,0.5816993464052347,-0.5816993464052347
ADANIENT,2026-07-10,2026-07,2026-07-09,GOLD-baseline,225.0,63.576,7.947,0.7133507853403165,-1.0321875301456562,2.558900523560204,normal,neutral,Metals & Mining,3105.0,3115.2,3110.0916369248575,3157.8,0.07765536820522119,2.668731654545951,2.3442512821658057,-0.3244803723801455,1.5339857677735467,1.4888615011631798,0.3244803723801455,-2.3442512821658057,-1.5339857677735467,-1.5787725575150033,1.7004830917874456,-1.7004830917874456
ADANIGREEN,2026-07-01,2026-07,2026-06-30,GOLD-baseline,266.0,83.136,7.5578,-0.4002668445630464,-2.1561045940101,1.6344229486324215,normal,risk_on,Power,1492.2,1496.7,1494.4466124661246,1529.9,0.12011528122149176,4.25575590787065,3.44966404981188,-0.8060918580587708,2.372342192630792,2.326977966614364,0.8060918580587708,-3.44966404981188,-2.372342192630792,-2.417184503364841,2.5264709824420346,-2.5264709824420346
ADANIGREEN,2026-07-02,2026-07,2026-07-01,STANDARD,101.0,248.387,9.9355,2.471533824514416,2.061374249499681,4.259879437374408,normal,risk_on,Power,1535.1,1548.5,1541.7708846802439,1552.0,0.11842417842770254,3.476521740849731,1.4158469028479101,-2.0606748380018205,0.6634653320670029,0.6185902310388667,2.0606748380018205,-1.4158469028479101,-0.6634653320670029,-0.7081944707220843,1.100905478470464,-1.100905478470464
ADANIGREEN,2026-07-03,2026-07,2026-07-02,ENTERPRISE-Dryup,88.0,410.323,11.0898,1.4445388587489338,3.951774949765574,3.503496960585653,normal,risk_on,Power,1559.9,1553.9,1556.8942192819063,1560.0,0.11763930622637891,3.089484141201661,0.5077917703195056,-2.4660775797353183,0.1994856605946021,0.15474336261191274,2.4660775797353183,-0.5077917703195056,-0.1994856605946021,-0.24418407173196063,0.006410667350465354,-0.006410667350465354
ADANIGREEN,2026-07-06,2026-07,2026-07-03,ENTERPRISE-Dryup,95.0,442.583,11.3483,0.5154639175257714,1.9674488528661935,3.0992268041237057,normal,risk_on,Power,1564.9,1577.9,1571.373113147512,1550.9,0.10787812516207741,2.8573735686531947,1.1281144308865267,-1.729259137766668,-1.302880453802824,-1.3471927355420539,1.729259137766668,-1.1281144308865267,1.302880453802824,1.2582815383637576,-0.8946258546872005,0.8946258546872005
ADANIGREEN,2026-07-07,2026-07,2026-07-06,ENTERPRISE-Dryup,229.0,31.881,7.9703,-0.5833333333333246,-0.0708762886597824,2.8782051282051198,normal,risk_on,Power,1552.0,1559.2,1555.5916688094624,1519.0,0.0958581650229425,3.2334963608088714,0.4119545841642436,-2.8215417766446276,-2.3522669568850922,-2.3962788769230907,2.8215417766446276,-0.4119545841642436,2.3522669568850922,2.307737538116579,-2.1262886597938144,2.1262886597938144
ADANIGREEN,2026-07-08,2026-07,2026-07-07,ENTERPRISE-Dryup,155.0,49.487,8.2478,-2.056870204397454,-2.62820512820513,3.243278096589074,normal,risk_on,Power,1518.9,1510.3,1514.587792156345,1510.5,0.1261839697946509,4.232174610937531,2.846464765325722,-1.385709845611809,-0.2698946985783533,-0.314502647698358,1.385709845611809,-2.846464765325722,0.2698946985783533,0.22522737262466136,-0.5530317993284674,0.5530317993284674
ADANIGREEN,2026-07-09,2026-07,2026-07-08,ENTERPRISE-Dryup,143.0,68.856,7.6506,-0.5595786701777516,-2.6049390676381567,4.2198815009875,normal,risk_off,Power,1514.3,1527.0,1520.6234833788183,1491.9,0.11143844099274595,3.702428682404774,1.1098419040380856,-2.5925867783666883,-1.8889280412133798,-1.9330725808958553,2.5925867783666883,-1.1098419040380856,1.8889280412133798,1.8443679373618371,-1.4792313280063305,1.4792313280063305
ADANIGREEN,2026-07-10,2026-07,2026-07-09,ENTERPRISE-Dryup,264.0,74.354,7.4354,-1.231380337636534,-1.7840684660961117,3.7272426348891066,normal,neutral,Power,1505.0,1507.9,1506.448604334694,1534.8,0.09679621802306554,3.392083862201701,2.6785776527123346,-0.7135062094893664,1.8820021860504859,1.8367783080927813,0.7135062094893664,-2.6785776527123346,-1.8820021860504859,-1.9268120235272592,1.9800664451827215,-1.9800664451827215
ADANIPORTS,2026-07-01,2026-07,2026-06-30,ENTERPRISE-Dryup,177.0,43.124,8.6248,1.5541715760534205,0.8356545961002881,1.8908152387364665,normal,risk_on,Services,1829.5,1821.6,1825.541453260661,1848.2,0.09553441743450414,3.6317992057413595,3.076267955407552,-0.5555312503338075,1.2411959585397445,1.1961554959853156,0.5555312503338075,-3.076267955407552,-1.2411959585397445,-1.2859633579832948,1.0221371959551815,-1.0221371959551815
ADANIPORTS,2026-07-02,2026-07,2026-07-01,STANDARD,238.0,39.937,7.9874,2.1104972375690645,3.697469561802169,3.662983425414362,normal,risk_on,Services,1858.5,1871.8,1865.1262901107152,1882.9,0.06388396916448832,2.278666073463431,1.2263893340931344,-1.0522767393702968,0.9529494052775275,0.9079914463810526,1.0522767393702968,-1.2263893340931344,-0.9529494052775275,-0.9976977153048414,1.312886736615555,-1.312886736615555
ADANIPORTS,2026-07-03,2026-07,2026-07-02,GOLD-baseline,196.0,131.209,9.3721,1.8775024348014255,4.027624309392275,2.29953468239368,normal,risk_on,Services,1885.0,1885.2,1885.0999946952415,1870.9,0.06917456557223046,1.3845419380110613,0.07957165715237625,-1.0662561536153976,-0.7532754090075273,-0.7977450020003087,1.0662561536153976,-0.07957165715237625,0.7532754090075273,0.7086400954247642,-0.7480106100795708,0.7480106100795708
ADANIPORTS,2026-07-06,2026-07,2026-07-03,GOLD,162.0,96.786,9.6786,-0.637314780391951,1.2282220538902822,1.386159647352483,normal,risk_on,Services,1872.8,1878.8,1875.7952020471264,1860.8,0.052238754615562606,1.2901195169701718,0.410748355922068,-0.8793711610481039,-0.7994050752854901,-0.8438614647684114,0.8793711610481039,-0.410748355922068,0.7994050752854901,0.7547728166860059,-0.6407518154634771,0.6407518154634771
ADANIPORTS,2026-07-07,2026-07,2026-07-06,ENTERPRISE-Dryup,374.0,0.0,0.0,-0.5398471323961762,-1.1737213872218488,1.293495109305684,normal,risk_on,Services,1872.0,1874.0,1872.9994660971702,1832.8,0.07145876360526346,2.7656174461137084,0.40045574163771314,-2.3651617044759954,-2.1462614819071546,-2.190332366068234,2.3651617044759954,-0.40045574163771314,2.1462614819071546,2.101718420220055,-2.0940170940170963,2.0940170940170963
ADANIPORTS,2026-07-08,2026-07,2026-07-07,ENTERPRISE-Dryup,389.0,0.0,0.0,-1.5047291487532255,-2.036453043989528,2.783748925193463,normal,risk_on,Services,1824.9,1824.4,1824.6499657468555,1800.9,0.08635907976576816,3.6828981591816774,1.411231454609691,-2.2716667045719863,-1.3016176358589533,-1.345930279049512,2.2716667045719863,-1.411231454609691,1.3016176358589533,1.2570186367885057,-1.3151405556468847,1.3151405556468847
ADANIPORTS,2026-07-09,2026-07,2026-07-08,ENTERPRISE-Dryup,221.0,6.994,6.9941,-1.7405063291139111,-3.2190455717970745,3.666521169794852,normal,risk_off,Services,1795.3,1800.1,1797.6967959058798,1802.0,0.0653185830272061,1.4296070426631386,1.2962811163257093,-0.08882453979538862,0.23937318595218465,0.1946194711226623,0.08882453979538862,-1.2962811163257093,-0.23937318595218465,-0.2840742386807975,0.3731966802205785,-0.3731966802205785
ADANIPORTS,2026-07-10,2026-07,2026-07-09,ENTERPRISE-Dryup,309.0,6.994,6.9941,0.0610805708257,-1.680488869489305,1.4270642456549527,normal,neutral,Services,1800.1,1815.3,1807.6680477955413,1829.9,0.06178583236144154,2.9208902632532565,2.502226681476136,0.20091920133720712,1.22986918043779,1.1848319599017498,-0.20091920133720712,-2.502226681476136,-1.22986918043779,-1.2746358297541336,1.6554635853563795,-1.6554635853563795
ADANIPOWER,2026-07-01,2026-07,2026-06-30,GOLD,345.0,30.598,6.1196,-0.598271659649896,-2.0524017467248856,2.938178595169508,normal,risk_on,Power,223.77,224.42,224.0945286597202,226.2,0.10827558544015496,2.9407232918241797,2.5460109956291594,-0.3947122961950202,0.9395460714156377,0.8945919489018007,0.3947122961950202,-2.5460109956291594,-0.9395460714156377,-0.9842934937937633,1.0859364526075785,-1.0859364526075785
ADANIPOWER,2026-07-02,2026-07,2026-07-01,GOLD-baseline,309.0,64.481,7.1646,0.8470798038341387,0.2437403057832909,2.938029424877398,normal,risk_on,Power,226.87,226.71,226.78997178006082,224.49,0.08316314519912957,2.1826361902811384,0.7319672060054961,-1.4506689842756424,-1.0141417462194098,-1.0585366724839564,1.4506689842756424,-0.7319672060054961,1.0141417462194098,0.9695237087706949,-1.0490589324282609,1.0490589324282609
ADANIPOWER,2026-07-03,2026-07,2026-07-02,GOLD,386.0,19.988,6.6626,-0.7559681697612675,0.0847079803834249,2.188328912466839,normal,risk_on,Power,225.75,224.53,225.13834725059965,221.87,0.08193028652085131,3.0070399301920565,0.07180151732233613,-2.4821836523385756,-1.4517061577971324,-1.4959758417504108,2.4821836523385756,-0.07180151732233613,1.4517061577971324,1.4071170984891386,-1.7187153931339956,1.7187153931339956
ADANIPOWER,2026-07-06,2026-07,2026-07-03,ENTERPRISE-Dryup,376.0,27.048,6.762,-1.1670898481001446,-1.9142351900972576,3.015724531159509,normal,risk_on,Power,222.8,223.23,223.0147927269466,220.1,0.13959087288259933,3.5961740034973757,1.3923772656889755,-2.2037967378084002,-1.3069952406768865,-1.3513063446571285,2.2037967378084002,-1.3923772656889755,1.3069952406768865,1.2623965977436957,-1.211849192100546,1.211849192100546
ADANIPOWER,2026-07-07,2026-07,2026-07-06,GOLD-baseline,294.0,19.971,6.6568,-0.7977644566638187,-1.9555436767784815,3.614729346013436,normal,risk_on,Power,220.48,221.05,220.7646320748307,218.37,0.10121563299252487,2.49134109404613,0.46899175626028766,-2.022349337785842,-1.0846991442084837,-1.1290738751112335,2.022349337785842,-0.46899175626028766,1.0846991442084837,1.040085779494008,-0.9570029027576131,0.9570029027576131
ADANIPOWER,2026-07-08,2026-07,2026-07-07,GOLD,273.0,19.971,6.6568,-0.7860063607451062,-1.5775003380357866,2.498864152657883,normal,risk_on,Power,217.9,217.35,217.62465249856405,217.7,0.11496988535089979,4.089610206297161,2.722737260419089,-1.3668729458780724,0.034622686617013454,-0.010072423296086187,1.3668729458780724,-2.722737260419089,-0.034622686617013454,-0.07931017953905735,-0.09178522257917257,0.09178522257917257
