entry_date,signal_date,n_positions,symbols,avg_score,avg_pattern_score,exit_time,exit_reason,n_positions_filled,gross_ret5x_pct,net_ret5x_pct,charges_rs
2024-12-02,2024-11-29,15,"RPOWER,BDL,ADANIPOWER,ATGL,ADANIENT,SONATSOFTW,ADANIENSOL,GRSE,PCBL,COCHINSHIP,JPPOWER,HUDCO,IDEA,JWL,NEWGEN",6.2103546099290785,39404.06494052124,09:18,HARD_STOP,15,-3.3534540000000037,-3.670008726278392,1582.7736313919402
2024-12-03,2024-12-02,15,"RPOWER,ANGELONE,HSCL,IRB,PCBL,GRSE,GPIL,BDL,MMTC,FLUOROCHEM,CASTROLIND,OLAELEC,MAZDOCK,EIHOTEL,NEWGEN",5.961283687943262,33504.44735189874,15:29,EOD,15,7.4563099999998705,7.136997046722474,1596.5647663869802
2024-12-04,2024-12-03,15,"UCOBANK,KPITTECH,INOXWIND,IOB,J&KBANK,GRSE,IREDA,MMTC,BDL,GPIL,CASTROLIND,OLAELEC,TATAELXSI,MAZDOCK,INTELLECT",5.987716312056738,32761.773805980636,15:29,EOD,15,12.58603400000008,12.265241001755985,1603.96499122046
2024-12-05,2024-12-04,15,"FINCABLES,INOXWIND,KPITTECH,PCBL,RBLBANK,ACE,ANGELONE,IREDA,OLAELEC,J&KBANK,IOB,CASTROLIND,GPIL,MAZDOCK,NEWGEN",6.036925531914893,35432.899154290666,15:29,EOD,15,8.918167999999877,8.598005822170068,1600.81088914904
2024-12-06,2024-12-05,15,"FINCABLES,MAPMYINDIA,IOB,J&KBANK,CASTROLIND,TATAELXSI,ITI,MAZDOCK,INOXWIND,IGL,RBLBANK,RPOWER,UCOBANK,GRSE,NEWGEN",5.8806666666666665,34502.51561301055,15:29,EOD,15,7.536424000000022,7.217178203448967,1596.22898275528
2024-12-09,2024-12-06,15,"FINCABLES,UCOBANK,RPOWER,MAPMYINDIA,J&KBANK,LODHA,OLAELEC,IOB,PCBL,CASTROLIND,HSCL,MAZDOCK,ITI,TORNTPOWER,IGL",6.067510638297873,31062.94226183947,15:29,EOD,15,6.772508000000007,6.453005570318543,1597.5121484073197
2024-12-10,2024-12-09,15,"RPOWER,CHALET,DELHIVERY,MANAPPURAM,JWL,TBOTEK,TITAGARH,POWERINDIA,MAPMYINDIA,PGEL,JUBLINGREA,SWANCORP,AIIL,GODFRYPHLP,ADANIGREEN",5.91572695035461,29415.08945154644,09:19,HARD_STOP,15,-2.982368000000063,-3.2986139750335512,1581.2298751674398
2024-12-11,2024-12-10,15,"CHALET,RPOWER,TITAGARH,BLS,CLEAN,TRITURBINE,JBMA,JWL,TBOTEK,POWERINDIA,MAPMYINDIA,ZENTEC,PGEL,SWANCORP,JUBLINGREA",5.999159574468084,29033.64519552187,15:29,EOD,15,12.055068000000063,11.734504251016576,1602.8187449174397
2024-12-12,2024-12-11,15,"CHALET,JWL,TITAGARH,BLS,GODFRYPHLP,JBMA,RPOWER,MAPMYINDIA,TBOTEK,POWERINDIA,SWANCORP,PGEL,ADANIGREEN,GABRIEL,TTML",5.955485815602835,25475.696675266674,15:29,EOD,15,6.8988,6.579717585380256,1595.4120730987202
2024-12-13,2024-12-12,15,"POWERINDIA,JWL,JUBLINGREA,JBMA,TBOTEK,PGEL,TITAGARH,CLEAN,GABRIEL,CRISIL,TARIL,MANAPPURAM,NAM-INDIA,TTML,GODFRYPHLP",5.840652482269505,22405.160212360774,10:31,HARD_STOP,15,-3.0921199999999254,-3.4074138691253655,1576.4693456272
