pattern_id,agent_id,family,target,regime,status,winner_fires_dec,all_fires_dec,manual_precision_dec,winner_precision_dec,weight,hit_pct,real_lift_pp,clean26_lift,rule,parsed_conditions,fire_col
8954,FALCPAT_8954,other,hit_15pc_20d,other,PROMOTED,14,469,0.053304904051172705,0.029850746268656716,135.7583516467774,38.52908891328211,18.96671749005413,19.1,volatility (20d ATR%) >= 3.9374 AND distance from 20-day high >= -14.2373 AND distance from 200-DMA >= 26.2528 AND close position in weekly range >= 0.1754,atr_20_pct>=3.9374 AND dist_high_20>=-14.2373 AND dist_sma_200>=26.2528 AND weekly_close_loc>=0.1754,pat_8954
8881,FALCPAT_8881,fresh_breakout,hit_10pc_20d,breakout,PROBATION,14,219,0.1004566210045662,0.0639269406392694,76.79697387393902,40.390625,5.010037754815788,1.58,distance from 120-day high >= -21.2998 AND close position in weekly range <= 0.9115 AND close position in weekly range >= 0.8766,dist_high_120>=-21.2998 AND weekly_close_loc<=0.9115 AND weekly_close_loc>=0.8766,pat_8881
8667,FALCPAT_8667,dryup,hit_10pc_20d,other,PROMOTED,14,393,0.058524173027989825,0.035623409669211195,53.210462579655406,41.60993191830196,6.229344673117748,4.11,volatility (20d ATR%) <= 4.2698 AND volatility (20d ATR%) >= 3.5891 AND days with sub-75% volume in last 20 >= 11.5 AND close position in weekly range >= 0.1821,atr_20_pct<=4.2698 AND atr_20_pct>=3.5891 AND n_sub_75v_20d>=11.5 AND weekly_close_loc>=0.1821,pat_8667
8224,FALCPAT_8224,other,hit_25pc_30d,other,PROMOTED,14,1536,0.018880208333333332,0.009114583333333334,17.488989313075344,15.724551246617985,8.00218715714932,12.45,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range <= 0.7961,atr_20_pct>=3.732 AND dist_high_252<=-11.0436 AND weekly_close_loc<=0.7961,pat_8224
6392,FALCPAT_6392,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,14,1356,0.014749262536873156,0.01032448377581121,10.030793132268773,38.05925952513415,4.051797572847033,15.21,distance from 20-day high <= -3.3536 AND distance from year-high <= -24.2757 AND 60d relative strength vs sector >= -14.3816 AND weekly range % >= 3.5174,dist_high_20<=-3.3536 AND dist_high_252<=-24.2757 AND rs_sector_60d>=-14.3816 AND weekly_range_pct>=3.5174,pat_6392
8408,FALCPAT_8408,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,13,89,0.24719101123595505,0.14606741573033707,958.5713886369373,58.333333333333336,28.084054991443697,23.32,60-day return >= 31.9685 AND 60d relative strength vs market >= 31.0766 AND close position in weekly range >= 0.5947 AND weekly range % >= 9.4741,roc_60>=31.9685 AND rs_market_60d>=31.0766 AND weekly_close_loc>=0.5947 AND weekly_range_pct>=9.4741,pat_8408
7760,FALCPAT_7760,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,13,119,0.15126050420168066,0.1092436974789916,615.7136200158873,54.36893203883495,24.11965369694531,15.32,distance from 20-DMA >= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,dist_sma_20>=9.1181 AND weekly_close_loc>=0.4818 AND weekly_range_pct>=16.4858,pat_7760
6646,FALCPAT_6646,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,13,159,0.11320754716981132,0.08176100628930817,475.12070318811607,58.87578070784178,24.868318755554657,30.98,volatility (20d ATR%) >= 2.6723 AND 60-day return <= -11.5307 AND 60d relative strength vs sector >= -13.9058 AND close position in weekly range >= 0.7086,atr_20_pct>=2.6723 AND roc_60<=-11.5307 AND rs_sector_60d>=-13.9058 AND weekly_close_loc>=0.7086,pat_6646
8429,FALCPAT_8429,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,13,209,0.10526315789473684,0.06220095693779904,434.6556348708563,45.43018755582018,29.904527604707663,31.11,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs sector <= 27.5345 AND close position in weekly range >= 0.4638 AND weekly range % >= 9.4741,atr_20_pct>=4.3977 AND rs_sector_60d<=27.5345 AND weekly_close_loc>=0.4638 AND weekly_range_pct>=9.4741,pat_8429
8225,FALCPAT_8225,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,13,179,0.12290502793296089,0.07262569832402235,255.5184327306688,22.7787456445993,15.056381555130638,11.43,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range <= 0.9024 AND close position in weekly range >= 0.7961,atr_20_pct>=3.732 AND dist_high_252<=-11.0436 AND weekly_close_loc<=0.9024 AND weekly_close_loc>=0.7961,pat_8225
9006,FALCPAT_9006,other,hit_15pc_20d,other,PROMOTED,13,275,0.08727272727272728,0.04727272727272727,194.97493433322452,37.21286370597244,17.65049228274446,20.44,volatility (20d ATR%) >= 4.1414 AND 60d relative strength vs sector >= 15.164 AND weekly range % >= 9.1665,atr_20_pct>=4.1414 AND rs_sector_60d>=15.164 AND weekly_range_pct>=9.1665,pat_9006
9429,FALCPAT_9429,other,hit_15pc_20d,other,PROMOTED,13,260,0.08076923076923077,0.05,179.75406558546345,34.94736842105263,15.384996997824654,15.38,volatility (20d ATR%) >= 4.2484 AND distance from year-high <= -15.7819 AND distance from 200-DMA >= 1.1002 AND 20d relative strength vs sector <= 2.6078,atr_20_pct>=4.2484 AND dist_high_252<=-15.7819 AND dist_sma_200>=1.1002 AND rs_sector_20d<=2.6078,pat_9429
8270,FALCPAT_8270,fresh_breakout,hit_15pc_20d,other,PROMOTED,13,388,0.05154639175257732,0.03350515463917526,55.28715651754331,22.587230883444693,7.061570932332173,9.46,distance from year-high >= -32.38 AND distance from 60-day high <= -19.3918 AND days with sub-3% range in last 7 <= 3.5 AND 60d relative strength vs sector <= 1.7032,dist_high_252>=-32.38 AND dist_high_60<=-19.3918 AND n_sub_3_range_7d<=3.5 AND rs_sector_60d<=1.7032,pat_8270
8748,FALCPAT_8748,fresh_breakout,hit_25pc_30d,other,PROMOTED,13,1036,0.023166023166023165,0.012548262548262547,26.561943879384597,19.4672131147541,9.05868078973663,9.06,volatility (20d ATR%) >= 4.0285 AND distance from year-high >= -34.3354 AND distance from 50-DMA >= -6.3733 AND 60d relative strength vs market <= 38.1353,atr_20_pct>=4.0285 AND dist_high_252>=-34.3354 AND dist_sma_50>=-6.3733 AND rs_market_60d<=38.1353,pat_8748
9195,FALCPAT_9195,other,hit_40pc_40d,other,PROMOTED,13,802,0.032418952618453865,0.016209476309226933,23.396535010666067,10.265332753371032,6.176909781629919,6.18,volatility (20d ATR%) <= 6.4183 AND volatility (20d ATR%) >= 4.4887 AND 20d relative strength vs sector >= -11.6776,atr_20_pct<=6.4183 AND atr_20_pct>=4.4887 AND rs_sector_20d>=-11.6776,pat_9195
8567,FALCPAT_8567,other,hit_10pc_20d,other,PROBATION,13,1679,0.012507444907683145,0.007742703990470518,4.6110963100794065,37.92917877515875,2.548591529974542,0.22,volatility (20d ATR%) <= 4.0236 AND close position in weekly range >= 0.4465 AND weekly range % <= 11.0237 AND weekly range % >= 5.5916,atr_20_pct<=4.0236 AND weekly_close_loc>=0.4465 AND weekly_range_pct<=11.0237 AND weekly_range_pct>=5.5916,pat_8567
8332,FALCPAT_8332,other,hit_10pc_20d,other,PROMOTED,12,108,0.1574074074074074,0.1111111111111111,592.1993404702856,53.716904276985744,23.467625935096105,11.46,distance from 200-DMA <= 6.4162 AND weekly range % >= 16.3281,dist_sma_200<=6.4162 AND weekly_range_pct>=16.3281,pat_8332
6423,FALCPAT_6423,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,12,145,0.0896551724137931,0.08275862068965517,276.69300358193664,48.72867718056003,14.72121522827291,12.65,volatility (20d ATR%) <= 3.7232 AND volatility (20d ATR%) >= 2.9435 AND 60-day return <= -14.7778 AND close position in weekly range >= 0.6594,atr_20_pct<=3.7232 AND atr_20_pct>=2.9435 AND roc_60<=-14.7778 AND weekly_close_loc>=0.6594,pat_6423
9170,FALCPAT_9170,pullback_reversal,hit_25pc_30d,capitulation,PROMOTED,12,398,0.04773869346733668,0.03015075376884422,117.06081165965004,27.5036496350365,17.09511731001903,17.1,volatility (20d ATR%) >= 3.3868 AND distance from 120-day high <= -32.2658 AND distance from year-high <= -26.8517 AND 60d relative strength vs sector >= -32.2112,atr_20_pct>=3.3868 AND dist_high_120<=-32.2658 AND dist_high_252<=-26.8517 AND rs_sector_60d>=-32.2112,pat_9170
7413,FALCPAT_7413,other,hit_25pc_30d,other,PROMOTED,12,372,0.053763440860215055,0.03225806451612903,104.14875498493345,23.674059787849565,14.215904745706892,8.25,volatility (20d ATR%) >= 3.6673 AND 20d relative strength vs sector >= 10.6274 AND close position in weekly range >= 0.319,atr_20_pct>=3.6673 AND rs_sector_20d>=10.6274 AND weekly_close_loc>=0.319,pat_7413
7685,FALCPAT_7685,other,hit_40pc_40d,other,PROMOTED,12,260,0.07692307692307693,0.046153846153846156,79.30426329023638,11.631043785017638,7.565669494236829,2.11,volatility (20d ATR%) >= 2.8119 AND distance from 200-DMA >= 49.4324 AND 60d relative strength vs market <= 130.31,atr_20_pct>=2.8119 AND dist_sma_200>=49.4324 AND rs_market_60d<=130.31,pat_7685
9494,FALCPAT_9494,dryup,hit_15pc_20d,other,PROMOTED,12,609,0.029556650246305417,0.019704433497536946,57.07345970163473,32.31585932315859,12.753487899930612,12.75,volatility (20d ATR%) >= 3.0551 AND days with sub-75% volume in last 20 >= 7.5 AND 60-day return <= -12.4053 AND 60d relative strength vs sector >= -20.1105,atr_20_pct>=3.0551 AND n_sub_75v_20d>=7.5 AND roc_60<=-12.4053 AND rs_sector_60d>=-20.1105,pat_9494
7446,FALCPAT_7446,dryup,hit_25pc_30d,other,PROMOTED,12,444,0.04504504504504504,0.02702702702702703,35.085281549043884,15.174065520485843,5.715910478343169,7.92,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 >= 11.5 AND 60-day return <= 4.3863 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d>=11.5 AND roc_60<=4.3863 AND weekly_close_loc>=0.3227,pat_7446
7884,FALCPAT_7884,other,hit_25pc_30d,other,PROMOTED,12,1020,0.025490196078431372,0.011764705882352941,30.762744967087446,19.23574144486692,11.513377355398257,13.6,volatility (20d ATR%) >= 4.0235 AND distance from 20-DMA <= 2.9741,atr_20_pct>=4.0235 AND dist_sma_20<=2.9741,pat_7884
8448,FALCPAT_8448,compression,hit_10pc_20d,other,PROMOTED,11,126,0.14285714285714285,0.0873015873015873,598.2797283926374,61.395802830649096,31.146524488759454,16.89,days with sub-3% range in last 7 <= 1.5 AND 5-day return <= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,n_sub_3_range_7d<=1.5 AND roc_5<=10.4381 AND weekly_close_loc>=0.1574 AND weekly_range_pct>=12.8017,pat_8448
7470,FALCPAT_7470,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,11,107,0.12149532710280374,0.102803738317757,465.4239695938936,38.02694480660583,20.57630000048371,20.61,distance from 20-day high >= -3.9429 AND 60d relative strength vs sector <= -5.1916 AND close position in weekly range >= 0.5947 AND weekly range % >= 10.0582,dist_high_20>=-3.9429 AND rs_sector_60d<=-5.1916 AND weekly_close_loc>=0.5947 AND weekly_range_pct>=10.0582,pat_7470
8574,FALCPAT_8574,momentum,hit_10pc_20d,momentum,PROMOTED,11,183,0.1092896174863388,0.060109289617486336,311.241752852118,58.91393442622951,23.533347181045293,19.23,volatility (20d ATR%) >= 4.0236 AND 5-day return >= 8.9765 AND close position in weekly range >= 0.4229 AND weekly range % >= 8.6663,atr_20_pct>=4.0236 AND roc_5>=8.9765 AND weekly_close_loc>=0.4229 AND weekly_range_pct>=8.6663,pat_8574
8749,FALCPAT_8749,fresh_breakout,hit_25pc_30d,other,PROMOTED,11,159,0.11320754716981132,0.06918238993710692,240.3890217371595,26.200873362445414,15.79234103742795,15.79,volatility (20d ATR%) >= 4.0285 AND distance from year-high >= -34.3354 AND distance from 50-DMA >= -6.3733 AND 60d relative strength vs market >= 38.1353,atr_20_pct>=4.0285 AND dist_high_252>=-34.3354 AND dist_sma_50>=-6.3733 AND rs_market_60d>=38.1353,pat_8749
6675,FALCPAT_6675,pullback_reversal,hit_15pc_20d,capitulation,PROMOTED,11,160,0.1125,0.06875,235.8635815031256,33.90831758034027,15.592495635392773,22.5,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA >= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,atr_20_pct>=2.673 AND dist_sma_50>=-9.6156 AND roc_60<=-15.4153 AND weekly_close_loc>=0.712,pat_6675
6696,FALCPAT_6696,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,11,227,0.1013215859030837,0.048458149779735685,191.06005889973932,50.61857466457571,17.91969131107515,12.57,volatility (20d ATR%) >= 3.1901 AND close position in weekly range <= 0.7359 AND close position in weekly range >= 0.6892 AND weekly range % >= 5.1546,atr_20_pct>=3.1901 AND weekly_close_loc<=0.7359 AND weekly_close_loc>=0.6892 AND weekly_range_pct>=5.1546,pat_6696
9261,FALCPAT_9261,other,hit_10pc_20d,other,PROMOTED,11,509,0.0412573673870334,0.021611001964636542,118.13645505888435,60.22544283413849,24.844855588954275,28.33,volatility (20d ATR%) >= 4.4771 AND distance from 200-DMA <= 27.3836 AND close position in weekly range >= 0.1095,atr_20_pct>=4.4771 AND dist_sma_200<=27.3836 AND weekly_close_loc>=0.1095,pat_9261
7992,FALCPAT_7992,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,11,202,0.0891089108910891,0.054455445544554455,45.364510093588315,11.508553654743393,3.7861895652747264,1.59,distance from 200-DMA <= 61.1444 AND distance from 200-DMA >= 35.3444 AND 60d relative strength vs sector >= -20.939 AND close position in weekly range >= 0.6291,dist_sma_200<=61.1444 AND dist_sma_200>=35.3444 AND rs_sector_60d>=-20.939 AND weekly_close_loc>=0.6291,pat_7992
9223,FALCPAT_9223,fresh_breakout,hit_25pc_30d,other,PROMOTED,11,573,0.031413612565445025,0.019197207678883072,45.326263009099996,21.1395101171459,10.730977792128432,10.73,volatility (20d ATR%) >= 4.4887 AND distance from year-high >= -25.6329 AND 20d relative strength vs sector >= -11.6776,atr_20_pct>=4.4887 AND dist_high_252>=-25.6329 AND rs_sector_20d>=-11.6776,pat_9223
9292,FALCPAT_9292,other,hit_15pc_20d,other,PROMOTED,11,1260,0.01507936507936508,0.00873015873015873,13.550489753497079,26.616774922338323,7.054403499110343,10.89,distance from 60-day high <= -4.2092 AND close position in weekly range >= 0.0559 AND weekly range % <= 10.6648 AND weekly range % >= 8.2161,dist_high_60<=-4.2092 AND weekly_close_loc>=0.0559 AND weekly_range_pct<=10.6648 AND weekly_range_pct>=8.2161,pat_9292
9343,FALCPAT_9343,fresh_breakout,hit_10pc_20d,breakout,PROBATION,11,317,0.06309148264984227,0.03470031545741325,0.7634946147482057,33.528183716075155,-1.852403529109059,-6.72,volatility (20d ATR%) <= 3.3809 AND volatility (20d ATR%) >= 2.691 AND 60-day return >= -0.2981 AND close position in weekly range >= 0.6707,atr_20_pct<=3.3809 AND atr_20_pct>=2.691 AND roc_60>=-0.2981 AND weekly_close_loc>=0.6707,pat_9343
8638,FALCPAT_8638,fresh_breakout,hit_15pc_20d,breakout,PROBATION,10,35,0.2857142857142857,0.2857142857142857,1728.7567968497322,44.02332361516035,28.497663664047828,-19.56,volatility (20d ATR%) <= 3.4331 AND close position in weekly range >= 0.6962 AND weekly range % >= 15.3538,atr_20_pct<=3.4331 AND weekly_close_loc>=0.6962 AND weekly_range_pct>=15.3538,pat_8638
9369,FALCPAT_9369,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,10,135,0.1111111111111111,0.07407407407407407,557.6551298578424,55.019762845849804,35.45739142262183,34.84,volatility (20d ATR%) >= 4.3375 AND close position in weekly range >= 0.7694 AND weekly range % <= 14.0257 AND weekly range % >= 6.038,atr_20_pct>=4.3375 AND weekly_close_loc>=0.7694 AND weekly_range_pct<=14.0257 AND weekly_range_pct>=6.038,pat_9369
8226,FALCPAT_8226,fresh_breakout,hit_25pc_30d,breakout,PROMOTED,10,82,0.17073170731707318,0.12195121951219512,509.05383253246555,27.382425742574256,19.660061653105597,14.47,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range >= 0.9024,atr_20_pct>=3.732 AND dist_high_252<=-11.0436 AND weekly_close_loc>=0.9024,pat_8226
8430,FALCPAT_8430,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,10,123,0.14634146341463414,0.08130081300813008,399.79280349015687,38.68613138686132,23.1604714357488,22.94,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs sector >= 27.5345 AND close position in weekly range >= 0.4638,atr_20_pct>=4.3977 AND rs_sector_60d>=27.5345 AND weekly_close_loc>=0.4638,pat_8430
8504,FALCPAT_8504,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,10,151,0.1456953642384106,0.06622516556291391,396.9487034973373,43.756164924048136,28.230504972935616,32.47,volatility (20d ATR%) >= 3.596 AND distance from 50-DMA <= -1.7562 AND 20d relative strength vs market >= -9.092 AND close position in weekly range >= 0.6795,atr_20_pct>=3.596 AND dist_sma_50<=-1.7562 AND rs_market_20d>=-9.092 AND weekly_close_loc>=0.6795,pat_8504
7603,FALCPAT_7603,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,10,113,0.1415929203539823,0.08849557522123894,365.5055897356671,34.97835497835498,19.452695027242463,18.25,5-day return >= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,roc_5>=11.7516 AND weekly_close_loc>=0.5365 AND weekly_range_pct>=14.9824,pat_7603
7445,FALCPAT_7445,dryup,hit_25pc_30d,other,PROMOTED,10,112,0.14285714285714285,0.08928571428571429,282.64573482282304,24.367816091954023,14.909661049811346,28.48,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 <= 11.5 AND 60d relative strength vs market >= 39.7537 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d<=11.5 AND rs_market_60d>=39.7537 AND weekly_close_loc>=0.3227,pat_7445
8582,FALCPAT_8582,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,10,222,0.07207207207207207,0.04504504504504504,255.88212985668235,57.00398803589233,26.75470969400269,20.0,volatility (20d ATR%) >= 3.4313 AND close position in daily range <= 0.4382 AND close position in weekly range >= 0.6707 AND weekly range % <= 11.6077,atr_20_pct>=3.4313 AND close_loc<=0.4382 AND weekly_close_loc>=0.6707 AND weekly_range_pct<=11.6077,pat_8582
7447,FALCPAT_7447,dryup,hit_25pc_30d,other,PROMOTED,10,234,0.05128205128205128,0.042735042735042736,78.33274884951012,18.091250360958703,8.633095318816029,4.72,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 >= 11.5 AND 60-day return >= 4.3863 AND close position in weekly range >= 0.3227,atr_20_pct>=3.2758 AND n_sub_75v_20d>=11.5 AND roc_60>=4.3863 AND weekly_close_loc>=0.3227,pat_7447
8163,FALCPAT_8163,dryup,hit_10pc_20d,other,PROMOTED,10,493,0.032454361054766734,0.02028397565922921,58.19692835037619,43.76235666271253,13.513078320822896,6.68,volatility (20d ATR%) >= 3.08 AND days with sub-75% volume in last 20 >= 12.5 AND close position in weekly range >= 0.4086,atr_20_pct>=3.08 AND n_sub_75v_20d>=12.5 AND weekly_close_loc>=0.4086,pat_8163
8469,FALCPAT_8469,other,hit_25pc_30d,other,PROMOTED,10,414,0.036231884057971016,0.024154589371980676,38.85972023687925,15.299539170506913,7.577175081038248,14.26,volatility (20d ATR%) >= 4.3217 AND distance from 200-DMA >= 2.9181 AND 60d relative strength vs sector <= 22.0314 AND weekly range % >= 6.5103,atr_20_pct>=4.3217 AND dist_sma_200>=2.9181 AND rs_sector_60d<=22.0314 AND weekly_range_pct>=6.5103,pat_8469
7252,FALCPAT_7252,other,hit_10pc_20d,other,PROMOTED,10,728,0.028846153846153848,0.013736263736263736,24.35446363785668,41.049475262368816,8.35059190886826,7.85,volatility (20d ATR%) >= 2.1521 AND 60d relative strength vs sector >= 13.7136 AND close position in weekly range <= 0.8296 AND close position in weekly range >= 0.2647,atr_20_pct>=2.1521 AND rs_sector_60d>=13.7136 AND weekly_close_loc<=0.8296 AND weekly_close_loc>=0.2647,pat_7252
8414,FALCPAT_8414,other,hit_25pc_30d,other,PROMOTED,10,235,0.07659574468085106,0.0425531914893617,23.32117787752373,10.30358785648574,2.581223767017077,9.88,volatility (20d ATR%) >= 3.5179 AND distance from 200-DMA >= 15.007 AND 60-day return <= 14.8289 AND weekly range % >= 10.4517,atr_20_pct>=3.5179 AND dist_sma_200>=15.007 AND roc_60<=14.8289 AND weekly_range_pct>=10.4517,pat_8414
8875,FALCPAT_8875,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,10,2019,0.008915304606240713,0.004952947003467063,8.670576479738637,43.62560516406671,8.24501791888249,17.44,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 60d relative strength vs market <= 0.438 AND close position in weekly range <= 0.7657,atr_20_pct>=2.5005 AND dist_high_120<=-21.2998 AND rs_market_60d<=0.438 AND weekly_close_loc<=0.7657,pat_8875
7395,FALCPAT_7395,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,9,51,0.21568627450980393,0.17647058823529413,1025.0849719539058,61.18999323867478,28.49110988517422,9.06,volatility (20d ATR%) >= 2.5597 AND 20-day return >= 29.3078 AND close position in weekly range >= 0.7075 AND weekly range % >= 7.8851,atr_20_pct>=2.5597 AND roc_20>=29.3078 AND weekly_close_loc>=0.7075 AND weekly_range_pct>=7.8851,pat_7395
9332,FALCPAT_9332,compression,hit_25pc_30d,other,PROMOTED,9,184,0.08152173913043478,0.04891304347826087,183.86867556139106,28.846153846153843,18.43762152113638,18.44,volatility (20d ATR%) >= 4.3657 AND distance from 120-day high >= -46.4478 AND days with sub-3% range in last 7 <= 2.5 AND 60d relative strength vs sector >= 25.8669,atr_20_pct>=4.3657 AND dist_high_120>=-46.4478 AND n_sub_3_range_7d<=2.5 AND rs_sector_60d>=25.8669,pat_9332
8262,FALCPAT_8262,other,hit_10pc_20d,other,PROMOTED,9,462,0.03463203463203463,0.01948051948051948,77.43287603185937,49.74533106960951,19.496052727719864,29.26,volatility (20d ATR%) >= 4.4758 AND 60d relative strength vs market <= 49.5142 AND 60d relative strength vs sector >= -3.608 AND weekly range % >= 5.294,atr_20_pct>=4.4758 AND rs_market_60d<=49.5142 AND rs_sector_60d>=-3.608 AND weekly_range_pct>=5.294,pat_8262
8354,FALCPAT_8354,other,hit_25pc_30d,other,PROMOTED,9,148,0.08783783783783784,0.060810810810810814,63.86564436594561,12.873563218390805,5.151199128922141,8.26,distance from 200-DMA <= 62.9021 AND distance from 200-DMA >= 43.4421 AND distance from 50-DMA >= 7.1184 AND close position in weekly range >= 0.3679,dist_sma_200<=62.9021 AND dist_sma_200>=43.4421 AND dist_sma_50>=7.1184 AND weekly_close_loc>=0.3679,pat_8354
6295,FALCPAT_6295,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,999,0.014014014014014014,0.009009009009009009,22.064264991751944,46.01998621640248,12.012524264115363,12.37,distance from 200-DMA <= -7.8665 AND 60-day return <= -15.5387 AND 60d relative strength vs market <= -12.8744,dist_sma_200<=-7.8665 AND roc_60<=-15.5387 AND rs_market_60d<=-12.8744,pat_6295
6263,FALCPAT_6263,pullback_reversal,hit_10pc_20d,capitulation,PROMOTED,9,1104,0.009963768115942028,0.008152173913043478,8.165735750335713,38.92042751577812,4.912965563491007,4.29,distance from 120-day high <= -15.8326 AND 5-day return <= -0.708 AND 20d relative strength vs market <= -6.9151,dist_high_120<=-15.8326 AND roc_5<=-0.708 AND rs_market_20d<=-6.9151,pat_6263
6424,FALCPAT_6424,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,8,133,0.13533834586466165,0.06015037593984962,395.4716570171247,67.80150028851702,33.79403833622991,38.96,volatility (20d ATR%) >= 3.7232 AND 60-day return <= -14.7778 AND close position in weekly range >= 0.6594,atr_20_pct>=3.7232 AND roc_60<=-14.7778 AND weekly_close_loc>=0.6594,pat_6424
8632,FALCPAT_8632,other,hit_25pc_30d,other,PROMOTED,8,157,0.08280254777070063,0.050955414012738856,135.7558618006793,24.102564102564106,13.694031777546634,13.69,volatility (20d ATR%) >= 3.712 AND distance from 200-DMA <= 81.1105 AND 60d relative strength vs sector >= 37.5146,atr_20_pct>=3.712 AND dist_sma_200<=81.1105 AND rs_sector_60d>=37.5146,pat_8632
6865,FALCPAT_6865,pullback_reversal,hit_40pc_40d,capitulation,PROBATION,8,128,0.0859375,0.0625,90.51821245134396,11.509591326105086,7.444217035324277,4.95,volatility (20d ATR%) >= 2.6793 AND distance from 120-day high <= -28.3595 AND distance from 200-DMA <= 14.55 AND close position in weekly range >= 0.8126,atr_20_pct>=2.6793 AND dist_high_120<=-28.3595 AND dist_sma_200<=14.55 AND weekly_close_loc>=0.8126,pat_6865
8583,FALCPAT_8583,fresh_breakout,hit_10pc_20d,breakout,PROMOTED,8,477,0.027253668763102725,0.016771488469601678,63.77550637661328,49.79471523318245,19.5454368912928,19.6,volatility (20d ATR%) >= 3.4313 AND close position in daily range >= 0.4382 AND close position in weekly range >= 0.6707 AND weekly range % <= 11.6077,atr_20_pct>=3.4313 AND close_loc>=0.4382 AND weekly_close_loc>=0.6707 AND weekly_range_pct<=11.6077,pat_8583
7751,FALCPAT_7751,fresh_breakout,hit_15pc_20d,breakout,PROMOTED,8,546,0.02564102564102564,0.014652014652014652,47.15822478122496,32.06899931392728,16.543339362814756,22.33,volatility (20d ATR%) >= 3.5078 AND distance from 60-day high <= -6.8519 AND close position in weekly range >= 0.6063 AND weekly range % <= 10.9288,atr_20_pct>=3.5078 AND dist_high_60<=-6.8519 AND weekly_close_loc>=0.6063 AND weekly_range_pct<=10.9288,pat_7751
9331,FALCPAT_9331,compression,hit_25pc_30d,other,PROMOTED,8,579,0.024179620034542316,0.013816925734024179,37.51884085260909,24.36582109479306,13.95728876977559,13.96,volatility (20d ATR%) >= 4.3657 AND distance from 120-day high >= -46.4478 AND days with sub-3% range in last 7 <= 2.5 AND 60d relative strength vs sector <= 25.8669,atr_20_pct>=4.3657 AND dist_high_120>=-46.4478 AND n_sub_3_range_7d<=2.5 AND rs_sector_60d<=25.8669,pat_9331
9367,FALCPAT_9367,other,hit_15pc_20d,other,PROMOTED,8,642,0.024922118380062305,0.012461059190031152,31.341736013386793,32.49036608863199,12.927994665404006,19.75,volatility (20d ATR%) <= 5.2642 AND volatility (20d ATR%) >= 4.3375 AND close position in weekly range <= 0.7694 AND weekly range % >= 6.038,atr_20_pct<=5.2642 AND atr_20_pct>=4.3375 AND weekly_close_loc<=0.7694 AND weekly_range_pct>=6.038,pat_9367
9412,FALCPAT_9412,pullback_reversal,hit_25pc_30d,capitulation,PROBATION,8,109,0.11926605504587157,0.07339449541284404,16.930292279324988,11.594202898550725,1.1856705735332569,1.19,distance from year-high <= -37.7756 AND distance from 200-DMA >= -8.8104,dist_high_252<=-37.7756 AND dist_sma_200>=-8.8104,pat_9412
6320,FALCPAT_6320,pullback_reversal,hit_15pc_20d,other,PROMOTED,8,660,0.016666666666666666,0.012121212121212121,15.275262863137382,24.79329650365207,6.477474558704579,3.45,distance from 10-day high <= -9.452 AND distance from 20-DMA <= 4.6493 AND distance from 200-DMA >= -7.5282,dist_high_10<=-9.452 AND dist_sma_20<=4.6493 AND dist_sma_200>=-7.5282,pat_6320
