trade_date,symbol,manual_rank,tier,entry_time,entry_px,exit_time,exit_px,stock_ret_pct,exit_reason,basket_ret5x_pct,day_pnl_rs,day_pnl_rs 1X,teacher_profitable,rank_weight,profit_weight,teacher_weight
2025-01-22,LAURUSLABS,11,ENTERPRISE-Dryup,09:15,580.0,09:16,575.0,-0.86,HARD_STOP,-4.16,-20800,-4160.0,0,0.3333333333333333,0.35,0.11666666666666665
2025-01-22,KEI,12,ENTERPRISE-Dryup,09:15,3999.45,09:16,4014.3,0.37,HARD_STOP,-4.16,-20800,-4160.0,1,0.26666666666666666,1.04625,0.27899999999999997
2025-01-22,NAVA,13,GOLD,09:15,425.0,09:16,421.8,-0.75,HARD_STOP,-4.16,-20800,-4160.0,0,0.2,0.35,0.06999999999999999
2025-01-22,KFINTECH,14,ENTERPRISE-Dryup,09:15,1119.6,09:16,1102.75,-1.51,HARD_STOP,-4.16,-20800,-4160.0,0,0.13333333333333333,0.35,0.04666666666666666
2025-01-22,MCX,15,GOLD-baseline,09:15,1112.0,09:16,1106.0,-0.54,HARD_STOP,-4.16,-20800,-4160.0,0,0.06666666666666667,0.35,0.02333333333333333
2025-01-23,CGCL,1,GOLD,09:15,179.19,15:29,181.0,1.01,EOD,27.82,139096,27819.2,1,1.0,1.12625,1.12625
2025-01-23,COFORGE,2,PREMIUM-Pullback,09:15,1742.0,15:29,1835.0,5.34,EOD,27.82,139096,27819.2,1,0.9333333333333333,1.6675,1.5563333333333333
2025-01-23,PERSISTENT,3,PREMIUM-Pullback,09:15,5790.0,15:29,6270.0,8.29,EOD,27.82,139096,27819.2,1,0.8666666666666667,2.03625,1.76475
2025-01-23,ZENSARTECH,4,ENTERPRISE-Dryup,09:15,752.05,15:29,841.7,11.92,EOD,27.82,139096,27819.2,1,0.8,2.49,1.9920000000000002
2025-01-23,AMBER,5,PREMIUM-Pullback,09:15,6314.55,15:29,6750.0,6.9,EOD,27.82,139096,27819.2,1,0.7333333333333333,1.8625,1.3658333333333332
2025-01-23,WOCKPHARMA,6,PREMIUM-Pullback,09:15,1297.0,15:29,1430.1,10.26,EOD,27.82,139096,27819.2,1,0.6666666666666666,2.2824999999999998,1.5216666666666665
2025-01-23,MPHASIS,8,ENTERPRISE-Dryup,09:15,2753.9,15:29,2854.0,3.63,EOD,27.82,139096,27819.2,1,0.5333333333333333,1.4537499999999999,0.7753333333333332
2025-01-23,POLICYBZR,9,PREMIUM-Pullback,09:15,1612.85,15:29,1685.65,4.51,EOD,27.82,139096,27819.2,1,0.4666666666666667,1.56375,0.72975
2025-01-23,ULTRACEMCO,10,PREMIUM-Compression,09:15,10690.0,15:29,11406.95,6.71,EOD,27.82,139096,27819.2,1,0.4,1.83875,0.7355
2025-01-23,LAURUSLABS,11,ENTERPRISE-Dryup,09:15,571.05,15:29,586.0,2.62,EOD,27.82,139096,27819.2,1,0.3333333333333333,1.3275000000000001,0.4425
2025-01-23,KFINTECH,12,ENTERPRISE-Dryup,09:15,1084.6,15:29,1102.7,1.67,EOD,27.82,139096,27819.2,1,0.26666666666666666,1.20875,0.3223333333333333
2025-01-23,NAVA,15,ENTERPRISE-Dryup,09:15,425.3,15:29,444.95,4.62,EOD,27.82,139096,27819.2,1,0.06666666666666667,1.5775000000000001,0.10516666666666667
2025-01-24,CGCL,1,GOLD,09:15,187.9,15:29,197.0,4.84,EOD,25.86,129283,25856.6,1,1.0,1.605,1.605
2025-01-24,FIVESTAR,4,ENTERPRISE-Dryup,09:15,663.0,15:29,700.0,5.58,EOD,25.86,129283,25856.6,1,0.8,1.6975,1.358
2025-01-27,PERSISTENT,2,GOLD-baseline,09:15,6298.8,09:17,6287.0,-0.19,HARD_STOP,-3.56,-17810,-3562.0,0,0.9333333333333333,0.35,0.32666666666666666
2025-01-27,ZENSARTECH,4,GOLD-baseline,09:15,831.75,09:17,830.3,-0.17,HARD_STOP,-3.56,-17810,-3562.0,0,0.8,0.35,0.27999999999999997
2025-01-27,COFORGE,5,GOLD-baseline,09:15,1819.0,09:17,1822.0,0.16,HARD_STOP,-3.56,-17810,-3562.0,1,0.7333333333333333,1.02,0.748
2025-01-27,WOCKPHARMA,6,GOLD-baseline,09:15,1351.0,09:17,1327.45,-1.74,HARD_STOP,-3.56,-17810,-3562.0,0,0.6666666666666666,0.35,0.2333333333333333
2025-01-27,POLICYBZR,7,GOLD,09:15,1670.0,09:17,1686.85,1.01,HARD_STOP,-3.56,-17810,-3562.0,1,0.6,1.12625,0.67575
2025-01-27,ULTRACEMCO,9,GOLD-baseline,09:15,11260.0,09:17,11192.0,-0.6,HARD_STOP,-3.56,-17810,-3562.0,0,0.4666666666666667,0.35,0.16333333333333333
2025-01-27,MCX,12,GOLD,09:15,1140.0,09:17,1127.0,-1.14,HARD_STOP,-3.56,-17810,-3562.0,0,0.26666666666666666,0.35,0.09333333333333332
2025-01-27,NAVA,13,GOLD,09:15,429.45,09:17,419.7,-2.27,HARD_STOP,-3.56,-17810,-3562.0,0,0.2,0.35,0.06999999999999999
2025-01-27,BBTC,15,GOLD-baseline,09:15,2150.1,09:17,2128.65,-1.0,HARD_STOP,-3.56,-17810,-3562.0,0,0.06666666666666667,0.35,0.02333333333333333
2025-01-28,POLYMED,1,GOLD-baseline,09:15,2409.95,09:18,2363.95,-1.91,HARD_STOP,-3.92,-19584,-3916.8,0,1.0,0.35,0.35
2025-01-28,ZENTEC,2,PREMIUM-Pullback,09:15,1742.75,09:18,1715.3,-1.58,HARD_STOP,-3.92,-19584,-3916.8,0,0.9333333333333333,0.35,0.32666666666666666
2025-01-28,GRAVITA,3,GOLD-baseline,09:15,1967.9,09:18,1997.4,1.5,HARD_STOP,-3.92,-19584,-3916.8,1,0.8666666666666667,1.1875,1.0291666666666668
2025-01-28,KPITTECH,4,GOLD-baseline,09:15,1291.0,09:18,1304.45,1.04,HARD_STOP,-3.92,-19584,-3916.8,1,0.8,1.13,0.9039999999999999
2025-01-28,PCBL,5,PREMIUM-Pullback,09:15,353.65,09:18,352.4,-0.35,HARD_STOP,-3.92,-19584,-3916.8,0,0.7333333333333333,0.35,0.25666666666666665
2025-01-28,JMFINANCIL,6,PREMIUM-Pullback,09:15,107.75,09:18,108.2,0.42,HARD_STOP,-3.92,-19584,-3916.8,1,0.6666666666666666,1.0525,0.7016666666666667
2025-01-28,JUBLFOOD,7,PREMIUM-Pullback,09:15,641.95,09:18,640.7,-0.19,HARD_STOP,-3.92,-19584,-3916.8,0,0.6,0.35,0.21
2025-01-28,PGEL,8,PREMIUM-Pullback,09:15,726.95,09:18,696.15,-4.24,HARD_STOP,-3.92,-19584,-3916.8,0,0.5333333333333333,0.35,0.18666666666666665
2025-01-28,TRENT,9,PREMIUM-Pullback,09:15,5484.0,09:18,5474.9,-0.17,HARD_STOP,-3.92,-19584,-3916.8,0,0.4666666666666667,0.35,0.16333333333333333
2025-01-28,KALYANKJIL,10,PREMIUM-Pullback,09:15,437.55,09:18,431.75,-1.33,HARD_STOP,-3.92,-19584,-3916.8,0,0.4,0.35,0.13999999999999999
2025-01-28,BRIGADE,11,GOLD-baseline,09:15,1017.2,09:18,1023.65,0.63,HARD_STOP,-3.92,-19584,-3916.8,1,0.3333333333333333,1.07875,0.35958333333333337
2025-01-28,OLECTRA,12,PREMIUM-Pullback,09:15,1320.0,09:18,1323.15,0.24,HARD_STOP,-3.92,-19584,-3916.8,1,0.26666666666666666,1.03,0.27466666666666667
2025-01-28,NETWEB,13,PREMIUM-Pullback,09:15,1561.0,09:18,1497.05,-4.1,HARD_STOP,-3.92,-19584,-3916.8,0,0.2,0.35,0.06999999999999999
2025-01-28,GODFRYPHLP,14,ENTERPRISE-Dryup,09:15,1460.0,09:18,1438.0,-1.51,HARD_STOP,-3.92,-19584,-3916.8,0,0.13333333333333333,0.35,0.04666666666666666
2025-01-28,SYRMA,15,PREMIUM-Pullback,09:15,436.75,09:18,439.95,0.73,HARD_STOP,-3.92,-19584,-3916.8,1,0.06666666666666667,1.09125,0.07275000000000001
2025-01-29,ZENTEC,1,PREMIUM-Pullback,09:15,1592.05,15:29,1694.0,6.4,EOD,35.96,179810,35962.0,1,1.0,1.8,1.8
2025-01-29,PGEL,2,PREMIUM-Pullback,09:15,645.0,15:29,733.15,13.67,EOD,35.96,179810,35962.0,1,0.9333333333333333,2.70875,2.528166666666667
2025-01-29,JMFINANCIL,3,GOLD,09:15,102.31,15:29,109.4,6.93,EOD,35.96,179810,35962.0,1,0.8666666666666667,1.86625,1.6174166666666667
2025-01-29,KPITTECH,5,GOLD,09:15,1263.0,15:29,1377.1,9.03,EOD,35.96,179810,35962.0,1,0.7333333333333333,2.12875,1.5610833333333334
2025-01-29,SYRMA,6,PREMIUM-Pullback,09:15,455.0,15:29,505.1,11.01,EOD,35.96,179810,35962.0,1,0.6666666666666666,2.3762499999999998,1.5841666666666665
2025-01-29,GODFRYPHLP,7,GOLD,09:15,1457.0,15:29,1502.0,3.09,EOD,35.96,179810,35962.0,1,0.6,1.38625,0.83175
2025-01-29,GRAVITA,9,PREMIUM-Pullback,09:15,1880.0,15:29,2100.0,11.7,EOD,35.96,179810,35962.0,1,0.4666666666666667,2.4625,1.1491666666666667
2025-01-29,NETWEB,10,PREMIUM-Pullback,09:15,1511.0,15:29,1607.65,6.4,EOD,35.96,179810,35962.0,1,0.4,1.8,0.7200000000000001
2025-01-29,NEWGEN,12,PREMIUM-Pullback,09:15,996.95,15:29,1085.6,8.89,EOD,35.96,179810,35962.0,1,0.26666666666666666,2.11125,0.5630000000000001
2025-01-29,TRENT,13,GOLD-baseline,09:15,5495.0,15:29,5611.0,2.11,EOD,35.96,179810,35962.0,1,0.2,1.26375,0.25275
2025-01-29,KALYANKJIL,14,GOLD-baseline,09:15,441.1,15:29,451.0,2.24,EOD,35.96,179810,35962.0,1,0.13333333333333333,1.28,0.17066666666666666
2025-01-29,JUBLPHARMA,15,GOLD,09:15,884.0,15:29,933.05,5.55,EOD,35.96,179810,35962.0,1,0.06666666666666667,1.69375,0.11291666666666667
2025-01-30,POLYMED,6,PREMIUM-Pullback,09:15,2269.1,09:15,2220.0,-2.16,HARD_STOP,-8.57,-42846,-8569.2,0,0.6666666666666666,0.35,0.2333333333333333
2025-01-30,JMFINANCIL,9,GOLD-baseline,09:15,108.7,09:15,107.41,-1.19,HARD_STOP,-8.57,-42846,-8569.2,0,0.4666666666666667,0.35,0.16333333333333333
2025-01-31,PCBL,2,ENTERPRISE-Dryup,09:15,367.0,15:29,377.95,2.98,EOD,15.84,79192,15838.4,1,0.9333333333333333,1.3725,1.2810000000000001
2025-01-31,GRAVITA,3,GOLD,09:15,1970.25,15:29,2038.0,3.44,EOD,15.84,79192,15838.4,1,0.8666666666666667,1.43,1.2393333333333334
2025-01-31,ZENTEC,4,GOLD,09:15,1675.05,15:29,1744.05,4.12,EOD,15.84,79192,15838.4,1,0.8,1.5150000000000001,1.2120000000000002
2025-01-31,PGEL,5,GOLD,09:15,724.95,15:29,782.0,7.87,EOD,15.84,79192,15838.4,1,0.7333333333333333,1.9837500000000001,1.45475
2025-01-31,POLYMED,7,GOLD,09:15,2323.85,15:29,2331.0,0.31,EOD,15.84,79192,15838.4,1,0.6,1.03875,0.62325
2025-01-31,TRENT,8,ENTERPRISE-Dryup,09:15,5569.0,15:29,5765.0,3.52,EOD,15.84,79192,15838.4,1,0.5333333333333333,1.44,0.768
2025-01-31,JUBLFOOD,9,PREMIUM-Compression,09:15,688.95,15:29,702.1,1.91,EOD,15.84,79192,15838.4,1,0.4666666666666667,1.23875,0.5780833333333334
2025-01-31,NEWGEN,10,GOLD-baseline,09:15,1060.0,15:29,1053.8,-0.58,EOD,15.84,79192,15838.4,0,0.4,0.35,0.13999999999999999
2025-01-31,JMFINANCIL,11,GOLD,09:15,107.0,15:29,110.25,3.04,EOD,15.84,79192,15838.4,1,0.3333333333333333,1.38,0.45999999999999996
2025-01-31,KALYANKJIL,12,GOLD-baseline,09:15,460.05,15:29,503.0,9.34,EOD,15.84,79192,15838.4,1,0.26666666666666666,2.1675,0.578
2025-01-31,PNBHOUSING,14,GOLD,09:15,866.2,15:29,885.1,2.18,EOD,15.84,79192,15838.4,1,0.13333333333333333,1.2725,0.16966666666666666
2025-01-31,GODFRYPHLP,15,ENTERPRISE-Dryup,09:15,1498.0,15:29,1507.0,0.6,EOD,15.84,79192,15838.4,1,0.06666666666666667,1.075,0.07166666666666666
