date,direction,rank,symbol,sector,entry_1000,exit_1515,move_pct_in_dir,hit_1pct,confidence,reliability_prior,why_picked
2026-03-11,LONG,2,MOTILALOFS,Financial Services,715.2,699.3,-2.22,0,0.341,0.54,"morning move low (-1.22, 10pct); strength vs market low (-1.19, 10pct); strength vs sector low (-1.10, 11pct)"
2026-03-11,LONG,3,COFORGE,Information Technology,1132.0,1105.4,-2.35,0,0.335,0.18,"9:45-10:00 push low (-1.31, 0pct); vs morning VWAP low (-1.47, 1pct); 20d rel-strength low (-20.26, 1pct)"
2026-03-11,LONG,4,UNIONBANK,Financial Services,185.0,180.53,-2.42,0,0.32,0.65,"near morning high/low low (+0.00, 3pct); morning move low (-1.33, 9pct); strength vs market low (-1.31, 9pct)"
2026-03-11,LONG,5,BLUESTARCO,Consumer Durables,1971.6,1937.5,-1.73,0,0.319,0.33,"morning move high (+3.50, 100pct); strength vs market high (+3.52, 100pct); up-bar share high (+0.57, 99pct)"
2026-03-12,LONG,1,IDFCFIRSTB,Financial Services,64.98,64.79,-0.29,0,0.339,0.59,"morning volume high (+10263406.00, 98pct); recent volatility high (+4.67, 97pct); dist from 20d high low (-23.24, 3pct)"
2026-03-12,LONG,2,ASTRAL,Capital Goods,1662.0,1688.4,1.59,1,0.339,,"volume vs 20d high (+3.43, 100pct); morning range high (+5.00, 99pct); strength vs sector low (-2.59, 1pct)"
2026-03-12,LONG,3,SUPREMEIND,Capital Goods,3942.8,4051.5,2.76,1,0.301,0.34,"volume vs 20d high (+2.64, 99pct); dist from 20d high high (-0.90, 99pct); 20d rel-strength high (+17.39, 97pct)"
2026-03-12,LONG,4,BHARATFORG,Automobile and Auto Components,1732.0,1780.0,2.77,1,0.3,0.37,"20d rel-strength high (+19.45, 99pct); morning move low (-3.23, 2pct); morning range high (+3.92, 98pct)"
2026-03-12,LONG,5,RADICO,Fast Moving Consumer Goods,2822.0,2858.2,1.28,1,0.298,0.23,"5d momentum high (+13.88, 100pct); dist from 20d high high (-0.92, 98pct); morning range high (+3.43, 94pct)"
2026-03-13,LONG,1,RADICO,Fast Moving Consumer Goods,2822.3,2806.0,-0.58,0,0.257,0.42,"5d momentum high (+11.34, 100pct); strength vs sector low (-1.22, 9pct); dist from 20d high high (-2.17, 91pct)"
2026-03-13,LONG,2,VBL,Fast Moving Consumer Goods,411.8,401.0,-2.62,0,0.248,,"volume vs 20d high (+2.87, 97pct); morning move high (+0.44, 93pct); strength vs market high (+1.63, 93pct)"
2026-03-13,LONG,3,JSWENERGY,Power,510.9,513.6,0.53,0,0.248,,"volume vs 20d high (+6.60, 100pct); morning volatility high (+0.34, 99pct); 5d momentum high (+8.09, 99pct)"
2026-03-13,LONG,4,ASTRAL,Capital Goods,1653.7,1612.7,-2.48,0,0.247,0.53,"up-bar share low (+0.26, 6pct); 20d rel-strength high (+15.44, 93pct); morning volatility high (+0.21, 93pct)"
2026-03-13,LONG,5,NATIONALUM,Metals & Mining,387.95,388.0,0.01,0,0.239,0.24,"dist from 20d high high (-0.26, 100pct); RSI high (+83.50, 100pct); vs morning VWAP low (-2.66, 0pct)"
2026-03-16,LONG,1,MOTHERSON,Automobile and Auto Components,113.75,113.4,-0.31,0,0.331,0.46,"morning volume high (+4637584.00, 94pct); recent volatility high (+3.99, 85pct); morning range high (+2.86, 83pct)"
2026-03-16,LONG,2,BHARATFORG,Automobile and Auto Components,1686.8,1693.8,0.41,0,0.322,0.53,"9:45-10:00 push low (-1.67, 0pct); 5d momentum low (-12.93, 3pct); up-bar share high (+0.57, 95pct)"
2026-03-16,LONG,3,INOXWIND,Capital Goods,78.8,78.51,-0.37,0,0.321,0.18,"vs morning VWAP low (-1.26, 0pct); 20d rel-strength low (-16.90, 1pct); near morning high/low low (+0.04, 1pct)"
2026-03-16,LONG,4,UNIONBANK,Financial Services,175.55,175.66,0.06,0,0.311,0.49,"morning move high (+1.95, 97pct); strength vs market high (+1.76, 97pct); strength vs sector high (+1.40, 95pct)"
2026-03-16,LONG,5,IDEA,Telecommunication,9.5,9.42,-0.84,0,0.31,0.23,"morning volume high (+193650390.00, 100pct); morning range high (+4.61, 100pct); morning volatility high (+0.34, 100pct)"
2026-03-17,LONG,1,FEDERALBNK,Financial Services,256.2,264.9,3.4,1,0.323,0.45,"up-bar share low (+0.35, 2pct); near morning high/low low (+0.07, 4pct); strength vs sector low (-1.50, 5pct)"
2026-03-17,LONG,2,KPITTECH,Information Technology,634.2,654.7,3.23,1,0.311,0.18,"20d rel-strength low (-18.57, 0pct); dist from 20d high low (-29.12, 0pct); strength vs sector high (+1.85, 97pct)"
2026-03-17,LONG,3,MANAPPURAM,Financial Services,251.6,257.05,2.17,1,0.305,0.46,"RSI low (+10.44, 2pct); 20d rel-strength low (-8.90, 8pct); dist from 20d high low (-19.42, 9pct)"
2026-03-17,LONG,4,SUPREMEIND,Capital Goods,3921.2,3926.9,0.15,0,0.296,0.5,"volume vs 20d low (+0.50, 5pct); dist from 20d high high (-3.61, 95pct); morning volume low (+24226.00, 6pct)"
2026-03-17,LONG,5,BSE,Financial Services,2926.0,2971.6,1.56,1,0.296,0.5,"dist from 20d high high (-1.20, 99pct); RSI high (+60.43, 97pct); 5d momentum high (+3.38, 95pct)"
2026-03-18,LONG,1,MANAPPURAM,Financial Services,263.9,269.0,1.93,1,0.276,0.59,"9:45-10:00 push low (-0.96, 2pct); morning volatility high (+0.23, 97pct); strength vs sector high (+1.76, 97pct)"
2026-03-18,LONG,2,BSE,Financial Services,2976.0,2996.0,0.67,0,0.263,0.63,"dist from 20d high high (-0.21, 100pct); RSI high (+64.96, 98pct); 5d momentum high (+3.95, 97pct)"
2026-03-18,LONG,3,FEDERALBNK,Financial Services,270.9,271.7,0.3,0,0.249,0.59,"volume vs 20d high (+1.60, 95pct); strength vs sector high (+1.50, 93pct); morning move high (+2.23, 88pct)"
2026-03-18,LONG,4,MOTILALOFS,Financial Services,688.95,698.5,1.39,1,0.242,0.4,"volume vs 20d high (+1.61, 96pct); vs morning VWAP low (-0.45, 11pct); 20d rel-strength low (-4.87, 22pct)"
2026-03-18,LONG,5,KPITTECH,Information Technology,677.5,690.6,1.93,1,0.232,0.38,"20d rel-strength low (-17.56, 0pct); dist from 20d high low (-26.68, 0pct); morning range high (+4.31, 99pct)"
2026-03-19,LONG,1,MANAPPURAM,Financial Services,266.4,264.15,-0.84,0,0.463,0.69,"morning volatility high (+0.34, 100pct); vs morning VWAP low (-1.08, 2pct); morning range high (+3.33, 98pct)"
2026-03-19,LONG,2,CHOLAFIN,Financial Services,1471.0,1453.0,-1.22,0,0.399,,"RSI low (+18.79, 5pct); strength vs sector low (-1.35, 6pct); morning move low (-1.93, 11pct)"
2026-03-19,LONG,3,HINDUNILVR,Fast Moving Consumer Goods,2099.7,2074.8,-1.19,0,0.386,,"RSI low (+14.13, 1pct); recent volatility low (+2.19, 6pct); morning volatility low (+0.10, 8pct)"
2026-03-19,LONG,4,BOSCHLTD,Automobile and Auto Components,30275.0,30045.0,-0.76,0,0.385,0.41,"morning volume low (+3335.00, 1pct); RSI low (+18.07, 3pct); dist from 20d high low (-17.22, 8pct)"
2026-03-19,LONG,5,ICICIGI,Financial Services,1792.6,1788.7,-0.22,0,0.378,,"near morning high/low low (+0.00, 1pct); up-bar share high (+0.54, 97pct); recent volatility low (+2.35, 7pct)"
2026-03-20,LONG,1,KPITTECH,Information Technology,672.75,659.65,-1.95,0,0.292,0.54,"recent volatility high (+4.90, 98pct); 20d rel-strength low (-12.61, 2pct); 9:45-10:00 push high (+0.55, 97pct)"
2026-03-20,LONG,2,MOTILALOFS,Financial Services,679.35,660.6,-2.76,0,0.271,0.55,"up-bar share low (+0.35, 7pct); morning range low (+1.25, 24pct); 20d rel-strength low (-3.01, 27pct)"
2026-03-20,LONG,3,MANAPPURAM,Financial Services,263.1,259.0,-1.56,0,0.259,0.52,"near morning high/low low (+0.02, 1pct); 5d momentum high (+3.37, 98pct); up-bar share low (+0.33, 3pct)"
2026-03-20,LONG,4,BSE,Financial Services,2835.9,2807.3,-1.01,0,0.247,0.47,"morning move low (-2.88, 1pct); strength vs market low (-3.58, 1pct); strength vs sector low (-3.40, 1pct)"
2026-03-20,LONG,5,IDFCFIRSTB,Financial Services,63.47,62.89,-0.91,0,0.237,0.45,"dist from 20d high low (-27.36, 1pct); 20d rel-strength low (-15.09, 1pct); recent volatility high (+4.96, 98pct)"
2026-03-23,LONG,1,KPITTECH,Information Technology,652.9,658.8,0.9,0,0.487,0.4,"20d rel-strength low (-12.82, 2pct); recent volatility high (+4.86, 97pct); morning move high (+0.45, 97pct)"
2026-03-23,LONG,2,HCLTECH,Information Technology,1344.9,1359.8,1.11,1,0.394,,"morning move high (+2.29, 100pct); near morning high/low high (+0.88, 100pct); strength vs market high (+4.09, 100pct)"
2026-03-23,LONG,3,INFY,Information Technology,1248.0,1258.8,0.87,0,0.386,0.18,"morning move high (+0.79, 98pct); strength vs market high (+2.59, 98pct); near morning high/low high (+0.78, 98pct)"
2026-03-23,LONG,4,TCS,Information Technology,2393.8,2383.1,-0.45,0,0.384,,"up-bar share high (+0.63, 100pct); morning move high (+1.22, 99pct); vs morning VWAP high (+0.58, 99pct)"
2026-03-23,LONG,5,MANAPPURAM,Financial Services,251.5,252.75,0.5,0,0.355,0.39,"strength vs sector high (+1.47, 97pct); near morning high/low high (+0.51, 93pct); volume vs 20d low (+0.57, 7pct)"
2026-03-24,LONG,1,CHOLAFIN,Financial Services,1384.5,1420.0,2.56,1,0.392,0.34,"vs morning VWAP low (-1.35, 3pct); 9:45-10:00 push low (-0.67, 4pct); near morning high/low low (+0.00, 5pct)"
2026-03-24,LONG,2,DALBHARAT,Construction Materials,1751.7,1796.0,2.53,1,0.345,0.33,"morning volume low (+33137.00, 5pct); vs morning VWAP low (-1.17, 6pct); volume vs 20d high (+1.75, 93pct)"
2026-03-24,LONG,3,BPCL,Oil Gas & Consumable Fuels,272.1,282.0,3.64,1,0.323,,"dist from 20d high low (-30.42, 1pct); RSI low (+8.57, 1pct); 20d rel-strength low (-13.97, 1pct)"
2026-03-24,LONG,4,PNBHOUSING,Financial Services,768.4,782.7,1.86,1,0.322,,"9:45-10:00 push low (-0.66, 4pct); morning range high (+3.02, 91pct); morning move high (+0.06, 87pct)"
2026-03-24,LONG,5,ICICIPRULI,Financial Services,531.95,537.05,0.96,0,0.322,,"RSI low (+7.33, 0pct); vs morning VWAP low (-1.09, 7pct); up-bar share low (+0.33, 7pct)"
2026-03-25,LONG,1,PNBHOUSING,Financial Services,804.45,802.3,-0.27,0,0.512,0.51,"morning volatility high (+0.26, 98pct); up-bar share low (+0.43, 12pct); morning range high (+3.21, 87pct)"
2026-03-25,LONG,2,DALBHARAT,Construction Materials,1863.9,1890.9,1.45,1,0.494,0.5,"up-bar share high (+0.65, 99pct); 9:45-10:00 push high (+0.88, 94pct); morning range high (+3.62, 93pct)"
2026-03-25,LONG,3,ASTRAL,Capital Goods,1652.4,1647.2,-0.31,0,0.438,0.4,"volume vs 20d low (+0.50, 1pct); morning range high (+3.07, 85pct); 20d rel-strength high (+8.40, 85pct)"
2026-03-25,LONG,4,CHOLAFIN,Financial Services,1469.1,1475.1,0.41,0,0.437,0.51,"RSI low (+23.88, 8pct); 5d momentum low (-7.20, 9pct); dist from 20d high low (-20.04, 9pct)"
2026-03-25,LONG,5,POLICYBZR,Financial Services,1483.5,1470.3,-0.89,0,0.431,0.32,"9:45-10:00 push low (-1.42, 0pct); near morning high/low low (+0.02, 1pct); vs morning VWAP low (-1.07, 1pct)"
2026-03-27,LONG,1,HCLTECH,Information Technology,1390.0,1365.8,-1.74,0,0.435,0.59,"dist from 20d high high (-2.13, 97pct); morning move high (+0.94, 94pct); strength vs market high (+1.76, 94pct)"
2026-03-27,LONG,2,DALBHARAT,Construction Materials,1842.2,1845.9,0.2,0,0.435,0.62,"morning volume low (+39818.00, 6pct); morning volatility high (+0.21, 90pct); 9:45-10:00 push low (-0.71, 11pct)"
2026-03-27,LONG,3,BPCL,Oil Gas & Consumable Fuels,283.0,283.15,0.05,0,0.398,0.51,"morning range high (+5.91, 100pct); morning volatility high (+0.31, 99pct); 20d rel-strength low (-15.68, 1pct)"
2026-03-27,LONG,4,POWERGRID,Power,293.85,295.5,0.56,0,0.374,,"up-bar share high (+0.59, 98pct); vs morning VWAP high (+0.42, 93pct); morning volume high (+4041245.00, 91pct)"
2026-03-27,LONG,5,PNBHOUSING,Financial Services,791.4,794.35,0.37,0,0.37,0.38,"volume vs 20d high (+1.75, 92pct); RSI high (+52.29, 89pct); morning volume low (+153493.00, 25pct)"
2026-03-30,LONG,1,COCHINSHIP,Capital Goods,1247.6,1195.0,-4.22,0,0.366,0.25,"9:45-10:00 push low (-1.90, 0pct); morning volatility high (+0.39, 99pct); vs morning VWAP low (-0.72, 2pct)"
2026-03-30,LONG,2,BPCL,Oil Gas & Consumable Fuels,281.4,281.2,-0.07,0,0.361,0.38,"20d rel-strength low (-15.36, 1pct); dist from 20d high low (-27.49, 1pct); RSI low (+18.17, 2pct)"
2026-03-30,LONG,3,HINDPETRO,Oil Gas & Consumable Fuels,338.0,335.45,-0.75,0,0.327,,"morning range high (+5.00, 99pct); recent volatility high (+5.62, 99pct); 20d rel-strength low (-11.49, 2pct)"
2026-03-30,LONG,4,PETRONET,Oil Gas & Consumable Fuels,252.75,248.2,-1.8,0,0.318,0.31,"morning move high (+4.40, 100pct); near morning high/low high (+1.00, 100pct); strength vs market high (+4.22, 100pct)"
2026-03-30,LONG,5,MAZDOCK,Capital Goods,2143.1,2070.0,-3.41,0,0.315,0.25,"5d momentum low (-8.41, 2pct); morning volatility high (+0.33, 98pct); 9:45-10:00 push low (-1.24, 2pct)"
2026-04-01,LONG,1,GMRAIRPORT,Services,88.88,89.19,0.35,0,0.451,0.31,"volume vs 20d high (+3.87, 100pct); near morning high/low high (+1.00, 98pct); up-bar share high (+0.63, 98pct)"
2026-04-01,LONG,2,INDUSINDBK,Financial Services,779.3,785.35,0.78,0,0.401,,"20d rel-strength low (-9.58, 9pct); up-bar share low (+0.41, 9pct); 5d momentum low (-8.08, 10pct)"
2026-04-01,LONG,3,ASHOKLEY,Capital Goods,156.59,149.39,-4.6,0,0.393,0.24,"morning volume high (+18427778.00, 99pct); 20d rel-strength low (-14.86, 1pct); dist from 20d high low (-28.01, 1pct)"
2026-04-01,LONG,4,MOTILALOFS,Financial Services,680.0,679.7,-0.04,0,0.392,0.41,"morning range high (+4.67, 96pct); strength vs sector high (+2.08, 95pct); morning move high (+2.47, 93pct)"
2026-04-01,LONG,5,KPITTECH,Information Technology,676.5,673.2,-0.49,0,0.389,0.3,"strength vs sector high (+2.88, 98pct); morning move high (+3.96, 97pct); strength vs market high (+3.40, 97pct)"
2026-04-02,LONG,1,SUNPHARMA,Healthcare,1657.4,1698.9,2.5,1,0.621,,"recent volatility low (+2.29, 1pct); strength vs sector high (+2.05, 99pct); near morning high/low high (+0.75, 97pct)"
2026-04-02,LONG,2,SAMMAANCAP,Financial Services,143.03,147.47,3.1,1,0.596,,"5d momentum high (+12.82, 99pct); morning volume high (+4580838.00, 93pct); morning volatility high (+0.23, 93pct)"
2026-04-02,LONG,3,BOSCHLTD,Automobile and Auto Components,30165.0,32045.0,6.23,1,0.594,0.31,"morning volume low (+8508.00, 1pct); strength vs sector high (+1.99, 98pct); volume vs 20d high (+2.73, 98pct)"
2026-04-02,LONG,4,HCLTECH,Information Technology,1351.3,1403.0,3.83,1,0.592,0.44,"morning move high (+0.32, 95pct); strength vs market high (+1.91, 95pct); morning range low (+1.66, 10pct)"
2026-04-02,LONG,5,ASHOKLEY,Capital Goods,144.31,148.64,3.0,1,0.589,0.18,"9:45-10:00 push low (-1.39, 1pct); 20d rel-strength low (-19.44, 1pct); dist from 20d high low (-29.96, 1pct)"
2026-04-06,LONG,1,SAMMAANCAP,Financial Services,145.93,147.5,1.08,1,0.371,0.81,"5d momentum high (+6.09, 94pct); 20d rel-strength high (+9.34, 88pct); RSI high (+51.31, 86pct)"
2026-04-06,LONG,2,SUNPHARMA,Healthcare,1656.0,1694.1,2.3,1,0.33,0.83,"recent volatility low (+2.52, 3pct); near morning high/low low (+0.04, 4pct); morning volatility low (+0.13, 5pct)"
2026-04-06,LONG,3,HCLTECH,Information Technology,1407.4,1404.1,-0.23,0,0.315,0.58,"dist from 20d high high (-0.75, 97pct); 9:45-10:00 push high (+0.31, 96pct); volume vs 20d high (+1.88, 95pct)"
2026-04-06,LONG,4,ASHOKLEY,Capital Goods,147.08,150.72,2.47,1,0.287,0.38,"20d rel-strength low (-20.32, 0pct); dist from 20d high low (-28.35, 0pct); 5d momentum low (-11.18, 0pct)"
2026-04-06,LONG,5,BHARATFORG,Automobile and Auto Components,1646.1,1665.6,1.18,1,0.281,0.4,"9:45-10:00 push low (-1.91, 3pct); morning range high (+3.76, 92pct); morning volatility high (+0.27, 86pct)"
2026-04-07,LONG,1,SAMMAANCAP,Financial Services,145.68,145.49,-0.13,0,0.415,0.85,"morning range low (+1.25, 6pct); RSI high (+55.66, 87pct); morning volatility low (+0.12, 13pct)"
2026-04-07,LONG,2,SUNPHARMA,Healthcare,1709.8,1717.0,0.42,0,0.41,0.87,"near morning high/low high (+0.99, 99pct); strength vs sector high (+1.45, 97pct); recent volatility low (+2.54, 4pct)"
2026-04-07,LONG,3,HCLTECH,Information Technology,1426.6,1440.7,0.99,0,0.391,0.44,"vs morning VWAP high (+1.14, 100pct); near morning high/low high (+0.99, 99pct); 9:45-10:00 push high (+1.39, 99pct)"
2026-04-07,LONG,4,DALBHARAT,Construction Materials,1850.6,1834.0,-0.9,0,0.382,0.47,"vs morning VWAP low (-0.71, 1pct); near morning high/low low (+0.19, 6pct); 9:45-10:00 push low (-0.03, 8pct)"
2026-04-07,LONG,5,BOSCHLTD,Automobile and Auto Components,33300.0,33455.0,0.47,0,0.369,0.48,"up-bar share high (+0.63, 99pct); morning volume low (+11908.00, 1pct); 5d momentum high (+10.10, 99pct)"
2026-04-08,LONG,1,ASHOKLEY,Capital Goods,170.49,172.31,1.07,1,0.332,0.54,"vs morning VWAP high (+1.81, 100pct); morning range high (+4.93, 100pct); 9:45-10:00 push high (+1.35, 100pct)"
2026-04-08,LONG,2,JUBLFOOD,Consumer Services,440.85,435.75,-1.16,0,0.315,,"volume vs 20d high (+7.36, 100pct); vs morning VWAP high (+1.66, 100pct); morning range high (+4.58, 99pct)"
2026-04-08,LONG,3,SUNPHARMA,Healthcare,1707.1,1714.0,0.4,0,0.312,0.66,"recent volatility low (+2.49, 2pct); 9:45-10:00 push low (-0.92, 3pct); near morning high/low low (+0.01, 4pct)"
2026-04-08,LONG,4,LODHA,Realty,773.65,779.5,0.76,0,0.309,,"RSI low (+22.34, 1pct); 20d rel-strength low (-15.04, 2pct); dist from 20d high low (-21.97, 2pct)"
2026-04-08,LONG,5,BHARATFORG,Automobile and Auto Components,1757.9,1780.8,1.3,1,0.306,0.55,"morning move high (+2.41, 92pct); strength vs market high (+2.35, 92pct); vs morning VWAP high (+0.78, 91pct)"
2026-04-09,LONG,1,BHARATFORG,Automobile and Auto Components,1743.5,1742.4,-0.06,0,0.341,0.66,"morning move low (-1.94, 15pct); strength vs market low (-1.18, 15pct); 20d rel-strength low (-5.55, 16pct)"
2026-04-09,LONG,2,SAMMAANCAP,Financial Services,149.36,153.92,3.05,1,0.33,0.64,"near morning high/low low (+0.01, 5pct); 20d rel-strength high (+9.09, 89pct); 5d momentum low (+2.13, 14pct)"
2026-04-09,LONG,3,ASHOKLEY,Capital Goods,170.28,170.53,0.15,0,0.325,0.65,"volume vs 20d high (+3.15, 99pct); morning volume high (+12227169.00, 98pct); recent volatility high (+5.03, 98pct)"
2026-04-09,LONG,4,SUNPHARMA,Healthcare,1720.0,1716.6,-0.2,0,0.324,0.49,"5d momentum low (-2.42, 3pct); recent volatility low (+2.58, 4pct); RSI low (+38.15, 5pct)"
2026-04-09,LONG,5,BSE,Financial Services,3167.0,3260.0,2.94,1,0.301,0.35,"20d rel-strength high (+16.83, 98pct); 5d momentum high (+17.89, 98pct); volume vs 20d high (+2.25, 91pct)"
2026-04-10,LONG,1,LODHA,Realty,817.4,825.45,0.98,0,0.477,0.24,"morning move high (+3.47, 100pct); morning range high (+4.79, 100pct); strength vs market high (+2.95, 100pct)"
2026-04-10,LONG,2,BSE,Financial Services,3264.0,3284.0,0.61,0,0.466,0.51,"strength vs sector low (-2.25, 2pct); 20d rel-strength high (+18.70, 98pct); 5d momentum high (+13.59, 96pct)"
2026-04-10,LONG,3,SAMMAANCAP,Financial Services,155.16,156.55,0.9,0,0.465,0.73,"volume vs 20d low (+0.56, 6pct); morning volume high (+4255092.00, 91pct); vs morning VWAP low (-0.46, 10pct)"
2026-04-10,LONG,4,ASHOKLEY,Capital Goods,176.45,177.8,0.77,0,0.439,0.49,"morning volume high (+10025323.00, 98pct); near morning high/low high (+1.00, 98pct); vs morning VWAP high (+0.71, 98pct)"
2026-04-10,LONG,5,DALBHARAT,Construction Materials,1930.9,1972.6,2.16,1,0.431,0.35,"volume vs 20d low (+0.35, 0pct); morning volume low (+37430.00, 5pct); morning volatility high (+0.20, 90pct)"
2026-04-13,LONG,1,DALBHARAT,Construction Materials,1923.1,1949.3,1.36,1,0.372,0.51,"dist from 20d high high (-0.33, 94pct); morning volume low (+50971.00, 8pct); 9:45-10:00 push high (+0.69, 85pct)"
2026-04-13,LONG,2,BHARATFORG,Automobile and Auto Components,1758.0,1803.9,2.61,1,0.341,0.5,"vs morning VWAP low (-0.16, 8pct); morning move low (-0.68, 10pct); strength vs market low (-1.30, 10pct)"
2026-04-13,LONG,3,SAMMAANCAP,Financial Services,153.65,154.1,0.29,0,0.319,0.55,"RSI high (+64.79, 91pct); 20d rel-strength high (+8.32, 86pct); morning volume high (+2672239.00, 82pct)"
2026-04-13,LONG,4,MUTHOOTFIN,Financial Services,3561.3,3563.8,0.07,0,0.318,0.34,"dist from 20d high high (-0.17, 100pct); vs morning VWAP high (+1.40, 96pct); morning range high (+3.80, 93pct)"
2026-04-13,LONG,5,PRESTIGE,Realty,1295.3,1304.3,0.69,0,0.317,0.31,"9:45-10:00 push high (+1.01, 96pct); morning volatility high (+0.23, 95pct); vs morning VWAP high (+1.16, 94pct)"
2026-04-15,LONG,1,DALBHARAT,Construction Materials,1981.1,1974.8,-0.32,0,0.325,0.63,"morning volume low (+51134.00, 5pct); 9:45-10:00 push high (+0.29, 88pct); dist from 20d high high (-1.40, 84pct)"
2026-04-15,LONG,2,ADANIGREEN,Power,1104.15,1095.8,-0.76,0,0.315,0.29,"5d momentum high (+17.84, 100pct); 20d rel-strength high (+27.85, 99pct); RSI high (+77.60, 98pct)"
2026-04-15,LONG,3,BHARATFORG,Automobile and Auto Components,1827.9,1830.8,0.16,0,0.309,0.62,"up-bar share low (+0.35, 4pct); dist from 20d high high (-1.16, 90pct); morning range low (+1.18, 11pct)"
2026-04-15,LONG,4,SUZLON,Capital Goods,48.13,49.15,2.12,1,0.297,,"morning volume high (+62312457.00, 100pct); vs morning VWAP high (+0.98, 99pct); up-bar share high (+0.61, 98pct)"
2026-04-15,LONG,5,MUTHOOTFIN,Financial Services,3593.6,3598.3,0.13,0,0.293,0.26,"vs morning VWAP low (-1.19, 1pct); 9:45-10:00 push low (-1.02, 1pct); strength vs sector low (-1.96, 2pct)"
2026-04-16,LONG,1,SUZLON,Capital Goods,49.19,50.23,2.11,1,0.253,0.48,"morning volume high (+54950668.00, 100pct); volume vs 20d high (+2.61, 99pct); 5d momentum high (+18.24, 98pct)"
2026-04-16,LONG,2,BHARATFORG,Automobile and Auto Components,1833.3,1857.3,1.31,1,0.212,0.47,"volume vs 20d high (+1.21, 74pct); recent volatility high (+3.86, 73pct); 9:45-10:00 push high (+0.04, 73pct)"
2026-04-16,LONG,3,DALBHARAT,Construction Materials,1976.3,1976.9,0.03,0,0.21,0.48,"morning volume low (+22339.00, 2pct); vs morning VWAP high (-0.02, 87pct); 9:45-10:00 push high (+0.09, 82pct)"
2026-04-16,LONG,4,BSE,Financial Services,3437.4,3449.0,0.34,0,0.204,0.39,"20d rel-strength high (+16.44, 98pct); 5d momentum high (+14.91, 93pct); RSI high (+72.89, 90pct)"
2026-04-16,LONG,5,MOTHERSON,Automobile and Auto Components,122.69,122.86,0.14,0,0.197,0.35,"morning range high (+2.65, 91pct); vs morning VWAP low (-1.10, 9pct); 5d momentum high (+13.93, 91pct)"
2026-04-17,LONG,1,SUZLON,Capital Goods,51.79,52.75,1.85,1,0.381,0.61,"morning volume high (+69302307.00, 100pct); morning volatility high (+0.29, 99pct); 5d momentum high (+13.61, 98pct)"
2026-04-17,LONG,2,BHARATFORG,Automobile and Auto Components,1864.9,1861.1,-0.2,0,0.289,0.6,"dist from 20d high high (-0.23, 100pct); near morning high/low high (+1.00, 99pct); morning volatility high (+0.23, 94pct)"
2026-04-17,LONG,3,RADICO,Fast Moving Consumer Goods,3108.0,3185.5,2.49,1,0.284,0.32,"volume vs 20d high (+2.20, 98pct); morning move high (+2.23, 95pct); morning range high (+3.12, 95pct)"
2026-04-17,LONG,4,DLF,Realty,592.65,601.55,1.5,1,0.276,0.42,"near morning high/low high (+0.99, 96pct); 9:45-10:00 push high (+0.96, 96pct); morning range low (+1.09, 14pct)"
2026-04-17,LONG,5,PFC,Financial Services,461.35,465.45,0.89,0,0.275,0.37,"volume vs 20d high (+2.16, 98pct); 9:45-10:00 push high (+1.01, 97pct); 5d momentum high (+9.88, 92pct)"
2026-04-20,LONG,1,DLF,Realty,593.25,597.25,0.67,0,0.375,0.57,"morning move low (-1.45, 14pct); strength vs market low (-0.84, 14pct); vs morning VWAP low (-0.55, 14pct)"
2026-04-20,LONG,2,ADANIPOWER,Power,203.49,201.8,-0.83,0,0.371,0.21,"morning move high (+2.51, 100pct); morning range high (+4.00, 100pct); strength vs market high (+3.13, 100pct)"
2026-04-20,LONG,3,RADICO,Fast Moving Consumer Goods,3250.0,3349.2,3.05,1,0.359,0.49,"5d momentum high (+17.29, 100pct); morning move high (+0.90, 97pct); morning range high (+3.35, 97pct)"
2026-04-20,LONG,4,ANGELONE,Financial Services,321.01,319.94,-0.33,0,0.355,,"volume vs 20d high (+5.44, 100pct); 20d rel-strength high (+44.82, 100pct); morning volatility high (+0.30, 99pct)"
2026-04-20,LONG,5,PAGEIND,Textiles,37815.0,38475.0,1.75,1,0.344,,"morning volume low (+6988.00, 1pct); 20d rel-strength high (+21.71, 97pct); RSI high (+86.58, 97pct)"
2026-04-21,LONG,1,SUZLON,Capital Goods,53.07,53.1,0.06,0,0.338,0.71,"5d momentum high (+15.84, 100pct); morning volume high (+34102769.00, 99pct); 9:45-10:00 push high (+0.86, 98pct)"
2026-04-21,LONG,2,PGEL,Consumer Durables,565.55,563.05,-0.44,0,0.303,0.25,"recent volatility high (+5.08, 100pct); 5d momentum high (+14.85, 99pct); near morning high/low high (+0.99, 97pct)"
2026-04-21,LONG,3,RADICO,Fast Moving Consumer Goods,3267.9,3254.5,-0.41,0,0.281,0.62,"morning volatility high (+0.34, 100pct); 5d momentum high (+19.60, 100pct); vs morning VWAP low (-2.46, 0pct)"
2026-04-21,LONG,4,CGPOWER,Capital Goods,809.0,804.5,-0.56,0,0.278,0.34,"volume vs 20d high (+1.83, 97pct); up-bar share high (+0.59, 94pct); 9:45-10:00 push high (+0.56, 94pct)"
2026-04-21,LONG,5,LTM,Information Technology,4723.0,4750.4,0.58,0,0.275,0.15,"up-bar share high (+0.70, 100pct); 9:45-10:00 push high (+0.57, 95pct); morning volume low (+33561.00, 6pct)"
