entry_date,signal_date,n_positions,symbols,avg_score,avg_rule_score,avg_profile_score
2025-01-02,2025-01-01,15,"CRISIL,NEWGEN,POWERINDIA,TARIL,ATGL,ITI,IREDA,COCHINSHIP,PGEL,BAJAJHLDNG,TECHNOE,UTIAMC,BLUESTARCO,KAYNES,RITES",8.73961617559123,3.302642221959592,1.8886279752334665
2025-01-03,2025-01-02,15,"AIIL,BLUESTARCO,POWERINDIA,TARIL,RPOWER,TECHNOE,IREDA,KALYANKJIL,ACUTAAS,LLOYDSME,CRISIL,UTIAMC,SUNDARMFIN,ITI,PNBHOUSING",8.1945245965001,3.090717110644874,1.8803957411872425
2025-01-06,2025-01-03,15,"TARIL,AIIL,SUNDARMFIN,RPOWER,FORCEMOT,LLOYDSME,ZENSARTECH,CHOLAHLDNG,PARADEEP,BLUEJET,IREDA,ITI,POLYMED,PTCIL,BLUESTARCO",8.788208366367975,3.320266244044431,2.049796850544996
2025-01-07,2025-01-06,15,"LLOYDSME,VIJAYA,AIIL,PARADEEP,BLUESTARCO,PTCIL,SAREGAMA,TARIL,SAPPHIRE,APARINDS,DEVYANI,ITI,FORCEMOT,CARTRADE,SHYAMMETL",8.599826926931526,3.3653491968523443,2.0576290017753025
2025-01-08,2025-01-07,15,"PARADEEP,SAREGAMA,VIJAYA,DEVYANI,PTCIL,AIIL,TARIL,LLOYDSME,FSL,APARINDS,SAPPHIRE,AMBER,ITI,CARTRADE,BLUEJET",8.444615541501229,3.331145267566526,2.0044859045509336
2025-01-09,2025-01-08,15,"VIJAYA,ITI,ACUTAAS,AEGISLOG,PTCIL,IREDA,TARIL,ZEEL,SAGILITY,BLUEJET,OIL,MINDACORP,PARADEEP,JSWDULUX,SHYAMMETL",8.075793478103634,3.1593563767359916,1.9838651326840848
2025-01-10,2025-01-09,15,"PTCIL,VIJAYA,AEGISLOG,CREDITACC,ACUTAAS,PHOENIXLTD,MINDACORP,CONCORDBIO,JSWDULUX,CARTRADE,SAREGAMA,ZEEL,ITI,BDL,ANANTRAJ",8.59184404795099,3.293921291736147,2.022733427428026
2025-01-13,2025-01-10,15,"VIJAYA,PTCIL,JSWDULUX,ANANTRAJ,PHOENIXLTD,ANANDRATHI,SUNDARMFIN,BDL,SHYAMMETL,LLOYDSME,NAVINFLUOR,CONCORDBIO,AEGISLOG,ITI,CARTRADE",7.864636312076666,3.1278950591861676,1.9146829933237854
2025-01-14,2025-01-13,15,"VIJAYA,CONCORDBIO,ANANDRATHI,PTCIL,RKFORGE,CARTRADE,SHYAMMETL,PHOENIXLTD,BLUESTARCO,PCBL,JSWDULUX,SYRMA,AEGISLOG,KAYNES,PGEL",7.184721443219166,2.6833846570305937,1.8473661410798397
2025-01-15,2025-01-14,15,"ANANDRATHI,PTCIL,BSE,PPLPHARMA,KAYNES,SUNDARMFIN,AEGISLOG,RKFORGE,AIIL,NETWEB,ZENTEC,MINDACORP,MAZDOCK,KALYANKJIL,CARTRADE",6.745021068520517,2.5806903024280214,1.7368894567483248
