entry_date,signal_date,n_positions,symbols,avg_score,avg_rule_score,avg_profile_score,exit_time,exit_reason,n_positions_filled,gross_ret5x_pct,net_ret5x_pct,charges_rs
2025-01-10,2025-01-09,15,"PTCIL,VIJAYA,AEGISLOG,CREDITACC,ACUTAAS,PHOENIXLTD,MINDACORP,CONCORDBIO,JSWDULUX,CARTRADE,SAREGAMA,ZEEL,ITI,BDL,ANANTRAJ",8.59184404795099,3.293921291736147,2.022733427428026,09:19,HARD_STOP,15,-3.8627239999999294,-4.178127004153169,1577.0150207662
2025-01-13,2025-01-10,15,"VIJAYA,PTCIL,JSWDULUX,ANANTRAJ,PHOENIXLTD,ANANDRATHI,SUNDARMFIN,BDL,SHYAMMETL,LLOYDSME,NAVINFLUOR,CONCORDBIO,AEGISLOG,ITI,CARTRADE",7.864636312076666,3.1278950591861676,1.9146829933237854,09:17,HARD_STOP,15,-4.753239999999944,-5.067837933519144,1572.989667596
2025-01-14,2025-01-13,15,"VIJAYA,CONCORDBIO,ANANDRATHI,PTCIL,RKFORGE,CARTRADE,SHYAMMETL,PHOENIXLTD,BLUESTARCO,PCBL,JSWDULUX,SYRMA,AEGISLOG,KAYNES,PGEL",7.184721443219166,2.6833846570305937,1.8473661410798397,09:26,HARD_STOP,15,-3.7769799999999814,-4.091895855796861,1574.5792789844002
2025-01-15,2025-01-14,15,"ANANDRATHI,PTCIL,BSE,PPLPHARMA,KAYNES,SUNDARMFIN,AEGISLOG,RKFORGE,AIIL,NETWEB,ZENTEC,MINDACORP,MAZDOCK,KALYANKJIL,CARTRADE",6.745021068520517,2.5806903024280214,1.7368894567483248,09:34,HARD_STOP,15,-3.7476000000000003,-4.0625933245616395,1574.9666228081996
2025-01-16,2025-01-15,15,"ADANIPOWER,MAHABANK,ADANIGREEN,JBMA,ANANDRATHI,MINDACORP,PGEL,ADANIENSOL,KAYNES,ANANTRAJ,MAZDOCK,THERMAX,IDBI,POWERINDIA,UTIAMC",7.028527269507856,2.813590217254332,1.6775419681706325,09:56,HARD_STOP,15,-3.017040000000037,-3.3324524855810047,1577.0624279048398
2025-01-17,2025-01-16,15,"ADANIPOWER,IDEA,THERMAX,MAHABANK,IDBI,INOXWIND,ADANIGREEN,PAYTM,SWANCORP,ADANIENSOL,RVNL,POWERINDIA,RAILTEL,UCOBANK,MINDACORP",7.783853195174405,3.0278930790362364,1.828086358091653,09:17,HARD_STOP,15,-3.2514080000000076,-3.5673641166835193,1579.78058341756
2025-01-20,2025-01-17,15,"JWL,GMDCLTD,IDBI,SWANCORP,ADANIPOWER,IRCON,IDEA,BDL,DEEPAKFERT,RVNL,RAILTEL,ADANIGREEN,MINDACORP,RPOWER,PAYTM",8.58250251436973,3.309023063566898,1.8567214054106704,09:17,HARD_STOP,15,-3.816045999999903,-4.132469103568844,1582.1155178447002
2025-01-21,2025-01-20,15,"JWL,RVNL,IDBI,BDL,GRSE,PAYTM,IDEA,IRCON,NBCC,IFCI,MAZDOCK,HUDCO,HINDCOPPER,BLS,RAILTEL",8.555945478434808,3.2615430601690867,1.8644873588297344,09:24,HARD_STOP,15,-2.997866000000015,-3.314435840387011,1582.8492019349799
2025-01-22,2025-01-21,15,"GRSE,MAZDOCK,BDL,BLS,IDEA,RVNL,REDINGTON,PARADEEP,IDBI,IFCI,HINDCOPPER,COCHINSHIP,MANAPPURAM,ADANIENSOL,NBCC",8.361894287985418,3.110408840181276,1.8646918123678482,09:17,HARD_STOP,15,-5.153806000000053,-5.469737996291616,1579.65998145782
2025-01-23,2025-01-22,15,"TEJASNET,PARADEEP,GRSE,IDEA,REDINGTON,BDL,PGEL,SWIGGY,IFCI,SYRMA,NBCC,MOTILALOFS,NEWGEN,HINDCOPPER,KAYNES",7.879876827364809,2.818860871315923,1.8157085187140527,15:29,EOD,15,9.704135999999941,9.383954296324932,1600.9085183750403
2025-01-24,2025-01-23,15,"PARADEEP,BBTC,REDINGTON,TEJASNET,IDEA,BDL,GRSE,PREMIERENE,GODIGIT,ZENTEC,MAZDOCK,WOCKPHARMA,KARURVYSYA,PGEL,CREDITACC",8.125863973753447,3.2120021927945075,1.8486426201063897,09:20,HARD_STOP,15,-4.564737999999895,-4.880811805943268,1580.36902971686
2025-01-27,2025-01-24,15,"GODIGIT,AMBER,BBTC,WOCKPHARMA,PERSISTENT,ZENTEC,GRSE,KAYNES,PARADEEP,PGEL,ZENSARTECH,LAURUSLABS,PREMIERENE,DCMSHRIRAM,NAVA",7.6429595475385845,2.965569016039616,1.7215784018907405,09:17,HARD_STOP,15,-5.459429999999981,-5.774986188348881,1577.7809417444998
2025-01-28,2025-01-27,15,"GODIGIT,ZENSARTECH,REDINGTON,KFINTECH,FIVESTAR,CGCL,ZENTEC,BBTC,TECHNOE,DCMSHRIRAM,MOTILALOFS,AMBER,SUMICHEM,JYOTICNC,PGEL",7.995928472373502,3.0359846977212945,1.7586785839148231,09:18,HARD_STOP,15,-3.7433439999999476,-4.059523752817156,1580.89876408604
2025-01-29,2025-01-28,15,"AMBER,DCMSHRIRAM,MAZDOCK,SOBHA,SUMICHEM,PGEL,KAYNES,ZENTEC,CREDITACC,JYOTICNC,MOTILALOFS,PREMIERENE,JWL,SWIGGY,SHRIRAMFIN",7.831659021800375,2.8192319239941823,1.852648131689678,15:29,EOD,15,18.232509999999962,17.910444087928905,1610.3295603553
2025-01-30,2025-01-29,15,"SOBHA,CREDITACC,SYRMA,BLUEJET,AMBER,ACUTAAS,DEEPAKFERT,KFINTECH,CARTRADE,RVNL,PREMIERENE,ANANTRAJ,KAYNES,KPITTECH,FIVESTAR",7.454683665616171,3.1123307468918906,1.8074306818456216,10:52,TRAIL,15,3.5715300000000747,3.253220472234374,1591.5476388284999
2025-01-31,2025-01-30,15,"SYRMA,INOXWIND,ACUTAAS,BRIGADE,HBLENGINE,SOBHA,CARTRADE,POWERINDIA,ZENSARTECH,ANANTRAJ,KPITTECH,RVNL,LAURUSLABS,ZENTEC,TECHNOE",8.184229944271923,3.1364962429683305,2.0238636842955446,15:29,EOD,15,12.804068000000063,12.483177468685064,1604.4526565750002
