month,days,win_pct,avg_names,ret5x_pct,avg_day5x
2024-12,21,23.809523809523807,15.0,-30.38552680051926,-1.4469298476437742
2025-01,23,26.08695652173913,15.0,-16.927129947372,-0.7359621716248695
