bucket,symbol,patterns,total_n,avg_d1_mean,max_avg_d1,edge_score,stability_score,weighted_avg_d1
2-5%,CASTROLIND,12,97,2.32625,3.022,218.042,75.652551444323,2.247855670103093
2-5%,SJVN,10,78,2.7503,4.418,217.756,76.5776062781122,2.7917435897435894
2-5%,KARURVYSYA,21,77,2.8343333333333334,3.943,212.766,110.87192520066651,2.7631948051948054
2-5%,ABREL,11,88,2.417818181818182,2.923,211.68,72.98417349844317,2.4054545454545453
2-5%,AIIL,23,87,2.4604782608695652,4.018,208.048,108.02425212284459,2.391356321839081
2-5%,APARINDS,13,78,2.653538461538462,4.153,201.105,81.11140257847865,2.5782692307692305
2-5%,APLAPOLLO,17,83,2.4618235294117645,3.378,199.87,90.90289216139334,2.4080722891566264
2-5%,CARTRADE,14,78,2.641214285714286,3.203,199.324,83.1190790309494,2.5554358974358973
2-5%,PNBHOUSING,12,80,2.545666666666667,3.416,198.731,76.63459861188443,2.4841375
2-5%,IDFCFIRSTB,16,74,2.6985,4.179,195.787,89.88110727104484,2.64577027027027
2-5%,HINDCOPPER,13,71,2.7913846153846156,4.876,195.698,83.32063152777822,2.7563098591549298
2-5%,JINDALSAW,11,76,2.5102727272727274,3.444,193.631,71.05601532846688,2.5477763157894735
2-5%,SAREGAMA,13,71,2.931076923076923,4.804,190.221,83.1996166375862,2.6791690140845077
2-5%,USHAMART,13,74,2.7119230769230773,4.807,186.03,79.04360151325852,2.513918918918919
2-5%,MAPMYINDIA,11,69,2.7024545454545454,3.705,185.34300000000002,73.05330597339301,2.6861304347826085
2-5%,RAILTEL,11,77,2.575090909090909,4.823,184.178,68.98765166620944,2.3919220779220787
2-5%,BEML,9,73,2.5863333333333336,3.392,183.492,62.494106562996,2.5135890410958908
2-5%,NEWGEN,12,65,2.8694166666666665,3.823,181.66,77.52013070702054,2.7947692307692313
2-5%,ECLERX,11,67,2.803272727272727,4.743,181.051,71.66267087330253,2.7022537313432835
2-5%,NHPC,14,72,2.5707142857142857,3.615,179.571,78.6867374026685,2.4940416666666665
2-5%,ELECON,14,67,2.741285714285714,4.636,176.446,80.50342464849449,2.633522388059702
2-5%,GICRE,11,63,2.858,4.32,176.264,72.74602755559349,2.7978412698412702
2-5%,GRANULES,13,76,2.334230769230769,3.085,174.681,71.15121983873253,2.298434210526316
2-5%,FINCABLES,10,65,2.7892,3.723,169.397,65.65776465311947,2.6061076923076927
2-5%,BAYERCROP,14,60,2.932571428571429,3.111,169.316,81.8387924887836,2.8219333333333334
2-5%,SUNDARMFIN,12,63,2.7610833333333336,4.102,168.252,73.7610465119427,2.670666666666667
2-5%,EXIDEIND,12,62,2.8173333333333335,4.072,166.004,73.76160348108841,2.6774838709677424
2-5%,TIMKEN,10,64,2.6300999999999997,3.381,165.555,64.53395515688592,2.586796875
2-5%,HOMEFIRST,12,67,2.56875,3.806,163.292,69.54061436234355,2.437194029850746
2-5%,LLOYDSME,15,60,2.848466666666667,4.694,163.22400000000002,82.50434737128714,2.7204
2-5%,FIVESTAR,15,64,2.612933333333333,4.2,163.185,79.02419343392923,2.5497656249999996
2-5%,GRAPHITE,9,65,2.5077777777777777,3.226,158.676,58.8690285971785,2.4411692307692308
2-5%,CHENNPETRO,10,66,2.4354,2.937,157.58,60.78349434704851,2.3875757575757572
2-5%,KPIL,12,49,3.1710833333333333,4.504,154.245,76.14733700956675,3.147857142857143
2-5%,HEG,10,60,2.6329000000000002,4.566,154.151,62.86765374489301,2.569183333333333
2-5%,IPCALAB,11,59,2.627818181818182,4.093,152.95,65.12156212466806,2.592372881355932
2-5%,MOTILALOFS,12,63,2.486666666666667,3.316,151.287,64.54135122280783,2.401380952380952
2-5%,COHANCE,14,60,2.516142857142857,3.073,148.31,70.96130665313336,2.471833333333334
2-5%,BLS,5,50,3.4348,4.568,148.075,48.81742597762598,2.9614999999999996
2-5%,ENGINERSIN,11,58,2.548363636363636,4.1,146.97899999999998,62.00559805457245,2.5341206896551727
2-5%,DEEPAKFERT,9,54,2.7923333333333336,3.386,146.79500000000002,59.74911918674826,2.718425925925926
2-5%,ZFCVINDIA,12,55,2.761083333333333,4.789,146.283,68.41364668659243,2.6596909090909095
2-5%,BANKBARODA,12,59,2.5355000000000003,3.285,145.01500000000001,65.98226584076401,2.4578813559322037
2-5%,BBTC,8,57,2.57225,3.587,143.18200000000002,53.40341686928333,2.511964912280702
2-5%,RHIM,11,46,3.058181818181818,4.06,140.617,68.25909590401014,3.056891304347826
2-5%,ZENTEC,10,48,2.9170000000000003,4.113,140.091,63.0885406556501,2.9185625
2-5%,SOBHA,7,60,2.375142857142857,3.264,135.528,44.56863473908595,2.2588000000000004
2-5%,BLUEJET,14,58,2.301428571428571,3.236,134.021,64.87944851246716,2.310706896551724
2-5%,KIRLOSENG,9,47,2.980888888888889,4.393,133.619,58.808832414925874,2.842957446808511
2-5%,CCL,9,46,3.048888888888889,4.803,132.131,59.40233346179558,2.872413043478261
2-5%,J&KBANK,9,54,2.526888888888889,3.54,131.35,52.305208019180334,2.4324074074074074
2-5%,PHOENIXLTD,11,52,2.6056363636363638,3.526,130.656,60.51226576047192,2.5126153846153847
2-5%,BALKRISIND,16,54,2.3802499999999998,3.167,130.1,70.10891394941402,2.409259259259259
2-5%,IDEA,4,56,2.33675,2.747,129.37,34.20087846164314,2.3101785714285716
2-5%,PCBL,11,50,2.6497272727272727,4.141,129.337,60.726001202385845,2.5867400000000003
2-5%,PATANJALI,10,44,2.9765,3.891,128.914,60.688496020870865,2.929863636363636
2-5%,JBCHEPHARM,10,55,2.3935,2.77,128.062,54.7051998681908,2.3284
2-5%,ARE&M,8,46,2.7135,3.761,127.50200000000001,51.16138910606411,2.771782608695652
2-5%,LINDEINDIA,10,46,2.7585,4.461,127.033,58.363993964806696,2.7615869565217395
2-5%,SAMMAANCAP,9,49,2.7622222222222224,4.74,125.285,54.80385134427315,2.5568367346938774
2-5%,HONASA,9,50,2.5294444444444446,3.736,124.348,52.408283589450846,2.48696
2-5%,PAYTM,5,48,2.6682,3.399,123.142,40.114906626588294,2.5654583333333334
2-5%,BEL,10,45,2.7851,3.737,122.293,57.69355475269677,2.7176222222222224
2-5%,HSCL,8,40,3.117875,3.912,121.911,54.1979917742314,3.047775
2-5%,SONATSOFTW,8,48,2.6215,4.308,119.738,49.15531526392483,2.4945416666666667
2-5%,DCMSHRIRAM,10,45,2.8803,4.031,119.379,57.341411715809535,2.6528666666666667
2-5%,STARHEALTH,10,50,2.3960999999999997,2.925,118.264,51.76823330367221,2.36528
2-5%,RBLBANK,9,47,2.518111111111111,3.031,117.843,51.48899794071266,2.5072978723404256
2-5%,MINDACORP,8,49,2.4405,3.074,117.712,47.15487562556603,2.402285714285714
2-5%,KIMS,11,48,2.5381818181818185,3.405,117.66499999999999,56.17780768560529,2.4513541666666665
2-5%,CUMMINSIND,10,47,2.5736,3.184,117.38799999999999,54.44467550990993,2.497617021276596
2-5%,CESC,8,49,2.44225,3.334,116.491,47.15411147343528,2.3773673469387755
2-5%,ZOMATO,7,43,2.812857142857143,4.081,116.376,46.79191539587222,2.706418604651163
2-5%,DLF,11,49,2.4363636363636365,3.348,116.31,55.08347089452927,2.373673469387755
2-5%,PTCIL,8,46,2.495125,2.91,115.446,46.5227686469736,2.509695652173913
2-5%,ZEEL,7,47,2.6177142857142854,3.204,114.07499999999999,44.318798687893015,2.427127659574468
2-5%,IIFL,7,49,2.328,2.674,113.985,42.71220516026141,2.3262244897959183
2-5%,AFFLE,9,41,2.7525555555555554,3.232,111.54899999999999,51.5194181335339,2.7207073170731704
2-5%,MCX,10,42,2.7275,3.724,111.53399999999999,54.60138097615095,2.6555714285714287
2-5%,BANDHANBNK,11,47,2.475090909090909,3.764,111.13799999999999,54.50402521901516,2.3646382978723404
2-5%,OBEROIRLTY,10,43,2.649,3.789,110.14,53.29658366918312,2.5613953488372094
2-5%,EIDPARRY,8,40,2.755125,4.143,109.628,48.65580266816767,2.7407
2-5%,FORCEMOT,8,42,2.613875,3.56,108.661,47.202069156038895,2.5871666666666666
2-5%,RECLTD,8,47,2.349125,3.031,108.252,44.03960178733415,2.3032340425531914
2-5%,CYIENT,10,39,2.8368,4.378,108.191,55.01000680583884,2.7741282051282052
2-5%,NAVINFLUOR,11,43,2.520636363636364,2.883,107.54,54.32879307116675,2.5009302325581397
2-5%,SOLARINDS,9,40,2.6216666666666666,4.089,104.208,49.1215818767553,2.6052
2-5%,OFSS,7,34,3.069,4.607,102.899,46.83103433387499,3.026441176470588
2-5%,RKFORGE,6,30,3.2475,4.117,102.187,44.16495742831543,3.4062333333333337
2-5%,DEEPAKNTR,10,38,2.7574,3.407,101.143,52.4274261065453,2.661657894736842
2-5%,HONAUT,6,37,2.9170000000000003,4.488,101.06400000000001,41.65813468584619,2.7314594594594594
2-5%,TITAGARH,6,39,2.5436666666666667,2.988,99.146,38.350949332406024,2.542205128205128
2-5%,NATCOPHARM,6,39,2.5835,3.504,98.619,38.55346417973227,2.5286923076923076
2-5%,JSWDULUX,9,35,2.8797777777777775,3.913,98.268,49.937927183362376,2.807657142857143
2-5%,JWL,6,35,2.8115,3.727,97.28099999999999,40.126591377646655,2.7794571428571424
2-5%,GMRAIRPORT,8,40,2.435125,2.921,96.199,42.88092880438132,2.404975
2-5%,SPLPETRO,6,41,2.4341666666666666,2.862,96.137,36.19364043032462,2.3448048780487807
2-5%,PETRONET,8,39,2.46475,2.933,96.13499999999999,42.79322018324726,2.465
2-5%,AJANTPHARM,7,42,2.3314285714285714,3.078,95.895,39.106815960755576,2.2832142857142856
2-5%,CEATLTD,9,38,2.4855555555555555,3.645,94.476,45.5447090782443,2.4862105263157894
2-5%,VBL,10,38,2.4539999999999997,3.106,94.309,47.599666807557384,2.4818157894736843
2-5%,KPRMILL,9,38,2.4835555555555557,3.081,93.33099999999999,45.44964699922033,2.456078947368421
2-5%,IGL,7,38,2.464,2.974,92.994,39.49858693282169,2.4472105263157897
2-5%,CENTRALBK,6,35,2.717833333333333,3.857,92.751,37.94145421981641,2.650028571428571
2-5%,POLYMED,7,35,2.661857142857143,3.952,91.53999999999999,41.00065741632519,2.615428571428571
2-5%,JKTYRE,6,34,2.733,4.326,91.47800000000001,38.35334928162087,2.690529411764706
2-5%,HINDALCO,6,27,3.455833333333333,4.209,90.399,43.05244845281443,3.3481111111111113
2-5%,COROMANDEL,7,41,2.208428571428571,2.614,90.02,36.774191859474705,2.1956097560975607
2-5%,GVT&D,4,37,2.4274999999999998,2.643,89.77799999999999,28.170149839902138,2.4264324324324322
2-5%,PRESTIGE,4,34,3.00275,3.827,87.17699999999999,30.126012532760264,2.5640294117647056
2-5%,EIHOTEL,8,28,3.0865,4.533,86.64500000000001,46.03375957723696,3.094464285714286
2-5%,INDHOTEL,9,36,2.485666666666667,3.705,86.3,43.49776168829635,2.3972222222222226
2-5%,TATASTEEL,6,34,2.7168333333333337,4.289,86.152,36.37033525588197,2.5338823529411765
2-5%,AWL,8,34,2.6466250000000002,4.062,85.582,42.167697636936545,2.5171176470588232
2-5%,HINDPETRO,5,35,2.4246,2.718,85.41499999999999,32.0895910284149,2.4404285714285714
2-5%,TORNTPOWER,6,30,2.857333333333333,3.706,83.93900000000001,37.5648731449145,2.797966666666667
2-5%,TRIDENT,8,31,2.7605,3.661,83.532,42.68056325586369,2.6945806451612904
2-5%,LICHSGFIN,8,33,2.535375,3.16,82.452,40.32708784848692,2.4985454545454546
2-5%,JSL,8,31,2.639,3.342,81.463,41.35272585793198,2.627838709677419
2-5%,UBL,10,34,2.4013,2.591,80.61999999999999,43.71119167823637,2.371176470588235
2-5%,ABSLAMC,6,30,2.7696666666666663,3.666,78.38,35.0480866820088,2.612666666666667
2-5%,SUPREMEIND,5,34,2.2056,2.554,77.041,28.73746369161259,2.265911764705882
2-5%,BALRAMCHIN,6,28,2.9118333333333335,3.95,76.946,36.38251884482285,2.7480714285714285
2-5%,MOTHERSON,6,28,2.846,3.577,76.37,35.72640889485883,2.7275
2-5%,SAPPHIRE,7,35,2.1765714285714286,2.304,75.812,33.849459132025146,2.166057142857143
2-5%,APOLLOHOSP,7,29,2.648285714285714,3.209,73.97800000000001,36.54250448977603,2.550965517241379
2-5%,AUROPHARMA,6,21,3.532,4.307,72.958,39.12362134287499,3.474190476190476
2-5%,KEC,5,31,2.4442,2.803,72.618,28.376220398002115,2.342516129032258
2-5%,APTUS,5,28,2.661,3.505,71.912,30.71371111893098,2.5682857142857145
2-5%,IRB,7,28,2.627,3.435,71.717,35.85075070161748,2.561321428571429
2-5%,GRASIM,8,32,2.274625,2.662,71.688,35.77215471349842,2.24025
2-5%,INDUSINDBK,5,32,2.2464000000000004,2.851,70.18400000000001,27.840520595462728,2.19325
2-5%,IREDA,5,27,2.7774,4.113,68.572,30.401953511409772,2.539703703703704
2-5%,FORTIS,4,28,2.51425,3.213,68.53299999999999,25.518712307762843,2.447607142857142
2-5%,BLUESTARCO,4,26,2.71775,3.757,68.342,26.294878421855316,2.6285384615384615
2-5%,JUBLINGREA,4,29,2.3152500000000003,2.523,67.137,23.950956738105578,2.3150689655172414
2-5%,PFC,6,25,2.8275,4.755,66.85900000000001,33.06786245652851,2.6743600000000005
2-5%,ADANIGREEN,5,26,2.6202,3.197,66.479,28.955521587340012,2.5568846153846154
2-5%,ENDURANCE,6,28,2.4575,3.027,65.683,30.36838948617121,2.345821428571429
2-5%,ETERNAL,8,28,2.3583749999999997,3.013,65.59299999999999,35.08800172474266,2.3426071428571427
2-5%,VOLTAS,7,27,2.3765714285714283,2.646,64.675,32.60813054497246,2.39537037037037
2-5%,TIINDIA,5,26,2.4366,2.66,63.722,27.511742923184265,2.450846153846154
2-5%,JMFINANCIL,5,21,2.939,3.233,63.129,30.2517381093068,3.0061428571428572
2-5%,ANANTRAJ,6,24,2.6331666666666664,3.332,62.599999999999994,31.2823712590819,2.6083333333333334
2-5%,ABFRL,5,23,2.6668,3.301,62.522000000000006,28.56565713631243,2.7183478260869567
2-5%,EMAMILTD,5,25,2.6292,3.123,62.439,28.146051725066005,2.49756
2-5%,INDIANB,7,27,2.311571428571429,2.677,61.403,30.944271971978306,2.2741851851851855
2-5%,ASHOKLEY,8,26,2.33,2.724,59.95,33.30102165049466,2.305769230769231
2-5%,AMBUJACEM,5,23,2.6311999999999998,2.903,59.942,27.631357658105895,2.6061739130434782
2-5%,NAM-INDIA,5,23,2.5968,3.146,59.354,27.65904920987111,2.580608695652174
2-5%,AIAENG,5,21,2.8642,3.737,59.102,28.827866245151018,2.8143809523809518
2-5%,NETWEB,4,24,2.4234999999999998,3.011,58.96,23.347316010776083,2.4566666666666666
2-5%,CHALET,6,25,2.363166666666667,2.515,58.906,28.662604070690996,2.35624
2-5%,BIOCON,7,21,2.8018571428571426,3.254,58.839,33.97071248884839,2.8018571428571426
2-5%,CRAFTSMAN,2,19,2.9355,3.808,58.391999999999996,18.464752360024754,3.0732631578947367
2-5%,SCI,5,22,2.6976,3.468,57.672,27.688397357533766,2.6214545454545455
2-5%,NUVOCO,6,25,2.3718333333333335,2.915,57.036,27.797229816944053,2.28144
2-5%,UNOMINDA,5,24,2.4024,2.681,56.906,25.40376751650753,2.3710833333333334
2-5%,CANBK,5,25,2.276,2.421,56.480000000000004,25.09928134817109,2.2592000000000003
2-5%,CHOLAFIN,6,22,2.6355,4.714,56.374,29.59674842213627,2.5624545454545453
2-5%,ZYDUSWELL,3,22,2.4356666666666666,2.745,56.306,19.73024598184041,2.5593636363636363
2-5%,SBICARD,6,24,2.412333333333333,3.518,56.160999999999994,28.310118049689706,2.3400416666666666
2-5%,IRCTC,5,23,2.4602,3.03,55.864999999999995,25.88634838181454,2.4289130434782606
2-5%,KPITTECH,5,19,2.9466,4.767,55.345,28.439350350065673,2.9128947368421056
2-5%,DEVYANI,6,24,2.356,2.848,55.271,27.443431279143645,2.302958333333333
2-5%,RRKABEL,6,25,2.2663333333333333,3.249,54.884,27.01116418141987,2.19536
2-5%,JSWSTEEL,5,21,2.6494,3.566,54.009,26.34090247574682,2.571857142857143
2-5%,NAUKRI,5,20,2.681,3.644,53.561,26.711778057049067,2.6780500000000003
2-5%,M&M,6,22,2.4116666666666666,2.708,53.081,27.57539710585758,2.4127727272727273
2-5%,HAL,7,24,2.1704285714285714,2.795,51.807,27.916884938499184,2.158625
2-5%,SHRIRAMFIN,5,22,2.3576,2.704,51.559,24.35539753994461,2.343590909090909
2-5%,UPL,6,23,2.2146666666666666,2.485,51.469,26.045880452463923,2.2377826086956527
2-5%,TATACOMM,5,22,2.337,2.454,51.404,24.340146396013036,2.3365454545454547
2-5%,VTL,5,18,2.6022000000000003,4.024,51.105,25.42268733258101,2.839166666666667
2-5%,ABCAPITAL,5,20,2.6296,3.457,50.864,25.64107020142141,2.5432
2-5%,AAVAS,4,22,2.41925,2.727,50.151,21.392149228600996,2.279590909090909
2-5%,GLENMARK,5,20,2.4808,3.178,50.02,24.750819849463486,2.5010000000000003
2-5%,MAXHEALTH,5,21,2.4238,3.14,49.846,24.461306114290323,2.3736190476190475
2-5%,CLEAN,5,16,3.061,3.723,49.638,27.506612453262736,3.1023749999999994
2-5%,ONGC,3,24,2.0886666666666667,2.248,49.172,17.202031638556548,2.048833333333333
2-5%,BAJAJHLDNG,2,18,2.628,2.668,47.464,15.69595933370337,2.6368888888888886
2-5%,KAJARIACER,4,20,2.42775,2.719,47.435,21.107473840678594,2.37175
2-5%,SUNTV,5,22,2.161,2.276,47.271,22.373140121613073,2.148681818181818
2-5%,SCHAEFFLER,5,20,2.3494,2.514,47.067,23.35898191425346,2.35335
2-5%,JINDALSTEL,4,21,2.22775,2.383,46.617,20.058361911296192,2.2198571428571428
2-5%,SRF,4,22,2.06675,2.106,45.279,19.09480244439352,2.058136363636364
2-5%,ADANIENSOL,3,16,2.8526666666666665,3.912,43.918,19.24517382404732,2.7448749999999995
2-5%,ELGIEQUIP,2,18,2.6095,2.97,42.644999999999996,13.854530444100046,2.3691666666666666
2-5%,TEJASNET,4,18,2.3442499999999997,2.659,42.533,19.87086806324586,2.362944444444444
2-5%,YESBANK,3,15,3.042666666666667,3.498,41.722,19.122199575448388,2.7814666666666668
2-5%,SHREECEM,5,18,2.2826,2.553,41.177,21.55149640934319,2.287611111111111
2-5%,AUBANK,3,17,2.4783333333333335,2.805,40.771,16.798614799578985,2.3982941176470587
2-5%,ABB,4,18,2.315,2.838,40.581999999999994,19.06633732342854,2.254555555555555
2-5%,SONACOMS,2,15,2.9215,3.38,39.696,14.386414007667094,2.6464
2-5%,WHIRLPOOL,3,18,2.1923333333333335,2.392,39.625,15.903674602179496,2.201388888888889
2-5%,UTIAMC,4,12,3.287,4.434,39.444,22.773004017915596,3.2870000000000004
2-5%,ASAHIINDIA,4,15,2.62575,3.033,39.156,20.161321000022763,2.6104
2-5%,TBOTEK,5,15,2.5826000000000002,2.907,38.739000000000004,22.365972078136913,2.5826000000000002
2-5%,BANKINDIA,3,17,2.469,3.112,38.732,16.346539429257167,2.2783529411764705
2-5%,DRREDDY,4,15,2.5637499999999998,2.907,38.211,19.757330718460977,2.5474
2-5%,SWANCORP,3,17,2.174,2.277,36.435,15.12522721546647,2.1432352941176473
2-5%,RAINBOW,4,15,2.4467499999999998,2.822,36.168,18.709708578936983,2.4112000000000005
2-5%,MCDOWELL-N,3,14,2.7900000000000005,3.923,36.044,17.17401001521238,2.5745714285714283
2-5%,ESCORTS,3,16,2.2113333333333336,2.282,35.307,15.290157275144205,2.2066875
2-5%,HDFCLIFE,3,12,3.128,4.298,35.091,17.91300103537702,2.9242500000000002
2-5%,CARBORUNIV,3,15,2.2159999999999997,2.464,34.329,14.769460096613063,2.2886
2-5%,CAMS,3,14,2.472,2.752,33.788,15.675431178231838,2.4134285714285713
2-5%,GUJGASLTD,3,15,2.268666666666667,2.624,33.569,14.97776402290161,2.2379333333333333
2-5%,NH,3,14,2.4566666666666666,2.898,32.594,15.257568867708047,2.3281428571428573
2-5%,CUB,3,14,2.3026666666666666,2.563,31.771,14.571854648717327,2.269357142857143
2-5%,ICICIPRULI,3,12,2.7390000000000003,2.93,31.722,15.92326505609357,2.6435
2-5%,VEDL,4,13,2.44,2.717,31.545,17.511720802728735,2.4265384615384615
2-5%,DALBHARAT,4,14,2.21625,2.365,30.927,16.446331599168452,2.209071428571429
2-5%,DIXON,3,12,2.557,2.653,30.909,15.317707705084176,2.5757499999999998
2-5%,MEDANTA,3,13,2.3493333333333335,2.514,30.708,14.552928841969928,2.362153846153846
2-5%,KALYANKJIL,3,13,2.3386666666666667,2.558,30.043999999999997,14.377106455111942,2.311076923076923
2-5%,BRIGADE,3,12,2.6003333333333334,2.886,29.553,14.982478167034127,2.4627499999999998
2-5%,ZYDUSLIFE,2,14,2.1895,2.336,29.481,10.821935133176979,2.1057857142857146
2-5%,MARUTI,3,13,2.218,2.262,28.878,13.841985765104525,2.2213846153846153
2-5%,FEDERALBNK,3,12,2.3586666666666667,2.535,28.833000000000002,14.074699215125628,2.40275
2-5%,M&MFIN,4,12,2.39975,2.847,28.797,16.625955701853652,2.39975
2-5%,ABBOTINDIA,3,13,2.239333333333333,2.466,28.658,13.778998331793957,2.2044615384615387
2-5%,GAIL,3,11,2.5660000000000003,2.865,28.46,14.685605183589855,2.587272727272727
2-5%,JIOFIN,3,12,2.393333333333333,2.628,28.394,14.205283556117546,2.3661666666666665
2-5%,BHARTIHEXA,3,12,2.3646666666666665,2.368,28.375999999999998,14.187999999999999,2.3646666666666665
2-5%,LTF,4,12,2.33075,2.429,27.968999999999998,16.14790967896464,2.33075
2-5%,3MINDIA,4,12,2.31975,2.655,27.837,16.071699443431612,2.31975
2-5%,IEX,3,10,2.8333333333333335,3.229,27.708000000000002,15.314063681223377,2.7708000000000004
2-5%,ANGELONE,3,10,2.699,3.255,27.546,14.896590010248502,2.7546
2-5%,MUTHOOTFIN,4,13,2.1077500000000002,2.28,27.364,15.157843136138059,2.104923076923077
2-5%,NMDC,3,11,2.4226666666666667,3.208,27.038,13.990991342595096,2.458
2-5%,TRENT,2,12,2.158,2.288,26.156,10.588224858085358,2.1796666666666664
2-5%,LEMONTREE,2,11,2.5090000000000003,2.915,25.569000000000003,10.997110347404515,2.3244545454545458
2-5%,INDIGO,3,12,2.142,2.326,25.418999999999997,12.598755989821278,2.1182499999999997
2-5%,ACC,3,11,2.271333333333333,2.33,25.102,13.050837439503361,2.282
2-5%,THERMAX,2,9,2.7605000000000004,2.801,24.966,11.572198966123029,2.774
2-5%,UNITDSPR,2,12,2.0380000000000003,2.04,24.456000000000003,9.984120191584234,2.0380000000000003
2-5%,GESHIP,2,11,2.298,2.503,24.253,10.255221143438675,2.204818181818182
2-5%,ANANDRATHI,3,11,2.153,2.217,23.427,12.207950935197475,2.1297272727272727
2-5%,COALINDIA,2,10,2.3,2.314,23.028,10.240119264800274,2.3028
2-5%,UNIONBANK,2,11,2.0865,2.131,22.906999999999996,9.7669189148153,2.0824545454545453
2-5%,MPHASIS,2,10,2.261,2.326,22.61,10.11149939425405,2.261
2-5%,ASTERDM,3,9,2.5063333333333335,2.728,22.557000000000002,13.023290022110388,2.5063333333333335
2-5%,TVSMOTOR,3,10,2.2289999999999996,2.441,22.502,12.236287728937452,2.2502
2-5%,BRITANNIA,2,7,3.279,4.096,22.136000000000003,12.018480107802121,3.162285714285715
2-5%,NSLNISP,3,9,2.392,2.695,21.528,12.429196595114263,2.392
2-5%,BAJFINANCE,2,9,2.2595,2.409,20.784,9.555447994335006,2.309333333333333
2-5%,PFIZER,2,10,2.0655,2.068,20.655,9.237196815051632,2.0655
2-5%,GLAND,1,6,3.439,3.439,20.634,8.423795225431348,3.439
2-5%,POLYCAB,2,7,2.874,3.02,20.264000000000003,10.765034603047898,2.8948571428571435
2-5%,MANAPPURAM,2,7,2.876,2.897,20.110999999999997,10.727751189527037,2.8729999999999998
2-5%,MGL,3,9,2.206,2.516,19.854,11.462712244490831,2.206
2-5%,PIIND,2,7,2.7205,3.335,19.658,10.317699000740054,2.8082857142857143
2-5%,RPOWER,1,6,3.211,3.211,19.266,7.865311564076784,3.211
2-5%,TATAPOWER,2,8,2.3280000000000003,2.625,18.03,9.088087432170376,2.25375
2-5%,SBFC,2,7,2.5775,2.64,17.98,9.602614131981836,2.5685714285714285
2-5%,CONCOR,2,6,2.9814999999999996,3.046,17.889,10.328218965533214,2.9815
2-5%,BATAINDIA,2,7,2.5125,2.693,17.407,9.328412824782987,2.4867142857142857
2-5%,BHARATFORG,1,8,2.166,2.166,17.328,6.126373152200248,2.166
2-5%,LICI,2,7,2.4370000000000003,2.448,17.07,9.097955259162095,2.4385714285714286
2-5%,PAGEIND,2,7,2.3415,2.348,16.384,8.736855296171722,2.3405714285714287
2-5%,ASIANPAINT,2,7,2.3845,2.707,16.369,8.81266153608895,2.3384285714285715
2-5%,BSOFT,2,6,2.678,2.678,16.067999999999998,9.276864125338905,2.6779999999999995
2-5%,PNB,2,7,2.314,2.534,15.977999999999998,8.577016746379535,2.2825714285714285
2-5%,KEI,2,7,2.287,2.386,15.91,8.508673226859342,2.2728571428571427
2-5%,BLUEDART,2,7,2.226,2.355,15.711,8.342110543471936,2.2444285714285717
2-5%,COFORGE,2,6,2.5365,2.617,15.219000000000001,8.786693746796914,2.5365
2-5%,HDFCAMC,2,6,2.4475,2.704,14.684999999999999,8.478388703049655,2.4475
2-5%,GODREJPROP,1,7,2.06,2.06,14.42,5.450247700793057,2.06
2-5%,TATATECH,2,6,2.371,2.739,14.225999999999999,8.213384929491616,2.371
2-5%,LATENTVIEW,1,6,2.315,2.315,13.89,5.670568754543057,2.315
2-5%,ICICIBANK,2,6,2.172,2.172,13.032,7.524028708079203,2.172
2-5%,NTPC,1,4,2.835,2.835,11.34,5.67,2.835
2-5%,PERSISTENT,1,5,2.205,2.205,11.025,4.930529890387037,2.205
2-5%,BERGEPAINT,1,4,2.403,2.403,9.612,4.806,2.403
2-5%,PIDILITIND,1,3,3.138,3.138,9.414,5.4351754341511365,3.138
2-5%,ASTRAL,1,3,3.083,3.083,9.249,5.339912639734849,3.083
2-5%,NYKAA,1,4,2.309,2.309,9.236,4.618,2.309
2-5%,LTIM,1,4,2.258,2.258,9.032,4.516,2.258
2-5%,MANKIND,1,3,2.93,2.93,8.790000000000001,5.07490886617681,2.93
2-5%,LUPIN,1,4,2.115,2.115,8.46,4.23,2.115
2-5%,BOSCHLTD,1,4,2.099,2.099,8.396,4.198,2.099
2-5%,DELHIVERY,1,3,2.718,2.718,8.154,4.707714094972208,2.718
2-5%,TITAN,1,3,2.637,2.637,7.911,4.567417979559129,2.637
2-5%,LTM,1,3,2.581,2.581,7.743,4.470423134335272,2.581
2-5%,SUMICHEM,1,3,2.512,2.512,7.536,4.350911628613019,2.512
2-5%,EICHERMOT,1,3,2.495,2.495,7.485,4.321466764884349,2.495
2-5%,HEROMOTOCO,1,3,2.491,2.491,7.473000000000001,4.314538561654073,2.491
2-5%,LALPATHLAB,1,3,2.331,2.331,6.993,4.037410432443052,2.331
2-5%,JKCEMENT,1,3,2.318,2.318,6.954000000000001,4.014893771944657,2.318
2-5%,IOC,1,3,2.304,2.304,6.911999999999999,3.990645060638693,2.304
2-5%,SIGNATURE,1,3,2.187,2.187,6.561,3.7879951161531342,2.187
2-5%,APOLLOTYRE,1,3,2.156,2.156,6.468,3.7343015411184997,2.156
2-5%,ITC,1,3,2.118,2.118,6.353999999999999,3.6684836104308816,2.118
2-5%,TMPV,1,3,2.1,2.1,6.300000000000001,3.637306695894642,2.1
2-5%,TORNTPHARM,1,3,2.094,2.094,6.282,3.6269143910492287,2.094
2-5%,MSUMI,1,3,2.059,2.059,6.1770000000000005,3.5662926127843186,2.059
2-5%,ICICIGI,1,3,2.048,2.048,6.144,3.5472400539010605,2.048
