pattern,symbol,n,avg_d1,bucket,edge_score,stability_score,target,regime,hit_pct,base_pct,real_lift_pp,status,rule,mandate,rule_family,screener_tier,prior_score
FALCPAT_6145,VIJAYA,40,1.421,1-2%,56.84,8.987193110198534,hit_10pc_20d,other,43.25451066156369,34.00746195228712,9.247048709276578,PROMOTED,volatility (20d ATR%) >= 2.3809 AND distance from 10-day high <= -10.5981 AND 60-day return <= -5.3808 AND close position in weekly range <= 0.7418,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,B_broad_edge,5.2769859067868214
FALCPAT_8102,GRSE,65,1.259,1-2%,81.835,10.150382505107872,hit_10pc_20d,breakout,52.091846662774856,30.24927834188964,21.842568320885213,PROMOTED,volatility (20d ATR%) >= 3.1155 AND 5-day return >= 5.4794 AND close position in weekly range >= 0.53 AND weekly range % >= 10.472,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.274775320211269
FALCPAT_6331,CREDITACC,23,1.659,1-2%,38.157000000000004,7.956284497175801,hit_10pc_20d,capitulation,48.57057326747493,34.00746195228712,14.563111315187816,PROMOTED,distance from 200-DMA <= -21.0968 AND distance from 200-DMA >= -25.2005,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",other,B_broad_edge,5.272391304547242
FALCPAT_7491,VIJAYA,27,1.582,1-2%,42.714,8.220313132721893,hit_25pc_30d,other,17.93792740662809,9.458155042142677,8.479772364485415,PROMOTED,volatility (20d ATR%) >= 3.7253 AND slope of 20-DMA <= -2.1943,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.271547535097173
FALCPAT_8198,FACT,35,1.471,1-2%,51.485,8.702553360939536,hit_10pc_20d,capitulation,63.69467607440667,30.24927834188964,33.44539773251704,PROMOTED,volatility (20d ATR%) >= 2.975 AND distance from 120-day high <= -26.1604 AND 60d relative strength vs market <= -22.1244 AND close position in weekly range >= 0.4434,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength|relative_strength,B_broad_edge,5.271356358468938
FALCPAT_9494,ZENSARTECH,28,1.564,1-2%,43.792,8.27591010101004,hit_15pc_20d,other,32.31585932315859,19.56237142322798,12.753487899930612,PROMOTED,volatility (20d ATR%) >= 3.0551 AND days with sub-75% volume in last 20 >= 7.5 AND 60-day return <= -12.4053 AND 60d relative strength vs sector >= -20.1105,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|relative_strength,B_broad_edge,5.266450678098845
FALCPAT_7801,SAREGAMA,28,1.562,1-2%,43.736000000000004,8.265327095765782,hit_25pc_30d,mean_reversion,16.007466003021953,7.722364089468664,8.285101913553289,PROMOTED,distance from 20-DMA <= -7.2311 AND distance from 200-DMA <= 3.487 AND distance from 20-week SMA <= 3.0555,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",other,B_broad_edge,5.259716086438873
FALCPAT_9318,SJVN,21,1.701,1-2%,35.721000000000004,7.794961257119884,hit_25pc_30d,capitulation,27.692307692307693,10.408532325017468,17.28377536729023,PROMOTED,distance from year-high <= -27.2313 AND distance from 60-day high <= -12.4475 AND slope of 50-DMA >= -0.5788 AND weekly range % >= 9.5581,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,B_broad_edge,5.257863213162496
FALCPAT_8248,RVNL,47,1.358,1-2%,63.82600000000001,9.309978947344618,hit_25pc_30d,breakout,26.31812140008861,7.722364089468664,18.59575731061995,PROMOTED,volatility (20d ATR%) >= 3.475 AND close position in weekly range >= 0.5303 AND distance from 20-week SMA >= 8.1322 AND weekly range % >= 11.9613,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.257090972812916
FALCPAT_7976,SAREGAMA,20,1.726,1-2%,34.519999999999996,7.718906658329274,hit_15pc_20d,breakout,39.295392953929536,15.52565995111252,23.769733002817016,PROMOTED,volatility (20d ATR%) >= 2.9808 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range >= 0.7255 AND distance from 20-week SMA <= -3.6827,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression|weekly_strength,B_broad_edge,5.254845727510628
FALCPAT_6467,CHALET,20,1.725,1-2%,34.5,7.714434522374275,hit_25pc_30d,breakout,20.93669378845009,10.722915258072424,10.213778530377663,PROMOTED,volatility (20d ATR%) >= 3.8758 AND 60-day return <= -13.0654 AND 60d relative strength vs market >= -19.0757 AND close position in weekly range >= 0.5112,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength|relative_strength,B_broad_edge,5.251801205072905
FALCPAT_6566,DATAPATTNS,20,1.725,1-2%,34.5,7.714434522374275,hit_15pc_20d,other,23.08738832706,18.31582194494749,4.771566382112505,PROMOTED,distance from 120-day high <= -7.4944 AND distance from 200-DMA <= 8.9192 AND RSI(14) >= 42.6073 AND distance from 20-week SMA >= 2.6106,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high,B_broad_edge,5.251801205072905
FALCPAT_7458,WELCORP,34,1.477,1-2%,50.218,8.61231594868651,hit_15pc_20d,other,28.855345911949687,17.450644806122114,11.404701105827572,PROMOTED,volatility (20d ATR%) >= 3.52 AND distance from 200-DMA <= 16.3369 AND distance from 20-week SMA >= 1.2965,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.251249086819864
FALCPAT_9123,LODHA,25,1.611,1-2%,40.275,8.055,hit_15pc_20d,capitulation,49.29338609383833,19.56237142322798,29.731014670610342,PROMOTED,volatility (20d ATR%) >= 3.4326 AND distance from year-high <= -21.3469 AND close position in weekly range >= 0.8244 AND distance from 20-week SMA <= 3.36,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,B_broad_edge,5.2487935227526075
FALCPAT_7739,GRAVITA,46,1.362,1-2%,62.652,9.237533437016616,hit_10pc_20d,other,48.67199587416194,30.24927834188964,18.42271753227229,PROMOTED,close position in weekly range <= 0.7385 AND close position in weekly range >= 0.4445 AND weekly range % >= 9.4473,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|weekly_weak_close,B_broad_edge,5.2439010335291
FALCPAT_7491,UNOMINDA,41,1.402,1-2%,57.482,8.977180180880852,hit_25pc_30d,other,17.93792740662809,9.458155042142677,8.479772364485415,PROMOTED,volatility (20d ATR%) >= 3.7253 AND slope of 20-DMA <= -2.1943,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.240212804833282
FALCPAT_7649,HINDZINC,20,1.72,1-2%,34.4,7.692073842599277,hit_25pc_30d,breakout,26.450014573010783,9.458155042142677,16.99185953086811,PROMOTED,volatility (20d ATR%) >= 2.6701 AND close position in weekly range >= 0.375 AND distance from 20-week SMA >= 17.4885 AND weekly range % >= 8.5807,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.236578592884287
FALCPAT_8144,RVNL,50,1.331,1-2%,66.55,9.411591257592947,hit_15pc_20d,breakout,43.266171792152704,15.52565995111252,27.74051184104018,PROMOTED,volatility (20d ATR%) >= 2.9944 AND close position in weekly range >= 0.53 AND distance from 20-week SMA >= 8.142 AND weekly range % >= 11.9348,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.233259917156078
FALCPAT_8622,BDL,25,1.606,1-2%,40.150000000000006,8.030000000000001,hit_25pc_30d,breakout,30.8537616229924,7.722364089468664,23.131397533523728,PROMOTED,volatility (20d ATR%) >= 3.5234 AND close position in weekly range >= 0.7828 AND weekly range % >= 12.8291,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.2325030400625
FALCPAT_6174,HUDCO,68,1.235,1-2%,83.98,10.184070895275623,hit_25pc_30d,other,19.16382453251793,10.722915258072424,8.44090927444551,PROMOTED,distance from 10-day high <= -10.804 AND days with sub-3% range in last 7 <= 2.5 AND close position in weekly range <= 0.7438,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|compression|weekly_weak_close,B_broad_edge,5.229121533177616
FALCPAT_7447,TARIL,100,1.132,1-2%,113.19999999999999,11.319999999999999,hit_25pc_30d,other,18.091250360958703,9.458155042142677,8.633095318816029,PROMOTED,volatility (20d ATR%) >= 3.2758 AND days with sub-75% volume in last 20 >= 11.5 AND 60-day return >= 4.3863 AND close position in weekly range >= 0.3227,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.2243164250643055
FALCPAT_8274,ITI,45,1.364,1-2%,61.38,9.149990163929141,hit_15pc_20d,other,25.29118136439268,15.52565995111252,9.76552141328016,PROMOTED,distance from 200-DMA <= 80.5179 AND days with sub-3% range in last 7 <= 3.5 AND 20d relative strength vs sector >= 18.0764 AND 60d relative strength vs sector >= 1.7032,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|relative_strength,B_broad_edge,5.222266864811126
FALCPAT_6174,SJVN,55,1.297,1-2%,71.335,9.618809437763074,hit_25pc_30d,other,19.16382453251793,10.722915258072424,8.44090927444551,PROMOTED,distance from 10-day high <= -10.804 AND days with sub-3% range in last 7 <= 2.5 AND close position in weekly range <= 0.7438,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|compression|weekly_weak_close,B_broad_edge,5.2208811428834885
FALCPAT_6440,ITI,39,1.414,1-2%,55.145999999999994,8.830427169735335,hit_15pc_20d,breakout,33.12660527469774,18.31582194494749,14.81078332975025,PROMOTED,60-day return >= -5.8816 AND 20d relative strength vs sector >= -2.8018 AND close position in weekly range >= 0.7316 AND weekly range % >= 6.249,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|relative_strength,B_broad_edge,5.2160755481171055
FALCPAT_9569,RITES,28,1.549,1-2%,43.372,8.196537561678102,hit_15pc_20d,capitulation,49.52445652173913,19.56237142322798,29.96208509851115,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % <= 13.4815,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|compression|weekly_strength,B_broad_edge,5.215941240649048
FALCPAT_9597,GRAVITA,26,1.582,1-2%,41.132000000000005,8.066648870503785,hit_40pc_40d,capitulation,10.856985395425738,4.088422971741112,6.768562423684625,PROMOTED,volatility (20d ATR%) >= 4.1105 AND distance from year-high <= -35.2525 AND 60-day return <= 20.6957,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,B_broad_edge,5.214013922018849
FALCPAT_9602,HINDZINC,24,1.619,1-2%,38.856,7.93144778713193,hit_40pc_40d,breakout,11.345108695652174,4.088422971741112,7.256685723911062,PROMOTED,volatility (20d ATR%) >= 3.7156 AND distance from year-high >= -35.2525 AND distance from 20-week SMA >= 10.5893 AND weekly range % >= 8.5081,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.211359960461617
FALCPAT_8486,HFCL,35,1.453,1-2%,50.855000000000004,8.596063924843742,hit_40pc_40d,other,8.816259269431475,2.9651372889629943,5.85112198046848,PROMOTED,volatility (20d ATR%) >= 3.359 AND 20-day return >= -5.2391 AND 60d relative strength vs sector <= 10.8226 AND weekly range % >= 10.7197,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|relative_strength,B_broad_edge,5.206853017576728
FALCPAT_8415,BEML,50,1.324,1-2%,66.2,9.36209378290989,,,,,,,,,other,B_broad_edge,5.205737137727008
FALCPAT_9005,MAZDOCK,47,1.344,1-2%,63.168000000000006,9.213999782939004,hit_15pc_20d,other,40.63755020080321,19.56237142322798,21.07517877757524,PROMOTED,volatility (20d ATR%) >= 4.1414 AND 60d relative strength vs sector <= 15.164 AND weekly range % >= 9.1665,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|relative_strength,B_broad_edge,5.202894158660206
FALCPAT_8957,OLECTRA,26,1.578,1-2%,41.028,8.046252792449414,hit_25pc_30d,capitulation,24.99177902005919,10.408532325017468,14.583246695041725,PROMOTED,distance from year-high <= -31.6766 AND distance from 60-day high <= -23.6276 AND distance from 200-DMA <= 28.1487 AND days with sub-75% volume in last 20 <= 11.5,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high,B_broad_edge,5.200830574554832
FALCPAT_9177,DOMS,23,1.636,1-2%,37.628,7.845980372139608,hit_40pc_40d,other,9.3,4.088422971741112,5.211577028258888,PROMOTED,distance from 200-DMA >= -14.1193 AND days with sub-3% range in last 7 <= 1.5 AND days with sub-75% volume in last 20 <= 13.5 AND 5-day avg volume vs 20-day <= 1.1057,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",compression,B_broad_edge,5.199296066449239
FALCPAT_6757,RVNL,20,1.707,1-2%,34.14,7.633936075184283,hit_10pc_20d,breakout,67.85714285714286,32.698883353500555,35.158259503642306,PROMOTED,volatility (20d ATR%) >= 3.3478 AND close position in daily range <= 0.3941 AND close position in weekly range >= 0.6374 AND weekly range % >= 8.5149,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.196999801193884
FALCPAT_7713,ITI,32,1.485,1-2%,47.52,8.400428560496186,hit_15pc_20d,breakout,45.196545037898815,17.450644806122114,27.74590023177669,PROMOTED,volatility (20d ATR%) >= 2.6034 AND close position in weekly range >= 0.58 AND distance from 20-week SMA >= 17.526 AND weekly range % >= 8.5261,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.192313728777724
FALCPAT_7199,GVT&D,22,1.655,1-2%,36.410000000000004,7.7626380825077765,hit_25pc_30d,breakout,16.205910390848427,9.458155042142677,6.747755348705751,PROMOTED,close position in weekly range <= 0.2462 AND distance from 20-week SMA >= 21.4949 AND weekly range % >= 10.7355,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,B_broad_edge,5.189242927362743
FALCPAT_6895,ACE,30,1.508,1-2%,45.24,8.259656167177905,hit_15pc_20d,capitulation,27.52143100300189,17.450644806122114,10.070786196879776,PROMOTED,distance from 120-day high <= -25.7878 AND days with sub-75% volume in last 20 <= 13.5 AND 20d relative strength vs market <= 4.4732,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|relative_strength,B_broad_edge,5.1784527043636
FALCPAT_6431,ZENSARTECH,31,1.494,1-2%,46.314,8.318239958068052,hit_15pc_20d,other,24.274961257471773,18.31582194494749,5.959139312524281,PROMOTED,volatility (20d ATR%) >= 2.6908 AND distance from 60-day high <= -15.9195 AND 60d relative strength vs market <= -12.3114 AND close position in weekly range <= 0.7316,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_weak_close|relative_strength,B_broad_edge,5.177809438782791
FALCPAT_8373,KALYANKJIL,21,1.674,1-2%,35.153999999999996,7.671231713356075,hit_25pc_30d,other,16.1327137849515,7.722364089468664,8.410349695482832,PROMOTED,distance from 120-day high <= -14.4514 AND 20d relative strength vs market >= -5.828 AND distance from 20-week SMA <= 30.0974 AND weekly range % >= 9.6165,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,B_broad_edge,5.174405066921821
FALCPAT_6845,GVT&D,30,1.506,1-2%,45.18,8.248701716027801,,,,,,,,,other,B_broad_edge,5.17158472995463
FALCPAT_6575,INDIACEM,26,1.569,1-2%,40.794,8.000361616827078,hit_15pc_20d,capitulation,31.39432399083377,18.31582194494749,13.078502045886282,PROMOTED,distance from 200-DMA <= -16.3941 AND 60-day return <= -12.5577,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",recent_weakness,B_broad_edge,5.171168042760792
FALCPAT_8315,KFINTECH,45,1.35,1-2%,60.75000000000001,9.05607530887415,hit_15pc_20d,other,29.398496240601503,15.52565995111252,13.872836289488982,PROMOTED,volatility (20d ATR%) >= 3.1996 AND distance from 200-DMA <= 19.1227 AND close position in weekly range >= 0.4185,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.168665885260278
FALCPAT_7008,ELGIEQUIP,20,1.696,1-2%,33.92,7.584742579679287,hit_10pc_20d,other,40.09886925393488,32.698883353500555,7.399985900434325,PROMOTED,volatility (20d ATR%) <= 4.4018 AND close position in weekly range <= 0.8143 AND distance from 20-week SMA >= 2.2342 AND weekly range % >= 8.5031,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,B_broad_edge,5.163510054378925
FALCPAT_6166,GPIL,33,1.462,1-2%,48.246,8.398550589238598,hit_15pc_20d,capitulation,29.876298345425127,18.31582194494749,11.560476400477636,PROMOTED,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,B_broad_edge,5.155539086988828
FALCPAT_8425,NUVAMA,32,1.474,1-2%,47.168,8.33820316375177,hit_15pc_20d,other,28.902063618743583,15.52565995111252,13.376403667631063,PROMOTED,volatility (20d ATR%) >= 4.3977 AND 60d relative strength vs market <= 7.222 AND slope of 50-DMA <= 1.8111 AND close position in weekly range <= 0.4638,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close|relative_strength,B_broad_edge,5.153852145601592
FALCPAT_7800,TARIL,35,1.437,1-2%,50.295,8.501406648314148,hit_25pc_30d,breakout,14.528593508500771,7.722364089468664,6.806229419032109,PROMOTED,volatility (20d ATR%) >= 2.6195 AND RSI(14) >= 75.3615 AND close position in weekly range >= 0.5082 AND weekly range % >= 10.9427,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.14951671456143
FALCPAT_8364,RITES,38,1.405,1-2%,53.39,8.66100167417141,hit_15pc_20d,breakout,36.29958430212076,15.52565995111252,20.773924351008244,PROMOTED,60-day return <= 32.9608 AND close position in weekly range >= 0.6135 AND distance from 20-week SMA <= 36.7502 AND weekly range % >= 9.6242,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,B_broad_edge,5.1473041128121535
FALCPAT_9430,TARIL,27,1.544,1-2%,41.688,8.02285934065904,hit_15pc_20d,other,31.63636363636364,19.56237142322798,12.073992213135655,PROMOTED,volatility (20d ATR%) >= 4.2484 AND distance from year-high >= -15.7819 AND distance from 200-DMA >= 1.1002 AND slope of 50-DMA <= 1.5738,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.144923763710515
FALCPAT_8952,SJVN,42,1.367,1-2%,57.414,8.859172534723545,hit_15pc_20d,other,48.94091415830547,19.56237142322798,29.378542735077485,PROMOTED,volatility (20d ATR%) >= 3.9374 AND distance from 20-day high <= -14.2373 AND 60d relative strength vs sector >= -15.4462 AND close position in weekly range >= 0.1754,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength|relative_strength,B_broad_edge,5.1415605581531
FALCPAT_9367,CREDITACC,26,1.56,1-2%,40.56,7.9544704412047444,hit_15pc_20d,other,32.49036608863199,19.56237142322798,12.927994665404006,PROMOTED,volatility (20d ATR%) <= 5.2642 AND volatility (20d ATR%) >= 4.3375 AND close position in weekly range <= 0.7694 AND weekly range % >= 6.038,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,B_broad_edge,5.141505510966754
FALCPAT_8667,RVNL,22,1.636,1-2%,35.992,7.673520183071131,hit_10pc_20d,other,41.60993191830196,35.380587245184216,6.229344673117748,PROMOTED,volatility (20d ATR%) <= 4.2698 AND volatility (20d ATR%) >= 3.5891 AND days with sub-75% volume in last 20 >= 11.5 AND close position in weekly range >= 0.1821,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.1296685372600885
FALCPAT_6998,SJVN,35,1.43,1-2%,50.05,8.45999408983245,hit_15pc_20d,other,26.63426594859669,17.450644806122114,9.183621142474582,PROMOTED,volatility (20d ATR%) <= 4.4018 AND distance from 20-DMA <= 8.5001 AND distance from 20-week SMA >= 0.261 AND weekly range % >= 8.5031,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.124432081992237
FALCPAT_8890,GALLANTT,28,1.521,1-2%,42.587999999999994,8.048375488258484,hit_40pc_40d,other,7.41444866920152,4.088422971741112,3.326025697460408,PROMOTED,distance from 200-DMA >= -27.8495 AND daily range % >= 9.3513,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,B_broad_edge,5.121656957409427
FALCPAT_8875,ZENSARTECH,32,1.463,1-2%,46.816,8.275977767007353,hit_10pc_20d,capitulation,43.62560516406671,35.380587245184216,8.24501791888249,PROMOTED,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 60d relative strength vs market <= 0.438 AND close position in weekly range <= 0.7657,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_weak_close|relative_strength,B_broad_edge,5.1153905624254605
FALCPAT_6166,PHOENIXLTD,25,1.57,1-2%,39.25,7.8500000000000005,hit_15pc_20d,capitulation,29.876298345425127,18.31582194494749,11.560476400477636,PROMOTED,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,B_broad_edge,5.115211564693727
FALCPAT_9246,ERIS,52,1.288,1-2%,66.976,9.287900085595236,hit_15pc_20d,other,32.747219717463175,19.56237142322798,13.1848482942352,PROMOTED,volatility (20d ATR%) >= 3.6482 AND distance from year-high <= -9.4056 AND distance from 200-DMA <= 27.0383 AND distance from 20-week SMA >= -2.4895,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,B_broad_edge,5.113735984655134
FALCPAT_9429,ACUTAAS,23,1.609,1-2%,37.007,7.716492921010165,hit_15pc_20d,other,34.94736842105263,19.56237142322798,15.384996997824654,PROMOTED,volatility (20d ATR%) >= 4.2484 AND distance from year-high <= -15.7819 AND distance from 200-DMA >= 1.1002 AND 20d relative strength vs sector <= 2.6078,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,B_broad_edge,5.113488613029845
FALCPAT_6819,INTELLECT,50,1.3,1-2%,65.0,9.19238815542512,hit_10pc_20d,other,58.485949951069486,32.698883353500555,25.787066597568923,PROMOTED,volatility (20d ATR%) >= 2.3312 AND 60d relative strength vs market <= 28.9405 AND close position in weekly range >= 0.3113 AND weekly range % >= 10.1174,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|relative_strength,B_broad_edge,5.111373322541624
FALCPAT_7999,MMTC,34,1.437,1-2%,48.858000000000004,8.379077872892697,hit_10pc_20d,breakout,47.685887708649474,30.24927834188964,17.436609366759832,PROMOTED,days with sub-3% range in last 7 <= 3.5 AND slope of 50-DMA >= 1.6679 AND close position in weekly range <= 0.841 AND close position in weekly range >= 0.5865,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|weekly_strength|weekly_weak_close,B_broad_edge,5.109035164360288
FALCPAT_8042,MMTC,34,1.437,1-2%,48.858000000000004,8.379077872892697,hit_15pc_20d,breakout,29.114405169137207,15.52565995111252,13.58874521802469,PROMOTED,days with sub-3% range in last 7 <= 3.5 AND slope of 50-DMA >= 1.6719 AND close position in weekly range <= 0.841 AND close position in weekly range >= 0.5865,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|weekly_strength|weekly_weak_close,B_broad_edge,5.109035164360288
FALCPAT_8274,IFCI,29,1.502,1-2%,43.558,8.088517540316024,hit_15pc_20d,other,25.29118136439268,15.52565995111252,9.76552141328016,PROMOTED,distance from 200-DMA <= 80.5179 AND days with sub-3% range in last 7 <= 3.5 AND 20d relative strength vs sector >= 18.0764 AND 60d relative strength vs sector >= 1.7032,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|relative_strength,B_broad_edge,5.108598467256558
FALCPAT_7179,ERIS,27,1.533,1-2%,41.391,7.965701664009266,hit_15pc_20d,breakout,38.99428694621106,17.450644806122114,21.543642140088945,PROMOTED,volatility (20d ATR%) >= 2.9331 AND close position in weekly range >= 0.6044 AND distance from 20-week SMA <= 21.1347 AND weekly range % >= 9.6857,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,B_broad_edge,5.108269514098587
FALCPAT_8364,ERIS,27,1.533,1-2%,41.391,7.965701664009266,hit_15pc_20d,breakout,36.29958430212076,15.52565995111252,20.773924351008244,PROMOTED,60-day return <= 32.9608 AND close position in weekly range >= 0.6135 AND distance from 20-week SMA <= 36.7502 AND weekly range % >= 9.6242,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,B_broad_edge,5.108269514098587
FALCPAT_9530,GODFRYPHLP,21,1.652,1-2%,34.692,7.570415048067047,hit_25pc_30d,capitulation,28.656009473060983,10.408532325017468,18.24747714804352,PROMOTED,volatility (20d ATR%) >= 3.347 AND distance from 120-day high <= -28.3924 AND lower wick >= 0.2522 AND 20d relative strength vs market >= -10.0472,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,B_broad_edge,5.106402132947938
