bucket,pattern,symbols,total_n,avg_d1_mean,max_avg_d1,edge_score,stability_score,rule_family,rule,weighted_avg_d1
2-5%,FALCPAT_9266,27,165,2.9477407407407408,4.265,467.968,186.21025216827985,pullback_from_high|volatility_expansion,distance from 60-day high <= -5.8193 AND distance from 50-DMA <= -15.3122 AND distance from 20-week SMA <= 14.3274 AND weekly range % >= 5.7248,2.836169696969697
2-5%,FALCPAT_7764,25,168,2.8343599999999998,4.266,451.695,174.28260423822047,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.4791 AND close position in weekly range >= 0.2163 AND distance from 20-week SMA <= 11.1709 AND weekly range % >= 13.6861,2.688660714285714
2-5%,FALCPAT_8065,26,168,2.6421153846153844,4.712,445.415,169.35589838417022,oversold|pullback_from_high|volatility_expansion|weekly_weak_close,distance from 20-day high <= -16.1936 AND RSI(14) <= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,2.651279761904762
2-5%,FALCPAT_8332,24,137,3.2468749999999997,4.568,441.389,180.5346080335568,volatility_expansion,distance from 200-DMA <= 6.4162 AND weekly range % >= 16.3281,3.221817518248175
2-5%,FALCPAT_9318,30,148,2.798,4.311,417.42,183.6638674752451,pullback_from_high|volatility_expansion,distance from year-high <= -27.2313 AND distance from 60-day high <= -12.4475 AND slope of 50-DMA >= -0.5788 AND weekly range % >= 9.5581,2.8204054054054053
2-5%,FALCPAT_8378,27,143,2.8993333333333333,4.893,404.625,173.72012009297532,pullback_from_high,distance from 10-day high <= -18.52 AND distance from 120-day high <= -15.2508 AND distance from 20-week SMA <= -6.9757,2.8295454545454546
2-5%,FALCPAT_7760,19,149,2.722578947368421,4.289,398.048,135.00363287943193,volatility_expansion|weekly_strength,distance from 20-DMA >= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,2.671463087248322
2-5%,FALCPAT_8422,21,145,2.8168571428571427,4.45,390.352,143.89303784486773,volatility_expansion,distance from 200-DMA >= 15.902 AND 60-day return >= 14.222 AND weekly range % >= 17.6813,2.6920827586206895
2-5%,FALCPAT_9221,25,130,2.92464,4.288,379.369,162.36599421103884,volatility_expansion|relative_strength,volatility (20d ATR%) >= 4.4887 AND daily range % >= 5.6888 AND 20d relative strength vs sector <= -11.6776,2.918223076923077
2-5%,FALCPAT_7780,18,149,2.6981111111111113,4.418,378.662,130.47821306252786,compression|recent_weakness,days with sub-2.5% range in last 7 <= 0.5 AND 5-day return <= -6.6651 AND distance from 20-week SMA <= 3.0555,2.541355704697987
2-5%,FALCPAT_7199,18,129,3.0283888888888892,4.824,377.379,138.22399786403602,volatility_expansion|weekly_weak_close,close position in weekly range <= 0.2462 AND distance from 20-week SMA >= 21.4949 AND weekly range % >= 10.7355,2.9254186046511625
2-5%,FALCPAT_8071,21,134,2.649142857142857,3.978,355.488,138.18941799027866,volatility_expansion|weekly_strength,short-term vol vs longer-term >= 1.585 AND close position in weekly range >= 0.4857 AND weekly range % >= 13.8814,2.65289552238806
2-5%,FALCPAT_8547,14,129,2.959357142857143,4.756,355.384,116.52200435895625,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.4337 AND close position in weekly range >= 0.7802 AND weekly range % >= 13.9527,2.7549147286821705
2-5%,FALCPAT_7880,17,123,2.9226470588235296,4.897,354.291,129.76794096787074,volatility_expansion,volatility (20d ATR%) >= 4.5087 AND short-term vol vs longer-term <= 1.451 AND distance from year-high >= -34.5273 AND weekly range % >= 19.6924,2.880414634146341
2-5%,FALCPAT_8584,22,129,2.8423636363636366,4.65,346.936,143.1238446432885,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) >= 3.4313 AND 5-day return <= 5.0998 AND close position in weekly range >= 0.6707 AND weekly range % >= 11.6077,2.6894263565891476
2-5%,FALCPAT_9530,17,138,2.576764705882353,4.566,341.697,116.78933356390667,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 3.347 AND distance from 120-day high <= -28.3924 AND lower wick >= 0.2522 AND 20d relative strength vs market >= -10.0472,2.4760652173913043
2-5%,FALCPAT_7820,22,123,2.797636363636364,4.317,340.665,141.57013977012443,oversold|volatility_expansion,RSI(14) <= 36.9408 AND distance from 20-week SMA <= 2.045 AND weekly range % >= 13.229,2.7696341463414638
2-5%,FALCPAT_8079,14,126,2.823571428571429,4.441,326.152,109.02622655958662,volatility_expansion|recent_weakness,volatility (20d ATR%) >= 3.2695 AND 20-day return <= -13.6233 AND 5-day avg volume vs 20-day >= 0.6358 AND distance from 20-week SMA <= 3.4062,2.588507936507937
2-5%,FALCPAT_6996,16,124,2.547125,3.205,315.28999999999996,111.45426593719827,oversold|pullback_from_high|volatility_expansion,distance from year-high <= -27.4832 AND RSI(14) <= 37.5063 AND distance from 20-week SMA <= 0.261 AND weekly range % >= 8.5031,2.5426612903225805
2-5%,FALCPAT_8230,10,112,2.8890000000000002,4.209,307.16200000000003,89.21602928790632,volatility_expansion|relative_strength,volatility (20d ATR%) >= 2.9394 AND distance from year-high >= -11.0436 AND 20d relative strength vs market >= 9.5342 AND weekly range % >= 13.1496,2.742517857142857
2-5%,FALCPAT_6477,9,123,2.520888888888889,3.887,305.34000000000003,79.99950245083829,oversold|pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 2.0373 AND distance from year-high <= -20.1662 AND RSI(14) <= 28.6983 AND weekly range % >= 5.6382,2.482439024390244
2-5%,FALCPAT_7602,21,102,2.927095238095238,3.901,299.631,133.58342624284,volatility_expansion|recent_weakness|weekly_strength,5-day return <= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,2.937558823529412
2-5%,FALCPAT_8791,23,105,2.903608695652174,4.449,298.153,139.21350276277525,oversold|compression|recent_weakness,days with sub-3% range in last 7 <= 3.5 AND 20-day return <= -9.9721 AND RSI(14) <= 26.3331 AND 5-day avg volume vs 20-day <= 0.8266,2.8395523809523806
2-5%,FALCPAT_7881,25,117,2.57764,3.827,295.207,136.38358554135732,volatility_expansion,volatility (20d ATR%) >= 4.5087 AND short-term vol vs longer-term >= 1.451 AND distance from year-high >= -34.5273 AND weekly range % >= 19.6924,2.5231367521367516
2-5%,FALCPAT_8206,17,107,2.8221176470588234,4.298,291.75,115.08142406032127,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 2.8187 AND distance from year-high <= -29.5833 AND distance from 60-day high <= -25.0326 AND close position in weekly range <= 0.4392,2.7266355140186915
2-5%,FALCPAT_7619,21,109,2.8340952380952382,4.717,290.064,128.3288136349568,volatility_expansion|recent_weakness|weekly_strength,5-day return <= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % >= 14.1572,2.661137614678899
2-5%,FALCPAT_8766,20,103,2.82275,4.597,285.98900000000003,125.26756841488566,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.6888 AND distance from 20-day high <= -19.8967 AND distance from year-high >= -45.8202 AND distance from 60-day high <= -28.1363,2.7765922330097093
2-5%,FALCPAT_8455,18,102,3.021444444444444,4.694,283.849,120.576222746469,pullback_from_high|volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.5945 AND distance from 60-day high <= -22.0998 AND slope of 20-DMA <= -1.3013 AND close position in weekly range >= 0.7018,2.782833333333334
2-5%,FALCPAT_9170,15,114,2.5971333333333333,4.608,281.139,102.54289729867193,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 3.3868 AND distance from 120-day high <= -32.2658 AND distance from year-high <= -26.8517 AND 60d relative strength vs sector >= -32.2112,2.4661315789473686
2-5%,FALCPAT_7965,15,104,2.7328666666666668,3.843,278.877,104.9390739458942,pullback_from_high|volatility_expansion|weekly_strength,short-term vol vs longer-term >= 1.2039 AND distance from 60-day high <= -4.4523 AND close position in weekly range >= 0.6229 AND weekly range % >= 11.7775,2.681509615384615
2-5%,FALCPAT_7737,14,119,2.3347142857142855,2.716,277.934,92.17076232496261,volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 3.7186 AND close position in weekly range <= 0.4445 AND distance from 20-week SMA <= -3.4823 AND weekly range % >= 8.6398,2.3355798319327734
2-5%,FALCPAT_6251,15,111,2.6844666666666663,4.161,277.841,99.84086649248985,volatility_expansion|recent_weakness|relative_strength,volatility (20d ATR%) >= 2.2352 AND distance from 50-DMA <= -12.9875 AND 60-day return <= -3.7201 AND 60d relative strength vs sector <= -4.494,2.5030720720720727
2-5%,FALCPAT_7833,20,105,2.69395,4.059,277.151,119.6131164411531,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 6.6596 AND volatility (20d ATR%) >= 4.5381 AND close position in weekly range >= 0.1837 AND weekly range % >= 19.9051,2.639533333333333
2-5%,FALCPAT_9426,16,89,3.1066875,4.976,274.281,112.83703313367782,volatility_expansion,volatility (20d ATR%) >= 5.1256 AND distance from 20-DMA <= -5.7799 AND distance from 200-DMA <= 1.1002,3.081808988764046
2-5%,FALCPAT_6887,8,111,3.041625,4.767,273.625,73.39979490595432,weekly_strength,distance from 10-day high >= -5.1883 AND distance from 120-day high >= -7.2128 AND slope of 50-DMA >= 0.67 AND close position in weekly range >= 0.8183,2.46509009009009
2-5%,FALCPAT_7801,11,95,2.703,4.289,268.219,84.06300074915478,other,distance from 20-DMA <= -7.2311 AND distance from 200-DMA <= 3.487 AND distance from 20-week SMA <= 3.0555,2.823357894736842
2-5%,FALCPAT_8568,10,101,2.6474,3.56,266.221,81.3454776162469,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 4.0236 AND close position in weekly range >= 0.4465 AND weekly range % >= 11.0237,2.635851485148515
2-5%,FALCPAT_7561,14,89,3.1314285714285717,4.993,263.565,105.96733282646018,pullback_from_high,distance from 120-day high <= -32.6468 AND distance from year-high >= -59.8465 AND distance from 20-week SMA <= 12.5677,2.9614044943820224
2-5%,FALCPAT_6578,13,94,2.746923076923077,3.947,261.69,94.68646640226828,pullback_from_high,distance from year-high <= -33.6799 AND distance from 200-DMA <= 2.7754 AND slope of 50-DMA <= -1.9686,2.783936170212766
2-5%,FALCPAT_8781,14,89,2.6844285714285716,4.928,261.089,93.65442366228476,volatility_expansion|recent_weakness,volatility (20d ATR%) >= 3.6112 AND distance from year-high >= -44.7637 AND 60-day return <= 46.2598 AND distance from 20-week SMA <= -11.7789,2.9335842696629215
2-5%,FALCPAT_8938,17,95,2.8777647058823526,4.943,258.753,108.87656803242628,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.9309 AND distance from 20-day high <= -12.7454 AND distance from 20-week SMA <= -21.1531,2.723715789473684
2-5%,FALCPAT_9522,13,93,2.848076923076923,4.943,257.168,95.84596886754055,oversold|pullback_from_high|recent_weakness,distance from 120-day high <= -25.7021 AND 60-day return <= -17.0951 AND RSI(14) <= 37.611,2.7652473118279572
2-5%,FALCPAT_6334,16,100,2.5452500000000002,3.955,254.381,98.26725753202722,pullback_from_high|weekly_strength|relative_strength,distance from year-high <= -29.2888 AND distance from 200-DMA >= -21.0968 AND 20d relative strength vs market >= -3.6469 AND close position in weekly range >= 0.8003,2.54381
2-5%,FALCPAT_8546,16,91,2.8979375,4.209,250.868,104.05066865614941,volatility_expansion|weekly_strength|weekly_weak_close,volatility (20d ATR%) >= 3.4337 AND close position in weekly range <= 0.7802 AND close position in weekly range >= 0.282 AND weekly range % >= 13.9527,2.7567912087912085
2-5%,FALCPAT_6871,12,93,2.7569166666666667,4.86,250.608,87.0223363924106,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 2.3083 AND distance from 20-day high <= -16.8359 AND distance from 200-DMA <= 20.5254 AND distance from 20-week SMA <= 8.4893,2.694709677419355
2-5%,FALCPAT_6151,6,95,2.9371666666666667,3.896,249.54299999999998,62.78913512068892,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.3809 AND distance from year-high >= -5.3701 AND close position in weekly range >= 0.7418 AND weekly range % >= 4.478,2.626768421052631
2-5%,FALCPAT_9528,15,95,2.683,4.236,247.748,96.98447147940263,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 3.347 AND distance from 120-day high <= -28.3924 AND 20d relative strength vs market <= -10.0472,2.6078736842105266
2-5%,FALCPAT_7834,13,79,3.0656153846153846,4.057,247.53,95.86765747418067,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 6.6596 AND close position in weekly range >= 0.1837 AND weekly range % >= 19.9051,3.1332911392405065
2-5%,FALCPAT_7545,10,100,2.5678,3.723,246.59099999999998,75.64692476676707,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.6294 AND distance from 120-day high <= -27.4246 AND distance from 50-DMA <= -1.7213 AND 5-day avg volume vs 20-day >= 0.8186,2.4659099999999996
2-5%,FALCPAT_7470,17,89,2.722823529411765,4.857,246.036,104.80447718339259,volatility_expansion|weekly_strength|relative_strength,distance from 20-day high >= -3.9429 AND 60d relative strength vs sector <= -5.1916 AND close position in weekly range >= 0.5947 AND weekly range % >= 10.0582,2.7644494382022473
2-5%,FALCPAT_6504,15,94,2.631133333333333,3.522,245.761,97.32036138444282,pullback_from_high|relative_strength,distance from 120-day high <= -38.874 AND distance from 50-DMA <= -12.0682 AND 60d relative strength vs market <= -14.4798,2.6144787234042557
2-5%,FALCPAT_9108,15,85,2.9902,4.755,242.427,99.45651646803157,volatility_expansion|recent_weakness|weekly_weak_close|relative_strength,volatility (20d ATR%) >= 3.307 AND 60-day return <= -17.1495 AND 20d relative strength vs market <= -11.4042 AND close position in weekly range <= 0.7784,2.852082352941176
2-5%,FALCPAT_8143,13,95,2.562923076923077,3.244,241.429,86.43985073240653,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.9944 AND close position in weekly range >= 0.53 AND distance from 20-week SMA <= 8.142 AND weekly range % >= 11.9348,2.541357894736842
2-5%,FALCPAT_8247,12,87,2.7862500000000003,3.409,240.671,86.59261660060865,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.475 AND close position in weekly range >= 0.5303 AND distance from 20-week SMA <= 8.1322 AND weekly range % >= 11.9613,2.7663333333333338
2-5%,FALCPAT_8645,11,88,2.821909090909091,4.65,238.28,82.76794968186648,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) >= 3.4331 AND 5-day return <= 7.1233 AND close position in weekly range >= 0.6079 AND weekly range % >= 11.7238,2.7077272727272725
2-5%,FALCPAT_6646,12,96,2.6313333333333335,4.74,237.105,83.31087645105683,volatility_expansion|recent_weakness|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.6723 AND 60-day return <= -11.5307 AND 60d relative strength vs sector >= -13.9058 AND close position in weekly range >= 0.7086,2.4698437500000003
2-5%,FALCPAT_7466,11,100,2.3813636363636363,2.709,235.167,77.44872168131182,pullback_from_high|compression|weekly_strength,distance from 10-day high <= -5.5767 AND close position in weekly range >= 0.5947 AND distance from 20-week SMA <= -3.5206 AND weekly range % <= 10.0582,2.35167
2-5%,FALCPAT_9121,14,93,2.650357142857143,4.144,234.953,90.29910889050836,pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,volatility (20d ATR%) >= 3.4326 AND distance from year-high <= -21.3469 AND 60-day return <= -28.0132 AND close position in weekly range <= 0.8244,2.5263763440860214
2-5%,FALCPAT_8269,13,81,3.102923076923077,4.767,234.063,95.09568850730847,pullback_from_high|compression|relative_strength,distance from year-high <= -32.38 AND distance from 60-day high <= -19.3918 AND days with sub-3% range in last 7 <= 3.5 AND 60d relative strength vs sector <= 1.7032,2.8896666666666664
2-5%,FALCPAT_7004,13,83,2.931076923076923,4.228,233.603,92.40810648466969,pullback_from_high|weekly_strength,distance from year-high <= -41.9877 AND distance from 60-day high <= -24.9727 AND close position in weekly range >= 0.1497 AND distance from 20-week SMA <= 2.2342,2.814493975903614
2-5%,FALCPAT_6674,18,87,2.6993888888888886,4.802,231.15300000000002,104.45335531524478,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA <= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,2.656931034482759
2-5%,FALCPAT_6288,14,89,2.6403571428571433,3.584,230.278,87.14884695332614,oversold|pullback_from_high,distance from year-high <= -25.9776 AND distance from 20-DMA <= -1.8876 AND RSI(14) <= 27.5641,2.587393258426966
2-5%,FALCPAT_8449,17,91,2.5921764705882353,3.817,229.949,99.26014000127401,volatility_expansion|compression|recent_weakness|weekly_strength,days with sub-3% range in last 7 >= 1.5 AND 5-day return <= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,2.526912087912088
2-5%,FALCPAT_9185,16,87,2.6571875,4.876,229.846,94.83596443413012,volatility_expansion|recent_weakness|relative_strength,volatility (20d ATR%) >= 3.169 AND 5-day return <= -2.0791 AND 60d relative strength vs market <= -10.3896 AND slope of 20-DMA <= -3.6565,2.6419080459770115
2-5%,FALCPAT_8734,15,89,2.5782000000000003,4.696,227.483,91.56260244917866,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) >= 4.3311 AND 60-day return <= -20.5526 AND close position in weekly range >= 0.7189,2.555988764044944
2-5%,FALCPAT_9210,15,84,2.7853333333333334,4.239,227.16400000000002,95.93515810862729,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.2014 AND 60d relative strength vs market <= -9.7985 AND slope of 20-DMA <= -5.1315 AND close position in weekly range >= 0.1404,2.704333333333333
2-5%,FALCPAT_9505,15,87,2.9170000000000003,4.538,226.745,95.528898770278,oversold|pullback_from_high|recent_weakness,distance from 120-day high <= -24.3888 AND 60-day return <= -18.2025 AND RSI(14) <= 30.1137,2.606264367816092
2-5%,FALCPAT_7759,15,74,3.0685999999999996,4.455,224.434,100.41091611749566,volatility_expansion|weekly_strength,distance from 20-DMA <= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,3.0328918918918917
2-5%,FALCPAT_8373,9,92,2.648111111111111,3.566,222.4,66.82419967568059,pullback_from_high|volatility_expansion|relative_strength,distance from 120-day high <= -14.4514 AND 20d relative strength vs market >= -5.828 AND distance from 20-week SMA <= 30.0974 AND weekly range % >= 9.6165,2.4173913043478263
2-5%,FALCPAT_7519,6,91,2.5171666666666668,3.313,220.893,57.17285463723384,volatility_expansion,volatility (20d ATR%) >= 3.6302 AND distance from year-high >= -6.674 AND slope of 20-DMA >= 2.1789 AND distance from 20-week SMA >= 13.8145,2.4273956043956044
2-5%,FALCPAT_8949,11,87,2.737363636363636,3.913,220.304,74.91073272718855,pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,volatility (20d ATR%) >= 3.9374 AND distance from 60-day high <= -22.3547 AND 5-day return <= 0.2167 AND close position in weekly range <= 0.1754,2.5322298850574714
2-5%,FALCPAT_7320,14,73,3.0677142857142856,4.492,220.153,95.75266536628435,pullback_from_high|relative_strength,distance from year-high <= -43.4753 AND distance from 200-DMA <= 24.1184 AND 60d relative strength vs sector >= -40.4443,3.0157945205479453
2-5%,FALCPAT_8348,13,74,3.0562307692307695,4.381,218.273,90.52698419712682,oversold|volatility_expansion|weekly_weak_close,distance from 50-DMA <= 7.1184 AND RSI(14) >= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,2.949635135135135
2-5%,FALCPAT_7009,8,94,2.4225,2.958,217.147,61.230943027132106,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 4.4018 AND close position in weekly range >= 0.8143 AND distance from 20-week SMA >= 2.2342 AND weekly range % >= 8.5031,2.3100744680851064
2-5%,FALCPAT_8178,8,96,2.2781249999999997,2.897,216.671,62.31722613321442,oversold|pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.0061 AND short-term vol vs longer-term >= 0.8729 AND distance from year-high <= -15.2403 AND RSI(14) <= 33.6661,2.256989583333333
2-5%,FALCPAT_8462,11,70,3.3205454545454542,4.803,216.05599999999998,86.49152184881106,volatility_expansion|weekly_strength,slope of 50-DMA <= 0.4452 AND close position in weekly range >= 0.2196 AND weekly range % >= 12.8017,3.0865142857142853
2-5%,FALCPAT_9567,12,80,2.895,3.965,214.462,82.99027201804749,pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND 60-day return <= -25.4389 AND close position in weekly range <= 0.767,2.6807749999999997
2-5%,FALCPAT_6295,12,79,2.87325,4.468,214.258,80.70098479425121,recent_weakness|relative_strength,distance from 200-DMA <= -7.8665 AND 60-day return <= -15.5387 AND 60d relative strength vs market <= -12.8744,2.7121265822784806
2-5%,FALCPAT_9370,10,67,3.2713,4.641,213.939,82.07840197969651,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 4.3375 AND close position in weekly range >= 0.7694 AND weekly range % >= 14.0257,3.193119402985075
2-5%,FALCPAT_8226,10,85,2.5667,3.81,213.327,71.8320506107243,pullback_from_high|volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range >= 0.9024,2.509729411764706
2-5%,FALCPAT_7807,6,74,3.3714999999999997,4.762,212.926,63.28307073779448,recent_weakness,60-day return <= 60.2461 AND 20-week breakout flag >= 0.5 AND distance from 20-week SMA >= 21.4514,2.8773783783783786
2-5%,FALCPAT_6439,11,79,2.811272727272727,3.634,212.696,78.66464403513207,volatility_expansion|recent_weakness|weekly_strength|relative_strength,60-day return <= -5.8816 AND 20d relative strength vs sector >= -2.8018 AND close position in weekly range >= 0.7316 AND weekly range % >= 6.249,2.6923544303797473
2-5%,FALCPAT_7603,9,86,2.405777777777778,2.741,212.61900000000003,62.999706121968465,volatility_expansion|weekly_strength,5-day return >= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,2.4723139534883725
2-5%,FALCPAT_8882,12,85,2.53725,3.087,211.381,78.02219272859548,weekly_strength,distance from 120-day high >= -21.2998 AND close position in weekly range >= 0.9393,2.4868352941176473
2-5%,FALCPAT_9317,8,68,3.03525,4.176,206.708,68.0536331681043,pullback_from_high|volatility_expansion,distance from year-high <= -27.2313 AND distance from 60-day high <= -12.4475 AND slope of 50-DMA <= -0.5788 AND weekly range % >= 9.5581,3.039823529411765
2-5%,FALCPAT_9243,11,71,3.0044545454545455,4.513,205.099,79.49021550271024,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 3.6482 AND distance from year-high <= -30.6306 AND 60d relative strength vs sector <= -3.3673 AND distance from 20-week SMA <= -2.4895,2.888718309859155
2-5%,FALCPAT_7631,11,78,2.705909090909091,4.211,204.25799999999998,75.2565351863606,volatility_expansion|weekly_strength,distance from 200-DMA <= 7.1232 AND close position in weekly range >= 0.4448 AND distance from 20-week SMA <= 9.6939 AND weekly range % >= 9.9626,2.618692307692308
2-5%,FALCPAT_8668,10,75,2.6459,4.325,203.661,70.98860538222823,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 4.2698 AND distance from year-high <= -30.0108 AND 60d relative strength vs sector <= -0.0247,2.71548
2-5%,FALCPAT_6329,10,87,2.4948,4.324,202.223,67.83501624079886,volatility_expansion|weekly_strength,distance from 200-DMA <= -9.4385 AND days with sub-75% volume in last 7 >= 2.5 AND close position in weekly range >= 0.4553 AND weekly range % >= 5.3895,2.3244022988505746
2-5%,FALCPAT_8066,11,74,2.876818181818182,4.378,202.067,77.37118063735836,oversold|pullback_from_high|volatility_expansion|weekly_weak_close,distance from 20-day high <= -16.1936 AND RSI(14) >= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,2.7306351351351354
2-5%,FALCPAT_7430,8,77,2.684375,3.74,201.632,64.152279646675,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.5484 AND 60d relative strength vs sector <= 22.4458 AND close position in weekly range >= 0.8325 AND distance from 20-week SMA >= 12.5461,2.618597402597403
2-5%,FALCPAT_8585,6,75,2.859833333333333,3.646,199.952,54.756295549745985,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.4313 AND 5-day return >= 5.0998 AND close position in weekly range >= 0.6707 AND weekly range % >= 11.6077,2.6660266666666668
2-5%,FALCPAT_6328,13,74,2.7896923076923077,4.416,199.393,83.15747565250133,volatility_expansion|weekly_strength,distance from 200-DMA <= -9.4385 AND days with sub-75% volume in last 7 <= 2.5 AND close position in weekly range >= 0.4553 AND weekly range % >= 5.3895,2.6945
2-5%,FALCPAT_7755,10,73,2.7224,4.09,198.555,71.3311088881984,volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 4.2157 AND distance from 200-DMA <= -12.9927 AND close position in weekly range <= 0.4818,2.7199315068493153
2-5%,FALCPAT_7184,7,85,2.2927142857142857,2.57,194.87,54.78800867945171,volatility_expansion,distance from 200-DMA <= 15.8607 AND distance from 20-week SMA >= 1.2025 AND weekly range % >= 8.786,2.292588235294118
2-5%,FALCPAT_8463,11,73,2.7680000000000002,4.05,193.26,73.23047639719012,volatility_expansion|weekly_strength,slope of 50-DMA >= 0.4452 AND volume vs 20-day average <= 1.9044 AND close position in weekly range >= 0.2196 AND weekly range % >= 12.8017,2.647397260273973
2-5%,FALCPAT_8690,6,72,2.735,3.2,191.891,55.81933563963332,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.9142 AND 60d relative strength vs sector <= 26.5086 AND slope of 20-DMA >= 3.3276 AND close position in weekly range >= 0.4939,2.665152777777778
2-5%,FALCPAT_8349,13,65,2.8757692307692304,4.035,190.645,82.3343894082832,volatility_expansion|weekly_strength,distance from 50-DMA <= 7.1184 AND close position in weekly range >= 0.6784 AND weekly range % >= 14.8541,2.9330000000000003
2-5%,FALCPAT_9301,9,66,2.9265555555555554,4.646,190.433,68.4435824458598,pullback_from_high|volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.7959 AND distance from year-high <= -23.5637 AND close position in weekly range >= 0.6562 AND weekly range % >= 9.9519,2.885348484848485
2-5%,FALCPAT_8571,13,76,2.538923076923077,3.231,189.042,77.07919016493322,volatility_expansion|compression|weekly_strength,volatility (20d ATR%) >= 4.0236 AND distance from 200-DMA <= -9.2327 AND close position in weekly range >= 0.4229 AND weekly range % <= 8.6663,2.487394736842105
2-5%,FALCPAT_7160,14,61,3.1424285714285713,4.993,189.012,90.04939010480264,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 2.2284 AND distance from 120-day high <= -32.8368 AND close position in weekly range <= 0.5467 AND distance from 20-week SMA <= 8.4216,3.09855737704918
2-5%,FALCPAT_7297,9,65,3.246,4.492,188.68200000000002,69.8751090922677,pullback_from_high|relative_strength,distance from year-high <= -43.4753 AND distance from 200-DMA <= 24.7508 AND 20d relative strength vs sector >= -5.3304,2.9028
2-5%,FALCPAT_6474,12,65,2.9464166666666665,4.789,187.321,80.28728519806552,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 2.7816 AND distance from year-high <= -43.9096,2.8818615384615387
2-5%,FALCPAT_6722,6,74,2.7260000000000004,3.363,187.232,53.34551008476212,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.0418 AND 5-day avg volume vs 20-day >= 1.5849 AND close position in weekly range >= 0.6892 AND weekly range % >= 5.6823,2.530162162162162
2-5%,FALCPAT_8196,8,71,2.751,3.996,183.345,60.22304819897152,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 2.975 AND distance from 120-day high <= -25.2233 AND close position in weekly range <= 0.4434 AND weekly range % >= 6.6019,2.5823239436619723
2-5%,FALCPAT_8878,13,63,2.9906923076923073,4.962,183.208,83.12457337295231,pullback_from_high|volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 20d relative strength vs sector >= 4.9934 AND close position in weekly range >= 0.7657,2.908063492063492
