bucket,pattern,symbols,total_n,avg_d1_mean,max_avg_d1,edge_score,stability_score,rule_family,rule,weighted_avg_d1
1-2%,FALCPAT_6504,25,232,1.347,1.981,299.868,95.03881783557188,pullback_from_high|relative_strength,distance from 120-day high <= -38.874 AND distance from 50-DMA <= -12.0682 AND 60d relative strength vs market <= -14.4798,1.2925344827586207
1-2%,FALCPAT_8644,24,219,1.35875,1.976,299.76099999999997,96.54582219474358,volatility_expansion|compression|weekly_strength,volatility (20d ATR%) >= 4.9327 AND close position in weekly range >= 0.6079 AND weekly range % <= 11.7238,1.3687716894977167
1-2%,FALCPAT_7163,22,226,1.3789545454545455,1.99,298.578,90.00140603250158,volatility_expansion|compression|weekly_strength,volatility (20d ATR%) >= 2.2284 AND close position in weekly range >= 0.5467 AND weekly range % <= 13.298 AND weekly range % >= 9.6857,1.3211415929203538
1-2%,FALCPAT_9107,22,218,1.3986363636363637,1.997,297.84499999999997,92.7627474091174,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 3.307 AND close position in weekly range >= 0.8033 AND weekly range % >= 7.0481,1.366261467889908
1-2%,FALCPAT_8585,23,238,1.307782608695652,1.972,297.185,87.61561405307263,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.4313 AND 5-day return >= 5.0998 AND close position in weekly range >= 0.6707 AND weekly range % >= 11.6077,1.2486764705882354
1-2%,FALCPAT_8547,25,227,1.32952,1.957,297.103,96.29551995969743,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.4337 AND close position in weekly range >= 0.7802 AND weekly range % >= 13.9527,1.3088237885462553
1-2%,FALCPAT_7506,18,254,1.2086666666666668,1.694,296.846,76.81167321846128,pullback_from_high|compression|weekly_strength,distance from 120-day high <= -19.6539 AND slope of 50-DMA >= -1.4285 AND close position in weekly range >= 0.5525 AND weekly range % <= 9.6217,1.1686850393700787
1-2%,FALCPAT_6393,27,234,1.2811481481481481,1.863,296.842,97.29193961360849,pullback_from_high|weekly_strength|relative_strength,distance from 20-day high >= -3.3536 AND distance from year-high <= -24.2757 AND 60d relative strength vs sector >= -14.3816 AND close position in weekly range >= 0.7159,1.2685555555555554
1-2%,FALCPAT_6475,27,210,1.402962962962963,1.9,296.491,100.59072323548745,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 2.7816 AND distance from year-high <= -36.4983 AND distance from year-high >= -43.9096 AND weekly range % >= 9.1288,1.4118619047619048
1-2%,FALCPAT_8967,13,236,1.3168461538461538,1.937,296.32500000000005,66.75556667233978,pullback_from_high|volatility_expansion|compression|weekly_strength,volatility (20d ATR%) >= 3.5669 AND distance from 120-day high <= -15.7106 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range >= 0.6536,1.2556144067796613
1-2%,FALCPAT_8225,19,212,1.4243684210526315,1.969,294.606,85.16563337061264,pullback_from_high|volatility_expansion|weekly_strength|weekly_weak_close,volatility (20d ATR%) >= 3.732 AND distance from year-high <= -11.0436 AND close position in weekly range <= 0.9024 AND close position in weekly range >= 0.7961,1.3896509433962263
1-2%,FALCPAT_7741,15,235,1.3464666666666667,1.959,294.549,71.21050395637751,volatility_expansion|weekly_strength,5-day return >= 4.1146 AND close position in weekly range >= 0.7385 AND weekly range % >= 8.6398,1.2533999999999998
1-2%,FALCPAT_8365,24,204,1.428375,1.89,294.271,97.07077858330341,volatility_expansion|recent_weakness|weekly_strength,60-day return <= 70.2502 AND close position in weekly range >= 0.6135 AND distance from 20-week SMA >= 36.7502 AND weekly range % >= 9.6242,1.4425049019607843
1-2%,FALCPAT_8545,23,177,1.6051304347826088,1.992,293.489,98.8766793580369,other,,1.658129943502825
1-2%,FALCPAT_8958,25,221,1.42572,1.904,292.658,96.5120582598364,pullback_from_high,distance from year-high <= -31.6766 AND distance from 60-day high <= -23.6276 AND distance from 200-DMA <= 28.1487 AND days with sub-75% volume in last 20 >= 11.5,1.3242443438914029
1-2%,FALCPAT_7785,19,221,1.3453157894736842,1.89,291.928,82.64296337855022,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.7538 AND days with sub-75% volume in last 20 >= 12.5 AND close position in weekly range >= 0.6908 AND distance from 20-week SMA >= 3.0555,1.320941176470588
1-2%,FALCPAT_8076,26,206,1.4606153846153846,1.993,290.861,102.54309382098208,other,,1.4119466019417475
1-2%,FALCPAT_7947,10,237,1.2775,1.677,290.053,54.22656610439433,volatility_expansion,volatility (20d ATR%) >= 3.4679 AND distance from 200-DMA <= 5.5845,1.2238523206751055
1-2%,FALCPAT_9177,20,210,1.45545,1.976,288.98,87.05782604729117,compression,distance from 200-DMA >= -14.1193 AND days with sub-3% range in last 7 <= 1.5 AND days with sub-75% volume in last 20 <= 13.5 AND 5-day avg volume vs 20-day <= 1.1057,1.3760952380952378
1-2%,FALCPAT_9062,13,242,1.3974615384615385,1.989,286.927,64.42573779427761,volatility_expansion,volatility (20d ATR%) >= 5.9082 AND distance from 20-week SMA >= -16.5781,1.1856487603305785
1-2%,FALCPAT_8578,24,202,1.3872916666666668,1.987,286.688,95.9093528180924,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 3.4313 AND close position in weekly range >= 0.7121 AND weekly range % >= 8.9472,1.4192475247524752
1-2%,FALCPAT_7469,31,220,1.3108064516129032,1.957,285.334,105.49298084699177,pullback_from_high|volatility_expansion|weekly_strength|relative_strength,distance from 20-day high <= -3.9429 AND 60d relative strength vs sector <= -5.1916 AND close position in weekly range >= 0.5947 AND weekly range % >= 10.0582,1.2969727272727274
1-2%,FALCPAT_6427,12,237,1.2825,1.899,284.86,59.68348491470904,volatility_expansion|weekly_strength|relative_strength,60-day return >= -14.7778 AND 60d relative strength vs sector >= -15.622 AND close position in weekly range >= 0.6594 AND weekly range % >= 8.9956,1.2019409282700422
1-2%,FALCPAT_8580,17,231,1.324470588235294,1.882,284.49199999999996,71.66677185986518,volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 4.2758 AND close position in weekly range <= 0.3549,1.2315670995670998
1-2%,FALCPAT_8241,20,204,1.4425000000000001,1.891,284.342,86.69349475350066,pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,volatility (20d ATR%) >= 3.475 AND distance from year-high <= -40.3376 AND 60-day return <= -17.8637 AND close position in weekly range <= 0.5303,1.3938333333333333
1-2%,FALCPAT_7472,19,206,1.3322631578947368,1.887,280.754,79.4316718000778,volatility_expansion|weekly_strength|relative_strength,60d relative strength vs sector >= -5.1916 AND close position in weekly range >= 0.5947 AND distance from 20-week SMA >= 19.4889 AND weekly range % >= 10.0582,1.3628834951456308
1-2%,FALCPAT_8497,12,232,1.2119166666666665,1.796,280.616,60.132756025645705,volatility_expansion,volatility (20d ATR%) >= 3.2679 AND distance from 200-DMA <= 42.616 AND slope of 20-DMA >= -1.7819 AND weekly range % >= 9.4485,1.209551724137931
1-2%,FALCPAT_8408,17,228,1.4021176470588237,1.947,280.354,71.11930891314769,volatility_expansion|weekly_strength|relative_strength,60-day return >= 31.9685 AND 60d relative strength vs market >= 31.0766 AND close position in weekly range >= 0.5947 AND weekly range % >= 9.4741,1.229622807017544
1-2%,FALCPAT_8878,28,203,1.3884285714285713,1.854,278.64,101.31142695586864,pullback_from_high|volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.5005 AND distance from 120-day high <= -21.2998 AND 20d relative strength vs sector >= 4.9934 AND close position in weekly range >= 0.7657,1.3726108374384234
1-2%,FALCPAT_8454,23,205,1.4218695652173914,1.999,278.435,90.27490975689031,volatility_expansion|compression|weekly_weak_close,volatility (20d ATR%) >= 3.5945 AND distance from 200-DMA <= -7.3884 AND days with sub-3% range in last 7 >= 1.5 AND close position in weekly range <= 0.7018,1.3582195121951222
1-2%,FALCPAT_8764,13,226,1.312076923076923,1.949,277.598,65.19228962633933,pullback_from_high|volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.6888 AND distance from 120-day high <= -33.0168 AND distance from year-high <= -45.8202 AND close position in weekly range >= 0.1255,1.228309734513274
1-2%,FALCPAT_9518,16,191,1.4293125,1.985,275.523,76.78037086781359,pullback_from_high|volatility_expansion|recent_weakness,volatility (20d ATR%) >= 3.3726 AND distance from year-high <= -44.9665 AND 60-day return <= -2.7175 AND slope of 20-DMA >= -1.942,1.4425287958115185
1-2%,FALCPAT_6715,13,190,1.4106153846153846,1.775,274.127,66.56321845833563,volatility_expansion|recent_weakness|weekly_weak_close|relative_strength,volatility (20d ATR%) >= 3.0418 AND 60-day return <= -12.5897 AND 60d relative strength vs market <= 29.6728 AND close position in weekly range <= 0.6892,1.4427736842105263
1-2%,FALCPAT_7005,20,202,1.3616,1.811,274.054,83.0287502845894,pullback_from_high|weekly_strength,distance from year-high <= -41.9877 AND distance from 60-day high >= -24.9727 AND close position in weekly range >= 0.1497 AND distance from 20-week SMA <= 2.2342,1.3567029702970295
1-2%,FALCPAT_7305,17,192,1.4138823529411766,1.995,273.828,77.42539968848051,pullback_from_high,distance from year-high <= -42.6117 AND days with sub-75% volume in last 20 <= 8.5 AND distance from 20-week SMA <= 19.3255,1.4261875000000002
1-2%,FALCPAT_7508,30,191,1.4224666666666665,1.893,273.678,105.22188164295123,volatility_expansion|weekly_strength|relative_strength,20d relative strength vs sector <= -6.5723 AND close position in weekly range >= 0.5525 AND weekly range % >= 9.6217,1.4328691099476436
1-2%,FALCPAT_7599,19,213,1.3517894736842107,1.912,273.049,79.23861293000772,compression|weekly_strength|relative_strength,distance from 50-DMA >= 20.4217 AND 60d relative strength vs sector >= -12.3946 AND close position in weekly range >= 0.5365 AND weekly range % <= 11.038,1.2819201877934272
1-2%,FALCPAT_7564,12,203,1.4319166666666667,1.919,271.866,63.45697039121156,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.2686 AND distance from 120-day high <= -16.2667 AND distance from 20-week SMA >= 12.5677,1.3392413793103448
1-2%,FALCPAT_7321,28,202,1.3629285714285715,1.951,271.614,99.07613876640991,relative_strength,distance from year-high >= -43.4753 AND distance from 200-DMA <= 24.1184 AND 60d relative strength vs market <= 7.9488 AND distance from 20-week SMA >= 12.3864,1.3446237623762376
1-2%,FALCPAT_8325,24,209,1.3290833333333334,1.995,271.13800000000003,88.81592909805553,volatility_expansion|recent_weakness|weekly_strength,60-day return <= 69.6886 AND close position in weekly range >= 0.7007 AND distance from 20-week SMA >= 39.2838 AND weekly range % >= 5.1372,1.2973110047846892
1-2%,FALCPAT_8348,39,202,1.3546923076923076,1.979,270.906,117.46306283531872,oversold|volatility_expansion|weekly_weak_close,distance from 50-DMA <= 7.1184 AND RSI(14) >= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,1.3411188118811885
1-2%,FALCPAT_7458,11,211,1.2867272727272727,1.583,270.272,57.84372394559539,volatility_expansion,volatility (20d ATR%) >= 3.52 AND distance from 200-DMA <= 16.3369 AND distance from 20-week SMA >= 1.2965,1.2809099526066352
1-2%,FALCPAT_8403,21,218,1.3095238095238095,1.742,270.132,81.14041535974934,volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 4.3108 AND 5-day avg volume vs 20-day <= 0.4439 AND close position in weekly range <= 0.5947,1.2391376146788988
1-2%,FALCPAT_7862,8,229,1.24075,1.606,269.509,49.39775518644315,volatility_expansion|weekly_strength,distance from 10-day high >= -2.5243 AND close position in weekly range >= 0.4998 AND weekly range % >= 7.5026,1.1768951965065504
1-2%,FALCPAT_9114,11,249,1.1971818181818181,1.55,268.502,51.12674852637957,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.307 AND distance from 200-DMA >= -0.9248 AND close position in weekly range >= 0.7784 AND distance from 20-week SMA >= 7.6256,1.0783212851405624
1-2%,FALCPAT_9370,19,213,1.3506842105263157,1.962,268.406,78.43867922444068,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 4.3375 AND close position in weekly range >= 0.7694 AND weekly range % >= 14.0257,1.2601220657276995
1-2%,FALCPAT_7320,18,207,1.407,1.986,268.16700000000003,78.11744230551469,pullback_from_high|relative_strength,distance from year-high <= -43.4753 AND distance from 200-DMA <= 24.1184 AND 60d relative strength vs sector >= -40.4443,1.2954927536231886
1-2%,FALCPAT_8378,29,205,1.3368275862068966,1.921,267.926,96.3765598400293,pullback_from_high,distance from 10-day high <= -18.52 AND distance from 120-day high <= -15.2508 AND distance from 20-week SMA <= -6.9757,1.3069560975609757
1-2%,FALCPAT_9318,20,176,1.4781499999999999,1.959,267.781,84.57960458502257,pullback_from_high|volatility_expansion,distance from year-high <= -27.2313 AND distance from 60-day high <= -12.4475 AND slope of 50-DMA >= -0.5788 AND weekly range % >= 9.5581,1.521482954545455
1-2%,FALCPAT_9339,27,200,1.3371851851851853,1.981,267.319,95.08321826425319,other,,1.3365949999999998
1-2%,FALCPAT_9150,15,198,1.3635333333333333,1.897,266.909,68.02419288555319,volatility_expansion|relative_strength,volatility (20d ATR%) >= 4.4687 AND days with sub-75% volume in last 20 <= 11.5 AND 20d relative strength vs market >= -10.4124,1.3480252525252527
1-2%,FALCPAT_8803,16,189,1.4995,1.956,266.656,74.96811099679618,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 4.3277 AND distance from 120-day high <= -44.9817 AND slope of 50-DMA <= -0.3461,1.4108783068783068
1-2%,FALCPAT_6566,14,192,1.4633571428571428,1.938,266.294,70.61341023096128,oversold|pullback_from_high,distance from 120-day high <= -7.4944 AND distance from 200-DMA <= 8.9192 AND RSI(14) >= 42.6073 AND distance from 20-week SMA >= 2.6106,1.386947916666667
1-2%,FALCPAT_7430,20,198,1.3233000000000001,1.81,265.647,80.53876715155668,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.5484 AND 60d relative strength vs sector <= 22.4458 AND close position in weekly range >= 0.8325 AND distance from 20-week SMA >= 12.5461,1.3416515151515152
1-2%,FALCPAT_8469,18,222,1.229611111111111,1.938,265.279,72.59503937937957,volatility_expansion|relative_strength,volatility (20d ATR%) >= 4.3217 AND distance from 200-DMA >= 2.9181 AND 60d relative strength vs sector <= 22.0314 AND weekly range % >= 6.5103,1.1949504504504507
1-2%,FALCPAT_9017,22,208,1.3410454545454547,1.907,264.86,83.26042755760281,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 2.9391 AND distance from 120-day high <= -23.6189 AND distance from 200-DMA >= -37.0609 AND distance from 20-week SMA >= -10.6066,1.2733653846153845
1-2%,FALCPAT_8728,22,211,1.2837272727272728,1.833,261.517,81.44716865848254,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 5.2891 AND distance from year-high >= -37.4645 AND close position in weekly range >= 0.7552,1.2394170616113747
1-2%,FALCPAT_8381,19,204,1.3494736842105264,1.941,261.449,78.53276679072489,volatility_expansion,volatility (20d ATR%) >= 4.8058 AND distance from 120-day high >= -15.2508 AND distance from 20-week SMA <= 17.2081,1.2816127450980392
1-2%,FALCPAT_7352,12,215,1.3305833333333335,1.972,261.38,60.671596352233514,volatility_expansion,volatility (20d ATR%) >= 3.8847 AND distance from 20-week SMA <= 20.6351 AND distance from 20-week SMA >= 13.7021,1.2157209302325582
1-2%,FALCPAT_9220,10,215,1.3054000000000001,1.799,261.009,54.02334014608482,volatility_expansion,volatility (20d ATR%) <= 4.4887 AND volatility (20d ATR%) >= 3.3892 AND distance from 200-DMA >= 9.8881 AND volume vs 20-day average >= 1.0956,1.2139953488372093
1-2%,FALCPAT_9574,15,213,1.2993999999999999,1.967,260.562,64.49911137977341,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.5761 AND distance from year-high >= -27.4711 AND close position in weekly range >= 0.5899 AND weekly range % >= 8.6569,1.2232957746478874
1-2%,FALCPAT_8501,18,197,1.3556666666666668,1.931,258.996,74.39204239538853,volatility_expansion|weekly_weak_close|relative_strength,volatility (20d ATR%) >= 3.596 AND 60d relative strength vs market <= -27.0458 AND close position in weekly range <= 0.6795,1.314700507614213
1-2%,FALCPAT_8851,18,189,1.3887777777777779,1.898,258.67699999999996,75.95980817671249,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 2.5103 AND distance from 120-day high <= -16.1544 AND distance from year-high <= -48.0875 AND close position in weekly range <= 0.7072,1.3686613756613755
1-2%,FALCPAT_8966,14,202,1.2952142857142857,1.908,258.423,62.97148252862594,pullback_from_high|volatility_expansion|compression|weekly_weak_close,volatility (20d ATR%) >= 3.5669 AND distance from 120-day high <= -15.7106 AND days with sub-3% range in last 7 <= 3.5 AND close position in weekly range <= 0.6536,1.279321782178218
1-2%,FALCPAT_7964,25,197,1.37076,1.954,258.022,88.4985977403943,volatility_expansion|weekly_strength,short-term vol vs longer-term <= 1.2039 AND slope of 50-DMA >= 0.7708 AND close position in weekly range >= 0.6229 AND weekly range % >= 11.7775,1.309756345177665
1-2%,FALCPAT_6440,7,223,1.1942857142857142,1.499,256.317,42.77830943563204,volatility_expansion|weekly_strength|relative_strength,60-day return >= -5.8816 AND 20d relative strength vs sector >= -2.8018 AND close position in weekly range >= 0.7316 AND weekly range % >= 6.249,1.1494035874439463
1-2%,FALCPAT_7871,14,212,1.2300714285714285,1.899,255.466,61.28776062951234,volatility_expansion|weekly_strength,daily range % <= 4.7404 AND close position in weekly range >= 0.5692 AND weekly range % >= 9.2163,1.2050283018867924
1-2%,FALCPAT_8772,16,189,1.391375,1.817,254.845,71.88853349481661,volatility_expansion,volatility (20d ATR%) >= 3.9163 AND slope of 20-DMA <= 2.6326 AND slope of 50-DMA <= -1.4542,1.3483862433862435
1-2%,FALCPAT_8881,17,188,1.3630588235294119,1.961,254.55700000000002,74.77622264641073,weekly_strength|weekly_weak_close,distance from 120-day high >= -21.2998 AND close position in weekly range <= 0.9115 AND close position in weekly range >= 0.8766,1.3540265957446809
1-2%,FALCPAT_8582,26,203,1.3113846153846151,1.986,254.436,90.35088302829554,volatility_expansion|compression|weekly_strength,volatility (20d ATR%) >= 3.4313 AND close position in daily range <= 0.4382 AND close position in weekly range >= 0.6707 AND weekly range % <= 11.6077,1.2533793103448276
1-2%,FALCPAT_9210,24,193,1.354,1.92,254.058,87.68988665270217,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.2014 AND 60d relative strength vs market <= -9.7985 AND slope of 20-DMA <= -5.1315 AND close position in weekly range >= 0.1404,1.316362694300518
1-2%,FALCPAT_8247,29,200,1.3437931034482757,1.994,253.69,94.97156881764617,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 3.475 AND close position in weekly range >= 0.5303 AND distance from 20-week SMA <= 8.1322 AND weekly range % >= 11.9613,1.2684499999999999
1-2%,FALCPAT_6824,5,229,1.1002,1.15,253.603,36.67934101020535,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.2772 AND slope of 20-DMA >= 0.2136 AND close position in weekly range >= 0.7988,1.1074366812227074
1-2%,FALCPAT_8791,35,184,1.392342857142857,1.979,252.91,107.9364460980485,oversold|compression|recent_weakness,days with sub-3% range in last 7 <= 3.5 AND 20-day return <= -9.9721 AND RSI(14) <= 26.3331 AND 5-day avg volume vs 20-day <= 0.8266,1.3745108695652173
1-2%,FALCPAT_7997,3,219,1.1636666666666666,1.305,252.836,29.67050685429524,compression|weekly_strength,days with sub-3% range in last 7 <= 3.5 AND days with sub-75% volume in last 20 <= 13.5 AND slope of 50-DMA <= 1.6679 AND close position in weekly range >= 0.5865,1.154502283105023
1-2%,FALCPAT_6199,23,188,1.368695652173913,1.876,252.75,86.40511901144349,weekly_strength|relative_strength,distance from 20-DMA >= -2.8747 AND distance from 200-DMA <= -1.4701 AND 60d relative strength vs market >= -13.4875 AND close position in weekly range >= 0.8145,1.3444148936170215
1-2%,FALCPAT_7962,31,191,1.3493870967741937,1.983,252.621,100.4198873467942,compression|weekly_strength,close position in weekly range >= 0.9553 AND weekly range % <= 11.7775,1.3226230366492147
1-2%,FALCPAT_9261,17,208,1.2974705882352942,1.84,252.305,69.22034460878558,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 4.4771 AND distance from 200-DMA <= 27.3836 AND close position in weekly range >= 0.1095,1.2130048076923077
1-2%,FALCPAT_9406,21,200,1.305095238095238,1.872,251.953,79.40776057042234,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.3506 AND distance from 120-day high <= -13.1357 AND 20-day return >= -2.1667 AND slope of 50-DMA >= 0.2647,1.259765
1-2%,FALCPAT_9006,14,172,1.4210714285714285,1.834,250.199,67.09798528955645,volatility_expansion|relative_strength,volatility (20d ATR%) >= 4.1414 AND 60d relative strength vs sector >= 15.164 AND weekly range % >= 9.1665,1.4546453488372093
1-2%,FALCPAT_8690,19,187,1.3170526315789475,1.883,248.946,75.94083482745442,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.9142 AND 60d relative strength vs sector <= 26.5086 AND slope of 20-DMA >= 3.3276 AND close position in weekly range >= 0.4939,1.3312620320855615
1-2%,FALCPAT_7085,9,194,1.3645555555555555,1.715,248.607,51.079655659088516,pullback_from_high|volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.3175 AND distance from 120-day high <= -4.8089 AND close position in weekly range >= 0.6441 AND weekly range % >= 7.9969,1.2814793814432992
1-2%,FALCPAT_6663,8,214,1.241875,1.735,247.78900000000002,46.50236629437403,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.2273 AND 60d relative strength vs sector >= -8.7965 AND slope of 50-DMA >= -2.14 AND close position in weekly range >= 0.8097,1.157892523364486
1-2%,FALCPAT_9122,13,197,1.301769230769231,1.838,247.745,60.10052109014306,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 3.4326 AND distance from year-high <= -21.3469 AND 60-day return >= -28.0132 AND close position in weekly range <= 0.8244,1.2575888324873097
1-2%,FALCPAT_9043,16,194,1.2989375,1.964,247.524,69.82694487452636,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) <= 4.0628 AND 5-day return <= 2.8185 AND close position in weekly range >= 0.4183 AND weekly range % >= 6.2674,1.2758969072164947
1-2%,FALCPAT_8907,10,199,1.2675,1.875,247.446,55.09973190327855,weekly_strength,slope of 20-DMA <= -0.8489 AND close position in weekly range >= 0.7839,1.2434472361809046
1-2%,FALCPAT_7790,8,166,1.488125,1.698,246.892,50.70055139845585,volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 2.8649 AND 60d relative strength vs sector <= 31.8267 AND close position in weekly range >= 0.6975 AND distance from 20-week SMA >= 3.0555,1.487301204819277
1-2%,FALCPAT_9119,28,195,1.3109285714285714,1.804,246.523,91.09641934944551,volatility_expansion|recent_weakness|weekly_strength,volatility (20d ATR%) <= 3.4326 AND 5-day return <= 3.9414 AND close position in weekly range >= 0.6344 AND weekly range % >= 7.0481,1.2642205128205128
1-2%,FALCPAT_6512,20,190,1.3241,1.996,245.159,77.36760591866255,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 3.3322 AND distance from 120-day high <= -42.3676 AND distance from 50-DMA <= 10.5469,1.2903105263157895
1-2%,FALCPAT_9493,18,198,1.283388888888889,1.859,244.168,71.42772331553884,volatility_expansion,volatility (20d ATR%) >= 3.0551 AND days with sub-75% volume in last 20 <= 7.5 AND slope of 50-DMA >= -1.7567 AND weekly range % >= 6.7951,1.2331717171717171
1-2%,FALCPAT_8642,16,170,1.3993125,1.791,244.152,69.44136443782531,volatility_expansion|weekly_strength|weekly_weak_close,volatility (20d ATR%) >= 4.627 AND close position in weekly range <= 0.6079 AND close position in weekly range >= 0.3771,1.4361882352941175
1-2%,FALCPAT_9430,15,194,1.3630666666666669,1.99,243.853,65.09345578831395,volatility_expansion,volatility (20d ATR%) >= 4.2484 AND distance from year-high >= -15.7819 AND distance from 200-DMA >= 1.1002 AND slope of 50-DMA <= 1.5738,1.2569742268041237
1-2%,FALCPAT_9500,18,171,1.4253333333333333,1.989,243.315,76.49574200927941,compression|weekly_strength,distance from 120-day high >= -37.6909 AND days with sub-2.5% range in last 7 <= 3.5 AND days with sub-75% volume in last 20 <= 6.5 AND close position in weekly range >= 0.7666,1.4228947368421052
1-2%,FALCPAT_8743,19,178,1.3993157894736843,1.917,242.186,77.57584623357621,pullback_from_high|volatility_expansion,volatility (20d ATR%) >= 4.0285 AND distance from year-high <= -42.9337 AND days with sub-75% volume in last 20 <= 15.5,1.3605955056179775
1-2%,FALCPAT_6823,8,204,1.209,1.808,241.48000000000002,46.76860603362036,volatility_expansion|weekly_strength,volatility (20d ATR%) >= 2.2772 AND slope of 20-DMA <= 0.2136 AND close position in weekly range >= 0.7988,1.1837254901960785
1-2%,FALCPAT_9449,24,173,1.4312916666666666,1.902,240.959,86.96847286712219,pullback_from_high|compression|relative_strength,distance from 120-day high <= -27.921 AND days with sub-2.5% range in last 7 <= 2.5 AND 60d relative strength vs sector <= -9.045 AND distance from 20-week SMA <= -24.3698,1.3928265895953758
1-2%,FALCPAT_7771,15,164,1.4698,1.775,240.431,69.32247848206717,volatility_expansion|weekly_strength,distance from 20-DMA >= 12.344 AND close position in weekly range >= 0.3004 AND distance from 20-week SMA >= 11.1709 AND weekly range % >= 17.9071,1.4660426829268292
1-2%,FALCPAT_7756,20,167,1.4712999999999998,1.959,240.253,80.9184472387503,other,,1.4386407185628742
1-2%,FALCPAT_7226,17,177,1.4025294117647058,1.961,239.88400000000001,68.656556265297,pullback_from_high|volatility_expansion|relative_strength,volatility (20d ATR%) >= 2.4942 AND distance from 120-day high <= -25.1133 AND distance from year-high <= -45.9625 AND 60d relative strength vs sector <= -1.6159,1.355276836158192
1-2%,FALCPAT_8136,21,174,1.4218095238095239,1.94,239.587,81.18578152674488,other,,1.3769367816091953
1-2%,FALCPAT_6227,18,174,1.4014444444444445,1.999,239.473,75.5024391409335,weekly_strength|relative_strength,distance from 200-DMA <= 14.1688 AND 60d relative strength vs market >= -4.0304 AND 5-day avg volume vs 20-day >= 1.1659 AND close position in weekly range >= 0.7031,1.3762816091954024
1-2%,FALCPAT_7998,16,186,1.321125,1.733,239.258,67.89904636728443,compression|weekly_strength,days with sub-3% range in last 7 <= 3.5 AND days with sub-75% volume in last 20 >= 13.5 AND slope of 50-DMA <= 1.6679 AND close position in weekly range >= 0.5865,1.2863333333333333
1-2%,FALCPAT_7432,16,178,1.3661874999999999,1.96,238.02599999999998,67.86120502197664,compression|relative_strength,days with sub-3% range in last 7 <= 4.5 AND 60d relative strength vs sector <= -3.7222 AND 5-day avg volume vs 20-day <= 0.8783 AND distance from 20-week SMA <= -0.5954,1.3372247191011237
1-2%,FALCPAT_8138,15,166,1.5077333333333334,1.951,237.739,68.73781899187706,pullback_from_high|volatility_expansion|weekly_weak_close,volatility (20d ATR%) >= 3.7778 AND distance from year-high <= -38.3916 AND close position in weekly range <= 0.53,1.4321626506024097
1-2%,FALCPAT_6804,29,170,1.3902413793103447,1.957,237.66,96.43745175399573,volatility_expansion|weekly_strength,volatility (20d ATR%) <= 3.2466 AND close position in weekly range >= 0.4991 AND weekly range % >= 9.7296,1.3980000000000001
1-2%,FALCPAT_7360,13,194,1.2721538461538462,1.786,236.54,57.85049026360308,volatility_expansion|recent_weakness|relative_strength,volatility (20d ATR%) >= 2.5484 AND 60-day return <= 18.5742 AND 60d relative strength vs market <= 15.0112 AND distance from 20-week SMA >= 12.4288,1.2192783505154638
1-2%,FALCPAT_8951,20,173,1.4231,1.98,234.94400000000002,77.22350719386756,pullback_from_high|volatility_expansion|weekly_strength|relative_strength,volatility (20d ATR%) >= 3.9374 AND distance from 20-day high <= -14.2373 AND 60d relative strength vs sector <= -15.4462 AND close position in weekly range >= 0.1754,1.3580578034682083
