pattern,symbol,n,avg_d1,bucket,edge_score,stability_score,target,regime,hit_pct,base_pct,real_lift_pp,status,rule,mandate,rule_family,screener_tier
FALCPAT_9124,OLECTRA,3,11.583,10%+,34.749,20.062344504070303,hit_15pc_20d,capitulation,50.93023255813953,19.56237142322798,31.36786113491156,PROMOTED,volatility (20d ATR%) >= 3.4326 AND distance from year-high <= -21.3469 AND close position in weekly range >= 0.8244 AND distance from 20-week SMA >= 3.36,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,D_extreme_thin
FALCPAT_6658,GODREJIND,3,8.51,5-10%,25.53,14.739752372411145,hit_25pc_30d,compression,20.35162493340437,10.722915258072424,9.628709675331946,PROMOTED,volatility (20d ATR%) >= 3.2273 AND days with sub-75% volume in last 7 >= 3.5 AND slope of 50-DMA <= -2.14 AND distance from 20-week SMA <= -7.067,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_6674,LODHA,3,8.291,5-10%,24.873,14.360433245553562,hit_15pc_20d,capitulation,45.36082474226804,18.31582194494749,27.04500279732055,PROMOTED,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA <= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_7619,LODHA,3,8.291,5-10%,24.873,14.360433245553562,hit_10pc_20d,breakout,79.67445742904842,30.24927834188964,49.42517908715877,PROMOTED,5-day return <= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % >= 14.1572,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_7603,ERIS,3,8.185,5-10%,24.555,14.176835859951261,hit_15pc_20d,breakout,34.97835497835498,15.52565995111252,19.452695027242463,PROMOTED,5-day return >= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_7807,NIACL,3,8.073,5-10%,24.219,13.982846169503546,hit_25pc_30d,breakout,14.818652849740932,7.722364089468664,7.096288760272268,PROMOTED,60-day return <= 60.2461 AND 20-week breakout flag >= 0.5 AND distance from 20-week SMA >= 21.4514,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",recent_weakness,ignore
FALCPAT_9300,PARADEEP,3,7.924,5-10%,23.772000000000002,13.724770599175784,hit_10pc_20d,capitulation,53.215674543822914,35.380587245184216,17.835087298638697,PROMOTED,volatility (20d ATR%) >= 2.7959 AND distance from year-high <= -23.5637 AND close position in weekly range >= 0.6562 AND weekly range % <= 9.9519,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|compression|weekly_strength,ignore
FALCPAT_8951,CONCORDBIO,3,7.778,5-10%,23.334,13.471891181270726,hit_15pc_20d,other,47.99357945425361,19.56237142322798,28.43120803102564,PROMOTED,volatility (20d ATR%) >= 3.9374 AND distance from 20-day high <= -14.2373 AND 60d relative strength vs sector <= -15.4462 AND close position in weekly range >= 0.1754,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength|relative_strength,ignore
FALCPAT_6329,GODREJIND,3,7.655,5-10%,22.965,13.258848931939756,hit_25pc_30d,breakout,18.579651261215503,10.722915258072424,7.856736003143084,PROMOTED,distance from 200-DMA <= -9.4385 AND days with sub-75% volume in last 7 >= 2.5 AND close position in weekly range >= 0.4553 AND weekly range % >= 5.3895,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8171,GODREJIND,3,7.655,5-10%,22.965,13.258848931939756,hit_40pc_40d,breakout,9.217691592508965,2.9651372889629943,6.2525543035459705,PROMOTED,volatility (20d ATR%) >= 3.3699 AND slope of 50-DMA <= -1.3271 AND close position in weekly range >= 0.5672 AND distance from 20-week SMA <= -0.524,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8746,GODREJIND,3,7.655,5-10%,22.965,13.258848931939756,hit_25pc_30d,capitulation,24.63054187192118,10.408532325017468,14.222009546903712,PROMOTED,volatility (20d ATR%) >= 4.0285 AND distance from year-high <= -34.3354 AND days with sub-75% volume in last 20 >= 15.5 AND close position in weekly range >= 0.5475,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,ignore
FALCPAT_8378,PGEL,4,7.636,5-10%,30.544,15.272,hit_40pc_40d,capitulation,8.674863387978142,2.9651372889629943,5.709726099015147,PROMOTED,distance from 10-day high <= -18.52 AND distance from 120-day high <= -15.2508 AND distance from 20-week SMA <= -6.9757,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high,ignore
FALCPAT_7430,FACT,4,7.539,5-10%,30.156,15.078,hit_25pc_30d,breakout,23.0642277540916,9.458155042142677,13.60607271194892,PROMOTED,volatility (20d ATR%) >= 2.5484 AND 60d relative strength vs sector <= 22.4458 AND close position in weekly range >= 0.8325 AND distance from 20-week SMA >= 12.5461,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|relative_strength,ignore
FALCPAT_6475,PGEL,3,7.509,5-10%,22.527,13.0059695140347,hit_15pc_20d,capitulation,32.06166303332295,18.31582194494749,13.74584108837546,PROMOTED,volatility (20d ATR%) >= 2.7816 AND distance from year-high <= -36.4983 AND distance from year-high >= -43.9096 AND weekly range % >= 9.1288,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_9570,LODHA,3,7.499,5-10%,22.497,12.98864900595901,hit_15pc_20d,capitulation,66.45021645021644,19.56237142322798,46.88784502698847,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % >= 13.4815,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,ignore
FALCPAT_8789,GODFRYPHLP,3,7.484,5-10%,22.451999999999998,12.962668243845476,hit_25pc_30d,other,15.171811298776936,10.408532325017468,4.763278973759467,PROMOTED,volatility (20d ATR%) >= 3.7914 AND distance from 200-DMA <= -4.7543 AND 60-day return <= 41.0247 AND slope of 20-DMA >= -0.7126,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness,ignore
FALCPAT_8791,SJVN,3,7.483,5-10%,22.448999999999998,12.960936193037908,hit_40pc_40d,capitulation,5.803571428571429,4.088422971741112,1.7151484568303164,PROMOTED,days with sub-3% range in last 7 <= 3.5 AND 20-day return <= -9.9721 AND RSI(14) <= 26.3331 AND 5-day avg volume vs 20-day <= 0.8266,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",oversold|compression|recent_weakness,ignore
FALCPAT_9570,GODFRYPHLP,3,7.378,5-10%,22.134,12.779070858243177,hit_15pc_20d,capitulation,66.45021645021644,19.56237142322798,46.88784502698847,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % >= 13.4815,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,ignore
FALCPAT_8766,JWL,3,7.369,5-10%,22.107,12.763482400975056,hit_10pc_20d,other,56.95732838589982,35.380587245184216,21.576741140715605,PROMOTED,volatility (20d ATR%) >= 3.6888 AND distance from 20-day high <= -19.8967 AND distance from year-high >= -45.8202 AND distance from 60-day high <= -28.1363,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_9106,TTML,4,7.332,5-10%,29.328,14.664,,,,,,,,,other,ignore
FALCPAT_6424,GODREJIND,3,7.251,5-10%,21.753,12.55910040568193,hit_10pc_20d,breakout,67.80150028851702,34.00746195228712,33.79403833622991,PROMOTED,volatility (20d ATR%) >= 3.7232 AND 60-day return <= -14.7778 AND close position in weekly range >= 0.6594,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_6674,GODREJIND,3,7.251,5-10%,21.753,12.55910040568193,hit_15pc_20d,capitulation,45.36082474226804,18.31582194494749,27.04500279732055,PROMOTED,volatility (20d ATR%) >= 2.673 AND distance from 50-DMA <= -9.6156 AND 60-day return <= -15.4153 AND close position in weekly range >= 0.712,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_9569,GODREJIND,3,7.251,5-10%,21.753,12.55910040568193,hit_15pc_20d,capitulation,49.52445652173913,19.56237142322798,29.96208509851115,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND close position in weekly range >= 0.767 AND weekly range % <= 13.4815,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|compression|weekly_strength,ignore
FALCPAT_9584,GODREJIND,3,7.251,5-10%,21.753,12.55910040568193,hit_25pc_30d,capitulation,34.23913043478261,10.408532325017468,23.830598109765145,PROMOTED,volatility (20d ATR%) >= 4.0743 AND distance from year-high <= -32.3954 AND close position in weekly range >= 0.7707,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,ignore
FALCPAT_8397,JUBLPHARMA,3,7.21,5-10%,21.63,12.488086322571604,hit_40pc_40d,other,8.104845663045353,2.9651372889629943,5.139708374082358,PROMOTED,distance from 20-day high <= -17.3947 AND distance from year-high <= -10.8368 AND distance from 200-DMA <= 30.4299 AND close position in weekly range >= 0.1992,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|weekly_strength,ignore
FALCPAT_9406,DOMS,3,7.207,5-10%,21.621,12.482890170148897,hit_15pc_20d,momentum,24.778761061946906,19.56237142322798,5.216389638718924,PROMOTED,volatility (20d ATR%) >= 3.3506 AND distance from 120-day high <= -13.1357 AND 20-day return >= -2.1667 AND slope of 50-DMA >= 0.2647,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_7832,VIJAYA,3,7.206,5-10%,21.618000000000002,12.48115811934133,hit_25pc_30d,mean_reversion,10.501193317422434,7.722364089468664,2.7788292279537705,PROMOTED,volatility (20d ATR%) >= 4.5381 AND close position in weekly range <= 0.1837 AND weekly range % >= 19.9051,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,ignore
FALCPAT_7297,FACT,3,7.143,5-10%,21.429,12.37203891846449,hit_15pc_20d,capitulation,31.286635404454863,17.450644806122114,13.835990598332751,PROMOTED,distance from year-high <= -43.4753 AND distance from 200-DMA <= 24.7508 AND 20d relative strength vs sector >= -5.3304,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|relative_strength,ignore
FALCPAT_8065,MAZDOCK,6,7.068,5-10%,42.408,17.3129935019915,hit_10pc_20d,capitulation,41.82509505703423,30.24927834188964,11.575816715144583,PROMOTED,distance from 20-day high <= -16.1936 AND RSI(14) <= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high|volatility_expansion|weekly_weak_close,C_explosive_thin
FALCPAT_8136,WOCKPHARMA,3,7.021,5-10%,21.063,12.160728719941087,,,,,,,,,other,ignore
FALCPAT_8958,GODREJIND,4,6.972,5-10%,27.888,13.944,hit_25pc_30d,capitulation,30.04405286343612,10.408532325017468,19.635520538418653,PROMOTED,distance from year-high <= -31.6766 AND distance from 60-day high <= -23.6276 AND distance from 200-DMA <= 28.1487 AND days with sub-75% volume in last 20 >= 11.5,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high,ignore
FALCPAT_7881,JUBLPHARMA,3,6.968,5-10%,20.904,12.068930027139936,hit_40pc_40d,other,8.658008658008658,2.9651372889629943,5.692871369045663,PROMOTED,volatility (20d ATR%) >= 4.5087 AND short-term vol vs longer-term >= 1.451 AND distance from year-high >= -34.5273 AND weekly range % >= 19.6924,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_8545,HBLENGINE,4,6.964,5-10%,27.856,13.928,,,,,,,,,other,ignore
FALCPAT_8454,CAPLIPOINT,3,6.937,5-10%,20.811,12.015236452105302,hit_10pc_20d,other,42.93606945540648,30.24927834188964,12.686791113516833,PROMOTED,volatility (20d ATR%) >= 3.5945 AND distance from 200-DMA <= -7.3884 AND days with sub-3% range in last 7 >= 1.5 AND close position in weekly range <= 0.7018,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression|weekly_weak_close,ignore
FALCPAT_8938,NUVAMA,3,6.935,5-10%,20.805,12.011772350490162,hit_10pc_20d,other,53.31825037707391,35.380587245184216,17.937663131889693,PROMOTED,volatility (20d ATR%) >= 3.9309 AND distance from 20-day high <= -12.7454 AND distance from 20-week SMA <= -21.1531,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_8733,POWERINDIA,3,6.781,5-10%,20.343,11.745036526124556,hit_10pc_20d,capitulation,56.63551401869159,35.380587245184216,21.25492677350738,PROMOTED,volatility (20d ATR%) >= 4.3311 AND 60-day return <= -20.5526 AND close position in weekly range <= 0.7189,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_weak_close,ignore
FALCPAT_9123,GODREJIND,5,6.772,5-10%,33.86,15.142652343628576,hit_15pc_20d,capitulation,49.29338609383833,19.56237142322798,29.731014670610342,PROMOTED,volatility (20d ATR%) >= 3.4326 AND distance from year-high <= -21.3469 AND close position in weekly range >= 0.8244 AND distance from 20-week SMA <= 3.36,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_8378,ITI,4,6.617,5-10%,26.468,13.234,hit_40pc_40d,capitulation,8.674863387978142,2.9651372889629943,5.709726099015147,PROMOTED,distance from 10-day high <= -18.52 AND distance from 120-day high <= -15.2508 AND distance from 20-week SMA <= -6.9757,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high,ignore
FALCPAT_6784,AEGISLOG,3,6.605,5-10%,19.815,11.440195583992434,hit_15pc_20d,capitulation,37.363697055114606,17.450644806122114,19.91305224899249,PROMOTED,volatility (20d ATR%) >= 3.602 AND distance from year-high <= -35.3532 AND 20d relative strength vs market <= 1.3608 AND distance from 20-week SMA <= 9.4222,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,ignore
FALCPAT_8511,AEGISLOG,3,6.605,5-10%,19.815,11.440195583992434,hit_40pc_40d,capitulation,7.754079958552802,2.9651372889629943,4.788942669589807,PROMOTED,volatility (20d ATR%) >= 3.3187 AND distance from 200-DMA <= -14.1142 AND 20-day return <= -5.755,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness,ignore
FALCPAT_9597,AEGISLOG,3,6.605,5-10%,19.815,11.440195583992434,hit_40pc_40d,capitulation,10.856985395425738,4.088422971741112,6.768562423684625,PROMOTED,volatility (20d ATR%) >= 4.1105 AND distance from year-high <= -35.2525 AND 60-day return <= 20.6957,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,ignore
FALCPAT_8347,JUBLPHARMA,3,6.604,5-10%,19.812,11.438463533184866,hit_25pc_30d,mean_reversion,12.325581395348838,7.722364089468664,4.6032173058801735,PROMOTED,distance from 50-DMA <= 7.1184 AND RSI(14) <= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",oversold|volatility_expansion|weekly_weak_close,ignore
FALCPAT_9108,PPLPHARMA,6,6.576,5-10%,39.455999999999996,16.107844548542175,hit_10pc_20d,capitulation,42.0377358490566,35.380587245184216,6.657148603872387,PROMOTED,volatility (20d ATR%) >= 3.307 AND 60-day return <= -17.1495 AND 20d relative strength vs market <= -11.4042 AND close position in weekly range <= 0.7784,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_weak_close|relative_strength,C_explosive_thin
FALCPAT_9221,JUBLPHARMA,4,6.549,5-10%,26.196,13.098,hit_25pc_30d,other,33.80952380952381,10.408532325017468,23.400991484506346,PROMOTED,volatility (20d ATR%) >= 4.4887 AND daily range % >= 5.6888 AND 20d relative strength vs sector <= -11.6776,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|relative_strength,ignore
FALCPAT_9506,VIJAYA,10,6.533,5-10%,65.33,20.659159953880025,hit_10pc_20d,capitulation,58.68804664723032,35.380587245184216,23.307459402046103,PROMOTED,distance from 120-day high <= -24.3888 AND 60-day return <= -18.2025 AND RSI(14) >= 30.1137,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high|recent_weakness,A_high_edge
FALCPAT_6264,ECLERX,3,6.531,5-10%,19.593,11.312023824232336,hit_10pc_20d,capitulation,41.27838788783452,34.00746195228712,7.270925935547407,PROMOTED,distance from 120-day high <= -15.8326 AND distance from year-high <= -27.3799 AND 5-day return <= -0.708 AND 20d relative strength vs market >= -6.9151,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|recent_weakness|relative_strength,ignore
FALCPAT_6344,GRSE,3,6.504,5-10%,19.512,11.265258452427977,hit_15pc_20d,capitulation,33.23017408123791,18.31582194494749,14.914352136290422,PROMOTED,distance from year-high <= -45.8435 AND distance from 200-DMA <= -19.5649 AND distance from 20-week SMA >= -13.0796,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high,ignore
FALCPAT_6334,GODREJIND,3,6.493,5-10%,19.479,11.24620589354472,hit_10pc_20d,capitulation,51.56932030762835,34.00746195228712,17.561858355341236,PROMOTED,distance from year-high <= -29.2888 AND distance from 200-DMA >= -21.0968 AND 20d relative strength vs market >= -3.6469 AND close position in weekly range >= 0.8003,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|weekly_strength|relative_strength,ignore
FALCPAT_8764,WELSPUNLIV,3,6.474,5-10%,19.422,11.213296928200911,hit_10pc_20d,capitulation,68.38351822503962,35.380587245184216,33.00293097985541,PROMOTED,volatility (20d ATR%) >= 3.6888 AND distance from 120-day high <= -33.0168 AND distance from year-high <= -45.8202 AND close position in weekly range >= 0.1255,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_strength,ignore
FALCPAT_7436,WOCKPHARMA,3,6.404,5-10%,19.212,11.092053371671089,hit_10pc_20d,other,47.77507195040956,32.698883353500555,15.076188596909008,PROMOTED,distance from 60-day high >= -4.8063 AND distance from 200-DMA <= 27.5645 AND distance from 20-week SMA >= -0.5954 AND weekly range % >= 10.6745,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_9541,NAVA,3,6.326,5-10%,18.977999999999998,10.956953408680716,hit_10pc_20d,capitulation,57.070422535211264,35.380587245184216,21.689835290027048,PROMOTED,volatility (20d ATR%) >= 3.3204 AND distance from 120-day high <= -25.8628 AND 60-day return <= -24.9121 AND close position in weekly range <= 0.6786,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,ignore
FALCPAT_9567,NAVA,3,6.326,5-10%,18.977999999999998,10.956953408680716,hit_15pc_20d,capitulation,42.86539572501445,19.56237142322798,23.303024301786465,PROMOTED,volatility (20d ATR%) >= 3.5761 AND distance from year-high <= -27.4711 AND 60-day return <= -25.4389 AND close position in weekly range <= 0.767,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness|weekly_weak_close,ignore
FALCPAT_8744,POONAWALLA,4,6.296,5-10%,25.184,12.592,hit_25pc_30d,capitulation,21.95402298850575,10.408532325017468,11.54549066348828,PROMOTED,volatility (20d ATR%) >= 4.0285 AND distance from year-high <= -34.3354 AND distance from year-high >= -42.9337 AND days with sub-75% volume in last 20 <= 15.5,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_7820,GICRE,3,6.272,5-10%,18.816000000000003,10.863422665071997,hit_40pc_40d,mean_reversion,8.067484662576687,2.9651372889629943,5.102347373613693,PROMOTED,RSI(14) <= 36.9408 AND distance from 20-week SMA <= 2.045 AND weekly range % >= 13.229,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",oversold|volatility_expansion,ignore
FALCPAT_8595,IOB,6,6.271,5-10%,37.626,15.360750176993308,hit_15pc_20d,breakout,45.09493670886077,19.56237142322798,25.53256528563278,PROMOTED,volatility (20d ATR%) <= 4.4669 AND volatility (20d ATR%) >= 4.1346 AND close position in weekly range >= 0.8334,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_8414,ERIS,4,6.269,5-10%,25.076,12.538,hit_25pc_30d,other,10.30358785648574,7.722364089468664,2.581223767017077,PROMOTED,volatility (20d ATR%) >= 3.5179 AND distance from 200-DMA >= 15.007 AND 60-day return <= 14.8289 AND weekly range % >= 10.4517,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness,ignore
FALCPAT_9340,KALYANKJIL,3,6.267,5-10%,18.801000000000002,10.854762411034153,hit_10pc_20d,capitulation,43.37928823340814,35.380587245184216,7.998700988223928,PROMOTED,volatility (20d ATR%) >= 2.691 AND distance from year-high <= -37.6917 AND slope of 50-DMA >= -2.1425 AND close position in weekly range <= 0.6707,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_weak_close,ignore
FALCPAT_7992,ITI,7,6.253,5-10%,43.771,16.543882948086885,hit_25pc_30d,breakout,11.508553654743393,7.722364089468664,3.7861895652747264,PROMOTED,distance from 200-DMA <= 61.1444 AND distance from 200-DMA >= 35.3444 AND 60d relative strength vs sector >= -20.939 AND close position in weekly range >= 0.6291,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",weekly_strength|relative_strength,C_explosive_thin
FALCPAT_8723,APARINDS,3,6.25,5-10%,18.75,10.825317547305483,hit_15pc_20d,capitulation,33.92539964476021,19.56237142322798,14.363028221532234,PROMOTED,volatility (20d ATR%) <= 4.1837 AND volatility (20d ATR%) >= 3.624 AND distance from year-high <= -37.4645 AND 60-day return <= 24.2728,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,ignore
FALCPAT_7619,POONAWALLA,4,6.219,5-10%,24.876,12.438,hit_10pc_20d,breakout,79.67445742904842,30.24927834188964,49.42517908715877,PROMOTED,5-day return <= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % >= 14.1572,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_7832,CENTRALBK,3,6.216,5-10%,18.648,10.766427819848142,hit_25pc_30d,mean_reversion,10.501193317422434,7.722364089468664,2.7788292279537705,PROMOTED,volatility (20d ATR%) >= 4.5381 AND close position in weekly range <= 0.1837 AND weekly range % >= 19.9051,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,ignore
FALCPAT_8066,HINDCOPPER,4,6.2,5-10%,24.8,12.4,hit_10pc_20d,other,44.23754403623553,30.24927834188964,13.988265694345891,PROMOTED,distance from 20-day high <= -16.1936 AND RSI(14) >= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high|volatility_expansion|weekly_weak_close,ignore
FALCPAT_7619,ADANIGREEN,3,6.187,5-10%,18.561,10.716198346428644,hit_10pc_20d,breakout,79.67445742904842,30.24927834188964,49.42517908715877,PROMOTED,5-day return <= 3.643 AND close position in weekly range >= 0.5098 AND weekly range % >= 14.1572,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_8619,PATANJALI,3,6.166,5-10%,18.498,10.679825279469698,hit_25pc_30d,mean_reversion,12.61845386533666,7.722364089468664,4.896089775867996,PROMOTED,volatility (20d ATR%) >= 3.5234 AND 5-day return <= -6.8433 AND close position in weekly range <= 0.3476 AND weekly range % >= 12.8291,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_weak_close,ignore
FALCPAT_7770,ARE&M,3,6.158,5-10%,18.474,10.665968873009147,hit_15pc_20d,breakout,65.72890025575447,15.52565995111252,50.20324030464196,PROMOTED,distance from 20-DMA <= 12.344 AND close position in weekly range >= 0.3004 AND distance from 20-week SMA >= 11.1709 AND weekly range % >= 17.9071,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8766,OLECTRA,3,6.155,5-10%,18.465,10.66077272058644,hit_10pc_20d,other,56.95732838589982,35.380587245184216,21.576741140715605,PROMOTED,volatility (20d ATR%) >= 3.6888 AND distance from 20-day high <= -19.8967 AND distance from year-high >= -45.8202 AND distance from 60-day high <= -28.1363,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_6784,POWERINDIA,4,6.144,5-10%,24.576,12.288,hit_15pc_20d,capitulation,37.363697055114606,17.450644806122114,19.91305224899249,PROMOTED,volatility (20d ATR%) >= 3.602 AND distance from year-high <= -35.3532 AND 20d relative strength vs market <= 1.3608 AND distance from 20-week SMA <= 9.4222,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,ignore
