pattern,symbol,n,avg_d1,bucket,edge_score,stability_score,target,regime,hit_pct,base_pct,real_lift_pp,status,rule,mandate,rule_family,screener_tier
FALCPAT_8545,ACE,3,5.424,5-10%,16.272000000000002,9.394643580253591,,,,,,,,,other,ignore
FALCPAT_7983,RITES,5,5.417,5-10%,27.085,12.11278023411636,hit_40pc_40d,breakout,9.539121114683816,2.9651372889629943,6.573983825720821,PROMOTED,volatility (20d ATR%) >= 3.1489 AND days with sub-2.5% range in last 7 <= 1.5 AND 60d relative strength vs sector >= -0.9754 AND close position in weekly range >= 0.9074,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression|weekly_strength|relative_strength,C_explosive_thin
FALCPAT_8780,BEML,4,5.406,5-10%,21.624,10.812,hit_15pc_20d,capitulation,35.860409145607704,19.56237142322798,16.298037722379725,PROMOTED,volatility (20d ATR%) >= 3.6112 AND distance from year-high <= -44.7637 AND distance from 50-DMA >= -3.7816 AND 60-day return <= 46.2598,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,ignore
FALCPAT_7021,PPLPHARMA,8,5.402,5-10%,43.216,15.279163327878921,hit_25pc_30d,other,17.9623213512343,9.458155042142677,8.504166309091625,PROMOTED,20-day return <= -15.735 AND slope of 20-DMA <= -1.8906,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",recent_weakness,C_explosive_thin
FALCPAT_6251,VIJAYA,7,5.399,5-10%,37.793,14.284411328437725,hit_25pc_30d,mean_reversion,19.98049818278521,10.722915258072424,9.25758292471279,PROMOTED,volatility (20d ATR%) >= 2.2352 AND distance from 50-DMA <= -12.9875 AND 60-day return <= -3.7201 AND 60d relative strength vs sector <= -4.494,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|relative_strength,C_explosive_thin
FALCPAT_8766,CGPOWER,3,5.394,5-10%,16.182000000000002,9.342682056026524,hit_10pc_20d,other,56.95732838589982,35.380587245184216,21.576741140715605,PROMOTED,volatility (20d ATR%) >= 3.6888 AND distance from 20-day high <= -19.8967 AND distance from year-high >= -45.8202 AND distance from 60-day high <= -28.1363,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_8326,MRPL,5,5.378,5-10%,26.89,12.02557358299387,hit_10pc_20d,breakout,69.0909090909091,30.24927834188964,38.84163074901945,PROMOTED,60-day return >= 69.6886 AND close position in weekly range >= 0.7007 AND distance from 20-week SMA >= 39.2838 AND weekly range % >= 5.1372,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_6223,NUVAMA,5,5.377,5-10%,26.884999999999998,12.023337515016369,hit_10pc_20d,other,39.944547134935306,34.00746195228712,5.937085182648189,PROMOTED,distance from year-high <= -6.0163 AND distance from 60-day high <= -19.43 AND 60d relative strength vs sector <= -14.1806 AND close position in weekly range <= 0.7031,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|weekly_weak_close|relative_strength,C_explosive_thin
FALCPAT_8348,NLCINDIA,5,5.373,5-10%,26.865000000000002,12.01439324310637,hit_25pc_30d,other,11.20234604105572,7.722364089468664,3.479981951587055,PROMOTED,distance from 50-DMA <= 7.1184 AND RSI(14) >= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",oversold|volatility_expansion|weekly_weak_close,C_explosive_thin
FALCPAT_9581,NIACL,4,5.37,5-10%,21.48,10.74,hit_25pc_30d,breakout,13.357400722021662,10.408532325017468,2.9488683970041936,PROMOTED,volatility (20d ATR%) <= 3.7177 AND volatility (20d ATR%) >= 2.5663 AND close position in weekly range >= 0.7898 AND weekly range % >= 11.496,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8545,FORCEMOT,4,5.356,5-10%,21.424,10.712,,,,,,,,,other,ignore
FALCPAT_7602,BIKAJI,3,5.354,5-10%,16.062,9.273400023723768,hit_15pc_20d,breakout,56.90890481064484,15.52565995111252,41.38324485953231,PROMOTED,5-day return <= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_8450,ERIS,4,5.34,5-10%,21.36,10.68,hit_10pc_20d,momentum,48.41922910350801,30.24927834188964,18.16995076161837,PROMOTED,5-day return >= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_7688,NATCOPHARM,3,5.34,5-10%,16.02,9.249151312417803,hit_10pc_20d,breakout,49.07120743034056,32.698883353500555,16.372324076840002,PROMOTED,volatility (20d ATR%) <= 2.5871 AND volatility (20d ATR%) >= 2.0732 AND close position in weekly range >= 0.6393 AND weekly range % >= 9.154,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_9583,ATUL,3,5.338,5-10%,16.014,9.245687210802666,hit_25pc_30d,capitulation,24.15522703273496,10.408532325017468,13.746694707717484,PROMOTED,volatility (20d ATR%) >= 4.0743 AND distance from year-high <= -32.3954 AND close position in weekly range <= 0.7707,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|weekly_weak_close,ignore
FALCPAT_7631,GODREJIND,7,5.333,5-10%,37.331,14.109791741907463,hit_25pc_30d,other,19.38718140929535,7.722364089468664,11.664817319826687,PROMOTED,distance from 200-DMA <= 7.1232 AND close position in weekly range >= 0.4448 AND distance from 20-week SMA <= 9.6939 AND weekly range % >= 9.9626,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_9112,SWANCORP,3,5.322,5-10%,15.966000000000001,9.217974397881564,hit_10pc_20d,breakout,66.44859813084112,35.380587245184216,31.068010885656903,PROMOTED,volatility (20d ATR%) >= 3.307 AND distance from 200-DMA <= -0.9248 AND close position in weekly range >= 0.7784 AND distance from 20-week SMA >= -1.7511,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8448,ADANIPORTS,5,5.318,5-10%,26.589999999999996,11.891409504343882,hit_10pc_20d,other,61.395802830649096,30.24927834188964,31.146524488759454,PROMOTED,days with sub-3% range in last 7 <= 1.5 AND 5-day return <= 10.4381 AND close position in weekly range >= 0.1574 AND weekly range % >= 12.8017,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression|recent_weakness|weekly_strength,C_explosive_thin
FALCPAT_9244,CRAFTSMAN,9,5.297,5-10%,47.672999999999995,15.890999999999998,hit_15pc_20d,capitulation,34.857723577235774,19.56237142322798,15.295352154007794,PROMOTED,volatility (20d ATR%) >= 3.6482 AND distance from year-high <= -30.6306 AND 60d relative strength vs sector >= -3.3673 AND distance from 20-week SMA <= -2.4895,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,C_explosive_thin
FALCPAT_6566,WOCKPHARMA,5,5.294,5-10%,26.47,11.837743872883886,hit_15pc_20d,other,23.08738832706,18.31582194494749,4.771566382112505,PROMOTED,distance from 120-day high <= -7.4944 AND distance from 200-DMA <= 8.9192 AND RSI(14) >= 42.6073 AND distance from 20-week SMA >= 2.6106,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high,C_explosive_thin
FALCPAT_7962,GODREJIND,4,5.279,5-10%,21.116,10.558,hit_10pc_20d,breakout,42.96264118158123,30.24927834188964,12.713362839691596,PROMOTED,close position in weekly range >= 0.9553 AND weekly range % <= 11.7775,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",compression|weekly_strength,ignore
FALCPAT_9244,GICRE,4,5.278,5-10%,21.112,10.556,hit_15pc_20d,capitulation,34.857723577235774,19.56237142322798,15.295352154007794,PROMOTED,volatility (20d ATR%) >= 3.6482 AND distance from year-high <= -30.6306 AND 60d relative strength vs sector >= -3.3673 AND distance from 20-week SMA <= -2.4895,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,ignore
FALCPAT_7958,FORTIS,3,5.265,5-10%,15.794999999999998,9.119247501850138,hit_10pc_20d,other,41.48367952522255,30.24927834188964,11.23440118333291,PROMOTED,days with sub-75% volume in last 20 <= 9.5 AND slope of 20-DMA <= -2.7023 AND close position in weekly range <= 0.6229,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",weekly_weak_close,ignore
FALCPAT_7832,IRCON,4,5.255,5-10%,21.02,10.51,hit_25pc_30d,mean_reversion,10.501193317422434,7.722364089468664,2.7788292279537705,PROMOTED,volatility (20d ATR%) >= 4.5381 AND close position in weekly range <= 0.1837 AND weekly range % >= 19.9051,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,ignore
FALCPAT_7807,CONCORDBIO,5,5.237,5-10%,26.185000000000002,11.7102879981664,hit_25pc_30d,breakout,14.818652849740932,7.722364089468664,7.096288760272268,PROMOTED,60-day return <= 60.2461 AND 20-week breakout flag >= 0.5 AND distance from 20-week SMA >= 21.4514,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",recent_weakness,C_explosive_thin
FALCPAT_7630,JSWDULUX,3,5.221,5-10%,15.663,9.043037266317109,hit_25pc_30d,other,17.391304347826086,7.722364089468664,9.668940258357422,PROMOTED,volatility (20d ATR%) >= 4.8744 AND distance from 200-DMA >= 23.9935 AND close position in weekly range >= 0.4448 AND weekly range % <= 9.9626,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|compression|weekly_strength,ignore
FALCPAT_7755,NAVA,4,5.218,5-10%,20.872,10.436,hit_10pc_20d,capitulation,50.17460317460317,30.24927834188964,19.92532483271353,PROMOTED,volatility (20d ATR%) >= 4.2157 AND distance from 200-DMA <= -12.9927 AND close position in weekly range <= 0.4818,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,ignore
FALCPAT_9170,POONAWALLA,5,5.215,5-10%,26.075,11.661094502661404,hit_25pc_30d,capitulation,27.5036496350365,10.408532325017468,17.09511731001903,PROMOTED,volatility (20d ATR%) >= 3.3868 AND distance from 120-day high <= -32.2658 AND distance from year-high <= -26.8517 AND 60d relative strength vs sector >= -32.2112,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|relative_strength,C_explosive_thin
FALCPAT_7832,LODHA,4,5.195,5-10%,20.78,10.39,hit_25pc_30d,mean_reversion,10.501193317422434,7.722364089468664,2.7788292279537705,PROMOTED,volatility (20d ATR%) >= 4.5381 AND close position in weekly range <= 0.1837 AND weekly range % >= 19.9051,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close,ignore
FALCPAT_8348,GABRIEL,3,5.186,5-10%,15.558,8.982415488052197,hit_25pc_30d,other,11.20234604105572,7.722364089468664,3.479981951587055,PROMOTED,distance from 50-DMA <= 7.1184 AND RSI(14) >= 41.0395 AND close position in weekly range <= 0.6784 AND weekly range % >= 14.8541,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",oversold|volatility_expansion|weekly_weak_close,ignore
FALCPAT_6295,CAPLIPOINT,4,5.183,5-10%,20.732,10.366,hit_10pc_20d,capitulation,46.01998621640248,34.00746195228712,12.012524264115363,PROMOTED,distance from 200-DMA <= -7.8665 AND 60-day return <= -15.5387 AND 60d relative strength vs market <= -12.8744,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",recent_weakness|relative_strength,ignore
FALCPAT_8780,TECHNOE,4,5.183,5-10%,20.732,10.366,hit_15pc_20d,capitulation,35.860409145607704,19.56237142322798,16.298037722379725,PROMOTED,volatility (20d ATR%) >= 3.6112 AND distance from year-high <= -44.7637 AND distance from 50-DMA >= -3.7816 AND 60-day return <= 46.2598,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion|recent_weakness,ignore
FALCPAT_9426,VIJAYA,18,5.18,5-10%,93.24,21.976878759277895,hit_15pc_20d,mean_reversion,43.16877152698048,19.56237142322798,23.606400103752502,PROMOTED,volatility (20d ATR%) >= 5.1256 AND distance from 20-DMA <= -5.7799 AND distance from 200-DMA <= 1.1002,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,A_high_edge
FALCPAT_7759,IIFL,3,5.178,5-10%,15.533999999999999,8.968559081591646,hit_10pc_20d,breakout,73.90243902439025,30.24927834188964,43.653160682500605,PROMOTED,distance from 20-DMA <= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8545,YESBANK,3,5.178,5-10%,15.533999999999999,8.968559081591646,,,,,,,,,other,ignore
FALCPAT_7881,CHAMBLFERT,3,5.172,5-10%,15.515999999999998,8.958166776746232,hit_40pc_40d,other,8.658008658008658,2.9651372889629943,5.692871369045663,PROMOTED,volatility (20d ATR%) >= 4.5087 AND short-term vol vs longer-term >= 1.451 AND distance from year-high >= -34.5273 AND weekly range % >= 19.6924,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_9582,BIKAJI,3,5.168,5-10%,15.504000000000001,8.951238573515958,hit_25pc_30d,capitulation,18.62244897959184,10.408532325017468,8.21391665457437,PROMOTED,volatility (20d ATR%) <= 4.0743 AND volatility (20d ATR%) >= 3.7177 AND distance from year-high <= -32.3954 AND slope of 20-DMA >= -4.6017,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_9210,LODHA,5,5.156,5-10%,25.779999999999998,11.529166491988915,hit_10pc_20d,other,66.83006535947712,35.380587245184216,31.449478114292905,PROMOTED,volatility (20d ATR%) >= 3.2014 AND 60d relative strength vs market <= -9.7985 AND slope of 20-DMA <= -5.1315 AND close position in weekly range >= 0.1404,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|relative_strength,C_explosive_thin
FALCPAT_7321,MMTC,5,5.15,5-10%,25.75,11.515750084123919,hit_10pc_20d,breakout,49.42669942669943,32.698883353500555,16.72781607319887,PROMOTED,distance from year-high >= -43.4753 AND distance from 200-DMA <= 24.1184 AND 60d relative strength vs market <= 7.9488 AND distance from 20-week SMA >= 12.3864,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",relative_strength,C_explosive_thin
FALCPAT_7631,WOCKPHARMA,3,5.143,5-10%,15.428999999999998,8.907937303326735,hit_25pc_30d,other,19.38718140929535,7.722364089468664,11.664817319826687,PROMOTED,distance from 200-DMA <= 7.1232 AND close position in weekly range >= 0.4448 AND distance from 20-week SMA <= 9.6939 AND weekly range % >= 9.9626,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8622,IOB,8,5.138,5-10%,41.104,14.532458566945925,hit_25pc_30d,breakout,30.8537616229924,7.722364089468664,23.131397533523728,PROMOTED,volatility (20d ATR%) >= 3.5234 AND close position in weekly range >= 0.7828 AND weekly range % >= 12.8291,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_8501,FINCABLES,3,5.134,5-10%,15.402000000000001,8.892348846058615,hit_15pc_20d,other,33.06955435235319,15.52565995111252,17.543894401240667,PROMOTED,volatility (20d ATR%) >= 3.596 AND 60d relative strength vs market <= -27.0458 AND close position in weekly range <= 0.6795,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_weak_close|relative_strength,ignore
FALCPAT_8619,SUZLON,6,5.133,5-10%,30.798000000000002,12.573230849706052,hit_25pc_30d,mean_reversion,12.61845386533666,7.722364089468664,4.896089775867996,PROMOTED,volatility (20d ATR%) >= 3.5234 AND 5-day return <= -6.8433 AND close position in weekly range <= 0.3476 AND weekly range % >= 12.8291,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_weak_close,C_explosive_thin
FALCPAT_6804,WOCKPHARMA,4,5.126,5-10%,20.504,10.252,hit_15pc_20d,breakout,26.35539592953652,17.450644806122114,8.904751123414398,PROMOTED,volatility (20d ATR%) <= 3.2466 AND close position in weekly range >= 0.4991 AND weekly range % >= 9.7296,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8970,IOB,10,5.123,5-10%,51.230000000000004,16.200348453042608,,,,,,,,,other,A_high_edge
FALCPAT_8065,J&KBANK,3,5.12,5-10%,15.36,8.868100134752652,hit_10pc_20d,capitulation,41.82509505703423,30.24927834188964,11.575816715144583,PROMOTED,distance from 20-day high <= -16.1936 AND RSI(14) <= 30.4449 AND close position in weekly range <= 0.4857 AND weekly range % >= 7.862,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",oversold|pullback_from_high|volatility_expansion|weekly_weak_close,ignore
FALCPAT_8766,RVNL,9,5.113,5-10%,46.017,15.339000000000002,hit_10pc_20d,other,56.95732838589982,35.380587245184216,21.576741140715605,PROMOTED,volatility (20d ATR%) >= 3.6888 AND distance from 20-day high <= -19.8967 AND distance from year-high >= -45.8202 AND distance from 60-day high <= -28.1363,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,C_explosive_thin
FALCPAT_9017,NUVAMA,6,5.109,5-10%,30.654,12.514443095879257,hit_25pc_30d,capitulation,18.44340915319265,10.408532325017468,8.034876828175188,PROMOTED,volatility (20d ATR%) >= 2.9391 AND distance from 120-day high <= -23.6189 AND distance from 200-DMA >= -37.0609 AND distance from 20-week SMA >= -10.6066,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,C_explosive_thin
FALCPAT_8743,HBLENGINE,3,5.109,5-10%,15.327,8.849047575869394,hit_25pc_30d,capitulation,32.773512476007674,10.408532325017468,22.36498015099021,PROMOTED,volatility (20d ATR%) >= 4.0285 AND distance from year-high <= -42.9337 AND days with sub-75% volume in last 20 <= 15.5,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_8332,WELSPUNLIV,4,5.105,5-10%,20.42,10.21,hit_10pc_20d,other,53.716904276985744,30.24927834188964,23.467625935096105,PROMOTED,distance from 200-DMA <= 6.4162 AND weekly range % >= 16.3281,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_7430,HONASA,3,5.098,5-10%,15.294,8.829995016986135,hit_25pc_30d,breakout,23.0642277540916,9.458155042142677,13.60607271194892,PROMOTED,volatility (20d ATR%) >= 2.5484 AND 60d relative strength vs sector <= 22.4458 AND close position in weekly range >= 0.8325 AND distance from 20-week SMA >= 12.5461,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength|relative_strength,ignore
FALCPAT_9457,RAILTEL,3,5.097,5-10%,15.291,8.828262966178567,hit_10pc_20d,capitulation,64.83790523690773,35.380587245184216,29.45731799172352,PROMOTED,volatility (20d ATR%) >= 2.5731 AND distance from year-high <= -52.5716 AND volume vs 20-day average >= 0.9969,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_7964,MAPMYINDIA,3,5.083,5-10%,15.249,8.804014254872603,hit_10pc_20d,breakout,70.96171802054155,30.24927834188964,40.71243967865191,PROMOTED,short-term vol vs longer-term <= 1.2039 AND slope of 50-DMA >= 0.7708 AND close position in weekly range >= 0.6229 AND weekly range % >= 11.7775,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_8372,WOCKPHARMA,3,5.073,5-10%,15.219000000000001,8.786693746796916,hit_25pc_30d,other,9.473684210526317,7.722364089468664,1.751320121057652,PROMOTED,distance from 200-DMA >= 33.9899 AND 20d relative strength vs market <= -5.828 AND distance from 20-week SMA <= 30.0974 AND weekly range % >= 9.6165,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|relative_strength,ignore
FALCPAT_8734,VIJAYA,3,5.069,5-10%,15.207,8.779765543566638,hit_10pc_20d,capitulation,84.83245149911816,35.380587245184216,49.45186425393396,PROMOTED,volatility (20d ATR%) >= 4.3311 AND 60-day return <= -20.5526 AND close position in weekly range >= 0.7189,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|weekly_strength,ignore
FALCPAT_8545,CENTRALBK,6,5.065,5-10%,30.39,12.406665547196797,,,,,,,,,other,C_explosive_thin
FALCPAT_7603,GSPL,4,5.064,5-10%,20.256,10.128,hit_15pc_20d,breakout,34.97835497835498,15.52565995111252,19.452695027242463,PROMOTED,5-day return >= 11.7516 AND close position in weekly range >= 0.5365 AND weekly range % >= 14.9824,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_7760,GSPL,4,5.064,5-10%,20.256,10.128,hit_10pc_20d,breakout,54.36893203883495,30.24927834188964,24.11965369694531,PROMOTED,distance from 20-DMA >= 9.1181 AND close position in weekly range >= 0.4818 AND weekly range % >= 16.4858,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,ignore
FALCPAT_6166,RADICO,3,5.054,5-10%,15.162,8.753784781453106,hit_15pc_20d,capitulation,29.876298345425127,18.31582194494749,11.560476400477636,PROMOTED,volatility (20d ATR%) >= 2.3998 AND distance from 10-day high <= -10.5311 AND distance from year-high <= -22.7827 AND distance from 200-DMA <= 26.4245,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_6251,RADICO,3,5.054,5-10%,15.162,8.753784781453106,hit_25pc_30d,mean_reversion,19.98049818278521,10.722915258072424,9.25758292471279,PROMOTED,volatility (20d ATR%) >= 2.2352 AND distance from 50-DMA <= -12.9875 AND 60-day return <= -3.7201 AND 60d relative strength vs sector <= -4.494,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|recent_weakness|relative_strength,ignore
FALCPAT_7820,NLCINDIA,3,5.038,5-10%,15.114,8.726071968532004,hit_40pc_40d,mean_reversion,8.067484662576687,2.9651372889629943,5.102347373613693,PROMOTED,RSI(14) <= 36.9408 AND distance from 20-week SMA <= 2.045 AND weekly range % >= 13.229,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",oversold|volatility_expansion,ignore
FALCPAT_8371,RADICO,3,5.036,5-10%,15.107999999999999,8.722607866916865,hit_25pc_30d,other,15.17162905366964,7.722364089468664,7.4492649642009745,PROMOTED,distance from 200-DMA <= 33.9899 AND 20d relative strength vs market <= -5.828 AND distance from 20-week SMA <= 30.0974 AND weekly range % >= 9.6165,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|relative_strength,ignore
FALCPAT_9455,DATAPATTNS,3,5.026,5-10%,15.078,8.705287358841176,hit_10pc_20d,capitulation,52.972972972972975,35.380587245184216,17.592385727788763,PROMOTED,volatility (20d ATR%) >= 2.5731 AND distance from year-high <= -56.3506 AND volume vs 20-day average <= 0.9969,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",pullback_from_high|volatility_expansion,ignore
FALCPAT_8646,ERIS,5,5.025,5-10%,25.125,11.236241586936444,hit_15pc_20d,breakout,37.54969280809541,15.52565995111252,22.02403285698289,PROMOTED,volatility (20d ATR%) >= 3.4331 AND 5-day return >= 7.1233 AND close position in weekly range >= 0.6079 AND weekly range % >= 11.7238,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_8071,ERIS,5,5.018,5-10%,25.09,11.220589111093945,hit_10pc_20d,breakout,44.57627118644068,30.24927834188964,14.32699284455104,PROMOTED,short-term vol vs longer-term >= 1.585 AND close position in weekly range >= 0.4857 AND weekly range % >= 13.8814,"Buy when rule fires; win if +10% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_9516,BDL,3,5.01,5-10%,15.03,8.677574545920073,hit_25pc_30d,other,31.75542406311637,10.408532325017468,21.346891738098904,PROMOTED,volatility (20d ATR%) >= 3.3726 AND days with sub-75% volume in last 7 <= 0.5 AND slope of 20-DMA <= -1.942,"Buy when rule fires; win if +25% within 30d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion,ignore
FALCPAT_8547,HINDZINC,5,5.006,5-10%,25.03,11.193756295363949,hit_40pc_40d,breakout,16.18874773139746,2.9651372889629943,13.223610442434468,PROMOTED,volatility (20d ATR%) >= 3.4337 AND close position in weekly range >= 0.7802 AND weekly range % >= 13.9527,"Buy when rule fires; win if +40% within 40d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_9370,HINDZINC,5,5.006,5-10%,25.03,11.193756295363949,hit_15pc_20d,breakout,59.79381443298969,19.56237142322798,40.23144300976171,PROMOTED,volatility (20d ATR%) >= 4.3375 AND close position in weekly range >= 0.7694 AND weekly range % >= 14.0257,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
FALCPAT_8525,BBTC,4,5.005,5-10%,20.02,10.01,,,,,,,,,other,ignore
FALCPAT_7771,BSE,8,5.003,5-10%,40.024,14.15062090510519,hit_15pc_20d,breakout,41.76904176904177,15.52565995111252,26.24338181792925,PROMOTED,distance from 20-DMA >= 12.344 AND close position in weekly range >= 0.3004 AND distance from 20-week SMA >= 11.1709 AND weekly range % >= 17.9071,"Buy when rule fires; win if +15% within 20d, else exit at horizon. Rs5L account, direction=long.",volatility_expansion|weekly_strength,C_explosive_thin
