tag,baskets,avg_basket_pct,win_pct,total_ret_pct,max_dd_pct,negative_months,min_month_pct
frozen_short0915_top10_avg5d_le_5.0,162,0.3908342073341399,63.580246913580254,86.21771773588071,5.909514257835489,2,-1.5524439983861993
