tag,baskets,avg_positions,win_pct,avg_basket_pct,total_ret_pct,end_equity,max_dd_pct,negative_months,patterns,target_n,min_n
short_0915_top10_min10,169,10.0,62.1301775147929,0.3356734764835661,74.16824312428518,1741682.4312428518,10.80006822627962,3,56,10,10
short_0915_top10_min8_diag,190,9.857894736842105,60.526315789473685,0.2948808087670142,72.68484826771832,1726848.4826771833,13.559212993129002,3,56,10,8
short_0915_top12_min10,169,11.63905325443787,59.76331360946746,0.2854043781072141,60.15621767451134,1601562.1767451135,10.384722223576004,3,56,12,10
short_0915_15_min10,168,13.357142857142858,58.333333333333336,0.2740028079735179,56.77441718969911,1567744.171896991,9.320722754215007,3,56,15,10
short_only_15_min10,173,13.46242774566474,56.06936416184971,0.24541167482871887,51.22303828918122,1512230.3828918121,10.60185015139732,3,104,15,10
baseline_15_min10_fast,178,13.685393258426966,56.17977528089888,0.2246867039093259,47.61060688390317,1476106.0688390317,10.89988282981398,2,109,15,10
short_mr_0915_top10_min10,108,10.0,62.96296296296296,0.27636377318572114,33.6573163501527,1336573.163501527,11.522820647879392,3,43,10,10
short_mr_0915_top12_min10,108,11.537037037037036,57.407407407407405,0.21674846393779484,25.374532661923887,1253745.3266192388,12.02382309007076,4,43,12,10
short_mr_0915_15_min10,108,13.296296296296296,55.55555555555556,0.19379778661918912,22.350509209477877,1223505.0920947788,12.53855583198673,4,43,15,10
