tag,baskets,avg_positions,win_pct,avg_basket_pct,total_ret_pct,end_equity,max_dd_pct,negative_months
short_0915_top10_avg5d_le_3_diag,156,10.0,65.38461538461539,0.4236327941419563,91.48065290540757,1914806.5290540757,5.231664020290218,2
