tag,baskets,win_pct,avg_basket_pct,total_ret_pct,max_dd_pct,neg_months,min_month_pct
avg_5d<=3,156,65.38461538461539,0.4236327941419563,91.48065290540757,5.231664020290218,2,-0.776457800906083
breadth_pos<=85,160,65.0,0.39542505619695717,86.03624990440998,6.5913109702662425,2,-1.5621811954755982
avg_5d<=2,136,66.17647058823529,0.46362512480942847,85.88988136532627,5.231664020290236,1,-1.5025496012254447
avg_ret<=2,162,64.19753086419753,0.37235830948273796,80.58717399689857,8.612585611737654,3,-3.6922813925569287
avg_ret<=1.5,154,64.93506493506493,0.3888375352807292,79.89728097651255,6.591310970266237,2,-1.8497700356032598
breadth_pos<=80,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
skip_breadth>=80_avgret>=0,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
skip_breadth>=80_avgret>=0.25,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
skip_breadth>=80_avgret>=0.5,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
skip_breadth>=80_avgret>=0.75,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
skip_breadth>=80_avgret>=1.0,152,63.81578947368421,0.3808868058364208,76.36759110817701,7.31100327439131,2,-2.6059948139105282
breadth_pos<=90,165,63.030303030303024,0.34945521503546767,75.82087259674462,9.390989839633084,3,-4.512594953727422
skip_breadth>=75_avgret>=1.0,145,64.82758620689654,0.3939084439543587,75.06208298395067,6.353974896955532,2,-1.6003864887805697
breadth_pos<=95,169,62.1301775147929,0.3356734764835661,74.16824312428518,10.80006822627962,3,-5.997538210579334
breadth_pos<=100,169,62.1301775147929,0.3356734764835661,74.16824312428518,10.80006822627962,3,-5.997538210579334
avg_ret<=99,169,62.1301775147929,0.3356734764835661,74.16824312428518,10.80006822627962,3,-5.997538210579334
avg_5d<=99,169,62.1301775147929,0.3356734764835661,74.16824312428518,10.80006822627962,3,-5.997538210579334
breadth_pos<=75,144,64.58333333333334,0.3894402132033684,73.26474939658564,6.353974896955529,2,-1.6003864887805475
skip_breadth>=75_avgret>=0,144,64.58333333333334,0.3894402132033684,73.26474939658564,6.353974896955529,2,-1.6003864887805475
skip_breadth>=75_avgret>=0.25,144,64.58333333333334,0.3894402132033684,73.26474939658564,6.353974896955529,2,-1.6003864887805475
skip_breadth>=75_avgret>=0.5,144,64.58333333333334,0.3894402132033684,73.26474939658564,6.353974896955529,2,-1.6003864887805475
skip_breadth>=75_avgret>=0.75,144,64.58333333333334,0.3894402132033684,73.26474939658564,6.353974896955529,2,-1.6003864887805475
avg_5d<=1,112,64.28571428571429,0.4663665678143733,67.09748957540884,6.952745415164761,3,-2.8933542222444597
avg_ret<=1,143,64.33566433566433,0.3643272668234364,66.60909792136817,6.353974896955533,2,-1.6003864887805697
skip_breadth>=55_avgret>=1.0,143,64.33566433566433,0.3643272668234364,66.60909792136817,6.353974896955533,2,-1.6003864887805697
skip_breadth>=60_avgret>=1.0,143,64.33566433566433,0.3643272668234364,66.60909792136817,6.353974896955533,2,-1.6003864887805697
skip_breadth>=65_avgret>=1.0,143,64.33566433566433,0.3643272668234364,66.60909792136817,6.353974896955533,2,-1.6003864887805697
skip_breadth>=70_avgret>=1.0,143,64.33566433566433,0.3643272668234364,66.60909792136817,6.353974896955533,2,-1.6003864887805697
avg_ret<=0.75,133,64.66165413533834,0.3719195132309061,62.33101314241609,5.3501814213911185,3,-1.4580633041736513
skip_breadth>=55_avgret>=0.75,133,64.66165413533834,0.3719195132309061,62.33101314241609,5.3501814213911185,3,-1.4580633041736513
skip_breadth>=60_avgret>=0.75,133,64.66165413533834,0.3719195132309061,62.33101314241609,5.3501814213911185,3,-1.4580633041736513
skip_breadth>=65_avgret>=0.75,133,64.66165413533834,0.3719195132309061,62.33101314241609,5.3501814213911185,3,-1.4580633041736513
skip_breadth>=70_avgret>=0.75,135,63.70370370370371,0.3539406755258039,59.60921005911612,6.353974896955533,3,-1.6003864887805697
breadth_pos<=70,134,63.43283582089553,0.3531332338705267,58.87498859100384,6.35397489695553,3,-1.9113680063562843
skip_breadth>=70_avgret>=0,134,63.43283582089553,0.3531332338705267,58.87498859100384,6.35397489695553,3,-1.9113680063562843
skip_breadth>=70_avgret>=0.25,134,63.43283582089553,0.3531332338705267,58.87498859100384,6.35397489695553,3,-1.9113680063562843
skip_breadth>=70_avgret>=0.5,134,63.43283582089553,0.3531332338705267,58.87498859100384,6.35397489695553,3,-1.9113680063562843
avg_5d<=0.5,89,65.1685393258427,0.5264154009629691,58.5448950577099,4.69981413742068,3,-1.6669708391067406
breadth_pos<=65,121,65.28925619834712,0.37171241239059727,55.33131439712857,4.866295424599868,3,-0.9120627308880969
skip_breadth>=65_avgret>=0,121,65.28925619834712,0.37171241239059727,55.33131439712857,4.866295424599868,3,-0.9120627308880969
skip_breadth>=65_avgret>=0.25,121,65.28925619834712,0.37171241239059727,55.33131439712857,4.866295424599868,3,-0.9120627308880969
skip_breadth>=65_avgret>=0.5,121,65.28925619834712,0.37171241239059727,55.33131439712857,4.866295424599868,3,-0.9120627308880969
avg_5d<=0,75,64.0,0.5805312796914006,53.5203660512831,2.993376940486824,2,-0.5971340858090479
breadth_pos<=60,110,65.45454545454545,0.36280922941850435,47.89302668456465,6.249790925712083,2,-2.3655127577315582
skip_breadth>=60_avgret>=0,110,65.45454545454545,0.36280922941850435,47.89302668456465,6.249790925712083,2,-2.3655127577315582
skip_breadth>=60_avgret>=0.25,110,65.45454545454545,0.36280922941850435,47.89302668456465,6.249790925712083,2,-2.3655127577315582
skip_breadth>=60_avgret>=0.5,112,64.28571428571429,0.3450963485265583,46.037506201163495,6.659126519731751,2,-2.791808029248777
avg_ret<=0.5,110,64.54545454545455,0.3393514936055818,44.13305030733095,6.659126519731736,2,-2.7918080292487657
skip_breadth>=55_avgret>=0.5,110,64.54545454545455,0.3393514936055818,44.13305030733095,6.659126519731736,2,-2.7918080292487657
skip_breadth>=55_avgret>=0.25,104,64.42307692307693,0.35643926690778566,43.77910285898108,7.4692101432851254,2,-3.63545520603874
breadth_pos<=55,100,64.0,0.365061604024046,42.9827573009075,8.068175254191111,2,-4.259236764040153
skip_breadth>=55_avgret>=0,100,64.0,0.365061604024046,42.9827573009075,8.068175254191111,2,-4.259236764040153
avg_ret<=0.25,100,64.0,0.35331512769647544,41.31507212809365,7.469210143285111,2,-3.635455206038729
breadth_pos<=50,83,65.06024096385542,0.3740617638394179,35.58984022559846,6.845328441411009,3,-4.751141078640575
avg_5d<=-1,49,65.3061224489796,0.6260100816791577,35.3613375858302,2.789009724835332,2,-0.7181749044501307
avg_ret<=0,71,63.38028169014085,0.40602253648233,32.742361896679185,7.577685133243079,2,-5.499961701947176
avg_5d<=-2,27,62.96296296296296,0.39994259624555745,11.17867750288044,3.723717433969827,3,-2.007598064756211
avg_ret<=-0.5,40,57.49999999999999,0.22440364821313855,9.125560229527242,6.9041656082658625,4,-4.6660089559933615
avg_ret<=-1,21,47.61904761904761,0.08124052892803445,1.5838851728023906,4.550399268422648,4,-4.5248577219346835
