config_id,profile,tier,fast_mem,slow_mem,lane,train_prof_capture,train_capture,valid_prof_capture,valid_capture,valid_days_ge70
V15W0088,1.0,0.0,6.0,5.0,0.5,24.358974358974358,26.889534883720927,20.526315789473685,20.808383233532936,5
V15W0089,1.0,0.0,10.0,0.0,0.0,28.974358974358978,31.831395348837212,24.736842105263158,25.299401197604794,7
V15W0090,1.0,0.0,10.0,0.0,0.5,29.230769230769234,32.122093023255815,24.47368421052632,25.149700598802394,8
V15W0091,1.0,0.0,10.0,2.0,0.0,27.94871794871795,30.668604651162788,23.42105263157895,23.802395209580837,6
V15W0092,1.0,0.0,10.0,2.0,0.5,27.94871794871795,30.668604651162788,23.42105263157895,23.802395209580837,6
V15W0093,1.0,0.0,10.0,5.0,0.0,25.384615384615383,28.197674418604652,22.63157894736842,22.305389221556887,6
V15W0094,1.0,0.0,10.0,5.0,0.5,25.384615384615383,28.343023255813954,22.63157894736842,22.305389221556887,5
V15W0095,1.0,1.5,0.0,0.0,0.0,5.128205128205128,4.069767441860465,5.0,4.191616766467066,0
V15W0096,1.0,1.5,0.0,0.0,0.5,5.128205128205128,5.6686046511627906,6.052631578947368,5.089820359281437,2
V15W0097,1.0,1.5,0.0,2.0,0.0,14.871794871794872,16.424418604651162,14.736842105263156,14.221556886227546,2
V15W0098,1.0,1.5,0.0,2.0,0.5,15.897435897435896,18.168604651162788,15.526315789473685,14.221556886227546,1
V15W0099,1.0,1.5,0.0,5.0,0.0,14.102564102564102,15.988372093023257,14.736842105263156,13.622754491017963,2
V15W0100,1.0,1.5,0.0,5.0,0.5,14.615384615384617,16.424418604651162,13.94736842105263,13.323353293413174,1
V15W0101,1.0,1.5,3.0,0.0,0.0,28.717948717948715,31.3953488372093,24.47368421052632,25.299401197604794,7
V15W0102,1.0,1.5,3.0,0.0,0.5,28.974358974358978,31.540697674418606,23.684210526315788,24.70059880239521,5
V15W0103,1.0,1.5,3.0,2.0,0.0,25.128205128205128,27.47093023255814,22.105263157894736,21.856287425149702,6
V15W0104,1.0,1.5,3.0,2.0,0.5,25.128205128205128,27.761627906976745,22.36842105263158,22.005988023952096,6
V15W0105,1.0,1.5,3.0,5.0,0.0,22.564102564102566,25.1453488372093,19.473684210526315,18.862275449101794,5
V15W0106,1.0,1.5,3.0,5.0,0.5,23.076923076923077,25.290697674418606,19.736842105263158,18.7125748502994,5
V15W0107,1.0,1.5,6.0,0.0,0.0,28.717948717948715,31.686046511627907,24.736842105263158,25.59880239520958,7
V15W0108,1.0,1.5,6.0,0.0,0.5,28.974358974358978,31.831395348837212,24.210526315789473,25.299401197604794,7
V15W0109,1.0,1.5,6.0,2.0,0.0,26.923076923076923,29.651162790697676,24.210526315789473,23.652694610778443,7
V15W0110,1.0,1.5,6.0,2.0,0.5,26.666666666666668,29.505813953488374,23.94736842105263,23.353293413173652,7
V15W0111,1.0,1.5,6.0,5.0,0.0,24.615384615384617,26.744186046511626,21.052631578947366,20.808383233532936,5
V15W0112,1.0,1.5,6.0,5.0,0.5,24.358974358974358,26.744186046511626,21.052631578947366,20.808383233532936,5
V15W0113,1.0,1.5,10.0,0.0,0.0,29.230769230769234,32.122093023255815,24.736842105263158,25.449101796407188,7
V15W0114,1.0,1.5,10.0,0.0,0.5,28.974358974358978,31.831395348837212,24.210526315789473,25.149700598802394,7
V15W0115,1.0,1.5,10.0,2.0,0.0,27.692307692307693,30.668604651162788,24.47368421052632,24.251497005988025,7
V15W0116,1.0,1.5,10.0,2.0,0.5,27.692307692307693,30.668604651162788,24.47368421052632,24.251497005988025,7
V15W0117,1.0,1.5,10.0,5.0,0.0,25.8974358974359,28.77906976744186,22.63157894736842,22.305389221556887,5
V15W0118,1.0,1.5,10.0,5.0,0.5,25.8974358974359,28.77906976744186,22.63157894736842,22.305389221556887,5
V15W0119,1.0,3.0,0.0,0.0,0.0,5.384615384615385,5.523255813953488,6.052631578947368,5.838323353293413,3
V15W0120,1.0,3.0,0.0,0.0,0.5,6.153846153846154,7.267441860465117,7.368421052631578,6.88622754491018,3
V15W0121,1.0,3.0,0.0,2.0,0.0,16.923076923076923,18.6046511627907,16.05263157894737,14.67065868263473,1
V15W0122,1.0,3.0,0.0,2.0,0.5,16.923076923076923,19.62209302325581,16.05263157894737,15.568862275449103,1
V15W0123,1.0,3.0,0.0,5.0,0.0,15.897435897435896,17.151162790697676,15.526315789473685,14.37125748502994,2
V15W0124,1.0,3.0,0.0,5.0,0.5,15.897435897435896,17.587209302325583,15.789473684210526,14.37125748502994,2
V15W0125,1.0,3.0,3.0,0.0,0.0,27.17948717948718,29.360465116279073,23.684210526315788,23.652694610778443,6
V15W0126,1.0,3.0,3.0,0.0,0.5,27.17948717948718,29.941860465116278,23.94736842105263,24.251497005988025,7
V15W0127,1.0,3.0,3.0,2.0,0.0,24.871794871794872,27.761627906976745,22.105263157894736,22.15568862275449,6
V15W0128,1.0,3.0,3.0,2.0,0.5,24.871794871794872,27.761627906976745,22.36842105263158,22.005988023952096,6
V15W0129,1.0,3.0,3.0,5.0,0.0,23.589743589743588,25.726744186046513,19.473684210526315,19.46107784431138,5
V15W0130,1.0,3.0,3.0,5.0,0.5,23.333333333333332,26.01744186046512,19.473684210526315,19.16167664670659,5
V15W0131,1.0,3.0,6.0,0.0,0.0,29.230769230769234,31.686046511627907,24.210526315789473,25.449101796407188,5
V15W0132,1.0,3.0,6.0,0.0,0.5,28.974358974358978,31.831395348837212,23.684210526315788,25.149700598802394,5
V15W0133,1.0,3.0,6.0,2.0,0.0,26.923076923076923,29.505813953488374,23.684210526315788,23.802395209580837,6
V15W0134,1.0,3.0,6.0,2.0,0.5,26.923076923076923,29.651162790697676,23.684210526315788,23.652694610778443,6
V15W0135,1.0,3.0,6.0,5.0,0.0,24.871794871794872,27.47093023255814,21.31578947368421,21.25748502994012,5
V15W0136,1.0,3.0,6.0,5.0,0.5,24.871794871794872,27.47093023255814,21.578947368421055,21.407185628742514,5
V15W0137,1.0,3.0,10.0,0.0,0.0,28.974358974358978,31.831395348837212,24.210526315789473,25.449101796407188,7
V15W0138,1.0,3.0,10.0,0.0,0.5,28.974358974358978,31.686046511627907,23.94736842105263,25.299401197604794,6
V15W0139,1.0,3.0,10.0,2.0,0.0,28.46153846153846,30.959302325581394,24.736842105263158,24.40119760479042,7
V15W0140,1.0,3.0,10.0,2.0,0.5,28.205128205128204,30.813953488372093,24.47368421052632,24.251497005988025,7
V15W0141,1.0,3.0,10.0,5.0,0.0,26.410256410256412,28.77906976744186,22.894736842105264,22.604790419161677,6
V15W0142,1.0,3.0,10.0,5.0,0.5,26.153846153846157,28.77906976744186,23.157894736842106,22.75449101796407,6
