pattern_id,avg1,win1,avg2,win2,avg3,win3,avg5,win5,avg6,win6,n,last_date,n_recent,best_hold,best_avg,best_win,nstocks,n_consistent_stocks
8429,-0.08,44.0,0.07,47.0,0.3,47.0,1.26,51.0,1.45,51.0,7831,2024-12-31,3327,6,1.45,51.0,379,147
8430,-0.26,41.0,-0.07,44.0,0.18,46.0,0.61,49.0,0.77,49.0,5179,2024-12-31,4045,6,0.77,49.0,238,62
8445,-0.14,44.0,0.05,47.0,1.05,49.0,2.98,51.0,3.85,52.0,17027,2024-12-31,7956,6,3.85,52.0,426,178
8448,0.14,46.0,0.3,48.0,0.4,49.0,1.33,54.0,1.41,54.0,6086,2024-12-31,2876,6,1.41,54.0,391,162
8449,-0.0,46.0,0.14,50.0,0.26,50.0,0.99,54.0,1.06,55.0,3297,2024-12-31,2040,6,1.06,55.0,412,173
8450,-0.28,42.0,-0.3,43.0,0.19,44.0,0.69,46.0,0.85,47.0,5269,2024-12-31,3161,6,0.85,47.0,415,106
8451,-0.07,45.0,0.1,48.0,0.22,49.0,0.54,51.0,0.66,51.0,13969,2024-12-31,9127,6,0.66,51.0,427,176
8453,-0.09,45.0,0.22,49.0,0.53,50.0,1.21,53.0,1.82,54.0,35086,2024-12-31,15109,6,1.82,54.0,435,218
8454,-0.16,43.0,0.67,46.0,1.61,48.0,3.56,50.0,3.91,51.0,15913,2024-12-31,3674,6,3.91,51.0,376,152
8455,0.01,46.0,0.77,48.0,0.95,50.0,1.14,51.0,1.37,52.0,3852,2024-12-31,1136,6,1.37,52.0,340,129
8456,-0.03,45.0,0.16,48.0,0.46,50.0,0.88,52.0,1.07,52.0,17810,2024-12-31,9391,6,1.07,52.0,437,157
8457,-0.15,42.0,0.2,46.0,0.5,48.0,1.39,51.0,1.74,51.0,5289,2024-12-31,4201,6,1.74,51.0,252,80
8459,-0.19,43.0,-0.05,46.0,0.86,47.0,2.52,50.0,3.3,51.0,18329,2024-12-31,3392,6,3.3,51.0,377,149
8462,-0.12,44.0,-0.22,45.0,-0.15,45.0,0.57,50.0,0.45,50.0,5651,2024-12-31,1872,5,0.57,50.0,403,143
8463,0.08,47.0,0.33,50.0,0.64,50.0,1.48,53.0,1.78,54.0,4918,2024-12-31,3563,6,1.78,54.0,400,156
8464,-0.09,43.0,0.08,46.0,0.57,47.0,1.19,49.0,1.36,51.0,3068,2024-12-31,2172,6,1.36,51.0,398,114
8469,0.04,46.0,0.36,51.0,0.63,52.0,1.29,55.0,1.67,56.0,14624,2024-12-31,10927,6,1.67,56.0,363,186
8470,-0.16,43.0,-0.13,45.0,-0.01,47.0,0.23,50.0,0.34,50.0,3563,2024-12-31,2178,6,0.34,50.0,256,81
8486,-0.04,45.0,0.17,49.0,0.49,49.0,1.19,52.0,1.45,53.0,9964,2024-12-31,5434,6,1.45,53.0,418,188
8494,-0.15,44.0,1.15,47.0,2.35,48.0,4.81,50.0,6.28,52.0,13968,2024-12-31,1918,6,6.28,52.0,325,157
8496,-0.01,45.0,0.11,48.0,0.37,48.0,0.99,53.0,1.14,53.0,10380,2024-12-31,3208,6,1.14,53.0,417,189
8497,-0.06,45.0,0.13,48.0,0.36,49.0,0.9,52.0,1.11,52.0,20600,2024-12-31,10827,6,1.11,52.0,437,198
8498,-0.15,44.0,0.04,46.0,0.35,46.0,1.39,49.0,1.73,50.0,3911,2024-12-31,3338,6,1.73,50.0,174,46
8501,-0.14,43.0,2.12,46.0,4.38,47.0,5.81,49.0,8.45,50.0,5251,2024-12-31,1517,6,8.45,50.0,236,81
8502,-0.12,43.0,0.16,47.0,0.61,49.0,2.76,52.0,3.23,53.0,14423,2024-12-31,6772,6,3.23,53.0,393,195
8504,-0.03,47.0,0.23,48.0,0.44,51.0,0.78,53.0,0.95,54.0,6667,2024-12-31,2506,6,0.95,54.0,418,196
8505,-0.06,44.0,0.15,47.0,0.43,49.0,0.97,51.0,1.22,52.0,24113,2024-12-31,14365,6,1.22,52.0,434,148
8506,-0.11,45.0,0.28,47.0,0.7,49.0,1.58,51.0,1.97,52.0,39288,2024-12-31,14084,6,1.97,52.0,438,155
8508,-0.11,44.0,0.06,47.0,0.33,48.0,0.78,50.0,0.97,51.0,60000,2024-12-31,36449,6,0.97,51.0,448,127
8509,-0.04,45.0,0.1,47.0,0.31,49.0,0.89,51.0,1.06,51.0,9510,2024-12-31,6158,6,1.06,51.0,440,175
8511,-0.09,45.0,0.78,47.0,1.72,48.0,3.69,51.0,4.7,52.0,18015,2024-12-31,2863,6,4.7,52.0,355,156
8525,0.1,47.0,0.39,51.0,0.61,52.0,1.23,55.0,1.55,57.0,4377,2024-12-26,3143,6,1.55,57.0,396,187
8543,-0.19,42.0,0.05,47.0,0.28,48.0,0.72,51.0,0.96,51.0,27345,2024-12-31,20416,6,0.96,51.0,370,104
8545,0.5,49.0,0.77,52.0,0.76,51.0,1.46,55.0,1.9,56.0,2641,2024-12-26,932,6,1.9,56.0,303,115
8546,-0.01,46.0,0.1,47.0,0.43,48.0,1.24,52.0,1.24,52.0,5608,2024-12-31,2967,6,1.24,52.0,406,163
8547,-0.11,44.0,-0.13,45.0,-0.01,46.0,0.34,48.0,0.41,48.0,2926,2024-12-31,1723,6,0.41,48.0,372,86
8567,-0.09,44.0,0.03,47.0,0.2,49.0,0.5,51.0,0.6,51.0,44252,2024-12-31,23768,6,0.6,51.0,444,126
8568,-0.07,46.0,0.08,48.0,0.4,50.0,0.96,52.0,1.05,52.0,6343,2024-12-31,3995,6,1.05,52.0,436,192
8569,-0.2,43.0,-0.07,46.0,0.41,48.0,1.32,51.0,1.84,52.0,8536,2024-12-31,1879,6,1.84,52.0,328,147
8571,0.06,47.0,0.91,50.0,1.33,51.0,1.67,52.0,3.41,53.0,7015,2024-12-31,885,6,3.41,53.0,318,151
8572,-0.09,43.0,0.18,48.0,0.44,50.0,0.88,52.0,1.13,53.0,20202,2024-12-31,13504,6,1.13,53.0,409,162
8573,-0.08,44.0,0.08,47.0,0.24,48.0,1.08,52.0,1.26,52.0,11762,2024-12-31,6234,6,1.26,52.0,417,168
8574,-0.27,42.0,-0.2,44.0,0.21,45.0,0.85,46.0,1.01,47.0,5533,2024-12-31,3098,6,1.01,47.0,375,96
8577,-0.08,45.0,0.03,48.0,0.21,49.0,0.54,50.0,0.59,51.0,7847,2024-12-31,4207,6,0.59,51.0,434,176
8578,-0.05,46.0,0.09,48.0,0.36,50.0,0.69,52.0,0.74,52.0,5394,2024-12-31,3128,6,0.74,52.0,432,190
8579,-0.1,44.0,0.11,47.0,0.34,49.0,0.76,51.0,0.92,52.0,22975,2024-12-31,12663,6,0.92,52.0,443,157
8580,-0.14,43.0,0.43,48.0,1.05,49.0,2.31,51.0,2.76,52.0,32122,2024-12-31,16356,6,2.76,52.0,428,197
8581,-0.09,44.0,0.21,47.0,0.48,49.0,1.15,52.0,1.88,53.0,21419,2024-12-31,10998,6,1.88,53.0,423,190
8582,-0.09,44.0,0.16,49.0,0.47,50.0,0.85,53.0,0.98,54.0,3677,2024-12-31,2014,6,0.98,54.0,414,171
8583,-0.04,45.0,0.27,48.0,0.5,50.0,0.92,52.0,1.16,52.0,30825,2024-12-31,16189,6,1.16,52.0,442,147
8584,0.13,47.0,0.36,51.0,0.37,52.0,1.1,54.0,1.11,56.0,1850,2024-12-31,1003,6,1.11,56.0,359,94
8585,-0.2,43.0,-0.14,44.0,0.24,45.0,0.84,47.0,1.01,48.0,5712,2024-12-31,3369,6,1.01,48.0,399,111
8590,-0.09,45.0,0.01,47.0,0.21,49.0,0.49,50.0,0.55,51.0,29357,2024-12-31,13337,6,0.55,51.0,443,146
8593,-0.14,42.0,0.11,48.0,0.21,49.0,0.42,51.0,0.6,51.0,5819,2024-12-31,4380,6,0.6,51.0,280,95
8594,-0.11,44.0,0.02,46.0,0.24,48.0,0.67,51.0,0.95,52.0,8831,2024-12-31,5124,6,0.95,52.0,416,150
8595,-0.11,44.0,0.02,48.0,0.13,48.0,0.42,50.0,0.77,50.0,2790,2024-12-31,1648,6,0.77,50.0,374,121
8596,-0.08,44.0,0.29,47.0,0.6,49.0,1.21,51.0,1.85,53.0,22847,2024-12-31,10794,6,1.85,53.0,400,162
8597,-0.07,44.0,0.2,48.0,0.59,49.0,1.24,51.0,1.55,52.0,5310,2024-12-31,3419,6,1.55,52.0,318,120
8617,-0.26,42.0,0.5,47.0,1.4,49.0,3.08,51.0,3.58,51.0,21197,2024-12-31,10839,6,3.58,51.0,411,166
8618,-0.05,44.0,0.4,48.0,0.77,50.0,1.4,52.0,2.16,53.0,20935,2024-12-31,10500,6,2.16,53.0,406,181
8619,0.56,51.0,0.93,54.0,1.04,54.0,1.63,57.0,1.99,58.0,4194,2024-12-30,1763,6,1.99,58.0,397,182
8621,-0.09,44.0,0.01,47.0,0.32,47.0,1.07,51.0,1.1,51.0,6240,2024-12-31,3381,6,1.1,51.0,407,160
8622,-0.09,44.0,-0.05,46.0,0.23,47.0,0.9,49.0,1.06,49.0,3631,2024-12-31,2114,6,1.06,49.0,382,99
8629,-0.09,44.0,0.3,47.0,0.71,49.0,1.53,51.0,1.94,52.0,77601,2024-12-31,32066,6,1.94,52.0,436,178
8631,-0.14,43.0,0.06,46.0,0.21,48.0,0.66,51.0,0.9,51.0,6761,2024-12-31,4600,6,0.9,51.0,312,115
8632,-0.13,43.0,0.06,47.0,0.25,49.0,0.53,51.0,0.69,51.0,5734,2024-12-31,4247,6,0.69,51.0,214,68
8633,-0.44,39.0,-0.13,43.0,0.21,43.0,0.89,45.0,1.29,45.0,3379,2024-12-31,2975,6,1.29,45.0,107,15
8637,-0.06,45.0,0.06,48.0,0.26,50.0,0.58,51.0,0.63,51.0,13375,2024-12-31,7390,6,0.63,51.0,436,181
8638,-0.35,41.0,-0.11,47.0,0.57,55.0,1.2,54.0,1.26,53.0,419,2024-12-24,263,6,1.26,53.0,201,5
8641,-0.14,43.0,0.54,48.0,1.3,49.0,2.86,51.0,3.36,52.0,24679,2024-12-31,12101,6,3.36,52.0,408,184
8642,-0.12,43.0,0.16,47.0,0.4,48.0,1.05,51.0,1.4,53.0,11137,2024-12-31,5495,6,1.4,53.0,398,175
8643,-0.06,45.0,0.18,48.0,0.4,50.0,0.79,51.0,1.02,52.0,34893,2024-12-31,18852,6,1.02,52.0,441,152
8644,-0.01,44.0,0.63,48.0,1.06,51.0,1.73,53.0,3.17,54.0,7588,2024-12-31,3585,6,3.17,54.0,372,173
8645,0.08,46.0,0.36,50.0,0.43,52.0,1.22,55.0,1.23,55.0,3004,2024-12-31,1625,6,1.23,55.0,391,147
8646,-0.2,43.0,-0.15,44.0,0.21,44.0,0.83,47.0,1.0,47.0,5659,2024-12-31,3346,6,1.0,47.0,395,95
8652,-0.09,43.0,0.21,48.0,0.47,50.0,1.0,52.0,1.18,52.0,4709,2024-12-31,3665,6,1.18,52.0,298,114
8653,-0.17,42.0,-0.03,46.0,0.15,48.0,0.48,50.0,0.67,51.0,11358,2024-12-31,7399,6,0.67,51.0,345,97
8663,-0.09,45.0,0.02,48.0,0.18,50.0,0.45,51.0,0.52,51.0,20755,2024-12-31,10911,6,0.52,51.0,442,161
8664,-0.07,45.0,0.11,48.0,0.42,51.0,0.78,53.0,0.87,53.0,6985,2024-12-31,4108,6,0.87,53.0,438,203
8666,-0.09,44.0,0.12,48.0,0.32,50.0,0.74,52.0,0.9,52.0,37306,2024-12-31,19186,6,0.9,52.0,439,150
8667,-0.12,43.0,0.18,46.0,0.45,48.0,0.94,50.0,1.09,50.0,12308,2024-12-31,8239,6,1.09,50.0,405,141
8668,-0.13,44.0,0.84,46.0,1.82,48.0,3.86,50.0,4.96,51.0,19698,2024-12-31,3696,6,4.96,51.0,318,140
8669,-0.04,45.0,0.27,50.0,0.57,52.0,1.14,54.0,1.43,55.0,14660,2024-12-31,10643,6,1.43,55.0,374,167
8670,-0.11,44.0,0.07,48.0,0.27,49.0,0.68,51.0,0.94,52.0,29363,2024-12-31,16763,6,0.94,52.0,390,156
8685,-0.05,45.0,0.06,48.0,0.2,50.0,0.54,52.0,0.62,52.0,13685,2024-12-31,6984,6,0.62,52.0,440,186
8687,-0.15,43.0,0.74,47.0,1.79,49.0,4.01,52.0,4.69,53.0,16940,2024-12-31,7102,6,4.69,53.0,384,196
8689,-0.03,45.0,0.3,48.0,0.58,50.0,1.13,52.0,1.67,53.0,29268,2024-12-31,13931,6,1.67,53.0,430,180
8690,-0.13,42.0,0.13,46.0,0.39,48.0,1.03,50.0,1.23,51.0,6029,2024-12-31,3426,6,1.23,51.0,372,132
8691,-0.22,42.0,0.07,44.0,0.4,47.0,0.87,49.0,1.15,50.0,7199,2024-12-31,5438,6,1.15,50.0,281,69
8721,-0.03,46.0,0.19,48.0,0.37,50.0,0.73,52.0,0.85,52.0,4017,2024-12-31,2523,6,0.85,52.0,374,136
8723,-0.11,43.0,0.12,45.0,0.33,47.0,0.61,50.0,0.7,50.0,6231,2024-12-31,1178,6,0.7,50.0,274,100
8724,-0.13,43.0,0.75,46.0,1.67,47.0,3.63,50.0,4.68,51.0,20399,2024-12-31,2483,6,4.68,51.0,282,122
8726,-0.08,44.0,0.18,48.0,0.41,50.0,0.93,53.0,1.2,53.0,22824,2024-12-31,15925,6,1.2,53.0,377,169
8727,-0.07,44.0,0.12,48.0,0.34,50.0,0.8,52.0,0.99,52.0,17857,2024-12-31,11173,6,0.99,52.0,431,147
8728,-0.09,43.0,0.09,46.0,0.47,49.0,0.92,52.0,1.08,52.0,2462,2024-12-31,1593,6,1.08,52.0,287,92
8730,-0.04,46.0,0.07,49.0,0.31,50.0,0.65,52.0,0.73,52.0,6051,2024-12-31,3501,6,0.73,52.0,402,161
8731,-0.2,42.0,-0.21,44.0,-0.03,46.0,0.32,47.0,0.29,47.0,544,2024-12-18,351,5,0.32,47.0,243,12
8732,-0.07,44.0,0.07,48.0,0.2,49.0,0.28,51.0,0.34,52.0,5668,2024-12-31,1987,6,0.34,52.0,334,132
8733,-0.1,44.0,1.17,47.0,2.36,48.0,5.25,51.0,6.8,53.0,11004,2024-12-31,1826,6,6.8,53.0,312,156
8734,0.02,46.0,0.19,49.0,0.45,49.0,0.69,50.0,1.13,51.0,2317,2024-12-31,380,6,1.13,51.0,251,83
8737,-0.07,45.0,0.12,48.0,0.36,49.0,1.01,52.0,1.22,52.0,25159,2024-12-31,15524,6,1.22,52.0,440,191
8743,-0.16,43.0,0.78,46.0,1.76,47.0,3.79,49.0,4.9,50.0,18260,2024-12-31,1748,6,4.9,50.0,242,95
8744,-0.1,44.0,0.18,46.0,0.4,47.0,1.0,50.0,1.29,51.0,7733,2024-12-31,1887,6,1.29,51.0,279,114
8745,-0.12,49.0,0.63,49.0,1.79,53.0,3.24,57.0,3.91,60.0,452,2024-12-30,134,6,3.91,60.0,86,21
8746,0.11,47.0,0.83,53.0,2.2,56.0,3.48,61.0,4.01,59.0,215,2024-12-26,47,6,4.01,59.0,55,10
8747,0.17,47.0,-0.16,49.0,-0.3,48.0,-0.73,50.0,-0.74,49.0,759,2024-12-27,320,1,0.17,47.0,153,31
8748,-0.08,44.0,0.16,48.0,0.39,50.0,0.84,52.0,1.07,52.0,42171,2024-12-31,28518,6,1.07,52.0,422,163
8749,-0.18,42.0,0.09,46.0,0.36,47.0,0.85,50.0,1.14,50.0,10714,2024-12-31,8612,6,1.14,50.0,262,64
8760,-0.24,42.0,-0.13,45.0,-0.09,46.0,0.15,48.0,0.32,49.0,6334,2024-12-31,3099,6,0.32,49.0,374,132
8762,-0.11,44.0,0.08,48.0,0.31,49.0,0.75,51.0,0.9,52.0,5152,2024-12-31,3008,6,0.9,52.0,418,180
8764,-0.15,43.0,0.29,46.0,1.34,47.0,3.79,50.0,5.0,50.0,11845,2024-12-31,960,6,5.0,50.0,209,85
8765,-0.16,42.0,0.53,46.0,1.13,47.0,2.22,48.0,2.6,49.0,3510,2024-12-24,388,6,2.6,49.0,150,54
8766,0.22,48.0,0.23,51.0,0.26,52.0,0.61,55.0,0.9,56.0,2492,2024-12-30,1011,6,0.9,56.0,256,90
8767,-0.08,44.0,0.14,48.0,0.37,49.0,0.82,52.0,1.05,53.0,85692,2024-12-31,50569,6,1.05,53.0,435,167
8772,-0.1,44.0,0.17,47.0,0.46,48.0,1.05,51.0,1.35,52.0,20228,2024-12-31,5048,6,1.35,52.0,362,159
8773,-0.09,44.0,0.36,48.0,0.82,50.0,1.8,52.0,2.31,53.0,52500,2024-12-31,30620,6,2.31,53.0,435,176
8774,-0.14,43.0,0.12,47.0,0.37,48.0,0.77,50.0,0.96,51.0,14062,2024-12-31,7161,6,0.96,51.0,402,160
8775,-0.22,42.0,0.07,46.0,0.38,48.0,0.93,50.0,1.27,51.0,13297,2024-12-31,10167,6,1.27,51.0,314,99
8779,-0.15,43.0,0.94,46.0,2.06,47.0,4.39,49.0,5.67,50.0,13042,2024-12-31,1349,6,5.67,50.0,233,95
8780,-0.17,41.0,0.32,45.0,0.81,47.0,1.78,49.0,2.22,50.0,6786,2024-12-31,644,6,2.22,50.0,172,66
8781,-0.02,46.0,0.12,49.0,0.3,51.0,0.69,54.0,0.86,54.0,11525,2024-12-31,4273,6,0.86,54.0,360,176
8782,-0.09,44.0,0.14,48.0,0.37,50.0,0.81,52.0,1.04,53.0,86794,2024-12-31,53397,6,1.04,53.0,437,155
8787,-0.06,44.0,1.87,47.0,3.93,49.0,8.16,52.0,10.42,53.0,7251,2024-12-31,702,6,10.42,53.0,180,88
8788,-0.09,45.0,0.12,48.0,0.33,50.0,0.79,53.0,1.0,54.0,33515,2024-12-31,16501,6,1.0,54.0,426,205
8789,-0.18,42.0,0.11,45.0,0.45,46.0,1.11,48.0,1.41,49.0,13229,2024-12-31,1844,6,1.41,49.0,338,117
8790,-0.09,44.0,0.14,48.0,0.36,49.0,0.79,52.0,1.02,53.0,42346,2024-12-31,28366,6,1.02,53.0,417,151
8791,0.33,49.0,0.54,52.0,0.97,52.0,1.88,54.0,2.43,56.0,2089,2024-12-31,743,6,2.43,56.0,316,92
8803,-0.15,43.0,1.55,47.0,3.3,47.0,6.95,50.0,8.9,51.0,8387,2024-12-31,760,6,8.9,51.0,172,77
8805,-0.11,44.0,0.11,47.0,0.33,49.0,0.86,51.0,1.12,52.0,19896,2024-12-31,12881,6,1.12,52.0,409,149
8806,-0.17,43.0,0.15,46.0,0.47,48.0,1.0,50.0,1.27,51.0,25212,2024-12-31,17048,6,1.27,51.0,392,130
8811,-0.17,43.0,0.25,46.0,1.06,47.0,2.86,49.0,3.79,50.0,20532,2024-12-31,2340,6,3.79,50.0,279,123
8812,-0.27,42.0,1.11,47.0,2.87,55.0,5.03,64.0,6.0,65.0,253,2024-11-26,46,6,6.0,65.0,47,12
8813,0.07,45.0,0.43,51.0,0.76,52.0,1.73,58.0,2.29,58.0,886,2024-11-29,261,6,2.29,58.0,115,33
8815,-0.12,44.0,0.13,48.0,0.37,49.0,0.87,52.0,1.1,52.0,44529,2024-12-31,29858,6,1.1,52.0,418,159
8837,-0.11,44.0,0.14,47.0,0.41,49.0,0.87,51.0,1.13,52.0,188392,2024-12-31,96569,6,1.13,52.0,446,116
8846,-0.13,44.0,0.05,47.0,0.26,49.0,0.69,51.0,0.89,52.0,83049,2024-12-31,55604,6,0.89,52.0,442,114
8851,-0.21,41.0,0.65,44.0,1.59,45.0,3.61,47.0,4.67,47.0,16982,2024-12-31,1898,6,4.67,47.0,221,82
8854,-0.12,44.0,-0.02,46.0,0.28,48.0,0.7,50.0,0.75,50.0,9087,2024-12-31,3316,6,0.75,50.0,422,162
8875,-0.13,43.0,0.37,46.0,0.86,48.0,1.91,50.0,2.46,51.0,47821,2024-12-31,19020,6,2.46,51.0,429,179
8876,-0.1,44.0,0.0,47.0,0.1,48.0,0.3,50.0,0.44,50.0,13441,2024-12-31,3388,6,0.44,50.0,381,139
8877,-0.01,46.0,0.16,48.0,0.34,50.0,0.63,52.0,0.84,52.0,8815,2024-12-31,3077,6,0.84,52.0,409,165
8878,-0.1,45.0,-0.07,44.0,0.2,44.0,0.78,47.0,0.87,48.0,2020,2024-12-31,422,6,0.87,48.0,305,77
8879,-0.12,43.0,0.05,47.0,0.2,48.0,0.47,50.0,0.65,51.0,26650,2024-12-31,15341,6,0.65,51.0,435,155
8881,-0.07,44.0,0.08,48.0,0.17,49.0,0.49,52.0,0.58,52.0,13228,2024-12-31,7432,6,0.58,52.0,444,171
8882,-0.04,46.0,0.22,48.0,0.38,50.0,0.84,53.0,0.99,53.0,7933,2024-12-31,4747,6,0.99,53.0,441,201
8883,-0.09,44.0,0.55,47.0,1.2,49.0,2.59,51.0,3.33,52.0,27038,2024-12-31,6841,6,3.33,52.0,377,178
8888,-0.15,42.0,0.8,45.0,1.77,46.0,3.76,48.0,4.27,49.0,15900,2024-12-31,1326,6,4.27,49.0,182,66
8890,0.26,48.0,0.42,50.0,0.64,50.0,1.29,53.0,1.56,53.0,5936,2024-12-31,3672,6,1.56,53.0,433,180
8903,-0.07,45.0,0.07,48.0,0.22,50.0,0.52,52.0,0.64,52.0,66256,2024-12-31,35758,6,0.64,52.0,447,122
8904,-0.08,44.0,0.62,48.0,1.36,50.0,2.9,53.0,3.69,53.0,23445,2024-12-31,8522,6,3.69,53.0,434,219
8907,-0.1,45.0,-0.01,47.0,0.13,49.0,0.33,51.0,0.43,51.0,17949,2024-12-31,8458,6,0.43,51.0,446,165
8908,-0.05,45.0,0.12,48.0,0.27,50.0,0.61,52.0,0.75,52.0,56978,2024-12-31,31966,6,0.75,52.0,447,135
8909,-0.12,43.0,0.33,46.0,0.8,48.0,1.78,50.0,2.29,51.0,46092,2024-12-31,13350,6,2.29,51.0,398,170
8934,-0.27,39.0,-0.38,41.0,-0.35,42.0,-0.16,43.0,-0.35,43.0,1856,2024-12-31,267,5,-0.16,43.0,157,38
8935,-0.08,45.0,0.07,47.0,0.27,50.0,0.57,52.0,0.66,51.0,1484,2024-12-31,680,6,0.66,51.0,213,55
8938,-0.04,45.0,1.51,48.0,3.13,49.0,6.3,52.0,7.91,53.0,8974,2024-12-31,1269,6,7.91,53.0,274,122
8939,-0.07,44.0,0.21,49.0,0.45,50.0,1.25,53.0,1.78,54.0,12627,2024-12-31,6453,6,1.78,54.0,394,196
8940,-0.02,45.0,0.2,49.0,0.4,51.0,0.77,53.0,0.97,53.0,12864,2024-12-31,7053,6,0.97,53.0,391,187
8942,-0.09,44.0,0.15,47.0,0.43,48.0,0.96,50.0,1.19,51.0,27316,2024-12-31,10666,6,1.19,51.0,432,144
8943,-0.16,42.0,0.1,47.0,0.39,49.0,0.92,52.0,1.19,52.0,22819,2024-12-31,18433,6,1.19,52.0,347,115
8949,-0.08,43.0,1.56,47.0,2.24,49.0,3.31,51.0,4.12,53.0,6474,2024-12-30,2268,6,4.12,53.0,368,158
8951,0.02,46.0,0.79,49.0,2.76,50.0,6.9,53.0,9.1,53.0,5935,2024-12-31,1974,6,9.1,53.0,315,128
8952,-0.01,46.0,0.18,49.0,0.39,51.0,0.93,53.0,1.11,54.0,12537,2024-12-31,5126,6,1.11,54.0,409,191
8953,-0.1,44.0,0.18,47.0,0.45,48.0,1.01,50.0,1.27,51.0,32353,2024-12-31,12843,6,1.27,51.0,434,155
8954,-0.17,42.0,0.09,47.0,0.37,49.0,0.91,52.0,1.17,52.0,25149,2024-12-31,20373,6,1.17,52.0,347,110
8957,-0.11,44.0,0.67,46.0,1.5,47.0,3.23,49.0,4.11,50.0,18896,2024-12-31,3452,6,4.11,50.0,339,142
8958,-0.21,42.0,0.04,46.0,0.32,47.0,1.04,50.0,1.61,51.0,4501,2024-12-31,1249,6,1.61,51.0,239,89
8963,-0.06,44.0,0.27,50.0,0.56,52.0,1.04,55.0,1.31,56.0,6095,2024-12-31,5070,6,1.31,56.0,290,131
8964,-0.12,43.0,0.08,48.0,0.28,49.0,0.68,51.0,0.86,52.0,17936,2024-12-31,13534,6,0.86,52.0,373,140
8966,-0.1,44.0,0.42,48.0,0.96,50.0,2.11,52.0,2.51,53.0,39916,2024-12-31,14931,6,2.51,53.0,431,215
8967,-0.03,45.0,0.4,48.0,0.72,50.0,1.19,52.0,2.08,52.0,13069,2024-12-31,4441,6,2.08,52.0,410,173
8969,-0.15,43.0,0.05,48.0,0.3,49.0,0.72,51.0,0.94,52.0,38422,2024-12-31,25593,6,0.94,52.0,438,149
8970,-0.14,43.0,0.05,47.0,0.25,49.0,0.65,51.0,0.83,51.0,19961,2024-12-31,14636,6,0.83,51.0,431,138
8973,-0.09,45.0,0.03,48.0,0.21,49.0,0.47,51.0,0.56,51.0,21987,2024-12-31,10708,6,0.56,51.0,447,163
9004,-0.15,43.0,0.41,48.0,0.93,50.0,1.89,52.0,2.45,52.0,45836,2024-12-31,23186,6,2.45,52.0,433,163
9005,-0.02,45.0,0.19,48.0,0.53,49.0,1.39,53.0,1.66,54.0,19630,2024-12-31,8265,6,1.66,54.0,418,196
9006,-0.1,43.0,-0.0,46.0,0.11,46.0,0.56,49.0,0.77,50.0,8211,2024-12-31,5763,6,0.77,50.0,324,101
9016,-0.09,45.0,0.44,48.0,1.01,49.0,2.2,52.0,2.84,53.0,24278,2024-12-31,8103,6,2.84,53.0,399,187
9017,-0.13,43.0,0.23,46.0,0.55,48.0,1.2,50.0,1.56,50.0,18874,2024-12-31,7821,6,1.56,50.0,377,146
9043,-0.09,45.0,0.01,48.0,0.16,50.0,0.44,51.0,0.54,52.0,13636,2024-12-31,7147,6,0.54,52.0,441,178
9044,-0.1,44.0,0.05,47.0,0.28,49.0,0.67,51.0,0.78,51.0,27564,2024-12-31,15892,6,0.78,51.0,444,142
9047,-0.09,44.0,0.11,47.0,0.42,49.0,1.0,52.0,1.27,52.0,26462,2024-12-31,16595,6,1.27,52.0,420,151
9048,-0.23,40.0,-0.09,44.0,0.27,47.0,0.68,49.0,0.78,50.0,3143,2024-12-31,1703,6,0.78,50.0,243,85
9058,-0.08,44.0,0.07,48.0,0.26,49.0,0.66,51.0,0.8,52.0,30498,2024-12-31,16416,6,0.8,52.0,442,151
9060,-0.09,44.0,0.18,48.0,0.66,49.0,1.63,52.0,2.09,52.0,50692,2024-12-31,28963,6,2.09,52.0,434,152
9061,-0.06,44.0,0.23,48.0,0.47,48.0,1.1,51.0,1.46,52.0,7675,2024-12-30,567,6,1.46,52.0,205,86
9062,-0.17,42.0,0.12,46.0,0.38,48.0,1.0,50.0,1.33,50.0,8793,2024-12-31,4850,6,1.33,50.0,271,115
9106,-0.12,44.0,0.02,47.0,0.22,49.0,0.61,50.0,0.72,51.0,5300,2024-12-31,3091,6,0.72,51.0,428,170
9107,-0.05,46.0,0.07,49.0,0.32,50.0,0.6,52.0,0.62,52.0,7547,2024-12-31,4178,6,0.62,52.0,430,179
9108,-0.14,43.0,1.84,46.0,3.9,48.0,7.96,51.0,10.07,52.0,6988,2024-12-31,1737,6,10.07,52.0,312,129
9109,-0.09,45.0,0.04,47.0,0.16,49.0,0.63,52.0,0.91,53.0,13877,2024-12-31,3536,6,0.91,53.0,383,176
9111,0.01,47.0,0.11,48.0,0.25,49.0,0.45,51.0,0.74,52.0,6335,2024-12-31,1485,6,0.74,52.0,383,146
9112,-0.15,44.0,0.29,44.0,0.54,44.0,0.96,47.0,1.08,47.0,2023,2024-12-31,308,6,1.08,47.0,297,56
9113,-0.03,46.0,0.17,49.0,0.4,52.0,0.75,53.0,0.87,53.0,6273,2024-12-31,3844,6,0.87,53.0,427,193
9114,-0.09,43.0,0.17,47.0,0.42,49.0,1.04,52.0,1.27,52.0,15057,2024-12-31,10234,6,1.27,52.0,422,151
9119,-0.06,46.0,0.06,49.0,0.25,51.0,0.65,53.0,0.71,53.0,3301,2024-12-30,1674,6,0.71,53.0,397,153
