pattern_id,avg1,win1,avg2,win2,avg3,win3,avg5,win5,avg6,win6,n,last_date,n_recent,best_hold,best_avg,best_win,nstocks,n_consistent_stocks
6145,-0.08,45.0,0.74,48.0,1.04,49.0,1.7,52.0,1.99,53.0,17663,2024-12-31,5714,6,1.99,53.0,432,207
6150,-0.07,45.0,0.08,47.0,0.27,49.0,0.6,51.0,0.7,51.0,32761,2024-12-31,14600,6,0.7,51.0,445,140
6151,-0.07,44.0,0.13,48.0,0.37,50.0,0.92,52.0,1.15,53.0,16051,2024-12-31,11196,6,1.15,53.0,435,172
6166,-0.08,45.0,0.63,48.0,0.92,49.0,1.54,52.0,1.85,53.0,21310,2024-12-31,6052,6,1.85,53.0,423,208
6170,-0.19,43.0,0.04,48.0,0.27,49.0,0.66,51.0,0.84,52.0,12478,2024-12-31,9602,6,0.84,52.0,400,144
6174,0.01,46.0,0.84,50.0,1.21,52.0,1.96,55.0,2.33,56.0,21918,2024-12-31,9689,6,2.33,56.0,440,258
6197,-0.12,45.0,-0.09,48.0,-0.04,48.0,0.15,51.0,0.31,51.0,15333,2024-12-31,3372,6,0.31,51.0,399,172
6199,-0.01,47.0,0.15,48.0,0.25,49.0,0.47,51.0,0.59,51.0,9346,2024-12-31,2776,6,0.59,51.0,407,152
6201,-0.06,44.0,0.13,48.0,0.38,50.0,0.92,53.0,1.12,54.0,16783,2024-12-31,11830,6,1.12,54.0,406,179
6205,-0.04,46.0,0.16,48.0,0.38,49.0,0.66,51.0,0.81,52.0,17896,2024-12-31,5966,6,0.81,52.0,432,185
6222,-0.1,45.0,0.11,49.0,0.32,51.0,0.76,53.0,0.95,54.0,42166,2024-12-31,27293,6,0.95,54.0,441,192
6223,-0.19,42.0,0.54,45.0,1.41,46.0,3.23,49.0,4.18,50.0,19881,2024-12-31,8968,6,4.18,50.0,403,166
6226,-0.05,46.0,0.03,48.0,0.11,49.0,0.26,51.0,0.33,51.0,24578,2024-12-31,9548,6,0.33,51.0,437,142
6227,-0.02,47.0,0.02,48.0,0.18,49.0,0.38,51.0,0.43,51.0,9385,2024-12-31,3842,6,0.43,51.0,429,163
6228,-0.11,43.0,0.1,47.0,0.32,49.0,0.78,52.0,0.99,52.0,27295,2024-12-31,19326,6,0.99,52.0,429,132
6229,-0.09,45.0,0.8,48.0,1.22,50.0,2.27,54.0,2.59,55.0,17312,2024-12-31,8118,6,2.59,55.0,439,231
6236,-0.1,43.0,0.15,47.0,0.35,49.0,0.88,52.0,1.07,52.0,12859,2024-12-31,8535,6,1.07,52.0,430,170
6245,-0.05,45.0,0.22,48.0,0.49,50.0,0.93,52.0,1.09,52.0,28904,2024-12-31,15423,6,1.09,52.0,444,169
6251,-0.07,45.0,1.01,48.0,2.13,49.0,4.39,51.0,4.87,52.0,13944,2024-12-31,3915,6,4.87,52.0,387,175
6255,-0.12,43.0,0.14,47.0,0.4,49.0,0.92,51.0,1.18,52.0,53679,2024-12-31,35537,6,1.18,52.0,417,150
6263,-0.14,43.0,0.44,46.0,1.04,48.0,2.22,50.0,2.52,51.0,28280,2024-12-31,13733,6,2.52,51.0,444,192
6264,-0.18,43.0,-0.09,45.0,0.03,46.0,0.29,48.0,0.42,49.0,22447,2024-12-31,6164,6,0.42,49.0,405,139
6266,-0.12,44.0,0.1,47.0,0.32,48.0,0.89,49.0,1.74,50.0,18929,2024-12-31,5210,6,1.74,50.0,388,149
6270,-0.1,44.0,0.04,47.0,0.26,49.0,0.7,51.0,0.87,52.0,55734,2024-12-31,34547,6,0.87,52.0,445,110
6288,-0.07,44.0,0.05,46.0,0.77,47.0,2.39,49.0,2.69,50.0,16941,2024-12-31,5101,6,2.69,50.0,412,167
6292,-0.09,45.0,0.12,48.0,0.35,50.0,0.79,53.0,1.01,53.0,50870,2024-12-31,35569,6,1.01,53.0,427,180
6295,-0.13,43.0,0.67,46.0,1.55,47.0,3.39,50.0,4.33,50.0,20051,2024-12-31,6769,6,4.33,50.0,368,153
6299,-0.09,45.0,0.03,47.0,0.21,49.0,0.5,51.0,0.6,52.0,48721,2024-12-31,25912,6,0.6,52.0,447,156
6318,-0.03,47.0,0.02,48.0,0.07,50.0,0.19,51.0,0.27,51.0,10443,2024-12-31,2190,6,0.27,51.0,385,152
6320,0.04,47.0,0.34,52.0,0.59,54.0,1.07,57.0,1.33,58.0,26257,2024-12-31,17393,6,1.33,58.0,445,281
6328,-0.09,45.0,0.0,47.0,0.23,48.0,0.9,51.0,0.97,51.0,7220,2024-12-31,1085,6,0.97,51.0,362,121
6329,-0.07,44.0,0.22,47.0,0.42,47.0,0.78,49.0,2.41,50.0,6545,2024-12-31,1311,6,2.41,50.0,365,129
6330,-0.14,43.0,0.63,46.0,1.42,47.0,3.06,48.0,3.95,49.0,20489,2024-12-31,2062,6,3.95,49.0,254,100
6331,-0.12,44.0,0.14,47.0,0.4,48.0,1.11,51.0,1.39,52.0,6408,2024-12-31,1146,6,1.39,52.0,302,130
6332,-0.18,42.0,0.07,44.0,0.31,46.0,0.76,48.0,0.99,47.0,15387,2024-12-31,3367,6,0.99,47.0,277,96
6334,0.01,47.0,0.26,48.0,0.56,49.0,1.0,51.0,1.18,53.0,5348,2024-12-31,1352,6,1.18,53.0,356,146
6335,-0.06,45.0,0.08,48.0,0.22,50.0,0.51,52.0,0.65,52.0,47403,2024-12-31,28290,6,0.65,52.0,446,147
6343,-0.17,42.0,0.78,45.0,1.76,46.0,3.77,47.0,4.84,48.0,14710,2024-12-31,1671,6,4.84,48.0,230,84
6344,-0.21,41.0,0.04,44.0,0.37,46.0,1.06,47.0,1.4,48.0,7883,2024-12-31,667,6,1.4,48.0,170,53
6345,-0.11,43.0,0.29,47.0,0.62,48.0,1.28,50.0,1.66,50.0,7376,2024-12-31,1059,6,1.66,50.0,173,68
6346,-0.07,44.0,0.16,47.0,0.42,49.0,0.94,52.0,1.22,53.0,19432,2024-12-31,7768,6,1.22,53.0,382,182
6348,-0.16,42.0,0.58,45.0,1.34,46.0,2.97,48.0,3.8,48.0,23137,2024-12-31,2224,6,3.8,48.0,194,57
6392,-0.16,43.0,-0.02,46.0,0.14,47.0,0.43,49.0,0.52,49.0,46224,2024-12-31,11776,6,0.52,49.0,417,130
6393,0.01,46.0,0.13,48.0,0.32,49.0,0.68,50.0,0.79,51.0,7021,2024-12-31,1741,6,0.79,51.0,367,130
6420,-0.07,45.0,0.04,48.0,0.14,49.0,0.41,51.0,0.59,52.0,26287,2024-12-31,11408,6,0.59,52.0,438,188
6423,0.0,48.0,0.23,51.0,0.34,53.0,0.55,53.0,0.79,55.0,2071,2024-12-31,828,6,0.79,55.0,315,107
6424,0.05,47.0,0.61,50.0,0.76,50.0,1.14,51.0,3.0,52.0,5415,2024-12-31,1269,6,3.0,52.0,343,134
6425,-0.09,44.0,0.19,48.0,0.46,49.0,0.9,51.0,1.1,51.0,6745,2024-12-17,4988,6,1.1,51.0,403,151
6427,-0.07,45.0,0.11,47.0,0.39,49.0,0.94,52.0,1.08,52.0,16681,2024-12-31,10301,6,1.08,52.0,440,193
6431,-0.15,43.0,0.54,46.0,1.28,48.0,2.79,50.0,3.59,51.0,25892,2024-12-31,11907,6,3.59,51.0,417,188
6438,-0.04,45.0,0.23,49.0,0.48,52.0,0.94,54.0,1.04,54.0,5332,2024-12-31,2946,6,1.04,54.0,435,210
6439,-0.14,45.0,-0.11,46.0,0.1,48.0,0.34,49.0,0.42,50.0,3995,2024-12-31,1268,6,0.42,50.0,399,129
6440,-0.07,44.0,0.09,47.0,0.32,49.0,0.79,51.0,0.9,51.0,24073,2024-12-31,14266,6,0.9,51.0,440,159
6458,-0.11,43.0,0.64,46.0,1.42,47.0,3.04,50.0,3.5,50.0,21490,2024-12-31,5658,6,3.5,50.0,354,156
6467,0.02,47.0,0.22,50.0,0.37,50.0,0.73,52.0,0.89,53.0,4994,2024-12-31,841,6,0.89,53.0,330,139
6470,-0.13,43.0,0.05,46.0,0.32,48.0,0.89,51.0,1.08,52.0,23584,2024-12-31,15591,6,1.08,52.0,441,145
6474,-0.16,42.0,0.5,45.0,1.17,46.0,2.55,48.0,3.29,49.0,28579,2024-12-31,3358,6,3.29,49.0,256,93
6475,-0.1,44.0,-0.1,46.0,0.06,46.0,0.77,50.0,0.92,51.0,2971,2024-12-31,718,6,0.92,51.0,289,94
6477,-0.02,45.0,0.06,48.0,1.12,48.0,3.36,51.0,4.37,52.0,12180,2024-12-31,3865,6,4.37,52.0,428,188
6481,-0.13,44.0,0.1,48.0,0.34,49.0,0.8,52.0,1.04,52.0,55111,2024-12-31,40674,6,1.04,52.0,421,145
6483,-0.04,45.0,0.23,49.0,0.49,51.0,0.92,52.0,1.11,53.0,56548,2024-12-31,29926,6,1.11,53.0,445,191
6504,-0.12,43.0,1.68,45.0,3.56,46.0,7.15,48.0,7.83,49.0,7811,2024-12-31,1198,6,7.83,49.0,214,76
6507,-0.06,45.0,0.05,48.0,0.15,50.0,0.39,52.0,0.48,52.0,36221,2024-12-31,19673,6,0.48,52.0,442,145
6508,-0.08,44.0,0.15,48.0,0.37,49.0,0.81,51.0,1.04,52.0,79794,2024-12-31,42453,6,1.04,52.0,441,159
6512,-0.14,43.0,1.01,46.0,2.24,47.0,4.8,49.0,6.13,51.0,12433,2024-12-31,1345,6,6.13,51.0,212,81
6514,-0.13,44.0,0.09,47.0,1.11,49.0,3.24,52.0,4.16,53.0,16139,2024-12-31,6921,6,4.16,53.0,419,221
6516,-0.16,43.0,-0.1,44.0,0.19,45.0,0.31,47.0,0.35,46.0,1810,2024-12-31,647,6,0.35,46.0,282,64
6519,-0.17,42.0,0.05,46.0,0.27,48.0,0.71,50.0,1.03,50.0,17337,2024-12-31,12277,6,1.03,50.0,353,94
6521,-0.1,44.0,0.07,46.0,0.27,47.0,0.71,49.0,1.01,49.0,5471,2024-12-31,581,6,1.01,49.0,159,57
6540,-0.11,44.0,0.23,47.0,0.58,49.0,1.33,51.0,1.75,52.0,57312,2024-12-31,24453,6,1.75,52.0,445,174
6541,-0.08,44.0,0.14,47.0,0.35,48.0,0.76,50.0,0.93,50.0,28427,2024-12-31,12749,6,0.93,50.0,441,139
6543,-0.1,44.0,0.1,48.0,0.31,49.0,0.75,52.0,0.98,52.0,66511,2024-12-31,41636,6,0.98,52.0,436,148
6545,-0.15,42.0,0.53,45.0,1.26,46.0,2.75,48.0,3.52,49.0,28167,2024-12-31,5875,6,3.52,49.0,311,137
6548,-0.16,44.0,0.05,47.0,0.25,48.0,0.68,50.0,0.88,51.0,39643,2024-12-31,25365,6,0.88,51.0,441,138
6561,-0.12,43.0,0.29,47.0,0.71,48.0,1.55,50.0,1.99,51.0,54470,2024-12-31,26861,6,1.99,51.0,441,171
6562,-0.1,45.0,0.05,47.0,0.18,49.0,0.5,50.0,0.7,51.0,44207,2024-12-31,16749,6,0.7,51.0,437,150
6566,-0.13,43.0,0.07,46.0,0.29,48.0,0.71,49.0,0.86,50.0,20652,2024-12-31,6874,6,0.86,50.0,419,134
6567,-0.13,44.0,0.05,48.0,0.23,49.0,0.61,51.0,0.8,52.0,34529,2024-12-31,24639,6,0.8,52.0,438,177
6569,-0.16,42.0,0.53,45.0,1.26,46.0,2.73,48.0,3.5,49.0,27002,2024-12-31,5433,6,3.5,49.0,305,114
6575,-0.11,44.0,0.51,47.0,1.16,47.0,2.56,50.0,3.29,51.0,26292,2024-12-31,4913,6,3.29,51.0,355,149
6578,-0.13,44.0,0.15,46.0,0.42,47.0,0.72,49.0,0.95,50.0,18274,2024-12-31,3359,6,0.95,50.0,318,129
6591,-0.11,44.0,0.42,47.0,0.94,48.0,2.04,51.0,2.62,51.0,34743,2024-12-31,10769,6,2.62,51.0,415,195
6592,-0.06,43.0,0.29,47.0,0.65,50.0,1.48,52.0,1.89,52.0,6248,2024-12-31,4231,6,1.89,52.0,264,99
6617,-0.11,44.0,0.29,47.0,0.67,49.0,1.46,51.0,1.88,52.0,67296,2024-12-31,32817,6,1.88,52.0,441,166
6633,-0.12,44.0,0.29,47.0,0.71,48.0,1.54,50.0,1.96,51.0,49167,2024-12-31,21475,6,1.96,51.0,430,160
6643,-0.13,44.0,0.38,47.0,0.9,49.0,2.01,51.0,2.58,52.0,48019,2024-12-31,23271,6,2.58,52.0,432,198
6644,-0.13,44.0,0.07,48.0,0.27,49.0,0.65,51.0,0.86,52.0,55242,2024-12-31,31580,6,0.86,52.0,436,160
6645,0.02,47.0,0.64,50.0,0.85,49.0,1.05,50.0,1.23,51.0,4127,2024-12-31,1828,6,1.23,51.0,349,127
6646,0.02,48.0,0.12,49.0,0.28,51.0,0.66,53.0,0.88,54.0,4987,2024-12-31,1190,6,0.88,54.0,371,140
6647,-0.06,45.0,0.15,48.0,0.38,49.0,0.76,51.0,0.83,52.0,21898,2024-12-31,11781,6,0.83,52.0,443,153
6648,-0.08,44.0,0.09,47.0,0.29,49.0,0.66,51.0,0.85,52.0,36678,2024-12-31,20451,6,0.85,52.0,445,136
6657,-0.1,44.0,0.06,47.0,0.17,48.0,0.44,50.0,0.61,51.0,11328,2024-12-31,1912,6,0.61,51.0,315,131
6658,-0.17,42.0,0.09,45.0,0.34,47.0,0.76,49.0,0.97,51.0,5886,2024-12-31,1760,6,0.97,51.0,297,115
6659,-1.56,22.0,-1.64,32.0,-1.82,29.0,-1.93,37.0,-1.89,35.0,82,2024-10-16,47,1,-1.56,22.0,23,2
6660,-0.09,43.0,0.3,49.0,0.44,51.0,0.82,53.0,0.93,52.0,342,2024-12-20,190,6,0.93,52.0,102,19
6663,-0.06,44.0,0.17,47.0,0.38,49.0,0.9,52.0,1.12,52.0,19804,2024-12-31,11019,6,1.12,52.0,438,171
6669,-0.16,41.0,-0.21,43.0,-0.24,45.0,0.27,48.0,0.35,49.0,1456,2024-12-30,911,6,0.35,49.0,253,66
6672,-0.11,44.0,0.4,47.0,0.93,49.0,2.09,51.0,2.71,52.0,43059,2024-12-31,19469,6,2.71,52.0,431,195
6674,0.07,47.0,0.75,50.0,0.88,50.0,0.87,50.0,1.08,51.0,3036,2024-12-31,712,6,1.08,51.0,331,106
6675,0.01,48.0,0.19,50.0,0.39,52.0,0.85,53.0,1.0,54.0,3218,2024-12-31,1093,6,1.0,54.0,373,130
6677,-0.09,44.0,0.1,47.0,0.39,49.0,0.88,52.0,0.99,52.0,22967,2024-12-31,13590,6,0.99,52.0,446,161
6690,-0.16,43.0,0.06,48.0,0.33,49.0,0.72,51.0,1.02,52.0,9312,2024-12-31,7422,6,1.02,52.0,333,128
6693,-0.04,46.0,0.11,49.0,0.3,51.0,0.63,53.0,0.71,52.0,13311,2024-12-31,7445,6,0.71,52.0,421,174
6696,-0.04,44.0,0.15,48.0,0.37,49.0,0.82,51.0,1.03,52.0,5387,2024-12-31,2920,6,1.03,52.0,430,153
6697,-0.09,44.0,0.09,47.0,0.33,49.0,0.8,51.0,0.96,52.0,29012,2024-12-31,15675,6,0.96,52.0,443,156
6713,0.13,47.0,0.46,52.0,0.63,55.0,0.89,54.0,1.1,57.0,535,2024-12-12,319,6,1.1,57.0,266,8
6715,-0.14,44.0,0.37,47.0,0.99,48.0,2.27,51.0,2.95,52.0,29660,2024-12-31,9522,6,2.95,52.0,423,184
6718,-0.15,42.0,0.04,46.0,0.15,47.0,0.48,49.0,0.71,49.0,5277,2024-12-31,3954,6,0.71,49.0,224,82
6721,-0.07,44.0,0.1,47.0,0.35,49.0,0.82,51.0,0.94,51.0,29123,2024-12-31,15404,6,0.94,51.0,444,149
6722,-0.13,43.0,0.01,46.0,0.29,48.0,0.7,49.0,0.95,51.0,4882,2024-12-31,3038,6,0.95,51.0,425,154
6741,-0.16,43.0,0.06,46.0,0.34,48.0,0.8,51.0,1.01,52.0,15300,2024-12-27,9793,6,1.01,52.0,410,149
6743,-0.25,42.0,0.72,47.0,1.82,48.0,3.88,50.0,4.9,50.0,1155,2024-12-19,917,6,4.9,50.0,81,15
6744,-0.02,44.0,0.13,47.0,0.4,49.0,0.8,53.0,1.01,53.0,3920,2024-12-31,2701,6,1.01,53.0,239,93
6754,-0.01,45.0,0.18,49.0,0.59,51.0,1.01,53.0,1.08,53.0,5136,2024-12-31,3087,6,1.08,53.0,417,188
6756,-0.05,45.0,0.3,48.0,0.55,50.0,0.87,52.0,1.39,53.0,31372,2024-12-31,16231,6,1.39,53.0,445,163
6757,-0.12,45.0,0.1,48.0,0.42,49.0,0.85,51.0,0.99,52.0,3660,2024-12-31,2127,6,0.99,52.0,411,151
6758,-0.08,44.0,0.06,46.0,0.27,48.0,0.99,51.0,1.15,51.0,14175,2024-12-31,7919,6,1.15,51.0,436,154
6784,-0.12,43.0,0.73,46.0,1.59,47.0,3.36,50.0,4.26,50.0,20695,2024-12-31,3458,6,4.26,50.0,312,129
6788,-0.11,43.0,0.06,47.0,0.24,49.0,0.61,51.0,0.79,52.0,85164,2024-12-31,53982,6,0.79,52.0,442,108
6789,-0.43,40.0,0.21,42.0,0.85,44.0,2.26,47.0,2.94,46.0,1597,2024-12-30,1287,6,2.94,46.0,97,18
6791,-0.04,45.0,0.58,49.0,1.34,50.0,2.92,53.0,3.39,54.0,22501,2024-12-31,8229,6,3.39,54.0,440,234
6793,0.01,46.0,0.38,49.0,0.68,50.0,1.1,52.0,1.77,53.0,17598,2024-12-31,6639,6,1.77,53.0,432,188
6796,-0.1,43.0,0.05,47.0,0.24,48.0,0.66,51.0,0.86,51.0,49182,2024-12-31,31792,6,0.86,51.0,441,118
6804,-0.03,46.0,0.13,49.0,0.41,51.0,0.76,52.0,0.84,53.0,3727,2024-12-30,2268,6,0.84,53.0,418,179
6809,-0.09,44.0,0.06,47.0,0.29,48.0,0.92,51.0,1.05,52.0,17894,2024-12-31,8345,6,1.05,52.0,439,176
6810,-0.18,42.0,-0.03,46.0,0.26,47.0,1.02,50.0,1.28,50.0,8626,2024-12-31,6413,6,1.28,50.0,368,112
6818,-0.14,43.0,0.06,46.0,0.24,49.0,0.58,50.0,0.75,51.0,30693,2024-12-31,17424,6,0.75,51.0,428,115
6819,-0.03,45.0,0.12,48.0,0.36,49.0,1.04,52.0,1.15,52.0,18739,2024-12-31,9631,6,1.15,52.0,444,213
6823,-0.08,45.0,0.06,47.0,0.23,50.0,0.51,52.0,0.62,52.0,24144,2024-12-31,11532,6,0.62,52.0,447,162
6824,-0.06,44.0,0.11,47.0,0.29,49.0,0.68,51.0,0.85,52.0,31437,2024-12-31,17529,6,0.85,52.0,446,148
6828,-0.12,44.0,0.12,48.0,0.36,49.0,0.77,51.0,1.02,52.0,5444,2024-12-27,3131,6,1.02,52.0,283,91
6832,-0.14,43.0,0.06,47.0,0.28,49.0,0.76,52.0,1.0,52.0,20434,2024-12-31,15297,6,1.0,52.0,389,115
6845,-0.13,43.0,0.08,47.0,0.28,49.0,0.68,51.0,0.87,51.0,5447,2024-12-27,3269,6,0.87,51.0,279,79
6865,-0.03,46.0,0.12,47.0,0.3,48.0,0.55,49.0,0.77,51.0,4196,2024-12-31,924,6,0.77,51.0,319,108
6868,-0.13,42.0,0.13,47.0,0.42,48.0,0.98,51.0,1.3,51.0,3385,2024-12-31,2810,6,1.3,51.0,132,30
6871,-0.04,45.0,0.77,48.0,1.6,50.0,3.38,52.0,4.35,53.0,18734,2024-12-31,5404,6,4.35,53.0,421,193
6877,-0.23,40.0,-0.03,45.0,0.16,46.0,0.63,48.0,0.95,48.0,3952,2024-12-31,3279,6,0.95,48.0,132,24
6881,-0.2,42.0,0.0,46.0,1.22,48.0,2.03,51.0,2.25,51.0,12169,2024-12-31,5197,6,2.25,51.0,430,177
6882,0.0,46.0,0.13,49.0,0.32,49.0,0.88,52.0,1.09,53.0,23805,2024-12-31,11586,6,1.09,53.0,441,210
6887,-0.08,43.0,0.11,47.0,0.23,49.0,0.6,51.0,0.77,52.0,20538,2024-12-31,12904,6,0.77,52.0,438,155
6890,-0.14,43.0,0.51,46.0,1.19,47.0,2.57,49.0,3.3,50.0,29928,2024-12-31,3999,6,3.3,50.0,301,126
6894,-0.12,43.0,0.07,47.0,0.26,48.0,0.81,50.0,1.1,51.0,11616,2024-12-31,8704,6,1.1,51.0,371,111
6895,-0.12,43.0,0.36,46.0,0.85,48.0,1.87,50.0,2.42,50.0,40360,2024-12-31,13296,6,2.42,50.0,409,168
6905,-0.09,43.0,0.27,47.0,0.64,49.0,1.42,51.0,1.83,52.0,9818,2024-12-31,2807,6,1.83,52.0,314,147
6909,-0.19,42.0,0.02,46.0,0.26,48.0,0.76,51.0,1.01,51.0,28805,2024-12-31,21297,6,1.01,51.0,384,100
6912,-0.06,43.0,0.18,48.0,0.39,50.0,0.8,52.0,1.01,53.0,15225,2024-12-31,8497,6,1.01,53.0,344,149
6927,-0.13,43.0,0.61,46.0,1.37,47.0,2.98,49.0,3.83,50.0,22437,2024-12-31,2784,6,3.83,50.0,298,139
6932,-0.08,44.0,0.11,47.0,0.36,49.0,0.84,51.0,0.98,52.0,32894,2024-12-31,19666,6,0.98,52.0,444,132
6951,0.01,46.0,0.14,49.0,0.35,49.0,0.92,53.0,1.06,54.0,13390,2024-12-31,4839,6,1.06,54.0,439,230
6953,-0.05,45.0,0.13,47.0,0.44,49.0,1.02,51.0,1.19,51.0,11039,2024-12-31,6950,6,1.19,51.0,442,180
6962,-0.08,44.0,0.11,47.0,0.36,49.0,0.85,51.0,0.99,52.0,32319,2024-12-31,19313,6,0.99,52.0,444,131
6967,-0.22,41.0,0.05,46.0,0.29,48.0,0.77,51.0,1.02,51.0,7058,2024-12-31,5321,6,1.02,51.0,271,87
6968,-0.34,40.0,-0.05,44.0,0.28,45.0,0.94,47.0,1.3,48.0,5657,2024-12-31,4737,6,1.3,48.0,137,22
6996,-0.03,44.0,0.03,47.0,1.65,48.0,2.46,52.0,2.73,52.0,7963,2024-12-31,1812,6,2.73,52.0,386,160
6998,-0.04,46.0,0.18,50.0,0.41,51.0,0.84,53.0,1.02,54.0,14497,2024-12-31,9065,6,1.02,54.0,443,213
6999,-0.14,44.0,-0.0,46.0,0.27,47.0,0.96,50.0,1.15,51.0,7940,2024-12-31,5149,6,1.15,51.0,437,168
7004,-0.13,44.0,0.25,46.0,1.25,46.0,3.55,48.0,4.75,49.0,11204,2024-12-31,1199,6,4.75,49.0,247,84
7005,-0.11,43.0,-0.01,45.0,0.14,46.0,0.49,47.0,0.63,47.0,11388,2024-12-31,1899,6,0.63,47.0,243,80
7008,-0.11,45.0,0.09,48.0,0.35,49.0,0.79,51.0,1.03,52.0,13656,2024-12-31,8843,6,1.03,52.0,438,194
7009,-0.02,46.0,0.19,49.0,0.44,51.0,1.13,53.0,1.23,53.0,7268,2024-12-31,4522,6,1.23,53.0,439,199
7021,0.01,45.0,1.09,49.0,2.23,50.0,4.69,53.0,6.03,54.0,12901,2024-12-31,3515,6,6.03,54.0,399,197
7055,-0.08,45.0,0.1,48.0,0.6,49.0,1.25,52.0,1.45,53.0,41120,2024-12-31,20657,6,1.45,53.0,444,182
7056,-0.15,43.0,-0.02,47.0,0.15,48.0,0.61,50.0,0.78,51.0,19766,2024-12-31,12389,6,0.78,51.0,429,142
7075,-0.08,44.0,0.06,48.0,0.5,49.0,1.05,51.0,1.2,52.0,41320,2024-12-31,18975,6,1.2,52.0,448,185
7085,-0.1,44.0,0.03,47.0,0.33,48.0,0.84,51.0,0.95,51.0,16023,2024-12-31,7738,6,0.95,51.0,444,173
7086,-0.06,45.0,0.14,48.0,0.34,49.0,0.93,51.0,1.12,51.0,11159,2024-12-31,7570,6,1.12,51.0,439,183
7111,-0.04,45.0,0.07,48.0,0.28,49.0,0.99,52.0,1.15,53.0,14423,2024-12-31,7120,6,1.15,53.0,445,201
7112,-0.11,45.0,0.18,48.0,1.37,50.0,3.02,54.0,4.13,54.0,10862,2024-12-31,5914,6,4.13,54.0,442,215
7113,-0.14,43.0,-0.01,46.0,0.2,47.0,0.85,49.0,1.01,50.0,44435,2024-12-31,27049,6,1.01,50.0,447,110
7121,-0.13,44.0,0.03,47.0,0.35,48.0,0.96,51.0,1.22,51.0,108318,2024-12-31,56737,6,1.22,51.0,448,107
7160,-0.19,42.0,0.53,45.0,1.42,46.0,3.35,49.0,3.87,50.0,18325,2024-12-31,3817,6,3.87,50.0,336,136
7162,-0.09,44.0,0.08,47.0,0.27,49.0,0.61,51.0,0.88,52.0,71701,2024-12-31,37197,6,0.88,52.0,447,105
7163,-0.04,45.0,0.16,48.0,0.37,50.0,1.03,52.0,1.22,52.0,12538,2024-12-31,7150,6,1.22,52.0,443,200
7164,-0.15,43.0,-0.08,46.0,0.28,47.0,0.89,49.0,0.94,50.0,7787,2024-12-31,4522,6,0.94,50.0,427,153
7173,0.04,48.0,0.14,50.0,0.6,50.0,0.81,50.0,0.84,49.0,896,2024-12-27,535,6,0.84,49.0,286,28
7174,-0.15,42.0,-0.26,43.0,0.05,48.0,0.4,48.0,0.36,47.0,389,2024-12-18,258,5,0.4,48.0,202,3
7176,-0.07,44.0,0.09,48.0,0.19,49.0,0.58,51.0,0.73,52.0,5545,2024-12-31,2520,6,0.73,52.0,438,175
7179,-0.08,45.0,0.06,48.0,0.34,49.0,0.97,51.0,1.08,51.0,10421,2024-12-31,4967,6,1.08,51.0,439,171
7180,-0.09,43.0,0.13,46.0,0.33,48.0,1.05,51.0,1.27,52.0,6213,2024-12-31,4585,6,1.27,52.0,377,129
7183,-0.13,44.0,-0.03,47.0,0.68,47.0,1.31,51.0,1.44,52.0,21697,2024-12-31,7154,6,1.44,52.0,441,193
7184,-0.1,45.0,0.04,48.0,0.36,49.0,0.84,50.0,1.04,51.0,8733,2024-12-31,3658,6,1.04,51.0,426,175
7197,-0.23,42.0,-0.03,47.0,0.21,49.0,0.68,51.0,0.93,52.0,11328,2024-12-31,8616,6,0.93,52.0,274,80
7198,-0.4,39.0,0.05,43.0,0.41,46.0,1.12,48.0,1.64,48.0,2632,2024-12-18,2195,6,1.64,48.0,139,38
7199,0.31,51.0,0.78,54.0,0.98,54.0,1.34,53.0,1.55,53.0,1003,2024-12-27,774,6,1.55,53.0,226,47
7200,-0.08,44.0,0.14,47.0,0.4,49.0,1.06,52.0,1.3,53.0,5547,2024-12-31,4141,6,1.3,53.0,383,149
7201,-0.35,40.0,-0.37,41.0,0.05,40.0,0.85,43.0,1.05,44.0,1723,2024-12-31,1326,6,1.05,44.0,196,33
7202,-0.13,44.0,0.4,46.0,0.98,47.0,2.19,49.0,2.8,50.0,31587,2024-12-31,6302,6,2.8,50.0,365,143
7207,-0.08,45.0,0.03,48.0,0.64,49.0,1.27,52.0,1.4,52.0,20521,2024-12-31,6743,6,1.4,52.0,441,202
7208,-0.23,42.0,-0.14,45.0,0.34,46.0,0.88,50.0,1.07,51.0,8679,2024-12-31,3601,6,1.07,51.0,434,169
7209,-0.09,45.0,0.05,48.0,0.33,49.0,0.75,50.0,0.93,51.0,11403,2024-12-31,5022,6,0.93,51.0,432,181
7221,-0.15,43.0,0.0,46.0,0.25,47.0,0.92,50.0,1.2,51.0,9130,2024-12-31,6794,6,1.2,51.0,398,125
7226,-0.18,42.0,0.76,45.0,1.76,45.0,3.88,47.0,5.0,48.0,16402,2024-12-31,2147,6,5.0,48.0,219,78
7231,-0.34,40.0,-0.01,44.0,0.35,45.0,1.05,47.0,1.4,47.0,4824,2024-12-31,4029,6,1.4,47.0,168,38
7246,-0.1,44.0,0.09,47.0,0.49,49.0,1.36,51.0,1.72,52.0,65890,2024-12-31,34947,6,1.72,52.0,441,143
7251,-0.06,45.0,0.12,48.0,0.28,50.0,0.73,51.0,0.95,52.0,128924,2024-12-31,63420,6,0.95,52.0,444,118
7252,-0.16,43.0,-0.01,46.0,0.2,48.0,0.54,50.0,0.7,51.0,32605,2024-12-31,19067,6,0.7,51.0,428,113
