symbol,signal,side,days,win,raw,neutral,retained,sector
JUBLFOOD,TIER:STANDARD,SHORT,64,40.625,-0.08,-0.163,0.0,Consumer Services
JUBLFOOD,TIER:STANDARD,LONG,64,56.25,-0.009,0.074,0.0,Consumer Services
KALYANKJIL,TIER:ENTERPRISE-Dryup,SHORT,256,50.781,-0.089,-0.129,0.0,Consumer Durables
KALYANKJIL,TIER:ENTERPRISE-Dryup,LONG,256,47.656,-0.001,0.039,0.0,Consumer Durables
KALYANKJIL,TIER:GOLD,SHORT,105,56.19,0.136,0.185,135.555,Consumer Durables
KALYANKJIL,TIER:GOLD,LONG,105,42.857,-0.226,-0.274,0.0,Consumer Durables
KALYANKJIL,TIER:GOLD-baseline,SHORT,72,58.333,0.578,0.295,50.976,Consumer Durables
KALYANKJIL,TIER:GOLD-baseline,LONG,72,37.5,-0.667,-0.384,0.0,Consumer Durables
KALYANKJIL,TIER:STANDARD,SHORT,77,51.948,-0.027,-0.152,0.0,Consumer Durables
KALYANKJIL,TIER:STANDARD,LONG,77,48.052,-0.063,0.063,0.0,Consumer Durables
KAYNES,TIER:ENTERPRISE-Dryup,SHORT,235,51.489,-0.014,-0.084,0.0,Capital Goods
KAYNES,TIER:ENTERPRISE-Dryup,LONG,235,45.532,-0.076,-0.005,0.0,Capital Goods
KAYNES,TIER:GOLD,SHORT,63,61.905,0.269,0.17,63.347,Capital Goods
KAYNES,TIER:GOLD,LONG,63,38.095,-0.358,-0.26,0.0,Capital Goods
KAYNES,TIER:GOLD-baseline,SHORT,110,61.818,0.622,0.493,79.21,Capital Goods
KAYNES,TIER:GOLD-baseline,LONG,110,38.182,-0.712,-0.582,0.0,Capital Goods
KAYNES,TIER:STANDARD,SHORT,88,51.136,0.345,0.335,97.151,Capital Goods
KAYNES,TIER:STANDARD,LONG,88,48.864,-0.434,-0.425,0.0,Capital Goods
KEI,TIER:ENTERPRISE-Dryup,SHORT,253,52.964,0.011,-0.095,-843.94,Capital Goods
KEI,TIER:ENTERPRISE-Dryup,LONG,253,44.664,-0.101,0.005,0.0,Capital Goods
KEI,TIER:GOLD,SHORT,105,51.429,-0.025,-0.006,0.0,Capital Goods
KEI,TIER:GOLD,LONG,105,46.667,-0.065,-0.084,0.0,Capital Goods
KEI,TIER:GOLD-baseline,SHORT,84,53.571,0.213,0.101,47.639,Capital Goods
KEI,TIER:GOLD-baseline,LONG,84,46.429,-0.302,-0.191,0.0,Capital Goods
KEI,TIER:STANDARD,SHORT,81,43.21,-0.254,-0.234,0.0,Capital Goods
KEI,TIER:STANDARD,LONG,81,54.321,0.165,0.145,87.959,Capital Goods
KFINTECH,TIER:ENTERPRISE-Dryup,SHORT,255,52.549,-0.074,-0.14,0.0,Financial Services
KFINTECH,TIER:ENTERPRISE-Dryup,LONG,255,46.275,-0.016,0.05,0.0,Financial Services
KFINTECH,TIER:GOLD,SHORT,94,59.574,0.301,0.194,64.447,Financial Services
KFINTECH,TIER:GOLD,LONG,94,37.234,-0.39,-0.283,0.0,Financial Services
KFINTECH,TIER:GOLD-baseline,SHORT,73,57.534,0.459,0.557,121.376,Financial Services
KFINTECH,TIER:GOLD-baseline,LONG,73,42.466,-0.548,-0.646,0.0,Financial Services
KFINTECH,TIER:STANDARD,SHORT,91,51.648,0.07,-0.064,-91.827,Financial Services
KFINTECH,TIER:STANDARD,LONG,91,47.253,-0.159,-0.025,0.0,Financial Services
KOTAKBANK,TIER:ENTERPRISE-Dryup,SHORT,236,48.729,-0.083,-0.15,0.0,Financial Services
KOTAKBANK,TIER:ENTERPRISE-Dryup,LONG,236,47.034,-0.007,0.061,0.0,Financial Services
KOTAKBANK,TIER:GOLD,SHORT,179,43.575,-0.161,-0.216,0.0,Financial Services
KOTAKBANK,TIER:GOLD,LONG,179,51.955,0.072,0.127,176.903,Financial Services
KOTAKBANK,TIER:GOLD-baseline,SHORT,80,52.5,-0.126,-0.211,0.0,Financial Services
KOTAKBANK,TIER:GOLD-baseline,LONG,80,46.25,0.036,0.121,332.371,Financial Services
KPITTECH,TIER:ENTERPRISE-Dryup,SHORT,241,55.187,0.012,-0.067,-556.375,Information Technology
KPITTECH,TIER:ENTERPRISE-Dryup,LONG,241,42.739,-0.101,-0.022,0.0,Information Technology
KPITTECH,TIER:GOLD,SHORT,140,57.857,0.245,0.093,38.019,Information Technology
KPITTECH,TIER:GOLD,LONG,140,41.429,-0.334,-0.182,0.0,Information Technology
KPITTECH,TIER:GOLD-baseline,SHORT,73,49.315,0.328,0.354,108.123,Information Technology
KPITTECH,TIER:GOLD-baseline,LONG,73,47.945,-0.417,-0.443,0.0,Information Technology
KPITTECH,TIER:STANDARD,SHORT,67,55.224,0.292,0.392,134.017,Information Technology
KPITTECH,TIER:STANDARD,LONG,67,44.776,-0.382,-0.481,0.0,Information Technology
LAURUSLABS,TIER:ENTERPRISE-Dryup,SHORT,251,46.215,-0.059,-0.126,0.0,Healthcare
LAURUSLABS,TIER:ENTERPRISE-Dryup,LONG,251,51.394,-0.03,0.037,0.0,Healthcare
LAURUSLABS,TIER:GOLD,SHORT,89,47.191,-0.099,-0.227,0.0,Healthcare
LAURUSLABS,TIER:GOLD,LONG,89,52.809,0.009,0.138,1511.992,Healthcare
LAURUSLABS,TIER:GOLD-baseline,SHORT,96,46.875,-0.196,-0.212,0.0,Healthcare
LAURUSLABS,TIER:GOLD-baseline,LONG,96,53.125,0.107,0.122,114.487,Healthcare
LAURUSLABS,TIER:STANDARD,SHORT,83,48.193,-0.214,-0.397,0.0,Healthcare
LAURUSLABS,TIER:STANDARD,LONG,83,49.398,0.125,0.307,246.504,Healthcare
LICHSGFIN,TIER:ENTERPRISE-Dryup,SHORT,256,50.781,0.062,-0.019,-30.495,Financial Services
LICHSGFIN,TIER:ENTERPRISE-Dryup,LONG,256,45.703,-0.151,-0.071,0.0,Financial Services
LICHSGFIN,TIER:GOLD,SHORT,145,57.931,0.107,0.063,59.255,Financial Services
LICHSGFIN,TIER:GOLD,LONG,145,37.931,-0.196,-0.153,0.0,Financial Services
LICHSGFIN,TIER:GOLD-baseline,SHORT,71,50.704,-0.031,-0.073,0.0,Financial Services
LICHSGFIN,TIER:GOLD-baseline,LONG,71,47.887,-0.058,-0.016,0.0,Financial Services
LICHSGFIN,TIER:STANDARD,SHORT,50,56.0,0.59,0.501,84.866,Financial Services
LICHSGFIN,TIER:STANDARD,LONG,50,38.0,-0.679,-0.59,0.0,Financial Services
LICI,TIER:ENTERPRISE-Dryup,SHORT,262,54.198,0.19,0.076,40.015,Financial Services
LICI,TIER:ENTERPRISE-Dryup,LONG,262,42.748,-0.279,-0.165,0.0,Financial Services
LICI,TIER:GOLD,SHORT,154,49.351,0.036,0.004,9.927,Financial Services
LICI,TIER:GOLD,LONG,154,46.753,-0.126,-0.093,0.0,Financial Services
LICI,TIER:GOLD-baseline,SHORT,64,45.312,-0.103,-0.147,0.0,Financial Services
LICI,TIER:GOLD-baseline,LONG,64,53.125,0.014,0.058,414.016,Financial Services
LODHA,TIER:ENTERPRISE-Dryup,SHORT,232,54.31,0.128,0.059,45.729,Realty
LODHA,TIER:ENTERPRISE-Dryup,LONG,232,43.103,-0.218,-0.148,0.0,Realty
LODHA,TIER:GOLD,SHORT,112,50.0,0.177,0.105,59.619,Realty
LODHA,TIER:GOLD,LONG,112,48.214,-0.266,-0.195,0.0,Realty
LODHA,TIER:GOLD-baseline,SHORT,90,55.556,0.182,0.18,98.968,Realty
LODHA,TIER:GOLD-baseline,LONG,90,44.444,-0.271,-0.269,0.0,Realty
LODHA,TIER:STANDARD,SHORT,81,43.21,-0.022,-0.194,0.0,Realty
LODHA,TIER:STANDARD,LONG,81,55.556,-0.068,0.105,0.0,Realty
LT,TIER:ENTERPRISE-Dryup,SHORT,253,50.988,-0.003,-0.122,0.0,Construction
LT,TIER:ENTERPRISE-Dryup,LONG,253,45.455,-0.086,0.033,0.0,Construction
LT,TIER:GOLD,SHORT,135,56.296,0.046,-0.02,-43.471,Construction
LT,TIER:GOLD,LONG,135,40.0,-0.135,-0.069,0.0,Construction
LT,TIER:GOLD-baseline,SHORT,99,52.525,0.006,-0.034,-547.263,Construction
LT,TIER:GOLD-baseline,LONG,99,43.434,-0.096,-0.055,0.0,Construction
LTF,TIER:ENTERPRISE-Dryup,SHORT,242,48.347,-0.045,-0.113,0.0,Financial Services
LTF,TIER:ENTERPRISE-Dryup,LONG,242,49.174,-0.044,0.024,0.0,Financial Services
LTF,TIER:GOLD,SHORT,111,42.342,-0.357,-0.318,0.0,Financial Services
LTF,TIER:GOLD,LONG,111,54.955,0.268,0.228,85.306,Financial Services
LTF,TIER:GOLD-baseline,SHORT,94,52.128,0.081,-0.041,-50.523,Financial Services
LTF,TIER:GOLD-baseline,LONG,94,45.745,-0.171,-0.048,0.0,Financial Services
LTF,TIER:STANDARD,SHORT,77,51.948,0.112,-0.085,-75.558,Financial Services
LTF,TIER:STANDARD,LONG,77,46.753,-0.202,-0.005,0.0,Financial Services
LTM,TIER:ENTERPRISE-Dryup,SHORT,233,50.644,0.076,-0.013,-16.435,Information Technology
LTM,TIER:ENTERPRISE-Dryup,LONG,233,46.781,-0.166,-0.077,0.0,Information Technology
LTM,TIER:GOLD,SHORT,171,45.614,0.01,-0.07,-668.217,Information Technology
LTM,TIER:GOLD,LONG,171,52.047,-0.1,-0.019,0.0,Information Technology
LTM,TIER:GOLD-baseline,SHORT,69,43.478,-0.09,-0.126,0.0,Information Technology
LTM,TIER:GOLD-baseline,LONG,69,53.623,0.0,0.037,11595.798,Information Technology
LTM,TIER:STANDARD,SHORT,58,58.621,0.135,0.2,147.365,Information Technology
LTM,TIER:STANDARD,LONG,58,39.655,-0.225,-0.289,0.0,Information Technology
LUPIN,TIER:ENTERPRISE-Dryup,SHORT,251,55.378,0.014,-0.06,-439.472,Healthcare
LUPIN,TIER:ENTERPRISE-Dryup,LONG,251,39.841,-0.103,-0.029,0.0,Healthcare
LUPIN,TIER:GOLD,SHORT,118,44.068,-0.045,-0.127,0.0,Healthcare
LUPIN,TIER:GOLD,LONG,118,52.542,-0.045,0.037,0.0,Healthcare
LUPIN,TIER:GOLD-baseline,SHORT,102,57.843,0.085,0.052,60.592,Healthcare
LUPIN,TIER:GOLD-baseline,LONG,102,38.235,-0.174,-0.141,0.0,Healthcare
LUPIN,TIER:STANDARD,SHORT,53,47.17,-0.072,-0.159,0.0,Healthcare
LUPIN,TIER:STANDARD,LONG,53,49.057,-0.018,0.069,0.0,Healthcare
M&M,TIER:ENTERPRISE-Dryup,SHORT,203,42.857,-0.236,-0.257,0.0,Automobile and Auto Components
M&M,TIER:ENTERPRISE-Dryup,LONG,203,53.695,0.147,0.168,114.106,Automobile and Auto Components
M&M,TIER:GOLD,SHORT,141,52.482,-0.026,-0.109,0.0,Automobile and Auto Components
M&M,TIER:GOLD,LONG,141,44.681,-0.063,0.02,0.0,Automobile and Auto Components
M&M,TIER:GOLD-baseline,SHORT,106,50.0,-0.105,-0.244,0.0,Automobile and Auto Components
M&M,TIER:GOLD-baseline,LONG,106,48.113,0.016,0.155,965.676,Automobile and Auto Components
M&M,TIER:STANDARD,SHORT,71,61.972,0.232,0.25,107.753,Automobile and Auto Components
M&M,TIER:STANDARD,LONG,71,38.028,-0.321,-0.339,0.0,Automobile and Auto Components
MANAPPURAM,TIER:ENTERPRISE-Dryup,SHORT,245,51.429,-0.042,-0.122,0.0,Financial Services
MANAPPURAM,TIER:ENTERPRISE-Dryup,LONG,245,46.939,-0.047,0.033,0.0,Financial Services
MANAPPURAM,TIER:GOLD,SHORT,126,43.651,-0.35,-0.294,0.0,Financial Services
MANAPPURAM,TIER:GOLD,LONG,126,50.0,0.261,0.205,78.616,Financial Services
MANAPPURAM,TIER:GOLD-baseline,SHORT,65,56.923,0.171,-0.122,-71.359,Financial Services
MANAPPURAM,TIER:GOLD-baseline,LONG,65,35.385,-0.26,0.032,0.0,Financial Services
MANAPPURAM,TIER:STANDARD,SHORT,68,57.353,-0.087,-0.251,0.0,Financial Services
MANAPPURAM,TIER:STANDARD,LONG,68,41.176,-0.003,0.162,0.0,Financial Services
MANKIND,TIER:ENTERPRISE-Dryup,SHORT,236,58.898,0.196,0.147,75.144,Healthcare
MANKIND,TIER:ENTERPRISE-Dryup,LONG,236,38.983,-0.285,-0.236,0.0,Healthcare
MANKIND,TIER:GOLD,SHORT,136,51.471,0.034,-0.003,-7.467,Healthcare
MANKIND,TIER:GOLD,LONG,136,44.853,-0.123,-0.087,0.0,Healthcare
MANKIND,TIER:GOLD-baseline,SHORT,85,48.235,-0.192,-0.169,0.0,Healthcare
MANKIND,TIER:GOLD-baseline,LONG,85,45.882,0.102,0.079,77.772,Healthcare
MANKIND,TIER:STANDARD,SHORT,70,60.0,0.486,0.227,46.722,Healthcare
MANKIND,TIER:STANDARD,LONG,70,40.0,-0.576,-0.316,0.0,Healthcare
MARICO,TIER:ENTERPRISE-Dryup,SHORT,253,47.036,-0.046,-0.115,0.0,Fast Moving Consumer Goods
MARICO,TIER:ENTERPRISE-Dryup,LONG,253,47.826,-0.044,0.025,0.0,Fast Moving Consumer Goods
MARICO,TIER:GOLD,SHORT,134,47.761,-0.066,-0.139,0.0,Fast Moving Consumer Goods
MARICO,TIER:GOLD,LONG,134,50.0,-0.023,0.05,0.0,Fast Moving Consumer Goods
MARICO,TIER:GOLD-baseline,SHORT,95,51.579,-0.063,-0.178,0.0,Fast Moving Consumer Goods
MARICO,TIER:GOLD-baseline,LONG,95,46.316,-0.027,0.088,0.0,Fast Moving Consumer Goods
MARICO,TIER:STANDARD,SHORT,46,47.826,0.058,0.096,164.865,Fast Moving Consumer Goods
MARICO,TIER:STANDARD,LONG,46,47.826,-0.147,-0.185,0.0,Fast Moving Consumer Goods
MARUTI,TIER:ENTERPRISE-Dryup,SHORT,236,51.695,-0.026,-0.049,0.0,Automobile and Auto Components
MARUTI,TIER:ENTERPRISE-Dryup,LONG,236,43.22,-0.064,-0.04,0.0,Automobile and Auto Components
MARUTI,TIER:GOLD,SHORT,152,53.289,0.071,-0.04,-55.684,Automobile and Auto Components
MARUTI,TIER:GOLD,LONG,152,44.737,-0.16,-0.05,0.0,Automobile and Auto Components
MARUTI,TIER:GOLD-baseline,SHORT,110,55.455,0.15,-0.002,-1.481,Automobile and Auto Components
MARUTI,TIER:GOLD-baseline,LONG,110,42.727,-0.24,-0.087,0.0,Automobile and Auto Components
MAXHEALTH,TIER:ENTERPRISE-Dryup,SHORT,200,46.0,-0.217,-0.269,0.0,Healthcare
MAXHEALTH,TIER:ENTERPRISE-Dryup,LONG,200,52.0,0.127,0.18,141.273,Healthcare
MAXHEALTH,TIER:GOLD,SHORT,144,50.0,0.064,-0.007,-10.725,Healthcare
MAXHEALTH,TIER:GOLD,LONG,144,47.222,-0.154,-0.082,0.0,Healthcare
MAXHEALTH,TIER:GOLD-baseline,SHORT,108,51.852,-0.056,-0.235,0.0,Healthcare
MAXHEALTH,TIER:GOLD-baseline,LONG,108,47.222,-0.033,0.146,0.0,Healthcare
MAXHEALTH,TIER:STANDARD,SHORT,74,51.351,-0.233,-0.187,0.0,Healthcare
MAXHEALTH,TIER:STANDARD,LONG,74,47.297,0.144,0.097,67.533,Healthcare
MAZDOCK,TIER:ENTERPRISE-Dryup,SHORT,244,56.967,0.114,0.012,10.905,Capital Goods
MAZDOCK,TIER:ENTERPRISE-Dryup,LONG,244,40.984,-0.203,-0.102,0.0,Capital Goods
MAZDOCK,TIER:GOLD,SHORT,136,48.529,-0.026,-0.033,0.0,Capital Goods
MAZDOCK,TIER:GOLD,LONG,136,50.735,-0.064,-0.056,0.0,Capital Goods
MAZDOCK,TIER:GOLD-baseline,SHORT,46,58.696,-0.064,0.024,0.0,Capital Goods
MAZDOCK,TIER:GOLD-baseline,LONG,46,41.304,-0.025,-0.113,0.0,Capital Goods
MAZDOCK,TIER:STANDARD,SHORT,68,55.882,0.052,-0.117,-225.946,Capital Goods
MAZDOCK,TIER:STANDARD,LONG,68,41.176,-0.141,0.028,0.0,Capital Goods
MCX,TIER:ENTERPRISE-Dryup,SHORT,212,50.0,-0.155,-0.21,0.0,Financial Services
MCX,TIER:ENTERPRISE-Dryup,LONG,212,48.113,0.066,0.121,182.796,Financial Services
MCX,TIER:GOLD,SHORT,85,50.588,0.272,-0.04,-14.838,Financial Services
MCX,TIER:GOLD,LONG,85,47.059,-0.361,-0.049,0.0,Financial Services
MCX,TIER:GOLD-baseline,SHORT,107,50.467,-0.034,-0.07,0.0,Financial Services
MCX,TIER:GOLD-baseline,LONG,107,49.533,-0.055,-0.019,0.0,Financial Services
MCX,TIER:STANDARD,SHORT,109,43.119,-0.288,-0.297,0.0,Financial Services
MCX,TIER:STANDARD,LONG,109,55.963,0.198,0.208,104.664,Financial Services
MFSL,TIER:ENTERPRISE-Dryup,SHORT,243,49.383,-0.079,-0.211,0.0,Financial Services
MFSL,TIER:ENTERPRISE-Dryup,LONG,243,46.914,-0.01,0.121,0.0,Financial Services
MFSL,TIER:GOLD,SHORT,131,43.511,-0.129,-0.101,0.0,Financial Services
MFSL,TIER:GOLD,LONG,131,54.962,0.04,0.011,28.48,Financial Services
MFSL,TIER:GOLD-baseline,SHORT,93,48.387,-0.28,-0.284,0.0,Financial Services
MFSL,TIER:GOLD-baseline,LONG,93,51.613,0.191,0.195,102.001,Financial Services
MFSL,TIER:STANDARD,SHORT,62,51.613,-0.117,-0.196,0.0,Financial Services
MFSL,TIER:STANDARD,LONG,62,40.323,0.028,0.107,387.991,Financial Services
MOTHERSON,TIER:ENTERPRISE-Dryup,SHORT,242,50.0,0.028,-0.095,-338.018,Automobile and Auto Components
MOTHERSON,TIER:ENTERPRISE-Dryup,LONG,242,48.76,-0.117,0.005,0.0,Automobile and Auto Components
MOTHERSON,TIER:GOLD,SHORT,123,48.78,-0.204,-0.18,0.0,Automobile and Auto Components
MOTHERSON,TIER:GOLD,LONG,123,50.407,0.114,0.091,79.578,Automobile and Auto Components
MOTHERSON,TIER:GOLD-baseline,SHORT,69,40.58,-0.255,-0.282,0.0,Automobile and Auto Components
MOTHERSON,TIER:GOLD-baseline,LONG,69,52.174,0.166,0.193,116.103,Automobile and Auto Components
MOTHERSON,TIER:STANDARD,SHORT,83,59.036,0.176,0.153,86.635,Automobile and Auto Components
MOTHERSON,TIER:STANDARD,LONG,83,39.759,-0.266,-0.242,0.0,Automobile and Auto Components
MOTILALOFS,TIER:ENTERPRISE-Dryup,SHORT,248,51.21,-0.134,-0.18,0.0,Financial Services
MOTILALOFS,TIER:ENTERPRISE-Dryup,LONG,248,47.177,0.045,0.091,203.212,Financial Services
MOTILALOFS,TIER:GOLD,SHORT,91,51.648,-0.028,-0.065,0.0,Financial Services
MOTILALOFS,TIER:GOLD,LONG,91,47.253,-0.062,-0.025,0.0,Financial Services
MOTILALOFS,TIER:GOLD-baseline,SHORT,72,59.722,0.305,0.092,30.264,Financial Services
MOTILALOFS,TIER:GOLD-baseline,LONG,72,40.278,-0.394,-0.181,0.0,Financial Services
MOTILALOFS,TIER:STANDARD,SHORT,87,59.77,0.02,-0.011,-55.744,Financial Services
MOTILALOFS,TIER:STANDARD,LONG,87,39.08,-0.109,-0.078,0.0,Financial Services
MPHASIS,TIER:ENTERPRISE-Dryup,SHORT,248,53.226,0.148,0.074,50.267,Information Technology
MPHASIS,TIER:ENTERPRISE-Dryup,LONG,248,44.355,-0.237,-0.164,0.0,Information Technology
MPHASIS,TIER:GOLD,SHORT,139,54.676,0.025,-0.045,-176.153,Information Technology
MPHASIS,TIER:GOLD,LONG,139,42.446,-0.115,-0.045,0.0,Information Technology
MPHASIS,TIER:GOLD-baseline,SHORT,70,51.429,-0.038,-0.142,0.0,Information Technology
MPHASIS,TIER:GOLD-baseline,LONG,70,47.143,-0.052,0.052,0.0,Information Technology
MPHASIS,TIER:STANDARD,SHORT,64,42.188,-0.076,-0.118,0.0,Information Technology
MPHASIS,TIER:STANDARD,LONG,64,54.688,-0.013,0.029,0.0,Information Technology
MUTHOOTFIN,TIER:ENTERPRISE-Dryup,SHORT,248,49.597,-0.089,-0.158,0.0,Financial Services
MUTHOOTFIN,TIER:ENTERPRISE-Dryup,LONG,248,47.177,0.0,0.069,1039084.991,Financial Services
MUTHOOTFIN,TIER:GOLD,SHORT,84,44.048,-0.059,-0.119,0.0,Financial Services
MUTHOOTFIN,TIER:GOLD,LONG,84,52.381,-0.03,0.03,0.0,Financial Services
MUTHOOTFIN,TIER:GOLD-baseline,SHORT,122,51.639,0.098,-0.003,-3.335,Financial Services
MUTHOOTFIN,TIER:GOLD-baseline,LONG,122,45.082,-0.187,-0.086,0.0,Financial Services
MUTHOOTFIN,TIER:STANDARD,SHORT,62,45.161,-0.095,-0.096,0.0,Financial Services
MUTHOOTFIN,TIER:STANDARD,LONG,62,54.839,0.006,0.006,109.209,Financial Services
NAM-INDIA,TIER:ENTERPRISE-Dryup,SHORT,234,57.692,0.058,-0.026,-45.57,Financial Services
NAM-INDIA,TIER:ENTERPRISE-Dryup,LONG,234,39.316,-0.147,-0.063,0.0,Financial Services
NAM-INDIA,TIER:GOLD,SHORT,109,43.119,-0.37,-0.444,0.0,Financial Services
NAM-INDIA,TIER:GOLD,LONG,109,54.128,0.281,0.355,126.411,Financial Services
NAM-INDIA,TIER:GOLD-baseline,SHORT,86,52.326,-0.08,-0.08,0.0,Financial Services
NAM-INDIA,TIER:GOLD-baseline,LONG,86,47.674,-0.009,-0.009,0.0,Financial Services
NAM-INDIA,TIER:STANDARD,SHORT,81,54.321,0.137,-0.001,-0.409,Financial Services
NAM-INDIA,TIER:STANDARD,LONG,81,41.975,-0.226,-0.089,0.0,Financial Services
NATIONALUM,TIER:ENTERPRISE-Dryup,SHORT,247,44.939,-0.078,-0.105,0.0,Metals & Mining
NATIONALUM,TIER:ENTERPRISE-Dryup,LONG,247,51.822,-0.011,0.016,0.0,Metals & Mining
NATIONALUM,TIER:GOLD,SHORT,109,57.798,0.17,0.034,20.199,Metals & Mining
NATIONALUM,TIER:GOLD,LONG,109,41.284,-0.26,-0.124,0.0,Metals & Mining
NATIONALUM,TIER:GOLD-baseline,SHORT,65,43.077,-0.636,-0.713,0.0,Metals & Mining
NATIONALUM,TIER:GOLD-baseline,LONG,65,55.385,0.546,0.624,114.197,Metals & Mining
NATIONALUM,TIER:STANDARD,SHORT,94,52.128,0.175,0.066,37.787,Metals & Mining
NATIONALUM,TIER:STANDARD,LONG,94,45.745,-0.264,-0.155,0.0,Metals & Mining
NAUKRI,TIER:ENTERPRISE-Dryup,SHORT,229,48.472,-0.051,-0.129,0.0,Consumer Services
NAUKRI,TIER:ENTERPRISE-Dryup,LONG,229,48.035,-0.038,0.04,0.0,Consumer Services
NAUKRI,TIER:GOLD,SHORT,139,56.115,-0.113,-0.122,0.0,Consumer Services
NAUKRI,TIER:GOLD,LONG,139,43.165,0.024,0.033,137.06,Consumer Services
NAUKRI,TIER:GOLD-baseline,SHORT,82,53.659,0.311,0.158,50.814,Consumer Services
NAUKRI,TIER:GOLD-baseline,LONG,82,45.122,-0.4,-0.247,0.0,Consumer Services
NAUKRI,TIER:STANDARD,SHORT,71,60.563,0.267,0.239,89.285,Consumer Services
NAUKRI,TIER:STANDARD,LONG,71,36.62,-0.357,-0.328,0.0,Consumer Services
NBCC,TIER:ENTERPRISE-Dryup,SHORT,242,56.612,0.083,0.011,13.2,Construction
NBCC,TIER:ENTERPRISE-Dryup,LONG,242,41.736,-0.172,-0.1,0.0,Construction
NBCC,TIER:GOLD,SHORT,129,55.814,0.025,-0.054,-215.601,Construction
NBCC,TIER:GOLD,LONG,129,42.636,-0.114,-0.036,0.0,Construction
NBCC,TIER:GOLD-baseline,SHORT,47,48.936,0.03,0.084,283.197,Construction
NBCC,TIER:GOLD-baseline,LONG,47,51.064,-0.119,-0.173,0.0,Construction
NBCC,TIER:STANDARD,SHORT,85,58.824,0.239,0.139,58.217,Construction
NBCC,TIER:STANDARD,LONG,85,40.0,-0.328,-0.228,0.0,Construction
NESTLEIND,TIER:ENTERPRISE-Dryup,SHORT,257,50.973,0.071,-0.063,-87.821,Fast Moving Consumer Goods
NESTLEIND,TIER:ENTERPRISE-Dryup,LONG,257,46.304,-0.161,-0.027,0.0,Fast Moving Consumer Goods
NESTLEIND,TIER:GOLD,SHORT,161,52.174,-0.112,-0.115,0.0,Fast Moving Consumer Goods
NESTLEIND,TIER:GOLD,LONG,161,44.099,0.023,0.025,112.024,Fast Moving Consumer Goods
NESTLEIND,TIER:GOLD-baseline,SHORT,81,51.852,-0.118,-0.218,0.0,Fast Moving Consumer Goods
NESTLEIND,TIER:GOLD-baseline,LONG,81,40.741,0.029,0.129,444.293,Fast Moving Consumer Goods
NHPC,TIER:ENTERPRISE-Dryup,SHORT,249,59.036,0.153,0.069,45.092,Power
NHPC,TIER:ENTERPRISE-Dryup,LONG,249,36.948,-0.242,-0.158,0.0,Power
NHPC,TIER:GOLD,SHORT,167,55.09,0.067,0.018,27.435,Power
NHPC,TIER:GOLD,LONG,167,42.515,-0.156,-0.108,0.0,Power
NHPC,TIER:GOLD-baseline,SHORT,43,62.791,0.136,0.133,97.375,Power
NHPC,TIER:GOLD-baseline,LONG,43,37.209,-0.226,-0.222,0.0,Power
NHPC,TIER:STANDARD,SHORT,63,49.206,-0.011,-0.018,0.0,Power
NHPC,TIER:STANDARD,LONG,63,46.032,-0.078,-0.071,0.0,Power
NMDC,TIER:ENTERPRISE-Dryup,SHORT,214,46.729,-0.094,-0.145,0.0,Metals & Mining
NMDC,TIER:ENTERPRISE-Dryup,LONG,214,49.533,0.005,0.055,1116.645,Metals & Mining
NMDC,TIER:GOLD,SHORT,160,53.125,0.224,0.103,46.168,Metals & Mining
NMDC,TIER:GOLD,LONG,160,44.375,-0.313,-0.193,0.0,Metals & Mining
NMDC,TIER:GOLD-baseline,SHORT,65,58.462,0.079,0.078,98.023,Metals & Mining
NMDC,TIER:GOLD-baseline,LONG,65,38.462,-0.168,-0.167,0.0,Metals & Mining
NMDC,TIER:STANDARD,SHORT,81,55.556,0.483,0.36,74.566,Metals & Mining
NMDC,TIER:STANDARD,LONG,81,44.444,-0.572,-0.449,0.0,Metals & Mining
NTPC,TIER:ENTERPRISE-Dryup,SHORT,222,54.955,0.093,-0.049,-51.945,Power
NTPC,TIER:ENTERPRISE-Dryup,LONG,222,44.144,-0.183,-0.041,0.0,Power
NTPC,TIER:GOLD,SHORT,173,51.445,-0.083,-0.091,0.0,Power
NTPC,TIER:GOLD,LONG,173,46.243,-0.007,0.002,0.0,Power
NTPC,TIER:GOLD-baseline,SHORT,84,48.81,0.043,0.089,208.896,Power
NTPC,TIER:GOLD-baseline,LONG,84,48.81,-0.132,-0.178,0.0,Power
NTPC,TIER:STANDARD,SHORT,48,52.083,-0.077,-0.088,0.0,Power
NTPC,TIER:STANDARD,LONG,48,47.917,-0.012,-0.001,0.0,Power
NUVAMA,TIER:ENTERPRISE-Dryup,SHORT,240,50.833,-0.026,-0.101,0.0,Financial Services
NUVAMA,TIER:ENTERPRISE-Dryup,LONG,240,47.5,-0.063,0.011,0.0,Financial Services
NUVAMA,TIER:GOLD,SHORT,104,60.577,0.382,0.33,86.377,Financial Services
NUVAMA,TIER:GOLD,LONG,104,39.423,-0.471,-0.419,0.0,Financial Services
NUVAMA,TIER:GOLD-baseline,SHORT,72,58.333,0.215,0.092,42.925,Financial Services
NUVAMA,TIER:GOLD-baseline,LONG,72,41.667,-0.304,-0.181,0.0,Financial Services
NUVAMA,TIER:STANDARD,SHORT,84,54.762,-0.193,-0.338,0.0,Financial Services
NUVAMA,TIER:STANDARD,LONG,84,44.048,0.103,0.249,241.186,Financial Services
