symbol,signal,side,days,win,raw,neutral,retained,sector
BPCL,TIER:ENTERPRISE-Dryup,SHORT,208,52.885,0.084,-0.047,-55.384,Oil Gas & Consumable Fuels
BPCL,TIER:ENTERPRISE-Dryup,LONG,208,45.192,-0.173,-0.043,0.0,Oil Gas & Consumable Fuels
BPCL,TIER:GOLD,SHORT,166,54.819,0.005,-0.025,-469.751,Oil Gas & Consumable Fuels
BPCL,TIER:GOLD,LONG,166,43.373,-0.095,-0.064,0.0,Oil Gas & Consumable Fuels
BPCL,TIER:GOLD-baseline,SHORT,85,57.647,0.076,0.115,151.44,Oil Gas & Consumable Fuels
BPCL,TIER:GOLD-baseline,LONG,85,41.176,-0.165,-0.204,0.0,Oil Gas & Consumable Fuels
BPCL,TIER:STANDARD,SHORT,61,55.738,-0.015,-0.02,0.0,Oil Gas & Consumable Fuels
BPCL,TIER:STANDARD,LONG,61,36.066,-0.074,-0.069,0.0,Oil Gas & Consumable Fuels
BRITANNIA,TIER:ENTERPRISE-Dryup,SHORT,255,45.882,-0.08,-0.11,0.0,Fast Moving Consumer Goods
BRITANNIA,TIER:ENTERPRISE-Dryup,LONG,255,48.235,-0.009,0.021,0.0,Fast Moving Consumer Goods
BRITANNIA,TIER:GOLD,SHORT,139,46.763,0.003,-0.105,-3558.947,Fast Moving Consumer Goods
BRITANNIA,TIER:GOLD,LONG,139,50.36,-0.092,0.016,0.0,Fast Moving Consumer Goods
BRITANNIA,TIER:GOLD-baseline,SHORT,101,40.594,-0.056,-0.174,0.0,Fast Moving Consumer Goods
BRITANNIA,TIER:GOLD-baseline,LONG,101,54.455,-0.033,0.085,0.0,Fast Moving Consumer Goods
BSE,TIER:ENTERPRISE-Dryup,SHORT,209,51.675,-0.128,-0.194,0.0,Financial Services
BSE,TIER:ENTERPRISE-Dryup,LONG,209,47.368,0.039,0.104,270.248,Financial Services
BSE,TIER:GOLD,SHORT,113,61.062,0.318,0.177,55.483,Financial Services
BSE,TIER:GOLD,LONG,113,38.938,-0.408,-0.266,0.0,Financial Services
BSE,TIER:GOLD-baseline,SHORT,80,40.0,-0.589,-0.467,0.0,Financial Services
BSE,TIER:GOLD-baseline,LONG,80,57.5,0.499,0.378,75.682,Financial Services
BSE,TIER:STANDARD,SHORT,92,52.174,0.045,-0.099,-219.728,Financial Services
BSE,TIER:STANDARD,LONG,92,46.739,-0.134,0.009,0.0,Financial Services
CAMS,TIER:ENTERPRISE-Dryup,SHORT,231,54.545,-0.016,-0.135,0.0,Financial Services
CAMS,TIER:ENTERPRISE-Dryup,LONG,231,43.723,-0.073,0.046,0.0,Financial Services
CAMS,TIER:GOLD,SHORT,124,54.032,0.184,0.085,45.928,Financial Services
CAMS,TIER:GOLD,LONG,124,42.742,-0.274,-0.174,0.0,Financial Services
CAMS,TIER:GOLD-baseline,SHORT,83,56.627,0.211,0.196,93.196,Financial Services
CAMS,TIER:GOLD-baseline,LONG,83,43.373,-0.3,-0.286,0.0,Financial Services
CAMS,TIER:STANDARD,SHORT,80,52.5,-0.206,-0.153,0.0,Financial Services
CAMS,TIER:STANDARD,LONG,80,46.25,0.117,0.064,54.556,Financial Services
CANBK,TIER:ENTERPRISE-Dryup,SHORT,221,54.299,0.179,-0.037,-20.852,Financial Services
CANBK,TIER:ENTERPRISE-Dryup,LONG,221,41.629,-0.268,-0.052,0.0,Financial Services
CANBK,TIER:GOLD,SHORT,144,49.306,-0.211,-0.004,0.0,Financial Services
CANBK,TIER:GOLD,LONG,144,50.694,0.122,-0.085,-69.951,Financial Services
CANBK,TIER:GOLD-baseline,SHORT,81,55.556,0.092,0.05,54.053,Financial Services
CANBK,TIER:GOLD-baseline,LONG,81,43.21,-0.181,-0.139,0.0,Financial Services
CANBK,TIER:STANDARD,SHORT,76,51.316,-0.084,-0.17,0.0,Financial Services
CANBK,TIER:STANDARD,LONG,76,46.053,-0.006,0.081,0.0,Financial Services
CDSL,TIER:ENTERPRISE-Dryup,SHORT,244,59.016,0.157,0.03,18.965,Financial Services
CDSL,TIER:ENTERPRISE-Dryup,LONG,244,39.754,-0.246,-0.119,0.0,Financial Services
CDSL,TIER:GOLD,SHORT,131,49.618,0.052,-0.021,-41.023,Financial Services
CDSL,TIER:GOLD,LONG,131,49.618,-0.141,-0.068,0.0,Financial Services
CDSL,TIER:GOLD-baseline,SHORT,64,51.562,-0.171,-0.062,0.0,Financial Services
CDSL,TIER:GOLD-baseline,LONG,64,46.875,0.082,-0.027,-33.191,Financial Services
CDSL,TIER:STANDARD,SHORT,73,50.685,-0.239,-0.324,0.0,Financial Services
CDSL,TIER:STANDARD,LONG,73,49.315,0.149,0.234,157.279,Financial Services
CGPOWER,TIER:ENTERPRISE-Dryup,SHORT,234,52.137,-0.016,-0.072,0.0,Capital Goods
CGPOWER,TIER:ENTERPRISE-Dryup,LONG,234,45.726,-0.074,-0.017,0.0,Capital Goods
CGPOWER,TIER:GOLD,SHORT,112,51.786,0.01,-0.089,-908.695,Capital Goods
CGPOWER,TIER:GOLD,LONG,112,47.321,-0.099,-0.001,0.0,Capital Goods
CGPOWER,TIER:GOLD-baseline,SHORT,90,57.778,0.2,0.131,65.374,Capital Goods
CGPOWER,TIER:GOLD-baseline,LONG,90,40.0,-0.289,-0.22,0.0,Capital Goods
CGPOWER,TIER:STANDARD,SHORT,80,51.25,-0.073,-0.044,0.0,Capital Goods
CGPOWER,TIER:STANDARD,LONG,80,46.25,-0.016,-0.045,0.0,Capital Goods
CHOLAFIN,TIER:ENTERPRISE-Dryup,SHORT,222,51.351,-0.036,-0.104,0.0,Financial Services
CHOLAFIN,TIER:ENTERPRISE-Dryup,LONG,222,46.396,-0.053,0.015,0.0,Financial Services
CHOLAFIN,TIER:GOLD,SHORT,119,48.739,-0.165,-0.165,0.0,Financial Services
CHOLAFIN,TIER:GOLD,LONG,119,49.58,0.076,0.075,99.552,Financial Services
CHOLAFIN,TIER:GOLD-baseline,SHORT,91,58.242,0.07,-0.026,-36.851,Financial Services
CHOLAFIN,TIER:GOLD-baseline,LONG,91,38.462,-0.159,-0.063,0.0,Financial Services
CHOLAFIN,TIER:STANDARD,SHORT,79,65.823,0.347,0.159,45.913,Financial Services
CHOLAFIN,TIER:STANDARD,LONG,79,32.911,-0.436,-0.248,0.0,Financial Services
CIPLA,TIER:ENTERPRISE-Dryup,SHORT,257,44.747,-0.098,-0.195,0.0,Healthcare
CIPLA,TIER:ENTERPRISE-Dryup,LONG,257,52.529,0.008,0.106,1304.691,Healthcare
CIPLA,TIER:GOLD,SHORT,133,52.632,0.061,-0.069,-112.81,Healthcare
CIPLA,TIER:GOLD,LONG,133,45.865,-0.151,-0.02,0.0,Healthcare
CIPLA,TIER:GOLD-baseline,SHORT,102,47.059,-0.118,-0.022,0.0,Healthcare
CIPLA,TIER:GOLD-baseline,LONG,102,48.039,0.029,-0.067,-231.832,Healthcare
COALINDIA,TIER:ENTERPRISE-Dryup,SHORT,258,51.55,0.034,-0.074,-216.27,Oil Gas & Consumable Fuels
COALINDIA,TIER:ENTERPRISE-Dryup,LONG,258,44.574,-0.124,-0.015,0.0,Oil Gas & Consumable Fuels
COALINDIA,TIER:GOLD,SHORT,154,53.896,0.057,0.021,36.576,Oil Gas & Consumable Fuels
COALINDIA,TIER:GOLD,LONG,154,42.857,-0.146,-0.11,0.0,Oil Gas & Consumable Fuels
COALINDIA,TIER:GOLD-baseline,SHORT,76,51.316,-0.028,0.027,0.0,Oil Gas & Consumable Fuels
COALINDIA,TIER:GOLD-baseline,LONG,76,47.368,-0.062,-0.116,0.0,Oil Gas & Consumable Fuels
COCHINSHIP,TIER:ENTERPRISE-Dryup,SHORT,251,57.371,0.119,0.043,36.005,Capital Goods
COCHINSHIP,TIER:ENTERPRISE-Dryup,LONG,251,39.841,-0.209,-0.132,0.0,Capital Goods
COCHINSHIP,TIER:GOLD,SHORT,129,62.016,0.345,0.253,73.512,Capital Goods
COCHINSHIP,TIER:GOLD,LONG,129,35.659,-0.434,-0.343,0.0,Capital Goods
COCHINSHIP,TIER:GOLD-baseline,SHORT,41,53.659,0.096,0.04,41.908,Capital Goods
COCHINSHIP,TIER:GOLD-baseline,LONG,41,43.902,-0.185,-0.129,0.0,Capital Goods
COCHINSHIP,TIER:STANDARD,SHORT,80,57.5,-0.066,-0.145,0.0,Capital Goods
COCHINSHIP,TIER:STANDARD,LONG,80,41.25,-0.024,0.055,0.0,Capital Goods
COFORGE,TIER:ENTERPRISE-Dryup,SHORT,223,53.812,0.054,-0.08,-147.872,Information Technology
COFORGE,TIER:ENTERPRISE-Dryup,LONG,223,43.498,-0.144,-0.009,0.0,Information Technology
COFORGE,TIER:GOLD,SHORT,122,50.0,0.029,0.007,23.199,Information Technology
COFORGE,TIER:GOLD,LONG,122,50.0,-0.118,-0.096,0.0,Information Technology
COFORGE,TIER:GOLD-baseline,SHORT,101,52.475,-0.015,-0.082,0.0,Information Technology
COFORGE,TIER:GOLD-baseline,LONG,101,46.535,-0.074,-0.008,0.0,Information Technology
COFORGE,TIER:STANDARD,SHORT,68,50.0,0.075,0.174,232.705,Information Technology
COFORGE,TIER:STANDARD,LONG,68,48.529,-0.164,-0.264,0.0,Information Technology
COLPAL,TIER:ENTERPRISE-Dryup,SHORT,254,51.181,0.111,0.056,50.183,Fast Moving Consumer Goods
COLPAL,TIER:ENTERPRISE-Dryup,LONG,254,45.276,-0.2,-0.145,0.0,Fast Moving Consumer Goods
COLPAL,TIER:GOLD,SHORT,155,45.806,-0.204,-0.258,0.0,Fast Moving Consumer Goods
COLPAL,TIER:GOLD,LONG,155,50.968,0.114,0.168,147.009,Fast Moving Consumer Goods
COLPAL,TIER:GOLD-baseline,SHORT,86,39.535,0.072,-0.023,-31.869,Fast Moving Consumer Goods
COLPAL,TIER:GOLD-baseline,LONG,86,55.814,-0.161,-0.066,0.0,Fast Moving Consumer Goods
CONCOR,TIER:ENTERPRISE-Dryup,SHORT,247,53.846,0.159,0.044,27.617,Services
CONCOR,TIER:ENTERPRISE-Dryup,LONG,247,41.296,-0.248,-0.133,0.0,Services
CONCOR,TIER:GOLD,SHORT,163,50.307,0.002,0.044,1780.221,Services
CONCOR,TIER:GOLD,LONG,163,44.172,-0.092,-0.133,0.0,Services
CONCOR,TIER:GOLD-baseline,SHORT,62,59.677,0.113,0.033,29.178,Services
CONCOR,TIER:GOLD-baseline,LONG,62,40.323,-0.202,-0.122,0.0,Services
CONCOR,TIER:STANDARD,SHORT,50,56.0,0.003,-0.043,-1644.452,Services
CONCOR,TIER:STANDARD,LONG,50,42.0,-0.092,-0.046,0.0,Services
CROMPTON,TIER:ENTERPRISE-Dryup,SHORT,234,57.692,0.175,0.107,61.077,Consumer Durables
CROMPTON,TIER:ENTERPRISE-Dryup,LONG,234,39.744,-0.264,-0.196,0.0,Consumer Durables
CROMPTON,TIER:GOLD,SHORT,154,53.247,0.057,-0.058,-101.161,Consumer Durables
CROMPTON,TIER:GOLD,LONG,154,43.506,-0.146,-0.032,0.0,Consumer Durables
CROMPTON,TIER:GOLD-baseline,SHORT,87,50.575,-0.132,-0.173,0.0,Consumer Durables
CROMPTON,TIER:GOLD-baseline,LONG,87,45.977,0.042,0.084,198.864,Consumer Durables
CROMPTON,TIER:STANDARD,SHORT,42,47.619,-0.153,-0.126,0.0,Consumer Durables
CROMPTON,TIER:STANDARD,LONG,42,50.0,0.064,0.036,57.123,Consumer Durables
CUMMINSIND,TIER:ENTERPRISE-Dryup,SHORT,263,48.289,-0.067,-0.125,0.0,Capital Goods
CUMMINSIND,TIER:ENTERPRISE-Dryup,LONG,263,48.669,-0.023,0.035,0.0,Capital Goods
CUMMINSIND,TIER:GOLD,SHORT,99,46.465,-0.042,-0.04,0.0,Capital Goods
CUMMINSIND,TIER:GOLD,LONG,99,50.505,-0.047,-0.049,0.0,Capital Goods
CUMMINSIND,TIER:GOLD-baseline,SHORT,97,49.485,-0.178,-0.227,0.0,Capital Goods
CUMMINSIND,TIER:GOLD-baseline,LONG,97,49.485,0.088,0.138,155.773,Capital Goods
CUMMINSIND,TIER:STANDARD,SHORT,68,54.412,0.203,0.034,16.983,Capital Goods
CUMMINSIND,TIER:STANDARD,LONG,68,45.588,-0.292,-0.124,0.0,Capital Goods
DABUR,TIER:ENTERPRISE-Dryup,SHORT,254,54.331,0.058,-0.03,-51.863,Fast Moving Consumer Goods
DABUR,TIER:ENTERPRISE-Dryup,LONG,254,42.126,-0.148,-0.059,0.0,Fast Moving Consumer Goods
DABUR,TIER:GOLD,SHORT,164,43.293,-0.135,-0.146,0.0,Fast Moving Consumer Goods
DABUR,TIER:GOLD,LONG,164,52.439,0.045,0.057,124.514,Fast Moving Consumer Goods
DABUR,TIER:GOLD-baseline,SHORT,78,55.128,-0.104,-0.272,0.0,Fast Moving Consumer Goods
DABUR,TIER:GOLD-baseline,LONG,78,41.026,0.015,0.182,1245.055,Fast Moving Consumer Goods
DALBHARAT,TIER:ENTERPRISE-Dryup,SHORT,248,52.419,0.142,0.061,43.006,Construction Materials
DALBHARAT,TIER:ENTERPRISE-Dryup,LONG,248,44.355,-0.231,-0.15,0.0,Construction Materials
DALBHARAT,TIER:GOLD,SHORT,152,57.895,-0.033,-0.048,0.0,Construction Materials
DALBHARAT,TIER:GOLD,LONG,152,41.447,-0.056,-0.041,0.0,Construction Materials
DALBHARAT,TIER:GOLD-baseline,SHORT,73,53.425,-0.072,-0.103,0.0,Construction Materials
DALBHARAT,TIER:GOLD-baseline,LONG,73,46.575,-0.017,0.014,0.0,Construction Materials
DALBHARAT,TIER:STANDARD,SHORT,59,50.847,-0.157,-0.294,0.0,Construction Materials
DALBHARAT,TIER:STANDARD,LONG,59,47.458,0.067,0.204,303.831,Construction Materials
DELHIVERY,TIER:ENTERPRISE-Dryup,SHORT,253,50.198,-0.022,-0.132,0.0,Services
DELHIVERY,TIER:ENTERPRISE-Dryup,LONG,253,46.64,-0.067,0.043,0.0,Services
DELHIVERY,TIER:GOLD,SHORT,116,50.862,-0.08,-0.081,0.0,Services
DELHIVERY,TIER:GOLD,LONG,116,46.552,-0.009,-0.008,0.0,Services
DELHIVERY,TIER:GOLD-baseline,SHORT,90,44.444,0.023,0.016,70.298,Services
DELHIVERY,TIER:GOLD-baseline,LONG,90,52.222,-0.112,-0.105,0.0,Services
DELHIVERY,TIER:STANDARD,SHORT,66,59.091,0.321,0.263,81.839,Services
DELHIVERY,TIER:STANDARD,LONG,66,40.909,-0.41,-0.352,0.0,Services
DIVISLAB,TIER:ENTERPRISE-Dryup,SHORT,246,48.374,-0.111,-0.212,0.0,Healthcare
DIVISLAB,TIER:ENTERPRISE-Dryup,LONG,246,48.78,0.021,0.123,575.069,Healthcare
DIVISLAB,TIER:GOLD,SHORT,133,49.624,-0.019,-0.043,0.0,Healthcare
DIVISLAB,TIER:GOLD,LONG,133,45.865,-0.07,-0.047,0.0,Healthcare
DIVISLAB,TIER:GOLD-baseline,SHORT,87,57.471,-0.099,-0.13,0.0,Healthcare
DIVISLAB,TIER:GOLD-baseline,LONG,87,41.379,0.01,0.041,410.449,Healthcare
DIVISLAB,TIER:STANDARD,SHORT,56,51.786,0.007,-0.013,-177.872,Healthcare
DIVISLAB,TIER:STANDARD,LONG,56,46.429,-0.097,-0.076,0.0,Healthcare
DIXON,TIER:ENTERPRISE-Dryup,SHORT,247,48.583,0.022,-0.108,-485.059,Consumer Durables
DIXON,TIER:ENTERPRISE-Dryup,LONG,247,48.583,-0.112,0.019,0.0,Consumer Durables
DIXON,TIER:GOLD,SHORT,92,45.652,0.184,0.232,126.041,Consumer Durables
DIXON,TIER:GOLD,LONG,92,53.261,-0.273,-0.321,0.0,Consumer Durables
DIXON,TIER:GOLD-baseline,SHORT,92,53.261,-0.114,-0.091,0.0,Consumer Durables
DIXON,TIER:GOLD-baseline,LONG,92,45.652,0.025,0.002,6.016,Consumer Durables
DIXON,TIER:STANDARD,SHORT,73,54.795,0.276,0.208,75.377,Consumer Durables
DIXON,TIER:STANDARD,LONG,73,42.466,-0.365,-0.297,0.0,Consumer Durables
DLF,TIER:ENTERPRISE-Dryup,SHORT,221,54.751,0.256,0.127,49.62,Realty
DLF,TIER:ENTERPRISE-Dryup,LONG,221,42.534,-0.345,-0.216,0.0,Realty
DLF,TIER:GOLD,SHORT,176,55.682,0.161,0.101,62.62,Realty
DLF,TIER:GOLD,LONG,176,39.773,-0.25,-0.19,0.0,Realty
DLF,TIER:GOLD-baseline,SHORT,64,51.562,-0.095,-0.121,0.0,Realty
DLF,TIER:GOLD-baseline,LONG,64,46.875,0.006,0.031,521.33,Realty
DLF,TIER:STANDARD,SHORT,58,44.828,-0.398,-0.261,0.0,Realty
DLF,TIER:STANDARD,LONG,58,55.172,0.308,0.172,55.659,Realty
DMART,TIER:ENTERPRISE-Dryup,SHORT,257,55.642,0.147,0.023,15.866,Consumer Services
DMART,TIER:ENTERPRISE-Dryup,LONG,257,42.023,-0.237,-0.113,0.0,Consumer Services
DMART,TIER:GOLD,SHORT,132,56.818,0.167,0.121,72.402,Consumer Services
DMART,TIER:GOLD,LONG,132,39.394,-0.257,-0.21,0.0,Consumer Services
DMART,TIER:GOLD-baseline,SHORT,94,58.511,0.318,0.271,85.444,Consumer Services
DMART,TIER:GOLD-baseline,LONG,94,41.489,-0.407,-0.361,0.0,Consumer Services
DRREDDY,TIER:ENTERPRISE-Dryup,SHORT,244,47.951,-0.046,-0.11,0.0,Healthcare
DRREDDY,TIER:ENTERPRISE-Dryup,LONG,244,46.311,-0.043,0.021,0.0,Healthcare
DRREDDY,TIER:GOLD,SHORT,151,46.358,0.0,-0.151,-905705.972,Healthcare
DRREDDY,TIER:GOLD,LONG,151,49.669,-0.089,0.062,0.0,Healthcare
DRREDDY,TIER:GOLD-baseline,SHORT,100,45.0,-0.08,0.036,0.0,Healthcare
DRREDDY,TIER:GOLD-baseline,LONG,100,49.0,-0.01,-0.126,0.0,Healthcare
EICHERMOT,TIER:ENTERPRISE-Dryup,SHORT,229,48.472,-0.13,-0.183,0.0,Automobile and Auto Components
EICHERMOT,TIER:ENTERPRISE-Dryup,LONG,229,48.472,0.041,0.093,229.11,Automobile and Auto Components
EICHERMOT,TIER:GOLD,SHORT,133,52.632,-0.054,-0.18,0.0,Automobile and Auto Components
EICHERMOT,TIER:GOLD,LONG,133,45.865,-0.036,0.091,0.0,Automobile and Auto Components
EICHERMOT,TIER:GOLD-baseline,SHORT,117,56.41,-0.003,-0.059,0.0,Automobile and Auto Components
EICHERMOT,TIER:GOLD-baseline,LONG,117,40.171,-0.086,-0.031,0.0,Automobile and Auto Components
EICHERMOT,TIER:STANDARD,SHORT,41,39.024,-0.14,-0.068,0.0,Automobile and Auto Components
EICHERMOT,TIER:STANDARD,LONG,41,56.098,0.051,-0.021,-41.288,Automobile and Auto Components
ETERNAL,TIER:ENTERPRISE-Dryup,SHORT,237,48.523,-0.095,-0.185,0.0,Consumer Services
ETERNAL,TIER:ENTERPRISE-Dryup,LONG,237,47.679,0.006,0.095,1616.931,Consumer Services
ETERNAL,TIER:GOLD,SHORT,100,45.0,-0.263,-0.264,0.0,Consumer Services
ETERNAL,TIER:GOLD,LONG,100,54.0,0.174,0.174,100.291,Consumer Services
ETERNAL,TIER:GOLD-baseline,SHORT,88,51.136,0.016,-0.224,-1424.14,Consumer Services
ETERNAL,TIER:GOLD-baseline,LONG,88,46.591,-0.105,0.134,0.0,Consumer Services
ETERNAL,TIER:STANDARD,SHORT,89,44.944,-0.134,-0.074,0.0,Consumer Services
ETERNAL,TIER:STANDARD,LONG,89,55.056,0.045,-0.015,-34.143,Consumer Services
EXIDEIND,TIER:ENTERPRISE-Dryup,SHORT,260,54.231,0.047,-0.032,-68.981,Automobile and Auto Components
EXIDEIND,TIER:ENTERPRISE-Dryup,LONG,260,43.846,-0.136,-0.057,0.0,Automobile and Auto Components
EXIDEIND,TIER:GOLD,SHORT,141,45.39,-0.087,-0.086,0.0,Automobile and Auto Components
EXIDEIND,TIER:GOLD,LONG,141,51.773,-0.002,-0.004,0.0,Automobile and Auto Components
EXIDEIND,TIER:GOLD-baseline,SHORT,60,53.333,0.048,0.043,90.393,Automobile and Auto Components
EXIDEIND,TIER:GOLD-baseline,LONG,60,43.333,-0.137,-0.133,0.0,Automobile and Auto Components
EXIDEIND,TIER:STANDARD,SHORT,54,57.407,0.32,0.054,16.715,Automobile and Auto Components
EXIDEIND,TIER:STANDARD,LONG,54,40.741,-0.41,-0.143,0.0,Automobile and Auto Components
FEDERALBNK,TIER:ENTERPRISE-Dryup,SHORT,254,50.787,-0.019,-0.126,0.0,Financial Services
FEDERALBNK,TIER:ENTERPRISE-Dryup,LONG,254,46.85,-0.07,0.037,0.0,Financial Services
FEDERALBNK,TIER:GOLD,SHORT,139,49.64,-0.042,-0.046,0.0,Financial Services
FEDERALBNK,TIER:GOLD,LONG,139,49.64,-0.048,-0.044,0.0,Financial Services
FEDERALBNK,TIER:GOLD-baseline,SHORT,83,39.759,-0.412,-0.382,0.0,Financial Services
FEDERALBNK,TIER:GOLD-baseline,LONG,83,60.241,0.323,0.292,90.449,Financial Services
FEDERALBNK,TIER:STANDARD,SHORT,48,54.167,-0.073,-0.269,0.0,Financial Services
FEDERALBNK,TIER:STANDARD,LONG,48,43.75,-0.016,0.18,0.0,Financial Services
FORCEMOT,TIER:ENTERPRISE-Dryup,SHORT,242,56.612,0.109,0.034,31.449,Automobile and Auto Components
FORCEMOT,TIER:ENTERPRISE-Dryup,LONG,242,41.736,-0.198,-0.124,0.0,Automobile and Auto Components
FORCEMOT,TIER:GOLD,SHORT,94,60.638,0.377,0.327,86.732,Automobile and Auto Components
FORCEMOT,TIER:GOLD,LONG,94,37.234,-0.467,-0.417,0.0,Automobile and Auto Components
FORCEMOT,TIER:GOLD-baseline,SHORT,71,69.014,0.484,0.406,83.981,Automobile and Auto Components
FORCEMOT,TIER:GOLD-baseline,LONG,71,30.986,-0.573,-0.496,0.0,Automobile and Auto Components
FORCEMOT,TIER:STANDARD,SHORT,82,43.902,-0.455,-0.566,0.0,Automobile and Auto Components
FORCEMOT,TIER:STANDARD,LONG,82,56.098,0.365,0.477,130.525,Automobile and Auto Components
FORTIS,TIER:ENTERPRISE-Dryup,SHORT,238,51.261,-0.055,-0.157,0.0,Healthcare
FORTIS,TIER:ENTERPRISE-Dryup,LONG,238,46.639,-0.035,0.067,0.0,Healthcare
FORTIS,TIER:GOLD,SHORT,105,46.667,-0.105,-0.202,0.0,Healthcare
FORTIS,TIER:GOLD,LONG,105,50.476,0.016,0.113,719.504,Healthcare
FORTIS,TIER:GOLD-baseline,SHORT,106,54.717,0.054,0.087,160.82,Healthcare
FORTIS,TIER:GOLD-baseline,LONG,106,44.34,-0.144,-0.177,0.0,Healthcare
FORTIS,TIER:STANDARD,SHORT,78,55.128,0.374,0.325,86.85,Healthcare
FORTIS,TIER:STANDARD,LONG,78,41.026,-0.464,-0.414,0.0,Healthcare
GAIL,TIER:ENTERPRISE-Dryup,SHORT,232,51.724,0.015,-0.084,-553.77,Oil Gas & Consumable Fuels
GAIL,TIER:ENTERPRISE-Dryup,LONG,232,45.69,-0.105,-0.005,0.0,Oil Gas & Consumable Fuels
GAIL,TIER:GOLD,SHORT,180,52.222,0.025,-0.037,-145.497,Oil Gas & Consumable Fuels
GAIL,TIER:GOLD,LONG,180,47.778,-0.115,-0.053,0.0,Oil Gas & Consumable Fuels
GAIL,TIER:GOLD-baseline,SHORT,50,52.0,-0.278,-0.135,0.0,Oil Gas & Consumable Fuels
GAIL,TIER:GOLD-baseline,LONG,50,42.0,0.189,0.046,24.151,Oil Gas & Consumable Fuels
GAIL,TIER:STANDARD,SHORT,53,54.717,0.22,0.135,61.153,Oil Gas & Consumable Fuels
GAIL,TIER:STANDARD,LONG,53,41.509,-0.31,-0.224,0.0,Oil Gas & Consumable Fuels
GLENMARK,TIER:ENTERPRISE-Dryup,SHORT,244,45.082,-0.198,-0.3,0.0,Healthcare
GLENMARK,TIER:ENTERPRISE-Dryup,LONG,244,54.508,0.109,0.211,193.833,Healthcare
GLENMARK,TIER:GOLD,SHORT,118,48.305,-0.132,-0.006,0.0,Healthcare
GLENMARK,TIER:GOLD,LONG,118,49.153,0.042,-0.083,-196.313,Healthcare
GLENMARK,TIER:GOLD-baseline,SHORT,91,48.352,-0.147,-0.201,0.0,Healthcare
GLENMARK,TIER:GOLD-baseline,LONG,91,47.253,0.057,0.112,195.845,Healthcare
GLENMARK,TIER:STANDARD,SHORT,70,54.286,0.262,0.008,3.229,Healthcare
GLENMARK,TIER:STANDARD,LONG,70,41.429,-0.351,-0.098,0.0,Healthcare
GMRAIRPORT,TIER:ENTERPRISE-Dryup,SHORT,240,52.917,0.105,-0.059,-55.867,Services
GMRAIRPORT,TIER:ENTERPRISE-Dryup,LONG,240,45.417,-0.194,-0.031,0.0,Services
GMRAIRPORT,TIER:GOLD,SHORT,138,43.478,-0.261,-0.087,0.0,Services
GMRAIRPORT,TIER:GOLD,LONG,138,50.725,0.171,-0.003,-1.547,Services
GMRAIRPORT,TIER:GOLD-baseline,SHORT,78,50.0,0.026,-0.062,-234.742,Services
GMRAIRPORT,TIER:GOLD-baseline,LONG,78,48.718,-0.116,-0.027,0.0,Services
GMRAIRPORT,TIER:STANDARD,SHORT,69,69.565,0.723,0.452,62.481,Services
GMRAIRPORT,TIER:STANDARD,LONG,69,27.536,-0.812,-0.541,0.0,Services
GODFRYPHLP,TIER:ENTERPRISE-Dryup,SHORT,262,52.672,-0.022,-0.123,0.0,Fast Moving Consumer Goods
GODFRYPHLP,TIER:ENTERPRISE-Dryup,LONG,262,43.511,-0.067,0.034,0.0,Fast Moving Consumer Goods
GODFRYPHLP,TIER:GOLD,SHORT,65,55.385,-0.259,-0.213,0.0,Fast Moving Consumer Goods
GODFRYPHLP,TIER:GOLD,LONG,65,43.077,0.17,0.124,72.825,Fast Moving Consumer Goods
GODFRYPHLP,TIER:GOLD-baseline,SHORT,80,65.0,0.741,0.621,83.863,Fast Moving Consumer Goods
GODFRYPHLP,TIER:GOLD-baseline,LONG,80,35.0,-0.83,-0.71,0.0,Fast Moving Consumer Goods
GODFRYPHLP,TIER:STANDARD,SHORT,80,58.75,-0.127,-0.091,0.0,Fast Moving Consumer Goods
GODFRYPHLP,TIER:STANDARD,LONG,80,40.0,0.038,0.001,3.781,Fast Moving Consumer Goods
GODREJCP,TIER:ENTERPRISE-Dryup,SHORT,230,53.043,0.014,-0.061,-432.593,Fast Moving Consumer Goods
GODREJCP,TIER:ENTERPRISE-Dryup,LONG,230,44.348,-0.103,-0.029,0.0,Fast Moving Consumer Goods
GODREJCP,TIER:GOLD,SHORT,141,51.773,0.046,0.07,152.87,Fast Moving Consumer Goods
GODREJCP,TIER:GOLD,LONG,141,46.099,-0.135,-0.159,0.0,Fast Moving Consumer Goods
GODREJCP,TIER:GOLD-baseline,SHORT,103,51.456,-0.155,-0.291,0.0,Fast Moving Consumer Goods
GODREJCP,TIER:GOLD-baseline,LONG,103,44.66,0.065,0.201,309.174,Fast Moving Consumer Goods
GODREJCP,TIER:STANDARD,SHORT,48,58.333,0.177,0.017,9.473,Fast Moving Consumer Goods
GODREJCP,TIER:STANDARD,LONG,48,41.667,-0.266,-0.106,0.0,Fast Moving Consumer Goods
GODREJPROP,TIER:ENTERPRISE-Dryup,SHORT,233,51.502,0.101,0.018,17.788,Realty
GODREJPROP,TIER:ENTERPRISE-Dryup,LONG,233,47.21,-0.19,-0.107,0.0,Realty
GODREJPROP,TIER:GOLD,SHORT,123,50.407,0.156,0.128,82.213,Realty
GODREJPROP,TIER:GOLD,LONG,123,47.967,-0.245,-0.217,0.0,Realty
