test_year,patterns_used,signals,hit1,avg1,base_avg1,shuffled_avg1,avg3,base_avg3
2024,18,225,0.4,-0.1373242826267764,-0.07635842351870145,-0.07622538099424529,0.5561187633615851,0.6782336580786196
2025,15,226,0.4778761061946903,0.09611980523186776,0.08461905402967712,0.07817475782167477,0.8500427357035817,0.6421438991290418
2026,44,111,0.40540540540540543,-0.3775842095478915,-0.36499939221190614,-0.36737861914836073,-0.49805120158665145,-0.37486569850970913
