pattern,n,hit1,avg1,med1,mfe1,mae1,conf1,strength1,edge1,hit2,avg2,med2,mfe2,mae2,conf2,strength2,edge2,hit3,avg3,med3,mfe3,mae3,conf3,strength3,edge3,consistency,recency,lift_over_best_single
8038+6299,56,0.625,0.4576876274698506,0.7621921689299361,2.71424637163025,-1.7518337151572783,0.49405126034489305,0.09081093631248982,0.6540881088966193,0.6607142857142857,1.444750970964551,1.2092738214878376,4.368020930418837,-2.2066358072582455,0.5299920896078809,0.06914600499942009,1.4858843905495418,0.6428571428571429,1.3951269314827779,2.043481210857805,5.72119724457798,-2.8351149673776845,0.5119364571733127,0.05109037256485188,1.2857310502226391,1.0,1.1343891877912893,0.07001066867298045
2741+5467,65,0.6153846153846154,0.8372422250971553,0.6251013328464606,3.0381156192779115,-1.6845822262857546,0.4938398013143505,0.09059947728194728,1.033642706523924,0.7384615384615385,2.144780755411133,1.6877643942738099,4.976386509472434,-2.174351929581955,0.6204896660217755,0.15964358141331464,2.1859141749961237,0.7538461538461538,3.2345317308860264,2.687682119205297,6.666423306369148,-2.453385074169578,0.6369398600835173,0.1760937754750565,3.1251358496258876,1.0,1.1956084468117518,0.0414008986337181
5467+4501,28,0.6785714285714286,0.7560617111164243,0.6902677874381747,2.6987959810850417,-1.3666896458644817,0.4933850455563118,0.09014472152390857,0.9524621925431931,0.6428571428571429,1.5254656828989999,1.0302715198344627,3.8825578015022364,-1.722225200564812,0.4582997758222724,-0.002546308786188445,1.5665991024839907,0.75,2.2597369051600795,2.6694896817586455,5.1810141153062625,-2.0741878268367766,0.566439747592954,0.10559366298449319,2.1503410238999408,1.0,1.1273480962235427,0.06859360337651071
3326+4304,28,0.6785714285714286,0.9038807644287112,1.165634422850297,3.1883743922769314,-1.9684811554432404,0.4933850455563118,0.09014472152390857,1.10028124585548,0.6785714285714286,1.4218809537138202,1.229630505078987,4.467120051213921,-2.4307623861323107,0.4933850455563118,0.03253896094785097,1.463014373298811,0.6785714285714286,2.089891459673353,2.388055084833023,5.658164081459186,-3.032947179089835,0.4933850455563118,0.03253896094785097,1.980495578413214,1.0,0.8794566078099282,0.040844039661060594
6299+4501,28,0.6785714285714286,0.5618089238058437,0.6902677874381747,2.570101846519657,-1.4989883111553044,0.4933850455563118,0.09014472152390857,0.7582094052326125,0.6428571428571429,1.5682202216562087,1.0302715198344627,3.9580623748166,-1.8570744308057716,0.4582997758222724,-0.002546308786188445,1.6093536412411995,0.75,2.343345755720883,2.6694896817586455,5.454798593373425,-2.195938212377571,0.566439747592954,0.10559366298449319,2.2339498744607442,1.0,0.8768837395738016,0.06956755191074698
5467+8038,49,0.6326530612244898,0.2804971595131505,0.5636077012533925,2.576749535805655,-1.867942137539368,0.4926681138688987,0.08942778983649546,0.47689764093991927,0.6122448979591837,1.0572385344588566,0.9595439403825613,4.0389739669178635,-2.371952234586068,0.47245746488052426,0.011611380272063432,1.0983719540438475,0.5510204081632653,0.6065511749916395,0.3579634119462317,5.084331635515357,-3.1567144165089194,0.4131486679967811,-0.0476974166116797,0.4971552937315006,1.0,0.4156142329124729,0.06787667168909761
2324+9105,35,0.6571428571428571,0.892576831544506,0.6812683738559634,2.87234527847487,-1.3936209178825787,0.4915164687273671,0.08827614469496387,1.0889773129712748,0.6,1.8299619076920444,0.5699270072992803,4.708850865293537,-2.0738671786678973,0.4357241958151947,-0.0251218887932661,1.8710953272770352,0.6,1.0127524691343333,0.44424169667867563,5.359380543724825,-3.1317522172231023,0.4357241958151947,-0.0251218887932661,0.9033565878741944,1.0,0.4854558363844308,-0.00595980698205667
2712+5467,51,0.6274509803921569,0.947943291299652,0.6251013328464606,3.192585538556058,-1.6084095382079078,0.4902496270033425,0.08700930297093928,1.1443437727264207,0.7254901960784313,2.3033972807986216,1.8113142094729853,5.282961780513482,-2.1817473218534444,0.5905308805092127,0.12968479590075183,2.344530700383612,0.803921568627451,3.4592631389703468,2.957683302526175,7.015283541849883,-2.471089702577248,0.6754165732550454,0.21457048864658462,3.349867257710208,1.0,1.2664701398853864,0.06339792019706103
2741+6821,44,0.6363636363636364,0.7185126229819212,1.0942615203569253,3.430305555547981,-2.0785457960616585,0.4886610727889105,0.08542074875650729,0.91491310440869,0.7045454545454546,1.3510315424765265,1.9112558005252958,5.034516959668636,-2.9128206508067707,0.5577952061434273,0.09694912153496643,1.3921649620615173,0.5909090909090909,1.68419488279746,1.176898422976618,6.082736209833499,-3.4144775580182367,0.44409492646606574,-0.016751158142395084,1.5747990015373212,1.0,1.3448346842416588,0.03622217010827811
8405+2913,30,0.6666666666666666,0.6108926135933923,1.2142560347734135,3.025616188781596,-1.700717009367527,0.4877972581383026,0.08455693410589937,0.8072930950201611,0.6,0.37516649025548,0.5543692890737463,4.089022906881571,-2.8784362400243375,0.42320052498273836,-0.03764555962572247,0.41629990984047077,0.5,0.4011146704472028,-0.04129662077595561,4.54075438526593,-3.4002738619248287,0.3315385122717376,-0.12930757233672324,0.29171878918706395,1.0,0.7154506553384925,0.05306839168936334
8405+2454,30,0.6666666666666666,1.2046786047282194,1.3325767831005744,3.838354067949034,-1.5488635403418631,0.4877972581383026,0.08455693410589937,1.4010790861549882,0.6,1.8452262719927168,1.000316413974949,6.152008408271744,-2.934799515817978,0.42320052498273836,-0.03764555962572247,1.8863596915777077,0.6333333333333333,2.948432314193961,1.780887667131552,7.756293382422578,-3.444093020112274,0.4551324643360493,-0.005713620272411513,2.8390364329338222,1.0,1.6931048162660984,0.05306839168936334
2912+4192,30,0.6666666666666666,0.5540934688082712,1.0318217529088172,3.34144579744283,-2.015665511020057,0.4877972581383026,0.08455693410589937,0.7504939502350398,0.6,1.2082134131842903,1.0957282452307584,4.975019538752522,-2.6704074891118887,0.42320052498273836,-0.03764555962572247,1.2493468327692812,0.6,1.9368430829797134,0.43170522378305665,6.248326719135394,-2.9275262253210896,0.42320052498273836,-0.03764555962572247,1.8274472017195746,1.0,0.34185398503957337,0.058355906554031
4304+7562,37,0.6486486486486487,0.4779173694975706,0.795056179775271,2.9908207758400787,-1.9661279564115668,0.48758729517569566,0.08434697114329243,0.6743178509243393,0.6756756756756757,1.1952872617130843,1.8113142094729853,4.46468910320788,-2.7474170893940486,0.5146336850482394,0.05378760043977854,1.2364206812980751,0.6756756756756757,1.7784568120403468,1.0583965402528197,5.5479337962578725,-3.1622680574078443,0.5146336850482394,0.05378760043977854,1.669060930780208,1.0,0.3356104530836974,0.052695597964296015
