month,tag,days,days_pos,avg_names,ret5x_pct,ret1x_pct,avg_day5x,win_pct,end_equity
2025-06,clone_forward,21,5,10.0,-34.49460656379411,-6.898921312758821,-1.6426003125616242,23.809523809523807,348782.98335110693
2025-07,clone_forward,23,8,10.0,-25.97813417656019,-5.195626835312037,-1.1294840946330518,34.78260869565217,264772.1877619804
2025-08,clone_forward,19,5,10.0,-23.116061054661632,-4.623212210932326,-1.2166347923506122,26.31578947368421,205982.08063678426
2025-09,clone_forward,21,7,10.0,-20.695732892412693,-4.139146578482539,-0.9855110901148901,33.33333333333333,164647.97332303843
2025-10,clone_forward,20,8,10.0,-5.0099535071018835,-1.0019907014203766,-0.25049767535509415,40.0,154233.9702691675
2025-11,clone_forward,19,3,10.0,-41.991918284223935,-8.398383656844787,-2.2101009623275756,15.789473684210526,100635.68871630653
2025-12,clone_forward,22,8,10.0,-14.06434904933193,-2.812869809866387,-0.6392885931514514,36.36363636363637,85392.41798068568
2026-01,clone_forward,20,4,10.0,-42.60073361191892,-8.520146722383783,-2.130036680595946,20.0,55176.853061067384
2026-02,clone_forward,21,4,10.0,-48.079927849031215,-9.615985569806243,-2.2895203737633913,19.047619047619047,33745.32912981429
2026-03,clone_forward,19,2,10.0,-60.510747823694686,-12.102149564738937,-3.1847762012470886,10.526315789473683,18032.86265336463
2026-04,clone_forward,20,6,10.0,-25.738739970766733,-5.147747994153347,-1.2869369985383368,30.0,13786.133515855257
2026-05,clone_forward,19,5,10.0,-21.44468963899264,-4.288937927798528,-1.1286678757364548,26.31578947368421,10971.746614368643
2026-06,clone_forward,17,6,10.0,-8.232319520901072,-1.6464639041802147,-0.48425408946476894,35.294117647058826,9958.728494875882
