month,days,days_pos,avg_names,ret5x_pct,ret1x_pct
2025-03,18,14,8.277777777777779,211.75,42.3448
2025-04,19,11,7.947368421052632,170.86,34.17268
2025-05,21,14,8.285714285714286,220.78,44.16236
