trade_date,symbol,tier,entry_time,entry_px,exit_time,exit_px,stock_ret_pct,exit_reason,basket_ret5x_pct,day_pnl_rs,day_pnl_rs 1X
2025-05-06,CCL,ENTERPRISE-Dryup,09:15,684.95,09:18,656.5,-4.15,HARD_STOP,-3.58,-17888,-3577.6
2025-05-06,SPLPETRO,ENTERPRISE-Dryup,09:15,647.0,09:18,653.9,1.07,HARD_STOP,-3.58,-17888,-3577.6
2025-05-06,IIFL,ENTERPRISE-Dryup,09:15,362.0,09:18,359.6,-0.66,HARD_STOP,-3.58,-17888,-3577.6
2025-05-06,TIMKEN,GOLD-baseline,09:15,2664.0,09:18,2653.4,-0.4,HARD_STOP,-3.58,-17888,-3577.6
2025-05-06,KAJARIACER,ENTERPRISE-Dryup,09:15,818.0,09:18,819.9,0.23,HARD_STOP,-3.58,-17888,-3577.6
2025-05-06,TMPV,ENTERPRISE-Dryup,09:15,455.5,09:18,452.95,-0.56,HARD_STOP,-3.58,-17888,-3577.6
2025-05-07,WELSPUNLIV,ENTERPRISE-Dryup,09:15,124.2,15:29,136.2,9.66,EOD,26.97,134868,26973.6
2025-05-07,YESBANK,GOLD-baseline,09:15,17.87,15:29,18.35,2.69,EOD,26.97,134868,26973.6
2025-05-07,KPRMILL,ENTERPRISE-Dryup,09:15,1059.0,15:29,1107.0,4.53,EOD,26.97,134868,26973.6
2025-05-07,ENDURANCE,PREMIUM-Compression,09:15,1871.0,15:29,2025.0,8.23,EOD,26.97,134868,26973.6
2025-05-07,CONCORDBIO,PREMIUM-Pullback,09:15,1386.7,15:29,1391.6,0.35,EOD,26.97,134868,26973.6
2025-05-07,APARINDS,ENTERPRISE-Dryup,09:15,5450.0,15:29,5746.0,5.43,EOD,26.97,134868,26973.6
2025-05-07,IIFL,ENTERPRISE-Dryup,09:15,337.0,15:29,370.0,9.79,EOD,26.97,134868,26973.6
2025-05-07,SPLPETRO,PREMIUM-Compression,09:15,638.0,15:29,654.95,2.66,EOD,26.97,134868,26973.6
2025-05-07,TIMKEN,GOLD-baseline,09:15,2567.0,15:29,2700.0,5.18,EOD,26.97,134868,26973.6
2025-05-07,CEMPRO,GOLD,09:15,495.0,15:29,525.0,6.06,EOD,26.97,134868,26973.6
2025-05-07,TMPV,ENTERPRISE-Dryup,09:15,442.0,15:29,469.3,6.18,EOD,26.97,134868,26973.6
2025-05-07,ZEEL,ENTERPRISE-Dryup,09:15,102.35,15:29,107.05,4.59,EOD,26.97,134868,26973.6
2025-05-07,GVT&D,ENTERPRISE-Dryup,09:15,1500.0,15:29,1630.0,8.67,EOD,26.97,134868,26973.6
2025-05-07,KAJARIACER,GOLD-baseline,09:15,764.8,15:29,825.25,7.9,EOD,26.97,134868,26973.6
2025-05-07,CRAFTSMAN,ENTERPRISE-Dryup,09:15,4650.0,15:29,4648.7,-0.03,EOD,26.97,134868,26973.6
2025-05-08,CONCORDBIO,GOLD-baseline,09:15,1409.9,09:21,1411.9,0.14,HARD_STOP,-3.45,-17228,-3445.6
2025-05-08,YESBANK,GOLD,09:15,18.35,09:21,18.27,-0.44,HARD_STOP,-3.45,-17228,-3445.6
2025-05-08,SPLPETRO,ENTERPRISE-Dryup,09:15,655.0,09:21,651.15,-0.59,HARD_STOP,-3.45,-17228,-3445.6
2025-05-08,CRAFTSMAN,GOLD-baseline,09:15,4681.3,09:21,4621.6,-1.28,HARD_STOP,-3.45,-17228,-3445.6
2025-05-08,RRKABEL,GOLD-baseline,09:15,1229.0,09:21,1215.9,-1.07,HARD_STOP,-3.45,-17228,-3445.6
2025-05-09,YESBANK,GOLD,09:15,17.8,15:29,20.07,12.75,EOD,33.87,169373,33874.6
2025-05-09,SPLPETRO,ENTERPRISE-Dryup,09:15,648.8,15:29,700.15,7.91,EOD,33.87,169373,33874.6
2025-05-09,ENDURANCE,GOLD-baseline,09:15,1975.2,15:29,2052.0,3.89,EOD,33.87,169373,33874.6
2025-05-09,KAJARIACER,GOLD-baseline,09:15,815.0,15:29,856.05,5.04,EOD,33.87,169373,33874.6
2025-05-09,IIFL,GOLD,09:15,346.2,15:29,369.9,6.85,EOD,33.87,169373,33874.6
2025-05-09,CRAFTSMAN,GOLD,09:15,4420.0,15:29,4880.0,10.41,EOD,33.87,169373,33874.6
2025-05-09,ELECON,GOLD-baseline,09:15,600.0,15:29,623.8,3.97,EOD,33.87,169373,33874.6
2025-05-09,RRKABEL,GOLD-baseline,09:15,1176.1,15:29,1228.3,4.44,EOD,33.87,169373,33874.6
2025-05-09,UNIONBANK,GOLD,09:15,111.23,15:29,118.87,6.87,EOD,33.87,169373,33874.6
2025-05-09,TMPV,GOLD-baseline,09:15,459.55,15:29,488.0,6.19,EOD,33.87,169373,33874.6
2025-05-12,CONCORDBIO,GOLD-baseline,09:15,1552.0,09:38,1530.6,-1.38,HARD_STOP,-3.45,-17254,-3450.8
2025-05-12,APARINDS,GOLD,09:15,6320.0,09:38,6267.0,-0.84,HARD_STOP,-3.45,-17254,-3450.8
2025-05-12,TIMKEN,GOLD-baseline,09:15,2904.0,09:38,2830.7,-2.52,HARD_STOP,-3.45,-17254,-3450.8
2025-05-12,ENDURANCE,GOLD,09:15,2097.0,09:38,2105.4,0.4,HARD_STOP,-3.45,-17254,-3450.8
2025-05-12,ELECON,GOLD-baseline,09:15,636.65,09:38,638.05,0.22,HARD_STOP,-3.45,-17254,-3450.8
2025-05-12,CCL,GOLD-baseline,09:15,735.1,09:38,737.0,0.26,HARD_STOP,-3.45,-17254,-3450.8
2025-05-13,GRSE,ENTERPRISE-Dryup,09:15,1835.0,09:30,1844.5,0.52,TRAIL,2.4,12011,2402.2
2025-05-14,IRCON,GOLD,09:15,160.35,15:29,173.25,8.04,EOD,22.83,114157,22831.4
2025-05-14,PTCIL,GOLD-baseline,09:15,12824.0,15:29,13970.0,8.94,EOD,22.83,114157,22831.4
2025-05-14,RVNL,GOLD,09:15,359.0,15:29,372.75,3.83,EOD,22.83,114157,22831.4
2025-05-14,TITAGARH,GOLD,09:15,753.9,15:29,810.5,7.51,EOD,22.83,114157,22831.4
2025-05-14,HBLENGINE,ENTERPRISE-Dryup,09:15,507.5,15:29,563.0,10.94,EOD,22.83,114157,22831.4
2025-05-14,IFCI,GOLD,09:15,44.0,15:29,44.3,0.68,EOD,22.83,114157,22831.4
2025-05-14,BAJAJHLDNG,ENTERPRISE-Dryup,09:15,11970.0,15:29,12069.0,0.83,EOD,22.83,114157,22831.4
2025-05-14,SCI,ENTERPRISE-Dryup,09:15,170.78,15:29,170.68,-0.06,EOD,22.83,114157,22831.4
2025-05-14,IRFC,GOLD,09:15,125.0,15:29,130.1,4.08,EOD,22.83,114157,22831.4
2025-05-14,RITES,GOLD,09:15,233.11,15:29,243.28,4.36,EOD,22.83,114157,22831.4
2025-05-14,GESHIP,GOLD,09:15,902.6,15:29,918.05,1.71,EOD,22.83,114157,22831.4
2025-05-15,BAJAJHLDNG,ENTERPRISE-Dryup,09:15,12066.0,15:29,12606.0,4.48,EOD,18.26,91275,18255.0
2025-05-15,KPIL,GOLD,09:15,1059.0,15:29,1065.0,0.57,EOD,18.26,91275,18255.0
2025-05-15,SCI,GOLD-baseline,09:15,171.6,15:29,167.91,-2.15,EOD,18.26,91275,18255.0
2025-05-15,ANANTRAJ,PREMIUM-Compression,09:15,461.9,15:29,473.0,2.4,EOD,18.26,91275,18255.0
2025-05-15,KEC,ENTERPRISE-Dryup,09:15,741.0,15:29,796.45,7.48,EOD,18.26,91275,18255.0
2025-05-15,ECLERX,GOLD,09:15,1440.4,15:29,1576.0,9.41,EOD,18.26,91275,18255.0
2025-05-16,IFCI,GOLD,09:15,44.75,15:29,51.4,14.86,EOD,42.89,214473,42894.6
2025-05-16,TITAGARH,GOLD,09:15,812.0,15:29,912.0,12.32,EOD,42.89,214473,42894.6
2025-05-16,JWL,GOLD,09:15,393.0,15:29,421.9,7.35,EOD,42.89,214473,42894.6
2025-05-16,GRANULES,GOLD,09:15,504.0,15:29,504.5,0.1,EOD,42.89,214473,42894.6
2025-05-16,RVNL,GOLD,09:15,380.5,15:29,410.8,7.96,EOD,42.89,214473,42894.6
2025-05-16,IRFC,PREMIUM-Compression,09:15,130.8,15:29,138.79,6.11,EOD,42.89,214473,42894.6
2025-05-16,SCI,GOLD,09:15,169.37,15:29,182.9,7.99,EOD,42.89,214473,42894.6
2025-05-16,GESHIP,GOLD,09:15,913.0,15:29,973.8,6.66,EOD,42.89,214473,42894.6
2025-05-16,RITES,GOLD,09:15,249.4,15:29,285.2,14.35,EOD,42.89,214473,42894.6
2025-05-19,HFCL,GOLD,09:15,89.14,09:35,89.93,0.89,HARD_STOP,-3.25,-16236,-3247.2
2025-05-19,GRANULES,GOLD,09:15,505.0,09:35,513.0,1.58,HARD_STOP,-3.25,-16236,-3247.2
2025-05-19,PTCIL,GOLD-baseline,09:15,14600.0,09:35,14160.0,-3.01,HARD_STOP,-3.25,-16236,-3247.2
2025-05-19,BDL,GOLD-baseline,09:15,1879.0,09:35,1843.6,-1.88,HARD_STOP,-3.25,-16236,-3247.2
2025-05-20,SOLARINDS,GOLD-baseline,09:15,13772.0,09:20,13627.0,-1.05,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,TTML,GOLD,09:15,60.38,09:20,59.55,-1.37,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,JKTYRE,ENTERPRISE-Dryup,09:15,356.0,09:20,352.35,-1.03,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,JUBLPHARMA,GOLD-baseline,09:15,960.1,09:20,969.85,1.02,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,RPOWER,GOLD-baseline,09:15,46.05,09:20,45.83,-0.48,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,GRSE,GOLD-baseline,09:15,2495.0,09:20,2375.4,-4.79,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,PFIZER,PREMIUM-Compression,09:15,4575.0,09:20,4876.9,6.6,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,ERIS,GOLD-baseline,09:15,1466.8,09:20,1475.0,0.56,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,CLEAN,ENTERPRISE-Dryup,09:15,1290.0,09:20,1292.0,0.16,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,PTCIL,GOLD-baseline,09:15,14100.0,09:20,13875.0,-1.6,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,IFCI,GOLD-baseline,09:15,52.4,09:20,50.4,-3.82,HARD_STOP,-3.46,-17281,-3456.2
2025-05-20,SCI,GOLD-baseline,09:15,181.7,09:20,178.44,-1.79,HARD_STOP,-3.46,-17281,-3456.2
2025-05-21,TTML,GOLD,09:15,58.22,15:29,69.87,20.01,EOD,22.25,111266,22253.2
2025-05-21,RPOWER,GOLD-baseline,09:15,44.97,15:29,45.1,0.29,EOD,22.25,111266,22253.2
2025-05-21,HONASA,GOLD,09:15,273.33,15:29,270.69,-0.97,EOD,22.25,111266,22253.2
2025-05-21,SOLARINDS,GOLD-baseline,09:15,13499.0,15:29,14198.0,5.18,EOD,22.25,111266,22253.2
2025-05-21,JKTYRE,ENTERPRISE-Dryup,09:15,340.0,15:29,384.05,12.96,EOD,22.25,111266,22253.2
2025-05-21,LTFOODS,GOLD,09:15,377.0,15:29,396.1,5.07,EOD,22.25,111266,22253.2
2025-05-21,GRSE,GOLD-baseline,09:15,2388.0,15:29,2507.4,5.0,EOD,22.25,111266,22253.2
2025-05-21,SCI,GOLD,09:15,175.09,15:29,176.69,0.91,EOD,22.25,111266,22253.2
2025-05-21,ERIS,ENTERPRISE-Dryup,09:15,1470.2,15:29,1507.0,2.5,EOD,22.25,111266,22253.2
2025-05-21,CLEAN,GOLD,09:15,1272.4,15:29,1277.6,0.41,EOD,22.25,111266,22253.2
2025-05-21,PARADEEP,GOLD-baseline,09:15,152.99,15:29,155.9,1.9,EOD,22.25,111266,22253.2
2025-05-21,PTCIL,GOLD-baseline,09:15,14230.0,15:29,14461.0,1.62,EOD,22.25,111266,22253.2
2025-05-21,KIMS,ENTERPRISE-Dryup,09:15,643.7,15:29,663.7,3.11,EOD,22.25,111266,22253.2
2025-05-21,BDL,GOLD-baseline,09:15,1789.0,15:29,1882.0,5.2,EOD,22.25,111266,22253.2
2025-05-22,RPOWER,ENTERPRISE-Dryup,09:15,45.0,15:29,44.84,-0.36,EOD,15.44,77190,15438.0
2025-05-22,HONASA,ENTERPRISE-Dryup,09:15,270.27,15:29,275.06,1.77,EOD,15.44,77190,15438.0
2025-05-22,PTCIL,GOLD-baseline,09:15,14650.0,15:29,15595.0,6.45,EOD,15.44,77190,15438.0
2025-05-22,JUBLPHARMA,GOLD-baseline,09:15,984.85,15:29,1043.2,5.92,EOD,15.44,77190,15438.0
2025-05-22,SCI,ENTERPRISE-Dryup,09:15,176.4,15:29,191.15,8.36,EOD,15.44,77190,15438.0
2025-05-22,CLEAN,PREMIUM-Compression,09:15,1277.6,15:29,1322.0,3.48,EOD,15.44,77190,15438.0
2025-05-22,PARADEEP,GOLD-baseline,09:15,155.9,15:29,155.9,0.0,EOD,15.44,77190,15438.0
2025-05-22,IFCI,GOLD,09:15,50.16,15:29,49.9,-0.52,EOD,15.44,77190,15438.0
2025-05-23,TBOTEK,ENTERPRISE-Dryup,09:15,1207.2,15:29,1298.0,7.52,EOD,31.12,155618,31123.6
2025-05-23,HONASA,ENTERPRISE-Dryup,09:15,285.0,15:29,330.19,15.86,EOD,31.12,155618,31123.6
2025-05-23,RPOWER,ENTERPRISE-Dryup,09:15,45.0,15:29,51.96,15.47,EOD,31.12,155618,31123.6
2025-05-23,ERIS,GOLD-baseline,09:15,1517.0,15:29,1500.9,-1.06,EOD,31.12,155618,31123.6
2025-05-23,PARADEEP,GOLD,09:15,156.89,15:29,157.2,0.2,EOD,31.12,155618,31123.6
2025-05-23,LTFOODS,GOLD-baseline,09:15,402.8,15:29,411.8,2.23,EOD,31.12,155618,31123.6
2025-05-23,IFCI,ENTERPRISE-Dryup,09:15,50.0,15:29,55.0,10.0,EOD,31.12,155618,31123.6
2025-05-23,JKTYRE,GOLD-baseline,09:15,383.0,15:29,383.0,0.0,EOD,31.12,155618,31123.6
2025-05-26,GRSE,GOLD-baseline,09:15,2761.0,15:29,2735.9,-0.91,EOD,1.0,5007,1001.4
2025-05-26,ERIS,GOLD,09:15,1502.4,15:29,1543.9,2.76,EOD,1.0,5007,1001.4
2025-05-26,JKTYRE,GOLD-baseline,09:15,384.7,15:29,378.0,-1.74,EOD,1.0,5007,1001.4
2025-05-26,BDL,ENTERPRISE-Dryup,09:15,1910.0,15:29,1910.9,0.05,EOD,1.0,5007,1001.4
2025-05-26,PARADEEP,GOLD,09:15,158.5,15:29,159.0,0.32,EOD,1.0,5007,1001.4
2025-05-26,TTML,GOLD-baseline,09:15,76.19,15:29,74.55,-2.15,EOD,1.0,5007,1001.4
2025-05-26,JUBLPHARMA,GOLD-baseline,09:15,1079.0,15:29,1119.5,3.75,EOD,1.0,5007,1001.4
2025-05-26,PFIZER,GOLD-baseline,09:15,5174.5,15:29,5170.9,-0.07,EOD,1.0,5007,1001.4
2025-05-27,CONCORDBIO,ENTERPRISE-Dryup,09:15,1537.8,15:29,1532.8,-0.33,EOD,15.99,79936,15987.2
2025-05-27,ITI,PREMIUM-Compression,09:15,282.9,15:29,309.25,9.31,EOD,15.99,79936,15987.2
2025-05-27,MMTC,GOLD,09:15,64.2,15:29,63.8,-0.62,EOD,15.99,79936,15987.2
2025-05-27,POWERINDIA,PREMIUM-Pullback,09:15,16430.0,15:29,17220.0,4.81,EOD,15.99,79936,15987.2
2025-05-27,WELCORP,ENTERPRISE-Dryup,09:15,776.45,15:29,786.75,1.33,EOD,15.99,79936,15987.2
2025-05-27,ZENTEC,ENTERPRISE-Dryup,09:15,1889.8,15:29,1916.0,1.39,EOD,15.99,79936,15987.2
2025-05-27,ENGINERSIN,ENTERPRISE-Dryup,09:15,200.6,15:29,203.2,1.3,EOD,15.99,79936,15987.2
2025-05-27,TEGA,ENTERPRISE-Dryup,09:15,1467.1,15:29,1579.3,7.65,EOD,15.99,79936,15987.2
2025-05-27,ELGIEQUIP,ENTERPRISE-Dryup,09:15,485.0,15:29,499.5,2.99,EOD,15.99,79936,15987.2
2025-05-27,GLAXO,ENTERPRISE-Dryup,09:15,2965.5,15:29,3105.0,4.7,EOD,15.99,79936,15987.2
2025-05-28,CONCORDBIO,PREMIUM-Compression,09:15,1565.0,09:19,1539.1,-1.65,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,WELCORP,GOLD,09:15,790.5,09:19,787.75,-0.35,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,MMTC,PREMIUM-Compression,09:15,64.0,09:19,64.39,0.61,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,ENGINERSIN,ENTERPRISE-Dryup,09:15,204.89,09:19,204.5,-0.19,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,TECHNOE,GOLD-baseline,09:15,1401.0,09:19,1351.3,-3.55,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,DEEPAKFERT,GOLD,09:15,1362.9,09:19,1375.4,0.92,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,SUZLON,GOLD-baseline,09:15,65.71,09:19,65.69,-0.03,HARD_STOP,-3.7,-18488,-3697.6
2025-05-28,BEML,GOLD-baseline,09:15,2164.5,09:19,2137.0,-1.27,HARD_STOP,-3.7,-18488,-3697.6
2025-05-29,SUZLON,GOLD-baseline,09:15,67.19,09:53,65.55,-2.44,HARD_STOP,-4.02,-20092,-4018.4
2025-05-29,WOCKPHARMA,ENTERPRISE-Dryup,09:15,1342.0,09:53,1332.4,-0.72,HARD_STOP,-4.02,-20092,-4018.4
2025-05-29,BSE,ENTERPRISE-Dryup,09:15,2429.0,09:53,2404.0,-1.03,HARD_STOP,-4.02,-20092,-4018.4
2025-05-29,BAYERCROP,GOLD-baseline,09:15,5720.0,09:53,5807.0,1.52,HARD_STOP,-4.02,-20092,-4018.4
2025-05-29,ELGIEQUIP,GOLD-baseline,09:15,508.1,09:53,502.35,-1.13,HARD_STOP,-4.02,-20092,-4018.4
2025-05-30,CONCORDBIO,GOLD-baseline,09:15,1750.0,15:29,1756.0,0.34,EOD,3.36,16778,3355.6
2025-05-30,SUZLON,GOLD-baseline,09:15,71.5,15:29,71.34,-0.22,EOD,3.36,16778,3355.6
2025-05-30,TEGA,GOLD,09:15,1630.1,15:29,1645.1,0.92,EOD,3.36,16778,3355.6
2025-05-30,BEML,GOLD-baseline,09:15,2120.0,15:29,2111.2,-0.42,EOD,3.36,16778,3355.6
2025-05-30,BAYERCROP,GOLD-baseline,09:15,5731.5,15:29,5675.0,-0.99,EOD,3.36,16778,3355.6
2025-05-30,NBCC,PREMIUM-Compression,09:15,117.8,15:29,123.3,4.67,EOD,3.36,16778,3355.6
