config_id,entry_date,signal_date,n_positions,symbols,avg_clone_score,avg_rules_fired,avg_symbol_prior,high_tier_only,top_n,min_rules,rule_weight,profile_weight,symbol_prior_weight,exit_time,exit_reason,ret5x_pct,ret1x_pct,gross_rs,charges_rs,position_rets
C000,2025-04-24,2025-04-23,10,"DATAPATTNS,KFINTECH,FORCEMOT,AAVAS,AIAENG,TARIL,ITI,GALLANTT,J&KBANK,NAM-INDIA",538.2307929769063,23.9,0.26995693873556464,1,10,0,1.0,2.0,4.0,09:26,HARD_STOP,-3.3859857179514603,-0.677197143590292,-15584.439999999944,1345.4885897573602,"-0.6726,-2.6328,-0.5313,1.1860,-0.4820,-3.7148,-0.7687,0.2169,0.9223,0.2305"
C000,2025-04-25,2025-04-24,10,"WAAREEENER,OFSS,MOTILALOFS,DATAPATTNS,KFINTECH,AIAENG,GILLETTE,ASAHIINDIA,MRF,360ONE",702.548128350649,29.1,0.07085731062830299,1,10,0,1.0,2.0,4.0,09:35,HARD_STOP,-3.486462193805963,-0.6972924387611925,-16130.799999999814,1301.51096903,"5.2152,-0.8847,-2.6455,-0.2848,-1.7073,-0.9969,-0.4684,-1.6582,-0.3027,-2.8984"
C000,2025-04-28,2025-04-25,10,"CHOICEIN,TECHM,REDINGTON,SPLPETRO,ANURAS,DELHIVERY,CARTRADE,APARINDS,COFORGE,POLYMED",3134.1277447087114,51.6,0.19478371501272265,1,10,0,1.0,2.0,4.0,09:22,HARD_STOP,-3.808143711182256,-0.7616287422364512,-17694.80000000028,1345.918555911,"-1.1405,-0.6723,0.3388,-1.8694,-1.5461,-2.5122,1.6786,-1.0431,-0.6748,0.3526"
C000,2025-04-29,2025-04-28,10,"JSWDULUX,NEWGEN,CHOICEIN,NATCOPHARM,CARTRADE,NAVINFLUOR,PERSISTENT,ATUL,FORCEMOT,AIAENG",794.6990499890413,31.6,0.07979056566842826,1,10,0,1.0,2.0,4.0,15:29,EOD,2.583047759198897,0.5166095518397794,14268.450000000186,1353.2112040057,"0.3580,0.7662,-2.1895,-0.3771,1.2122,0.9149,2.3961,3.7982,-1.6177,0.5002"
C000,2025-04-30,2025-04-29,10,"MRF,FORCEMOT,CRISIL,RBLBANK,CHOICEIN,COFORGE,GODFRYPHLP,NAVINFLUOR,GODIGIT,JUBLINGREA",391.61170389581366,16.7,0.08075944411822274,1,10,0,1.0,2.0,4.0,09:16,HARD_STOP,-3.1712758146011772,-0.6342551629202354,-14552.950000000186,1303.4290730057,"-0.3310,-1.9464,0.4769,-0.3112,0.1301,-0.7023,-0.6586,-0.6865,-0.8160,-1.1796"
C000,2025-05-02,2025-04-30,10,"MAZDOCK,DATAPATTNS,POWERINDIA,COCHINSHIP,GRSE,MRF,BDL,WHIRLPOOL,FORCEMOT,INDUSINDBK",1418.8070861915182,57.2,0.19416911332941864,1,10,0,1.0,2.0,4.0,09:22,HARD_STOP,-3.3928360317184767,-0.6785672063436954,-15659.700000000186,1304.4801585921998,"-0.4748,-3.3427,1.2732,-2.1442,-1.8727,0.1743,-0.9942,-0.3625,0.3311,1.1976"
C000,2025-05-05,2025-05-02,10,"CEATLTD,DATAPATTNS,SONATSOFTW,POWERINDIA,GRSE,MAZDOCK,RRKABEL,INDIACEM,IGL,TBOTEK",967.785396266076,39.7,0.27467508318653355,1,10,0,1.0,2.0,4.0,15:29,EOD,2.760960265840261,0.5521920531680522,15155.669999999925,1350.86867079862,"2.2088,-2.3156,-0.3651,-2.6312,1.4093,2.5495,-1.0171,-0.0323,6.2906,-0.1011"
C000,2025-05-06,2025-05-05,10,"FORCEMOT,SCHAEFFLER,SONATSOFTW,CEATLTD,CRISIL,DATAPATTNS,TIMKEN,JINDALSAW,GODREJPROP,CREDITACC",793.1039996815874,32.3,0.13539048737522016,1,10,0,1.0,2.0,4.0,09:53,HARD_STOP,-3.2678329978125356,-0.6535665995625071,-14994.80000000028,1344.3649890624,"0.7375,-0.4317,-2.5134,2.8476,0.3679,-1.2341,-1.6779,-1.5588,-2.1982,-0.3441"
C000,2025-05-07,2025-05-06,10,"VMM,POLYCAB,BIOCON,M&M,YESBANK,SAILIFE,BALKRISIND,SCHAEFFLER,EXIDEIND,REDINGTON",2726.9507179448883,46.2,0.1000440399295361,1,10,0,1.0,2.0,4.0,09:47,TRAIL,3.4481439144956645,0.6896287828991329,18595.720000000205,1355.0004275218803,"-0.0812,-0.9662,1.6959,1.6182,-0.3917,1.6331,-0.0333,0.8329,1.8006,1.3525"
C000,2025-05-08,2025-05-07,10,"POLYMED,BLUEDART,CEATLTD,NETWEB,VMM,RRKABEL,BIOCON,POLYCAB,SCHAEFFLER,CONCORDBIO",812.6123788678997,32.8,0.12009199451947543,1,10,0,1.0,2.0,4.0,13:57,TRAIL,4.389727269147616,0.8779454538295232,23305.30000000028,1356.6636542622002,"-1.5111,1.4640,0.6394,4.8976,0.0000,-1.1391,-1.8353,-1.9619,1.3774,7.4119"
