poll_ist,fn,symbol,exchange,periodicity,bars,newest_bar_ist,close,oi,volume,reply_ms,error
2026-09-23 09:32:30,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,3,2026-09-23 09:17:00,152.0,3362970,1166945,3931,
2026-09-23 09:32:59,GetExchangeSnapshot,NFO,NFO,1minute,4238,2026-09-23 09:17:00,3844,907092,4238,28584,
2026-09-23 09:33:23,GetExchangeSnapshot,NSE,NSE,1minute,2049,2026-09-23 09:18:00,2,385960,2049,23919,
2026-09-23 09:33:33,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,53,2026-09-23 09:15:00,56493.0,1914900,26820,1685,
2026-09-23 09:33:34,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,53,2026-09-23 09:15:00,23391.0,16263325,195390,1409,
2026-09-23 09:33:35,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,53,2026-09-23 09:15:00,1244.9,113348500,499500,1074,
2026-09-23 09:33:36,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,53,2026-09-23 09:15:00,508.4,210660,291600,731,
2026-09-23 09:33:37,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,53,2026-09-23 09:15:00,219.3,245370,273930,1141,
2026-09-23 09:33:42,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,53,2026-09-23 09:15:00,142.8,3304600,12479350,4767,
2026-09-23 09:33:43,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,53,2026-09-23 09:15:00,102.6,5110625,14249365,1138,
2026-09-23 09:33:45,GetHistory,HDFCBANK,NSE,15minute,55,2026-09-23 09:15:00,736.0,0,3560964,2045,
2026-09-23 09:33:47,GetHistory,RELIANCE,NSE,15minute,55,2026-09-23 09:15:00,1243.5,0,566312,2109,
2026-09-23 09:33:51,GetHistory,NIFTY 50,NSE_IDX,15minute,99,2026-09-23 09:15:00,23367.75,0,0,3265,
2026-09-23 09:33:55,GetHistory,NIFTY BANK,NSE_IDX,15minute,99,2026-09-23 09:15:00,56345.45,0,0,4616,
2026-09-23 09:45:49,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,56554.8,1915320,7080,2147,
2026-09-23 09:45:51,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,23400.8,16252275,97305,1446,
2026-09-23 09:45:52,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,1245.2,113345000,662500,1491,
2026-09-23 09:45:57,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,54,2026-09-23 09:30:00,545.8,210060,114690,4567,
2026-09-23 09:45:58,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,54,2026-09-23 09:30:00,190.05,272460,146580,968,
2026-09-23 09:45:59,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,54,2026-09-23 09:30:00,149.95,4693650,5981105,685,
2026-09-23 09:46:00,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,54,2026-09-23 09:30:00,95.75,5608720,8456630,1488,
2026-09-23 09:46:05,GetHistory,HDFCBANK,NSE,15minute,56,2026-09-23 09:30:00,737.45,0,1258506,5280,
2026-09-23 09:46:07,GetHistory,RELIANCE,NSE,15minute,56,2026-09-23 09:30:00,1243.5,0,211117,2123,
2026-09-23 09:46:11,GetHistory,NIFTY 50,NSE_IDX,15minute,100,2026-09-23 09:30:00,23378.65,0,0,3266,
2026-09-23 09:46:14,GetHistory,NIFTY BANK,NSE_IDX,15minute,100,2026-09-23 09:30:00,56404.45,0,0,3272,
2026-09-23 09:46:17,GetHistory,NIFTY 50,NSE_IDX,1minute,23,2026-09-23 09:31:00,23364.7,0,0,2624,
2026-09-23 09:46:17,GetHistory,RELIANCE,NSE,1minute,17,2026-09-23 09:31:00,1243.2,0,11473,498,
2026-09-23 09:46:18,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,17,2026-09-23 09:31:00,23392.0,16259230,12415,982,
2026-09-23 09:46:19,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,17,2026-09-23 09:31:00,144.6,3571815,528515,1092,
2026-09-23 09:46:48,GetExchangeSnapshot,NFO,NFO,1minute,4459,2026-09-23 09:31:00,4063,953599,4459,28978,
2026-09-23 09:47:12,GetExchangeSnapshot,NSE,NSE,1minute,2075,2026-09-23 09:32:00,2,390629,2075,23650,
2026-09-23 09:48:04,GetHistory,NIFTY 50,NSE_IDX,1minute,25,2026-09-23 09:33:00,23367.4,0,0,4293,
2026-09-23 09:48:04,GetHistory,RELIANCE,NSE,1minute,19,2026-09-23 09:33:00,1243.1,0,15637,431,
2026-09-23 09:48:05,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,19,2026-09-23 09:33:00,23400.0,16257995,11310,1060,
2026-09-23 09:48:06,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,19,2026-09-23 09:33:00,146.2,3832335,437190,983,
2026-09-23 09:48:35,GetExchangeSnapshot,NFO,NFO,1minute,4174,2026-09-23 09:33:00,3804,892757,4174,28491,
2026-09-23 09:48:59,GetExchangeSnapshot,NSE,NSE,1minute,2092,2026-09-23 09:33:00,2,393453,2092,24278,
2026-09-23 09:50:10,GetHistory,NIFTY 50,NSE_IDX,1minute,27,2026-09-23 09:35:00,23370.4,0,0,1039,
2026-09-23 09:50:11,GetHistory,RELIANCE,NSE,1minute,21,2026-09-23 09:35:00,1243.7,0,18347,977,
2026-09-23 09:50:14,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,21,2026-09-23 09:35:00,23397.4,16254550,17875,2364,
2026-09-23 09:50:14,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,21,2026-09-23 09:35:00,148.6,4033900,937755,479,
2026-09-23 09:50:43,GetExchangeSnapshot,NFO,NFO,1minute,4249,2026-09-23 09:35:00,3888,908722,4249,28771,
2026-09-23 09:50:55,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,56554.8,1915320,7080,3350,
2026-09-23 09:50:56,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,23400.8,16252275,97305,1425,
2026-09-23 09:50:57,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,1245.2,113345000,662500,1431,
2026-09-23 09:50:58,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,54,2026-09-23 09:30:00,545.8,210060,114690,793,
2026-09-23 09:50:59,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,54,2026-09-23 09:30:00,190.05,272460,146580,1062,
2026-09-23 09:51:00,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,54,2026-09-23 09:30:00,149.95,4693650,5981105,717,
2026-09-23 09:51:04,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,54,2026-09-23 09:30:00,95.75,5608720,8456630,4269,
2026-09-23 09:51:07,GetHistory,HDFCBANK,NSE,15minute,56,2026-09-23 09:30:00,737.45,0,1258506,2607,
2026-09-23 09:51:09,GetHistory,RELIANCE,NSE,15minute,56,2026-09-23 09:30:00,1243.5,0,211117,2140,
2026-09-23 09:51:12,GetHistory,NIFTY 50,NSE_IDX,15minute,100,2026-09-23 09:30:00,23378.65,0,0,3350,
2026-09-23 09:51:17,GetHistory,NIFTY BANK,NSE_IDX,15minute,100,2026-09-23 09:30:00,56404.45,0,0,4317,
2026-09-23 09:52:27,GetHistory,NIFTY 50,NSE_IDX,1minute,29,2026-09-23 09:37:00,23374.55,0,0,845,
2026-09-23 09:52:31,GetHistory,RELIANCE,NSE,1minute,23,2026-09-23 09:37:00,1244.0,0,17286,4660,
2026-09-23 09:52:32,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,23,2026-09-23 09:37:00,23401.4,16258385,2470,457,
2026-09-23 09:52:33,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,23,2026-09-23 09:37:00,150.0,4328805,397865,1095,
2026-09-23 09:53:03,GetExchangeSnapshot,NFO,NFO,1minute,4118,2026-09-23 09:37:00,3740,880510,4118,29741,
2026-09-23 09:53:28,GetExchangeSnapshot,NSE,NSE,1minute,1956,2026-09-23 09:38:00,2,368276,1956,25083,
2026-09-23 09:54:52,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,56554.8,1915320,7080,1885,
2026-09-23 09:54:53,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,23400.8,16252275,97305,1638,
2026-09-23 09:54:57,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,54,2026-09-23 09:30:00,1245.2,113345000,662500,3421,
2026-09-23 09:54:58,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,54,2026-09-23 09:30:00,545.8,210060,114690,894,
2026-09-23 09:54:59,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,54,2026-09-23 09:30:00,190.05,272460,146580,1017,
2026-09-23 09:55:02,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,54,2026-09-23 09:30:00,149.95,4693650,5981105,3044,
2026-09-23 09:55:02,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,,,,,,304,gdf: Access Denied. Key already in use by other session.
2026-09-23 09:56:03,GetHistory,HDFCBANK,NSE,15minute,,,,,,61384,gdf: no reply within the timeout
2026-09-23 09:57:05,GetHistory,RELIANCE,NSE,15minute,,,,,,62000,gdf: no reply within the timeout
2026-09-23 09:58:05,GetHistory,NIFTY 50,NSE_IDX,15minute,,,,,,60001,gdf: no reply within the timeout
2026-09-23 09:59:06,GetHistory,NIFTY BANK,NSE_IDX,15minute,,,,,,60518,gdf: no reply within the timeout
2026-09-23 10:00:06,GetHistory,NIFTY 50,NSE_IDX,1minute,,,,,,60030,gdf: no reply within the timeout
2026-09-23 10:01:06,GetHistory,RELIANCE,NSE,1minute,,,,,,60048,gdf: no reply within the timeout
2026-09-23 10:02:06,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,,,,,,60049,gdf: no reply within the timeout
2026-09-23 10:03:06,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,,,,,,60001,gdf: no reply within the timeout
2026-09-23 10:04:06,GetExchangeSnapshot,NFO,NFO,1minute,,,,,,60019,gdf: no reply within the timeout
2026-09-23 10:05:07,GetExchangeSnapshot,NSE,NSE,1minute,,,,,,61279,gdf: no reply within the timeout
2026-09-23 10:11:09,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,56588.0,1913820,14490,1878,
2026-09-23 10:11:11,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,23403.5,16266250,66170,1539,
2026-09-23 10:11:12,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,1245.4,113321500,626500,1479,
2026-09-23 10:11:13,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,55,2026-09-23 09:45:00,576.85,202740,167670,751,
2026-09-23 10:11:14,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,55,2026-09-23 09:45:00,180.0,277860,128490,1265,
2026-09-23 10:11:19,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,55,2026-09-23 09:45:00,149.4,5058560,7960030,4340,
2026-09-23 10:11:51,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,56588.0,1913820,14490,6360,
2026-09-23 10:11:53,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,23403.5,16266250,66170,1605,
2026-09-23 10:11:54,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,55,2026-09-23 09:45:00,1245.4,113321500,626500,1436,
2026-09-23 10:11:56,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,55,2026-09-23 09:45:00,576.85,202740,167670,1810,
2026-09-23 10:12:01,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,55,2026-09-23 09:45:00,180.0,277860,128490,4638,
2026-09-23 10:12:01,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,55,2026-09-23 09:45:00,149.4,5058560,7960030,705,
2026-09-23 10:12:03,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,55,2026-09-23 09:45:00,94.9,6054880,13416455,1483,
2026-09-23 10:12:05,GetHistory,HDFCBANK,NSE,15minute,57,2026-09-23 09:45:00,738.45,0,690910,2173,
2026-09-23 10:12:07,GetHistory,RELIANCE,NSE,15minute,57,2026-09-23 09:45:00,1243.5,0,261644,2175,
2026-09-23 10:12:15,GetHistory,NIFTY 50,NSE_IDX,15minute,101,2026-09-23 09:45:00,23377.2,0,0,7285,
2026-09-23 10:12:18,GetHistory,NIFTY BANK,NSE_IDX,15minute,101,2026-09-23 09:45:00,56456.15,0,0,3331,
2026-09-23 10:12:21,GetHistory,NIFTY 50,NSE_IDX,1minute,49,2026-09-23 09:57:00,23370.75,0,0,3482,
2026-09-23 10:12:22,GetHistory,RELIANCE,NSE,1minute,43,2026-09-23 09:57:00,1243.3,0,17537,482,
2026-09-23 10:12:23,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,43,2026-09-23 09:57:00,23395.0,16262675,7410,982,
2026-09-23 10:12:24,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,43,2026-09-23 09:57:00,143.85,4985110,1121380,1093,
2026-09-23 10:12:55,GetExchangeSnapshot,NFO,NFO,1minute,3953,2026-09-23 09:57:00,3626,845334,3953,31087,
2026-09-23 10:13:21,GetExchangeSnapshot,NSE,NSE,1minute,1800,2026-09-23 09:58:00,2,338612,1800,26107,
2026-09-23 10:13:50,GetHistory,NIFTY 50,NSE_IDX,1minute,50,2026-09-23 09:58:00,23371.25,0,0,984,
2026-09-23 10:13:51,GetHistory,RELIANCE,NSE,1minute,44,2026-09-23 09:58:00,1243.2,0,10831,972,
2026-09-23 10:13:52,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,44,2026-09-23 09:58:00,23394.5,16265080,2275,982,
2026-09-23 10:13:53,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,44,2026-09-23 09:58:00,145.45,5047120,299780,981,
2026-09-23 10:14:36,GetExchangeSnapshot,NFO,NFO,1minute,3834,2026-09-23 09:59:00,3510,820098,3834,43510,
2026-09-23 10:16:25,GetHistory,NIFTY 50,NSE_IDX,1minute,53,2026-09-23 10:01:00,23376.45,0,0,630,
2026-09-23 10:16:26,GetHistory,RELIANCE,NSE,1minute,47,2026-09-23 10:01:00,1243.6,0,4792,954,
2026-09-23 10:16:27,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,47,2026-09-23 10:01:00,23410.0,16268330,2080,984,
2026-09-23 10:16:28,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,47,2026-09-23 10:01:00,149.15,5108675,308880,986,
2026-09-23 10:16:56,GetExchangeSnapshot,NFO,NFO,1minute,3708,2026-09-23 10:01:00,3353,793631,3708,28589,
2026-09-23 10:17:21,GetExchangeSnapshot,NSE,NSE,1minute,1846,2026-09-23 10:02:00,3,347238,1846,24096,
2026-09-23 10:17:44,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,56618.2,1910790,37260,3393,
2026-09-23 10:17:46,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,23390.0,16269565,43095,1544,
2026-09-23 10:17:49,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,1242.3,113322500,371000,3531,
2026-09-23 10:17:50,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,56,2026-09-23 10:00:00,583.45,179700,108180,773,
2026-09-23 10:17:51,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,56,2026-09-23 10:00:00,170.55,287790,114060,1417,
2026-09-23 10:17:55,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,56,2026-09-23 10:00:00,142.4,5116540,5458310,3313,
2026-09-23 10:17:59,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,56,2026-09-23 10:00:00,100.3,6675240,8659495,3811,
2026-09-23 10:18:01,GetHistory,HDFCBANK,NSE,15minute,58,2026-09-23 10:00:00,740.2,0,854474,2100,
2026-09-23 10:18:03,GetHistory,RELIANCE,NSE,15minute,58,2026-09-23 10:00:00,1240.5,0,281412,2425,
2026-09-23 10:18:10,GetHistory,NIFTY 50,NSE_IDX,15minute,102,2026-09-23 10:00:00,23364.95,0,0,7317,
2026-09-23 10:18:14,GetHistory,NIFTY BANK,NSE_IDX,15minute,102,2026-09-23 10:00:00,56475.3,0,0,3918,
2026-09-23 10:18:24,GetHistory,NIFTY 50,NSE_IDX,1minute,55,2026-09-23 10:03:00,23376.85,0,0,984,
2026-09-23 10:18:29,GetHistory,RELIANCE,NSE,1minute,49,2026-09-23 10:03:00,1242.9,0,6597,4709,
2026-09-23 10:18:29,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,49,2026-09-23 10:03:00,23401.0,16268850,2145,537,
2026-09-23 10:18:30,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,49,2026-09-23 10:03:00,149.85,5102500,442585,983,
2026-09-23 10:18:59,GetExchangeSnapshot,NFO,NFO,1minute,3679,2026-09-23 10:03:00,3347,787017,3679,28601,
2026-09-23 10:27:36,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,56618.2,1910790,37260,1989,
2026-09-23 10:27:38,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,23390.0,16269565,43095,1514,
2026-09-23 10:27:39,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,56,2026-09-23 10:00:00,1242.3,113322500,371000,1360,
2026-09-23 10:27:40,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,56,2026-09-23 10:00:00,583.45,179700,108180,880,
2026-09-23 10:27:41,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,56,2026-09-23 10:00:00,170.55,287790,114060,1409,
2026-09-23 10:27:45,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,56,2026-09-23 10:00:00,142.4,5116540,5458310,3468,
2026-09-23 10:27:46,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,56,2026-09-23 10:00:00,100.3,6675240,8659495,1501,
2026-09-23 10:27:49,GetHistory,HDFCBANK,NSE,15minute,58,2026-09-23 10:00:00,740.2,0,854474,2182,
2026-09-23 10:27:51,GetHistory,RELIANCE,NSE,15minute,58,2026-09-23 10:00:00,1240.5,0,281412,2452,
2026-09-23 10:27:54,GetHistory,NIFTY 50,NSE_IDX,15minute,102,2026-09-23 10:00:00,23364.95,0,0,3220,
2026-09-23 10:27:58,GetHistory,NIFTY BANK,NSE_IDX,15minute,102,2026-09-23 10:00:00,56475.3,0,0,3839,
2026-09-23 10:28:02,GetHistory,NIFTY 50,NSE_IDX,1minute,65,2026-09-23 10:13:00,23364.7,0,0,3588,
2026-09-23 10:28:02,GetHistory,RELIANCE,NSE,1minute,59,2026-09-23 10:13:00,1240.6,0,14643,792,
2026-09-23 10:28:03,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,59,2026-09-23 10:13:00,23393.2,16269955,1625,1091,
2026-09-23 10:28:04,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,59,2026-09-23 10:13:00,143.3,5036070,443950,995,
2026-09-23 10:28:32,GetExchangeSnapshot,NFO,NFO,1minute,3606,2026-09-23 10:13:00,3265,771142,3606,27838,
2026-09-23 10:28:56,GetExchangeSnapshot,NSE,NSE,1minute,1811,2026-09-23 10:13:00,1,340720,1811,24005,
2026-09-23 10:29:36,GetHistory,NIFTY 50,NSE_IDX,1minute,66,2026-09-23 10:14:00,23364.95,0,0,1297,
2026-09-23 10:29:37,GetHistory,RELIANCE,NSE,1minute,60,2026-09-23 10:14:00,1240.5,0,21470,1065,
2026-09-23 10:29:41,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,60,2026-09-23 10:14:00,23390.0,16269565,2730,3825,
2026-09-23 10:29:42,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,60,2026-09-23 10:14:00,142.4,5116540,203840,768,
2026-09-23 10:30:10,GetExchangeSnapshot,NFO,NFO,1minute,3605,2026-09-23 10:15:00,3267,771291,3605,27744,
2026-09-23 10:30:34,GetExchangeSnapshot,NSE,NSE,1minute,1838,2026-09-23 10:15:00,2,345848,1838,24040,
2026-09-23 10:31:52,GetHistory,NIFTY 50,NSE_IDX,1minute,68,2026-09-23 10:16:00,23378.9,0,0,1262,
2026-09-23 10:31:53,GetHistory,RELIANCE,NSE,1minute,62,2026-09-23 10:16:00,1243.3,0,21887,985,
2026-09-23 10:31:54,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,62,2026-09-23 10:16:00,23400.0,16269565,3770,981,
2026-09-23 10:31:59,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,62,2026-09-23 10:16:00,149.7,5198635,680680,4268,
2026-09-23 10:32:26,GetExchangeSnapshot,NFO,NFO,1minute,3638,2026-09-23 10:17:00,3279,778604,3638,26971,
2026-09-23 10:32:49,GetExchangeSnapshot,NSE,NSE,1minute,1789,2026-09-23 10:17:00,2,336534,1789,23418,
2026-09-23 10:33:09,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,56677.6,1905300,12870,1714,
2026-09-23 10:33:10,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,23422.0,16256500,77805,1425,
2026-09-23 10:33:13,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,1244.7,113284500,302500,2999,
2026-09-23 10:33:14,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,57,2026-09-23 10:15:00,610.25,160620,74040,1046,
2026-09-23 10:33:16,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,57,2026-09-23 10:15:00,158.35,301620,103470,1232,
2026-09-23 10:33:19,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,57,2026-09-23 10:15:00,159.5,4755855,7873775,3105,
2026-09-23 10:33:20,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,57,2026-09-23 10:15:00,85.6,7404995,8486595,1396,
2026-09-23 10:33:23,GetHistory,HDFCBANK,NSE,15minute,59,2026-09-23 10:15:00,740.4,0,889599,2371,
2026-09-23 10:33:27,GetHistory,RELIANCE,NSE,15minute,59,2026-09-23 10:15:00,1242.9,0,220198,4205,
2026-09-23 10:33:30,GetHistory,NIFTY 50,NSE_IDX,15minute,103,2026-09-23 10:15:00,23398.35,0,0,3268,
2026-09-23 10:33:33,GetHistory,NIFTY BANK,NSE_IDX,15minute,103,2026-09-23 10:15:00,56523.15,0,0,3279,
2026-09-23 10:43:50,GetHistory,FUTIDX_BANKNIFTY_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,56677.6,1905300,12870,2113,
2026-09-23 10:43:52,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,23422.0,16256500,77805,1514,
2026-09-23 10:43:53,GetHistory,FUTSTK_RELIANCE_29SEP2026_XX_0,NFO,15minute,57,2026-09-23 10:15:00,1244.7,113284500,302500,1517,
2026-09-23 10:43:57,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_CE_56200,NFO,15minute,57,2026-09-23 10:15:00,610.25,160620,74040,3259,
2026-09-23 10:43:58,GetHistory,OPTIDX_BANKNIFTY_29SEP2026_PE_56200,NFO,15minute,57,2026-09-23 10:15:00,158.35,301620,103470,1249,
2026-09-23 10:43:59,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,15minute,57,2026-09-23 10:15:00,159.5,4755855,7873775,946,
2026-09-23 10:44:03,GetHistory,OPTIDX_NIFTY_29SEP2026_PE_23350,NFO,15minute,57,2026-09-23 10:15:00,85.6,7404995,8486595,4081,
2026-09-23 10:44:05,GetHistory,HDFCBANK,NSE,15minute,59,2026-09-23 10:15:00,740.4,0,889599,2510,
2026-09-23 10:44:08,GetHistory,RELIANCE,NSE,15minute,59,2026-09-23 10:15:00,1242.9,0,220198,2526,
2026-09-23 10:44:11,GetHistory,NIFTY 50,NSE_IDX,15minute,103,2026-09-23 10:15:00,23398.35,0,0,3325,
2026-09-23 10:44:16,GetHistory,NIFTY BANK,NSE_IDX,15minute,103,2026-09-23 10:15:00,56523.15,0,0,4853,
2026-09-23 10:44:19,GetHistory,NIFTY 50,NSE_IDX,1minute,81,2026-09-23 10:29:00,23398.35,0,0,3295,
2026-09-23 10:44:20,GetHistory,RELIANCE,NSE,1minute,75,2026-09-23 10:29:00,1242.9,0,17710,826,
2026-09-23 10:44:21,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,75,2026-09-23 10:29:00,23422.0,16256500,3120,669,
2026-09-23 10:44:25,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,75,2026-09-23 10:29:00,159.5,4755855,344630,3943,
2026-09-23 10:44:53,GetExchangeSnapshot,NFO,NFO,1minute,3383,2026-09-23 10:29:00,3049,723736,3383,27844,
2026-09-23 10:45:50,GetExchangeSnapshot,NSE,NSE,1minute,1753,2026-09-23 10:30:00,2,329539,1753,57448,
2026-09-23 10:46:10,GetHistory,NIFTY 50,NSE_IDX,1minute,83,2026-09-23 10:31:00,23400.45,0,0,1936,
2026-09-23 10:46:10,GetHistory,RELIANCE,NSE,1minute,77,2026-09-23 10:31:00,1242.9,0,5432,735,
2026-09-23 10:46:11,GetHistory,FUTIDX_NIFTY_29SEP2026_XX_0,NFO,1minute,77,2026-09-23 10:31:00,23425.0,16256175,6630,886,
2026-09-23 10:46:12,GetHistory,OPTIDX_NIFTY_29SEP2026_CE_23350,NFO,1minute,77,2026-09-23 10:31:00,160.85,4596995,361010,1185,
