memory_days,mode,entry_date,signal_date,n_positions,symbols
1,all_prev_manual,2024-12-17,2024-12-16,15,"LATENTVIEW,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,CHALET,SYRMA,PGEL,SWANCORP,WOCKPHARMA,ZENTEC,JUBLINGREA,JWL"
1,all_prev_manual,2024-12-18,2024-12-17,15,"AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,POWERINDIA,KPRMILL,PGEL,JYOTICNC,ZENTEC,CHALET,SWANCORP,WOCKPHARMA,KAYNES,TEGA"
1,all_prev_manual,2024-12-19,2024-12-18,15,"TECHNOE,KFINTECH,AEGISLOG,GICRE,CARTRADE,KPRMILL,HONASA,POWERINDIA,JYOTICNC,ZENTEC,PGEL,CRAFTSMAN,BHARTIHEXA,BLUEJET,CHALET"
1,all_prev_manual,2024-12-20,2024-12-19,15,"AEGISLOG,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,PGEL,KFINTECH,BLUEJET,CRAFTSMAN,JYOTICNC,KAYNES,KPRMILL"
1,all_prev_manual,2024-12-23,2024-12-20,15,"ACE,AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,KPRMILL,CARTRADE,KFINTECH,KEC,JYOTICNC,BLUEJET,GRAVITA,GVT&D"
1,all_prev_manual,2024-12-24,2024-12-23,15,"ACE,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,KPRMILL,HONASA,ZENTEC,CARTRADE,TECHNOE,AEGISLOG,GICRE,GRAVITA,KAYNES,MANKIND"
1,all_prev_manual,2024-12-26,2024-12-24,15,"AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,KFINTECH,ZENTEC,CARTRADE,INTELLECT,GICRE,AEGISLOG,AMBER,MANKIND"
1,all_prev_manual,2024-12-27,2024-12-26,15,"AJANTPHARM,GRSE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,KFINTECH,CARTRADE,GICRE,ZENTEC,AMBER,ACUTAAS,SARDAEN"
1,all_prev_manual,2024-12-30,2024-12-27,15,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,ACUTAAS,CEATLTD,DCMSHRIRAM,INTELLECT,GICRE,KFINTECH,CARTRADE,AMBER,NEWGEN"
1,all_prev_manual,2024-12-31,2024-12-30,15,"INTELLECT,AMBER,ACUTAAS,SOLARINDS,HSCL,ELECON,KFINTECH,ITI,NEWGEN,PGEL,CAPLIPOINT,BLUESTARCO,BAJAJHLDNG,PTCIL,POWERINDIA"
1,all_prev_manual,2025-01-01,2024-12-31,15,"MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,SUNDARMFIN,PTCIL,HUDCO,TARIL,VIJAYA,ITI"
1,all_prev_manual,2025-01-02,2025-01-01,15,"CHOLAHLDNG,SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,SUNDARMFIN,POLYMED,PTCIL,VIJAYA,ITI,TARIL,BLUESTARCO,CRISIL,INTELLECT"
1,all_prev_manual,2025-01-03,2025-01-02,15,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,ITI,BLUESTARCO,TARIL,AIIL,CRISIL"
1,all_prev_manual,2025-01-06,2025-01-03,15,"DMART,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI,MAHABANK,HUDCO,BLUESTARCO,AIIL,SUNDARMFIN,CRISIL,CARTRADE,TARIL,CHOLAHLDNG"
1,all_prev_manual,2025-01-07,2025-01-06,15,"TARIL,FORCEMOT,SUNDARMFIN,AWL,RITES,CREDITACC,HUDCO,ITI,AIIL,PTCIL,VIJAYA,SAREGAMA,PARADEEP,DEVYANI,BLUESTARCO"
1,all_prev_manual,2025-01-08,2025-01-07,15,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND,RKFORGE,NAVINFLUOR,UBL,MARICO,ITI,AEGISLOG,PTCIL"
1,all_prev_manual,2025-01-09,2025-01-08,15,"SRF,ANANDRATHI,AARTIIND,CONCORDBIO,RKFORGE,UBL,ITI,AEGISLOG,ACUTAAS,VIJAYA,PTCIL,TARIL,SAREGAMA,CARTRADE,BLUEJET"
1,all_prev_manual,2025-01-10,2025-01-09,15,"SHYAMMETL,SRF,JSWDULUX,ANANDRATHI,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,RKFORGE,BDL,NAVINFLUOR,MARICO,ITI,AEGISLOG"
1,all_prev_manual,2025-01-13,2025-01-10,15,"SHYAMMETL,LLOYDSME,PTCIL,VIJAYA,UBL,RKFORGE,BDL,INDIAMART,AEGISLOG,PHOENIXLTD,AMBER,CREDITACC,ACUTAAS,JSWDULUX,ANANTRAJ"
1,all_prev_manual,2025-01-14,2025-01-13,15,"SHYAMMETL,SRF,LLOYDSME,JSWDULUX,PTCIL,VIJAYA,UBL,BDL,CONCORDBIO,INDIAMART,SUNDARMFIN,CREDITACC,PHOENIXLTD,INTELLECT,AEGISLOG"
1,all_prev_manual,2025-01-16,2025-01-15,15,"IDEA,RAILTEL,RPOWER,NBCC,RVNL,ADANIGREEN,BDL,GMDCLTD,IRCON,BLS,INOXWIND,MINDACORP,SWANCORP,ADANIENSOL,HUDCO"
1,all_prev_manual,2025-01-17,2025-01-16,15,"RAILTEL,GMDCLTD,ADANIENSOL,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,ADANIPOWER,ADANIGREEN,THERMAX,IRCON"
1,all_prev_manual,2025-01-20,2025-01-17,15,"INOXWIND,NBCC,IDBI,ADANIPOWER,JWL,ADANIGREEN,IRCON,THERMAX,BDL,GMDCLTD,PARADEEP,RVNL,BLS,SWANCORP,RPOWER"
1,all_prev_manual,2025-01-21,2025-01-20,15,"HFCL,INOXWIND,SWANCORP,PAYTM,NIACL,JWL,MINDACORP,ADANIGREEN,RAILTEL,BSE,IDBI,BDL,IRCON,IDEA,ADANIPOWER"
1,all_prev_manual,2025-01-22,2025-01-21,15,"CGCL,ZENSARTECH,COFORGE,FIVESTAR,ULTRACEMCO,MPHASIS,WOCKPHARMA,POLICYBZR,MCX,KFINTECH,KEI,NAVA,BLS,PARADEEP,REDINGTON"
1,all_prev_manual,2025-01-23,2025-01-22,15,"PERSISTENT,CGCL,COFORGE,ZENSARTECH,AMBER,FIVESTAR,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KEI,NAVA,KFINTECH,MCX"
1,all_prev_manual,2025-01-24,2025-01-23,15,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,CREDITACC,BBTC,PARADEEP"
1,all_prev_manual,2025-01-27,2025-01-24,15,"CGCL,FIVESTAR,AMBER,GODIGIT,ZENSARTECH,BBTC,PERSISTENT,REDINGTON,PARADEEP,COFORGE,CREDITACC,AIIL,PCBL,NEULANDLAB,DCMSHRIRAM"
1,all_prev_manual,2025-01-28,2025-01-27,15,"PERSISTENT,ZENSARTECH,COFORGE,WOCKPHARMA,POLICYBZR,ULTRACEMCO,MCX,NAVA,BBTC,GODIGIT,FIVESTAR,REDINGTON,DCMSHRIRAM,CGCL,KFINTECH"
1,all_prev_manual,2025-01-29,2025-01-28,15,"POLYMED,ZENTEC,GRAVITA,KPITTECH,PCBL,JMFINANCIL,JUBLFOOD,PGEL,TRENT,KALYANKJIL,BRIGADE,OLECTRA,NETWEB,GODFRYPHLP,SYRMA"
1,all_prev_manual,2025-01-30,2025-01-29,15,"ZENTEC,PGEL,JMFINANCIL,KPITTECH,SYRMA,GODFRYPHLP,GRAVITA,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,CREDITACC,SOBHA,AMBER"
1,all_prev_manual,2025-01-31,2025-01-30,15,"POLYMED,JMFINANCIL,CARTRADE,SYRMA,CREDITACC,POWERINDIA,ACUTAAS,INOXWIND,SOBHA,BLUEJET,BRIGADE,HBLENGINE,GABRIEL,KPITTECH,LAURUSLABS"
1,prof_prev_manual,2024-12-02,2024-11-29,15,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB"
1,prof_prev_manual,2024-12-03,2024-12-02,15,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,ADANIPOWER,NEULANDLAB,PREMIERENE,ATGL,PPLPHARMA,PGEL,HONASA"
1,prof_prev_manual,2024-12-04,2024-12-03,15,"GRSE,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,ADANIGREEN,OLAELEC,NEULANDLAB,INOXWIND,PGEL,ADANIPOWER"
1,prof_prev_manual,2024-12-05,2024-12-04,15,"FINCABLES,PNBHOUSING,HSCL,BLUESTARCO,HONASA,HEG,ADANIGREEN,PREMIERENE,NEULANDLAB,NEWGEN,SWANCORP,GRAPHITE,JPPOWER,OLAELEC,SARDAEN"
1,prof_prev_manual,2024-12-06,2024-12-05,15,"KPIL,CASTROLIND,CESC,FLUOROCHEM,IGL,ANGELONE,SWANCORP,KEC,HEG,PGEL,ADANIGREEN,NEWGEN,PREMIERENE,PPLPHARMA,PARADEEP"
1,prof_prev_manual,2024-12-09,2024-12-06,15,"GRSE,MMTC,INOXWIND,ZEEL,IREDA,MAZDOCK,GABRIEL,SWANCORP,BSE,HEG,PGEL,NEWGEN,POLICYBZR,IGL,KEC"
1,prof_prev_manual,2024-12-10,2024-12-09,15,"INOXWIND,CASTROLIND,MAXHEALTH,ITI,HEG,PGEL,MAPMYINDIA,NEWGEN,BSE,ANGELONE,HBLENGINE,KEC,GVT&D,POLICYBZR,PAYTM"
1,prof_prev_manual,2024-12-11,2024-12-10,15,"CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,ITI,MAPMYINDIA,PGEL,ZENTEC,NEWGEN,SWANCORP,POLICYBZR,BSE,KEC"
1,prof_prev_manual,2024-12-12,2024-12-11,15,"POWERINDIA,CHALET,MAXHEALTH,TITAGARH,ITI,MAPMYINDIA,SWANCORP,ZENTEC,TRITURBINE,CARTRADE,ANGELONE,GABRIEL,PGEL,NEWGEN,BSE"
1,prof_prev_manual,2024-12-13,2024-12-12,15,"PGEL,POWERINDIA,CHALET,BLS,CRISIL,MAXHEALTH,MANAPPURAM,ITI,SWANCORP,JWL,ZENTEC,MAPMYINDIA,JUBLINGREA,GPIL,AIIL"
1,prof_prev_manual,2024-12-16,2024-12-13,15,"PGEL,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,SWANCORP,ITI,CHALET,ZENTEC,JWL,TTML,JUBLINGREA,GABRIEL"
1,prof_prev_manual,2024-12-17,2024-12-16,15,"TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,PGEL,SWANCORP,WOCKPHARMA,ZENTEC,JUBLINGREA,JWL,TBOTEK,CHALET,SYRMA"
1,prof_prev_manual,2024-12-18,2024-12-17,15,"AEGISLOG,PGEL,JYOTICNC,ZENTEC,CHALET,SWANCORP,WOCKPHARMA,KAYNES,TEGA,MAZDOCK,LODHA,PAYTM,TBOTEK,ANANTRAJ,HBLENGINE"
1,prof_prev_manual,2024-12-19,2024-12-18,15,"KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,JYOTICNC,ZENTEC,PGEL,TECHNOE,CRAFTSMAN,BHARTIHEXA,BLUEJET,CHALET,GRAVITA,ACE"
1,prof_prev_manual,2024-12-20,2024-12-19,15,"FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,PGEL,KFINTECH,BLUEJET,CRAFTSMAN,JYOTICNC,KAYNES,KPRMILL,GRAVITA"
1,prof_prev_manual,2024-12-23,2024-12-20,15,"AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,CARTRADE,KFINTECH,KEC,JYOTICNC,BLUEJET,GRAVITA,GVT&D,KAYNES,GODIGIT"
1,prof_prev_manual,2024-12-24,2024-12-23,15,"ACE,ANANTRAJ,ZENTEC,KFINTECH,CARTRADE,TECHNOE,AEGISLOG,GICRE,GRAVITA,KAYNES,MANKIND,BLUEJET,JYOTICNC,KEC,SUNDARMFIN"
1,prof_prev_manual,2024-12-26,2024-12-24,15,"ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,KFINTECH,ZENTEC,CARTRADE,INTELLECT,GICRE,AEGISLOG,AMBER,MANKIND,PTCIL,KEC"
1,prof_prev_manual,2024-12-27,2024-12-26,15,"INTELLECT,DEVYANI,AWL,KFINTECH,CARTRADE,GICRE,ZENTEC,AMBER,PGEL,ACUTAAS,SARDAEN,PTCIL,NEWGEN,ELECON,GVT&D"
1,prof_prev_manual,2024-12-30,2024-12-27,15,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,CEATLTD,DCMSHRIRAM,INTELLECT,GICRE,KFINTECH,CARTRADE,AMBER,NEWGEN,AEGISLOG"
1,prof_prev_manual,2024-12-31,2024-12-30,15,"INTELLECT,ITI,KFINTECH,NEWGEN,PGEL,AMBER,CAPLIPOINT,BLUESTARCO,BAJAJHLDNG,PTCIL,POWERINDIA,MANAPPURAM,ADANIGREEN,SAGILITY,FIVESTAR"
1,prof_prev_manual,2025-01-01,2024-12-31,15,"MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,HUDCO,TARIL,ITI,KFINTECH,NEWGEN,CRISIL,BAJAJHLDNG"
1,prof_prev_manual,2025-01-02,2025-01-01,15,"SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,POLYMED,PTCIL,VIJAYA,ITI,TARIL,BLUESTARCO,CRISIL,INTELLECT,POWERINDIA,BAJAJHLDNG"
1,prof_prev_manual,2025-01-03,2025-01-02,15,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,ITI,BLUESTARCO,TARIL,AIIL,CRISIL"
1,prof_prev_manual,2025-01-06,2025-01-03,15,"DMART,SAREGAMA,SHYAMMETL,IREDA,ITI,MAHABANK,HUDCO,BLUESTARCO,AIIL,SUNDARMFIN,CRISIL,CARTRADE,TARIL,CHOLAHLDNG,PARADEEP"
1,prof_prev_manual,2025-01-07,2025-01-06,15,"AWL,ITI,AIIL,PTCIL,VIJAYA,SAREGAMA,PARADEEP,DEVYANI,BLUESTARCO,SAPPHIRE,LLOYDSME,TARIL,SUNDARMFIN,CARTRADE,AMBER"
1,prof_prev_manual,2025-01-08,2025-01-07,15,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE,NAVINFLUOR,UBL,ITI,AEGISLOG,PTCIL,TARIL,AIIL"
1,prof_prev_manual,2025-01-09,2025-01-08,15,"SRF,ITI,AEGISLOG,ACUTAAS,VIJAYA,PTCIL,TARIL,SAREGAMA,CARTRADE,BLUEJET,PHOENIXLTD,DEVYANI,LLOYDSME,NEULANDLAB,PARADEEP"
1,prof_prev_manual,2025-01-10,2025-01-09,15,"SHYAMMETL,SRF,JSWDULUX,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,BDL,NAVINFLUOR,MARICO,ITI,AEGISLOG,SAREGAMA,ACUTAAS"
1,prof_prev_manual,2025-01-13,2025-01-10,15,"PTCIL,RKFORGE,AEGISLOG,PHOENIXLTD,VIJAYA,AMBER,CREDITACC,ACUTAAS,JSWDULUX,ANANTRAJ,SUNDARMFIN,NAVINFLUOR,CONCORDBIO,ITI,ANANDRATHI"
1,prof_prev_manual,2025-01-14,2025-01-13,15,"SRF,VIJAYA,PTCIL,SUNDARMFIN,CONCORDBIO,CREDITACC,PHOENIXLTD,INTELLECT,AEGISLOG,ANANDRATHI,NAVINFLUOR,RKFORGE,JSWDULUX,ACUTAAS,AARTIIND"
1,prof_prev_manual,2025-01-16,2025-01-15,15,"IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,ADANIPOWER,MAZDOCK,MAHABANK,DEVYANI,ELECON,360ONE"
1,prof_prev_manual,2025-01-17,2025-01-16,15,"RAILTEL,GMDCLTD,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,ADANIPOWER,ADANIGREEN,THERMAX,IRCON,MAHABANK"
1,prof_prev_manual,2025-01-20,2025-01-17,15,"IDBI,ADANIPOWER,JWL,ADANIGREEN,IRCON,THERMAX,BDL,GMDCLTD,PARADEEP,RVNL,BLS,SWANCORP,RPOWER,NBCC,HINDCOPPER"
1,prof_prev_manual,2025-01-21,2025-01-20,15,"JWL,IDBI,BDL,IRCON,IDEA,ADANIPOWER,PAYTM,BLS,GRSE,NBCC,ANANTRAJ,MAZDOCK,CREDITACC,ADANIGREEN,AIIL"
1,prof_prev_manual,2025-01-22,2025-01-21,15,"CGCL,ULTRACEMCO,MPHASIS,NAVA,BLS,PARADEEP,REDINGTON,AIIL,TTML,JWL,FACT,BDL,IDBI,PAYTM,GRSE"
1,prof_prev_manual,2025-01-23,2025-01-22,15,"PERSISTENT,MPHASIS,KEI,PARADEEP,BLS,CREDITACC,REDINGTON,TARIL,TEJASNET,TTML,JWL,IDBI,CGPOWER,BDL,PNBHOUSING"
1,prof_prev_manual,2025-01-24,2025-01-23,15,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,CREDITACC,BBTC,PARADEEP"
1,prof_prev_manual,2025-01-27,2025-01-24,15,"CGCL,FIVESTAR,AMBER,GODIGIT,ZENSARTECH,BBTC,PERSISTENT,REDINGTON,PARADEEP,COFORGE,CREDITACC,AIIL,PCBL,NEULANDLAB,DCMSHRIRAM"
1,prof_prev_manual,2025-01-28,2025-01-27,15,"COFORGE,POLICYBZR,GODIGIT,ZENSARTECH,FIVESTAR,REDINGTON,BBTC,DCMSHRIRAM,CGCL,KFINTECH,PERSISTENT,AWL,SUMICHEM,PTCIL,MPHASIS"
1,prof_prev_manual,2025-01-29,2025-01-28,15,"GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,AMBER,CREDITACC,SOBHA,GODIGIT,ZENSARTECH,FIVESTAR,DCMSHRIRAM,SHRIRAMFIN,COFORGE"
1,prof_prev_manual,2025-01-30,2025-01-29,15,"ZENTEC,PGEL,JMFINANCIL,KPITTECH,SYRMA,GODFRYPHLP,GRAVITA,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,CREDITACC,SOBHA,AMBER"
1,prof_prev_manual,2025-01-31,2025-01-30,15,"CARTRADE,SYRMA,CREDITACC,POWERINDIA,ACUTAAS,INOXWIND,SOBHA,BLUEJET,BRIGADE,HBLENGINE,GABRIEL,KPITTECH,LAURUSLABS,SUMICHEM,ZENSARTECH"
2,all_prev_manual,2024-12-02,2024-11-29,15,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB"
2,all_prev_manual,2024-12-03,2024-12-02,15,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,NEULANDLAB,PREMIERENE"
2,all_prev_manual,2024-12-04,2024-12-03,15,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL"
2,all_prev_manual,2024-12-05,2024-12-04,15,"GRSE,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,MMTC,FLUOROCHEM,RPOWER,BLUESTARCO"
2,all_prev_manual,2024-12-06,2024-12-05,15,"FINCABLES,PNBHOUSING,KPIL,MMTC,FLUOROCHEM,HSCL,RPOWER,BLUESTARCO,INOXWIND,CASTROLIND,CESC,IGL,ANGELONE,SWANCORP,KEC"
2,all_prev_manual,2024-12-09,2024-12-06,15,"INOXWIND,KPIL,CASTROLIND,MMTC,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL"
2,all_prev_manual,2024-12-10,2024-12-09,15,"GRSE,MMTC,INOXWIND,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL,IGL,CASTROLIND,MAXHEALTH,ITI,HEG,PGEL"
2,all_prev_manual,2024-12-11,2024-12-10,15,"INOXWIND,ZEEL,IGL,GRSE,J&KBANK,IREDA,BANKINDIA,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL"
2,all_prev_manual,2024-12-12,2024-12-11,15,"CLEAN,MAXHEALTH,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,PGEL,POWERINDIA,CHALET,TITAGARH,ITI,MAPMYINDIA,SWANCORP,ZENTEC"
2,all_prev_manual,2024-12-13,2024-12-12,15,"PGEL,POWERINDIA,KPRMILL,CHALET,MAXHEALTH,TITAGARH,RPOWER,JBMA,BLS,CRISIL,MANAPPURAM,ITI,SWANCORP,JWL,ZENTEC"
2,all_prev_manual,2024-12-16,2024-12-13,15,"PGEL,JBMA,POWERINDIA,KPRMILL,CHALET,RPOWER,BLS,CRISIL,MAXHEALTH,MANAPPURAM,TITAGARH,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA"
2,all_prev_manual,2024-12-17,2024-12-16,15,"PGEL,TITAGARH,JBMA,LATENTVIEW,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,TARIL,MANAPPURAM,BLS,POWERINDIA,MAXHEALTH,CHALET"
2,all_prev_manual,2024-12-18,2024-12-17,15,"LATENTVIEW,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,CHALET,SYRMA,AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,KPRMILL"
2,all_prev_manual,2024-12-19,2024-12-18,15,"AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,POWERINDIA,KPRMILL,TECHNOE,GICRE,HONASA,JYOTICNC,ZENTEC,PGEL,CRAFTSMAN,BHARTIHEXA"
2,all_prev_manual,2024-12-20,2024-12-19,15,"TECHNOE,KFINTECH,AEGISLOG,GICRE,CARTRADE,KPRMILL,HONASA,POWERINDIA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,PGEL,BLUEJET"
2,all_prev_manual,2024-12-23,2024-12-20,15,"AEGISLOG,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,ACE,TECHNOE,GICRE,KPRMILL,KFINTECH,KEC,JYOTICNC"
2,all_prev_manual,2024-12-24,2024-12-23,15,"ACE,AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,KPRMILL,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,HONASA,CARTRADE,GRAVITA"
2,all_prev_manual,2024-12-26,2024-12-24,15,"ACE,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,KPRMILL,HONASA,AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,ZENTEC"
2,all_prev_manual,2024-12-27,2024-12-26,15,"AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,KFINTECH,CARTRADE"
2,all_prev_manual,2024-12-30,2024-12-27,15,"AJANTPHARM,GRSE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,ACUTAAS,CEATLTD,DCMSHRIRAM,GICRE,KFINTECH,CARTRADE,AMBER"
2,all_prev_manual,2024-12-31,2024-12-30,15,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,ACUTAAS,CEATLTD,DCMSHRIRAM,INTELLECT,AMBER,SOLARINDS,HSCL,ELECON,KFINTECH"
2,all_prev_manual,2025-01-01,2024-12-31,15,"INTELLECT,AMBER,ACUTAAS,SOLARINDS,HSCL,ELECON,KFINTECH,MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL"
2,all_prev_manual,2025-01-02,2025-01-01,15,"MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,SUNDARMFIN,PTCIL,HUDCO,TARIL,VIJAYA,AWL"
2,all_prev_manual,2025-01-03,2025-01-02,15,"CHOLAHLDNG,SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,SUNDARMFIN,POLYMED,PTCIL,VIJAYA,FORCEMOT,OIL,HUDCO,EICHERMOT,CARTRADE"
2,all_prev_manual,2025-01-06,2025-01-03,15,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI"
2,all_prev_manual,2025-01-07,2025-01-06,15,"DMART,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI,MAHABANK,HUDCO,TARIL,FORCEMOT,SUNDARMFIN,AWL,CREDITACC,AIIL,PTCIL"
2,all_prev_manual,2025-01-08,2025-01-07,15,"TARIL,FORCEMOT,SUNDARMFIN,AWL,RITES,CREDITACC,HUDCO,SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND"
2,all_prev_manual,2025-01-09,2025-01-08,15,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND,RKFORGE,NAVINFLUOR,UBL,MARICO,CONCORDBIO,ITI,AEGISLOG"
2,all_prev_manual,2025-01-10,2025-01-09,15,"SRF,ANANDRATHI,AARTIIND,CONCORDBIO,RKFORGE,UBL,SHYAMMETL,JSWDULUX,PTCIL,VIJAYA,LLOYDSME,BDL,NAVINFLUOR,MARICO,ITI"
2,all_prev_manual,2025-01-13,2025-01-10,15,"SHYAMMETL,SRF,JSWDULUX,ANANDRATHI,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,RKFORGE,BDL,NAVINFLUOR,MARICO,INDIAMART,AEGISLOG"
2,all_prev_manual,2025-01-14,2025-01-13,15,"SHYAMMETL,LLOYDSME,PTCIL,VIJAYA,UBL,RKFORGE,BDL,INDIAMART,SRF,JSWDULUX,CONCORDBIO,SUNDARMFIN,CREDITACC,PHOENIXLTD,INTELLECT"
2,all_prev_manual,2025-01-16,2025-01-15,15,"SHYAMMETL,SRF,LLOYDSME,JSWDULUX,PTCIL,VIJAYA,UBL,BDL,CONCORDBIO,INDIAMART,IDEA,RAILTEL,RPOWER,NBCC,RVNL"
