memory_days,mode,entry_date,manual_n,profitable_n,hit_n,profitable_hit_n,profitable_coverage_pct,picked_symbols,missed_profitable_symbols
2,all_prev_manual,2024-12-13,9,7,5,4,57.14285714285714,"PGEL,POWERINDIA,KPRMILL,CHALET,MAXHEALTH,TITAGARH,RPOWER,JBMA,BLS,CRISIL,MANAPPURAM,ITI,SWANCORP,JWL,ZENTEC","DELHIVERY,GODFRYPHLP,SYRMA"
2,all_prev_manual,2024-12-16,9,6,8,5,83.33333333333334,"PGEL,JBMA,POWERINDIA,KPRMILL,CHALET,RPOWER,BLS,CRISIL,MAXHEALTH,MANAPPURAM,TITAGARH,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA",TARIL
2,all_prev_manual,2024-12-17,7,1,2,0,0.0,"PGEL,TITAGARH,JBMA,LATENTVIEW,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,TARIL,MANAPPURAM,BLS,POWERINDIA,MAXHEALTH,CHALET",AEGISLOG
2,all_prev_manual,2024-12-18,8,5,5,3,60.0,"LATENTVIEW,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,CHALET,SYRMA,AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,KPRMILL","GICRE,HONASA"
2,all_prev_manual,2024-12-19,8,7,4,3,42.857142857142854,"AEGISLOG,CARTRADE,BLUEJET,KFINTECH,MANKIND,POWERINDIA,KPRMILL,TECHNOE,GICRE,HONASA,JYOTICNC,ZENTEC,PGEL,CRAFTSMAN,BHARTIHEXA","ANANTRAJ,FIVESTAR,GVT&D,NEWGEN"
2,all_prev_manual,2024-12-20,8,6,7,6,100.0,"TECHNOE,KFINTECH,AEGISLOG,GICRE,CARTRADE,KPRMILL,HONASA,POWERINDIA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,PGEL,BLUEJET",
2,all_prev_manual,2024-12-23,7,2,5,2,100.0,"AEGISLOG,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,ACE,TECHNOE,GICRE,KPRMILL,KFINTECH,KEC,JYOTICNC",
2,all_prev_manual,2024-12-24,7,5,0,0,0.0,"ACE,AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,KPRMILL,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,HONASA,CARTRADE,GRAVITA","ACUTAAS,ELECON,HSCL,SIGNATURE,SOLARINDS"
2,all_prev_manual,2024-12-26,8,3,2,0,0.0,"ACE,ANANTRAJ,KFINTECH,POWERINDIA,IPCALAB,KPRMILL,HONASA,AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,ZENTEC","AWL,DEVYANI,INTELLECT"
2,all_prev_manual,2024-12-27,9,8,7,6,75.0,"AJANTPHARM,GRSE,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,KFINTECH,CARTRADE","CEATLTD,DCMSHRIRAM"
2,all_prev_manual,2024-12-30,7,1,4,1,100.0,"AJANTPHARM,GRSE,PTCIL,PGEL,INTELLECT,DEVYANI,CAPLIPOINT,AWL,ACUTAAS,CEATLTD,DCMSHRIRAM,GICRE,KFINTECH,CARTRADE,AMBER",
2,all_prev_manual,2024-12-31,14,10,1,0,0.0,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,ACUTAAS,CEATLTD,DCMSHRIRAM,INTELLECT,AMBER,SOLARINDS,HSCL,ELECON,KFINTECH","DMART,HUDCO,LATENTVIEW,MAHABANK,OIL,RAILTEL,SAMMAANCAP,SAREGAMA,SHYAMMETL,TARIL"
2,all_prev_manual,2025-01-01,10,8,5,4,50.0,"INTELLECT,AMBER,ACUTAAS,SOLARINDS,HSCL,ELECON,KFINTECH,MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL","AWL,POLYMED,PTCIL,VIJAYA"
2,all_prev_manual,2025-01-02,10,10,6,6,60.0,"MAHABANK,DMART,CHOLAHLDNG,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,SUNDARMFIN,PTCIL,HUDCO,TARIL,VIJAYA,AWL","CARTRADE,EICHERMOT,FORCEMOT,IGL"
2,all_prev_manual,2025-01-03,8,7,4,4,57.14285714285714,"CHOLAHLDNG,SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,SUNDARMFIN,POLYMED,PTCIL,VIJAYA,FORCEMOT,OIL,HUDCO,EICHERMOT,CARTRADE","IREDA,ITI,MAHABANK"
2,all_prev_manual,2025-01-06,7,1,4,0,0.0,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI",AWL
2,all_prev_manual,2025-01-07,12,10,1,1,10.0,"DMART,SAREGAMA,SHYAMMETL,IREDA,RITES,ITI,MAHABANK,HUDCO,TARIL,FORCEMOT,SUNDARMFIN,AWL,CREDITACC,AIIL,PTCIL","ANANDRATHI,BDL,JSWDULUX,LLOYDSME,NAVINFLUOR,RKFORGE,SRF,UBL,VIJAYA"
2,all_prev_manual,2025-01-08,6,1,3,1,100.0,"TARIL,FORCEMOT,SUNDARMFIN,AWL,RITES,CREDITACC,HUDCO,SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND",
2,all_prev_manual,2025-01-09,13,11,12,10,90.9090909090909,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,AARTIIND,RKFORGE,NAVINFLUOR,UBL,MARICO,CONCORDBIO,ITI,AEGISLOG",PTCIL
2,all_prev_manual,2025-01-10,8,2,7,2,100.0,"SRF,ANANDRATHI,AARTIIND,CONCORDBIO,RKFORGE,UBL,SHYAMMETL,JSWDULUX,PTCIL,VIJAYA,LLOYDSME,BDL,NAVINFLUOR,MARICO,ITI",
2,all_prev_manual,2025-01-13,10,2,9,2,100.0,"SHYAMMETL,SRF,JSWDULUX,ANANDRATHI,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,RKFORGE,BDL,NAVINFLUOR,MARICO,INDIAMART,AEGISLOG",
2,all_prev_manual,2025-01-14,15,9,1,0,0.0,"SHYAMMETL,LLOYDSME,PTCIL,VIJAYA,UBL,RKFORGE,BDL,INDIAMART,SRF,JSWDULUX,CONCORDBIO,SUNDARMFIN,CREDITACC,PHOENIXLTD,INTELLECT","ADANIENSOL,ADANIGREEN,GMDCLTD,HUDCO,IDEA,IRCON,NBCC,RVNL,SWANCORP"
2,all_prev_manual,2025-01-16,11,10,4,4,40.0,"SHYAMMETL,SRF,LLOYDSME,JSWDULUX,PTCIL,VIJAYA,UBL,BDL,CONCORDBIO,INDIAMART,IDEA,RAILTEL,RPOWER,NBCC,RVNL","GMDCLTD,HUDCO,IDBI,JWL,SAMMAANCAP,SWANCORP"
2,all_prev_manual,2025-01-17,2,0,2,0,0.0,"IDEA,RAILTEL,RPOWER,NBCC,RVNL,ADANIGREEN,BDL,GMDCLTD,IRCON,BLS,INOXWIND,MINDACORP,SWANCORP,ADANIENSOL,HUDCO",
2,all_prev_manual,2025-01-20,10,0,5,0,0.0,"RAILTEL,GMDCLTD,ADANIENSOL,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,INOXWIND,NBCC,ADANIPOWER,ADANIGREEN",
2,all_prev_manual,2025-01-21,12,4,0,0,0.0,"INOXWIND,NBCC,HFCL,SWANCORP,PAYTM,NIACL,JWL,MINDACORP,ADANIGREEN,RAILTEL,BSE,IDBI,BDL,IRCON,IDEA","CGCL,MPHASIS,NAVA,ULTRACEMCO"
2,all_prev_manual,2025-01-22,15,3,5,0,0.0,"HFCL,INOXWIND,SWANCORP,PAYTM,NIACL,JWL,MINDACORP,ADANIGREEN,RAILTEL,BSE,CGCL,ZENSARTECH,COFORGE,FIVESTAR,ULTRACEMCO","KEI,MPHASIS,PERSISTENT"
2,all_prev_manual,2025-01-23,12,12,12,12,100.0,"CGCL,ZENSARTECH,COFORGE,FIVESTAR,ULTRACEMCO,MPHASIS,WOCKPHARMA,POLICYBZR,MCX,KFINTECH,KEI,NAVA,PERSISTENT,AMBER,LAURUSLABS",
2,all_prev_manual,2025-01-24,2,2,2,2,100.0,"PERSISTENT,CGCL,COFORGE,ZENSARTECH,AMBER,FIVESTAR,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KEI,NAVA,KFINTECH,MCX",
2,all_prev_manual,2025-01-27,9,2,8,2,100.0,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,FIVESTAR,GODIGIT,BBTC",
2,all_prev_manual,2025-01-28,15,6,0,0,0.0,"CGCL,FIVESTAR,PERSISTENT,ZENSARTECH,COFORGE,WOCKPHARMA,POLICYBZR,ULTRACEMCO,MCX,NAVA,BBTC,GODIGIT,REDINGTON,DCMSHRIRAM,KFINTECH","BRIGADE,GRAVITA,JMFINANCIL,KPITTECH,OLECTRA,SYRMA"
2,all_prev_manual,2025-01-29,12,12,4,4,33.33333333333333,"PERSISTENT,ZENSARTECH,COFORGE,WOCKPHARMA,POLICYBZR,ULTRACEMCO,MCX,NAVA,BBTC,POLYMED,ZENTEC,GRAVITA,KPITTECH,PCBL,JMFINANCIL","GODFRYPHLP,JUBLPHARMA,KALYANKJIL,NETWEB,NEWGEN,PGEL,SYRMA,TRENT"
2,all_prev_manual,2025-01-30,2,0,2,0,0.0,"POLYMED,ZENTEC,GRAVITA,KPITTECH,PCBL,JMFINANCIL,JUBLFOOD,PGEL,TRENT,KALYANKJIL,BRIGADE,OLECTRA,NETWEB,GODFRYPHLP,SYRMA",
2,all_prev_manual,2025-01-31,12,11,9,8,72.72727272727273,"ZENTEC,PGEL,JMFINANCIL,KPITTECH,SYRMA,GODFRYPHLP,GRAVITA,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,POLYMED,CARTRADE,CREDITACC","JUBLFOOD,PCBL,PNBHOUSING"
2,prof_prev_manual,2024-12-02,10,5,2,0,0.0,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB","BDL,CAMS,COCHINSHIP,GRSE,SONATSOFTW"
2,prof_prev_manual,2024-12-03,11,9,1,1,11.11111111111111,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,ADANIPOWER,NEULANDLAB,PREMIERENE,ATGL,PPLPHARMA,PGEL,HONASA","ANGELONE,BLS,HSCL,KPIL,KPITTECH,TATAELXSI,UCOBANK,ZEEL"
2,prof_prev_manual,2024-12-04,8,4,2,1,25.0,"BDL,CAMS,GRSE,COCHINSHIP,SONATSOFTW,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,ADANIGREEN,OLAELEC","BLUESTARCO,FINCABLES,PNBHOUSING"
2,prof_prev_manual,2024-12-05,8,6,2,2,33.33333333333333,"GRSE,KPIL,KPITTECH,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,FINCABLES,PNBHOUSING,BLUESTARCO,HONASA,HEG,ADANIGREEN","CASTROLIND,CESC,FLUOROCHEM,IGL"
2,prof_prev_manual,2024-12-06,9,7,0,0,0.0,"FINCABLES,PNBHOUSING,HSCL,BLUESTARCO,KPIL,CASTROLIND,CESC,FLUOROCHEM,IGL,ANGELONE,SWANCORP,KEC,HEG,PGEL,ADANIGREEN","GABRIEL,GRSE,INOXWIND,IREDA,MAZDOCK,MMTC,ZEEL"
2,prof_prev_manual,2024-12-09,9,3,6,2,66.66666666666666,"KPIL,CASTROLIND,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,MMTC,INOXWIND,ZEEL,IREDA,MAZDOCK,GABRIEL,SWANCORP,BSE",MAXHEALTH
2,prof_prev_manual,2024-12-10,7,6,1,0,0.0,"GRSE,MMTC,INOXWIND,ZEEL,IREDA,MAZDOCK,GABRIEL,CASTROLIND,MAXHEALTH,ITI,HEG,PGEL,MAPMYINDIA,NEWGEN,BSE","CLEAN,CRISIL,KPRMILL,RPOWER,SYRMA,TARIL"
2,prof_prev_manual,2024-12-11,7,4,4,1,25.0,"INOXWIND,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,ITI,MAPMYINDIA,PGEL,ZENTEC,NEWGEN,SWANCORP","CHALET,POWERINDIA,TITAGARH"
2,prof_prev_manual,2024-12-12,10,7,6,4,57.14285714285714,"CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,POWERINDIA,CHALET,MAXHEALTH,TITAGARH,ITI,MAPMYINDIA,SWANCORP,ZENTEC,TRITURBINE","BLS,MANAPPURAM,PGEL"
2,prof_prev_manual,2024-12-13,9,7,3,2,28.57142857142857,"POWERINDIA,CHALET,MAXHEALTH,TITAGARH,PGEL,BLS,CRISIL,MANAPPURAM,ITI,SWANCORP,JWL,ZENTEC,MAPMYINDIA,JUBLINGREA,GPIL","DELHIVERY,GODFRYPHLP,JBMA,KPRMILL,SYRMA"
2,prof_prev_manual,2024-12-16,9,6,6,4,66.66666666666666,"PGEL,POWERINDIA,CHALET,BLS,CRISIL,MAXHEALTH,MANAPPURAM,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,SYRMA,SWANCORP,ITI,ZENTEC","TARIL,TITAGARH"
2,prof_prev_manual,2024-12-17,7,1,2,0,0.0,"PGEL,JBMA,GODFRYPHLP,KPRMILL,DELHIVERY,CRISIL,SYRMA,TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,SWANCORP,WOCKPHARMA",AEGISLOG
2,prof_prev_manual,2024-12-18,8,5,2,0,0.0,"TARIL,MANAPPURAM,TITAGARH,BLS,POWERINDIA,MAXHEALTH,AEGISLOG,PGEL,JYOTICNC,ZENTEC,CHALET,SWANCORP,WOCKPHARMA,KAYNES,TEGA","CARTRADE,GICRE,HONASA,KFINTECH,KPRMILL"
2,prof_prev_manual,2024-12-19,8,7,3,2,28.57142857142857,"AEGISLOG,KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,JYOTICNC,ZENTEC,PGEL,TECHNOE,CRAFTSMAN,BHARTIHEXA,BLUEJET,CHALET,GRAVITA","ANANTRAJ,FIVESTAR,GVT&D,NEWGEN,POWERINDIA"
2,prof_prev_manual,2024-12-20,8,6,5,4,66.66666666666666,"KFINTECH,GICRE,CARTRADE,KPRMILL,HONASA,FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,GVT&D,POWERINDIA,PGEL,BLUEJET,CRAFTSMAN,JYOTICNC","AEGISLOG,TECHNOE"
2,prof_prev_manual,2024-12-23,7,2,3,1,50.0,"FIVESTAR,ZENTEC,NEWGEN,ANANTRAJ,CARTRADE,GVT&D,POWERINDIA,AEGISLOG,TECHNOE,GICRE,KFINTECH,KEC,JYOTICNC,BLUEJET,GRAVITA",ACE
2,prof_prev_manual,2024-12-24,7,5,0,0,0.0,"AEGISLOG,TECHNOE,FIVESTAR,GICRE,ZENTEC,NEWGEN,ACE,ANANTRAJ,KFINTECH,CARTRADE,GRAVITA,KAYNES,MANKIND,BLUEJET,JYOTICNC","ACUTAAS,ELECON,HSCL,SIGNATURE,SOLARINDS"
2,prof_prev_manual,2024-12-26,8,3,1,1,33.33333333333333,"ACE,ANANTRAJ,ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,KFINTECH,ZENTEC,CARTRADE,INTELLECT,GICRE,AEGISLOG,AMBER,MANKIND","AWL,DEVYANI"
2,prof_prev_manual,2024-12-27,9,8,3,2,25.0,"ACUTAAS,HSCL,ELECON,SOLARINDS,SIGNATURE,INTELLECT,DEVYANI,AWL,KFINTECH,CARTRADE,GICRE,ZENTEC,AMBER,PGEL,SARDAEN","AJANTPHARM,CAPLIPOINT,CEATLTD,DCMSHRIRAM,GRSE,PTCIL"
2,prof_prev_manual,2024-12-30,7,1,3,1,100.0,"INTELLECT,DEVYANI,AWL,GRSE,AJANTPHARM,PTCIL,PGEL,CAPLIPOINT,CEATLTD,DCMSHRIRAM,GICRE,KFINTECH,CARTRADE,AMBER,NEWGEN",
2,prof_prev_manual,2024-12-31,14,10,1,0,0.0,"GRSE,AJANTPHARM,PTCIL,PGEL,DEVYANI,CAPLIPOINT,CEATLTD,DCMSHRIRAM,INTELLECT,ITI,KFINTECH,NEWGEN,AMBER,BLUESTARCO,BAJAJHLDNG","DMART,HUDCO,LATENTVIEW,MAHABANK,OIL,RAILTEL,SAMMAANCAP,SAREGAMA,SHYAMMETL,TARIL"
2,prof_prev_manual,2025-01-01,10,8,4,4,50.0,"INTELLECT,MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,HUDCO,TARIL,ITI,KFINTECH,NEWGEN,CRISIL","AWL,POLYMED,PTCIL,VIJAYA"
2,prof_prev_manual,2025-01-02,10,10,4,4,40.0,"MAHABANK,DMART,SAMMAANCAP,RAILTEL,SHYAMMETL,SAREGAMA,OIL,LATENTVIEW,HUDCO,TARIL,AWL,POLYMED,PTCIL,VIJAYA,ITI","CARTRADE,CHOLAHLDNG,EICHERMOT,FORCEMOT,IGL,SUNDARMFIN"
2,prof_prev_manual,2025-01-03,8,7,4,4,57.14285714285714,"SHYAMMETL,DMART,SAREGAMA,SAMMAANCAP,AWL,POLYMED,PTCIL,VIJAYA,FORCEMOT,OIL,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE","IREDA,ITI,MAHABANK"
2,prof_prev_manual,2025-01-06,7,1,3,0,0.0,"FORCEMOT,OIL,DMART,CHOLAHLDNG,SUNDARMFIN,HUDCO,EICHERMOT,CARTRADE,IGL,MAHABANK,SAREGAMA,SHYAMMETL,IREDA,ITI,BLUESTARCO",AWL
2,prof_prev_manual,2025-01-07,12,10,2,2,20.0,"DMART,SAREGAMA,SHYAMMETL,IREDA,ITI,MAHABANK,HUDCO,AWL,AIIL,PTCIL,VIJAYA,PARADEEP,DEVYANI,BLUESTARCO,SAPPHIRE","ANANDRATHI,BDL,JSWDULUX,LLOYDSME,NAVINFLUOR,RKFORGE,SRF,UBL"
2,prof_prev_manual,2025-01-08,6,1,4,1,100.0,"AWL,SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE,NAVINFLUOR,UBL,ITI,AEGISLOG,PTCIL,TARIL",
2,prof_prev_manual,2025-01-09,13,11,11,9,81.81818181818183,"SRF,SHYAMMETL,JSWDULUX,ANANDRATHI,LLOYDSME,VIJAYA,BDL,RKFORGE,NAVINFLUOR,UBL,ITI,AEGISLOG,ACUTAAS,PTCIL,TARIL","AARTIIND,MARICO"
2,prof_prev_manual,2025-01-10,8,2,6,1,50.0,"SRF,SHYAMMETL,JSWDULUX,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,BDL,NAVINFLUOR,MARICO,ITI,AEGISLOG,SAREGAMA,ACUTAAS",RKFORGE
2,prof_prev_manual,2025-01-13,10,2,8,2,100.0,"SHYAMMETL,SRF,JSWDULUX,AARTIIND,PTCIL,VIJAYA,LLOYDSME,UBL,BDL,NAVINFLUOR,MARICO,RKFORGE,AEGISLOG,PHOENIXLTD,AMBER",
2,prof_prev_manual,2025-01-14,15,9,0,0,0.0,"PTCIL,RKFORGE,SRF,VIJAYA,SUNDARMFIN,CONCORDBIO,CREDITACC,PHOENIXLTD,INTELLECT,AEGISLOG,ANANDRATHI,NAVINFLUOR,JSWDULUX,ACUTAAS,AARTIIND","ADANIENSOL,ADANIGREEN,GMDCLTD,HUDCO,IDEA,IRCON,NBCC,RVNL,SWANCORP"
2,prof_prev_manual,2025-01-16,11,10,5,4,40.0,"SRF,VIJAYA,IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,ADANIPOWER,MAZDOCK,MAHABANK,DEVYANI","BDL,IDBI,JWL,RAILTEL,RPOWER,SAMMAANCAP"
2,prof_prev_manual,2025-01-17,2,0,1,0,0.0,"IDEA,NBCC,RVNL,ADANIGREEN,GMDCLTD,IRCON,SWANCORP,ADANIENSOL,HUDCO,RAILTEL,RPOWER,JWL,BDL,IDBI,SAMMAANCAP",
2,prof_prev_manual,2025-01-20,10,0,4,0,0.0,"RAILTEL,GMDCLTD,RPOWER,JWL,RVNL,HUDCO,BDL,IDBI,SWANCORP,SAMMAANCAP,ADANIPOWER,ADANIGREEN,IRCON,THERMAX,PARADEEP",
2,prof_prev_manual,2025-01-21,12,4,0,0,0.0,"JWL,IDBI,BDL,IRCON,IDEA,ADANIPOWER,PAYTM,BLS,GRSE,NBCC,ANANTRAJ,MAZDOCK,CREDITACC,ADANIGREEN,AIIL","CGCL,MPHASIS,NAVA,ULTRACEMCO"
2,prof_prev_manual,2025-01-22,15,3,4,1,33.33333333333333,"CGCL,ULTRACEMCO,MPHASIS,NAVA,BLS,PARADEEP,REDINGTON,AIIL,TTML,JWL,FACT,BDL,IDBI,PAYTM,GRSE","KEI,PERSISTENT"
2,prof_prev_manual,2025-01-23,12,12,5,5,41.66666666666667,"CGCL,ULTRACEMCO,MPHASIS,NAVA,PERSISTENT,KEI,PARADEEP,BLS,CREDITACC,REDINGTON,TARIL,TEJASNET,TTML,JWL,IDBI","AMBER,COFORGE,KFINTECH,LAURUSLABS,POLICYBZR,WOCKPHARMA,ZENSARTECH"
2,prof_prev_manual,2025-01-24,2,2,1,1,50.0,"PERSISTENT,MPHASIS,KEI,CGCL,COFORGE,ZENSARTECH,AMBER,WOCKPHARMA,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,CREDITACC,BBTC",FIVESTAR
2,prof_prev_manual,2025-01-27,9,2,8,2,100.0,"CGCL,COFORGE,PERSISTENT,ZENSARTECH,AMBER,WOCKPHARMA,MPHASIS,POLICYBZR,ULTRACEMCO,LAURUSLABS,KFINTECH,NAVA,FIVESTAR,GODIGIT,BBTC",
2,prof_prev_manual,2025-01-28,15,6,0,0,0.0,"CGCL,FIVESTAR,COFORGE,POLICYBZR,GODIGIT,ZENSARTECH,REDINGTON,BBTC,DCMSHRIRAM,KFINTECH,PERSISTENT,AWL,SUMICHEM,PTCIL,MPHASIS","BRIGADE,GRAVITA,JMFINANCIL,KPITTECH,OLECTRA,SYRMA"
2,prof_prev_manual,2025-01-29,12,12,4,4,33.33333333333333,"COFORGE,POLICYBZR,GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,AMBER,CREDITACC,SOBHA,GODIGIT,ZENSARTECH,FIVESTAR,DCMSHRIRAM","GODFRYPHLP,JUBLPHARMA,KALYANKJIL,NETWEB,NEWGEN,PGEL,TRENT,ZENTEC"
2,prof_prev_manual,2025-01-30,2,0,1,0,0.0,"GRAVITA,KPITTECH,JMFINANCIL,BRIGADE,OLECTRA,SYRMA,ZENTEC,PGEL,GODFRYPHLP,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,CREDITACC",
2,prof_prev_manual,2025-01-31,12,11,8,7,63.63636363636363,"ZENTEC,PGEL,JMFINANCIL,KPITTECH,SYRMA,GODFRYPHLP,GRAVITA,NETWEB,NEWGEN,TRENT,KALYANKJIL,JUBLPHARMA,CARTRADE,CREDITACC,POWERINDIA","JUBLFOOD,PCBL,PNBHOUSING,POLYMED"
3,all_prev_manual,2024-12-02,10,5,2,0,0.0,"ADANIGREEN,ADANIENSOL,ATGL,ADANIPOWER,HONASA,ADANIENT,TRITURBINE,PREMIERENE,OLAELEC,FACT,HUDCO,TTML,CAPLIPOINT,WOCKPHARMA,NEULANDLAB","BDL,CAMS,COCHINSHIP,GRSE,SONATSOFTW"
3,all_prev_manual,2024-12-03,11,9,2,2,22.22222222222222,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,ADANIGREEN,ADANIENSOL,OLAELEC,NEULANDLAB,PREMIERENE","ANGELONE,BLS,KPIL,KPITTECH,TATAELXSI,UCOBANK,ZEEL"
3,all_prev_manual,2024-12-04,8,4,5,3,75.0,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL",BLUESTARCO
3,all_prev_manual,2024-12-05,8,6,1,1,16.666666666666664,"ADANIPOWER,HSCL,BDL,CAMS,ADANIENT,RPOWER,GRSE,COCHINSHIP,MAZDOCK,SONATSOFTW,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL","ANGELONE,CASTROLIND,CESC,FLUOROCHEM,IGL"
3,all_prev_manual,2024-12-06,9,7,3,3,42.857142857142854,"GRSE,KPIL,PNBHOUSING,KPITTECH,FINCABLES,ZEEL,BLS,UCOBANK,HSCL,TATAELXSI,ANGELONE,MMTC,FLUOROCHEM,RPOWER,BLUESTARCO","GABRIEL,INOXWIND,IREDA,MAZDOCK"
3,all_prev_manual,2024-12-09,9,3,5,2,66.66666666666666,"FINCABLES,PNBHOUSING,KPIL,MMTC,FLUOROCHEM,HSCL,RPOWER,BLUESTARCO,INOXWIND,CASTROLIND,CESC,IGL,ANGELONE,GRSE,ZEEL",MAXHEALTH
3,all_prev_manual,2024-12-10,7,6,0,0,0.0,"INOXWIND,KPIL,CASTROLIND,MMTC,CESC,FLUOROCHEM,IGL,ANGELONE,GRSE,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL","CLEAN,CRISIL,KPRMILL,RPOWER,SYRMA,TARIL"
3,all_prev_manual,2024-12-11,7,4,3,1,25.0,"GRSE,MMTC,INOXWIND,ZEEL,J&KBANK,IREDA,MAZDOCK,BANKINDIA,GABRIEL,IGL,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL","CHALET,POWERINDIA,TITAGARH"
3,all_prev_manual,2024-12-12,10,7,4,2,28.57142857142857,"INOXWIND,ZEEL,IGL,GRSE,J&KBANK,IREDA,BANKINDIA,CASTROLIND,MAXHEALTH,CLEAN,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL","BLS,CHALET,MANAPPURAM,PGEL,POWERINDIA"
3,all_prev_manual,2024-12-13,9,7,6,5,71.42857142857143,"CLEAN,MAXHEALTH,RPOWER,KPRMILL,SYRMA,CRISIL,TARIL,PGEL,POWERINDIA,CHALET,TITAGARH,JBMA,BLS,MANAPPURAM,ITI","DELHIVERY,GODFRYPHLP"
3,all_prev_manual,2024-12-16,9,6,8,5,83.33333333333334,"PGEL,POWERINDIA,KPRMILL,CHALET,MAXHEALTH,TITAGARH,RPOWER,JBMA,BLS,CRISIL,MANAPPURAM,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA",TARIL
3,all_prev_manual,2024-12-17,7,1,2,0,0.0,"PGEL,JBMA,POWERINDIA,KPRMILL,CHALET,RPOWER,BLS,CRISIL,MAXHEALTH,MANAPPURAM,TITAGARH,LATENTVIEW,GODFRYPHLP,DELHIVERY,SYRMA",AEGISLOG
