tag,days,avg_manual_n,avg_hit_n,avg_profitable_hit_n,coverage_pct,profitable_coverage_pct,days_ge_70pct_profitable,config_id,profile_w,tier_profile_w,rule_w,symbol_w,loser_penalty_w,outcome_proxy_w,top_features,top_rules,nn_k,nn_w
2025-01->2024-12,21,8.571428571428571,0.9523809523809523,0.38095238095238093,11.11111111111111,7.142857142857142,0,V6C0005,0.75,1.0,1.75,1.5,0.0,0.5,40,80,7,0.0
2025-01->2024-12,21,8.571428571428571,0.7619047619047619,0.3333333333333333,8.88888888888889,6.25,0,V6C0003,1.0,1.5,1.75,0.0,0.8,0.5,40,80,7,0.0
2025-01->2024-12,21,8.571428571428571,0.7142857142857143,0.2857142857142857,8.333333333333332,5.357142857142857,0,V6C0006,1.5,1.25,1.25,0.75,0.5,0.5,40,80,7,0.15
2025-01->2024-12,21,8.571428571428571,0.6190476190476191,0.2857142857142857,7.222222222222221,5.357142857142857,0,V6C0004,1.75,0.5,0.75,1.0,0.4,0.5,40,80,7,0.0
2025-01->2024-12,21,8.571428571428571,0.6666666666666666,0.23809523809523808,7.777777777777778,4.464285714285714,1,V6C0000,1.25,1.0,1.0,0.0,0.4,0.5,40,80,7,0.25
2025-01->2024-12,21,8.571428571428571,0.6190476190476191,0.19047619047619047,7.222222222222221,3.571428571428571,0,V6C0001,1.75,1.0,0.75,0.5,0.4,0.5,40,80,7,0.25
2025-01->2024-12,21,8.571428571428571,0.6190476190476191,0.19047619047619047,7.222222222222221,3.571428571428571,0,V6C0002,1.25,1.5,1.0,0.5,0.8,0.5,40,80,7,0.25
2025-01->2024-12,21,8.571428571428571,0.5714285714285714,0.19047619047619047,6.666666666666667,3.571428571428571,0,V6C0007,2.0,0.75,0.5,0.5,0.75,0.5,40,80,7,0.35
