entry_date,stock,adv_cr,qty,entry_price,exit_price,deployed_rs,exit_value_rs,pnl_rs,stock_return_pct,day_portfolio_return_pct,day_result
2024-07-05,COCHINSHIP,428.0,36,2715.0,2802.85,97740.0,100903.0,3163.0,3.24,1.177,WIN
2024-07-05,POWERINDIA,235.0,7,13700.0,13737.5,95900.0,96162.0,262.0,0.27,1.177,WIN
2024-07-08,GRSE,467.0,36,2716.9,2754.85,97808.0,99175.0,1366.0,1.4,1.362,WIN
2024-07-08,COCHINSHIP,428.0,35,2849.95,2957.9,99748.0,103526.0,3778.0,3.79,1.362,WIN
2024-07-08,YESBANK,251.0,3710,26.95,26.76,99984.0,99280.0,-705.0,-0.71,1.362,WIN
2024-07-08,JMFINANCIL,102.0,1000,100.0,100.76,100000.0,100760.0,760.0,0.76,1.362,WIN
2024-07-08,MAZDOCK,877.0,35,2855.0,2900.0,99925.0,101500.0,1575.0,1.58,1.362,WIN
2024-07-09,SONACOMS,127.0,369,676.9,679.0,249776.0,250551.0,775.0,0.31,-0.277,LOSS
2024-07-09,KPITTECH,154.0,144,1732.0,1717.0,249408.0,247248.0,-2160.0,-0.87,-0.277,LOSS
2024-07-10,RVNL,546.0,178,560.0,584.0,99680.0,103952.0,4272.0,4.29,1.44,WIN
2024-07-10,SONACOMS,127.0,147,680.15,679.8,99982.0,99931.0,-51.0,-0.05,1.44,WIN
2024-07-10,RAILTEL,153.0,194,514.75,523.0,99862.0,101462.0,1600.0,1.6,1.44,WIN
2024-07-10,IRFC,380.0,505,197.68,200.93,99828.0,101470.0,1641.0,1.64,1.44,WIN
2024-07-10,MRPL,112.0,431,231.61,230.97,99824.0,99548.0,-276.0,-0.28,1.44,WIN
2024-07-11,IFCI,128.0,1615,61.9,62.45,99968.0,100857.0,888.0,0.89,1.137,WIN
2024-07-11,SONACOMS,127.0,144,692.9,732.4,99778.0,105466.0,5688.0,5.7,1.137,WIN
2024-07-11,NHPC,238.0,913,109.44,110.16,99919.0,100576.0,657.0,0.66,1.137,WIN
2024-07-11,RVNL,546.0,157,634.95,630.7,99687.0,99020.0,-667.0,-0.67,1.137,WIN
2024-07-11,RAILTEL,153.0,190,524.0,519.3,99560.0,98667.0,-893.0,-0.9,1.137,WIN
2024-07-12,RVNL,546.0,159,628.0,635.95,99852.0,101116.0,1264.0,1.27,1.073,WIN
2024-07-12,IFCI,128.0,1601,62.45,63.7,99982.0,101984.0,2001.0,2.0,1.073,WIN
2024-07-12,SJVN,107.0,654,152.8,152.05,99931.0,99441.0,-490.0,-0.49,1.073,WIN
