entry_date,stock,adv_cr,qty,entry_price,exit_price,deployed_rs,exit_value_rs,pnl_rs,stock_return_pct,day_portfolio_return_pct,day_result
2024-07-12,RAILTEL,153.0,191,521.8,536.45,99664.0,102462.0,2798.0,2.81,1.073,WIN
2024-07-12,INOXWIND,161.0,633,157.96,157.62,99989.0,99773.0,-215.0,-0.22,1.073,WIN
2024-07-15,RVNL,546.0,156,637.0,630.9,99372.0,98420.0,-952.0,-0.96,1.027,WIN
2024-07-15,OIL,232.0,167,598.0,623.4,99866.0,104108.0,4242.0,4.25,1.027,WIN
2024-07-15,SCI,144.0,296,337.48,320.69,99894.0,94924.0,-4970.0,-4.98,1.027,WIN
2024-07-15,NHPC,238.0,878,113.8,117.84,99916.0,103464.0,3547.0,3.55,1.027,WIN
2024-07-15,SJVN,107.0,659,151.55,156.49,99871.0,103127.0,3255.0,3.26,1.027,WIN
2024-07-16,RVNL,546.0,266,625.0,623.7,166250.0,165904.0,-346.0,-0.21,-0.717,LOSS
2024-07-16,PAYTM,519.0,357,466.0,458.1,166362.0,163542.0,-2820.0,-1.7,-0.717,LOSS
2024-07-16,LODHA,191.0,113,1463.7,1460.1,165398.0,164991.0,-407.0,-0.25,-0.717,LOSS
2024-07-18,RVNL,546.0,272,612.0,586.0,166464.0,159392.0,-7072.0,-4.25,-1.7,LOSS
2024-07-18,PAYTM,519.0,363,459.0,444.25,166617.0,161263.0,-5354.0,-3.21,-1.7,LOSS
2024-07-18,LODHA,191.0,114,1457.5,1492.05,166155.0,170094.0,3939.0,2.37,-1.7,LOSS
2024-07-19,RVNL,546.0,286,582.35,593.75,166552.0,169812.0,3260.0,1.96,1.265,WIN
2024-07-19,PAYTM,519.0,376,443.0,468.65,166568.0,176212.0,9644.0,5.79,1.265,WIN
2024-07-19,LODHA,191.0,112,1476.75,1417.85,165396.0,158799.0,-6597.0,-3.99,1.265,WIN
2024-07-22,RVNL,546.0,271,615.0,622.35,166665.0,168657.0,1992.0,1.2,1.1,WIN
2024-07-22,PAYTM,519.0,372,447.95,449.35,166637.0,167158.0,521.0,0.31,1.1,WIN
2024-07-22,LODHA,191.0,118,1407.0,1432.25,166026.0,169006.0,2980.0,1.79,1.1,WIN
2024-07-23,JPPOWER,120.0,5521,18.11,17.94,99985.0,99047.0,-939.0,-0.94,-0.451,LOSS
2024-07-23,IRB,125.0,2928,34.15,33.2,99991.0,97210.0,-2782.0,-2.78,-0.451,LOSS
2024-07-23,BSE,1338.0,135,735.5,746.0,99292.0,100710.0,1418.0,1.43,-0.451,LOSS
2024-07-23,RPOWER,189.0,3676,27.2,27.0,99987.0,99252.0,-735.0,-0.74,-0.451,LOSS
2024-07-23,INDHOTEL,242.0,161,620.35,625.25,99876.0,100665.0,789.0,0.79,-0.451,LOSS
2024-07-24,JPPOWER,120.0,5567,17.96,18.04,99983.0,100429.0,445.0,0.45,1.024,WIN
2024-07-24,TATAPOWER,334.0,240,416.45,420.75,99948.0,100980.0,1032.0,1.03,1.024,WIN
2024-07-24,VBL,343.0,161,619.5,625.2,99740.0,100657.0,918.0,0.92,1.024,WIN
2024-07-24,ITI,155.0,338,295.45,299.55,99862.0,101248.0,1386.0,1.39,1.024,WIN
2024-07-24,BSE,1338.0,133,748.5,758.5,99550.0,100880.0,1330.0,1.34,1.024,WIN
2024-07-25,TATAPOWER,334.0,240,416.35,416.5,99924.0,99960.0,36.0,0.04,1.143,WIN
2024-07-25,ZEEL,158.0,746,133.89,135.26,99882.0,100904.0,1022.0,1.02,1.143,WIN
2024-07-25,JPPOWER,120.0,5361,18.65,18.98,99983.0,101752.0,1769.0,1.77,1.143,WIN
2024-07-25,RPOWER,189.0,3536,28.28,28.98,99998.0,102473.0,2475.0,2.48,1.143,WIN
2024-07-25,MOTILALOFS,140.0,176,566.0,568.3,99616.0,100021.0,405.0,0.41,1.143,WIN
2024-07-26,ZEEL,158.0,726,137.61,140.15,99905.0,101749.0,1844.0,1.85,1.111,WIN
2024-07-26,JPPOWER,120.0,5260,19.01,19.03,99993.0,100098.0,105.0,0.11,1.111,WIN
2024-07-26,TATAPOWER,334.0,231,432.0,436.0,99792.0,100716.0,924.0,0.93,1.111,WIN
2024-07-26,ARE&M,107.0,63,1576.0,1608.55,99288.0,101339.0,2051.0,2.07,1.111,WIN
2024-07-26,ABB,234.0,12,7698.95,7743.35,92387.0,92920.0,533.0,0.58,1.111,WIN
2024-07-29,BSE,1338.0,121,822.0,812.5,99462.0,98312.0,-1150.0,-1.16,-0.618,LOSS
2024-07-29,PGEL,157.0,225,443.6,459.5,99810.0,103388.0,3578.0,3.58,-0.618,LOSS
2024-07-29,MOTILALOFS,140.0,166,600.0,610.35,99600.0,101318.0,1718.0,1.73,-0.618,LOSS
2024-07-29,JPPOWER,120.0,4878,20.5,19.38,99999.0,94536.0,-5463.0,-5.46,-0.618,LOSS
2024-07-29,IIFL,103.0,219,456.0,447.95,99864.0,98101.0,-1763.0,-1.77,-0.618,LOSS
2024-07-30,GVT&D,149.0,63,1577.0,1581.0,99351.0,99603.0,252.0,0.25,1.056,WIN
2024-07-30,ADANIENSOL,258.0,93,1064.9,1070.0,99036.0,99510.0,474.0,0.48,1.056,WIN
2024-07-30,PCBL,103.0,326,306.0,312.3,99756.0,101810.0,2054.0,2.06,1.056,WIN
2024-07-30,SUZLON,422.0,1519,65.81,67.84,99965.0,103049.0,3084.0,3.08,1.056,WIN
2024-07-30,RPOWER,189.0,3174,31.5,31.31,99981.0,99378.0,-603.0,-0.6,1.056,WIN
2024-07-31,GVT&D,149.0,62,1595.0,1575.0,98890.0,97650.0,-1240.0,-1.25,1.098,WIN
2024-07-31,GRANULES,101.0,167,596.0,627.5,99532.0,104792.0,5260.0,5.29,1.098,WIN
2024-07-31,SUZLON,422.0,1426,70.11,69.47,99977.0,99064.0,-913.0,-0.91,1.098,WIN
2024-07-31,RPOWER,189.0,3165,31.59,32.77,99982.0,103717.0,3735.0,3.74,1.098,WIN
2024-07-31,ADANIENSOL,258.0,86,1156.0,1140.0,99416.0,98040.0,-1376.0,-1.38,1.098,WIN
2024-08-01,ADANIENSOL,258.0,89,1120.0,1187.1,99680.0,105652.0,5972.0,5.99,1.224,WIN
2024-08-01,GVT&D,149.0,60,1664.3,1664.3,99858.0,99858.0,0.0,0.0,1.224,WIN
2024-08-01,SUZLON,422.0,1430,69.93,70.14,100000.0,100300.0,300.0,0.3,1.224,WIN
2024-08-01,GRANULES,101.0,158,631.0,626.8,99698.0,99034.0,-664.0,-0.67,1.224,WIN
2024-08-01,PCBL,103.0,304,328.5,330.15,99864.0,100366.0,502.0,0.5,1.224,WIN
2024-08-02,GVT&D,149.0,57,1747.5,1747.5,99608.0,99608.0,0.0,0.0,1.112,WIN
2024-08-02,GRANULES,101.0,159,626.25,629.4,99574.0,100075.0,501.0,0.5,1.112,WIN
2024-08-02,SUZLON,422.0,1474,67.8,69.14,99937.0,101912.0,1975.0,1.98,1.112,WIN
2024-08-02,MOTILALOFS,140.0,156,640.1,644.9,99856.0,100604.0,749.0,0.75,1.112,WIN
2024-08-02,ADANIENSOL,258.0,80,1250.0,1279.05,100000.0,102324.0,2324.0,2.32,1.112,WIN
2024-08-05,GVT&D,149.0,58,1720.0,1720.0,99760.0,99760.0,0.0,0.0,1.105,WIN
2024-08-05,SUZLON,422.0,1430,69.9,70.52,99957.0,100844.0,887.0,0.89,1.105,WIN
2024-08-05,GRANULES,101.0,157,634.05,630.0,99546.0,98910.0,-636.0,-0.64,1.105,WIN
2024-08-05,ZOMATO,1305.0,393,254.0,263.18,99822.0,103430.0,3608.0,3.61,1.105,WIN
2024-08-05,ADANIENSOL,258.0,83,1200.0,1219.9,99600.0,101252.0,1652.0,1.66,1.105,WIN
2024-08-06,MANKIND,136.0,62,2000.0,2019.05,124000.0,125181.0,1181.0,0.95,1.464,WIN
2024-08-06,BSE,1338.0,153,812.0,828.5,124236.0,126760.0,2524.0,2.03,1.464,WIN
2024-08-06,COCHINSHIP,428.0,52,2401.0,2402.95,124852.0,124953.0,101.0,0.08,1.464,WIN
2024-08-06,NBCC,200.0,1102,113.33,116.49,124890.0,128372.0,3482.0,2.79,1.464,WIN
2024-08-07,BSE,1338.0,157,793.5,800.5,124580.0,125678.0,1099.0,0.88,1.027,WIN
2024-08-07,MANKIND,136.0,61,2033.0,2050.55,124013.0,125084.0,1071.0,0.86,1.027,WIN
2024-08-07,NBCC,200.0,1111,112.5,113.72,124988.0,126343.0,1355.0,1.08,1.027,WIN
2024-08-07,COCHINSHIP,428.0,54,2308.05,2337.5,124635.0,126225.0,1590.0,1.28,1.027,WIN
2024-08-08,MANKIND,136.0,81,2056.0,2065.0,166536.0,167265.0,729.0,0.44,-1.433,LOSS
2024-08-08,BSE,1338.0,188,885.5,863.0,166474.0,162244.0,-4230.0,-2.54,-1.433,LOSS
2024-08-08,COCHINSHIP,428.0,70,2360.0,2308.0,165200.0,161560.0,-3640.0,-2.2,-1.433,LOSS
2024-08-09,MANKIND,136.0,48,2060.0,2085.85,98880.0,100121.0,1241.0,1.25,1.155,WIN
2024-08-09,COCHINSHIP,428.0,40,2440.15,2453.2,97606.0,98128.0,522.0,0.53,1.155,WIN
2024-08-09,NBCC,200.0,879,113.65,115.07,99898.0,101147.0,1248.0,1.25,1.155,WIN
2024-08-09,BSE,1338.0,114,875.0,875.5,99750.0,99807.0,57.0,0.06,1.155,WIN
2024-08-09,LODHA,191.0,83,1200.0,1232.0,99600.0,102256.0,2656.0,2.67,1.155,WIN
2024-08-12,COCHINSHIP,428.0,42,2365.0,2352.95,99330.0,98824.0,-506.0,-0.51,1.027,WIN
2024-08-12,MANKIND,136.0,47,2121.25,2115.95,99699.0,99450.0,-249.0,-0.25,1.027,WIN
2024-08-12,BSE,1338.0,115,866.5,877.5,99648.0,100912.0,1265.0,1.27,1.027,WIN
2024-08-12,PHOENIXLTD,121.0,59,1681.05,1702.6,99182.0,100453.0,1271.0,1.28,1.027,WIN
2024-08-12,LODHA,191.0,80,1242.25,1283.8,99380.0,102704.0,3324.0,3.34,1.027,WIN
2024-08-13,CHENNPETRO,165.0,108,922.0,894.9,99576.0,96649.0,-2927.0,-2.94,-2.315,LOSS
2024-08-13,ATGL,148.0,115,867.75,850.0,99791.0,97750.0,-2041.0,-2.05,-2.315,LOSS
2024-08-13,ADANIPOWER,510.0,722,138.5,137.2,99997.0,99058.0,-939.0,-0.94,-2.315,LOSS
2024-08-13,PAYTM,519.0,194,515.15,508.0,99939.0,98552.0,-1387.0,-1.39,-2.315,LOSS
2024-08-13,TITAGARH,195.0,68,1463.5,1400.95,99518.0,95265.0,-4253.0,-4.27,-2.315,LOSS
2024-08-14,CHENNPETRO,165.0,110,903.0,932.05,99330.0,102526.0,3196.0,3.22,1.033,WIN
2024-08-14,PAYTM,519.0,196,508.1,513.5,99588.0,100646.0,1058.0,1.06,1.033,WIN
2024-08-14,ATGL,148.0,117,850.0,843.7,99450.0,98713.0,-737.0,-0.74,1.033,WIN
2024-08-14,PGEL,157.0,230,433.0,429.9,99590.0,98877.0,-713.0,-0.72,1.033,WIN
2024-08-14,TITAGARH,195.0,71,1402.0,1434.9,99542.0,101878.0,2336.0,2.35,1.033,WIN
2024-08-16,CHENNPETRO,165.0,102,974.0,982.0,99348.0,100164.0,816.0,0.82,0.993,WIN
2024-08-16,ATGL,148.0,118,845.9,847.15,99816.0,99964.0,148.0,0.15,0.993,WIN
2024-08-16,ADANIPOWER,510.0,732,136.6,139.75,99991.0,102297.0,2306.0,2.31,0.993,WIN
2024-08-16,RVNL,546.0,178,561.1,571.55,99876.0,101736.0,1860.0,1.86,0.993,WIN
2024-08-16,TITAGARH,195.0,69,1434.7,1432.0,98994.0,98808.0,-186.0,-0.19,0.993,WIN
2024-08-19,ATGL,148.0,118,846.5,850.55,99887.0,100365.0,478.0,0.48,1.049,WIN
2024-08-19,CHENNPETRO,165.0,101,987.0,1003.0,99687.0,101303.0,1616.0,1.62,1.049,WIN
2024-08-19,ADANIPOWER,510.0,716,139.6,139.35,99954.0,99775.0,-179.0,-0.18,1.049,WIN
2024-08-19,TITAGARH,195.0,68,1450.1,1466.6,98607.0,99729.0,1122.0,1.14,1.049,WIN
2024-08-19,PAYTM,519.0,176,565.0,577.4,99440.0,101622.0,2182.0,2.19,1.049,WIN
2024-08-20,VBL,343.0,275,605.9,597.0,166622.0,164175.0,-2448.0,-1.47,0.34,WIN
2024-08-20,INDIGO,650.0,39,4254.7,4299.1,165933.0,167665.0,1732.0,1.04,0.34,WIN
2024-08-20,HFCL,247.0,1207,138.0,140.0,166566.0,168980.0,2414.0,1.45,0.34,WIN
2024-08-21,VBL,343.0,275,604.0,612.8,166100.0,168520.0,2420.0,1.46,1.072,WIN
2024-08-21,INDIGO,650.0,38,4310.0,4298.65,163780.0,163349.0,-431.0,-0.26,1.072,WIN
2024-08-21,IIFL,103.0,366,454.95,464.05,166512.0,169842.0,3331.0,2.0,1.072,WIN
2024-08-22,VBL,343.0,266,626.0,638.45,166516.0,169828.0,3312.0,1.99,1.074,WIN
2024-08-22,INDIGO,650.0,37,4400.0,4452.0,162800.0,164724.0,1924.0,1.18,1.074,WIN
2024-08-22,IIFL,103.0,358,465.05,465.3,166488.0,166577.0,90.0,0.05,1.074,WIN
2024-08-23,VBL,343.0,261,637.8,634.8,166466.0,165683.0,-783.0,-0.47,-1.723,LOSS
2024-08-23,IIFL,103.0,355,468.9,458.0,166460.0,162590.0,-3870.0,-2.32,-1.723,LOSS
2024-08-23,RBLBANK,214.0,724,230.0,224.54,166520.0,162567.0,-3953.0,-2.37,-1.723,LOSS
2024-08-26,VBL,343.0,264,630.0,626.0,166320.0,165264.0,-1056.0,-0.63,1.467,WIN
2024-08-26,IIFL,103.0,363,459.0,477.0,166617.0,173151.0,6534.0,3.92,1.467,WIN
2024-08-26,PCBL,103.0,333,499.8,505.35,166433.0,168282.0,1848.0,1.11,1.467,WIN
2024-08-27,BSOFT,110.0,159,628.0,632.95,99852.0,100639.0,787.0,0.79,1.076,WIN
2024-08-27,LODHA,191.0,82,1218.95,1241.65,99954.0,101815.0,1861.0,1.86,1.076,WIN
2024-08-27,PAYTM,519.0,184,540.9,541.0,99526.0,99544.0,18.0,0.02,1.076,WIN
2024-08-27,TATAINVEST,136.0,161,618.0,634.0,99498.0,102074.0,2576.0,2.59,1.076,WIN
2024-08-27,GODFRYPHLP,195.0,52,1890.0,1892.0,98280.0,98384.0,104.0,0.11,1.076,WIN
2024-08-28,LODHA,191.0,80,1237.1,1229.0,98968.0,98320.0,-648.0,-0.65,1.032,WIN
2024-08-28,BSOFT,110.0,154,647.4,666.6,99700.0,102656.0,2957.0,2.97,1.032,WIN
2024-08-28,PAYTM,519.0,182,549.0,552.0,99918.0,100464.0,546.0,0.55,1.032,WIN
2024-08-28,PRESTIGE,151.0,58,1718.35,1729.95,99664.0,100337.0,673.0,0.68,1.032,WIN
2024-08-28,GODFRYPHLP,195.0,52,1917.0,1948.0,99684.0,101296.0,1612.0,1.62,1.032,WIN
2024-08-29,PAYTM,519.0,178,559.0,549.4,99502.0,97793.0,-1709.0,-1.72,1.099,WIN
2024-08-29,BSOFT,110.0,151,659.5,683.0,99584.0,103133.0,3548.0,3.56,1.099,WIN
2024-08-29,LODHA,191.0,79,1258.9,1263.1,99453.0,99785.0,332.0,0.33,1.099,WIN
2024-08-29,WOCKPHARMA,106.0,93,1065.0,1074.0,99045.0,99882.0,837.0,0.85,1.099,WIN
2024-08-29,GODFRYPHLP,195.0,51,1942.0,1990.0,99042.0,101490.0,2448.0,2.47,1.099,WIN
2024-08-30,PAYTM,519.0,179,558.0,552.1,99882.0,98826.0,-1056.0,-1.06,1.038,WIN
2024-08-30,WOCKPHARMA,106.0,100,998.8,1050.6,99880.0,105060.0,5180.0,5.19,1.038,WIN
2024-08-30,GODFRYPHLP,195.0,48,2045.0,2097.0,98160.0,100656.0,2496.0,2.54,1.038,WIN
2024-08-30,LODHA,191.0,79,1254.45,1251.5,99102.0,98868.0,-233.0,-0.24,1.038,WIN
2024-08-30,BSOFT,110.0,146,681.45,673.0,99492.0,98258.0,-1234.0,-1.24,1.038,WIN
2024-09-02,PAYTM,519.0,161,619.0,610.2,99659.0,98242.0,-1417.0,-1.42,-0.192,LOSS
2024-09-02,WOCKPHARMA,106.0,94,1060.0,1050.0,99640.0,98700.0,-940.0,-0.94,-0.192,LOSS
2024-09-02,LODHA,191.0,79,1253.9,1254.0,99058.0,99066.0,8.0,0.01,-0.192,LOSS
2024-09-02,BSOFT,110.0,149,671.0,665.25,99979.0,99122.0,-857.0,-0.86,-0.192,LOSS
2024-09-02,GODFRYPHLP,195.0,45,2183.0,2233.0,98235.0,100485.0,2250.0,2.29,-0.192,LOSS
2024-09-03,PGEL,157.0,320,520.0,529.5,166400.0,169440.0,3040.0,1.83,1.046,WIN
2024-09-03,SBICARD,108.0,222,748.0,757.75,166056.0,168220.0,2164.0,1.3,1.046,WIN
2024-09-03,GODFRYPHLP,195.0,74,2233.0,2233.0,165242.0,165242.0,0.0,0.0,1.046,WIN
2024-09-04,PGEL,157.0,309,538.0,551.45,166242.0,170398.0,4156.0,2.5,1.015,WIN
2024-09-04,GODFRYPHLP,195.0,75,2199.0,2212.0,164925.0,165900.0,975.0,0.59,1.015,WIN
2024-09-04,SBICARD,108.0,217,764.95,764.55,165994.0,165907.0,-87.0,-0.05,1.015,WIN
2024-09-05,GODFRYPHLP,195.0,77,2140.0,2155.0,164780.0,165935.0,1155.0,0.7,1.012,WIN
2024-09-05,PGEL,157.0,291,572.0,579.8,166452.0,168722.0,2270.0,1.36,1.012,WIN
2024-09-05,SBICARD,108.0,216,768.55,776.0,166007.0,167616.0,1609.0,0.97,1.012,WIN
2024-09-06,GODFRYPHLP,195.0,58,2128.0,2136.0,123424.0,123888.0,464.0,0.38,1.29,WIN
2024-09-06,PGEL,157.0,209,596.9,603.7,124752.0,126173.0,1421.0,1.14,1.29,WIN
2024-09-06,SBICARD,108.0,160,779.05,786.15,124648.0,125784.0,1136.0,0.91,1.29,WIN
2024-09-06,PPLPHARMA,126.0,571,218.61,224.56,124826.0,128224.0,3397.0,2.72,1.29,WIN
2024-09-09,PGEL,157.0,204,610.3,617.0,124501.0,125868.0,1367.0,1.1,-1.467,LOSS
2024-09-09,GODFRYPHLP,195.0,52,2372.0,2278.0,123344.0,118456.0,-4888.0,-3.96,-1.467,LOSS
2024-09-09,SBICARD,108.0,156,800.8,800.4,124925.0,124862.0,-62.0,-0.05,-1.467,LOSS
2024-09-09,PPLPHARMA,126.0,555,225.0,218.3,124875.0,121156.0,-3718.0,-2.98,-1.467,LOSS
2024-09-10,VBL,343.0,162,615.7,606.8,99743.0,98302.0,-1442.0,-1.45,0.299,WIN
2024-09-10,JWL,138.0,195,511.3,511.0,99704.0,99645.0,-58.0,-0.06,0.299,WIN
2024-09-10,IDBI,118.0,1135,88.1,88.57,99994.0,100527.0,533.0,0.53,0.299,WIN
2024-09-10,KAYNES,448.0,21,4651.8,4650.0,97688.0,97650.0,-38.0,-0.04,0.299,WIN
2024-09-10,ENGINERSIN,118.0,483,206.74,211.9,99855.0,102348.0,2492.0,2.5,0.299,WIN
2024-09-11,VBL,343.0,165,606.0,628.0,99990.0,103620.0,3630.0,3.63,1.147,WIN
2024-09-11,IDBI,118.0,1123,89.0,88.32,99947.0,99183.0,-764.0,-0.76,1.147,WIN
2024-09-11,JWL,138.0,195,511.1,520.15,99664.0,101429.0,1765.0,1.77,1.147,WIN
2024-09-11,CGPOWER,230.0,149,669.0,669.05,99681.0,99688.0,7.0,0.01,1.147,WIN
2024-09-11,KAYNES,448.0,21,4679.05,4730.0,98260.0,99330.0,1070.0,1.09,1.147,WIN
2024-09-12,JWL,138.0,189,526.8,526.5,99565.0,99508.0,-57.0,-0.06,1.139,WIN
2024-09-12,IDBI,118.0,1149,87.01,87.7,99974.0,100767.0,793.0,0.79,1.139,WIN
2024-09-12,GODFRYPHLP,195.0,44,2225.0,2253.0,97900.0,99132.0,1232.0,1.26,1.139,WIN
2024-09-12,VBL,343.0,157,635.5,661.1,99774.0,103793.0,4019.0,4.03,1.139,WIN
2024-09-12,KAYNES,448.0,20,4765.5,4746.65,95310.0,94933.0,-377.0,-0.4,1.139,WIN
2024-09-13,IDBI,118.0,1120,89.25,92.78,99960.0,103914.0,3954.0,3.96,1.077,WIN
2024-09-13,JWL,138.0,189,528.15,534.5,99820.0,101020.0,1200.0,1.2,1.077,WIN
2024-09-13,GODFRYPHLP,195.0,45,2220.0,2215.0,99900.0,99675.0,-225.0,-0.23,1.077,WIN
2024-09-13,VBL,343.0,153,650.0,656.8,99450.0,100490.0,1040.0,1.05,1.077,WIN
2024-09-13,SUZLON,422.0,1217,82.14,81.65,99964.0,99368.0,-596.0,-0.6,1.077,WIN
2024-09-16,VBL,343.0,154,648.0,620.95,99792.0,95626.0,-4166.0,-4.17,1.101,WIN
2024-09-16,JWL,138.0,177,563.2,545.15,99686.0,96492.0,-3195.0,-3.2,1.101,WIN
2024-09-16,POWERINDIA,235.0,7,12830.0,13180.85,89810.0,92266.0,2456.0,2.73,1.101,WIN
2024-09-16,GODFRYPHLP,195.0,40,2486.0,2805.0,99440.0,112200.0,12760.0,12.83,1.101,WIN
2024-09-16,IIFL,103.0,192,520.0,507.1,99840.0,97363.0,-2477.0,-2.48,1.101,WIN
2024-09-17,IRB,125.0,3306,30.24,30.26,99973.0,100040.0,66.0,0.07,-0.814,LOSS
2024-09-17,COCHINSHIP,428.0,55,1794.2,1761.25,98681.0,96869.0,-1812.0,-1.84,-0.814,LOSS
2024-09-17,RPOWER,189.0,3154,31.7,31.4,99982.0,99036.0,-946.0,-0.95,-0.814,LOSS
2024-09-17,GRSE,467.0,56,1765.0,1729.7,98840.0,96863.0,-1977.0,-2.0,-0.814,LOSS
2024-09-17,LODHA,191.0,78,1272.0,1280.0,99216.0,99840.0,624.0,0.63,-0.814,LOSS
2024-09-18,IRB,125.0,3309,30.22,30.56,99998.0,101123.0,1125.0,1.13,1.014,WIN
2024-09-18,COCHINSHIP,428.0,56,1762.5,1760.0,98700.0,98560.0,-140.0,-0.14,1.014,WIN
2024-09-18,HEG,107.0,235,423.9,437.65,99616.0,102848.0,3231.0,3.24,1.014,WIN
2024-09-18,RPOWER,189.0,3033,32.97,32.97,99998.0,99998.0,0.0,0.0,1.014,WIN
2024-09-18,SCI,144.0,420,237.63,239.62,99805.0,100640.0,836.0,0.84,1.014,WIN
2024-09-19,COCHINSHIP,428.0,57,1749.0,1688.0,99693.0,96216.0,-3477.0,-3.49,-2.447,LOSS
2024-09-19,IRB,125.0,3278,30.5,29.69,99979.0,97324.0,-2655.0,-2.66,-2.447,LOSS
2024-09-19,HEG,107.0,217,459.8,449.85,99777.0,97617.0,-2159.0,-2.16,-2.447,LOSS
2024-09-19,TIINDIA,112.0,24,4035.05,3979.9,96841.0,95518.0,-1324.0,-1.37,-2.447,LOSS
2024-09-19,FORCEMOT,135.0,14,6951.0,6775.0,97314.0,94850.0,-2464.0,-2.53,-2.447,LOSS
2024-09-20,COCHINSHIP,428.0,59,1688.0,1742.05,99592.0,102781.0,3189.0,3.2,1.088,WIN
2024-09-20,IRB,125.0,3367,29.7,30.02,100000.0,101077.0,1077.0,1.08,1.088,WIN
2024-09-20,GRSE,467.0,58,1709.5,1726.95,99151.0,100163.0,1012.0,1.02,1.088,WIN
2024-09-20,TIINDIA,112.0,24,4019.0,3994.0,96456.0,95856.0,-600.0,-0.62,1.088,WIN
2024-09-20,HUDCO,217.0,430,232.25,233.9,99868.0,100577.0,710.0,0.71,1.088,WIN
2024-09-23,COCHINSHIP,428.0,52,1886.95,1789.0,98121.0,93028.0,-5093.0,-5.19,-1.449,LOSS
2024-09-23,IRB,125.0,3119,32.06,31.62,99995.0,98623.0,-1372.0,-1.37,-1.449,LOSS
2024-09-23,FORCEMOT,135.0,13,7290.0,7140.0,94770.0,92820.0,-1950.0,-2.06,-1.449,LOSS
2024-09-23,TIINDIA,112.0,23,4186.05,4259.35,96279.0,97965.0,1686.0,1.75,-1.449,LOSS
2024-09-23,LODHA,191.0,70,1419.0,1414.0,99330.0,98980.0,-350.0,-0.35,-1.449,LOSS
2024-09-24,NMDC,198.0,1460,68.45,69.82,99937.0,101937.0,2000.0,2.0,1.079,WIN
2024-09-24,NATIONALUM,353.0,554,180.4,183.98,99942.0,101925.0,1983.0,1.98,1.079,WIN
2024-09-24,SAIL,295.0,760,131.5,133.21,99940.0,101240.0,1300.0,1.3,1.079,WIN
2024-09-24,FORCEMOT,135.0,13,7199.0,7199.15,93587.0,93589.0,2.0,0.0,1.079,WIN
2024-09-24,GAIL,254.0,485,205.77,205.85,99798.0,99837.0,39.0,0.04,1.079,WIN
2024-09-25,NATIONALUM,353.0,522,191.42,192.39,99921.0,100428.0,506.0,0.51,1.025,WIN
2024-09-25,NMDC,198.0,1416,70.6,71.0,99970.0,100536.0,566.0,0.57,1.025,WIN
2024-09-25,FORCEMOT,135.0,13,7149.0,7060.0,92937.0,91780.0,-1157.0,-1.24,1.025,WIN
2024-09-25,GAIL,254.0,480,208.05,210.58,99864.0,101078.0,1214.0,1.22,1.025,WIN
2024-09-25,GVT&D,149.0,64,1542.0,1603.05,98688.0,102595.0,3907.0,3.96,1.025,WIN
2024-09-26,NATIONALUM,353.0,524,190.63,196.1,99890.0,102756.0,2866.0,2.87,1.026,WIN
2024-09-26,FORCEMOT,135.0,14,7119.0,6934.9,99666.0,97089.0,-2577.0,-2.59,1.026,WIN
2024-09-26,NMDC,198.0,1416,70.58,71.35,99941.0,101032.0,1090.0,1.09,1.026,WIN
2024-09-26,SAIL,295.0,740,135.0,139.15,99900.0,102971.0,3071.0,3.07,1.026,WIN
2024-09-26,GAIL,254.0,471,212.07,213.5,99885.0,100558.0,674.0,0.67,1.026,WIN
2024-09-27,FORCEMOT,135.0,14,7048.95,7337.65,98685.0,102727.0,4042.0,4.1,1.022,WIN
2024-09-27,NMDC,198.0,1348,74.17,74.01,99981.0,99765.0,-216.0,-0.22,1.022,WIN
2024-09-27,GAIL,254.0,457,218.65,220.2,99923.0,100631.0,708.0,0.71,1.022,WIN
2024-09-27,SAIL,295.0,714,140.0,142.05,99960.0,101424.0,1464.0,1.46,1.022,WIN
2024-09-27,GVT&D,149.0,61,1628.9,1614.0,99363.0,98454.0,-909.0,-0.91,1.022,WIN
2024-09-30,SAIL,295.0,707,141.4,142.65,99970.0,100854.0,884.0,0.88,1.022,WIN
2024-09-30,FORCEMOT,135.0,13,7580.0,7450.0,98540.0,96850.0,-1690.0,-1.72,1.022,WIN
2024-09-30,NMDC,198.0,1316,75.98,76.56,99990.0,100753.0,763.0,0.76,1.022,WIN
2024-09-30,RPOWER,189.0,2162,46.25,47.6,99992.0,102911.0,2919.0,2.92,1.022,WIN
2024-09-30,NATIONALUM,353.0,491,203.26,207.77,99801.0,102015.0,2214.0,2.22,1.022,WIN
2024-10-01,JPPOWER,120.0,5341,18.72,19.15,99984.0,102280.0,2297.0,2.3,1.044,WIN
2024-10-01,BSE,1338.0,80,1248.5,1295.0,99880.0,103600.0,3720.0,3.72,1.044,WIN
2024-10-01,RPOWER,189.0,1957,51.09,51.09,99983.0,99983.0,0.0,0.0,1.044,WIN
2024-10-01,NBCC,200.0,833,120.0,119.3,99960.0,99377.0,-583.0,-0.58,1.044,WIN
2024-10-01,NETWEB,318.0,39,2528.95,2523.0,98629.0,98397.0,-232.0,-0.24,1.044,WIN
2024-10-03,RPOWER,189.0,1919,52.09,53.0,99961.0,101707.0,1746.0,1.75,1.168,WIN
2024-10-03,BSE,1338.0,78,1266.5,1282.0,98787.0,99996.0,1209.0,1.22,1.168,WIN
