config_id,signal_date,entry_date,n_positions,symbols,avg_rank,max_rank,avg_score,avg_lift,avg_n_fires,n_premium,n_gold,n_normal_context,regime_mode
v3_rank12_premium_gold_top10,2026-03-02,2026-03-04,10,"MAZDOCK,ONESOURCE,JWL,NATIONALUM,SOLARINDS,IRCON,CHENNPETRO,GRSE,KIRLOSENG,JSWINFRA",5.5,10,1734.0002,16.163619999999998,107.2,10,0,7,risk_off
v3_rank12_premium_gold_top10,2026-03-04,2026-03-05,10,"MAZDOCK,JWL,ONESOURCE,SOLARINDS,DATAPATTNS,GRSE,IRCON,NATIONALUM,MRPL,KIRLOSENG",5.5,10,1949.8899999999999,15.965070000000003,122.6,10,0,8,risk_off
v3_rank12_premium_gold_top10,2026-03-05,2026-03-06,10,"JWL,MAZDOCK,ONESOURCE,SOLARINDS,NATIONALUM,IRCON,MRPL,POLYMED,KIRLOSENG,UBL",5.5,10,1783.346,15.61214,114.4,9,1,8,risk_off
v3_rank12_premium_gold_top10,2026-03-06,2026-03-09,10,"MAZDOCK,SOLARINDS,IRCON,NATIONALUM,JWL,ONESOURCE,POLYMED,MRPL,ASTERDM,JSWINFRA",5.5,10,1608.4865,15.18176,106.1,6,4,8,risk_off
v3_rank12_premium_gold_top10,2026-03-09,2026-03-10,10,"NTPCGREEN,AIIL,SAREGAMA,ACMESOLAR,PARADEEP,PREMIERENE,JSWENERGY,FACT,LTTS,IFCI",5.5,10,1830.7243999999998,16.51851,111.1,10,0,9,risk_off
v3_rank12_premium_gold_top10,2026-03-10,2026-03-11,10,"NTPCGREEN,SAREGAMA,ACMESOLAR,PARADEEP,PREMIERENE,LTTS,IFCI,AIIL,JSWENERGY,ATGL",5.5,10,1631.5624,16.264210000000002,100.7,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-11,2026-03-12,10,"NTPCGREEN,ACMESOLAR,SAREGAMA,PARADEEP,LTTS,AIIL,IFCI,TORNTPOWER,JSWENERGY,ATGL",5.5,10,1581.0304,16.2811,97.5,10,0,9,risk_off
v3_rank12_premium_gold_top10,2026-03-12,2026-03-13,10,"ACMESOLAR,AIIL,LTTS,PARADEEP,NTPCGREEN,TORNTPOWER,SAREGAMA,JSWENERGY,IFCI,PREMIERENE",5.5,10,1642.7957999999999,15.96245,102.7,9,1,10,risk_off
v3_rank12_premium_gold_top10,2026-03-13,2026-03-16,10,"PARADEEP,SAREGAMA,NTPCGREEN,TORNTPOWER,AIIL,ACMESOLAR,PREMIERENE,LTTS,GESHIP,JSWENERGY",5.5,10,1644.7729,15.29177,107.6,7,3,10,risk_off
v3_rank12_premium_gold_top10,2026-03-16,2026-03-17,10,"FIRSTCRY,JPPOWER,OLECTRA,IGIL,JBMA,AWL,MMTC,ACUTAAS,TARIL,HONASA",5.5,10,1968.5862999999997,16.54535,119.0,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-17,2026-03-18,10,"FIRSTCRY,OLECTRA,JPPOWER,IGIL,JBMA,MMTC,AWL,HONASA,ANGELONE,ACUTAAS",5.5,10,1949.7604999999999,16.57724,117.7,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-18,2026-03-19,10,"FIRSTCRY,AWL,IGIL,ACUTAAS,TARIL,JPPOWER,HONASA,JBMA,HEXT,OLECTRA",5.5,10,1917.3925,15.75027,121.6,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-19,2026-03-20,10,"FIRSTCRY,AWL,OLECTRA,JBMA,TARIL,ACUTAAS,HONASA,LLOYDSME,HEXT,IGIL",5.5,10,1992.5597999999998,15.831039999999998,125.9,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-20,2026-03-23,10,"JPPOWER,JBMA,FIRSTCRY,TARIL,OLECTRA,IGIL,WAAREEENER,PREMIERENE,ACUTAAS,AIIL",5.5,10,1914.5158999999999,14.93474,128.3,3,7,9,risk_off
v3_rank12_premium_gold_top10,2026-03-23,2026-03-24,10,"SPLPETRO,GRAPHITE,HEG,KARURVYSYA,SAGILITY,CHOICEIN,ONESOURCE,AFFLE,SAMMAANCAP,SYRMA",5.5,10,2256.2061000000003,16.74427,134.7,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-24,2026-03-25,10,"HEG,ONESOURCE,GRAPHITE,SAMMAANCAP,KARURVYSYA,CHOICEIN,AFFLE,SAGILITY,SPLPETRO,EMCURE",5.5,10,2228.9148,16.59531,134.4,10,0,9,risk_off
v3_rank12_premium_gold_top10,2026-03-25,2026-03-27,10,"HEG,ONESOURCE,GRAPHITE,KARURVYSYA,SPLPETRO,SAGILITY,CHOICEIN,SAMMAANCAP,AFFLE,TBOTEK",5.5,10,2202.2185,16.42526,133.9,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-03-27,2026-03-30,10,"ONESOURCE,CHOICEIN,SAMMAANCAP,HEG,BALRAMCHIN,GRAPHITE,SAGILITY,ACMESOLAR,KARURVYSYA,TBOTEK",5.5,10,2142.2554,15.39658,139.3,10,0,9,risk_off
v3_rank12_premium_gold_top10,2026-03-30,2026-04-01,10,"LATENTVIEW,OLAELEC,TTML,IDBI,RPOWER,SAPPHIRE,POLYMED,IFCI,BSOFT,HINDCOPPER",5.5,10,2219.7250000000004,16.88531,131.4,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-04-01,2026-04-02,10,"LATENTVIEW,TTML,IDBI,OLAELEC,TATACHEM,SAPPHIRE,BSOFT,IFCI,RHIM,RPOWER",5.5,10,2063.1573,16.27606,126.7,10,0,5,risk_off
v3_rank12_premium_gold_top10,2026-04-02,2026-04-06,10,"SAPPHIRE,IDBI,TTML,GRSE,OLAELEC,IFCI,TATACHEM,LATENTVIEW,RHIM,BLS",5.5,10,2002.1322999999998,15.73757,127.2,10,0,9,risk_off
v3_rank12_premium_gold_top10,2026-04-06,2026-04-07,10,"GRAVITA,DEVYANI,COHANCE,ASHOKLEY,FIVESTAR,LODHA,ITI,PRESTIGE,CEMPRO,ABREL",5.5,10,2294.6453,17.304250000000003,132.6,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-04-07,2026-04-08,10,"DEVYANI,GRAVITA,COHANCE,ASHOKLEY,JPPOWER,ITI,LODHA,CHOLAHLDNG,SAPPHIRE,NIACL",5.5,10,2286.0393,17.22624,132.7,10,0,10,neutral
v3_rank12_premium_gold_top10,2026-04-08,2026-04-09,10,"COHANCE,PGEL,ABREL,LODHA,DEVYANI,NUVAMA,ITI,REDINGTON,ASHOKLEY,HBLENGINE",5.5,10,2047.3825000000002,16.17584,126.6,10,0,4,risk_on
v3_rank12_premium_gold_top10,2026-04-09,2026-04-10,10,"COHANCE,PGEL,DEVYANI,ZEEL,SAPPHIRE,NIACL,COCHINSHIP,LODHA,IRCON,SBFC",5.5,10,2039.1127000000001,16.44375,124.0,10,0,10,risk_on
v3_rank12_premium_gold_top10,2026-04-10,2026-04-13,10,"LODHA,PGEL,DEVYANI,ASHOKLEY,RPOWER,REDINGTON,COCHINSHIP,NUVAMA,CEMPRO,HBLENGINE",5.5,10,1932.268,15.896730000000002,121.5,10,0,10,risk_on
v3_rank12_premium_gold_top10,2026-04-13,2026-04-15,10,"GUJGASLTD,TRITURBINE,NETWEB,SONATSOFTW,JWL,PGEL,ECLERX,RPOWER,RVNL,INOXWIND",5.5,10,2056.6798,16.57161,124.2,10,0,10,risk_on
v3_rank12_premium_gold_top10,2026-04-15,2026-04-16,10,"TRITURBINE,NLCINDIA,GUJGASLTD,ECLERX,MMTC,DCMSHRIRAM,RADICO,JWL,NAVA,INOXWIND",5.5,10,2010.684,16.28526,123.5,10,0,9,risk_on
v3_rank12_premium_gold_top10,2026-04-16,2026-04-17,10,"TRITURBINE,GUJGASLTD,NAVA,INOXWIND,RADICO,ECLERX,JWL,RPOWER,MMTC,IRCON",5.5,10,1983.5303000000004,16.13475,123.0,10,0,7,risk_on
v3_rank12_premium_gold_top10,2026-04-17,2026-04-20,10,"RPOWER,RADICO,INOXWIND,SUZLON,SONATSOFTW,RRKABEL,FIVESTAR,PGEL,RVNL,APTUS",5.5,10,1791.5086,15.56347,115.1,10,0,5,risk_on
v3_rank12_premium_gold_top10,2026-04-20,2026-04-21,10,"ELECON,PPLPHARMA,DATAPATTNS,ONESOURCE,HSCL,CLEAN,ARE&M,PARADEEP,WELCORP,PNBHOUSING",5.5,10,1970.6032,15.600740000000002,126.0,10,0,8,risk_on
v3_rank12_premium_gold_top10,2026-04-21,2026-04-22,10,"ONESOURCE,PPLPHARMA,DATAPATTNS,WELCORP,CLEAN,ARE&M,ELECON,ADANIENSOL,JUBLINGREA,OFSS",5.5,10,1971.4429000000005,15.402530000000002,127.7,6,4,6,risk_on
v3_rank12_premium_gold_top10,2026-04-22,2026-04-23,10,"PPLPHARMA,ONESOURCE,CLEAN,DATAPATTNS,WELCORP,TARIL,HSCL,OFSS,MANAPPURAM,ADANIENSOL",5.5,10,1857.9211,15.26664,121.5,8,2,4,risk_on
v3_rank12_premium_gold_top10,2026-04-23,2026-04-24,10,"DATAPATTNS,PPLPHARMA,CLEAN,TARIL,MANAPPURAM,WELCORP,ADANIENSOL,HSCL,ELECON,EMCURE",5.5,10,1848.1126,14.939789999999999,123.7,4,6,4,risk_on
v3_rank12_premium_gold_top10,2026-04-24,2026-04-27,10,"PPLPHARMA,DATAPATTNS,TARIL,WELCORP,CLEAN,MANAPPURAM,ONESOURCE,ADANIENSOL,PARADEEP,POWERINDIA",5.5,10,1836.872,14.943100000000001,122.9,4,6,1,risk_on
v3_rank12_premium_gold_top10,2026-04-27,2026-04-28,10,"IIFL,SAPPHIRE,CONCORDBIO,CEMPRO,DEVYANI,CHENNPETRO,HFCL,GESHIP,IKS,RBLBANK",5.5,10,2115.7793,15.698609999999999,134.9,10,0,8,risk_on
v3_rank12_premium_gold_top10,2026-04-28,2026-04-29,10,"SAPPHIRE,IIFL,DEVYANI,CEMPRO,CONCORDBIO,HFCL,RBLBANK,IKS,CHENNPETRO,GESHIP",5.5,10,1881.1524000000002,16.218890000000002,116.2,10,0,8,risk_on
v3_rank12_premium_gold_top10,2026-04-29,2026-04-30,10,"IIFL,CEMPRO,HFCL,SAPPHIRE,IKS,ERIS,CHENNPETRO,DEVYANI,COHANCE,BLUEJET",5.5,10,1853.8924,15.63976,118.4,9,1,3,risk_on
v3_rank12_premium_gold_top10,2026-04-30,2026-05-04,10,"IIFL,ERIS,HFCL,SAPPHIRE,IKS,RBLBANK,CHENNPETRO,DEVYANI,COHANCE,CEMPRO",5.5,10,1797.134,15.28431,117.8,7,3,2,risk_on
v3_rank12_premium_gold_top10,2026-05-04,2026-05-05,10,"ECLERX,FSL,NUVOCO,NUVAMA,PAYTM,COFORGE,CARTRADE,CRAFTSMAN,GODREJIND,YESBANK",5.5,10,1800.0697,17.39081,103.3,10,0,8,risk_on
v3_rank12_premium_gold_top10,2026-05-05,2026-05-06,10,"COFORGE,ECLERX,NUVOCO,CRAFTSMAN,PAYTM,FSL,NUVAMA,SONATSOFTW,GODREJIND,CARTRADE",5.5,10,1947.1622,16.978540000000002,114.7,10,0,8,risk_on
v3_rank12_premium_gold_top10,2026-05-06,2026-05-07,10,"CRAFTSMAN,NUVAMA,GODREJIND,PAYTM,ECLERX,NUVOCO,COFORGE,HFCL,THERMAX,SONATSOFTW",5.5,10,1939.7642,16.48462,118.2,10,0,4,risk_on
v3_rank12_premium_gold_top10,2026-05-07,2026-05-08,10,"FSL,SONATSOFTW,APTUS,HFCL,NUVAMA,ECLERX,GODFRYPHLP,CRAFTSMAN,NUVOCO,COFORGE",5.5,10,1851.3699000000001,16.07591,114.9,10,0,4,risk_on
v3_rank12_premium_gold_top10,2026-05-08,2026-05-11,10,"HFCL,ECLERX,NUVOCO,APTUS,CHOLAHLDNG,BHEL,CREDITACC,COFORGE,LALPATHLAB,NETWEB",5.5,10,1536.9078000000002,16.46624,93.3,10,0,4,risk_on
v3_rank12_premium_gold_top10,2026-05-12,2026-05-13,10,"HFCL,OIL,VTL,BIOCON,AFFLE,VEDL,KIMS,IDEA,TIMKEN,WELCORP",5.6,11,719.3657000000001,12.803570000000002,54.8,1,9,6,risk_off
v3_rank12_premium_gold_top10,2026-05-13,2026-05-14,10,"IDEA,HFCL,OIL,VEDL,KIMS,DIXON,NIACL,VTL,CCL,MAPMYINDIA",5.5,10,1184.4515,14.29982,82.2,3,7,7,risk_off
v3_rank12_premium_gold_top10,2026-05-14,2026-05-15,10,"HFCL,VEDL,SAREGAMA,NLCINDIA,SAIL,OIL,IDEA,BIOCON,KIMS,JUBLFOOD",6.5,11,1371.2769,15.59187,87.5,7,3,4,risk_off
v3_rank12_premium_gold_top10,2026-05-15,2026-05-18,10,"LATENTVIEW,SAILIFE,JPPOWER,VEDL,KIRLOSENG,ADANIENT,OIL,IDEA,BIOCON,CARBORUNIV",5.5,10,1494.5479,16.17764,92.2,10,0,5,risk_off
v3_rank12_premium_gold_top10,2026-05-19,2026-05-20,10,"IRB,IGIL,SAMMAANCAP,HONAUT,FSL,PCBL,TECHNOE,MINDACORP,POWERINDIA,HONASA",5.5,10,1487.0456,18.20805,81.9,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-05-20,2026-05-21,10,"SAMMAANCAP,IRB,HONAUT,FSL,TECHNOE,MINDACORP,HONASA,IGIL,DEEPAKFERT,PCBL",5.5,10,1512.1198000000002,17.72968,85.5,10,0,10,risk_off
v3_rank12_premium_gold_top10,2026-05-21,2026-05-22,10,"SAMMAANCAP,HONASA,FSL,IGIL,PCBL,DEEPAKFERT,POWERINDIA,TECHNOE,ELECON,MINDACORP",5.5,10,1573.5156,16.860970000000002,93.4,10,0,8,risk_off
v3_rank12_premium_gold_top10,2026-05-22,2026-05-25,10,"SAMMAANCAP,IGIL,PCBL,LATENTVIEW,POWERINDIA,FSL,TECHNOE,HONAUT,HONASA,MINDACORP",5.5,10,1458.9971,16.413970000000003,88.8,10,0,8,risk_off
v3_rank12_premium_gold_top10,2026-05-26,2026-05-27,10,"BLUEJET,ADANIPOWER,ARE&M,CEMPRO,ATGL,ADANIENSOL,ATHERENERG,VEDL,WOCKPHARMA,HBLENGINE",6.1,11,1188.0234999999998,13.6684,86.6,1,9,8,risk_on
v3_rank12_premium_gold_top10,2026-05-27,2026-05-29,10,"ADANIPOWER,HFCL,JPPOWER,ADANIENSOL,EXIDEIND,CEMPRO,ATGL,AIAENG,COALINDIA,JKTYRE",5.5,10,1529.0760999999998,15.860950000000003,95.8,10,0,4,risk_on
v3_rank12_premium_gold_top10,2026-05-29,2026-06-01,10,"POWERINDIA,CEMPRO,ZEEL,ADANIENSOL,WOCKPHARMA,HFCL,KIRLOSENG,NETWEB,THERMAX,TEGA",5.5,10,1699.5102,16.222500000000004,104.7,10,0,5,neutral
v3_rank12_premium_gold_top10,2026-06-01,2026-06-02,10,"PTCIL,JKCEMENT,CEMPRO,NATIONALUM,KPIL,GESHIP,THERMAX,NBCC,WELSPUNLIV,SYNGENE",6.3,12,487.30729999999994,12.00994,40.4,0,10,7,risk_off
v3_rank12_premium_gold_top10,2026-06-02,2026-06-03,10,"CONCORDBIO,JMFINANCIL,NEWGEN,PTCIL,ACMESOLAR,NSLNISP,NMDC,HFCL,HEXT,VIJAYA",5.5,10,1293.1145,14.51252,88.8,4,6,5,risk_off
v3_rank12_premium_gold_top10,2026-06-03,2026-06-04,10,"CONCORDBIO,RHIM,CHENNPETRO,OLAELEC,CARTRADE,HFCL,IFCI,NEWGEN,PTCIL,KPRMILL",6.3,11,1469.2781000000002,15.738899999999997,93.5,9,1,5,risk_off
v3_rank12_premium_gold_top10,2026-06-04,2026-06-05,10,"RHIM,CONCORDBIO,IIFL,OLAELEC,ANANTRAJ,TEJASNET,SYRMA,ZEEL,RRKABEL,CARTRADE",5.5,10,1642.5617000000002,16.172310000000003,101.6,10,0,5,risk_off
v3_rank12_premium_gold_top10,2026-06-05,2026-06-08,10,"RHIM,OLAELEC,CONCORDBIO,ACUTAAS,RRKABEL,HSCL,ACMESOLAR,CHENNPETRO,CEMPRO,SYRMA",5.5,10,1707.5328000000002,16.427860000000003,104.0,10,0,6,risk_off
v3_rank12_premium_gold_top10,2026-06-08,2026-06-09,10,"CCL,ANANDRATHI,ALKEM,CARTRADE,HEXT,NAUKRI,EMAMILTD,MAXHEALTH,TECHNOE,PERSISTENT",7.1,12,473.8983,12.312059999999999,37.2,1,9,10,risk_off
v3_rank12_premium_gold_top10,2026-06-09,2026-06-10,10,"CARTRADE,CEMPRO,DATAPATTNS,CAPLIPOINT,CCL,BELRISE,LTTS,OLAELEC,KPIL,GABRIEL",5.5,10,1158.8913,14.19281,80.5,1,9,7,risk_off
v3_rank12_premium_gold_top10,2026-06-10,2026-06-11,10,"CEMPRO,CCL,CARTRADE,CAPLIPOINT,CONCORDBIO,AEGISVOPAK,ASTERDM,HSCL,COROMANDEL,OLAELEC",5.6,11,1352.2821,14.788720000000001,90.8,3,7,4,risk_off
v3_rank12_premium_gold_top10,2026-06-11,2026-06-12,10,"BLUEJET,CARTRADE,AEGISLOG,APARINDS,CAPLIPOINT,CONCORDBIO,TEJASNET,ASTERDM,CEMPRO,ZEEL",5.5,10,1486.841,14.875289999999998,99.6,5,5,2,risk_off
v3_rank12_premium_gold_top10,2026-06-12,2026-06-15,10,"IFCI,APARINDS,TEJASNET,TTML,AAVAS,NETWEB,AEGISVOPAK,BLUEJET,AIIL,TBOTEK",5.5,10,1706.7147,16.191300000000002,105.3,10,0,5,neutral
v3_rank12_premium_gold_top10,2026-06-17,2026-06-18,10,"IDBI,SONATSOFTW,CARTRADE,UCOBANK,PGEL,MMTC,MGL,DATAPATTNS,TRENT,AEGISLOG",6.2,11,1285.4608999999996,14.495330000000001,88.6,3,7,3,risk_on
v3_rank12_premium_gold_top10,2026-06-18,2026-06-19,10,"REDINGTON,NIACL,PGEL,NETWEB,BATAINDIA,FIVESTAR,KPRMILL,TRENT,SONATSOFTW,OLECTRA",5.5,10,1518.4660999999999,15.42484,98.5,10,0,2,risk_on
v3_rank12_premium_gold_top10,2026-06-19,2026-06-22,10,"HFCL,DATAPATTNS,GVT&D,PGEL,REDINGTON,BDL,NETWEB,TRENT,FIVESTAR,CARBORUNIV",5.5,10,1621.0067,15.778869999999998,102.6,10,0,3,risk_on
