month,tag,days,days_pos,avg_names,ret5x_pct,ret1x_pct,avg_day5x,win_pct,end_equity
2025-03,v3_train_net_zerodha,18,12,10.0,187.133738469625,37.426747693924995,10.396318803868056,66.66666666666666,2575602.3085756535
2025-04,v3_train_net_zerodha,19,11,10.0,129.22148976326395,25.844297952652788,6.801131040171787,57.89473684210527,8012397.696160446
2025-05,v3_train_net_zerodha,21,18,10.0,288.91033222364337,57.782066444728684,13.757634867792541,85.71428571428571,105988899.8372158
