config_id,signal_date,entry_date,n_positions,symbols,avg_rank,max_rank,avg_score,avg_lift,avg_n_fires,n_premium,n_gold,n_normal_context,regime_mode,exit_time,exit_reason,gross_ret5x_pct,net_ret5x_pct,gross_ret1x_pct,net_ret1x_pct,gross_rs,charges_rs,net_rs,n_positions_filled,filled_symbols,position_rets
v3_rank12_premium_gold_top10,2025-04-21,2025-04-22,10,"APARINDS,ATUL,GODFRYPHLP,AUBANK,CHOICEIN,TATAELXSI,LALPATHLAB,IIFL,PERSISTENT,MPHASIS",5.5,10,1309.8718000000001,15.570440000000001,83.8,10,0,8,risk_on,15:29,EOD,7.652299999999999,7.380839049323599,1.53046,1.47616780986472,38261.5,1357.304753382,36904.195246618,10,"APARINDS,ATUL,GODFRYPHLP,AUBANK,CHOICEIN,TATAELXSI,LALPATHLAB,IIFL,PERSISTENT,MPHASIS","5.0746,1.1715,-0.7120,-1.2504,0.1603,2.6429,0.8759,4.5714,2.1180,0.8137"
v3_rank12_premium_gold_top10,2025-04-22,2025-04-23,10,"APARINDS,AUBANK,ATUL,REDINGTON,GODFRYPHLP,TATAELXSI,SPLPETRO,CHOICEIN,LALPATHLAB,PERSISTENT",5.5,10,1361.2934,15.667440000000003,86.5,10,0,8,risk_on,10:14,TRAIL,3.1191700000000186,2.8487364121555987,0.6238340000000038,0.5697472824311197,15595.850000000093,1352.1679392221001,14243.682060777994,10,"APARINDS,AUBANK,ATUL,REDINGTON,GODFRYPHLP,TATAELXSI,SPLPETRO,CHOICEIN,LALPATHLAB,PERSISTENT","-2.6080,4.3871,2.6157,2.0222,0.2369,1.0036,-0.7331,-0.2650,-1.2594,0.8317"
v3_rank12_premium_gold_top10,2025-04-23,2025-04-24,10,"APARINDS,GODFRYPHLP,ATUL,AUBANK,TATAELXSI,LALPATHLAB,HCLTECH,MPHASIS,CHOICEIN,REDINGTON",5.5,10,1304.1531,15.351770000000002,84.8,7,3,6,risk_on,15:29,EOD,7.155759999999963,6.883713023772203,1.4311519999999924,1.3767426047544407,35778.799999999814,1360.2348811388003,34418.56511886101,10,"APARINDS,GODFRYPHLP,ATUL,AUBANK,TATAELXSI,LALPATHLAB,HCLTECH,MPHASIS,CHOICEIN,REDINGTON","2.2495,1.1927,0.2575,2.1260,4.3677,2.3495,-0.2947,-2.1651,1.3072,2.9412"
v3_rank12_premium_gold_top10,2025-04-24,2025-04-25,10,"APARINDS,GODFRYPHLP,ATUL,HCLTECH,LALPATHLAB,MPHASIS,AUBANK,TATAELXSI,COFORGE,PERSISTENT",5.5,10,1278.3461,15.460680000000002,82.6,9,1,8,risk_on,09:20,HARD_STOP,-3.43055,-3.6993438321909005,-0.68611,-0.7398687664381801,-17152.75,1343.9691609544998,-18496.7191609545,10,"APARINDS,GODFRYPHLP,ATUL,HCLTECH,LALPATHLAB,MPHASIS,AUBANK,TATAELXSI,COFORGE,PERSISTENT","0.0000,-1.7141,0.5533,-0.1258,-1.5862,-1.0640,-1.0940,-0.9497,-0.5130,-0.3917"
v3_rank12_premium_gold_top10,2025-04-25,2025-04-28,10,"APARINDS,GODFRYPHLP,HCLTECH,TATAELXSI,ATUL,MPHASIS,AUBANK,OFSS,PERSISTENT,CHOICEIN",5.5,10,1264.7087,15.419659999999999,81.8,8,2,7,risk_on,09:17,HARD_STOP,-2.89185,-3.16023241421654,-0.5783699999999999,-0.632046482843308,-14459.25,1341.9120710827,-15801.162071082701,10,"APARINDS,GODFRYPHLP,HCLTECH,TATAELXSI,ATUL,MPHASIS,AUBANK,OFSS,PERSISTENT,CHOICEIN","-0.1995,2.0255,-0.7476,-0.1693,-1.1225,-1.5791,-0.3640,-2.7781,-0.6706,-0.2360"
v3_rank12_premium_gold_top10,2025-04-28,2025-04-29,10,"TIMKEN,TIINDIA,FORCEMOT,CEATLTD,INDIACEM,GRSE,MAZDOCK,MARUTI,HONASA,SCHAEFFLER",5.5,10,1323.5829999999999,15.962579999999999,82.8,9,1,10,risk_on,15:29,EOD,18.24872000000002,17.97407797455778,3.649744000000004,3.594815594911556,91243.6000000001,1373.2101272112002,89870.38987278889,10,"TIMKEN,TIINDIA,FORCEMOT,CEATLTD,INDIACEM,GRSE,MAZDOCK,MARUTI,HONASA,SCHAEFFLER","-0.1854,5.1763,-1.6177,0.4883,6.5646,11.9088,7.4914,-0.0169,7.3276,-0.5124"
v3_rank12_premium_gold_top10,2025-04-29,2025-04-30,10,"TIMKEN,FORCEMOT,CEATLTD,TIINDIA,MARUTI,SCHAEFFLER,IGL,ACUTAAS,INDIACEM,SONATSOFTW",5.5,10,1226.7924,15.59983,78.3,8,2,9,risk_on,09:17,HARD_STOP,-3.4734400000000374,-3.7423296825921653,-0.6946880000000075,-0.7484659365184331,-17367.200000000186,1344.44841296064,-18711.648412960825,10,"TIMKEN,FORCEMOT,CEATLTD,TIINDIA,MARUTI,SCHAEFFLER,IGL,ACUTAAS,INDIACEM,SONATSOFTW","-0.6797,-2.3158,-0.0066,-0.2141,0.3044,-0.5783,-0.5395,-0.6354,-1.3391,-0.9973"
v3_rank12_premium_gold_top10,2025-04-30,2025-05-02,10,"TIMKEN,FORCEMOT,ELECON,TIINDIA,CEATLTD,INDIACEM,MARUTI,SONATSOFTW,ACUTAAS,IGL",5.5,10,1240.0081,15.47654,79.7,7,3,7,risk_on,15:29,EOD,14.275540000000037,14.001641470798237,2.8551080000000075,2.8003282941596472,71377.70000000019,1369.492646009,70008.20735399118,10,"TIMKEN,FORCEMOT,ELECON,TIINDIA,CEATLTD,INDIACEM,MARUTI,SONATSOFTW,ACUTAAS,IGL","7.0994,12.4579,4.6063,0.6982,1.6324,0.3124,1.0851,-0.4177,1.2251,-0.0518"
v3_rank12_premium_gold_top10,2025-05-02,2025-05-05,10,"TIINDIA,TIMKEN,CEATLTD,INDIACEM,SONATSOFTW,ELECON,IGL,FORCEMOT,GRSE,MAZDOCK",5.5,10,1296.6048999999998,14.979309999999998,86.9,3,7,7,risk_on,11:28,TRAIL,2.2015320000000296,1.9316339816914778,0.4403064000000059,0.3863267963382956,11007.660000000149,1349.49009154276,9658.169908457388,10,"TIINDIA,TIMKEN,CEATLTD,INDIACEM,SONATSOFTW,ELECON,IGL,FORCEMOT,GRSE,MAZDOCK","1.0642,-2.6173,1.7176,-0.1939,0.7891,-0.3374,3.1839,1.9627,-0.6545,-0.4464"
v3_rank12_premium_gold_top10,2025-05-05,2025-05-06,10,"WELSPUNLIV,KPRMILL,CONCORDBIO,ENDURANCE,YESBANK,CCL,APARINDS,SPLPETRO,IIFL,TIMKEN",5.5,10,1537.3548,16.44673,93.1,8,2,9,risk_on,09:19,HARD_STOP,-3.802269999999926,-4.071465264611594,-0.7604539999999852,-0.8142930529223188,-19011.349999999627,1345.9763230583399,-20357.32632305797,10,"WELSPUNLIV,KPRMILL,CONCORDBIO,ENDURANCE,YESBANK,CCL,APARINDS,SPLPETRO,IIFL,TIMKEN","0.4016,-0.8350,-0.8641,-0.1448,-1.2994,-4.1974,-0.4218,1.0665,-0.6630,-0.6682"
