tag,baskets,avg_names,win_pct,sum_ret5x_pct,sum_ret1x_pct,avg_day5x_pct,compounded_ret_pct,end_equity,max_dd_pct
v3_train_gross_no_cost,58,10.0,70.6896551724138,621.1003739999996,124.22007479999994,10.708627137931028,24404.1166990569,122520583.4952845,11.026267298659494
v3_train_net_zerodha,58,10.0,70.6896551724138,605.2655604565323,121.05311209130646,10.435613111319523,21097.77996744316,105988899.8372158,11.76834640145446
v3_forward_gross_no_cost,236,10.0,68.64406779661016,1750.572638,350.11452760000003,7.417680669491526,743858468.4955935,3719292842477.9673,17.864929037202863
v3_forward_net_zerodha,236,10.0,68.64406779661016,1686.369618968813,337.2739237937626,7.145633978681411,406927819.5634143,2034639597817.0713,20.740196286364935
