month,tag,days,days_pos,avg_names,ret5x_pct,ret1x_pct,avg_day5x,win_pct,end_equity
2025-06,v3_forward_gross_no_cost,21,15,10.0,161.78534599999963,32.35706919999992,7.704064095238078,71.42857142857143,2141255.505570911
2025-07,v3_forward_gross_no_cost,18,14,10.0,172.1256039999999,34.42512079999999,9.56253355555555,77.77777777777779,10484976.325477816
2025-08,v3_forward_gross_no_cost,18,13,10.0,105.25291800000035,21.050583600000067,5.847384333333353,72.22222222222221,27804462.789448276
2025-09,v3_forward_gross_no_cost,14,11,10.0,120.48852400000013,24.097704800000024,8.606323142857152,78.57142857142857,83288762.58038495
2025-10,v3_forward_gross_no_cost,20,16,10.0,214.49722200000025,42.89944440000004,10.724861100000012,80.0,593417128.0639969
2025-11,v3_forward_gross_no_cost,19,15,10.0,103.84298599999994,20.76859719999999,5.46542031578947,78.94736842105263,1575672786.2648914
2025-12,v3_forward_gross_no_cost,22,14,10.0,122.44147599999998,24.488295199999992,5.565521636363635,63.63636363636363,4765094327.032038
2026-01,v3_forward_gross_no_cost,15,8,10.0,117.60870199999995,23.521740399999988,7.84058013333333,53.333333333333336,13513687212.713509
2026-02,v3_forward_gross_no_cost,20,16,10.0,152.84630000000018,30.569260000000043,7.642315000000009,80.0,55169164685.39521
2026-03,v3_forward_gross_no_cost,19,12,10.0,192.99878000000027,38.599756000000056,10.157830526315804,63.1578947368421,299736544015.56104
2026-04,v3_forward_gross_no_cost,20,12,10.0,159.44858199999985,31.88971639999997,7.972429099999992,60.0,1208644999854.6982
2026-05,v3_forward_gross_no_cost,16,11,10.0,139.13911999999993,27.827823999999985,8.696194999999996,68.75,4229391749591.779
2026-06,v3_forward_gross_no_cost,14,5,10.0,-11.902922000000068,-2.3805844000000134,-0.8502087142857191,35.714285714285715,3719292842477.9673
