pattern,symbol,n,avg_d1,family,score_n_x_avg
FALCPAT_9043,NSLNISP,10,1.075,unclassified,10.75
FALCPAT_6320,REDINGTON,47,1.074,unclassified,50.478
FALCPAT_8811,KAYNES,41,1.074,unclassified,44.034000000000006
FALCPAT_7471,NLCINDIA,32,1.074,unclassified,34.368
FALCPAT_7447,HINDZINC,27,1.074,unclassified,28.998
FALCPAT_7008,AMBUJACEM,24,1.074,unclassified,25.776000000000003
FALCPAT_7741,KAYNES,22,1.074,unclassified,23.628
FALCPAT_9450,GVT&D,22,1.074,unclassified,23.628
FALCPAT_8221,KAYNES,21,1.074,unclassified,22.554000000000002
FALCPAT_7758,UPL,17,1.074,unclassified,18.258000000000003
FALCPAT_8459,JSWSTEEL,13,1.074,unclassified,13.962000000000002
FALCPAT_9429,NETWEB,13,1.074,unclassified,13.962000000000002
FALCPAT_8728,JUBLINGREA,10,1.074,unclassified,10.74
FALCPAT_8459,HSCL,22,1.073,unclassified,23.605999999999998
FALCPAT_6295,USHAMART,21,1.073,unclassified,22.532999999999998
FALCPAT_8957,BLS,21,1.073,unclassified,22.532999999999998
FALCPAT_8141,DOMS,19,1.073,unclassified,20.387
FALCPAT_8637,BSE,19,1.073,unclassified,20.387
FALCPAT_7508,GRAVITA,17,1.073,unclassified,18.241
FALCPAT_9449,ADANIPOWER,17,1.073,unclassified,18.241
FALCPAT_7983,CHOLAHLDNG,16,1.073,unclassified,17.168
FALCPAT_9127,NIACL,16,1.073,unclassified,17.168
FALCPAT_7004,HINDCOPPER,15,1.073,unclassified,16.095
FALCPAT_9446,HFCL,15,1.073,unclassified,16.095
FALCPAT_7561,ABSLAMC,14,1.073,unclassified,15.021999999999998
FALCPAT_7965,DCMSHRIRAM,13,1.073,unclassified,13.949
FALCPAT_6467,PHOENIXLTD,12,1.073,unclassified,12.876
FALCPAT_6575,GMRAIRPORT,12,1.073,unclassified,12.876
FALCPAT_8189,NATCOPHARM,11,1.073,unclassified,11.802999999999999
FALCPAT_6288,SIEMENS,10,1.073,unclassified,10.73
FALCPAT_9108,RECLTD,10,1.073,unclassified,10.73
FALCPAT_6431,ECLERX,44,1.072,unclassified,47.168000000000006
FALCPAT_8966,RADICO,29,1.072,unclassified,31.088
FALCPAT_7578,PHOENIXLTD,28,1.072,unclassified,30.016000000000002
FALCPAT_9345,TATAINVEST,27,1.072,unclassified,28.944000000000003
FALCPAT_8206,COFORGE,23,1.072,unclassified,24.656000000000002
FALCPAT_9107,LAURUSLABS,20,1.072,unclassified,21.44
FALCPAT_8397,BDL,19,1.072,unclassified,20.368000000000002
FALCPAT_8407,JUBLPHARMA,16,1.072,unclassified,17.152
FALCPAT_8890,BLS,16,1.072,unclassified,17.152
FALCPAT_8637,ADANIENSOL,13,1.072,unclassified,13.936
FALCPAT_8101,JBCHEPHARM,12,1.072,unclassified,12.864
FALCPAT_8187,ABBOTINDIA,12,1.072,unclassified,12.864
FALCPAT_9540,CARTRADE,11,1.072,unclassified,11.792000000000002
FALCPAT_9367,PAYTM,49,1.071,unclassified,52.479
FALCPAT_6545,PCBL,21,1.071,unclassified,22.491
FALCPAT_8506,AMBER,18,1.071,unclassified,19.278
FALCPAT_9367,SONACOMS,18,1.071,unclassified,19.278
FALCPAT_9569,CGPOWER,17,1.071,unclassified,18.207
FALCPAT_7786,SBFC,16,1.071,unclassified,17.136
FALCPAT_7872,EMAMILTD,16,1.071,unclassified,17.136
FALCPAT_8504,PATANJALI,15,1.071,unclassified,16.064999999999998
FALCPAT_6696,GODFRYPHLP,14,1.071,unclassified,14.994
FALCPAT_9522,USHAMART,14,1.071,unclassified,14.994
FALCPAT_9597,TORNTPOWER,14,1.071,unclassified,14.994
FALCPAT_6865,ZFCVINDIA,13,1.071,unclassified,13.923
FALCPAT_8723,GRAPHITE,13,1.071,unclassified,13.923
FALCPAT_6331,BERGEPAINT,11,1.071,unclassified,11.780999999999999
FALCPAT_7253,INDIAMART,10,1.071,unclassified,10.709999999999999
FALCPAT_8143,SOBHA,10,1.071,unclassified,10.709999999999999
FALCPAT_9522,SYRMA,30,1.07,unclassified,32.1
FALCPAT_6329,WHIRLPOOL,24,1.07,unclassified,25.68
FALCPAT_6744,HINDCOPPER,20,1.07,unclassified,21.400000000000002
FALCPAT_8425,KIMS,17,1.07,unclassified,18.19
FALCPAT_6569,IRB,15,1.07,unclassified,16.05
FALCPAT_8292,SHRIRAMFIN,14,1.07,unclassified,14.98
FALCPAT_8938,IGL,14,1.07,unclassified,14.98
FALCPAT_6477,HINDZINC,13,1.07,unclassified,13.91
FALCPAT_7599,INDIACEM,13,1.07,unclassified,13.91
FALCPAT_9270,BDL,11,1.07,unclassified,11.770000000000001
FALCPAT_6393,PFIZER,10,1.07,unclassified,10.700000000000001
FALCPAT_7430,TIMKEN,10,1.07,unclassified,10.700000000000001
FALCPAT_7799,CUB,10,1.07,unclassified,10.700000000000001
FALCPAT_8583,TATAINVEST,33,1.069,unclassified,35.277
FALCPAT_6145,SJVN,29,1.069,unclassified,31.000999999999998
FALCPAT_6575,HUDCO,29,1.069,unclassified,31.000999999999998
FALCPAT_6998,HINDALCO,21,1.069,unclassified,22.448999999999998
FALCPAT_8498,HINDZINC,20,1.069,unclassified,21.38
FALCPAT_6348,ANANTRAJ,19,1.069,unclassified,20.311
FALCPAT_9170,KPITTECH,19,1.069,unclassified,20.311
FALCPAT_7992,ARE&M,17,1.069,unclassified,18.173
FALCPAT_8143,SAREGAMA,17,1.069,unclassified,18.173
FALCPAT_7983,AEGISLOG,16,1.069,unclassified,17.104
FALCPAT_6145,FSL,15,1.069,unclassified,16.035
FALCPAT_8837,BHARTIARTL,14,1.069,unclassified,14.966
FALCPAT_8949,NEWGEN,14,1.069,unclassified,14.966
FALCPAT_9583,JKTYRE,13,1.069,unclassified,13.896999999999998
FALCPAT_9541,ZOMATO,12,1.069,unclassified,12.828
FALCPAT_6999,IDFCFIRSTB,11,1.069,unclassified,11.759
FALCPAT_9516,UPL,10,1.069,unclassified,10.69
FALCPAT_6845,IRFC,29,1.068,unclassified,30.972
FALCPAT_8622,GALLANTT,24,1.068,unclassified,25.632
FALCPAT_8904,TATAINVEST,24,1.068,unclassified,25.632
FALCPAT_9528,HBLENGINE,24,1.068,unclassified,25.632
FALCPAT_9369,GPIL,19,1.068,unclassified,20.292
FALCPAT_8371,WELCORP,17,1.068,unclassified,18.156000000000002
FALCPAT_6905,PRESTIGE,15,1.068,unclassified,16.02
FALCPAT_8448,FORCEMOT,13,1.068,unclassified,13.884
FALCPAT_9338,LODHA,12,1.068,unclassified,12.816
FALCPAT_8664,USHAMART,11,1.068,unclassified,11.748000000000001
FALCPAT_8494,PFC,10,1.068,unclassified,10.68
FALCPAT_6335,GRSE,49,1.067,unclassified,52.282999999999994
FALCPAT_8199,GPIL,33,1.067,unclassified,35.211
FALCPAT_7870,USHAMART,26,1.067,unclassified,27.741999999999997
FALCPAT_9569,RVNL,25,1.067,unclassified,26.674999999999997
FALCPAT_8811,ADANIPORTS,23,1.067,unclassified,24.541
FALCPAT_8370,MGL,22,1.067,unclassified,23.474
FALCPAT_6715,IPCALAB,21,1.067,unclassified,22.407
FALCPAT_7870,FINCABLES,21,1.067,unclassified,22.407
FALCPAT_6223,HBLENGINE,20,1.067,unclassified,21.34
FALCPAT_7553,DOMS,20,1.067,unclassified,21.34
FALCPAT_7578,SAPPHIRE,19,1.067,unclassified,20.273
FALCPAT_6999,MAPMYINDIA,18,1.067,unclassified,19.206
FALCPAT_9529,KAYNES,17,1.067,unclassified,18.139
FALCPAT_9425,PNBHOUSING,14,1.067,unclassified,14.937999999999999
FALCPAT_7004,ARE&M,13,1.067,unclassified,13.870999999999999
FALCPAT_6477,LTFOODS,12,1.067,unclassified,12.803999999999998
FALCPAT_7977,HONASA,12,1.067,unclassified,12.803999999999998
FALCPAT_6566,FSL,15,1.066,unclassified,15.99
FALCPAT_8940,NATIONALUM,15,1.066,unclassified,15.99
FALCPAT_6895,SOLARINDS,13,1.066,unclassified,13.858
FALCPAT_8101,CANBK,11,1.066,unclassified,11.726
FALCPAT_7200,INOXWIND,48,1.065,unclassified,51.12
FALCPAT_7741,RVNL,48,1.065,unclassified,51.12
FALCPAT_7491,LTFOODS,41,1.065,unclassified,43.665
FALCPAT_8141,ZOMATO,35,1.065,unclassified,37.275
FALCPAT_8262,FORCEMOT,34,1.065,unclassified,36.21
FALCPAT_8496,PPLPHARMA,21,1.065,unclassified,22.365
FALCPAT_6912,SOBHA,18,1.065,unclassified,19.169999999999998
FALCPAT_6439,NLCINDIA,17,1.065,unclassified,18.105
FALCPAT_7737,ZENSARTECH,15,1.065,unclassified,15.975
FALCPAT_7008,SWANCORP,14,1.065,unclassified,14.91
FALCPAT_6927,MOTILALOFS,12,1.065,unclassified,12.78
FALCPAT_7270,UPL,12,1.065,unclassified,12.78
FALCPAT_8691,INDIACEM,12,1.065,unclassified,12.78
FALCPAT_8463,IIFL,11,1.065,unclassified,11.715
FALCPAT_9127,ZYDUSWELL,11,1.065,unclassified,11.715
FALCPAT_7862,BDL,48,1.064,unclassified,51.072
FALCPAT_6474,WELSPUNLIV,31,1.064,unclassified,32.984
FALCPAT_9493,CHAMBLFERT,28,1.064,unclassified,29.792
FALCPAT_7183,CUB,26,1.064,unclassified,27.664
FALCPAT_6145,GPIL,25,1.064,unclassified,26.6
FALCPAT_7801,GLENMARK,24,1.064,unclassified,25.536
FALCPAT_9170,PNBHOUSING,17,1.064,unclassified,18.088
FALCPAT_8958,IGL,15,1.064,unclassified,15.96
FALCPAT_8781,J&KBANK,14,1.064,unclassified,14.896
FALCPAT_8143,NIACL,13,1.064,unclassified,13.832
FALCPAT_8247,NIACL,13,1.064,unclassified,13.832
FALCPAT_7056,BALKRISIND,12,1.064,unclassified,12.768
FALCPAT_7979,ACE,10,1.064,unclassified,10.64
FALCPAT_8890,NAM-INDIA,10,1.064,unclassified,10.64
FALCPAT_9338,DLF,10,1.064,unclassified,10.64
FALCPAT_9114,COCHINSHIP,60,1.063,unclassified,63.779999999999994
FALCPAT_9368,J&KBANK,31,1.063,unclassified,32.952999999999996
FALCPAT_8068,INOXWIND,29,1.063,unclassified,30.826999999999998
FALCPAT_7269,NIACL,28,1.063,unclassified,29.764
FALCPAT_7620,RVNL,27,1.063,unclassified,28.700999999999997
FALCPAT_8952,ENGINERSIN,27,1.063,unclassified,28.700999999999997
FALCPAT_7737,360ONE,21,1.063,unclassified,22.323
FALCPAT_9222,AMBER,17,1.063,unclassified,18.070999999999998
FALCPAT_6438,NBCC,16,1.063,unclassified,17.008
FALCPAT_8312,NUVAMA,16,1.063,unclassified,17.008
FALCPAT_9574,HINDZINC,15,1.063,unclassified,15.944999999999999
FALCPAT_8402,FACT,14,1.063,unclassified,14.882
FALCPAT_8361,NUVAMA,11,1.063,unclassified,11.693
FALCPAT_8669,FSL,53,1.062,unclassified,56.286
FALCPAT_8429,SOBHA,42,1.062,unclassified,44.604
FALCPAT_9403,KFINTECH,39,1.062,unclassified,41.418
FALCPAT_9203,MGL,36,1.062,unclassified,38.232
FALCPAT_8097,POLICYBZR,33,1.062,unclassified,35.046
FALCPAT_6458,ZOMATO,21,1.062,unclassified,22.302
FALCPAT_9127,CONCORDBIO,17,1.062,unclassified,18.054000000000002
FALCPAT_9185,DATAPATTNS,17,1.062,unclassified,18.054000000000002
FALCPAT_6227,BAJAJHLDNG,16,1.062,unclassified,16.992
FALCPAT_9540,AWL,16,1.062,unclassified,16.992
FALCPAT_6334,TTML,14,1.062,unclassified,14.868
FALCPAT_9530,RHIM,14,1.062,unclassified,14.868
FALCPAT_7633,ITI,43,1.061,unclassified,45.623
FALCPAT_8506,GRSE,34,1.061,unclassified,36.074
FALCPAT_6566,JUBLPHARMA,28,1.061,unclassified,29.708
FALCPAT_8734,JWL,19,1.061,unclassified,20.159
FALCPAT_7909,JSWINFRA,18,1.061,unclassified,19.098
FALCPAT_9221,NEULANDLAB,16,1.061,unclassified,16.976
FALCPAT_7567,NBCC,11,1.061,unclassified,11.671
FALCPAT_8370,SIEMENS,10,1.061,unclassified,10.61
FALCPAT_6819,FACT,77,1.06,unclassified,81.62
FALCPAT_9005,POLICYBZR,55,1.06,unclassified,58.300000000000004
FALCPAT_9568,ZENSARTECH,50,1.06,unclassified,53.0
FALCPAT_6440,HINDZINC,26,1.06,unclassified,27.560000000000002
FALCPAT_6166,VTL,22,1.06,unclassified,23.32
FALCPAT_8354,SUZLON,21,1.06,unclassified,22.26
FALCPAT_7942,UTIAMC,20,1.06,unclassified,21.200000000000003
FALCPAT_8084,CENTRALBK,19,1.06,unclassified,20.14
FALCPAT_9244,ZENSARTECH,18,1.06,unclassified,19.080000000000002
FALCPAT_8964,SJVN,14,1.06,unclassified,14.84
FALCPAT_6201,ACC,13,1.06,unclassified,13.780000000000001
FALCPAT_8547,GODFRYPHLP,11,1.06,unclassified,11.66
FALCPAT_8502,GLENMARK,10,1.06,unclassified,10.600000000000001
FALCPAT_8084,BSE,56,1.059,unclassified,59.303999999999995
FALCPAT_8904,ADANIPOWER,41,1.059,unclassified,43.419
FALCPAT_8429,POLICYBZR,40,1.059,unclassified,42.36
FALCPAT_9521,CESC,32,1.059,unclassified,33.888
FALCPAT_7603,COCHINSHIP,31,1.059,unclassified,32.829
FALCPAT_7471,BDL,28,1.059,unclassified,29.651999999999997
FALCPAT_9109,HSCL,28,1.059,unclassified,29.651999999999997
FALCPAT_9170,JYOTICNC,26,1.059,unclassified,27.534
FALCPAT_9368,SAIL,22,1.059,unclassified,23.298
FALCPAT_8291,JBCHEPHARM,16,1.059,unclassified,16.944
FALCPAT_7208,JYOTICNC,15,1.059,unclassified,15.885
FALCPAT_7435,COROMANDEL,15,1.059,unclassified,15.885
FALCPAT_8726,BANDHANBNK,15,1.059,unclassified,15.885
FALCPAT_9569,CRAFTSMAN,15,1.059,unclassified,15.885
FALCPAT_7184,AAVAS,13,1.059,unclassified,13.767
FALCPAT_6951,NATIONALUM,12,1.059,unclassified,12.707999999999998
FALCPAT_8909,UPL,11,1.059,unclassified,11.649
FALCPAT_9393,INDIACEM,11,1.059,unclassified,11.649
FALCPAT_7799,OBEROIRLTY,10,1.059,unclassified,10.59
FALCPAT_9541,LINDEINDIA,10,1.059,unclassified,10.59
FALCPAT_7799,SOBHA,39,1.058,unclassified,41.262
FALCPAT_8951,INOXWIND,37,1.058,unclassified,39.146
FALCPAT_6166,JUBLPHARMA,35,1.058,unclassified,37.03
FALCPAT_9542,ABSLAMC,31,1.058,unclassified,32.798
FALCPAT_7446,FSL,27,1.058,unclassified,28.566000000000003
FALCPAT_8171,CARBORUNIV,26,1.058,unclassified,27.508000000000003
FALCPAT_9523,CAPLIPOINT,22,1.058,unclassified,23.276
FALCPAT_6507,JUBLPHARMA,20,1.058,unclassified,21.16
FALCPAT_7828,SHRIRAMFIN,17,1.058,unclassified,17.986
FALCPAT_7631,BLS,16,1.058,unclassified,16.928
FALCPAT_7320,ABB,14,1.058,unclassified,14.812000000000001
FALCPAT_9446,KIMS,14,1.058,unclassified,14.812000000000001
FALCPAT_6809,GILLETTE,12,1.058,unclassified,12.696000000000002
FALCPAT_7976,HEG,10,1.058,unclassified,10.58
FALCPAT_7179,NLCINDIA,43,1.057,unclassified,45.451
FALCPAT_8789,CRAFTSMAN,34,1.057,unclassified,35.937999999999995
FALCPAT_7941,GPIL,33,1.057,unclassified,34.881
FALCPAT_7553,SUNDARMFIN,30,1.057,unclassified,31.709999999999997
FALCPAT_7751,ERIS,29,1.057,unclassified,30.653
FALCPAT_9511,ANURAS,28,1.057,unclassified,29.595999999999997
FALCPAT_7458,HONASA,23,1.057,unclassified,24.311
FALCPAT_8789,AUROPHARMA,23,1.057,unclassified,24.311
FALCPAT_6467,PPLPHARMA,21,1.057,unclassified,22.197
FALCPAT_7862,TATACHEM,21,1.057,unclassified,22.197
FALCPAT_7176,ANGELONE,17,1.057,unclassified,17.968999999999998
FALCPAT_7162,ITC,16,1.057,unclassified,16.912
FALCPAT_7453,MOTHERSON,16,1.057,unclassified,16.912
FALCPAT_7516,FACT,15,1.057,unclassified,15.854999999999999
FALCPAT_7618,TRENT,14,1.057,unclassified,14.797999999999998
FALCPAT_8196,SONACOMS,12,1.057,unclassified,12.684
FALCPAT_8690,GRAVITA,12,1.057,unclassified,12.684
FALCPAT_9123,CGCL,12,1.057,unclassified,12.684
FALCPAT_8071,SAREGAMA,10,1.057,unclassified,10.57
FALCPAT_7348,LODHA,48,1.056,unclassified,50.688
FALCPAT_9369,BDL,45,1.056,unclassified,47.52
FALCPAT_6823,GODREJIND,38,1.056,unclassified,40.128
FALCPAT_8890,GRAVITA,35,1.056,unclassified,36.96
FALCPAT_8621,GRAVITA,29,1.056,unclassified,30.624000000000002
FALCPAT_7545,CREDITACC,26,1.056,unclassified,27.456000000000003
FALCPAT_8293,IRFC,24,1.056,unclassified,25.344
FALCPAT_6427,POONAWALLA,19,1.056,unclassified,20.064
FALCPAT_7965,RVNL,19,1.056,unclassified,20.064
FALCPAT_6744,GMDCLTD,18,1.056,unclassified,19.008000000000003
FALCPAT_7829,HINDZINC,18,1.056,unclassified,19.008000000000003
FALCPAT_9602,INDIACEM,18,1.056,unclassified,19.008000000000003
FALCPAT_6504,ANGELONE,17,1.056,unclassified,17.952
FALCPAT_8877,FIVESTAR,15,1.056,unclassified,15.84
FALCPAT_8585,ECLERX,13,1.056,unclassified,13.728000000000002
FALCPAT_9366,PTCIL,13,1.056,unclassified,13.728000000000002
FALCPAT_8744,LODHA,12,1.056,unclassified,12.672
FALCPAT_9370,AEGISLOG,12,1.056,unclassified,12.672
FALCPAT_9111,BEL,11,1.056,unclassified,11.616
FALCPAT_7999,GRAVITA,63,1.055,unclassified,66.46499999999999
FALCPAT_8042,GRAVITA,63,1.055,unclassified,66.46499999999999
FALCPAT_7269,GRAPHITE,42,1.055,unclassified,44.309999999999995
FALCPAT_6591,KFINTECH,40,1.055,unclassified,42.199999999999996
FALCPAT_9460,INTELLECT,31,1.055,unclassified,32.705
FALCPAT_6166,IDBI,27,1.055,unclassified,28.485
FALCPAT_8781,JUBLINGREA,23,1.055,unclassified,24.264999999999997
FALCPAT_7753,MMTC,20,1.055,unclassified,21.099999999999998
FALCPAT_9043,PIIND,20,1.055,unclassified,21.099999999999998
FALCPAT_7885,RHIM,19,1.055,unclassified,20.044999999999998
FALCPAT_8230,GABRIEL,16,1.055,unclassified,16.88
FALCPAT_6757,TITAGARH,15,1.055,unclassified,15.825
FALCPAT_6895,SHRIRAMFIN,14,1.055,unclassified,14.77
FALCPAT_6674,BHEL,13,1.055,unclassified,13.715
FALCPAT_6818,NUVAMA,13,1.055,unclassified,13.715
FALCPAT_7253,JMFINANCIL,11,1.055,unclassified,11.604999999999999
FALCPAT_8407,CEATLTD,11,1.055,unclassified,11.604999999999999
FALCPAT_6575,ITI,38,1.054,unclassified,40.052
FALCPAT_7947,FSL,38,1.054,unclassified,40.052
FALCPAT_6998,GRAPHITE,33,1.054,unclassified,34.782000000000004
FALCPAT_9530,NBCC,32,1.054,unclassified,33.728
FALCPAT_7819,ERIS,29,1.054,unclassified,30.566000000000003
FALCPAT_9293,ERIS,29,1.054,unclassified,30.566000000000003
FALCPAT_7713,IOB,28,1.054,unclassified,29.512
FALCPAT_7575,LODHA,26,1.054,unclassified,27.404
FALCPAT_6477,IRCON,25,1.054,unclassified,26.35
FALCPAT_8269,BIKAJI,22,1.054,unclassified,23.188000000000002
FALCPAT_8890,RITES,21,1.054,unclassified,22.134
FALCPAT_6646,SYRMA,16,1.054,unclassified,16.864
FALCPAT_9493,VTL,15,1.054,unclassified,15.81
FALCPAT_6334,GRANULES,14,1.054,unclassified,14.756
FALCPAT_6693,EIHOTEL,13,1.054,unclassified,13.702
FALCPAT_6658,ETERNAL,11,1.054,unclassified,11.594000000000001
FALCPAT_7624,PTCIL,11,1.054,unclassified,11.594000000000001
FALCPAT_8938,MPHASIS,11,1.054,unclassified,11.594000000000001
FALCPAT_8578,SHREECEM,10,1.054,unclassified,10.540000000000001
FALCPAT_8744,ANGELONE,56,1.053,unclassified,58.967999999999996
FALCPAT_7412,SYRMA,38,1.053,unclassified,40.013999999999996
FALCPAT_9542,NLCINDIA,31,1.053,unclassified,32.643
FALCPAT_6295,JYOTICNC,30,1.053,unclassified,31.589999999999996
FALCPAT_8178,TATAINVEST,26,1.053,unclassified,27.378
FALCPAT_7870,PRESTIGE,19,1.053,unclassified,20.006999999999998
FALCPAT_8258,ASTERDM,19,1.053,unclassified,20.006999999999998
FALCPAT_8876,KALYANKJIL,19,1.053,unclassified,20.006999999999998
FALCPAT_9460,CHOLAHLDNG,18,1.053,unclassified,18.954
FALCPAT_6424,ZOMATO,16,1.053,unclassified,16.848
FALCPAT_6438,CRAFTSMAN,16,1.053,unclassified,16.848
FALCPAT_8496,CYIENT,16,1.053,unclassified,16.848
FALCPAT_9126,CUMMINSIND,16,1.053,unclassified,16.848
FALCPAT_7799,KPRMILL,15,1.053,unclassified,15.794999999999998
FALCPAT_9505,ZENTEC,12,1.053,unclassified,12.636
FALCPAT_8511,BLS,11,1.053,unclassified,11.582999999999998
FALCPAT_8883,RAINBOW,10,1.053,unclassified,10.53
FALCPAT_8070,TARIL,53,1.052,unclassified,55.756
FALCPAT_6658,DATAPATTNS,34,1.052,unclassified,35.768
FALCPAT_7201,GRSE,33,1.052,unclassified,34.716
FALCPAT_7394,ANURAS,27,1.052,unclassified,28.404
FALCPAT_7506,PHOENIXLTD,20,1.052,unclassified,21.04
FALCPAT_8668,VOLTAS,20,1.052,unclassified,21.04
FALCPAT_8883,NLCINDIA,20,1.052,unclassified,21.04
FALCPAT_8224,NAVINFLUOR,19,1.052,unclassified,19.988
FALCPAT_7801,NSLNISP,17,1.052,unclassified,17.884
FALCPAT_8453,ONGC,17,1.052,unclassified,17.884
FALCPAT_7800,GPIL,15,1.052,unclassified,15.780000000000001
FALCPAT_8909,EIHOTEL,13,1.052,unclassified,13.676
FALCPAT_8415,CAPLIPOINT,12,1.052,unclassified,12.624
FALCPAT_9457,GODREJPROP,10,1.052,unclassified,10.52
FALCPAT_7992,BDL,44,1.051,unclassified,46.244
FALCPAT_7754,GALLANTT,43,1.051,unclassified,45.193
FALCPAT_6145,WELSPUNLIV,41,1.051,unclassified,43.090999999999994
FALCPAT_8369,PHOENIXLTD,40,1.051,unclassified,42.04
FALCPAT_8260,JBMA,39,1.051,unclassified,40.989
FALCPAT_8463,HFCL,26,1.051,unclassified,27.325999999999997
FALCPAT_7183,CASTROLIND,25,1.051,unclassified,26.275
FALCPAT_8462,PARADEEP,19,1.051,unclassified,19.968999999999998
FALCPAT_9243,LODHA,19,1.051,unclassified,19.968999999999998
FALCPAT_6696,MAPMYINDIA,18,1.051,unclassified,18.918
FALCPAT_8952,LEMONTREE,18,1.051,unclassified,18.918
FALCPAT_9445,TRIDENT,18,1.051,unclassified,18.918
FALCPAT_7201,NEULANDLAB,17,1.051,unclassified,17.866999999999997
FALCPAT_7515,HSCL,15,1.051,unclassified,15.764999999999999
FALCPAT_6477,ANANTRAJ,14,1.051,unclassified,14.713999999999999
FALCPAT_9547,JBMA,14,1.051,unclassified,14.713999999999999
FALCPAT_7567,MOTILALOFS,13,1.051,unclassified,13.662999999999998
FALCPAT_8206,BIKAJI,13,1.051,unclassified,13.662999999999998
FALCPAT_7909,KIMS,12,1.051,unclassified,12.611999999999998
FALCPAT_6592,NSLNISP,11,1.051,unclassified,11.561
FALCPAT_8883,SHRIRAMFIN,11,1.051,unclassified,11.561
FALCPAT_7962,BPCL,10,1.051,unclassified,10.51
FALCPAT_8571,ARE&M,10,1.051,unclassified,10.51
FALCPAT_9449,INDIACEM,10,1.051,unclassified,10.51
FALCPAT_8198,MMTC,27,1.05,unclassified,28.35
FALCPAT_7620,SAREGAMA,26,1.05,unclassified,27.3
FALCPAT_7871,MAPMYINDIA,26,1.05,unclassified,27.3
FALCPAT_6251,IRFC,18,1.05,unclassified,18.900000000000002
FALCPAT_7910,PATANJALI,18,1.05,unclassified,18.900000000000002
FALCPAT_6569,NATIONALUM,16,1.05,unclassified,16.8
FALCPAT_9151,JINDALSTEL,14,1.05,unclassified,14.700000000000001
FALCPAT_9517,BEL,13,1.05,unclassified,13.65
FALCPAT_8584,DATAPATTNS,10,1.05,unclassified,10.5
FALCPAT_9460,DEVYANI,10,1.05,unclassified,10.5
FALCPAT_8909,GPIL,53,1.049,unclassified,55.596999999999994
FALCPAT_7621,GRSE,47,1.049,unclassified,49.303
FALCPAT_8274,ANURAS,32,1.049,unclassified,33.568
FALCPAT_9300,GPIL,30,1.049,unclassified,31.47
FALCPAT_8364,CHOLAHLDNG,28,1.049,unclassified,29.372
FALCPAT_9523,JINDALSAW,28,1.049,unclassified,29.372
FALCPAT_7709,SOBHA,27,1.049,unclassified,28.322999999999997
FALCPAT_8645,TARIL,27,1.049,unclassified,28.322999999999997
FALCPAT_9406,GALLANTT,26,1.049,unclassified,27.273999999999997
FALCPAT_7021,GRAPHITE,24,1.049,unclassified,25.176
FALCPAT_9522,PERSISTENT,20,1.049,unclassified,20.979999999999997
FALCPAT_9430,SOLARINDS,19,1.049,unclassified,19.930999999999997
FALCPAT_9545,GRAVITA,17,1.049,unclassified,17.833
FALCPAT_8764,RVNL,16,1.049,unclassified,16.784
FALCPAT_7572,ZENTEC,15,1.049,unclassified,15.735
FALCPAT_8888,ZENTEC,15,1.049,unclassified,15.735
FALCPAT_7509,BIKAJI,10,1.049,unclassified,10.489999999999998
FALCPAT_9108,PNBHOUSING,10,1.049,unclassified,10.489999999999998
FALCPAT_7553,ANURAS,31,1.048,unclassified,32.488
FALCPAT_7202,INOXWIND,25,1.048,unclassified,26.200000000000003
FALCPAT_7269,TATASTEEL,18,1.048,unclassified,18.864
FALCPAT_8163,BIKAJI,18,1.048,unclassified,18.864
FALCPAT_9119,ESCORTS,18,1.048,unclassified,18.864
FALCPAT_9332,EXIDEIND,16,1.048,unclassified,16.768
FALCPAT_9584,SJVN,14,1.048,unclassified,14.672
FALCPAT_9127,CHOICEIN,12,1.048,unclassified,12.576
FALCPAT_6810,INDIACEM,11,1.048,unclassified,11.528
FALCPAT_6894,INDIACEM,11,1.048,unclassified,11.528
FALCPAT_6657,RAINBOW,10,1.048,unclassified,10.48
FALCPAT_7305,CDSL,10,1.048,unclassified,10.48
FALCPAT_8241,AUROPHARMA,10,1.048,unclassified,10.48
FALCPAT_6335,KFINTECH,44,1.047,unclassified,46.068
FALCPAT_6263,POLICYBZR,38,1.047,unclassified,39.785999999999994
FALCPAT_7201,BSE,36,1.047,unclassified,37.692
FALCPAT_9403,BEML,35,1.047,unclassified,36.644999999999996
FALCPAT_8879,REDINGTON,33,1.047,unclassified,34.550999999999995
FALCPAT_8178,NSLNISP,32,1.047,unclassified,33.504
FALCPAT_6151,BAJAJHLDNG,31,1.047,unclassified,32.457
FALCPAT_7709,TIINDIA,31,1.047,unclassified,32.457
FALCPAT_9545,ITI,25,1.047,unclassified,26.174999999999997
FALCPAT_9246,ABSLAMC,24,1.047,unclassified,25.128
FALCPAT_7737,NEWGEN,22,1.047,unclassified,23.034
FALCPAT_8737,DOMS,20,1.047,unclassified,20.939999999999998
FALCPAT_7958,OLECTRA,17,1.047,unclassified,17.799
FALCPAT_8646,KAYNES,16,1.047,unclassified,16.752
FALCPAT_8171,HDFCAMC,14,1.047,unclassified,14.658
FALCPAT_9508,TATACHEM,13,1.047,unclassified,13.610999999999999
FALCPAT_6810,PFC,12,1.047,unclassified,12.564
FALCPAT_7915,PHOENIXLTD,11,1.047,unclassified,11.517
FALCPAT_8883,PHOENIXLTD,11,1.047,unclassified,11.517
