pattern,symbol,n,avg_d1,family,score_n_x_avg
FALCPAT_8407,JKTYRE,8,2.171,unclassified,17.368
FALCPAT_8422,GRSE,23,2.17,unclassified,49.91
FALCPAT_7432,KFINTECH,22,2.17,unclassified,47.739999999999995
FALCPAT_8079,RADICO,9,2.17,unclassified,19.53
FALCPAT_9221,MRPL,7,2.17,unclassified,15.19
FALCPAT_7208,INDIANB,8,2.169,unclassified,17.352
FALCPAT_9109,ZENSARTECH,7,2.169,unclassified,15.183
FALCPAT_9358,NEWGEN,7,2.168,unclassified,15.176000000000002
FALCPAT_8199,IDBI,6,2.167,unclassified,13.001999999999999
FALCPAT_8772,AJANTPHARM,5,2.167,unclassified,10.834999999999999
FALCPAT_9318,RHIM,5,2.167,unclassified,10.834999999999999
FALCPAT_9425,CEATLTD,5,2.167,unclassified,10.834999999999999
FALCPAT_7567,ADANIPORTS,10,2.166,unclassified,21.66
FALCPAT_7694,BHARATFORG,8,2.166,unclassified,17.328
FALCPAT_6657,CGPOWER,5,2.166,unclassified,10.83
FALCPAT_7709,DALBHARAT,5,2.166,unclassified,10.83
FALCPAT_8040,REDINGTON,21,2.165,unclassified,45.465
FALCPAT_8632,RECLTD,9,2.165,unclassified,19.485
FALCPAT_7311,BSE,8,2.164,unclassified,17.312
FALCPAT_8178,J&KBANK,18,2.163,unclassified,38.934
FALCPAT_6458,CGPOWER,15,2.163,unclassified,32.445
FALCPAT_7561,360ONE,10,2.163,unclassified,21.63
FALCPAT_7412,PETRONET,9,2.163,unclassified,19.467
FALCPAT_9112,FORCEMOT,5,2.163,unclassified,10.815
FALCPAT_7983,VIJAYA,8,2.162,unclassified,17.296
FALCPAT_8065,INDUSINDBK,8,2.16,unclassified,17.28
FALCPAT_8427,CCL,8,2.16,unclassified,17.28
FALCPAT_6251,APTUS,6,2.16,unclassified,12.96
FALCPAT_9598,NBCC,6,2.16,unclassified,12.96
FALCPAT_8097,SAPPHIRE,5,2.16,unclassified,10.8
FALCPAT_8411,SAPPHIRE,5,2.16,unclassified,10.8
FALCPAT_6343,ENGINERSIN,13,2.159,unclassified,28.066999999999997
FALCPAT_8494,SUNDARMFIN,6,2.159,unclassified,12.953999999999999
FALCPAT_9121,IRFC,6,2.159,unclassified,12.953999999999999
FALCPAT_6295,JBCHEPHARM,5,2.159,unclassified,10.794999999999998
FALCPAT_9581,MAPMYINDIA,5,2.159,unclassified,10.794999999999998
FALCPAT_6647,FACT,20,2.158,unclassified,43.16
FALCPAT_6758,ANURAS,11,2.158,unclassified,23.738
FALCPAT_8079,LTFOODS,11,2.158,unclassified,23.738
FALCPAT_7160,ATUL,6,2.158,unclassified,12.948
FALCPAT_9541,ATUL,6,2.158,unclassified,12.948
FALCPAT_9269,TATACHEM,8,2.157,unclassified,17.256
FALCPAT_8664,MAZDOCK,7,2.157,unclassified,15.099
FALCPAT_8406,GODREJIND,19,2.156,unclassified,40.964000000000006
FALCPAT_7111,SYRMA,14,2.156,unclassified,30.184
FALCPAT_7619,GRAVITA,13,2.156,unclassified,28.028000000000002
FALCPAT_7306,BEML,12,2.156,unclassified,25.872
FALCPAT_7972,CHOLAFIN,6,2.156,unclassified,12.936
FALCPAT_6521,KAYNES,5,2.156,unclassified,10.780000000000001
FALCPAT_9517,POONAWALLA,12,2.155,unclassified,25.86
FALCPAT_9340,GRANULES,9,2.155,unclassified,19.395
FALCPAT_8065,GRANULES,8,2.155,unclassified,17.24
FALCPAT_8171,FSL,7,2.155,unclassified,15.084999999999999
FALCPAT_8076,CEATLTD,6,2.155,unclassified,12.93
FALCPAT_9403,GRAPHITE,11,2.154,unclassified,23.694
FALCPAT_6828,IDEA,9,2.154,unclassified,19.386
FALCPAT_7004,TEGA,8,2.153,unclassified,17.224
FALCPAT_8877,PHOENIXLTD,7,2.153,unclassified,15.071
FALCPAT_8373,INTELLECT,35,2.152,unclassified,75.32000000000001
FALCPAT_9406,GLAXO,8,2.152,unclassified,17.216
FALCPAT_8068,KIRLOSENG,7,2.152,unclassified,15.064
FALCPAT_7880,IRFC,5,2.152,unclassified,10.760000000000002
FALCPAT_7471,ERIS,18,2.151,unclassified,38.717999999999996
FALCPAT_7941,BIKAJI,14,2.151,unclassified,30.113999999999997
FALCPAT_7872,OBEROIRLTY,6,2.151,unclassified,12.905999999999999
FALCPAT_8811,BIKAJI,5,2.151,unclassified,10.754999999999999
FALCPAT_8967,GODREJIND,17,2.15,unclassified,36.55
FALCPAT_9266,OLECTRA,17,2.15,unclassified,36.55
FALCPAT_8455,AMBER,9,2.15,unclassified,19.349999999999998
FALCPAT_6575,BIKAJI,8,2.15,unclassified,17.2
FALCPAT_9210,NBCC,6,2.15,unclassified,12.899999999999999
FALCPAT_8464,MRPL,15,2.149,unclassified,32.235
FALCPAT_8269,DLF,8,2.149,unclassified,17.192
FALCPAT_8547,ADANIENT,8,2.149,unclassified,17.192
FALCPAT_8622,ADANIENT,8,2.149,unclassified,17.192
FALCPAT_8198,HBLENGINE,7,2.149,unclassified,15.043
FALCPAT_6227,GRAPHITE,5,2.149,unclassified,10.745000000000001
FALCPAT_7619,ABREL,6,2.148,unclassified,12.888000000000002
FALCPAT_6514,NUVAMA,16,2.147,unclassified,34.352
FALCPAT_8138,ADANIPORTS,12,2.147,unclassified,25.763999999999996
FALCPAT_9447,EXIDEIND,8,2.146,unclassified,17.168
FALCPAT_9318,KALYANKJIL,6,2.146,unclassified,12.876
FALCPAT_6591,RADICO,9,2.145,unclassified,19.305
FALCPAT_7395,ITI,19,2.144,unclassified,40.736000000000004
FALCPAT_7351,GSPL,10,2.144,unclassified,21.44
FALCPAT_8096,NAVA,9,2.144,unclassified,19.296
FALCPAT_8241,NAVA,9,2.144,unclassified,19.296
FALCPAT_8545,JPPOWER,7,2.144,unclassified,15.008000000000001
FALCPAT_8690,OLECTRA,16,2.143,unclassified,34.288
FALCPAT_7760,GPIL,5,2.143,unclassified,10.715
FALCPAT_6329,GRAVITA,7,2.142,unclassified,14.994
FALCPAT_6951,GLAXO,5,2.142,unclassified,10.709999999999999
FALCPAT_7963,TEJASNET,5,2.142,unclassified,10.709999999999999
FALCPAT_7631,ERIS,8,2.141,unclassified,17.128
FALCPAT_7780,CANBK,8,2.141,unclassified,17.128
FALCPAT_8196,NUVAMA,13,2.14,unclassified,27.82
FALCPAT_8762,GRANULES,12,2.14,unclassified,25.68
FALCPAT_9244,JYOTICNC,9,2.14,unclassified,19.26
FALCPAT_9521,JINDALSTEL,7,2.14,unclassified,14.98
FALCPAT_8425,SHRIRAMFIN,6,2.14,unclassified,12.84
FALCPAT_8525,RECLTD,10,2.139,unclassified,21.389999999999997
FALCPAT_7780,CEMPRO,7,2.139,unclassified,14.972999999999999
FALCPAT_6657,FSL,5,2.139,unclassified,10.694999999999999
FALCPAT_7296,JYOTICNC,6,2.138,unclassified,12.828
FALCPAT_7320,JYOTICNC,6,2.138,unclassified,12.828
FALCPAT_8743,JYOTICNC,6,2.138,unclassified,12.828
FALCPAT_8949,NATIONALUM,6,2.138,unclassified,12.828
FALCPAT_9445,JYOTICNC,6,2.138,unclassified,12.828
FALCPAT_9370,PCBL,7,2.137,unclassified,14.959
FALCPAT_6266,ESCORTS,6,2.137,unclassified,12.822
FALCPAT_8226,GODFRYPHLP,19,2.136,unclassified,40.584
FALCPAT_9211,GODREJIND,13,2.136,unclassified,27.768
FALCPAT_9188,SUNDARMFIN,9,2.136,unclassified,19.224
FALCPAT_6715,DOMS,6,2.136,unclassified,12.816
FALCPAT_7470,HFCL,5,2.136,unclassified,10.68
FALCPAT_7976,ABBOTINDIA,5,2.135,unclassified,10.674999999999999
FALCPAT_7395,HINDZINC,11,2.134,unclassified,23.474
FALCPAT_6393,SYRMA,10,2.133,unclassified,21.33
FALCPAT_8261,NATIONALUM,6,2.133,unclassified,12.798
FALCPAT_9499,TIINDIA,5,2.133,unclassified,10.665
FALCPAT_8411,VIJAYA,43,2.132,unclassified,91.676
FALCPAT_8545,BDL,9,2.132,unclassified,19.188000000000002
FALCPAT_7754,ANURAS,7,2.132,unclassified,14.924000000000001
FALCPAT_8574,ANURAS,7,2.132,unclassified,14.924000000000001
FALCPAT_8585,ANURAS,7,2.132,unclassified,14.924000000000001
FALCPAT_8646,ANURAS,7,2.132,unclassified,14.924000000000001
FALCPAT_9567,CESC,6,2.132,unclassified,12.792000000000002
FALCPAT_7979,WELCORP,5,2.132,unclassified,10.66
FALCPAT_8890,ACUTAAS,13,2.131,unclassified,27.702999999999996
FALCPAT_7827,INOXWIND,12,2.131,unclassified,25.571999999999996
FALCPAT_8669,ADANIPOWER,9,2.131,unclassified,19.179
FALCPAT_8226,UNIONBANK,5,2.131,unclassified,10.655
FALCPAT_8938,GRAVITA,13,2.13,unclassified,27.689999999999998
FALCPAT_7979,CHENNPETRO,7,2.13,unclassified,14.91
FALCPAT_7767,SYRMA,6,2.13,unclassified,12.78
FALCPAT_9301,CEMPRO,5,2.13,unclassified,10.649999999999999
FALCPAT_6887,COCHINSHIP,38,2.129,unclassified,80.902
FALCPAT_8584,KPIL,5,2.129,unclassified,10.645
FALCPAT_8573,POONAWALLA,8,2.128,unclassified,17.024
FALCPAT_7601,SUNDARMFIN,7,2.128,unclassified,14.896
FALCPAT_8377,GSPL,5,2.128,unclassified,10.64
FALCPAT_8408,GSPL,5,2.128,unclassified,10.64
FALCPAT_8882,USHAMART,5,2.128,unclassified,10.64
FALCPAT_9427,POLYMED,5,2.128,unclassified,10.64
FALCPAT_9568,SAPPHIRE,5,2.128,unclassified,10.64
FALCPAT_8547,LODHA,12,2.126,unclassified,25.512
FALCPAT_8377,MRPL,11,2.126,unclassified,23.386
FALCPAT_9508,CUMMINSIND,7,2.126,unclassified,14.882
FALCPAT_8664,ADANIENSOL,5,2.126,unclassified,10.629999999999999
FALCPAT_7009,IRCON,21,2.125,unclassified,44.625
FALCPAT_9516,ZEEL,6,2.125,unclassified,12.75
FALCPAT_8261,RHIM,5,2.125,unclassified,10.625
FALCPAT_9530,INDUSINDBK,6,2.123,unclassified,12.738000000000001
FALCPAT_6477,SUZLON,17,2.122,unclassified,36.074
FALCPAT_7470,SOBHA,6,2.122,unclassified,12.732
FALCPAT_8878,BALRAMCHIN,5,2.122,unclassified,10.61
FALCPAT_6420,REDINGTON,21,2.121,unclassified,44.541
FALCPAT_9170,ATUL,13,2.121,unclassified,27.573
FALCPAT_9318,HSCL,7,2.12,unclassified,14.84
FALCPAT_9395,SAPPHIRE,7,2.12,unclassified,14.84
FALCPAT_6871,IDBI,13,2.119,unclassified,27.547000000000004
FALCPAT_8881,KFINTECH,12,2.119,unclassified,25.428000000000004
FALCPAT_6578,BAYERCROP,11,2.119,unclassified,23.309
FALCPAT_9493,SYRMA,18,2.118,unclassified,38.123999999999995
FALCPAT_8890,NCC,13,2.118,unclassified,27.534
FALCPAT_7619,INOXWIND,9,2.118,unclassified,19.061999999999998
FALCPAT_6251,TRITURBINE,21,2.117,unclassified,44.457
FALCPAT_8494,JYOTICNC,11,2.117,unclassified,23.287
FALCPAT_8193,ABBOTINDIA,5,2.117,unclassified,10.585
FALCPAT_9188,BLUEJET,5,2.117,unclassified,10.585
FALCPAT_9367,POONAWALLA,5,2.117,unclassified,10.585
FALCPAT_7297,BEML,16,2.116,unclassified,33.856
FALCPAT_8455,JUBLINGREA,10,2.116,unclassified,21.16
FALCPAT_8354,AEGISLOG,9,2.116,unclassified,19.044
FALCPAT_8619,INDUSTOWER,6,2.116,unclassified,12.696000000000002
FALCPAT_7739,GUJGASLTD,7,2.115,unclassified,14.805000000000001
FALCPAT_9318,POLICYBZR,7,2.115,unclassified,14.805000000000001
FALCPAT_6591,SHYAMMETL,5,2.114,unclassified,10.57
FALCPAT_8196,PPLPHARMA,17,2.113,unclassified,35.921
FALCPAT_7176,VIJAYA,16,2.113,unclassified,33.808
FALCPAT_7764,LODHA,15,2.113,unclassified,31.695
FALCPAT_8422,ABREL,9,2.113,unclassified,19.017
FALCPAT_6507,COCHINSHIP,8,2.113,unclassified,16.904
FALCPAT_7602,MRPL,8,2.113,unclassified,16.904
FALCPAT_7996,JYOTICNC,6,2.113,unclassified,12.678
FALCPAT_9060,JIOFIN,5,2.113,unclassified,10.565
FALCPAT_8449,POONAWALLA,10,2.112,unclassified,21.12
FALCPAT_7999,AAVAS,8,2.112,unclassified,16.896
FALCPAT_8042,AAVAS,8,2.112,unclassified,16.896
FALCPAT_6575,JSWSTEEL,7,2.112,unclassified,14.784
FALCPAT_8502,GILLETTE,6,2.112,unclassified,12.672
FALCPAT_9221,360ONE,8,2.111,unclassified,16.888
FALCPAT_6424,WELCORP,5,2.111,unclassified,10.555000000000001
FALCPAT_7764,GRANULES,5,2.111,unclassified,10.555000000000001
FALCPAT_8079,GRSE,21,2.11,unclassified,44.309999999999995
FALCPAT_7021,MAHABANK,10,2.11,unclassified,21.099999999999998
FALCPAT_8645,MAPMYINDIA,9,2.11,unclassified,18.99
FALCPAT_9186,NAM-INDIA,5,2.11,unclassified,10.549999999999999
FALCPAT_9339,SAMMAANCAP,5,2.11,unclassified,10.549999999999999
FALCPAT_8970,TIMKEN,9,2.109,unclassified,18.981
FALCPAT_7619,IRCON,6,2.109,unclassified,12.654
FALCPAT_7631,CARTRADE,9,2.108,unclassified,18.972
FALCPAT_7996,NETWEB,9,2.108,unclassified,18.972
FALCPAT_8220,APARINDS,6,2.108,unclassified,12.648
FALCPAT_9518,INTELLECT,7,2.107,unclassified,14.749000000000002
FALCPAT_9266,HINDCOPPER,5,2.107,unclassified,10.535
FALCPAT_7747,AMBER,8,2.106,unclassified,16.848
FALCPAT_7305,ABB,7,2.106,unclassified,14.741999999999999
FALCPAT_8199,GRAVITA,20,2.104,unclassified,42.08
FALCPAT_7519,HINDZINC,20,2.103,unclassified,42.06
FALCPAT_7958,LEMONTREE,8,2.103,unclassified,16.824
FALCPAT_9584,CESC,8,2.103,unclassified,16.824
FALCPAT_8269,PNBHOUSING,7,2.103,unclassified,14.721000000000002
FALCPAT_8449,SHYAMMETL,7,2.103,unclassified,14.721000000000002
FALCPAT_6804,NATIONALUM,6,2.103,unclassified,12.618000000000002
FALCPAT_8546,BANKBARODA,6,2.103,unclassified,12.618000000000002
FALCPAT_6887,HINDZINC,14,2.102,unclassified,29.427999999999997
FALCPAT_6674,TRITURBINE,7,2.102,unclassified,14.713999999999999
FALCPAT_6439,SPLPETRO,14,2.101,unclassified,29.414
FALCPAT_9317,IRCTC,7,2.101,unclassified,14.707
FALCPAT_8781,WOCKPHARMA,6,2.101,unclassified,12.606
FALCPAT_8406,BLUEJET,5,2.101,unclassified,10.504999999999999
FALCPAT_6996,HAL,5,2.1,unclassified,10.5
FALCPAT_8453,LAURUSLABS,19,2.099,unclassified,39.881
FALCPAT_9449,MRPL,14,2.099,unclassified,29.386000000000003
FALCPAT_9170,MAZDOCK,5,2.099,unclassified,10.495000000000001
FALCPAT_8594,MMTC,27,2.098,unclassified,56.645999999999994
FALCPAT_7009,IOB,10,2.098,unclassified,20.979999999999997
FALCPAT_9426,ANURAS,6,2.098,unclassified,12.588
FALCPAT_6439,TATAINVEST,5,2.098,unclassified,10.489999999999998
FALCPAT_7432,TARIL,11,2.097,unclassified,23.067
FALCPAT_6504,ABREL,11,2.096,unclassified,23.056
FALCPAT_7737,COHANCE,10,2.096,unclassified,20.96
FALCPAT_7958,SHYAMMETL,7,2.096,unclassified,14.672
FALCPAT_9005,APLAPOLLO,7,2.096,unclassified,14.672
FALCPAT_7471,SOBHA,6,2.096,unclassified,12.576
FALCPAT_7199,IRFC,12,2.095,unclassified,25.14
FALCPAT_6145,CAPLIPOINT,9,2.095,unclassified,18.855
FALCPAT_8584,BBTC,7,2.095,unclassified,14.665000000000001
FALCPAT_7601,GRAVITA,21,2.094,unclassified,43.974
FALCPAT_8728,OLECTRA,10,2.094,unclassified,20.939999999999998
FALCPAT_8938,NBCC,6,2.094,unclassified,12.564
FALCPAT_7545,BLS,20,2.093,unclassified,41.86
FALCPAT_8463,GESHIP,8,2.093,unclassified,16.744
FALCPAT_8766,HFCL,9,2.092,unclassified,18.828
FALCPAT_6344,SUPREMEIND,6,2.092,unclassified,12.552
FALCPAT_9061,JINDALSAW,5,2.092,unclassified,10.46
FALCPAT_6657,OLECTRA,18,2.091,unclassified,37.638000000000005
FALCPAT_7983,PCBL,7,2.091,unclassified,14.637
FALCPAT_7575,RITES,7,2.09,unclassified,14.629999999999999
FALCPAT_8545,SARDAEN,7,2.09,unclassified,14.629999999999999
FALCPAT_8597,CHOLAHLDNG,6,2.09,unclassified,12.54
FALCPAT_8071,RECLTD,5,2.09,unclassified,10.45
FALCPAT_8414,IRCON,15,2.088,unclassified,31.32
FALCPAT_7519,MMTC,14,2.088,unclassified,29.232
FALCPAT_8459,GPIL,9,2.088,unclassified,18.792
FALCPAT_8143,CASTROLIND,6,2.088,unclassified,12.528
FALCPAT_8813,RITES,5,2.088,unclassified,10.440000000000001
FALCPAT_9043,BBTC,12,2.087,unclassified,25.044000000000004
FALCPAT_9529,INDUSINDBK,8,2.087,unclassified,16.696
FALCPAT_7764,CASTROLIND,6,2.087,unclassified,12.522000000000002
FALCPAT_9301,FIVESTAR,7,2.086,unclassified,14.601999999999999
FALCPAT_6467,HINDPETRO,6,2.086,unclassified,12.515999999999998
FALCPAT_8685,ITI,6,2.086,unclassified,12.515999999999998
FALCPAT_9005,IPCALAB,6,2.086,unclassified,12.515999999999998
FALCPAT_7545,GODREJIND,16,2.085,unclassified,33.36
FALCPAT_8101,SUNTV,5,2.085,unclassified,10.425
FALCPAT_9446,CHOLAHLDNG,26,2.084,unclassified,54.184000000000005
FALCPAT_8414,PGEL,25,2.084,unclassified,52.1
FALCPAT_9170,ZENSARTECH,11,2.084,unclassified,22.924
FALCPAT_7184,WOCKPHARMA,12,2.083,unclassified,24.996000000000002
FALCPAT_8934,UCOBANK,8,2.083,unclassified,16.664
FALCPAT_8071,TECHNOE,5,2.083,unclassified,10.415000000000001
FALCPAT_8462,BANKBARODA,5,2.083,unclassified,10.415000000000001
FALCPAT_8781,SRF,5,2.083,unclassified,10.415000000000001
FALCPAT_9185,SJVN,5,2.083,unclassified,10.415000000000001
FALCPAT_8619,IDEA,23,2.082,unclassified,47.885999999999996
FALCPAT_7799,ERIS,21,2.082,unclassified,43.721999999999994
FALCPAT_6722,GALLANTT,29,2.081,unclassified,60.349
FALCPAT_9258,SAMMAANCAP,7,2.081,unclassified,14.567
FALCPAT_9493,UBL,6,2.081,unclassified,12.486
FALCPAT_8967,ERIS,13,2.08,unclassified,27.04
FALCPAT_8065,IRCON,11,2.08,unclassified,22.880000000000003
FALCPAT_9124,ATGL,7,2.08,unclassified,14.56
FALCPAT_7872,ERIS,21,2.079,unclassified,43.659000000000006
FALCPAT_8668,GODREJIND,14,2.079,unclassified,29.106
FALCPAT_8595,CHAMBLFERT,9,2.079,unclassified,18.711000000000002
FALCPAT_6741,LLOYDSME,8,2.079,unclassified,16.632
FALCPAT_9508,SPLPETRO,5,2.079,unclassified,10.395000000000001
FALCPAT_6882,EXIDEIND,9,2.078,unclassified,18.701999999999998
FALCPAT_8422,ATGL,7,2.078,unclassified,14.546
FALCPAT_8890,ACE,22,2.077,unclassified,45.694
FALCPAT_8637,JUBLPHARMA,13,2.077,unclassified,27.000999999999998
FALCPAT_8404,POONAWALLA,12,2.077,unclassified,24.924
FALCPAT_6318,PHOENIXLTD,5,2.077,unclassified,10.385
FALCPAT_7820,PNBHOUSING,5,2.077,unclassified,10.385
FALCPAT_9168,AWL,5,2.077,unclassified,10.385
FALCPAT_6562,KFINTECH,26,2.076,unclassified,53.976
FALCPAT_7509,UCOBANK,23,2.076,unclassified,47.748000000000005
FALCPAT_9128,ITI,23,2.076,unclassified,47.748000000000005
FALCPAT_7807,BDL,18,2.076,unclassified,37.368
FALCPAT_8723,RITES,15,2.076,unclassified,31.14
FALCPAT_7740,DATAPATTNS,11,2.076,unclassified,22.836000000000002
FALCPAT_7861,ANURAS,5,2.076,unclassified,10.38
FALCPAT_9044,RVNL,46,2.075,unclassified,95.45
FALCPAT_6881,ERIS,11,2.075,unclassified,22.825000000000003
FALCPAT_6474,SYRMA,5,2.075,unclassified,10.375
FALCPAT_8178,FORTIS,13,2.074,unclassified,26.961999999999996
FALCPAT_8571,PFC,8,2.074,unclassified,16.592
FALCPAT_9512,JSWINFRA,8,2.073,unclassified,16.584
FALCPAT_9547,ERIS,6,2.073,unclassified,12.437999999999999
FALCPAT_6174,JUBLPHARMA,40,2.072,unclassified,82.88
FALCPAT_8934,ADANIENT,12,2.072,unclassified,24.864
FALCPAT_7833,GRAVITA,9,2.072,unclassified,18.648
FALCPAT_7494,SUPREMEIND,6,2.072,unclassified,12.432
FALCPAT_6474,BANDHANBNK,5,2.072,unclassified,10.36
FALCPAT_7296,BANDHANBNK,5,2.072,unclassified,10.36
FALCPAT_7320,BANDHANBNK,5,2.072,unclassified,10.36
FALCPAT_6591,AMBER,10,2.071,unclassified,20.71
FALCPAT_8226,DOMS,9,2.071,unclassified,18.639000000000003
FALCPAT_8448,BANKBARODA,6,2.071,unclassified,12.426000000000002
FALCPAT_7807,OLECTRA,21,2.07,unclassified,43.47
FALCPAT_6236,IOB,8,2.07,unclassified,16.56
FALCPAT_8547,IDBI,8,2.07,unclassified,16.56
FALCPAT_8622,IDBI,8,2.07,unclassified,16.56
FALCPAT_7756,SOBHA,6,2.07,unclassified,12.419999999999998
FALCPAT_7184,WELCORP,14,2.069,unclassified,28.966
FALCPAT_9266,PGEL,10,2.069,unclassified,20.689999999999998
FALCPAT_8170,SUZLON,8,2.069,unclassified,16.552
FALCPAT_8370,MOTHERSON,8,2.069,unclassified,16.552
FALCPAT_7394,GRASIM,7,2.069,unclassified,14.483
FALCPAT_7770,HUDCO,12,2.068,unclassified,24.816000000000003
FALCPAT_6145,INDHOTEL,7,2.068,unclassified,14.476
FALCPAT_7764,BANKBARODA,7,2.068,unclassified,14.476
FALCPAT_6645,PFIZER,5,2.068,unclassified,10.34
FALCPAT_8582,SWANCORP,8,2.067,unclassified,16.536
FALCPAT_9530,ZENSARTECH,7,2.067,unclassified,14.469000000000001
FALCPAT_9457,OIL,5,2.067,unclassified,10.335
FALCPAT_7881,NBCC,9,2.066,unclassified,18.593999999999998
FALCPAT_7976,APLAPOLLO,7,2.066,unclassified,14.462
FALCPAT_8378,MMTC,5,2.066,unclassified,10.329999999999998
FALCPAT_9242,COCHINSHIP,12,2.065,unclassified,24.78
FALCPAT_9258,COCHINSHIP,12,2.065,unclassified,24.78
FALCPAT_8449,TITAGARH,6,2.065,unclassified,12.39
FALCPAT_9222,CHOLAHLDNG,15,2.064,unclassified,30.96
FALCPAT_8970,UCOBANK,7,2.064,unclassified,14.448
FALCPAT_9522,RAINBOW,5,2.064,unclassified,10.32
FALCPAT_7998,GLAXO,12,2.063,unclassified,24.756
FALCPAT_9456,JBMA,11,2.063,unclassified,22.693
FALCPAT_8878,CRAFTSMAN,8,2.063,unclassified,16.504
FALCPAT_7499,PFIZER,5,2.063,unclassified,10.315000000000001
FALCPAT_7694,SOBHA,25,2.062,unclassified,51.55
FALCPAT_7976,KFINTECH,15,2.062,unclassified,30.929999999999996
FALCPAT_8347,ITI,13,2.062,unclassified,26.805999999999997
FALCPAT_7430,GMDCLTD,10,2.062,unclassified,20.619999999999997
FALCPAT_8261,PAYTM,12,2.061,unclassified,24.732
FALCPAT_7820,LTFOODS,7,2.061,unclassified,14.427
FALCPAT_7599,MMTC,8,2.06,unclassified,16.48
FALCPAT_7624,GODREJPROP,7,2.06,unclassified,14.42
FALCPAT_8425,GMRAIRPORT,7,2.06,unclassified,14.42
FALCPAT_8065,SAPPHIRE,5,2.06,unclassified,10.3
FALCPAT_6793,PARADEEP,23,2.059,unclassified,47.357000000000006
FALCPAT_9221,USHAMART,9,2.059,unclassified,18.531000000000002
FALCPAT_9121,BBTC,8,2.059,unclassified,16.472
FALCPAT_6318,HOMEFIRST,5,2.059,unclassified,10.295000000000002
FALCPAT_7209,PPLPHARMA,5,2.059,unclassified,10.295000000000002
FALCPAT_6999,FLUOROCHEM,13,2.058,unclassified,26.753999999999998
FALCPAT_7649,CHAMBLFERT,11,2.058,unclassified,22.637999999999998
FALCPAT_6658,APOLLOHOSP,7,2.058,unclassified,14.405999999999999
FALCPAT_7820,POLYMED,7,2.058,unclassified,14.405999999999999
FALCPAT_7909,ANURAS,5,2.058,unclassified,10.29
FALCPAT_8494,ANURAS,5,2.058,unclassified,10.29
FALCPAT_7999,ZEEL,12,2.057,unclassified,24.683999999999997
FALCPAT_8042,ZEEL,12,2.057,unclassified,24.683999999999997
FALCPAT_6431,JBCHEPHARM,6,2.057,unclassified,12.341999999999999
FALCPAT_9211,KFINTECH,22,2.056,unclassified,45.232
FALCPAT_8545,NIACL,9,2.056,unclassified,18.504
FALCPAT_8637,USHAMART,13,2.055,unclassified,26.715000000000003
FALCPAT_8230,CASTROLIND,10,2.055,unclassified,20.55
FALCPAT_7820,SJVN,5,2.055,unclassified,10.275
FALCPAT_8198,JPPOWER,5,2.055,unclassified,10.275
FALCPAT_8940,KPITTECH,5,2.055,unclassified,10.275
FALCPAT_9270,GRSE,20,2.054,unclassified,41.08
FALCPAT_8377,AEGISLOG,12,2.054,unclassified,24.647999999999996
FALCPAT_7021,BIKAJI,7,2.054,unclassified,14.377999999999998
FALCPAT_6504,INTELLECT,5,2.054,unclassified,10.27
FALCPAT_8065,HUDCO,12,2.053,unclassified,24.636
FALCPAT_6721,HONAUT,9,2.053,unclassified,18.477
FALCPAT_7601,UCOBANK,9,2.053,unclassified,18.477
FALCPAT_9541,GRAVITA,9,2.053,unclassified,18.477
FALCPAT_9567,GRAVITA,9,2.053,unclassified,18.477
FALCPAT_6504,GRAVITA,8,2.053,unclassified,16.424
FALCPAT_7619,DATAPATTNS,8,2.053,unclassified,16.424
FALCPAT_8734,IREDA,7,2.053,unclassified,14.370999999999999
FALCPAT_7055,AIIL,6,2.053,unclassified,12.318
FALCPAT_8326,NBCC,5,2.053,unclassified,10.265
FALCPAT_8619,CESC,6,2.052,unclassified,12.312000000000001
FALCPAT_9508,BLUESTARCO,5,2.052,unclassified,10.26
FALCPAT_9446,GABRIEL,18,2.051,unclassified,36.918000000000006
FALCPAT_7603,FINCABLES,9,2.051,unclassified,18.459000000000003
FALCPAT_8270,AWL,6,2.051,unclassified,12.306000000000001
FALCPAT_9530,ADANIPORTS,17,2.05,unclassified,34.849999999999994
FALCPAT_9528,POLICYBZR,9,2.05,unclassified,18.45
FALCPAT_6467,PNBHOUSING,6,2.05,unclassified,12.299999999999999
FALCPAT_9509,BRIGADE,6,2.05,unclassified,12.299999999999999
FALCPAT_6646,DATAPATTNS,14,2.049,unclassified,28.686
FALCPAT_6477,SARDAEN,14,2.048,unclassified,28.672
FALCPAT_9449,RAILTEL,9,2.048,unclassified,18.432000000000002
FALCPAT_8065,RAILTEL,8,2.048,unclassified,16.384
FALCPAT_7021,PHOENIXLTD,7,2.048,unclassified,14.336
FALCPAT_8347,GRAVITA,11,2.047,unclassified,22.517000000000003
FALCPAT_8497,INDIGO,6,2.047,unclassified,12.282
FALCPAT_7964,GRSE,13,2.046,unclassified,26.598
FALCPAT_9529,LODHA,11,2.046,unclassified,22.505999999999997
FALCPAT_9195,COROMANDEL,9,2.046,unclassified,18.413999999999998
FALCPAT_9223,COROMANDEL,9,2.046,unclassified,18.413999999999998
FALCPAT_8084,IDFCFIRSTB,5,2.046,unclassified,10.229999999999999
FALCPAT_6791,NUVOCO,9,2.045,unclassified,18.405
FALCPAT_7601,TTML,8,2.045,unclassified,16.36
FALCPAT_8877,LODHA,14,2.044,unclassified,28.616
