pattern,symbol,n,avg_d1,family,score_n_x_avg
FALCPAT_8274,FIVESTAR,8,0.718,unclassified,5.744
FALCPAT_8546,CHALET,8,0.718,unclassified,5.744
FALCPAT_9508,NAUKRI,8,0.718,unclassified,5.744
FALCPAT_6346,ERIS,7,0.718,unclassified,5.026
FALCPAT_8136,WHIRLPOOL,7,0.718,unclassified,5.026
FALCPAT_9517,CROMPTON,7,0.718,unclassified,5.026
FALCPAT_8199,TITAN,6,0.718,unclassified,4.308
FALCPAT_7927,JUBLPHARMA,119,0.717,unclassified,85.323
FALCPAT_9122,ZENSARTECH,78,0.717,unclassified,55.925999999999995
FALCPAT_8942,INTELLECT,71,0.717,unclassified,50.907
FALCPAT_7413,ITI,62,0.717,unclassified,44.454
FALCPAT_7927,NUVAMA,61,0.717,unclassified,43.736999999999995
FALCPAT_8292,FINCABLES,52,0.717,unclassified,37.284
FALCPAT_8315,SBICARD,48,0.717,unclassified,34.416
FALCPAT_6228,TATAINVEST,47,0.717,unclassified,33.699
FALCPAT_8579,POWERINDIA,45,0.717,unclassified,32.265
FALCPAT_8963,TORNTPOWER,44,0.717,unclassified,31.548
FALCPAT_8224,CUMMINSIND,38,0.717,unclassified,27.246
FALCPAT_7008,GRAPHITE,36,0.717,unclassified,25.811999999999998
FALCPAT_8789,KPIL,34,0.717,unclassified,24.378
FALCPAT_9293,NATIONALUM,34,0.717,unclassified,24.378
FALCPAT_8877,SCI,32,0.717,unclassified,22.944
FALCPAT_8506,TEGA,30,0.717,unclassified,21.509999999999998
FALCPAT_8175,MOTHERSON,26,0.717,unclassified,18.642
FALCPAT_9222,CARBORUNIV,26,0.717,unclassified,18.642
FALCPAT_7941,JUBLPHARMA,25,0.717,unclassified,17.925
FALCPAT_9293,SHYAMMETL,25,0.717,unclassified,17.925
FALCPAT_6784,INDUSTOWER,19,0.717,unclassified,13.623
FALCPAT_9506,BLS,19,0.717,unclassified,13.623
FALCPAT_7709,ZFCVINDIA,17,0.717,unclassified,12.189
FALCPAT_9113,UNIONBANK,17,0.717,unclassified,12.189
FALCPAT_7352,AJANTPHARM,16,0.717,unclassified,11.472
FALCPAT_7350,HINDZINC,15,0.717,unclassified,10.754999999999999
FALCPAT_9109,ECLERX,15,0.717,unclassified,10.754999999999999
FALCPAT_6251,JYOTICNC,13,0.717,unclassified,9.321
FALCPAT_6425,LODHA,13,0.717,unclassified,9.321
FALCPAT_7209,ATUL,13,0.717,unclassified,9.321
FALCPAT_6439,POONAWALLA,12,0.717,unclassified,8.604
FALCPAT_6458,LATENTVIEW,12,0.717,unclassified,8.604
FALCPAT_8144,TRENT,12,0.717,unclassified,8.604
FALCPAT_8312,HDFCLIFE,12,0.717,unclassified,8.604
FALCPAT_9540,BLUESTARCO,12,0.717,unclassified,8.604
FALCPAT_6467,BIKAJI,11,0.717,unclassified,7.887
FALCPAT_8136,TATAINVEST,10,0.717,unclassified,7.17
FALCPAT_8878,LODHA,10,0.717,unclassified,7.17
FALCPAT_9210,NEULANDLAB,10,0.717,unclassified,7.17
FALCPAT_6809,M&MFIN,9,0.717,unclassified,6.452999999999999
FALCPAT_7870,ESCORTS,9,0.717,unclassified,6.452999999999999
FALCPAT_6757,CHOLAHLDNG,8,0.717,unclassified,5.736
FALCPAT_7602,JYOTICNC,8,0.717,unclassified,5.736
FALCPAT_8332,JSWENERGY,7,0.717,unclassified,5.019
FALCPAT_8581,COALINDIA,7,0.717,unclassified,5.019
FALCPAT_6393,AUBANK,6,0.717,unclassified,4.302
FALCPAT_7436,UBL,6,0.717,unclassified,4.302
FALCPAT_7601,UBL,6,0.717,unclassified,4.302
FALCPAT_7747,SUMICHEM,6,0.717,unclassified,4.302
FALCPAT_8226,IREDA,6,0.717,unclassified,4.302
FALCPAT_8878,APTUS,6,0.717,unclassified,4.302
FALCPAT_8935,HINDPETRO,6,0.717,unclassified,4.302
FALCPAT_9108,ZOMATO,6,0.717,unclassified,4.302
FALCPAT_9189,TATAELXSI,6,0.717,unclassified,4.302
FALCPAT_9450,TATAELXSI,6,0.717,unclassified,4.302
FALCPAT_7352,KAJARIACER,5,0.717,unclassified,3.585
FALCPAT_7619,RITES,5,0.717,unclassified,3.585
FALCPAT_8094,GLAND,5,0.717,unclassified,3.585
FALCPAT_8464,GMRAIRPORT,5,0.717,unclassified,3.585
FALCPAT_9106,WIPRO,5,0.717,unclassified,3.585
FALCPAT_6882,ELGIEQUIP,75,0.716,unclassified,53.699999999999996
FALCPAT_7947,REDINGTON,69,0.716,unclassified,49.403999999999996
FALCPAT_7739,INOXWIND,67,0.716,unclassified,47.972
FALCPAT_8099,LALPATHLAB,54,0.716,unclassified,38.664
FALCPAT_6575,ENGINERSIN,53,0.716,unclassified,37.948
FALCPAT_7781,UNOMINDA,47,0.716,unclassified,33.652
FALCPAT_7394,KFINTECH,45,0.716,unclassified,32.22
FALCPAT_7781,ETERNAL,44,0.716,unclassified,31.503999999999998
FALCPAT_9505,ADANIENSOL,43,0.716,unclassified,30.788
FALCPAT_9521,GLAXO,41,0.716,unclassified,29.355999999999998
FALCPAT_9062,ACUTAAS,39,0.716,unclassified,27.924
FALCPAT_9545,RITES,37,0.716,unclassified,26.491999999999997
FALCPAT_8877,HUDCO,35,0.716,unclassified,25.06
FALCPAT_7162,HINDUNILVR,32,0.716,unclassified,22.912
FALCPAT_7741,NATIONALUM,31,0.716,unclassified,22.195999999999998
FALCPAT_9448,UCOBANK,31,0.716,unclassified,22.195999999999998
FALCPAT_7694,JINDALSAW,29,0.716,unclassified,20.764
FALCPAT_8405,VBL,29,0.716,unclassified,20.764
FALCPAT_8883,JSWSTEEL,26,0.716,unclassified,18.616
FALCPAT_6223,BLS,24,0.716,unclassified,17.183999999999997
FALCPAT_6264,HDFCLIFE,24,0.716,unclassified,17.183999999999997
FALCPAT_6722,LTFOODS,23,0.716,unclassified,16.468
FALCPAT_8951,WELCORP,22,0.716,unclassified,15.751999999999999
FALCPAT_6424,APOLLOHOSP,20,0.716,unclassified,14.32
FALCPAT_8464,NEULANDLAB,19,0.716,unclassified,13.604
FALCPAT_7631,ECLERX,18,0.716,unclassified,12.888
FALCPAT_6474,AAVAS,17,0.716,unclassified,12.171999999999999
FALCPAT_8422,FORCEMOT,17,0.716,unclassified,12.171999999999999
FALCPAT_7085,BATAINDIA,13,0.716,unclassified,9.308
FALCPAT_7972,SHYAMMETL,13,0.716,unclassified,9.308
FALCPAT_6998,JSWSTEEL,12,0.716,unclassified,8.591999999999999
FALCPAT_7962,MUTHOOTFIN,11,0.716,unclassified,7.8759999999999994
FALCPAT_7009,HINDZINC,9,0.716,unclassified,6.444
FALCPAT_7603,J&KBANK,9,0.716,unclassified,6.444
FALCPAT_7747,M&MFIN,9,0.716,unclassified,6.444
FALCPAT_8415,CHALET,9,0.716,unclassified,6.444
FALCPAT_6645,ABREL,8,0.716,unclassified,5.728
FALCPAT_8000,CREDITACC,8,0.716,unclassified,5.728
FALCPAT_8043,CREDITACC,8,0.716,unclassified,5.728
FALCPAT_9597,LICHSGFIN,8,0.716,unclassified,5.728
FALCPAT_6578,GICRE,7,0.716,unclassified,5.012
FALCPAT_6674,CREDITACC,7,0.716,unclassified,5.012
FALCPAT_7763,HCLTECH,7,0.716,unclassified,5.012
FALCPAT_7965,COHANCE,7,0.716,unclassified,5.012
FALCPAT_8332,JINDALSAW,7,0.716,unclassified,5.012
FALCPAT_9124,MOTILALOFS,7,0.716,unclassified,5.012
FALCPAT_9338,GICRE,7,0.716,unclassified,5.012
FALCPAT_9504,SONATSOFTW,7,0.716,unclassified,5.012
FALCPAT_8496,KIMS,6,0.716,unclassified,4.295999999999999
FALCPAT_7870,TORNTPHARM,5,0.716,unclassified,3.58
FALCPAT_8040,JUBLPHARMA,5,0.716,unclassified,3.58
FALCPAT_8875,GICRE,77,0.715,unclassified,55.055
FALCPAT_9546,BSE,70,0.715,unclassified,50.05
FALCPAT_8102,BSE,67,0.715,unclassified,47.905
FALCPAT_6346,NLCINDIA,66,0.715,unclassified,47.19
FALCPAT_8099,ECLERX,55,0.715,unclassified,39.324999999999996
FALCPAT_7786,HUDCO,50,0.715,unclassified,35.75
FALCPAT_6591,PATANJALI,48,0.715,unclassified,34.32
FALCPAT_8967,BDL,45,0.715,unclassified,32.175
FALCPAT_7735,ONGC,41,0.715,unclassified,29.314999999999998
FALCPAT_7112,AEGISLOG,40,0.715,unclassified,28.599999999999998
FALCPAT_7164,NLCINDIA,39,0.715,unclassified,27.884999999999998
FALCPAT_6953,SAREGAMA,33,0.715,unclassified,23.595
FALCPAT_8667,GALLANTT,33,0.715,unclassified,23.595
FALCPAT_8652,FINCABLES,31,0.715,unclassified,22.165
FALCPAT_6647,ASTERDM,30,0.715,unclassified,21.45
FALCPAT_9428,SUNDARMFIN,30,0.715,unclassified,21.45
FALCPAT_6643,POWERGRID,28,0.715,unclassified,20.02
FALCPAT_9317,GRAVITA,28,0.715,unclassified,20.02
FALCPAT_7735,SUNDARMFIN,26,0.715,unclassified,18.59
FALCPAT_8406,KALYANKJIL,23,0.715,unclassified,16.445
FALCPAT_8270,KAYNES,22,0.715,unclassified,15.729999999999999
FALCPAT_7546,PETRONET,21,0.715,unclassified,15.014999999999999
FALCPAT_7695,M&MFIN,21,0.715,unclassified,15.014999999999999
FALCPAT_8206,AUROPHARMA,20,0.715,unclassified,14.299999999999999
FALCPAT_6865,INTELLECT,19,0.715,unclassified,13.584999999999999
FALCPAT_7246,BERGEPAINT,18,0.715,unclassified,12.87
FALCPAT_8198,LTM,18,0.715,unclassified,12.87
FALCPAT_8101,IIFL,17,0.715,unclassified,12.155
FALCPAT_8721,ADANIENT,16,0.715,unclassified,11.44
FALCPAT_9114,YESBANK,15,0.715,unclassified,10.725
FALCPAT_6871,BANKBARODA,14,0.715,unclassified,10.01
FALCPAT_8595,PFC,14,0.715,unclassified,10.01
FALCPAT_9220,CUMMINSIND,14,0.715,unclassified,10.01
FALCPAT_7958,PHOENIXLTD,13,0.715,unclassified,9.295
FALCPAT_9427,DEEPAKNTR,13,0.715,unclassified,9.295
FALCPAT_8509,WHIRLPOOL,12,0.715,unclassified,8.58
FALCPAT_8664,SCHAEFFLER,12,0.715,unclassified,8.58
FALCPAT_8940,RAINBOW,12,0.715,unclassified,8.58
FALCPAT_9106,BHARATFORG,12,0.715,unclassified,8.58
FALCPAT_9548,EMAMILTD,12,0.715,unclassified,8.58
FALCPAT_8414,JSWENERGY,11,0.715,unclassified,7.864999999999999
FALCPAT_6675,GVT&D,10,0.715,unclassified,7.1499999999999995
FALCPAT_7904,SUMICHEM,9,0.715,unclassified,6.435
FALCPAT_8454,ELECON,8,0.715,unclassified,5.72
FALCPAT_7009,UPL,7,0.715,unclassified,5.005
FALCPAT_7741,UPL,7,0.715,unclassified,5.005
FALCPAT_8721,GALLANTT,7,0.715,unclassified,5.005
FALCPAT_9211,SRF,6,0.715,unclassified,4.29
FALCPAT_9270,SYRMA,6,0.715,unclassified,4.29
FALCPAT_7819,JUBLFOOD,5,0.715,unclassified,3.5749999999999997
FALCPAT_8596,BSE,119,0.714,unclassified,84.966
FALCPAT_7180,BSE,65,0.714,unclassified,46.41
FALCPAT_9152,JUBLPHARMA,64,0.714,unclassified,45.696
FALCPAT_6205,ITI,41,0.714,unclassified,29.273999999999997
FALCPAT_9501,SPLPETRO,36,0.714,unclassified,25.704
FALCPAT_8957,COFORGE,33,0.714,unclassified,23.561999999999998
FALCPAT_6881,ADANIPORTS,31,0.714,unclassified,22.134
FALCPAT_7870,PERSISTENT,31,0.714,unclassified,22.134
FALCPAT_7947,KIMS,29,0.714,unclassified,20.706
FALCPAT_8966,LLOYDSME,27,0.714,unclassified,19.278
FALCPAT_7394,DOMS,26,0.714,unclassified,18.564
FALCPAT_7709,GODFRYPHLP,26,0.714,unclassified,18.564
FALCPAT_7747,GODFRYPHLP,26,0.714,unclassified,18.564
FALCPAT_8248,GMDCLTD,26,0.714,unclassified,18.564
FALCPAT_8733,COFORGE,26,0.714,unclassified,18.564
FALCPAT_6318,NBCC,24,0.714,unclassified,17.136
FALCPAT_8269,CESC,24,0.714,unclassified,17.136
FALCPAT_7466,COCHINSHIP,23,0.714,unclassified,16.422
FALCPAT_8000,SOBHA,23,0.714,unclassified,16.422
FALCPAT_8043,SOBHA,23,0.714,unclassified,16.422
FALCPAT_9368,WELCORP,23,0.714,unclassified,16.422
FALCPAT_7780,GRANULES,22,0.714,unclassified,15.707999999999998
FALCPAT_7787,IIFL,22,0.714,unclassified,15.707999999999998
FALCPAT_8958,RITES,20,0.714,unclassified,14.28
FALCPAT_6255,BSOFT,18,0.714,unclassified,12.852
FALCPAT_8406,SOBHA,18,0.714,unclassified,12.852
FALCPAT_9266,GODFRYPHLP,18,0.714,unclassified,12.852
FALCPAT_8765,OIL,17,0.714,unclassified,12.138
FALCPAT_8789,MCX,17,0.714,unclassified,12.138
FALCPAT_8486,JINDALSTEL,15,0.714,unclassified,10.709999999999999
FALCPAT_9506,ZYDUSWELL,15,0.714,unclassified,10.709999999999999
FALCPAT_9243,CROMPTON,14,0.714,unclassified,9.995999999999999
FALCPAT_9449,CAMS,14,0.714,unclassified,9.995999999999999
FALCPAT_7444,DRREDDY,13,0.714,unclassified,9.282
FALCPAT_7713,SCHAEFFLER,13,0.714,unclassified,9.282
FALCPAT_8890,YESBANK,12,0.714,unclassified,8.568
FALCPAT_9429,ASAHIINDIA,12,0.714,unclassified,8.568
FALCPAT_9109,IREDA,11,0.714,unclassified,7.853999999999999
FALCPAT_7603,ACUTAAS,10,0.714,unclassified,7.14
FALCPAT_8040,JUBLFOOD,10,0.714,unclassified,7.14
FALCPAT_7202,CHALET,9,0.714,unclassified,6.426
FALCPAT_7303,VOLTAS,9,0.714,unclassified,6.426
FALCPAT_9170,CHALET,9,0.714,unclassified,6.426
FALCPAT_7164,JINDALSTEL,7,0.714,unclassified,4.997999999999999
FALCPAT_8193,INDUSINDBK,7,0.714,unclassified,4.997999999999999
FALCPAT_6458,CEATLTD,6,0.714,unclassified,4.284
FALCPAT_6470,AXISBANK,5,0.714,unclassified,3.57
FALCPAT_7618,ASTRAL,5,0.714,unclassified,3.57
FALCPAT_8292,GABRIEL,102,0.713,unclassified,72.726
FALCPAT_7056,PRESTIGE,72,0.713,unclassified,51.336
FALCPAT_9597,MOTILALOFS,62,0.713,unclassified,44.205999999999996
FALCPAT_8952,GICRE,57,0.713,unclassified,40.641
FALCPAT_6245,ADANIENT,56,0.713,unclassified,39.928
FALCPAT_6458,JBMA,51,0.713,unclassified,36.363
FALCPAT_8221,KALYANKJIL,47,0.713,unclassified,33.510999999999996
FALCPAT_9446,ZENSARTECH,46,0.713,unclassified,32.798
FALCPAT_7075,DOMS,45,0.713,unclassified,32.085
FALCPAT_8502,HEG,45,0.713,unclassified,32.085
FALCPAT_6882,CESC,39,0.713,unclassified,27.807
FALCPAT_9195,ABFRL,38,0.713,unclassified,27.093999999999998
FALCPAT_8037,PRESTIGE,36,0.713,unclassified,25.668
FALCPAT_7781,POLYCAB,33,0.713,unclassified,23.529
FALCPAT_7915,CAPLIPOINT,33,0.713,unclassified,23.529
FALCPAT_8406,DEEPAKFERT,32,0.713,unclassified,22.816
FALCPAT_7163,MAXHEALTH,30,0.713,unclassified,21.39
FALCPAT_7909,UTIAMC,28,0.713,unclassified,19.964
FALCPAT_8463,JINDALSAW,28,0.713,unclassified,19.964
FALCPAT_8496,BDL,28,0.713,unclassified,19.964
FALCPAT_7739,NCC,24,0.713,unclassified,17.112
FALCPAT_8973,POLYMED,23,0.713,unclassified,16.399
FALCPAT_9243,HEG,23,0.713,unclassified,16.399
FALCPAT_7163,PPLPHARMA,21,0.713,unclassified,14.972999999999999
FALCPAT_9542,ECLERX,21,0.713,unclassified,14.972999999999999
FALCPAT_8573,ELGIEQUIP,20,0.713,unclassified,14.26
FALCPAT_9123,TORNTPOWER,20,0.713,unclassified,14.26
FALCPAT_9511,ADANIGREEN,19,0.713,unclassified,13.546999999999999
FALCPAT_6425,ENGINERSIN,18,0.713,unclassified,12.834
FALCPAT_8464,GVT&D,18,0.713,unclassified,12.834
FALCPAT_8496,DEEPAKNTR,18,0.713,unclassified,12.834
FALCPAT_8938,CANFINHOME,18,0.713,unclassified,12.834
FALCPAT_8970,GICRE,18,0.713,unclassified,12.834
FALCPAT_9150,INDUSTOWER,18,0.713,unclassified,12.834
FALCPAT_6514,SUNDARMFIN,17,0.713,unclassified,12.120999999999999
FALCPAT_9111,CARBORUNIV,17,0.713,unclassified,12.120999999999999
FALCPAT_9530,BALRAMCHIN,17,0.713,unclassified,12.120999999999999
FALCPAT_8685,CARTRADE,16,0.713,unclassified,11.408
FALCPAT_9170,GMDCLTD,16,0.713,unclassified,11.408
FALCPAT_9330,IIFL,16,0.713,unclassified,11.408
FALCPAT_9407,SJVN,15,0.713,unclassified,10.695
FALCPAT_6318,CHAMBLFERT,13,0.713,unclassified,9.269
FALCPAT_8069,ULTRACEMCO,13,0.713,unclassified,9.269
FALCPAT_6647,BOSCHLTD,12,0.713,unclassified,8.556
FALCPAT_7184,INDHOTEL,12,0.713,unclassified,8.556
FALCPAT_8669,SPLPETRO,12,0.713,unclassified,8.556
FALCPAT_9017,POLYCAB,12,0.713,unclassified,8.556
FALCPAT_6645,GODREJCP,11,0.713,unclassified,7.843
FALCPAT_9393,CESC,11,0.713,unclassified,7.843
FALCPAT_6758,CLEAN,10,0.713,unclassified,7.13
FALCPAT_7491,EXIDEIND,10,0.713,unclassified,7.13
FALCPAT_8065,OFSS,10,0.713,unclassified,7.13
FALCPAT_8076,ABBOTINDIA,10,0.713,unclassified,7.13
FALCPAT_8543,SIEMENS,10,0.713,unclassified,7.13
FALCPAT_9513,SYRMA,10,0.713,unclassified,7.13
FALCPAT_6996,GABRIEL,9,0.713,unclassified,6.417
FALCPAT_9210,APOLLOHOSP,9,0.713,unclassified,6.417
FALCPAT_9427,PATANJALI,9,0.713,unclassified,6.417
FALCPAT_8066,SAIL,8,0.713,unclassified,5.704
FALCPAT_9222,ATUL,8,0.713,unclassified,5.704
FALCPAT_9540,GAIL,8,0.713,unclassified,5.704
FALCPAT_7745,PRESTIGE,7,0.713,unclassified,4.991
FALCPAT_9570,RAILTEL,7,0.713,unclassified,4.991
FALCPAT_7739,IEX,6,0.713,unclassified,4.278
FALCPAT_9189,RAMCOCEM,6,0.713,unclassified,4.278
FALCPAT_9500,MMTC,6,0.713,unclassified,4.278
FALCPAT_6696,CEATLTD,5,0.713,unclassified,3.565
FALCPAT_8397,BAJAJHLDNG,5,0.713,unclassified,3.565
FALCPAT_8577,KFINTECH,5,0.713,unclassified,3.565
FALCPAT_8577,SUNDARMFIN,5,0.713,unclassified,3.565
FALCPAT_9516,NEULANDLAB,5,0.713,unclassified,3.565
FALCPAT_7633,TARIL,107,0.712,unclassified,76.184
FALCPAT_8629,ANURAS,73,0.712,unclassified,51.976
FALCPAT_6174,CEMPRO,62,0.712,unclassified,44.144
FALCPAT_8572,MMTC,58,0.712,unclassified,41.296
FALCPAT_8597,GRSE,50,0.712,unclassified,35.6
FALCPAT_8743,TECHNOE,44,0.712,unclassified,31.328
FALCPAT_9502,KAYNES,39,0.712,unclassified,27.767999999999997
FALCPAT_6561,DOMS,37,0.712,unclassified,26.343999999999998
FALCPAT_9460,SAREGAMA,37,0.712,unclassified,26.343999999999998
FALCPAT_7753,FACT,33,0.712,unclassified,23.496
FALCPAT_8404,LINDEINDIA,29,0.712,unclassified,20.648
FALCPAT_8397,HINDCOPPER,28,0.712,unclassified,19.936
FALCPAT_9107,SBICARD,27,0.712,unclassified,19.224
FALCPAT_7447,GLENMARK,26,0.712,unclassified,18.512
FALCPAT_8525,MCX,25,0.712,unclassified,17.8
FALCPAT_9494,DCMSHRIRAM,25,0.712,unclassified,17.8
FALCPAT_8940,SAIL,24,0.712,unclassified,17.088
FALCPAT_8766,ANGELONE,23,0.712,unclassified,16.375999999999998
FALCPAT_6420,AFFLE,22,0.712,unclassified,15.664
FALCPAT_7463,ASHOKLEY,21,0.712,unclassified,14.952
FALCPAT_7870,LTFOODS,21,0.712,unclassified,14.952
FALCPAT_7965,GABRIEL,21,0.712,unclassified,14.952
FALCPAT_8973,CARTRADE,21,0.712,unclassified,14.952
FALCPAT_7764,ACE,20,0.712,unclassified,14.239999999999998
FALCPAT_9517,USHAMART,20,0.712,unclassified,14.239999999999998
FALCPAT_8511,OBEROIRLTY,18,0.712,unclassified,12.815999999999999
FALCPAT_9517,EIDPARRY,18,0.712,unclassified,12.815999999999999
FALCPAT_6514,BERGEPAINT,17,0.712,unclassified,12.104
FALCPAT_7184,EIDPARRY,17,0.712,unclassified,12.104
FALCPAT_8292,KIMS,17,0.712,unclassified,12.104
FALCPAT_9106,RITES,17,0.712,unclassified,12.104
FALCPAT_9455,RPOWER,17,0.712,unclassified,12.104
FALCPAT_6819,EXIDEIND,16,0.712,unclassified,11.392
FALCPAT_8448,JYOTICNC,16,0.712,unclassified,11.392
FALCPAT_8803,PVRINOX,16,0.712,unclassified,11.392
FALCPAT_8963,CAPLIPOINT,16,0.712,unclassified,11.392
FALCPAT_9406,NAUKRI,16,0.712,unclassified,11.392
FALCPAT_9584,SAIL,16,0.712,unclassified,11.392
FALCPAT_8643,CHOICEIN,15,0.712,unclassified,10.68
FALCPAT_6145,ZYDUSLIFE,13,0.712,unclassified,9.256
FALCPAT_7963,NEULANDLAB,13,0.712,unclassified,9.256
FALCPAT_7983,WELSPUNLIV,13,0.712,unclassified,9.256
FALCPAT_8221,JSL,13,0.712,unclassified,9.256
FALCPAT_6999,AIAENG,12,0.712,unclassified,8.544
FALCPAT_9540,ELECON,12,0.712,unclassified,8.544
FALCPAT_7466,MOTILALOFS,11,0.712,unclassified,7.832
FALCPAT_7870,SHRIRAMFIN,11,0.712,unclassified,7.832
FALCPAT_8619,GRAVITA,11,0.712,unclassified,7.832
FALCPAT_9150,LAURUSLABS,11,0.712,unclassified,7.832
FALCPAT_8486,TATACHEM,10,0.712,unclassified,7.119999999999999
FALCPAT_8333,KFINTECH,9,0.712,unclassified,6.4079999999999995
FALCPAT_8689,JIOFIN,9,0.712,unclassified,6.4079999999999995
FALCPAT_8951,POLICYBZR,9,0.712,unclassified,6.4079999999999995
FALCPAT_9210,WELSPUNLIV,9,0.712,unclassified,6.4079999999999995
FALCPAT_7466,MINDACORP,8,0.712,unclassified,5.696
FALCPAT_7561,MSUMI,8,0.712,unclassified,5.696
FALCPAT_6334,BALRAMCHIN,7,0.712,unclassified,4.984
FALCPAT_8094,GAIL,7,0.712,unclassified,4.984
FALCPAT_9405,FEDERALBNK,7,0.712,unclassified,4.984
FALCPAT_7179,CHOICEIN,6,0.712,unclassified,4.272
FALCPAT_7758,ABBOTINDIA,6,0.712,unclassified,4.272
FALCPAT_8076,AIAENG,6,0.712,unclassified,4.272
FALCPAT_9338,MAPMYINDIA,5,0.712,unclassified,3.5599999999999996
FALCPAT_8425,360ONE,67,0.711,unclassified,47.637
FALCPAT_8618,NAM-INDIA,60,0.711,unclassified,42.66
FALCPAT_8206,ADANIPOWER,49,0.711,unclassified,34.839
FALCPAT_9494,JYOTICNC,39,0.711,unclassified,27.729
FALCPAT_6998,NCC,38,0.711,unclassified,27.017999999999997
FALCPAT_8617,CHOLAHLDNG,34,0.711,unclassified,24.174
FALCPAT_6672,KARURVYSYA,32,0.711,unclassified,22.752
FALCPAT_7207,WELCORP,32,0.711,unclassified,22.752
FALCPAT_7269,LAURUSLABS,31,0.711,unclassified,22.041
FALCPAT_6998,PCBL,27,0.711,unclassified,19.197
FALCPAT_7207,AMBER,26,0.711,unclassified,18.486
FALCPAT_8690,KFINTECH,26,0.711,unclassified,18.486
FALCPAT_6477,AEGISLOG,24,0.711,unclassified,17.064
FALCPAT_8226,SWANCORP,24,0.711,unclassified,17.064
FALCPAT_9149,JYOTICNC,23,0.711,unclassified,16.352999999999998
FALCPAT_8583,MSUMI,22,0.711,unclassified,15.642
FALCPAT_6197,ENGINERSIN,21,0.711,unclassified,14.931
FALCPAT_7021,ELGIEQUIP,20,0.711,unclassified,14.219999999999999
FALCPAT_7350,RITES,20,0.711,unclassified,14.219999999999999
FALCPAT_7631,MAPMYINDIA,20,0.711,unclassified,14.219999999999999
FALCPAT_7564,JINDALSAW,19,0.711,unclassified,13.508999999999999
FALCPAT_8199,WELCORP,18,0.711,unclassified,12.798
FALCPAT_8463,OIL,18,0.711,unclassified,12.798
FALCPAT_8940,LAURUSLABS,18,0.711,unclassified,12.798
FALCPAT_7310,EIHOTEL,17,0.711,unclassified,12.087
FALCPAT_8546,JMFINANCIL,17,0.711,unclassified,12.087
FALCPAT_9428,LINDEINDIA,17,0.711,unclassified,12.087
FALCPAT_8224,UPL,16,0.711,unclassified,11.376
FALCPAT_9111,JUBLINGREA,16,0.711,unclassified,11.376
FALCPAT_7621,SCHAEFFLER,14,0.711,unclassified,9.953999999999999
FALCPAT_7624,FSL,14,0.711,unclassified,9.953999999999999
FALCPAT_9222,ENDURANCE,14,0.711,unclassified,9.953999999999999
FALCPAT_9428,ENDURANCE,14,0.711,unclassified,9.953999999999999
FALCPAT_9446,ENDURANCE,14,0.711,unclassified,9.953999999999999
FALCPAT_9583,ENDURANCE,14,0.711,unclassified,9.953999999999999
FALCPAT_8449,INDUSTOWER,11,0.711,unclassified,7.821
FALCPAT_7872,CUB,10,0.711,unclassified,7.109999999999999
FALCPAT_8788,BAJAJHLDNG,10,0.711,unclassified,7.109999999999999
FALCPAT_9126,CONCORDBIO,10,0.711,unclassified,7.109999999999999
FALCPAT_6514,DRREDDY,8,0.711,unclassified,5.688
FALCPAT_7466,ENDURANCE,8,0.711,unclassified,5.688
FALCPAT_8065,FORCEMOT,8,0.711,unclassified,5.688
FALCPAT_8952,INDHOTEL,8,0.711,unclassified,5.688
FALCPAT_9112,ABCAPITAL,8,0.711,unclassified,5.688
FALCPAT_7469,DEEPAKNTR,7,0.711,unclassified,4.976999999999999
FALCPAT_8198,NAM-INDIA,7,0.711,unclassified,4.976999999999999
FALCPAT_9210,PRESTIGE,7,0.711,unclassified,4.976999999999999
FALCPAT_7780,ERIS,6,0.711,unclassified,4.266
FALCPAT_9331,LTF,6,0.711,unclassified,4.266
FALCPAT_7436,CAPLIPOINT,5,0.711,unclassified,3.5549999999999997
FALCPAT_6882,GRANULES,59,0.71,unclassified,41.89
FALCPAT_6672,CAMS,55,0.71,unclassified,39.05
FALCPAT_6823,BANKINDIA,46,0.71,unclassified,32.66
FALCPAT_7112,VIJAYA,42,0.71,unclassified,29.82
FALCPAT_7348,NBCC,42,0.71,unclassified,29.82
FALCPAT_7860,BEML,42,0.71,unclassified,29.82
FALCPAT_7160,MOTILALOFS,37,0.71,unclassified,26.27
FALCPAT_8411,ENDURANCE,36,0.71,unclassified,25.56
FALCPAT_8429,KFINTECH,29,0.71,unclassified,20.59
FALCPAT_9248,UNOMINDA,28,0.71,unclassified,19.88
FALCPAT_8724,INDUSINDBK,27,0.71,unclassified,19.169999999999998
FALCPAT_6288,SAREGAMA,26,0.71,unclassified,18.46
FALCPAT_7209,RITES,25,0.71,unclassified,17.75
FALCPAT_8270,TRITURBINE,25,0.71,unclassified,17.75
FALCPAT_6865,SCI,23,0.71,unclassified,16.33
FALCPAT_7008,COHANCE,23,0.71,unclassified,16.33
FALCPAT_7751,MUTHOOTFIN,20,0.71,unclassified,14.2
FALCPAT_9522,UNIONBANK,20,0.71,unclassified,14.2
FALCPAT_7799,INDIACEM,19,0.71,unclassified,13.489999999999998
FALCPAT_9445,JKTYRE,18,0.71,unclassified,12.78
FALCPAT_8748,NAUKRI,17,0.71,unclassified,12.07
FALCPAT_7463,LAURUSLABS,13,0.71,unclassified,9.23
