pattern,n_consistent,stocks,calc_n_consistent,pair_rows,total_occurrences,weighted_avg_d1,_merge,n_diff
FALCPAT_9152,53,"KIMS, MCX, ANURAS, CDSL, RADICO, CCL, SHYAMMETL, CANBK, BIKAJI, DOMS, CESC, MINDACORP, VBL, GPIL, OBEROIRLTY, ADANIPORTS, CHALET, CHOLAHLDNG, REDINGTON, AFFLE, ABSLAMC, JSL, RECLTD, GODREJIND, UTIAMC, HINDCOPPER, GESHIP, ARE&M, AARTIIND, POONAWALLA, GLAXO, GABRIEL, CONCOR, JKTYRE, MANAPPURAM, JUBLINGREA, RBLBANK, JUBLPHARMA, ABCAPITAL, NATIONALUM",53,53,1218,0.8296921182266009,both,0
FALCPAT_9168,36,"WOCKPHARMA, RITES, GPIL, GALLANTT, RBLBANK, FIVESTAR, AWL, CARTRADE, TRIDENT, SAREGAMA, NAVA, ASAHIINDIA, TVSMOTOR, BBTC, UBL, MRPL, IRFC, LTTS, IGL, KFINTECH, GRANULES, WELCORP, DIXON, RPOWER, DEVYANI, TRENT, PFIZER, AMBER, EMAMILTD, OFSS, BANKBARODA, HINDZINC, EXIDEIND, VBL, INTELLECT, IDFCFIRSTB",36,36,158,1.4132151898734178,both,0
FALCPAT_9169,11,"JMFINANCIL, ADANIPORTS, POLYCAB, TEJASNET, APARINDS, GRSE, JKTYRE, CONCORDBIO, NATCOPHARM, PGEL, GRAPHITE",11,11,60,1.6094833333333334,both,0
FALCPAT_9170,86,"POONAWALLA, NUVAMA, LODHA, MAHABANK, PARADEEP, BAYERCROP, JSWINFRA, AEGISLOG, ENDURANCE, HOMEFIRST, ATUL, MAZDOCK, ZENSARTECH, LAURUSLABS, 360ONE, SAREGAMA, POLICYBZR, GPIL, HINDPETRO, CGPOWER, GRANULES, BAJFINANCE, BANKINDIA, ACE, EIDPARRY, CEMPRO, POWERINDIA, AUROPHARMA, JSWDULUX, GRAVITA, BALKRISIND, BEML, NHPC, SYRMA, BSE, GODREJIND, LINDEINDIA, KPITTECH, PNBHOUSING, JYOTICNC",86,86,1676,0.9509570405727922,both,0
FALCPAT_9175,5,"INDIACEM, MOTHERSON, GRSE, MPHASIS, POWERGRID",5,5,269,0.5620446096654275,both,0
FALCPAT_9177,49,"ZYDUSWELL, UBL, SUNTV, BSOFT, MSUMI, FEDERALBNK, ANURAS, AIAENG, DOMS, M&M, MAPMYINDIA, DIVISLAB, CCL, POONAWALLA, ONGC, EIDPARRY, GILLETTE, AIIL, ESCORTS, CONCOR, COROMANDEL, KIMS, ADANIPOWER, TATACHEM, BANDHANBNK, HDFCAMC, OBEROIRLTY, PAYTM, BLUEDART, ELGIEQUIP, CUB, DEEPAKNTR, CONCORDBIO, RBLBANK, SOBHA, LUPIN, TRENT, ZFCVINDIA, CHENNPETRO, FORCEMOT",49,49,1146,0.8344764397905758,both,0
FALCPAT_9185,103,"NUVAMA, PARADEEP, BIKAJI, CGPOWER, OLECTRA, M&MFIN, DLF, MAPMYINDIA, BHEL, ABSLAMC, PFC, AWL, SJVN, UPL, 360ONE, KFINTECH, HBLENGINE, MCX, RECLTD, SYRMA, VTL, IRFC, ATUL, USHAMART, BERGEPAINT, IPCALAB, FIVESTAR, POLICYBZR, KEC, NYKAA, IDFCFIRSTB, HUDCO, PATANJALI, TORNTPOWER, DEEPAKNTR, TEGA, SCI, OBEROIRLTY, CONCORDBIO, ADANIPOWER",103,103,921,1.2067513572204127,both,0
FALCPAT_9186,50,"JSWINFRA, LEMONTREE, TRITURBINE, OIL, GRANULES, GRSE, NLCINDIA, JYOTICNC, JUBLPHARMA, NAM-INDIA, TORNTPHARM, ETERNAL, FIVESTAR, AEGISLOG, NSLNISP, BAYERCROP, ABSLAMC, BSE, PGEL, HDFCAMC, IRCTC, ANGELONE, CARBORUNIV, GODREJCP, JSWSTEEL, HFCL, SUPREMEIND, RPOWER, NUVAMA, IREDA, NYKAA, KALYANKJIL, JUBLINGREA, IIFL, CRAFTSMAN, ELGIEQUIP, ESCORTS, EIDPARRY, KIRLOSENG, ONGC",50,50,337,1.2362492581602373,both,0
FALCPAT_9188,86,"GODREJIND, AEGISLOG, POONAWALLA, BEL, LICHSGFIN, CYIENT, M&M, HOMEFIRST, JBCHEPHARM, ACC, MAHABANK, SUNDARMFIN, BLUEJET, FSL, VIJAYA, PARADEEP, KFINTECH, CEMPRO, GICRE, NUVAMA, LATENTVIEW, BANKBARODA, KAYNES, PNB, IDFCFIRSTB, SAREGAMA, SHYAMMETL, TATACHEM, ATUL, GODFRYPHLP, BANDHANBNK, ZENSARTECH, IPCALAB, JINDALSAW, INDIACEM, INTELLECT, GRANULES, JBMA, TVSMOTOR, ACUTAAS",86,86,1615,0.9401950464396286,both,0
FALCPAT_9189,102,"IOB, IREDA, RADICO, GMDCLTD, ASIANPAINT, IDBI, JWL, INDIANB, NIACL, PHOENIXLTD, CHOLAHLDNG, AEGISLOG, RAILTEL, DCMSHRIRAM, CENTRALBK, KIMS, ATGL, BDL, MINDACORP, TRIDENT, INDUSTOWER, ZOMATO, BALKRISIND, SHYAMMETL, AJANTPHARM, GRAVITA, NAVA, ULTRACEMCO, FACT, HUDCO, PFC, RITES, SAREGAMA, SUMICHEM, AARTIIND, BATAINDIA, MFSL, CARBORUNIV, CROMPTON, KPRMILL",102,102,668,1.1497619760479045,both,0
FALCPAT_9195,47,"BHARTIHEXA, COROMANDEL, M&M, HINDZINC, IDFCFIRSTB, SRF, PNB, SHRIRAMFIN, BALKRISIND, COALINDIA, MARUTI, KIMS, ATUL, JSWINFRA, POWERGRID, STARHEALTH, JINDALSTEL, ANURAS, AUBANK, INDIACEM, INDUSTOWER, GODREJIND, ABFRL, MPHASIS, EXIDEIND, JSWSTEEL, SONACOMS, CHOLAFIN, POONAWALLA, AIIL, VOLTAS, JBCHEPHARM, CESC, DOMS, WELCORP, IPCALAB, CUMMINSIND, CREDITACC, ERIS, AJANTPHARM",47,47,1406,0.6945355618776671,both,0
FALCPAT_9203,36,"NAVINFLUOR, INDUSINDBK, PETRONET, HDFCAMC, AIIL, ANURAS, MGL, ATUL, CUMMINSIND, HEROMOTOCO, M&MFIN, REDINGTON, GLENMARK, SRF, BATAINDIA, KIMS, JIOFIN, ERIS, CHOLAFIN, AXISBANK, SCHAEFFLER, MUTHOOTFIN, AFFLE, UBL, ASIANPAINT, ICICIPRULI, EXIDEIND, NUVOCO, APLAPOLLO, POWERGRID, CARBORUNIV, JINDALSTEL, DOMS, PATANJALI, BERGEPAINT, RADICO",36,36,1071,0.6999290382819795,both,0
FALCPAT_9204,30,"MOTHERSON, STARHEALTH, COROMANDEL, BALRAMCHIN, TBOTEK, AIIL, INDIACEM, VBL, RHIM, LATENTVIEW, LLOYDSME, ANURAS, DIXON, FINCABLES, INTELLECT, GODREJIND, CHAMBLFERT, ENDURANCE, AARTIIND, HINDCOPPER, CENTRALBK, NSLNISP, JSWINFRA, COHANCE, FORCEMOT, INDUSTOWER, POWERINDIA, SPLPETRO, GLAXO, GPIL",30,30,558,0.760293906810036,both,0
FALCPAT_9205,52,"WOCKPHARMA, GRAPHITE, RVNL, WELCORP, NAM-INDIA, NATIONALUM, CAPLIPOINT, HUDCO, FIVESTAR, CESC, NAVA, ETERNAL, HEG, LLOYDSME, USHAMART, SUNDARMFIN, SCI, BBTC, ECLERX, BLUESTARCO, TATAINVEST, ELECON, HINDZINC, SYRMA, IRCON, GPIL, PFC, RBLBANK, INDIACEM, ZENSARTECH, PPLPHARMA, JSWENERGY, LAURUSLABS, LEMONTREE, COCHINSHIP, SCHAEFFLER, KFINTECH, ABB, AMBER, DIXON",52,52,706,0.9257535410764872,both,0
FALCPAT_9210,73,"TRITURBINE, LODHA, POWERINDIA, INOXWIND, JSWINFRA, HSCL, HUDCO, THERMAX, TIINDIA, BSE, HINDCOPPER, JBMA, GRANULES, NBCC, 360ONE, GRAVITA, TRENT, CYIENT, ELGIEQUIP, ASTRAL, SUZLON, BANDHANBNK, RITES, NEWGEN, ABSLAMC, NATIONALUM, ANGELONE, DATAPATTNS, TARIL, KEC, JSWSTEEL, SCI, CONCORDBIO, ADANIENT, CARTRADE, ADANIENSOL, JKTYRE, ASHOKLEY, NUVAMA, UTIAMC",73,73,617,1.2792722852512157,both,0
FALCPAT_9211,56,"GODREJIND, KFINTECH, BLUEJET, TATACOMM, M&M, BEL, FORTIS, INDHOTEL, TATAINVEST, KOTAKBANK, GAIL, TATAELXSI, APARINDS, AXISBANK, UPL, VIJAYA, JSWDULUX, NAVA, TARIL, AIAENG, SOLARINDS, TORNTPHARM, JKCEMENT, COROMANDEL, KAYNES, LICHSGFIN, NLCINDIA, ATUL, EICHERMOT, BANKBARODA, PARADEEP, GPIL, TATACHEM, RADICO, BERGEPAINT, GLAXO, SRF, JUBLPHARMA, TVSMOTOR, ELECON",56,56,1513,0.7818995373430272,both,0
FALCPAT_9214,18,"ANURAS, MARICO, AIIL, HDFCBANK, PIDILITIND, NEWGEN, JIOFIN, HONASA, GVT&D, SCHAEFFLER, NEULANDLAB, KFINTECH, SBILIFE, ERIS, TATACONSUM, BOSCHLTD, CHENNPETRO, PTCIL",18,18,1002,0.5813023952095808,both,0
FALCPAT_9215,22,"ZYDUSWELL, NUVAMA, GSPL, UBL, CONCORDBIO, NH, TVSMOTOR, MANKIND, GLENMARK, CANFINHOME, INTELLECT, JUBLFOOD, LICHSGFIN, IGL, BSE, CRISIL, M&M, DCMSHRIRAM, INDIACEM, PRESTIGE, MANAPPURAM, TATAINVEST",22,22,636,0.7038160377358491,both,0
FALCPAT_9220,38,"ZYDUSWELL, ITI, IPCALAB, TATASTEEL, HINDALCO, KFINTECH, TIINDIA, LAURUSLABS, BSE, IRCTC, GSPL, GVT&D, DATAPATTNS, JBMA, RVNL, INTELLECT, ARE&M, SCI, MARUTI, PERSISTENT, M&MFIN, CUMMINSIND, TORNTPOWER, PETRONET, NTPC, APOLLOTYRE, GUJGASLTD, PRESTIGE, NEULANDLAB, ADANIGREEN, TATAINVEST, GALLANTT, SRF, SBIN, COHANCE, BIKAJI, LICHSGFIN, MCX",38,38,947,0.8449545934530094,both,0
FALCPAT_9221,87,"JUBLPHARMA, ELGIEQUIP, REDINGTON, IRFC, BLS, OLECTRA, MCX, NLCINDIA, KPIL, LODHA, CAPLIPOINT, HUDCO, WOCKPHARMA, HINDCOPPER, DIXON, MAZDOCK, NUVAMA, GVT&D, LLOYDSME, DOMS, CESC, SHYAMMETL, VOLTAS, MRPL, 360ONE, USHAMART, BHEL, LTFOODS, APARINDS, CYIENT, IDEA, WELCORP, RPOWER, GODFRYPHLP, RBLBANK, SCI, DCMSHRIRAM, JWL, IRCON, GODREJPROP",87,87,733,1.4201323328785813,both,0
FALCPAT_9222,65,"SARDAEN, TIMKEN, SHRIRAMFIN, CEATLTD, CHOLAHLDNG, GODREJIND, ANURAS, JUBLINGREA, CASTROLIND, NHPC, VIJAYA, SAPPHIRE, SCHAEFFLER, IDFCFIRSTB, LTFOODS, BALKRISIND, KAYNES, ANANDRATHI, GABRIEL, DLF, AMBER, FLUOROCHEM, PHOENIXLTD, DOMS, NATIONALUM, STARHEALTH, GILLETTE, DATAPATTNS, JSWINFRA, KFINTECH, NSLNISP, DEEPAKFERT, CHALET, MPHASIS, TEGA, SAREGAMA, VOLTAS, WOCKPHARMA, CANBK, PARADEEP",65,65,1740,0.8165965517241379,both,0
FALCPAT_9223,38,"BHARTIHEXA, COROMANDEL, SRF, JSWINFRA, PNB, ATUL, COALINDIA, INDUSTOWER, JINDALSTEL, MARUTI, KIMS, OFSS, INDIACEM, POWERGRID, MANAPPURAM, SONACOMS, SHRIRAMFIN, ABFRL, AUBANK, EXIDEIND, GODREJPROP, WELCORP, CHOLAFIN, CCL, HAL, AIIL, GRANULES, JBCHEPHARM, AUROPHARMA, FINCABLES, DOMS, CUMMINSIND, CESC, FORTIS, GABRIEL, GODREJIND, GMRAIRPORT, COFORGE",38,38,933,0.7038070739549839,both,0
FALCPAT_9242,34,"ZENTEC, HONAUT, SAMMAANCAP, COCHINSHIP, KAYNES, J&KBANK, TATAINVEST, OLECTRA, RVNL, RAILTEL, BDL, GSPL, NBCC, BSE, FORCEMOT, HUDCO, RPOWER, ANANDRATHI, IRFC, BAJAJHLDNG, HEG, DEVYANI, ANURAS, ZYDUSWELL, IRCON, SJVN, HBLENGINE, AMBER, NAVA, KFINTECH, GLAXO, NLCINDIA, ACE, IOC",34,34,568,0.9109841549295774,both,0
FALCPAT_9243,77,"NLCINDIA, DCMSHRIRAM, LTFOODS, CAPLIPOINT, NUVAMA, PNBHOUSING, PARADEEP, VBL, GODREJIND, SBICARD, TBOTEK, KPITTECH, TARIL, KAJARIACER, BLS, AEGISLOG, ATUL, KFINTECH, VIJAYA, IDBI, CGPOWER, 360ONE, JYOTICNC, BERGEPAINT, GVT&D, MAZDOCK, LODHA, GRAPHITE, JSWINFRA, NAVA, ANURAS, JUBLINGREA, BALRAMCHIN, ECLERX, INDIACEM, APOLLOTYRE, LTM, MINDACORP, ENDURANCE, PFC",77,77,1664,0.9095210336538462,both,0
FALCPAT_9244,60,"CRAFTSMAN, GICRE, MAZDOCK, CHOLAHLDNG, AMBER, CASTROLIND, JYOTICNC, CHENNPETRO, TRENT, UNOMINDA, TATAELXSI, POWERINDIA, GLAND, ANURAS, CGPOWER, CREDITACC, SONATSOFTW, LTF, KEI, SUNTV, EIHOTEL, WHIRLPOOL, MSUMI, POONAWALLA, BDL, HOMEFIRST, AEGISLOG, HFCL, BIKAJI, ZENSARTECH, KPRMILL, PERSISTENT, J&KBANK, DLF, SOLARINDS, JINDALSAW, ZFCVINDIA, LODHA, FIVESTAR, CUMMINSIND",60,60,778,1.0559704370179948,both,0
FALCPAT_9246,35,"PETRONET, ERIS, NCC, SBIN, ABSLAMC, CUB, ANANTRAJ, CEMPRO, GLENMARK, PATANJALI, STARHEALTH, IDFCFIRSTB, REDINGTON, DOMS, CAMS, GLAXO, ABREL, ABB, LLOYDSME, CUMMINSIND, KEI, ANURAS, CDSL, GAIL, M&M, ATUL, COFORGE, MGL, RRKABEL, SAIL, AIIL, JSWSTEEL, ENGINERSIN, MMTC, GILLETTE",35,35,1016,0.7352529527559054,both,0
FALCPAT_9248,22,"JSWDULUX, ITI, NATCOPHARM, LICHSGFIN, HINDZINC, INDIACEM, MOTHERSON, SHRIRAMFIN, ARE&M, BDL, COCHINSHIP, BEML, TIMKEN, CHOLAHLDNG, CREDITACC, UNOMINDA, CONCOR, GSPL, SIEMENS, SAIL, GRSE, BEL",22,22,496,0.8636451612903225,both,0
FALCPAT_9255,6,"GRSE, AEGISLOG, INDIACEM, AMBUJACEM, HSCL, MOTHERSON",6,6,303,0.624039603960396,both,0
FALCPAT_9256,25,"GRAPHITE, FORCEMOT, SYRMA, BSE, ANANTRAJ, RVNL, NAVA, ELECON, SAREGAMA, POWERINDIA, USHAMART, BBTC, AMBER, KIRLOSENG, CONCORDBIO, BANKINDIA, LODHA, BLUESTARCO, CAPLIPOINT, HUDCO, ANANDRATHI, HEG, THERMAX, WELCORP, PATANJALI",25,25,466,0.8906781115879829,both,0
FALCPAT_9258,29,"ZENTEC, HONAUT, SAMMAANCAP, COCHINSHIP, KAYNES, J&KBANK, TATAINVEST, RAILTEL, BDL, GSPL, HBLENGINE, SJVN, NBCC, IRFC, FORCEMOT, HUDCO, RPOWER, AMBER, ANURAS, ACE, BSE, KFINTECH, BAJAJHLDNG, ANANDRATHI, HEG, DEVYANI, RVNL, IRCON, NLCINDIA",29,29,415,0.9765493975903614,both,0
FALCPAT_9260,19,"SBILIFE, ANANTRAJ, SBICARD, MOTILALOFS, APARINDS, KFINTECH, JYOTICNC, ANURAS, ERIS, TARIL, TATAELXSI, MAZDOCK, ZYDUSLIFE, PARADEEP, SBIN, ICICIBANK, CDSL, ZOMATO, RVNL",19,19,773,0.7116235446313066,both,0
FALCPAT_9261,58,"CHAMBLFERT, BHARTIHEXA, BLUEDART, PNB, GMRAIRPORT, STARHEALTH, COROMANDEL, SRF, COALINDIA, KIMS, POWERGRID, ATUL, SCHAEFFLER, NATIONALUM, MARUTI, POONAWALLA, BALKRISIND, TIMKEN, ANURAS, SHRIRAMFIN, GODREJIND, LINDEINDIA, M&M, CEATLTD, GABRIEL, CHOLAFIN, GILLETTE, DOMS, LLOYDSME, GLAXO, JBCHEPHARM, RADICO, INDUSTOWER, ENDURANCE, ABFRL, KIRLOSENG, CYIENT, BANKBARODA, NEWGEN, SHYAMMETL",58,58,2081,0.6990153772224892,both,0
FALCPAT_9262,17,"CUMMINSIND, TATAPOWER, MOTHERSON, PCBL, LLOYDSME, HINDCOPPER, CENTRALBK, HAL, INDUSTOWER, HINDZINC, BEL, SUPREMEIND, DEEPAKFERT, FACT, BANKBARODA, GALLANTT, GMDCLTD",17,17,484,0.7409152892561983,both,0
FALCPAT_9266,104,"JUBLPHARMA, CGPOWER, BALRAMCHIN, MAHABANK, TEGA, CAPLIPOINT, YESBANK, NAVA, GPIL, FORCEMOT, BAYERCROP, TORNTPOWER, VIJAYA, LODHA, AMBER, HAL, GRANULES, RVNL, IRFC, CEMPRO, ZENSARTECH, GICRE, DEVYANI, SHREECEM, OLECTRA, HINDCOPPER, PGEL, AEGISLOG, BERGEPAINT, APOLLOHOSP, SJVN, FLUOROCHEM, BDL, ECLERX, BLUEDART, BHEL, ABSLAMC, ENGINERSIN, BALKRISIND, POWERINDIA",104,104,1068,1.2161001872659176,both,0
FALCPAT_9269,74,"RVNL, FLUOROCHEM, CHENNPETRO, REDINGTON, SAREGAMA, MPHASIS, JUBLPHARMA, NEULANDLAB, SONATSOFTW, NATIONALUM, TEJASNET, TATACHEM, RAMCOCEM, HINDALCO, DATAPATTNS, BDL, HOMEFIRST, GILLETTE, ACC, CHALET, PHOENIXLTD, JSWENERGY, JBCHEPHARM, INDIAMART, PERSISTENT, GLENMARK, BPCL, SOLARINDS, SUNDARMFIN, VOLTAS, JSL, EIDPARRY, NATCOPHARM, PATANJALI, JMFINANCIL, CDSL, MOTHERSON, CRAFTSMAN, SBILIFE, LICI",74,74,542,1.0720461254612546,both,0
FALCPAT_9270,69,"KPRMILL, ATGL, GSPL, CYIENT, UCOBANK, COCHINSHIP, GRSE, HINDZINC, BOSCHLTD, AEGISLOG, SCHAEFFLER, MRPL, NIACL, RITES, POLYCAB, KFINTECH, ZENTEC, COROMANDEL, SAMMAANCAP, GILLETTE, INDIACEM, ABB, PFIZER, POWERINDIA, KALYANKJIL, MAZDOCK, KAYNES, KEC, CENTRALBK, BDL, LTF, CDSL, ADANIGREEN, CHOLAFIN, FEDERALBNK, BALKRISIND, ZYDUSLIFE, CAMS, USHAMART, NLCINDIA",69,69,718,1.1201058495821727,both,0
FALCPAT_9292,34,"ICICIBANK, SUNPHARMA, CLEAN, IDFCFIRSTB, ALKEM, SRF, LLOYDSME, DOMS, CHAMBLFERT, WELCORP, M&MFIN, HDFCBANK, INDUSTOWER, INDUSINDBK, COHANCE, NTPC, GMDCLTD, CASTROLIND, TITAN, CEMPRO, LALPATHLAB, GAIL, RELIANCE, BLUESTARCO, ZOMATO, PATANJALI, ECLERX, HAL, ACUTAAS, NCC, CONCOR, UPL, SUNDARMFIN, ACE",34,34,1150,0.6491391304347826,both,0
FALCPAT_9293,83,"INDIGO, DRREDDY, RAMCOCEM, ATUL, TATACHEM, BAJAJFINSV, JKCEMENT, SBILIFE, COROMANDEL, MUTHOOTFIN, BAJAJ-AUTO, ANURAS, JUBLPHARMA, GABRIEL, DLF, PETRONET, IPCALAB, GRASIM, ERIS, POONAWALLA, BANKBARODA, DEEPAKNTR, NAVINFLUOR, GRANULES, EXIDEIND, CUB, GODREJIND, TATASTEEL, GLAXO, DIVISLAB, RELIANCE, APLAPOLLO, BHARTIARTL, ICICIBANK, DALBHARAT, JSWSTEEL, BALKRISIND, ASIANPAINT, TATACOMM, CESC",83,83,2304,0.7359830729166668,both,0
FALCPAT_9294,77,"IOB, CONCORDBIO, FLUOROCHEM, ITI, BOSCHLTD, SAMMAANCAP, NIACL, HINDZINC, RVNL, ATUL, SYNGENE, KPIL, UCOBANK, OFSS, AIIL, GRSE, TTML, GALLANTT, INDIACEM, AJANTPHARM, ERIS, DMART, BDL, ZYDUSWELL, DATAPATTNS, UPL, ANURAS, RITES, KPRMILL, WOCKPHARMA, SUNDARMFIN, PERSISTENT, LICHSGFIN, ABB, KFINTECH, COHANCE, JUBLPHARMA, BALKRISIND, OLECTRA, HUDCO",77,77,1404,0.9340904558404557,both,0
FALCPAT_9300,89,"PARADEEP, JSWINFRA, HBLENGINE, ERIS, KFINTECH, ZOMATO, AFFLE, GLAXO, SUMICHEM, NLCINDIA, SUNDARMFIN, PFIZER, NETWEB, CHALET, ITI, ASHOKLEY, VBL, AEGISLOG, SPLPETRO, POWERINDIA, DRREDDY, GPIL, BEL, GRSE, SAPPHIRE, BLS, BANKINDIA, JYOTICNC, HINDUNILVR, NUVOCO, INDIACEM, FACT, PHOENIXLTD, SWANCORP, AUBANK, RAMCOCEM, HCLTECH, EIDPARRY, BEML, ANANDRATHI",89,89,1978,0.778633973710819,both,0
FALCPAT_9301,79,"GODREJIND, ANURAS, VIJAYA, POONAWALLA, DEVYANI, LODHA, UNOMINDA, CEMPRO, FIVESTAR, ATUL, CARBORUNIV, PRESTIGE, PGEL, KAYNES, ENDURANCE, DEEPAKFERT, CASTROLIND, BSE, EMAMILTD, GODFRYPHLP, KFINTECH, NAVINFLUOR, 360ONE, JUBLINGREA, SIGNATURE, SUNTV, MAPMYINDIA, CARTRADE, ESCORTS, KEI, JBCHEPHARM, TARIL, KAJARIACER, BANDHANBNK, TATAELXSI, RITES, GRAVITA, POLICYBZR, BDL, AMBER",79,79,747,1.1767911646586349,both,0
FALCPAT_9303,43,"GRASIM, TATACOMM, AIIL, DALBHARAT, BHARTIARTL, BALKRISIND, INDIACEM, HINDZINC, JSWSTEEL, TATASTEEL, AARTIIND, SBIN, M&MFIN, PVRINOX, MUTHOOTFIN, BHARATFORG, HINDALCO, NMDC, BAJAJ-AUTO, MARICO, JUBLPHARMA, IDFCFIRSTB, ERIS, SIEMENS, KAJARIACER, OBEROIRLTY, WELCORP, NCC, CUMMINSIND, LTTS, CHAMBLFERT, POWERGRID, UPL, INDIGO, RECLTD, INDUSINDBK, AMBUJACEM, COCHINSHIP, COHANCE, PFC",43,43,1198,0.6985467445742904,both,0
FALCPAT_9317,80,"VIJAYA, JUBLPHARMA, GODREJIND, EIDPARRY, ASTRAL, LODHA, IRCTC, GLENMARK, DLF, GLAXO, TATACHEM, POWERINDIA, PPLPHARMA, BERGEPAINT, CASTROLIND, ZYDUSLIFE, ZENSARTECH, DEEPAKNTR, GRANULES, BLS, KFINTECH, POONAWALLA, ENDURANCE, NUVAMA, BHARATFORG, INTELLECT, CARTRADE, LALPATHLAB, JSWSTEEL, KAYNES, LTM, ANURAS, USHAMART, BAYERCROP, ICICIPRULI, PRESTIGE, LTFOODS, TATAELXSI, NATIONALUM, MUTHOOTFIN",80,80,918,1.0980718954248365,both,0
FALCPAT_9318,74,"MOTILALOFS, ACE, AUROPHARMA, PGEL, HFCL, NHPC, IRCON, INDIACEM, PAYTM, NLCINDIA, OLECTRA, IRB, IRFC, HBLENGINE, NAVINFLUOR, JYOTICNC, FIVESTAR, TRITURBINE, JUBLPHARMA, GRANULES, DEEPAKNTR, GPIL, NETWEB, RHIM, KALYANKJIL, HSCL, POLICYBZR, DEVYANI, DLF, OIL, CEMPRO, PPLPHARMA, CREDITACC, CARTRADE, AMBER, SJVN, RVNL, IOB, LODHA, HINDCOPPER",74,74,547,1.558032906764168,both,0
FALCPAT_9330,28,"ELECON, JYOTICNC, ADANIPORTS, IFCI, RITES, DATAPATTNS, KFINTECH, BDL, KEC, PVRINOX, NEWGEN, MMTC, MRPL, VEDL, JWL, SCI, NYKAA, SWANCORP, ZENTEC, OIL, FACT, KAYNES, INDUSINDBK, FINCABLES, IIFL, HINDALCO, GODFRYPHLP, SONATSOFTW",28,28,299,1.171989966555184,both,0
FALCPAT_9331,60,"TVSMOTOR, JBCHEPHARM, CONCOR, HINDZINC, LICI, SCHAEFFLER, GODREJCP, ATUL, STARHEALTH, MOTHERSON, COROMANDEL, CUMMINSIND, MARUTI, BAJFINANCE, M&M, PFC, ANURAS, GABRIEL, LAURUSLABS, KIMS, IPCALAB, HONASA, PNB, ICICIPRULI, COALINDIA, KARURVYSYA, ABFRL, OLECTRA, LTF, CCL, BANKBARODA, CREDITACC, GMRAIRPORT, SRF, MCX, ABB, CHOLAFIN, APOLLOHOSP, AIIL, ADANIENT",60,60,1752,0.7153167808219176,both,0
FALCPAT_9332,11,"INDIACEM, INDUSTOWER, IOC, EXIDEIND, ABFRL, MANAPPURAM, GPIL, MCX, VEDL, COHANCE, TORNTPOWER",11,11,108,0.9453518518518519,both,0
FALCPAT_9338,83,"ENDURANCE, ASAHIINDIA, MAHABANK, CAPLIPOINT, SARDAEN, BHEL, NAVA, MAZDOCK, AUROPHARMA, NAM-INDIA, NATIONALUM, TITAN, PARADEEP, JUBLPHARMA, GODREJIND, CHOLAFIN, ELGIEQUIP, NSLNISP, ECLERX, GRANULES, EXIDEIND, TATAELXSI, BALRAMCHIN, INOXWIND, ADANIPOWER, EMAMILTD, VBL, CHALET, BAJFINANCE, PPLPHARMA, LODHA, DLF, 360ONE, NLCINDIA, CHOLAHLDNG, GPIL, BLS, SJVN, LUPIN, JSWINFRA",83,83,918,0.9304586056644879,both,0
FALCPAT_9339,60,"RKFORGE, JBMA, KIRLOSENG, HEG, SAMMAANCAP, MRPL, WELSPUNLIV, KAYNES, DELHIVERY, JSWENERGY, IREDA, INTELLECT, JWL, IRFC, MMTC, GRAVITA, CANBK, DATAPATTNS, ITI, TEJASNET, ZENSARTECH, TECHM, NUVAMA, PATANJALI, JMFINANCIL, JSWSTEEL, TECHNOE, JUBLPHARMA, BSOFT, JINDALSTEL, NETWEB, BAYERCROP, CHOLAFIN, LTM, BANDHANBNK, CAMS, JINDALSAW, IGL, RRKABEL, ABCAPITAL",60,60,458,1.1476724890829695,both,0
FALCPAT_9340,49,"KALYANKJIL, PATANJALI, PPLPHARMA, GODFRYPHLP, APTUS, APARINDS, GRANULES, NHPC, SPLPETRO, TECHNOE, PCBL, MAHABANK, NCC, HSCL, FORCEMOT, DEEPAKNTR, JMFINANCIL, RECLTD, KPITTECH, ZFCVINDIA, CYIENT, PTCIL, SIEMENS, J&KBANK, SUNTV, GSPL, MGL, LINDEINDIA, ZENSARTECH, NEULANDLAB, NEWGEN, BHARATFORG, SAREGAMA, CREDITACC, HAL, HINDALCO, KEC, TRITURBINE, INDIAMART, MOTILALOFS",49,49,679,1.0082076583210606,both,0
FALCPAT_9342,49,"KIRLOSENG, GODREJIND, COHANCE, SYRMA, POWERINDIA, SBFC, SAREGAMA, GALLANTT, FORCEMOT, GABRIEL, HUDCO, INDIANB, LICI, GLAXO, THERMAX, SHYAMMETL, BAJAJHLDNG, UTIAMC, CHAMBLFERT, GPIL, J&KBANK, BANKINDIA, BSE, LINDEINDIA, JUBLPHARMA, ADANIENT, MANKIND, LODHA, RAMCOCEM, POLYMED, PERSISTENT, KPIL, HDFCBANK, POWERGRID, KEI, BDL, SUZLON, TEGA, JSWSTEEL, ABBOTINDIA",49,49,590,0.8653118644067795,both,0
