pattern,n_consistent,stocks,calc_n_consistent,pair_rows,total_occurrences,weighted_avg_d1,_merge,n_diff
FALCPAT_6951,102,"ATUL, KARURVYSYA, DRREDDY, GLAXO, BAJAJ-AUTO, CHAMBLFERT, JUBLPHARMA, ZYDUSLIFE, RAMCOCEM, BANKBARODA, REDINGTON, IDFCFIRSTB, POONAWALLA, JKCEMENT, CARTRADE, AMBER, INDHOTEL, DEEPAKNTR, INTELLECT, NAVA, GODREJIND, APLAPOLLO, LODHA, ACUTAAS, VIJAYA, USHAMART, DALBHARAT, STARHEALTH, PPLPHARMA, LICI, WOCKPHARMA, PETRONET, PATANJALI, FEDERALBNK, IRCTC, POLICYBZR, SBICARD, NATIONALUM, IDBI, BLUESTARCO",102,102,1774,0.9205405862457723,both,0
FALCPAT_6953,85,"AIIL, MOTHERSON, ERIS, M&MFIN, ITI, RVNL, ICICIPRULI, EMAMILTD, BAJFINANCE, HINDZINC, BAJAJHLDNG, OFSS, WOCKPHARMA, CREDITACC, ANURAS, CONCORDBIO, CHAMBLFERT, IPCALAB, NUVAMA, GRSE, ZYDUSLIFE, BHARTIARTL, CHOLAHLDNG, RBLBANK, IDFCFIRSTB, DOMS, HFCL, BATAINDIA, LTF, MRPL, POWERGRID, KPRMILL, RITES, COCHINSHIP, WHIRLPOOL, IGL, HAL, BDL, FLUOROCHEM, MAZDOCK",85,85,1859,0.8369010220548683,both,0
FALCPAT_6962,28,"HONAUT, HONASA, HINDZINC, COCHINSHIP, AIIL, JYOTICNC, HINDUNILVR, INFY, ITC, ITI, SHREECEM, BRITANNIA, BAJAJHLDNG, ULTRACEMCO, BHARTIHEXA, WHIRLPOOL, COLPAL, BDL, JUBLPHARMA, OLECTRA, LINDEINDIA, GRASIM, GRSE, ABB, FLUOROCHEM, GRAPHITE, SBICARD, NIACL",28,28,896,0.7833270089285715,both,0
FALCPAT_6967,19,"HINDZINC, GMDCLTD, AEGISLOG, MOTHERSON, ITI, HAL, ANGELONE, MAZDOCK, MMTC, JWL, INDIACEM, INDUSTOWER, HBLENGINE, HINDPETRO, NLCINDIA, GVT&D, GABRIEL, OIL, COHANCE",19,19,534,0.8847827715355805,both,0
FALCPAT_6968,1,TORNTPOWER,1,1,8,2.325,both,0
FALCPAT_6996,107,"JUBLPHARMA, LTFOODS, PPLPHARMA, GODREJIND, CEMPRO, VIJAYA, PGEL, NLCINDIA, GICRE, NUVAMA, DLF, BALKRISIND, MAZDOCK, CGCL, HAL, GPIL, SAREGAMA, REDINGTON, HBLENGINE, BDL, IDFCFIRSTB, BLS, BAYERCROP, POONAWALLA, GRSE, NAVA, VBL, AMBER, TATACHEM, BIKAJI, RVNL, SYRMA, PNBHOUSING, CAPLIPOINT, LODHA, TARIL, BERGEPAINT, CHALET, GLAXO, ICICIPRULI",107,107,1224,1.1883578431372548,both,0
FALCPAT_6998,72,"GRASIM, BLUEJET, COCHINSHIP, NBCC, IFCI, TTML, SJVN, ULTRACEMCO, RVNL, BALKRISIND, GICRE, GAIL, ELGIEQUIP, DATAPATTNS, TATASTEEL, HINDALCO, GRAPHITE, LLOYDSME, PVRINOX, SOBHA, FACT, JUBLPHARMA, TRITURBINE, NUVAMA, WHIRLPOOL, OBEROIRLTY, NMDC, INTELLECT, GVT&D, RITES, BHARTIHEXA, SWANCORP, MCX, CUMMINSIND, SBIN, M&M, JSWSTEEL, NCC, PCBL, PFC",72,72,1552,0.7847738402061856,both,0
FALCPAT_6999,69,"ERIS, ITI, WOCKPHARMA, FLUOROCHEM, RRKABEL, OFSS, IGL, IOB, IRCON, MMTC, OLECTRA, GRSE, NIACL, RVNL, DMART, KFINTECH, PARADEEP, CONCORDBIO, JUBLPHARMA, BSE, SYRMA, GALLANTT, ATGL, EMAMILTD, POWERGRID, TATACHEM, FINCABLES, LICHSGFIN, ABBOTINDIA, CHAMBLFERT, SBILIFE, GSPL, IDFCFIRSTB, MAPMYINDIA, AUBANK, M&MFIN, PTCIL, POLYMED, JINDALSAW, PERSISTENT",69,69,991,1.140789101917255,both,0
FALCPAT_7004,67,"TATAINVEST, ENGINERSIN, JSWENERGY, BHEL, TRIDENT, CONCORDBIO, JPPOWER, AWL, ELECON, NAVA, NBCC, ADANIPORTS, TEGA, COFORGE, KALYANKJIL, NSLNISP, ABB, INTELLECT, JBMA, INOXWIND, OLECTRA, BIOCON, DATAPATTNS, MAPMYINDIA, BDL, PTCIL, RBLBANK, HINDCOPPER, BHARATFORG, ARE&M, MOTHERSON, OIL, IGL, EXIDEIND, TRITURBINE, BBTC, GMDCLTD, HEG, SCI, KAYNES",67,67,1030,1.0290737864077668,both,0
FALCPAT_7005,45,"RHIM, TECHNOE, JMFINANCIL, APARINDS, JSWENERGY, LINDEINDIA, IRB, NCC, IGL, DATAPATTNS, NEWGEN, IRCON, TATATECH, GMDCLTD, NATIONALUM, MCX, LTTS, GESHIP, JBMA, HUDCO, BANDHANBNK, CREDITACC, VOLTAS, ANANTRAJ, JKTYRE, ABB, RITES, LTIM, RVNL, TITAGARH, SUPREMEIND, SJVN, TIINDIA, RAILTEL, ANGELONE, ZENTEC, IOB, KIRLOSENG, JUBLFOOD, CYIENT",45,45,492,1.154780487804878,both,0
FALCPAT_7008,77,"RRKABEL, HINDALCO, BALKRISIND, ELGIEQUIP, TATASTEEL, SUNPHARMA, TTML, DABUR, IFCI, INTELLECT, OFSS, AIAENG, MCDOWELL-N, UNITDSPR, AAVAS, SYNGENE, AMBUJACEM, SWANCORP, DALBHARAT, IRFC, BSE, GAIL, DEEPAKFERT, COCHINSHIP, CHOLAFIN, PCBL, BHARATFORG, SJVN, M&M, ATGL, AARTIIND, OLECTRA, NH, IDBI, INDIACEM, MMTC, OBEROIRLTY, KFINTECH, HINDCOPPER, TMPV",77,77,1393,0.8540667623833452,both,0
FALCPAT_7009,91,"ITI, ERIS, NIACL, AWL, MMTC, GRASIM, IRCON, IOB, RVNL, GALLANTT, KAYNES, LTFOODS, FLUOROCHEM, JUBLPHARMA, RITES, RAILTEL, BDL, WOCKPHARMA, STARHEALTH, TRIDENT, SAREGAMA, JBMA, KFINTECH, LICHSGFIN, M&MFIN, GRSE, REDINGTON, GSPL, WHIRLPOOL, BAJAJHLDNG, SUNDARMFIN, ASAHIINDIA, SRF, KPRMILL, HUDCO, NAVINFLUOR, RAMCOCEM, CHAMBLFERT, AMBER, JINDALSAW",91,91,1143,1.1525319335083113,both,0
FALCPAT_7021,113,"PPLPHARMA, POONAWALLA, IDBI, JUBLPHARMA, RADICO, POLYMED, SHYAMMETL, GABRIEL, NSLNISP, MAHABANK, BIKAJI, PHOENIXLTD, INDIANB, FSL, MAZDOCK, BERGEPAINT, SJVN, OLECTRA, CRISIL, VBL, FLUOROCHEM, LTFOODS, EIHOTEL, AEGISLOG, MAPMYINDIA, TVSMOTOR, BHARATFORG, CGCL, ABSLAMC, HBLENGINE, JSWDULUX, MARUTI, BHEL, GPIL, ASAHIINDIA, NYKAA, ADANIPOWER, MCX, SIGNATURE, RVNL",113,113,1521,1.0200092044707432,both,0
FALCPAT_7055,37,"AIIL, TBOTEK, RAMCOCEM, ICICIBANK, GRASIM, LLOYDSME, JUBLPHARMA, OFSS, UPL, NAVA, DOMS, ECLERX, IDBI, KFINTECH, GVT&D, FLUOROCHEM, SRF, RVNL, LAURUSLABS, GLAXO, RKFORGE, GRAVITA, SUNPHARMA, POLICYBZR, SYRMA, GRSE, GODFRYPHLP, ABBOTINDIA, BHARTIARTL, CEMPRO, CARTRADE, WOCKPHARMA, INFY, ANURAS, CASTROLIND, INDHOTEL, JINDALSTEL",37,37,2237,0.6479924005364328,both,0
FALCPAT_7056,48,"HINDALCO, ATUL, RAMCOCEM, INDIACEM, GSPL, INDUSINDBK, BOSCHLTD, AIAENG, LICHSGFIN, DALBHARAT, SHREECEM, HINDZINC, BALKRISIND, ERIS, ANURAS, POLYCAB, AARTIIND, SBILIFE, PFIZER, WHIRLPOOL, INDUSTOWER, ABBOTINDIA, IDFCFIRSTB, M&M, EMAMILTD, OFSS, ICICIPRULI, PRESTIGE, BHARTIARTL, EICHERMOT, WELCORP, PFC, SCHAEFFLER, COHANCE, BAJFINANCE, NAVINFLUOR, NIACL, DIVISLAB, ABB, UPL",48,48,883,0.7913884484711212,both,0
FALCPAT_7075,38,"AIIL, TBOTEK, RAMCOCEM, GRASIM, JUBLPHARMA, ICICIBANK, PGEL, ERIS, GAIL, UPL, SRF, BSE, DOMS, IDFCFIRSTB, CHAMBLFERT, LODHA, BOSCHLTD, WOCKPHARMA, KAYNES, INDUSINDBK, ECLERX, SUPREMEIND, ANURAS, RELIANCE, ZYDUSLIFE, LLOYDSME, ACUTAAS, POLICYBZR, BHARTIARTL, SIGNATURE, ABBOTINDIA, TATACHEM, NCC, SUNPHARMA, GPIL, CEMPRO, NATIONALUM, FLUOROCHEM",38,38,1960,0.6542954081632654,both,0
FALCPAT_7085,57,"GRASIM, GODREJIND, SUNTV, RAMCOCEM, AIAENG, ERIS, ANURAS, LODHA, POLICYBZR, TATAELXSI, UPL, SBICARD, SRF, EXIDEIND, ALKEM, ABREL, BBTC, SIGNATURE, BIKAJI, CHALET, ICICIBANK, LALPATHLAB, SONATSOFTW, FIVESTAR, PARADEEP, DOMS, BLUEJET, BIOCON, CANBK, ABBOTINDIA, BATAINDIA, DIVISLAB, ASAHIINDIA, ECLERX, POONAWALLA, SYNGENE, MARICO, HEROMOTOCO, MRF, IRCON",57,57,1324,0.7734169184290032,both,0
FALCPAT_7086,68,"IOB, CONCORDBIO, GRSE, ATGL, FLUOROCHEM, NIACL, HINDZINC, UCOBANK, INDIACEM, TATAINVEST, ULTRACEMCO, SAMMAANCAP, HUDCO, AIIL, TIMKEN, OFSS, JUBLPHARMA, GRASIM, JSWSTEEL, OLECTRA, BOSCHLTD, LICHSGFIN, CENTRALBK, COCHINSHIP, DABUR, RVNL, TATASTEEL, MAZDOCK, BHARTIARTL, KFINTECH, WOCKPHARMA, GALLANTT, POWERGRID, PVRINOX, JBMA, ZYDUSLIFE, MRPL, AEGISLOG, INDUSINDBK, CREDITACC",68,68,1189,1.0585492010092512,both,0
FALCPAT_7111,98,"TATAELXSI, DRREDDY, SYRMA, JUBLPHARMA, MARICO, CONCORDBIO, TIMKEN, DALBHARAT, SIGNATURE, INDIACEM, GRASIM, WOCKPHARMA, GILLETTE, IGL, CHAMBLFERT, AMBER, DOMS, ICICIPRULI, M&M, ZYDUSLIFE, BHARTIARTL, CUB, OFSS, CHOLAHLDNG, FIVESTAR, VIJAYA, WHIRLPOOL, STARHEALTH, KIRLOSENG, TATACOMM, ECLERX, WELCORP, POLICYBZR, JBCHEPHARM, RITES, IDFCFIRSTB, SHREECEM, KIMS, INOXWIND, EIDPARRY",98,98,1824,0.839453399122807,both,0
FALCPAT_7112,93,"BIKAJI, PETRONET, GLAXO, POONAWALLA, ANURAS, ZFCVINDIA, CLEAN, LINDEINDIA, PNB, HONASA, MEDANTA, GABRIEL, ZOMATO, DOMS, ETERNAL, SHYAMMETL, CEATLTD, SUNDARMFIN, MSUMI, RECLTD, LLOYDSME, WELSPUNLIV, ATUL, NAVINFLUOR, GVT&D, GPIL, GLENMARK, INDUSINDBK, PATANJALI, MANKIND, TECHNOE, JUBLINGREA, SONACOMS, UNOMINDA, KARURVYSYA, EICHERMOT, EIDPARRY, WELCORP, LODHA, CHENNPETRO",93,93,1832,0.87396288209607,both,0
FALCPAT_7113,13,"TBOTEK, ICICIBANK, TATASTEEL, ASIANPAINT, HDFCBANK, KALYANKJIL, HINDZINC, PFC, ULTRACEMCO, TARIL, INDUSINDBK, PAGEIND, ITI",13,13,693,0.6034357864357864,both,0
FALCPAT_7121,5,"AIIL, TBOTEK, DOMS, HINDUNILVR, BHARTIARTL",5,5,126,0.6587460317460319,both,0
FALCPAT_7160,85,"NUVAMA, POONAWALLA, AEGISLOG, GABRIEL, MAHABANK, BAYERCROP, LODHA, AUBANK, 360ONE, APTUS, ABBOTINDIA, BALKRISIND, ATUL, VTL, JUBLPHARMA, BAJFINANCE, NAM-INDIA, BLS, DEVYANI, MAZDOCK, ZOMATO, INDUSTOWER, KPITTECH, TATACOMM, CEMPRO, OBEROIRLTY, POLYCAB, ABSLAMC, BALRAMCHIN, POWERINDIA, CGPOWER, BEML, GRANULES, SAREGAMA, AUROPHARMA, ICICIPRULI, UTIAMC, HOMEFIRST, GRAVITA, USHAMART",85,85,1140,0.9835429824561406,both,0
FALCPAT_7162,9,"ITC, BHARTIHEXA, HINDUNILVR, JYOTICNC, BSE, JSWINFRA, HUDCO, KFINTECH, BDL",9,9,563,0.586777975133215,both,0
FALCPAT_7163,78,"RAMCOCEM, KFINTECH, ACC, DOMS, GRASIM, ZYDUSLIFE, OBEROIRLTY, FIVESTAR, DALBHARAT, M&M, SIGNATURE, ANURAS, TATACHEM, ATUL, POWERGRID, ENDURANCE, BRITANNIA, CHAMBLFERT, SUNDARMFIN, GRSE, STARHEALTH, BATAINDIA, PIIND, TATACOMM, JSWSTEEL, ICICIPRULI, TATAELXSI, MARICO, JKCEMENT, CEATLTD, SHREECEM, LTIM, SRF, RADICO, GRAVITA, OFSS, BOSCHLTD, SCHAEFFLER, JKTYRE, JUBLPHARMA",78,78,1246,0.8191540930979133,both,0
FALCPAT_7164,81,"DEEPAKNTR, TATACHEM, ERIS, IOB, BANKBARODA, CHOLAHLDNG, GILLETTE, CCL, POONAWALLA, MOTHERSON, BHARTIARTL, BIKAJI, TVSMOTOR, VOLTAS, INDUSINDBK, AUBANK, DABUR, LODHA, BRIGADE, ANURAS, STARHEALTH, HINDZINC, TATAPOWER, ITI, FLUOROCHEM, LAURUSLABS, ESCORTS, RBLBANK, CASTROLIND, DEVYANI, RVNL, GLAXO, INDIACEM, INTELLECT, BAJAJFINSV, GPIL, KARURVYSYA, IRCON, CANBK, WOCKPHARMA",81,81,1403,0.8995566642908054,both,0
FALCPAT_7173,30,"RAMCOCEM, IRFC, BATAINDIA, PETRONET, NMDC, ADANIPOWER, UBL, GMRAIRPORT, SAIL, PFIZER, SHREECEM, GLAXO, DIVISLAB, ACE, FLUOROCHEM, DELHIVERY, MSUMI, CANBK, AIAENG, BRITANNIA, PFC, SPLPETRO, SYNGENE, ABBOTINDIA, COROMANDEL, BIOCON, ATUL, ASHOKLEY, SBICARD, BSOFT",30,30,108,1.439398148148148,both,0
FALCPAT_7174,12,"RITES, TATACHEM, IRFC, CREDITACC, DIXON, DABUR, MRPL, KFINTECH, FSL, OFSS, NAM-INDIA, HINDPETRO",12,12,38,1.705842105263158,both,0
FALCPAT_7176,94,"JYOTICNC, JSWINFRA, ELGIEQUIP, VIJAYA, BAJFINANCE, ONGC, VOLTAS, TITAN, SUNDARMFIN, GILLETTE, PETRONET, CGCL, GODFRYPHLP, CDSL, TATAELXSI, CANBK, CHENNPETRO, FORCEMOT, SBICARD, FLUOROCHEM, LTF, GRAVITA, FSL, CARTRADE, EICHERMOT, IIFL, ITI, KPITTECH, KEC, GSPL, NAM-INDIA, HDFCAMC, BBTC, ZYDUSWELL, GODREJIND, CHAMBLFERT, RBLBANK, ANGELONE, HONASA, BLUESTARCO",94,94,852,0.9746220657276997,both,0
FALCPAT_7179,83,"ANURAS, OBEROIRLTY, GRASIM, ERIS, CASTROLIND, SIGNATURE, POLICYBZR, BHARTIARTL, CARBORUNIV, FACT, CCL, GODREJIND, RITES, JSWSTEEL, AXISBANK, NLCINDIA, STARHEALTH, RADICO, TRENT, DOMS, LODHA, BOSCHLTD, CEMPRO, ALKEM, SONATSOFTW, UPL, AAVAS, SAREGAMA, BANKBARODA, SUNTV, DATAPATTNS, ATUL, BAJAJFINSV, ENDURANCE, GLAXO, ZFCVINDIA, IDFCFIRSTB, POONAWALLA, INTELLECT, MAXHEALTH",83,83,1535,0.8291524429967427,both,0
FALCPAT_7180,58,"CHAMBLFERT, CONCORDBIO, UCOBANK, RBLBANK, INDIANB, ITI, ABCAPITAL, AMBUJACEM, CHOLAHLDNG, ERIS, GSPL, CENTRALBK, AJANTPHARM, NIACL, WELCORP, SAMMAANCAP, BIKAJI, IOB, GRANULES, M&M, HINDZINC, IDFCFIRSTB, INDIGO, GRAVITA, ATGL, JINDALSTEL, GRSE, MAHABANK, BALKRISIND, RVNL, OIL, AEGISLOG, JSWENERGY, ZENTEC, ESCORTS, INDUSTOWER, PETRONET, GMDCLTD, DIXON, BSE",58,58,996,0.9231034136546185,both,0
FALCPAT_7183,60,"RAMCOCEM, GLAXO, BAJAJHLDNG, SHYAMMETL, REDINGTON, GODREJIND, ACUTAAS, LLOYDSME, RADICO, POLICYBZR, ICICIBANK, MAXHEALTH, NAVA, COHANCE, CUB, CASTROLIND, PATANJALI, MAZDOCK, SUNPHARMA, BANKBARODA, KARURVYSYA, CARTRADE, NH, LALPATHLAB, CHALET, CEMPRO, INDHOTEL, IDFCFIRSTB, DRREDDY, DOMS, GICRE, KFINTECH, KPRMILL, GRANULES, AMBER, USHAMART, CAPLIPOINT, PNB, AIAENG, TATACHEM",60,60,1566,0.8436998722860791,both,0
FALCPAT_7184,117,"NATCOPHARM, JUBLPHARMA, GODFRYPHLP, ERIS, GRASIM, WOCKPHARMA, WELCORP, CAMS, SOLARINDS, RBLBANK, NH, KAYNES, IDFCFIRSTB, INDIACEM, ANURAS, SBILIFE, DATAPATTNS, FLUOROCHEM, HSCL, IFCI, ZYDUSLIFE, BALKRISIND, NAVA, BANKBARODA, ULTRACEMCO, TRITURBINE, AIIL, TEGA, GRAVITA, SUNTV, GAIL, GRSE, TATACOMM, FSL, ABSLAMC, MMTC, DEEPAKFERT, ACC, DALBHARAT, POONAWALLA",117,117,1523,0.9986598818122128,both,0
FALCPAT_7197,3,"ANGELONE, AEGISLOG, JWL",3,3,82,0.8489268292682927,both,0
FALCPAT_7198,8,"SOBHA, GMDCLTD, NHPC, LTFOODS, HUDCO, PARADEEP, SJVN, MOTILALOFS",8,8,83,1.0760361445783133,both,0
FALCPAT_7199,39,"JBMA, MAZDOCK, JPPOWER, CENTRALBK, PAYTM, HFCL, WOCKPHARMA, SUZLON, FORCEMOT, ANANTRAJ, HBLENGINE, IFCI, TARIL, GICRE, UCOBANK, BHEL, BDL, IRFC, HUDCO, GVT&D, SARDAEN, SJVN, APARINDS, GALLANTT, PGEL, IDEA, ZENTEC, COCHINSHIP, IRCON, GMDCLTD, GODFRYPHLP, BSE, PRESTIGE, RVNL, NAVA, CYIENT, INOXWIND, JWL, OLECTRA",39,39,317,1.7853501577287068,both,0
FALCPAT_7200,64,"HINDZINC, CONCORDBIO, CHAMBLFERT, UCOBANK, AMBER, ABFRL, CENTRALBK, SAMMAANCAP, INDUSTOWER, BIKAJI, ABCAPITAL, ZENTEC, KPRMILL, GILLETTE, DIVISLAB, EXIDEIND, GRANULES, ARE&M, OIL, LLOYDSME, ERIS, IFCI, ASHOKLEY, M&M, IDFCFIRSTB, INOXWIND, CREDITACC, INDIGO, IOB, NIACL, TEJASNET, CHOLAHLDNG, WOCKPHARMA, BALKRISIND, INDIACEM, JBMA, PFC, FLUOROCHEM, POLYCAB, NMDC",64,64,959,0.9893117831074035,both,0
FALCPAT_7201,22,"GABRIEL, NBCC, INTELLECT, MRPL, GSPL, ATGL, EMAMILTD, LINDEINDIA, ADANIGREEN, ITI, APARINDS, GODFRYPHLP, GRSE, NEULANDLAB, BSE, HINDCOPPER, GRAVITA, IOB, RPOWER, OLECTRA, NIACL, GALLANTT",22,22,273,1.1451098901098904,both,0
FALCPAT_7202,68,"NUVAMA, POWERINDIA, KFINTECH, TATAINVEST, GPIL, IDBI, SAREGAMA, JSWSTEEL, 360ONE, KAYNES, INDIACEM, GRAVITA, CGPOWER, BLS, DABUR, NLCINDIA, ZOMATO, WELCORP, TITAN, LODHA, SUZLON, UNOMINDA, JMFINANCIL, NEWGEN, EIHOTEL, POLICYBZR, LEMONTREE, CHAMBLFERT, INOXWIND, PTCIL, BIKAJI, CCL, ACE, UTIAMC, HSCL, FLUOROCHEM, GVT&D, REDINGTON, BALKRISIND, GODREJIND",68,68,1284,0.9227359813084112,both,0
FALCPAT_7207,64,"BAJAJHLDNG, LLOYDSME, RAMCOCEM, RADICO, NAVA, SYRMA, ICICIBANK, ECLERX, BBTC, FSL, SHYAMMETL, ACUTAAS, WOCKPHARMA, GRANULES, BANKBARODA, PATANJALI, BLS, IDBI, JUBLPHARMA, ABBOTINDIA, BAYERCROP, SUNPHARMA, ELGIEQUIP, HDFCBANK, DOMS, LODHA, AIAENG, CASTROLIND, OLECTRA, NUVAMA, AFFLE, GLAXO, AMBER, WELCORP, GODFRYPHLP, COHANCE, MAXHEALTH, GRSE, GICRE, KPRMILL",64,64,1814,0.7572331863285556,both,0
FALCPAT_7208,83,"JSWSTEEL, GLAXO, GAIL, TATASTEEL, APOLLOHOSP, REDINGTON, INDIANB, CEMPRO, GODREJIND, NATIONALUM, INDHOTEL, YESBANK, LAURUSLABS, M&MFIN, TBOTEK, KAYNES, IDFCFIRSTB, HINDALCO, INDUSINDBK, MUTHOOTFIN, JINDALSTEL, ADANIENT, BSE, PTCIL, KARURVYSYA, PETRONET, PPLPHARMA, LALPATHLAB, ZENSARTECH, RAINBOW, KIMS, KFINTECH, MFSL, BHARTIARTL, IPCALAB, JYOTICNC, KOTAKBANK, JUBLFOOD, SPLPETRO, HAL",83,83,1235,0.9552064777327935,both,0
FALCPAT_7209,108,"IOB, BALKRISIND, CEMPRO, PPLPHARMA, GODFRYPHLP, ZYDUSLIFE, JUBLPHARMA, NATCOPHARM, WOCKPHARMA, ANURAS, DATAPATTNS, HINDCOPPER, ERIS, HSCL, SYNGENE, RKFORGE, MAZDOCK, AIIL, GRSE, IDBI, WELCORP, GRAVITA, SUPREMEIND, TEGA, BANKBARODA, M&M, LICHSGFIN, MCX, INDIACEM, IFCI, BEML, TATACOMM, CDSL, ABREL, PERSISTENT, IDFCFIRSTB, ELGIEQUIP, SOLARINDS, PVRINOX, DABUR",108,108,1733,0.9045054818234276,both,0
FALCPAT_7221,39,"CONCORDBIO, M&M, LTF, POLYCAB, GRANULES, CHAMBLFERT, ERIS, WELCORP, ABCAPITAL, INDIANB, HINDZINC, DIVISLAB, ATGL, NIACL, LICHSGFIN, ASHOKLEY, INDIGO, CREDITACC, OIL, ITI, IDFCFIRSTB, UCOBANK, SAMMAANCAP, JINDALSTEL, AMBER, BIKAJI, MRPL, CENTRALBK, RBLBANK, BSE, ASTRAL, FLUOROCHEM, BALKRISIND, TARIL, JSWENERGY, HAL, NMDC, ADANIGREEN, SIEMENS",39,39,702,0.8777962962962963,both,0
FALCPAT_7226,51,"MOTILALOFS, ELECON, WELSPUNLIV, JYOTICNC, ADANIPORTS, POONAWALLA, INDUSTOWER, KFINTECH, ARE&M, GLENMARK, CONCORDBIO, GESHIP, KALYANKJIL, KEC, NEWGEN, TECHNOE, JIOFIN, STARHEALTH, JBMA, RVNL, VEDL, SOBHA, GMDCLTD, CHAMBLFERT, KAYNES, INDUSINDBK, SJVN, BEML, SWANCORP, FACT, AARTIIND, GODFRYPHLP, TMPV, PVRINOX, RITES, SUPREMEIND, ZENTEC, ADANIPOWER, ELGIEQUIP, HINDALCO",51,51,955,0.9011895287958115,both,0
FALCPAT_7231,3,"TORNTPOWER, MRPL, GRAVITA",3,3,81,0.7860123456790122,both,0
FALCPAT_7246,25,"TBOTEK, TATATECH, TATAPOWER, ZYDUSLIFE, ZYDUSWELL, HEROMOTOCO, ATUL, BAYERCROP, POWERGRID, SBICARD, SBIN, BERGEPAINT, SHREECEM, PATANJALI, ANURAS, ALKEM, CUMMINSIND, AIIL, UPL, CROMPTON, BIKAJI, ERIS, MCDOWELL-N, UNITDSPR, DOMS",25,25,650,0.6389953846153846,both,0
FALCPAT_7251,7,"BLUEJET, KFINTECH, JYOTICNC, LLOYDSME, KAYNES, DOMS, BLS",7,7,488,0.6270860655737704,both,0
FALCPAT_7252,8,"DCMSHRIRAM, CONCORDBIO, AAVAS, NUVAMA, NH, HONASA, PFIZER, BSE",8,8,270,0.6635777777777777,both,0
FALCPAT_7253,44,"ATGL, GSPL, HINDZINC, UBL, COCHINSHIP, MRPL, NIACL, CIPLA, INDIAMART, JMFINANCIL, TATACHEM, MANKIND, BAJAJHLDNG, IGL, UNOMINDA, ZENTEC, BDL, PFIZER, LTF, CUB, MAZDOCK, PAYTM, INDIACEM, POWERINDIA, JUBLFOOD, LICI, SOBHA, CREDITACC, LICHSGFIN, KAYNES, ECLERX, SBICARD, CDSL, SCHAEFFLER, GRSE, CHALET, ITI, M&MFIN, FORCEMOT, NLCINDIA",44,44,818,0.8323264058679706,both,0
FALCPAT_7269,68,"DIXON, RECLTD, CASTROLIND, NATCOPHARM, FACT, BAYERCROP, IDBI, CAPLIPOINT, ADANIPOWER, INTELLECT, GVT&D, ECLERX, BLUEJET, AMBUJACEM, GAIL, CHENNPETRO, RVNL, JUBLPHARMA, POLYCAB, ATUL, NIACL, GRAPHITE, TATASTEEL, FLUOROCHEM, CARTRADE, PVRINOX, SPLPETRO, M&M, PAYTM, LTFOODS, CUMMINSIND, VEDL, GICRE, NAVA, RAILTEL, INDUSINDBK, BANKBARODA, BBTC, BRITANNIA, BLS",68,68,1227,0.9074621026894865,both,0
FALCPAT_7270,39,"JSWINFRA, DABUR, BOSCHLTD, ULTRACEMCO, SHREECEM, AIIL, BATAINDIA, ABBOTINDIA, BHARTIARTL, HINDZINC, HINDALCO, UPL, INDIACEM, SBILIFE, SYNGENE, AARTIIND, OFSS, RAMCOCEM, ANURAS, GRASIM, BRITANNIA, JUBLPHARMA, SBIN, M&M, BALKRISIND, RRKABEL, GMDCLTD, PFC, ERIS, COHANCE, WELCORP, TARIL, DRREDDY, M&MFIN, IDFCFIRSTB, SIEMENS, BSOFT, POWERGRID, ZYDUSWELL",39,39,1263,0.7333673792557401,both,0
FALCPAT_7277,27,"INDUSTOWER, NUVAMA, TBOTEK, AIIL, KIMS, AJANTPHARM, GODREJIND, LLOYDSME, CCL, GLAXO, INTELLECT, INDIACEM, JUBLINGREA, CESC, BEL, GMRAIRPORT, RITES, ELECON, KAYNES, BANKBARODA, HAL, GRSE, WHIRLPOOL, DOMS, NSLNISP, NAM-INDIA, HINDZINC",27,27,543,0.7852283609576428,both,0
FALCPAT_7296,54,"JUBLPHARMA, INDUSTOWER, IGL, JPPOWER, ADANIPORTS, JSWENERGY, TATAINVEST, INOXWIND, JYOTICNC, BANDHANBNK, ABSLAMC, MOTILALOFS, OFSS, ELGIEQUIP, ZFCVINDIA, NEWGEN, BBTC, ABB, AMBUJACEM, TECHNOE, RVNL, SYRMA, ELECON, JMFINANCIL, IRB, KALYANKJIL, HINDALCO, BDL, HINDCOPPER, FINCABLES, ASTRAL, WELSPUNLIV, KFINTECH, CYIENT, CDSL, SJVN, ADANIPOWER, SOBHA, RBLBANK, GLENMARK",54,54,682,1.014143695014663,both,0
FALCPAT_7297,51,"FACT, NAVA, CGCL, BHEL, TEGA, PPLPHARMA, IFCI, GODFRYPHLP, LINDEINDIA, BEML, BDL, IRB, HUDCO, JBMA, TIINDIA, DATAPATTNS, PRESTIGE, KAYNES, MCX, CREDITACC, APARINDS, SJVN, ANGELONE, INDUSINDBK, JIOFIN, MPHASIS, ABB, JKTYRE, HEG, NBCC, RITES, NEWGEN, JUBLFOOD, POLICYBZR, KEC, POONAWALLA, IIFL, TATATECH, COFORGE, MOTHERSON",51,51,811,1.0344734895191123,both,0
