test_year,patterns_used,signals,hit1,avg1,base_avg1,shuffled_avg1,avg3,base_avg3
2026,6,30,0.5333333333333333,-0.3722818161274532,-0.1629538679757038,-0.1700026858173405,0.6605843071391665,0.36686182108410614
