best_lane,winners,avg_prev_day_ret,avg_wtd_ret,avg_mtd_ret,avg_ret5,avg_ret20
dryup_compression,120,-1.46193790689285,-1.6874991333778064,-8.406439232768092,-3.6958725375327313,-11.178821414381671
recovery,87,-0.3150689592937057,3.605353421797214,4.49379646887144,4.9262791270398285,5.09198666960529
continuation,22,0.2964297726674049,9.033686959015581,14.79263618777539,11.305764119585982,16.292268946090715
fresh_breakout,4,1.226138928193904,11.915550555147997,22.833014229827967,13.55832188573644,24.77362774125915
pullback_reversal,2,-1.8392403503389498,5.238175370170882,9.687268990493969,6.329622300101711,20.383708888446005
