rule,family,winner_hits,loser_hits,universe_hits,winner_rate,loser_rate,universe_rate,lift_vs_universe,purity_vs_manual_losers,rule_weight,test_month
wtd_ret__pct>=80pct AND prev_day_ret<=-0.5,pullback_reversal,79,90,2434,0.11142454160789844,0.16304347826086957,0.03605552016827884,3.0903601192787185,0.4678362573099415,6.278392257889769,2025-05
atr_20_pct__pct>=80pct,mixed,257,203,13558,0.3624823695345557,0.3677536231884058,0.2008384315700594,1.8048456498133392,0.5584415584415584,5.468118736672472,2025-05
dist_prior_high_60__pct<=20pct,pullback_reversal,234,159,13382,0.3300423131170663,0.28804347826086957,0.19823129453241886,1.664935467911657,0.5949367088607594,5.307074724912234,2025-05
dist_prior_high_20__pct<=20pct,pullback_reversal,224,135,13425,0.3159379407616361,0.24456521739130435,0.19886826551320605,1.5886795208190516,0.6232686980609419,5.277285146568025,2025-05
ret_20d<=-10,pullback_reversal,213,117,13236,0.3004231311706629,0.21195652173913043,0.19606855585346705,1.5322351402189438,0.6445783132530121,5.2254975081224435,2025-05
ret_20d__pct<=20pct,pullback_reversal,218,127,13382,0.307475317348378,0.23007246376811594,0.19823129453241886,1.5510937265159883,0.6311239193083573,5.1950113006725305,2025-05
rs_market_20d__pct<=20pct,pullback_reversal,218,127,13382,0.307475317348378,0.23007246376811594,0.19823129453241886,1.5510937265159883,0.6311239193083573,5.1950113006725305,2025-05
atr_20_pct__pct>=65pct,mixed,405,337,23624,0.5712270803949224,0.6105072463768116,0.3499488941887508,1.6323157177539802,0.5456989247311828,5.136499151311758,2025-05
rs_sector_20d__pct<=20pct,pullback_reversal,214,126,13382,0.3018335684062059,0.22826086956521738,0.19823129453241886,1.5226332911670708,0.6286549707602339,5.060942424112804,2025-05
wtd_ret__pct>=80pct,continuation,267,278,13583,0.3765867418899859,0.5036231884057971,0.20120876353563333,1.8716219675158126,0.489945155393053,4.950622864232555,2025-05
ret_3d__pct>=80pct,continuation,259,266,13576,0.36530324400564174,0.48188405797101447,0.20110507058527263,1.8164795295439642,0.49335863377609107,4.814689216888931,2025-05
dist_prior_high_120__pct<=35pct,pullback_reversal,340,220,23321,0.4795486600846262,0.39855072463768115,0.3454604707659946,1.3881433641924816,0.6067615658362989,4.772538804922559,2025-05
ret_60d__pct<=20pct,pullback_reversal,210,145,13234,0.29619181946403383,0.26268115942028986,0.19603892929622113,1.5108826625780967,0.5910364145658263,4.687199576332379,2025-05
dist_prior_high_60__pct<=35pct,pullback_reversal,343,243,23429,0.4837799717912553,0.44021739130434784,0.34706030485727407,1.3939363419570734,0.5850340136054422,4.608968194160899,2025-05
dist_prior_high_20__pct<=35pct,pullback_reversal,331,214,23497,0.46685472496473907,0.38768115942028986,0.34806760780363516,1.341275989198393,0.6069469835466179,4.59017569857352,2025-05
dist_prior_high_120__pct<=20pct,pullback_reversal,210,153,13313,0.29619181946403383,0.27717391304347827,0.19720917830743478,1.5019170101824182,0.5780821917808219,4.549640822994852,2025-05
ret_20d__pct<=35pct,pullback_reversal,319,195,23427,0.44992947813822287,0.3532608695652174,0.34703067830002815,1.2965121134023567,0.6201550387596899,4.51431097164583,2025-05
rs_market_20d__pct<=35pct,pullback_reversal,319,195,23427,0.44992947813822287,0.3532608695652174,0.34703067830002815,1.2965121134023567,0.6201550387596899,4.51431097164583,2025-05
wtd_ret>=3,continuation,235,238,13098,0.3314527503526093,0.4311594202898551,0.1940243234034989,1.7083051472021373,0.4968421052631579,4.486564752476216,2025-05
rs_sector_20d__pct<=35pct,pullback_reversal,320,203,23427,0.4513399153737659,0.3677536231884058,0.34703067830002815,1.3005764146982888,0.6114285714285714,4.460791499205253,2025-05
qtd_ret__pct<=20pct,pullback_reversal,196,133,13441,0.2764456981664316,0.24094202898550723,0.19910527797117336,1.3884398293371996,0.595166163141994,4.281458402380989,2025-05
