rule,family,winner_hits,loser_hits,universe_hits,winner_rate,loser_rate,universe_rate,lift_vs_universe,purity_vs_manual_losers,rule_weight,test_month
ret_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,14,4,157,0.125,0.04081632653061224,0.015433008945247222,8.099522292993631,0.75,16.43614901649421,2024-11
rs_market_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,14,4,157,0.125,0.04081632653061224,0.015433008945247222,8.099522292993631,0.75,16.43614901649421,2024-11
rs_sector_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,15,4,182,0.13392857142857142,0.04081632653061224,0.017890494446082768,7.486018445839874,0.7619047619047619,15.799543098982559,2024-11
ret_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,23,5,378,0.20535714285714285,0.05102040816326531,0.03715718077263344,5.52671485260771,0.8,14.033500702399511,2024-11
rs_market_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,23,5,378,0.20535714285714285,0.05102040816326531,0.03715718077263344,5.52671485260771,0.8,14.033500702399511,2024-11
ret_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,26,6,462,0.23214285714285715,0.061224489795918366,0.045414332055440876,5.111665120593692,0.7941176470588235,13.357241648579402,2024-11
rs_market_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,26,6,462,0.23214285714285715,0.061224489795918366,0.045414332055440876,5.111665120593692,0.7941176470588235,13.357241648579402,2024-11
rs_sector_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,23,5,412,0.20535714285714285,0.05102040816326531,0.040499361053769785,5.07062673370319,0.8,12.87392262779095,2024-11
ret_20d__pct<=20pct AND dist_prior_low_20__pct>=65pct,pullback_reversal,17,7,242,0.15178571428571427,0.07142857142857142,0.023788459648088078,6.380644923258559,0.6923076923076923,12.74284022693467,2024-11
rs_sector_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,25,5,487,0.22321428571428573,0.05102040816326531,0.04787181755627642,4.662749339982399,0.8125,12.325388936477975,2024-11
ret_60d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,18,12,232,0.16071428571428573,0.12244897959183673,0.02280546544775386,7.0471828817733995,0.59375,12.277455339572654,2024-11
qtd_ret__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,9,2,121,0.08035714285714286,0.02040816326530612,0.011894229824044039,6.755976977567887,0.7692307692307693,11.959173971440825,2024-11
mtd_ret__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,15,2,266,0.13392857142857142,0.02040816326530612,0.0261476457288902,5.1220126208378085,0.8421052631578947,11.951791397766389,2024-11
dist_prior_high_20__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,18,3,334,0.16071428571428573,0.030612244897959183,0.03283200629116288,4.895049187339607,0.8260869565217391,11.895820453879416,2024-11
mtd_ret__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,9,2,122,0.08035714285714286,0.02040816326530612,0.01199252924407746,6.70060011709602,0.7692307692307693,11.861089407272107,2024-11
dist_prior_high_60__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,15,8,204,0.13392857142857142,0.08163265306122448,0.020053081686818047,6.678702731092437,0.64,11.822497929136679,2024-11
dist_prior_high_20__pct<=20pct AND wtd_ret>=0,pullback_reversal,22,5,423,0.19642857142857142,0.05102040816326531,0.04158065467413742,4.72403748733536,0.7931034482758621,11.729743581265872,2024-11
rs_market_20d__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,20,9,324,0.17857142857142858,0.09183673469387756,0.03184901209082867,5.606812169312169,0.6774193548387096,11.531449869470189,2024-11
ret_20d__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,20,9,324,0.17857142857142858,0.09183673469387756,0.03184901209082867,5.606812169312169,0.6774193548387096,11.531449869470189,2024-11
ret_20d__pct<=20pct AND red_count_5__pct<=20pct,pullback_reversal,7,0,103,0.0625,0.0,0.010124840263442446,6.172936893203883,0.8888888888888888,11.410010142129972,2024-11
rs_sector_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,12,3,190,0.10714285714285714,0.030612244897959183,0.01867688980635014,5.736654135338346,0.7647058823529411,11.241341914250244,2024-11
dist_prior_high_120__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,16,8,239,0.14285714285714285,0.08163265306122448,0.02349356138798781,6.080693365212193,0.6538461538461539,11.235825760596487,2024-11
ret_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,11,3,169,0.09821428571428571,0.030612244897959183,0.016612601985648286,5.91203508030431,0.75,11.0074271779068,2024-11
rs_market_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,11,3,169,0.09821428571428571,0.030612244897959183,0.016612601985648286,5.91203508030431,0.75,11.0074271779068,2024-11
ret_20d<=-10 AND wtd_ret>=0,pullback_reversal,20,2,449,0.17857142857142858,0.02040816326530612,0.04413643959500639,4.045895641107222,0.875,10.770949695390682,2024-11
mtd_ret__pct<=20pct AND wtd_ret>=0,pullback_reversal,17,3,344,0.15178571428571427,0.030612244897959183,0.0338150004914971,4.488709509966777,0.8181818181818182,10.604408693655818,2024-11
ret_20d<=-10 AND wtd_ret__pct>=65pct,pullback_reversal,18,2,393,0.16071428571428573,0.02040816326530612,0.03863167207313477,4.160169029443839,0.8636363636363636,10.571853195315947,2024-11
ret_60d__pct<=20pct AND wtd_ret>=3,pullback_reversal,12,10,143,0.10714285714285714,0.10204081632653061,0.014056817064779318,7.622127872127871,0.5416666666666666,10.554070541175408,2024-11
rs_sector_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,9,3,128,0.08035714285714286,0.030612244897959183,0.01258232576427799,6.386509486607144,0.7142857142857143,10.493201100090477,2024-11
ret_20d<=-10 AND wtd_ret__pct>=80pct,pullback_reversal,10,1,177,0.08928571428571429,0.01020408163265306,0.01739899734591566,5.131658595641646,0.8461538461538461,10.40850386136292,2024-11
dist_prior_high_20__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,16,6,280,0.14285714285714285,0.061224489795918366,0.027523837609358105,5.1903061224489795,0.7083333333333334,10.394786329388308,2024-11
rs_market_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,8,3,107,0.07142857142857142,0.030612244897959183,0.010518037943576133,6.79105473965287,0.6923076923076923,10.319535823517112,2024-11
ret_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,8,3,107,0.07142857142857142,0.030612244897959183,0.010518037943576133,6.79105473965287,0.6923076923076923,10.319535823517112,2024-11
ret_60d__pct<=20pct AND wtd_ret>=0,pullback_reversal,28,16,528,0.25,0.16326530612244897,0.051902093777646714,4.816761363636363,0.6304347826086957,10.168169168086884,2024-11
dist_prior_high_20__pct<=20pct AND wtd_ret>=3,pullback_reversal,7,1,105,0.0625,0.01020408163265306,0.01032143910350929,6.055357142857143,0.8,10.069837525480462,2024-11
dist_prior_high_60__pct<=20pct AND wtd_ret>=0,pullback_reversal,25,13,481,0.22321428571428573,0.1326530612244898,0.047282021036075886,4.720912533412534,0.65,9.95134413649027,2024-11
ret_60d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,25,16,454,0.22321428571428573,0.16326530612244897,0.044627936695173495,5.001671648835746,0.6046511627906976,9.796209611884828,2024-11
ret_20d__pct<=20pct AND green_count_5__pct>=65pct,pullback_reversal,15,1,344,0.13392857142857142,0.01020408163265306,0.0338150004914971,3.96062603820598,0.8888888888888888,9.757483759463348,2024-11
rs_market_20d__pct<=20pct AND green_count_5__pct>=65pct,pullback_reversal,15,1,344,0.13392857142857142,0.01020408163265306,0.0338150004914971,3.96062603820598,0.8888888888888888,9.757483759463348,2024-11
ret_20d__pct<=20pct AND red_count_5__pct<=35pct,pullback_reversal,15,1,344,0.13392857142857142,0.01020408163265306,0.0338150004914971,3.96062603820598,0.8888888888888888,9.757483759463348,2024-11
rs_market_20d__pct<=20pct AND ret_3d__pct>=65pct,pullback_reversal,19,7,379,0.16964285714285715,0.07142857142857142,0.03725548019266686,4.553500753863551,0.7142857142857143,9.718620832858191,2024-11
ret_20d__pct<=20pct AND ret_3d__pct>=65pct,pullback_reversal,19,7,379,0.16964285714285715,0.07142857142857142,0.03725548019266686,4.553500753863551,0.7142857142857143,9.718620832858191,2024-11
rs_sector_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,23,4,570,0.20535714285714285,0.04081632653061224,0.056030669419050425,3.6650845864661656,0.8275862068965517,9.62530278935678,2024-11
rs_market_20d__pct<=20pct AND ret_60d__pct<=20pct,pullback_reversal,36,11,924,0.32142857142857145,0.11224489795918367,0.09082866411088175,3.538845083487941,0.7551020408163265,9.60976993419313,2024-11
ret_20d__pct<=20pct AND ret_60d__pct<=20pct,pullback_reversal,36,11,924,0.32142857142857145,0.11224489795918367,0.09082866411088175,3.538845083487941,0.7551020408163265,9.60976993419313,2024-11
wtd_ret>=3 AND ret_10d__pct<=35pct,pullback_reversal,8,1,138,0.07142857142857142,0.01020408163265306,0.013565319964612209,5.265527950310559,0.8181818181818182,9.46242191921571,2024-11
dist_prior_high_20__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,10,3,169,0.08928571428571429,0.030612244897959183,0.016612601985648286,5.374577345731192,0.7333333333333333,9.440246362072275,2024-11
qtd_ret__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,13,2,273,0.11607142857142858,0.02040816326530612,0.02683574166912415,4.325255102040817,0.8235294117647058,9.393112820089645,2024-11
wtd_ret>=3 AND lower_wick_proxy__pct>=80pct,pullback_reversal,12,7,185,0.10714285714285714,0.07142857142857142,0.018185392706183034,5.891698841698841,0.6190476190476191,9.329991383754294,2024-11
dist_prior_high_60__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,21,13,389,0.1875,0.1326530612244898,0.038238474393001085,4.903438303341902,0.6111111111111112,9.216021183770541,2024-11
rs_sector_20d__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,19,10,361,0.16964285714285715,0.10204081632653061,0.03548609063206527,4.7805451127819545,0.6451612903225806,9.203791055925523,2024-11
rs_market_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,23,5,577,0.20535714285714285,0.05102040816326531,0.05671876535928438,3.62062082198564,0.8,9.187365154382052,2024-11
ret_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,23,5,577,0.20535714285714285,0.05102040816326531,0.05671876535928438,3.62062082198564,0.8,9.187365154382052,2024-11
rs_sector_20d__pct<=20pct AND ret_3d__pct>=65pct,pullback_reversal,19,6,416,0.16964285714285715,0.061224489795918366,0.04089255873390347,4.148501888736264,0.7407407407407407,9.184349943376548,2024-11
rs_market_20d__pct<=20pct AND lower_wick_proxy__pct>=80pct,pullback_reversal,16,3,363,0.14285714285714285,0.030612244897959183,0.035682689472132115,4.003541912632821,0.8095238095238095,9.171623918862577,2024-11
ret_20d__pct<=20pct AND lower_wick_proxy__pct>=80pct,pullback_reversal,16,3,363,0.14285714285714285,0.030612244897959183,0.035682689472132115,4.003541912632821,0.8095238095238095,9.171623918862577,2024-11
mtd_ret__pct<=35pct AND wtd_ret>=3,pullback_reversal,8,1,143,0.07142857142857142,0.01020408163265306,0.014056817064779318,5.081418581418581,0.8181818181818182,9.131443130831544,2024-11
wtd_ret>=3 AND qtd_ret__pct<=35pct,pullback_reversal,8,1,144,0.07142857142857142,0.01020408163265306,0.01415511648481274,5.0461309523809526,0.8181818181818182,9.06800552972458,2024-11
ret_60d__pct<=20pct AND atr_20_pct__pct>=80pct,pullback_reversal,17,3,405,0.15178571428571427,0.030612244897959183,0.03981126511353583,3.8126322751322745,0.8181818181818182,9.005587701701307,2024-11
ret_60d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,14,12,206,0.125,0.12244897959183673,0.020249680526884892,6.172936893203883,0.5357142857142857,8.912476604481444,2024-11
rs_market_20d__pct<=20pct,pullback_reversal,49,17,2024,0.4375,0.17346938775510204,0.19895802614764574,2.198956274703557,0.7352941176470589,6.2645559602937215,2024-11
ret_20d__pct<=20pct,pullback_reversal,49,17,2024,0.4375,0.17346938775510204,0.19895802614764574,2.198956274703557,0.7352941176470589,6.2645559602937215,2024-11
rs_sector_20d__pct<=20pct,pullback_reversal,47,16,2024,0.41964285714285715,0.16326530612244897,0.19895802614764574,2.1092029573687183,0.7384615384615385,5.972505355122273,2024-11
dist_prior_high_20__pct<=20pct,pullback_reversal,44,16,2024,0.39285714285714285,0.16326530612244897,0.19895802614764574,1.9745729813664594,0.7258064516129032,5.398405216513179,2024-11
ret_60d__pct<=20pct,pullback_reversal,47,28,2002,0.41964285714285715,0.2857142857142857,0.19679543890691045,2.1323810118452977,0.6233766233766234,5.045896433473024,2024-11
ret_20d<=-10,pullback_reversal,36,9,1931,0.32142857142857145,0.09183673469387756,0.1898161800845375,1.6933676111563218,0.7872340425531915,4.781487425265422,2024-11
ret_20d__pct<=35pct,pullback_reversal,65,30,3542,0.5803571428571429,0.30612244897959184,0.34817654575838003,1.6668473219327258,0.6804123711340206,4.644526997636385,2024-11
rs_market_20d__pct<=35pct,pullback_reversal,65,30,3542,0.5803571428571429,0.30612244897959184,0.34817654575838003,1.6668473219327258,0.6804123711340206,4.644526997636385,2024-11
dist_prior_high_60__pct<=35pct,pullback_reversal,68,40,3542,0.6071428571428571,0.40816326530612246,0.34817654575838003,1.743778736791159,0.6272727272727273,4.488513743959065,2024-11
rs_sector_20d__pct<=35pct,pullback_reversal,63,30,3542,0.5625,0.30612244897959184,0.34817654575838003,1.6155597120271032,0.6736842105263158,4.419290124082873,2024-11
dist_prior_high_60__pct<=20pct,pullback_reversal,42,24,2024,0.375,0.24489795918367346,0.19895802614764574,1.8848196640316204,0.6323529411764706,4.397152028284847,2024-11
dist_prior_high_120__pct<=20pct,pullback_reversal,41,25,2017,0.36607142857142855,0.25510204081632654,0.19826993020741177,1.8463285289326439,0.6176470588235294,4.173075668278661,2024-11
dist_prior_high_20__pct<=35pct,pullback_reversal,61,35,3542,0.5446428571428571,0.35714285714285715,0.34817654575838003,1.564272102121481,0.6326530612244898,3.959383603820454,2024-11
ret_60d__pct<=35pct,pullback_reversal,62,40,3515,0.5535714285714286,0.40816326530612246,0.3455224614174776,1.6021286323917905,0.6057692307692307,3.8781389215615287,2024-11
dist_prior_high_120__pct<=35pct,pullback_reversal,62,40,3535,0.5535714285714286,0.40816326530612246,0.3474884498181461,1.5930642554051324,0.6057692307692307,3.85538929743469,2024-11
mtd_ret__pct<=20pct,pullback_reversal,32,10,2024,0.2857142857142857,0.10204081632653061,0.19895802614764574,1.436053077357425,0.75,3.7301635470212977,2024-11
atr_20_pct__pct>=80pct,mixed,37,26,2046,0.33035714285714285,0.2653061224489796,0.201120613388381,1.6425822161709258,0.5846153846153846,3.400239853431012,2024-11
dry_count_7__pct<=35pct,dryup_compression,59,46,3543,0.5267857142857143,0.46938775510204084,0.34827484517841345,1.5125574573605904,0.5607476635514018,3.30838609913082,2024-11
ret_3d__pct>=80pct,continuation,43,49,2046,0.38392857142857145,0.5,0.201120613388381,1.9089468998743195,0.46808510638297873,3.206361181797992,2024-11
atr_5_vs_20__pct>=65pct,mixed,57,44,3564,0.5089285714285714,0.4489795918367347,0.3503391329991153,1.4526740620490621,0.5631067961165048,3.164342715937269,2024-11
ret_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,18,8,292,0.0861244019138756,0.048484848484848485,0.015330498241192838,5.617847545389003,0.6785714285714286,11.2075580366553,2024-12
rs_market_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,18,8,292,0.0861244019138756,0.048484848484848485,0.015330498241192838,5.617847545389003,0.6785714285714286,11.2075580366553,2024-12
rs_sector_20d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,20,9,343,0.09569377990430622,0.05454545454545454,0.01800808526277104,5.313934186114637,0.6774193548387096,10.940464868536282,2024-12
wtd_ret>=3 AND vol_vs_5d__pct<=20pct,pullback_reversal,19,8,328,0.09090909090909091,0.048484848484848485,0.017220559668189216,5.27910199556541,0.6896551724137931,10.88977252613277,2024-12
dist_prior_high_20__pct<=20pct AND wtd_ret>=3,pullback_reversal,14,5,241,0.06698564593301436,0.030303030303030304,0.012652911219614638,5.294089618614624,0.7142857142857143,10.229865693924266,2024-12
rs_market_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,15,9,241,0.07177033492822966,0.05454545454545454,0.012652911219614638,5.672238877087096,0.6153846153846154,9.65893096196246,2024-12
ret_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,15,9,241,0.07177033492822966,0.05454545454545454,0.012652911219614638,5.672238877087096,0.6153846153846154,9.65893096196246,2024-12
rs_market_20d__pct<=20pct AND dist_prior_low_20__pct>=65pct,pullback_reversal,22,15,393,0.10526315789473684,0.09090909090909091,0.020633170578043786,5.101647247890719,0.5897435897435898,9.401829640280818,2024-12
ret_20d__pct<=20pct AND dist_prior_low_20__pct>=65pct,pullback_reversal,22,15,393,0.10526315789473684,0.09090909090909091,0.020633170578043786,5.101647247890719,0.5897435897435898,9.401829640280818,2024-12
ret_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,29,11,684,0.13875598086124402,0.06666666666666667,0.03591116711293117,3.8638672038949045,0.7142857142857143,9.363648821650683,2024-12
rs_market_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,29,11,684,0.13875598086124402,0.06666666666666667,0.03591116711293117,3.8638672038949045,0.7142857142857143,9.363648821650683,2024-12
wtd_ret>=3 AND range_vs_20d__pct<=20pct,pullback_reversal,18,11,319,0.0861244019138756,0.06666666666666667,0.01674804431144012,5.142355746876453,0.6129032258064516,9.256850583151444,2024-12
ret_60d__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,25,20,447,0.11961722488038277,0.12121212121212122,0.023468262718538354,5.096978260171478,0.5531914893617021,9.144121030335793,2024-12
dist_prior_high_20__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,25,7,627,0.11961722488038277,0.04242424242424243,0.03291856985352024,3.6337309127538284,0.7647058823529411,9.038539714579958,2024-12
wtd_ret>=3 AND lower_wick_proxy__pct>=80pct,pullback_reversal,23,14,457,0.11004784688995216,0.08484848484848485,0.0239932797815929,4.586611246636584,0.6153846153846154,8.9404553014971,2024-12
dist_prior_high_60__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,22,16,410,0.10526315789473684,0.09696969696969697,0.02152569958523652,4.890115532734274,0.575,8.782494762725932,2024-12
ret_60d__pct<=20pct AND wtd_ret>=3,pullback_reversal,22,21,365,0.10526315789473684,0.12727272727272726,0.01916312280149105,5.493006488824801,0.5111111111111111,8.758469472048843,2024-12
wtd_ret__pct>=80pct AND rs_sector_5d__pct<=35pct,pullback_reversal,11,1,245,0.05263157894736842,0.006060606060606061,0.012862918044836457,4.091729323308271,0.8571428571428571,8.712934848982739,2024-12
range_vs_5d__pct<=35pct AND wtd_ret>=3,pullback_reversal,36,35,684,0.1722488038277512,0.21212121212121213,0.03591116711293117,4.796524804835054,0.5068493150684932,8.704315403705328,2024-12
rs_sector_20d__pct<=20pct AND wtd_ret>=3,pullback_reversal,16,10,288,0.07655502392344497,0.06060606060606061,0.01512049141597102,5.062998405103668,0.6071428571428571,8.687981768740588,2024-12
rs_market_20d__pct<=20pct AND ret_5d__pct>=80pct,pullback_reversal,12,8,189,0.05741626794258373,0.048484848484848485,0.009922822491730982,5.741626794258373,0.5909090909090909,8.685337822908505,2024-12
ret_20d__pct<=20pct AND ret_5d__pct>=80pct,pullback_reversal,12,8,189,0.05741626794258373,0.048484848484848485,0.009922822491730982,5.741626794258373,0.5909090909090909,8.685337822908505,2024-12
rs_market_20d__pct<=20pct AND rs_market_5d__pct>=80pct,pullback_reversal,12,8,189,0.05741626794258373,0.048484848484848485,0.009922822491730982,5.741626794258373,0.5909090909090909,8.685337822908505,2024-12
ret_20d__pct<=20pct AND rs_market_5d__pct>=80pct,pullback_reversal,12,8,189,0.05741626794258373,0.048484848484848485,0.009922822491730982,5.741626794258373,0.5909090909090909,8.685337822908505,2024-12
ret_60d__pct<=20pct AND atr_20_pct__pct>=80pct,pullback_reversal,34,16,852,0.16267942583732056,0.09696969696969697,0.0447314537722476,3.636801671271649,0.6730769230769231,8.669009683352897,2024-12
mtd_ret__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,20,6,480,0.09569377990430622,0.03636363636363636,0.025200819026618367,3.7972488038277508,0.75,8.657879615926738,2024-12
ret_20d<=-10 AND wtd_ret__pct>=80pct,pullback_reversal,16,5,356,0.07655502392344497,0.030303030303030304,0.018690607444741953,4.095908822106338,0.7391304347826086,8.566694810006869,2024-12
ret_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,34,12,937,0.16267942583732056,0.07272727272727272,0.04919409880821127,3.306889033002609,0.7291666666666666,8.547461141141808,2024-12
rs_market_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,34,12,937,0.16267942583732056,0.07272727272727272,0.04919409880821127,3.306889033002609,0.7291666666666666,8.547461141141808,2024-12
ret_60d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,24,22,427,0.11483253588516747,0.13333333333333333,0.022418228592429253,5.122284100713782,0.5208333333333334,8.540831489528305,2024-12
ret_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,16,8,319,0.07655502392344497,0.048484848484848485,0.01674804431144012,4.570982886112403,0.6538461538461539,8.450710496975162,2024-12
rs_market_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,16,8,319,0.07655502392344497,0.048484848484848485,0.01674804431144012,4.570982886112403,0.6538461538461539,8.450710496975162,2024-12
dist_prior_high_20__pct<=20pct AND wtd_ret>=0,pullback_reversal,31,9,884,0.14832535885167464,0.05454545454545454,0.04641150837402216,3.1958745588776547,0.7619047619047619,8.41980981437311,2024-12
ret_20d<=-10 AND wtd_ret>=3,pullback_reversal,12,5,233,0.05741626794258373,0.030303030303030304,0.012232897569170998,4.6935950879931,0.6842105263157895,8.226490685010932,2024-12
ret_20d__pct<=20pct AND green_count_5__pct>=65pct,pullback_reversal,22,5,606,0.10526315789473684,0.030303030303030304,0.03181603402110569,3.308494007295466,0.7931034482758621,8.216861799261435,2024-12
rs_market_20d__pct<=20pct AND red_count_5__pct<=35pct,pullback_reversal,22,5,606,0.10526315789473684,0.030303030303030304,0.03181603402110569,3.308494007295466,0.7931034482758621,8.216861799261435,2024-12
rs_market_20d__pct<=20pct AND green_count_5__pct>=65pct,pullback_reversal,22,5,606,0.10526315789473684,0.030303030303030304,0.03181603402110569,3.308494007295466,0.7931034482758621,8.216861799261435,2024-12
wtd_ret__pct>=80pct AND mtd_ret__pct<=20pct,pullback_reversal,12,5,237,0.05741626794258373,0.030303030303030304,0.012442904394392818,4.61437829325904,0.6842105263157895,8.087467955127101,2024-12
dist_prior_high_20__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,23,11,549,0.11004784688995216,0.06666666666666667,0.028823436761694757,3.817998797291291,0.6666666666666666,8.065870467996957,2024-12
rs_sector_20d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,29,13,763,0.13875598086124402,0.07878787878787878,0.04005880191106211,3.4638075589306876,0.6818181818181818,8.00498778789013,2024-12
ret_20d__pct<=20pct AND ret_3d__pct>=65pct,pullback_reversal,26,11,682,0.12440191387559808,0.06666666666666667,0.03580616370032026,3.4743156210975314,0.6923076923076923,7.904128018461416,2024-12
rs_market_20d__pct<=20pct AND ret_3d__pct>=65pct,pullback_reversal,26,11,682,0.12440191387559808,0.06666666666666667,0.03580616370032026,3.4743156210975314,0.6923076923076923,7.904128018461416,2024-12
ret_60d__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,36,27,853,0.1722488038277512,0.16363636363636364,0.04478395547855305,3.8462168423296332,0.5692307692307692,7.8484166850293215,2024-12
rs_sector_20d__pct<=20pct AND wtd_ret__pct>=80pct,pullback_reversal,17,9,370,0.08133971291866028,0.05454545454545454,0.019425631333018323,4.187236518815466,0.6428571428571429,7.761197062233452,2024-12
dist_prior_high_120__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,23,17,490,0.11004784688995216,0.10303030303030303,0.025725836089672913,4.277717019822283,0.5714285714285714,7.7324050853627115,2024-12
ret_60d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,42,20,1252,0.20095693779904306,0.12121212121212122,0.06573213629442957,3.05720989956739,0.671875,7.683317379481258,2024-12
ret_20d<=-10 AND wtd_ret>=0,pullback_reversal,28,7,875,0.1339712918660287,0.04242424242424243,0.04593899301727306,2.916287081339713,0.7837837837837838,7.681909312803423,2024-12
ret_20d__pct<=20pct AND green_count_5__pct>=80pct,pullback_reversal,11,2,260,0.05263157894736842,0.012121212121212121,0.01365044363941828,3.8556680161943317,0.8,7.660537650010539,2024-12
rs_market_20d__pct<=20pct AND green_count_5__pct>=80pct,pullback_reversal,11,2,260,0.05263157894736842,0.012121212121212121,0.01365044363941828,3.8556680161943317,0.8,7.660537650010539,2024-12
rs_market_20d__pct<=20pct AND red_count_5__pct<=20pct,pullback_reversal,11,2,260,0.05263157894736842,0.012121212121212121,0.01365044363941828,3.8556680161943317,0.8,7.660537650010539,2024-12
ret_20d__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,25,15,598,0.11961722488038277,0.09090909090909091,0.031396020370662046,3.8099486326030947,0.6190476190476191,7.652531620515614,2024-12
rs_market_20d__pct<=35pct AND ret_3d__pct>=80pct,pullback_reversal,25,15,598,0.11961722488038277,0.09090909090909091,0.031396020370662046,3.8099486326030947,0.6190476190476191,7.652531620515614,2024-12
ret_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,34,13,1025,0.16267942583732056,0.07878787878787878,0.0538142489630913,3.022980511144824,0.7142857142857143,7.649387028294975,2024-12
rs_market_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,34,13,1025,0.16267942583732056,0.07878787878787878,0.0538142489630913,3.022980511144824,0.7142857142857143,7.649387028294975,2024-12
wtd_ret__pct>=80pct AND ret_5d__pct<=35pct,pullback_reversal,10,2,226,0.04784688995215311,0.012121212121212121,0.011865385625032813,4.0324766058347805,0.7857142857142857,7.593187754244264,2024-12
wtd_ret__pct>=80pct AND rs_market_5d__pct<=35pct,pullback_reversal,10,2,226,0.04784688995215311,0.012121212121212121,0.011865385625032813,4.0324766058347805,0.7857142857142857,7.593187754244264,2024-12
rs_sector_20d__pct<=20pct AND atr_5_vs_20__pct>=65pct,pullback_reversal,34,14,1013,0.16267942583732056,0.08484848484848485,0.05318422848742584,3.058790744248218,0.7,7.582849050448293,2024-12
dist_prior_high_20__pct<=20pct AND ret_3d__pct>=80pct,pullback_reversal,13,6,276,0.06220095693779904,0.03636363636363636,0.01449047094030556,4.292542126066154,0.6666666666666666,7.539449234257493,2024-12
rs_sector_20d__pct<=20pct AND wtd_ret>=0,pullback_reversal,33,13,1003,0.15789473684210525,0.07878787878787878,0.05265921142437129,2.9984257753056616,0.7083333333333334,7.462008197861801,2024-12
dist_prior_high_60__pct<=20pct AND wtd_ret__pct>=65pct,pullback_reversal,32,25,759,0.15311004784688995,0.15151515151515152,0.03984879508584029,3.8422754694857875,0.559322033898305,7.461206860795281,2024-12
ret_20d__pct<=20pct,pullback_reversal,72,30,3772,0.3444976076555024,0.18181818181818182,0.198036436184176,1.7395667903007301,0.7019230769230769,5.175195130629404,2024-12
