trade_date,symbol,manual_rank,tier,entry_time,entry_px,exit_time,exit_px,stock_ret_pct,exit_reason,basket_ret5x_pct,day_pnl_rs,day_pnl_rs 1X,teacher_selected,teacher_profitable,month,rank_weight,profit_weight,teacher_weight
2024-11-27,GALLANTT,6,ENTERPRISE-Dryup,09:15,315.25,15:29,322.0,2.14,EOD,52.75,263741,52748.2,1,1,2024-11,0.6666666666666666,1.3566666666666667,0.9044444444444444
2024-11-27,ADANIENT,8,GOLD-baseline,09:15,2113.5,15:29,2327.7,10.13,EOD,52.75,263741,52748.2,1,1,2024-11,0.5333333333333333,2.6883333333333335,1.4337777777777778
2024-11-27,ADANIGREEN,9,PREMIUM-Pullback,09:15,890.0,15:29,988.4,11.06,EOD,52.75,263741,52748.2,1,1,2024-11,0.4666666666666667,2.8433333333333337,1.326888888888889
2024-11-27,ADANIENSOL,10,PREMIUM-Pullback,09:15,601.1,15:29,660.8,9.93,EOD,52.75,263741,52748.2,1,1,2024-11,0.4,2.6550000000000002,1.062
2024-11-27,ATGL,13,GOLD,09:15,580.05,15:29,695.3,19.87,EOD,52.75,263741,52748.2,1,1,2024-11,0.2,3.5,0.7000000000000001
2024-11-27,ADANIPOWER,14,GOLD-baseline,09:15,87.35,15:29,105.05,20.26,EOD,52.75,263741,52748.2,1,1,2024-11,0.13333333333333333,3.5,0.4666666666666667
2024-11-28,BALRAMCHIN,4,GOLD,09:15,566.0,11:16,557.8,-1.45,TRAIL,5.57,27873,5574.6,1,0,2024-11,0.8,0.25,0.2
2024-11-28,FACT,9,ENTERPRISE-Dryup,09:15,870.3,11:16,903.0,3.76,TRAIL,5.57,27873,5574.6,1,1,2024-11,0.4666666666666667,1.6266666666666665,0.7591111111111111
2024-11-29,HSCL,1,GOLD,09:15,525.95,15:29,527.35,0.27,EOD,10.49,52464,10492.8,1,1,2024-11,1.0,1.045,1.045
2024-11-29,ADANIENT,2,GOLD-baseline,09:15,2388.9,15:29,2382.0,-0.29,EOD,10.49,52464,10492.8,1,0,2024-11,0.9333333333333333,0.25,0.23333333333333334
2024-11-29,PCBL,3,GOLD,09:15,438.4,15:29,434.0,-1.0,EOD,10.49,52464,10492.8,1,0,2024-11,0.8666666666666667,0.25,0.21666666666666667
2024-11-29,MAZDOCK,6,GOLD-baseline,09:15,2255.5,15:29,2292.5,1.64,EOD,10.49,52464,10492.8,1,1,2024-11,0.6666666666666666,1.2733333333333334,0.8488888888888889
2024-11-29,KFINTECH,10,GOLD-baseline,09:15,1157.35,15:29,1164.0,0.57,EOD,10.49,52464,10492.8,1,1,2024-11,0.4,1.095,0.438
2024-11-29,BALRAMCHIN,11,GOLD,09:15,561.65,15:29,586.0,4.34,EOD,10.49,52464,10492.8,1,1,2024-11,0.3333333333333333,1.7233333333333332,0.5744444444444443
2024-11-29,PPLPHARMA,15,ENTERPRISE-Dryup,09:15,247.65,15:29,271.2,9.51,EOD,10.49,52464,10492.8,1,1,2024-11,0.06666666666666667,2.585,0.17233333333333334
2024-12-02,ADANIPOWER,2,GOLD-baseline,09:15,111.4,09:51,110.5,-0.81,TRAIL,1.96,9780,1956.0,1,0,2024-12,0.9333333333333333,0.25,0.23333333333333334
2024-12-02,HSCL,3,GOLD,09:15,525.0,09:51,524.7,-0.06,TRAIL,1.96,9780,1956.0,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-02,BDL,4,GOLD,09:15,1147.95,09:51,1163.15,1.32,TRAIL,1.96,9780,1956.0,1,1,2024-12,0.8,1.22,0.976
2024-12-02,CAMS,6,GOLD-baseline,09:15,995.0,09:51,1018.0,2.31,TRAIL,1.96,9780,1956.0,1,1,2024-12,0.6666666666666666,1.385,0.9233333333333333
2024-12-02,ADANIENT,7,GOLD-baseline,09:15,2415.3,09:51,2400.0,-0.63,TRAIL,1.96,9780,1956.0,1,0,2024-12,0.6,0.25,0.15
2024-12-02,RPOWER,8,GOLD,09:15,38.7,09:51,38.18,-1.34,TRAIL,1.96,9780,1956.0,1,0,2024-12,0.5333333333333333,0.25,0.13333333333333333
2024-12-02,GRSE,10,GOLD,09:15,1669.0,09:51,1682.3,0.8,TRAIL,1.96,9780,1956.0,1,1,2024-12,0.4,1.1333333333333333,0.45333333333333337
2024-12-02,COCHINSHIP,11,GOLD,09:15,1631.5,09:51,1656.15,1.51,TRAIL,1.96,9780,1956.0,1,1,2024-12,0.3333333333333333,1.2516666666666667,0.4172222222222222
2024-12-02,MAZDOCK,14,GOLD-baseline,09:15,2287.35,09:51,2274.85,-0.55,TRAIL,1.96,9780,1956.0,1,0,2024-12,0.13333333333333333,0.25,0.03333333333333333
2024-12-02,SONATSOFTW,15,GOLD,09:15,631.6,09:51,643.6,1.9,TRAIL,1.96,9780,1956.0,1,1,2024-12,0.06666666666666667,1.3166666666666667,0.08777777777777777
2024-12-03,GRSE,1,GOLD,09:15,1670.0,15:29,1702.5,1.95,EOD,12.49,62429,12485.8,1,1,2024-12,1.0,1.325,1.325
2024-12-03,KPIL,2,GOLD-baseline,09:15,1142.0,15:29,1148.15,0.54,EOD,12.49,62429,12485.8,1,1,2024-12,0.9333333333333333,1.09,1.0173333333333334
2024-12-03,PNBHOUSING,3,ENTERPRISE-Dryup,09:15,884.0,15:29,884.0,0.0,EOD,12.49,62429,12485.8,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-03,KPITTECH,5,GOLD,09:15,1374.85,15:29,1430.0,4.01,EOD,12.49,62429,12485.8,1,1,2024-12,0.7333333333333333,1.6683333333333334,1.2234444444444443
2024-12-03,FINCABLES,6,GOLD,09:15,1159.4,15:29,1156.0,-0.29,EOD,12.49,62429,12485.8,1,0,2024-12,0.6666666666666666,0.25,0.16666666666666666
2024-12-03,ZEEL,7,PREMIUM-Compression,09:15,128.41,15:29,135.02,5.15,EOD,12.49,62429,12485.8,1,1,2024-12,0.6,1.8583333333333334,1.115
2024-12-03,BLS,9,ENTERPRISE-Dryup,09:15,398.0,15:29,418.0,5.03,EOD,12.49,62429,12485.8,1,1,2024-12,0.4666666666666667,1.8383333333333334,0.8578888888888889
2024-12-03,UCOBANK,10,PREMIUM-Compression,09:15,44.49,15:29,45.12,1.42,EOD,12.49,62429,12485.8,1,1,2024-12,0.4,1.2366666666666666,0.49466666666666664
2024-12-03,HSCL,11,GOLD,09:15,536.15,15:29,539.95,0.71,EOD,12.49,62429,12485.8,1,1,2024-12,0.3333333333333333,1.1183333333333334,0.37277777777777776
2024-12-03,TATAELXSI,12,ENTERPRISE-Dryup,09:15,6750.05,15:29,7090.0,5.04,EOD,12.49,62429,12485.8,1,1,2024-12,0.26666666666666666,1.8399999999999999,0.49066666666666664
2024-12-03,ANGELONE,13,ENTERPRISE-Dryup,09:15,294.1,15:29,307.5,4.56,EOD,12.49,62429,12485.8,1,1,2024-12,0.2,1.7599999999999998,0.352
2024-12-04,FINCABLES,1,GOLD-baseline,09:15,1159.25,12:00,1198.75,3.41,TRAIL,2.34,11722,2344.4,1,1,2024-12,1.0,1.5683333333333334,1.5683333333333334
2024-12-04,PNBHOUSING,2,ENTERPRISE-Dryup,09:15,899.0,12:00,908.55,1.06,TRAIL,2.34,11722,2344.4,1,1,2024-12,0.9333333333333333,1.1766666666666667,1.0982222222222222
2024-12-04,KPIL,3,GOLD-baseline,09:15,1150.05,12:00,1144.45,-0.49,TRAIL,2.34,11722,2344.4,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-04,MMTC,6,GOLD,09:15,80.49,12:00,80.46,-0.04,TRAIL,2.34,11722,2344.4,1,0,2024-12,0.6666666666666666,0.25,0.16666666666666666
2024-12-04,FLUOROCHEM,7,GOLD-baseline,09:15,4080.0,12:00,4045.35,-0.85,TRAIL,2.34,11722,2344.4,1,0,2024-12,0.6,0.25,0.15
2024-12-04,HSCL,9,ENTERPRISE-Dryup,09:15,542.7,12:00,544.5,0.33,TRAIL,2.34,11722,2344.4,1,1,2024-12,0.4666666666666667,1.055,0.4923333333333333
2024-12-04,RPOWER,14,ENTERPRISE-Dryup,09:15,41.09,12:00,41.09,0.0,TRAIL,2.34,11722,2344.4,1,0,2024-12,0.13333333333333333,0.25,0.03333333333333333
2024-12-04,BLUESTARCO,15,ENTERPRISE-Dryup,09:15,1877.0,12:00,1890.65,0.73,TRAIL,2.34,11722,2344.4,1,1,2024-12,0.06666666666666667,1.1216666666666666,0.07477777777777778
2024-12-05,INOXWIND,1,GOLD,09:15,201.58,15:29,201.57,0.0,EOD,15.31,76571,15314.2,1,0,2024-12,1.0,0.25,0.25
2024-12-05,KPIL,2,GOLD-baseline,09:15,1180.95,15:29,1237.8,4.81,EOD,15.31,76571,15314.2,1,1,2024-12,0.9333333333333333,1.8016666666666667,1.6815555555555557
2024-12-05,CASTROLIND,8,GOLD,09:15,202.85,15:29,212.71,4.86,EOD,15.31,76571,15314.2,1,1,2024-12,0.5333333333333333,1.81,0.9653333333333334
2024-12-05,MMTC,10,GOLD,09:15,80.8,15:29,80.36,-0.54,EOD,15.31,76571,15314.2,1,0,2024-12,0.4,0.25,0.1
2024-12-05,CESC,12,GOLD-baseline,09:15,174.24,15:29,180.48,3.58,EOD,15.31,76571,15314.2,1,1,2024-12,0.26666666666666666,1.5966666666666667,0.42577777777777776
2024-12-05,FLUOROCHEM,13,PREMIUM-Compression,09:15,4099.0,15:29,4263.0,4.0,EOD,15.31,76571,15314.2,1,1,2024-12,0.2,1.6666666666666665,0.3333333333333333
2024-12-05,IGL,14,GOLD,09:15,187.0,15:29,191.6,2.46,EOD,15.31,76571,15314.2,1,1,2024-12,0.13333333333333333,1.41,0.188
2024-12-05,ANGELONE,15,GOLD-baseline,09:15,304.6,15:29,322.1,5.75,EOD,15.31,76571,15314.2,1,1,2024-12,0.06666666666666667,1.9583333333333335,0.13055555555555556
2024-12-06,GRSE,1,GOLD,09:15,1775.0,15:29,1778.0,0.17,EOD,8.01,40025,8005.0,1,1,2024-12,1.0,1.0283333333333333,1.0283333333333333
2024-12-06,MMTC,2,ENTERPRISE-Dryup,09:15,80.59,15:29,83.65,3.8,EOD,8.01,40025,8005.0,1,1,2024-12,0.9333333333333333,1.6333333333333333,1.5244444444444445
2024-12-06,INOXWIND,4,GOLD,09:15,201.31,15:29,204.34,1.51,EOD,8.01,40025,8005.0,1,1,2024-12,0.8,1.2516666666666667,1.0013333333333334
2024-12-06,ZEEL,5,GOLD,09:15,139.86,15:29,140.75,0.64,EOD,8.01,40025,8005.0,1,1,2024-12,0.7333333333333333,1.1066666666666667,0.8115555555555555
2024-12-06,J&KBANK,6,GOLD,09:15,106.6,15:29,106.5,-0.09,EOD,8.01,40025,8005.0,1,0,2024-12,0.6666666666666666,0.25,0.16666666666666666
2024-12-06,IREDA,7,GOLD,09:15,220.4,15:29,221.19,0.36,EOD,8.01,40025,8005.0,1,1,2024-12,0.6,1.06,0.636
2024-12-06,MAZDOCK,10,GOLD,09:15,2435.0,15:29,2439.5,0.18,EOD,8.01,40025,8005.0,1,1,2024-12,0.4,1.03,0.41200000000000003
2024-12-06,BANKINDIA,12,GOLD,09:15,114.35,15:29,113.58,-0.67,EOD,8.01,40025,8005.0,1,0,2024-12,0.26666666666666666,0.25,0.06666666666666667
2024-12-06,GABRIEL,13,GOLD,09:15,439.45,15:29,479.0,9.0,EOD,8.01,40025,8005.0,1,1,2024-12,0.2,2.5,0.5
2024-12-09,INOXWIND,1,ENTERPRISE-Dryup,09:15,205.18,15:29,205.23,0.02,EOD,-1.25,-6272,-1254.4,1,1,2024-12,1.0,1.0033333333333334,1.0033333333333334
2024-12-09,ZEEL,2,GOLD,09:15,140.53,15:29,137.96,-1.83,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.9333333333333333,0.25,0.23333333333333334
2024-12-09,IGL,3,PREMIUM-Compression,09:15,193.5,15:29,193.3,-0.1,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-09,GRSE,4,GOLD,09:15,1787.0,15:29,1755.7,-1.75,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.8,0.25,0.2
2024-12-09,J&KBANK,6,GOLD,09:15,106.9,15:29,105.01,-1.77,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.6666666666666666,0.25,0.16666666666666666
2024-12-09,IREDA,8,GOLD,09:15,222.15,15:29,221.0,-0.52,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.5333333333333333,0.25,0.13333333333333333
2024-12-09,BANKINDIA,9,GOLD,09:15,113.48,15:29,111.98,-1.32,EOD,-1.25,-6272,-1254.4,1,0,2024-12,0.4666666666666667,0.25,0.11666666666666667
2024-12-09,CASTROLIND,10,GOLD,09:15,216.36,15:29,216.51,0.07,EOD,-1.25,-6272,-1254.4,1,1,2024-12,0.4,1.0116666666666667,0.40466666666666673
2024-12-09,MAXHEALTH,12,GOLD,09:15,1062.05,15:29,1119.5,5.41,EOD,-1.25,-6272,-1254.4,1,1,2024-12,0.26666666666666666,1.9016666666666668,0.5071111111111112
2024-12-10,CLEAN,1,PREMIUM-Compression,09:15,1299.0,15:29,1397.45,7.58,EOD,11.94,59687,11937.4,1,1,2024-12,1.0,2.2633333333333336,2.2633333333333336
2024-12-10,MAXHEALTH,7,GOLD,09:15,1117.0,15:29,1117.05,0.0,EOD,11.94,59687,11937.4,1,0,2024-12,0.6,0.25,0.15
2024-12-10,RPOWER,8,GOLD,09:15,44.8,15:29,44.91,0.25,EOD,11.94,59687,11937.4,1,1,2024-12,0.5333333333333333,1.0416666666666667,0.5555555555555556
2024-12-10,KPRMILL,9,GOLD-baseline,09:15,1009.95,15:29,1024.0,1.39,EOD,11.94,59687,11937.4,1,1,2024-12,0.4666666666666667,1.2316666666666667,0.5747777777777778
2024-12-10,SYRMA,10,ENTERPRISE-Dryup,09:15,557.7,15:29,580.0,4.0,EOD,11.94,59687,11937.4,1,1,2024-12,0.4,1.6666666666666665,0.6666666666666666
2024-12-10,CRISIL,12,ENTERPRISE-Dryup,09:15,5272.45,15:29,5433.85,3.06,EOD,11.94,59687,11937.4,1,1,2024-12,0.26666666666666666,1.51,0.4026666666666667
2024-12-10,TARIL,15,GOLD,09:15,515.0,15:29,519.0,0.78,EOD,11.94,59687,11937.4,1,1,2024-12,0.06666666666666667,1.13,0.07533333333333332
2024-12-11,PGEL,3,GOLD-baseline,09:15,860.0,11:45,843.0,-1.98,TRAIL,2.2,11021,2204.2,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-11,POWERINDIA,4,ENTERPRISE-Dryup,09:15,12580.0,11:45,12584.35,0.03,TRAIL,2.2,11021,2204.2,1,1,2024-12,0.8,1.005,0.8039999999999999
2024-12-11,KPRMILL,5,GOLD-baseline,09:15,1029.9,11:45,1017.05,-1.25,TRAIL,2.2,11021,2204.2,1,0,2024-12,0.7333333333333333,0.25,0.18333333333333332
2024-12-11,CHALET,7,GOLD-baseline,09:15,923.8,11:45,931.15,0.8,TRAIL,2.2,11021,2204.2,1,1,2024-12,0.6,1.1333333333333333,0.6799999999999999
2024-12-11,MAXHEALTH,10,ENTERPRISE-Dryup,09:15,1110.05,11:45,1125.0,1.35,TRAIL,2.2,11021,2204.2,1,1,2024-12,0.4,1.225,0.49000000000000005
2024-12-11,TITAGARH,12,GOLD,09:15,1241.1,11:45,1322.1,6.53,TRAIL,2.2,11021,2204.2,1,1,2024-12,0.26666666666666666,2.0883333333333334,0.5568888888888889
2024-12-11,RPOWER,13,GOLD,09:15,45.3,11:45,44.37,-2.05,TRAIL,2.2,11021,2204.2,1,0,2024-12,0.2,0.25,0.05
2024-12-12,PGEL,1,GOLD-baseline,09:15,847.0,15:29,855.0,0.94,EOD,9.24,46178,9235.6,1,1,2024-12,1.0,1.1566666666666667,1.1566666666666667
2024-12-12,JBMA,2,GOLD-baseline,09:15,883.2,15:29,854.9,-3.2,EOD,9.24,46178,9235.6,1,0,2024-12,0.9333333333333333,0.25,0.23333333333333334
2024-12-12,POWERINDIA,3,ENTERPRISE-Dryup,09:15,12735.0,15:29,13125.0,3.06,EOD,9.24,46178,9235.6,1,1,2024-12,0.8666666666666667,1.51,1.3086666666666666
2024-12-12,KPRMILL,4,GOLD,09:15,1024.0,15:29,1016.0,-0.78,EOD,9.24,46178,9235.6,1,0,2024-12,0.8,0.25,0.2
2024-12-12,CHALET,5,GOLD-baseline,09:15,927.1,15:29,1000.0,7.86,EOD,9.24,46178,9235.6,1,1,2024-12,0.7333333333333333,2.31,1.694
2024-12-12,RPOWER,8,GOLD,09:15,46.24,15:29,46.24,0.0,EOD,9.24,46178,9235.6,1,0,2024-12,0.5333333333333333,0.25,0.13333333333333333
2024-12-12,BLS,9,GOLD,09:15,450.8,15:29,478.0,6.03,EOD,9.24,46178,9235.6,1,1,2024-12,0.4666666666666667,2.005,0.9356666666666666
2024-12-12,CRISIL,10,GOLD,09:15,5450.0,15:29,5530.0,1.47,EOD,9.24,46178,9235.6,1,1,2024-12,0.4,1.245,0.49800000000000005
2024-12-12,MAXHEALTH,12,GOLD-baseline,09:15,1132.0,15:29,1170.25,3.38,EOD,9.24,46178,9235.6,1,1,2024-12,0.26666666666666666,1.5633333333333335,0.4168888888888889
2024-12-12,MANAPPURAM,15,ENTERPRISE-Dryup,09:15,178.0,15:29,178.45,0.25,EOD,9.24,46178,9235.6,1,1,2024-12,0.06666666666666667,1.0416666666666667,0.06944444444444445
2024-12-13,PGEL,1,ENTERPRISE-Dryup,09:15,852.55,15:29,931.0,9.2,EOD,15.89,79470,15894.0,1,1,2024-12,1.0,2.533333333333333,2.533333333333333
2024-12-13,TITAGARH,3,GOLD-baseline,09:15,1323.05,15:29,1306.0,-1.29,EOD,15.89,79470,15894.0,1,0,2024-12,0.8666666666666667,0.25,0.21666666666666667
2024-12-13,JBMA,5,GOLD,09:15,851.0,15:29,884.0,3.88,EOD,15.89,79470,15894.0,1,1,2024-12,0.7333333333333333,1.6466666666666665,1.2075555555555553
2024-12-13,LATENTVIEW,6,GOLD-baseline,09:15,508.05,15:29,507.0,-0.21,EOD,15.89,79470,15894.0,1,0,2024-12,0.6666666666666666,0.25,0.16666666666666666
2024-12-13,GODFRYPHLP,9,GOLD,09:15,1990.0,15:29,2017.0,1.36,EOD,15.89,79470,15894.0,1,1,2024-12,0.4666666666666667,1.2266666666666666,0.5724444444444444
2024-12-13,KPRMILL,10,GOLD,09:15,1018.4,15:29,1084.35,6.48,EOD,15.89,79470,15894.0,1,1,2024-12,0.4,2.08,0.8320000000000001
2024-12-13,DELHIVERY,12,GOLD-baseline,09:15,380.0,15:29,389.0,2.37,EOD,15.89,79470,15894.0,1,1,2024-12,0.26666666666666666,1.395,0.372
2024-12-13,CRISIL,14,GOLD,09:15,5562.6,15:29,5890.0,5.89,EOD,15.89,79470,15894.0,1,1,2024-12,0.13333333333333333,1.9816666666666665,0.2642222222222222
2024-12-13,SYRMA,15,GOLD-baseline,09:15,596.5,15:29,604.95,1.42,EOD,15.89,79470,15894.0,1,1,2024-12,0.06666666666666667,1.2366666666666666,0.08244444444444443
2024-12-16,LATENTVIEW,2,GOLD,09:15,507.8,15:29,499.9,-1.56,EOD,0.31,1566,313.2,1,0,2024-12,0.9333333333333333,0.25,0.23333333333333334
2024-12-16,TARIL,3,GOLD-baseline,09:15,570.0,15:29,576.0,1.05,EOD,0.31,1566,313.2,1,1,2024-12,0.8666666666666667,1.175,1.0183333333333333
2024-12-16,MANAPPURAM,4,GOLD-baseline,09:15,182.1,15:29,185.51,1.87,EOD,0.31,1566,313.2,1,1,2024-12,0.8,1.3116666666666668,1.0493333333333335
2024-12-16,TITAGARH,5,GOLD,09:15,1308.6,15:29,1337.0,2.17,EOD,0.31,1566,313.2,1,1,2024-12,0.7333333333333333,1.3616666666666666,0.9985555555555554
2024-12-16,BLS,6,GOLD-baseline,09:15,469.8,15:29,470.4,0.13,EOD,0.31,1566,313.2,1,1,2024-12,0.6666666666666666,1.0216666666666667,0.6811111111111111
2024-12-16,POWERINDIA,10,ENTERPRISE-Dryup,09:15,13024.7,15:29,13205.0,1.38,EOD,0.31,1566,313.2,1,1,2024-12,0.4,1.23,0.492
2024-12-16,MAXHEALTH,13,GOLD-baseline,09:15,1180.05,15:29,1181.0,0.08,EOD,0.31,1566,313.2,1,1,2024-12,0.2,1.0133333333333334,0.2026666666666667
