trade_date,symbol,manual_rank,tier,entry_time,entry_px,exit_time,exit_px,stock_ret_pct,exit_reason,basket_ret5x_pct,day_pnl_rs,day_pnl_rs 1X,teacher_selected,teacher_profitable,month,rank_weight,profit_weight,teacher_weight
2024-10-15,GMDCLTD,14,GOLD,09:15,339.8,15:29,342.25,0.72,EOD,5.24,26208,5241.6,1,1,2024-10,0.13333333333333333,1.12,0.14933333333333335
2024-10-15,PGEL,15,ENTERPRISE-Dryup,09:15,622.85,15:29,612.25,-1.7,EOD,5.24,26208,5241.6,1,0,2024-10,0.06666666666666667,0.25,0.016666666666666666
2024-10-16,BEML,1,GOLD,09:15,1885.0,11:18,1945.3,3.2,HARD_STOP,-3.43,-17129,-3425.8,1,1,2024-10,1.0,1.5333333333333332,1.5333333333333332
2024-10-16,KARURVYSYA,3,GOLD,09:15,169.6,11:18,167.35,-1.33,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.8666666666666667,0.25,0.21666666666666667
2024-10-16,TEJASNET,4,ENTERPRISE-Dryup,09:15,1193.05,11:18,1173.8,-1.61,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.8,0.25,0.2
2024-10-16,PAYTM,6,ENTERPRISE-Dryup,09:15,729.0,11:18,724.9,-0.56,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.6666666666666666,0.25,0.16666666666666666
2024-10-16,CEATLTD,11,ENTERPRISE-Dryup,09:15,2960.0,11:18,2936.3,-0.8,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.3333333333333333,0.25,0.08333333333333333
2024-10-16,CARTRADE,12,ENTERPRISE-Dryup,09:15,994.8,11:18,989.0,-0.58,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.26666666666666666,0.25,0.06666666666666667
2024-10-16,PGEL,14,ENTERPRISE-Dryup,09:15,613.0,11:18,595.6,-2.84,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.13333333333333333,0.25,0.03333333333333333
2024-10-16,GMDCLTD,15,GOLD,09:15,342.9,11:18,341.0,-0.55,HARD_STOP,-3.43,-17129,-3425.8,1,0,2024-10,0.06666666666666667,0.25,0.016666666666666666
2024-10-17,TITAGARH,1,GOLD-baseline,09:15,1137.75,10:07,1153.05,1.34,HARD_STOP,-3.54,-17690,-3538.0,1,1,2024-10,1.0,1.2233333333333334,1.2233333333333334
2024-10-17,KARURVYSYA,2,GOLD,09:15,171.6,10:07,168.25,-1.95,HARD_STOP,-3.54,-17690,-3538.0,1,0,2024-10,0.9333333333333333,0.25,0.23333333333333334
2024-10-17,TEJASNET,4,ENTERPRISE-Dryup,09:15,1149.0,10:07,1121.25,-2.42,HARD_STOP,-3.54,-17690,-3538.0,1,0,2024-10,0.8,0.25,0.2
2024-10-17,CEATLTD,6,ENTERPRISE-Dryup,09:15,2965.0,10:07,2882.3,-2.79,HARD_STOP,-3.54,-17690,-3538.0,1,0,2024-10,0.6666666666666666,0.25,0.16666666666666666
2024-10-17,PAYTM,7,ENTERPRISE-Dryup,09:15,726.05,10:07,706.7,-2.67,HARD_STOP,-3.54,-17690,-3538.0,1,0,2024-10,0.6,0.25,0.15
2024-10-17,AEGISLOG,9,GOLD,09:15,722.15,10:07,727.9,0.8,HARD_STOP,-3.54,-17690,-3538.0,1,1,2024-10,0.4666666666666667,1.1333333333333333,0.5288888888888889
2024-10-17,FIVESTAR,12,GOLD-baseline,09:15,894.95,10:07,904.05,1.02,HARD_STOP,-3.54,-17690,-3538.0,1,1,2024-10,0.26666666666666666,1.17,0.312
2024-10-17,CARTRADE,13,ENTERPRISE-Dryup,09:15,988.2,10:07,998.85,1.08,HARD_STOP,-3.54,-17690,-3538.0,1,1,2024-10,0.2,1.18,0.236
2024-10-17,SUNDARMFIN,14,ENTERPRISE-Dryup,09:15,4986.0,10:07,4932.85,-1.07,HARD_STOP,-3.54,-17690,-3538.0,1,0,2024-10,0.13333333333333333,0.25,0.03333333333333333
2024-10-17,PGEL,15,ENTERPRISE-Dryup,09:15,606.5,10:07,607.2,0.12,HARD_STOP,-3.54,-17690,-3538.0,1,1,2024-10,0.06666666666666667,1.02,0.068
2024-10-18,BEML,2,GOLD,09:15,1955.0,09:17,1929.7,-1.29,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.9333333333333333,0.25,0.23333333333333334
2024-10-18,PAYTM,4,ENTERPRISE-Dryup,09:15,690.15,09:17,685.0,-0.75,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.8,0.25,0.2
2024-10-18,MOTILALOFS,5,GOLD-baseline,09:15,932.9,09:17,916.65,-1.74,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.7333333333333333,0.25,0.18333333333333332
2024-10-18,TEJASNET,6,GOLD,09:15,1119.2,09:17,1116.35,-0.25,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.6666666666666666,0.25,0.16666666666666666
2024-10-18,CEATLTD,7,ENTERPRISE-Dryup,09:15,2799.0,09:17,2730.45,-2.45,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.6,0.25,0.15
2024-10-18,FIVESTAR,8,GOLD-baseline,09:15,884.3,09:17,886.65,0.27,HARD_STOP,-4.39,-21941,-4388.2,1,1,2024-10,0.5333333333333333,1.045,0.5573333333333332
2024-10-18,ABREL,9,GOLD,09:15,2855.95,09:17,2817.6,-1.34,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.4666666666666667,0.25,0.11666666666666667
2024-10-18,DCMSHRIRAM,10,GOLD-baseline,09:15,1099.0,09:17,1092.6,-0.58,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.4,0.25,0.1
2024-10-18,HINDPETRO,11,GOLD-baseline,09:15,419.4,09:17,417.0,-0.57,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.3333333333333333,0.25,0.08333333333333333
2024-10-18,ANANDRATHI,12,GOLD,09:15,2012.5,09:17,2033.2,1.03,HARD_STOP,-4.39,-21941,-4388.2,1,1,2024-10,0.26666666666666666,1.1716666666666666,0.3124444444444444
2024-10-18,AEGISLOG,13,GOLD,09:15,732.05,09:17,729.4,-0.36,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.2,0.25,0.05
2024-10-18,SUNDARMFIN,14,ENTERPRISE-Dryup,09:15,4857.7,09:17,4766.5,-1.88,HARD_STOP,-4.39,-21941,-4388.2,1,0,2024-10,0.13333333333333333,0.25,0.03333333333333333
